년도,분기,행정동_코드,행정동_코드_명,월평균소득금액,지출총금액
2020,4,11440740,상암동,4158486,16007948000
2020,4,11470510,목1동,5667672,228678911000
2020,4,11470520,목2동,3244963,5177147000
2020,4,11470530,목3동,3101712,5220013000
2020,4,11470540,목4동,3426858,4730149000
2020,4,11470550,목5동,5987821,9155658000
2020,4,11470560,신월1동,2227154,2795109000
2020,4,11470570,신월2동,2727225,2106935000
2020,4,11470580,신월3동,2152244,2017777000
2020,4,11470590,신월4동,2639083,2154224000
2020,4,11470600,신월5동,2615553,2410175000
2020,4,11470610,신월6동,2857257,1718576000
2020,4,11470611,신월7동,2343943,1760091000
2020,4,11470620,신정1동,5046256,3566236000
2020,4,11470630,신정2동,4725315,3335783000
2020,4,11470640,신정3동,3158844,3598180000
2020,4,11470650,신정4동,2609700,7720667000
2020,4,11470670,신정6동,5384412,2235996000
2020,4,11470680,신정7동,4094404,3347197000
2020,4,11500510,염창동,4127504,6256311000
2020,4,11500520,등촌1동,3322838,10066156000
2020,4,11500530,등촌2동,3352636,2111534000
2020,4,11500535,등촌3동,3403390,8048970000
2020,4,11500540,화곡1동,2485455,8727498000
2020,4,11500550,화곡2동,2385531,1890259000
2020,4,11500560,화곡3동,3132782,3776057000
2020,4,11500570,화곡4동,2423768,3622168000
2020,4,11500590,화곡본동,2398795,5446768000
2020,4,11500591,화곡6동,3040513,6196755000
2020,4,11500593,화곡8동,2473381,3536977000
2020,4,11500603,가양1동,3560388,69206636000
2020,4,11500604,가양2동,3065320,2843809000
2020,4,11500605,가양3동,3047051,553799000
2020,4,11500611,발산1동,3192517,16091518000
2020,4,11500615,우장산동,4135674,5971774000
2020,4,11500620,공항동,2896818,11381305000
2020,4,11500630,방화1동,3407916,5380180000
2020,4,11500640,방화2동,2708397,7057164000
2020,4,11500641,방화3동,3044446,1483956000
2020,4,11530510,신도림동,4380318,8757520000
2020,4,11530520,구로1동,3368067,1485623000
2020,4,11530530,구로2동,2453690,10756318000
2020,4,11530540,구로3동,2888444,1017517342000
2020,4,11530550,구로4동,2617060,4152768000
2020,4,11530560,구로5동,3213284,13618136000
2020,4,11530595,가리봉동,2336331,1000114000
2020,4,11530720,고척1동,2972418,5423734000
2020,4,11530730,고척2동,2882639,2557672000
2020,4,11530740,개봉1동,2805757,3795828000
2020,4,11530750,개봉2동,3068971,2950347000
2020,4,11530760,개봉3동,2512790,2477684000
2020,4,11530770,오류1동,2574851,2814501000
2020,4,11530780,오류2동,2781178,3797075000
2020,4,11530790,수궁동,2682295,2154474000
2020,4,11530800,항동,3007261,1099833000
2020,4,11545510,가산동,2567594,75434979000
2020,4,11545610,독산1동,3000453,7939348000
2020,4,11545620,독산2동,2251577,2221079000
2020,4,11545630,독산3동,2386851,3693898000
2020,4,11545640,독산4동,2255044,1938807000
2020,4,11545670,시흥1동,2757307,8217538000
2020,4,11545680,시흥2동,3181421,560053000
2020,4,11545690,시흥3동,2516251,995665000
2020,4,11545700,시흥4동,2405620,969373000
2020,4,11545710,시흥5동,2375052,1410599000
2020,4,11560515,영등포본동,3286751,2771557000
2020,4,11560535,영등포동,3570107,23583511000
2020,4,11560540,여의동,5590853,204040602000
2020,4,11560550,당산1동,3536432,4319325000
2020,4,11560560,당산2동,4130932,8291811000
2020,4,11560585,도림동,3031484,2235833000
2020,4,11560605,문래동,4019445,8444456000
2020,4,11560610,양평1동,3508250,3878747000
2020,4,11560620,양평2동,3672088,5485426000
2020,4,11560630,신길1동,2780044,3058183000
2020,4,11560650,신길3동,3085442,3065959000
2020,4,11560660,신길4동,2717791,512093000
2020,4,11560670,신길5동,2656511,918365000
2020,4,11560680,신길6동,2954616,4306787000
2020,4,11560690,신길7동,3616070,1967000000
2020,4,11560700,대림1동,2582442,3580829000
2020,4,11560710,대림2동,2686240,2887744000
2020,4,11560720,대림3동,2907933,5761192000
2020,4,11590510,노량진1동,3583099,6094877000
2020,4,11590520,노량진2동,2420761,4386068000
2020,4,11590530,상도1동,3875896,5734651000
2020,4,11590540,상도2동,3826699,3567194000
2020,4,11590550,상도3동,2575897,3771192000
2020,4,11590560,상도4동,2563258,1755735000
2020,4,11590605,흑석동,4224946,7790111000
2020,4,11590620,사당1동,2855173,6154096000
2020,4,11590630,사당2동,3884988,5935147000
2020,4,11590640,사당3동,3890035,2377139000
2020,4,11590650,사당4동,2844168,2070289000
2020,4,11590651,사당5동,3047661,627834000
2020,4,11590660,대방동,3524765,5573604000
2020,4,11590670,신대방1동,3845094,2547437000
2020,4,11590680,신대방2동,3340157,82892388000
2020,4,11620525,보라매동,2529995,12818332000
2020,4,11620545,청림동,3682775,1303150000
2020,4,11620565,성현동,3455108,1286894000
2020,4,11620575,행운동,2889475,5524586000
2020,4,11620585,낙성대동,3225725,6243441000
2020,4,11620595,청룡동,2768161,7725277000
2020,4,11620605,은천동,3063077,4534638000
2020,4,11620615,중앙동,2633493,4640632000
2020,4,11620625,인헌동,2783693,3222916000
2020,4,11620630,남현동,3234026,3995225000
2020,4,11620645,서원동,2412001,8563890000
2020,4,11620655,신원동,2403237,1607196000
2020,4,11620665,서림동,2530625,2211450000
2020,4,11620685,신사동,2430662,2897700000
2020,4,11620695,신림동,2434279,7329395000
2020,4,11620715,난향동,3262195,732941000
2020,4,11620725,조원동,2523192,4069372000
2020,4,11620735,대학동,2622408,5982088000
2020,4,11620745,삼성동,2593695,1716324000
2020,4,11620765,미성동,2676537,3499337000
2020,4,11620775,난곡동,2268676,2383039000
2020,4,11650510,서초1동,4769119,9382287000
2020,4,11650520,서초2동,5196131,161768093000
2020,4,11650530,서초3동,4678950,119434406000
2020,4,11650531,서초4동,6475383,29237111000
2020,4,11650540,잠원동,5458458,7818008000
2020,4,11650550,반포본동,5583021,1254813000
2020,4,11650560,반포1동,5338302,7248933000
2020,4,11650570,반포2동,6812331,1099384000
2020,4,11650580,반포3동,6140775,3765526000
2020,4,11650581,반포4동,5280483,21905983000
2020,4,11650590,방배본동,4856162,12358512000
2020,4,11650600,방배1동,4069239,5872106000
2020,4,11650610,방배2동,3864301,105891648000
2020,4,11650620,방배3동,4681587,4089458000
2020,4,11650621,방배4동,4557937,4796954000
2020,4,11650651,양재1동,4173236,9271175000
2020,4,11650652,양재2동,3222382,8135411000
2020,4,11650660,내곡동,4047063,2244723000
2020,4,11680510,신사동,5099915,35285961000
2020,4,11680521,논현1동,3277066,32716109000
2020,4,11680531,논현2동,3973993,20904940000
2020,4,11680545,압구정동,5808537,44261615000
2020,4,11680565,청담동,5010204,32001333000
2020,4,11680580,삼성1동,5098096,36370408000
2020,4,11680590,삼성2동,5055114,12432650000
2020,4,11680600,대치1동,7421305,9945927000
2020,4,11680610,대치2동,6017362,32690248000
2020,4,11680630,대치4동,4101144,52247895000
2020,4,11680640,역삼1동,3607265,987246572000
2020,4,11680650,역삼2동,5367397,612867255000
2020,4,11680655,도곡1동,5412484,28479135000
2020,4,11680656,도곡2동,6567504,40458606000
2020,4,11680660,개포1동,5336373,152044000
2020,4,11680670,개포2동,5195802,1821390000
2020,4,11680690,개포4동,3550527,2984323000
2020,4,11680700,세곡동,3885403,5058800000
2020,4,11680720,일원본동,5444886,2850944000
2020,4,11680730,일원1동,3022931,1833500000
2020,4,11680740,일원2동,4553185,1399001000
2020,4,11680750,수서동,3847379,48603226000
2020,4,11710510,풍납1동,3011150,1356613000
2020,4,11710520,풍납2동,3891704,4194284000
2020,4,11710531,거여1동,2789100,1655161000
2020,4,11710532,거여2동,3033238,2588235000
2020,4,11710540,마천1동,2435636,1636684000
2020,4,11710550,마천2동,2339431,3490643000
2020,4,11710561,방이1동,3970520,5377599000
2020,4,11710562,방이2동,2928271,13594829000
2020,4,11710566,오륜동,6095160,1895821000
2020,4,11710570,오금동,3510674,5740019000
2020,4,11710580,송파1동,3129216,6887884000
2020,4,11710590,송파2동,4370970,2718753000
2020,4,11710600,석촌동,2927911,9134410000
2020,4,11710610,삼전동,2779980,6243514000
2020,4,11710620,가락본동,3521561,7412452000
2020,4,11710631,가락1동,4973588,5057507000
2020,4,11710632,가락2동,3910198,5272748000
2020,4,11710641,문정1동,3568357,3190308000
2020,4,11710642,문정2동,4425648,22118448000
2020,4,11710646,장지동,3263464,3439986000
2020,4,11710647,위례동,4202887,3502532000
2020,4,11710650,잠실본동,3079387,14378312000
2020,4,11710670,잠실2동,6352641,2523339000
2020,4,11710680,잠실3동,5452682,4862940000
2020,4,11710690,잠실4동,6007987,1274848000
2020,4,11710710,잠실6동,5237775,21257394000
2020,4,11710720,잠실7동,6014516,289578000
2020,4,11740515,강일동,3073250,2956524000
2020,4,11740520,상일동,3690212,2869329000
2020,4,11740530,명일1동,3540203,5239618000
2020,4,11740540,명일2동,4514278,3810024000
2020,4,11740550,고덕1동,4618641,1869353000
2020,4,11740560,고덕2동,2465499,2139538000
2020,4,11740570,암사1동,2852157,5191384000
2020,4,11740580,암사2동,3688535,2532634000
2020,4,11740590,암사3동,4470889,1226258000
2020,4,11740600,천호1동,2473111,2579441000
2020,4,11740610,천호2동,2749741,97315820000
2020,4,11740620,천호3동,3165328,4049638000
2020,4,11740640,성내1동,3438376,4643475000
2020,4,11740650,성내2동,2824592,6248567000
2020,4,11740660,성내3동,2897346,5829397000
2020,4,11740685,길동,2840603,10119944000
2020,4,11740690,둔촌1동,3596734,18420000
2020,4,11740700,둔촌2동,3414406,3289786000
2021,1,11110515,청운효자동,3780222,2205613000
2021,1,11110530,사직동,5007768,40311093000
2021,1,11110540,삼청동,3442534,1762021000
2021,1,11110550,부암동,3647449,1058077000
2021,1,11110560,평창동,4504006,2154736000
2021,1,11110570,무악동,5136717,1728042000
2021,1,11110580,교남동,4616890,1661909000
2021,1,11110600,가회동,3479766,1549393000
2021,1,11110615,종로1?2?3?4가동,3245251,210998915000
2021,1,11110630,종로5?6가동,2531450,6483850000
2021,1,11110640,이화동,3024996,9030209000
2021,1,11110650,혜화동,3333112,5899872000
2021,1,11110670,창신1동,2393308,1661562000
2021,1,11110680,창신2동,2112817,695032000
2021,1,11110690,창신3동,3006052,348388000
2021,1,11110700,숭인1동,2868519,623758000
2021,1,11110710,숭인2동,2607311,1423824000
2021,1,11140520,소공동,5380521,1426539815000
2021,1,11140540,회현동,4442451,499167941000
2021,1,11140550,명동,3733600,46546968000
2021,1,11140570,필동,3033044,2812687000
2021,1,11140580,장충동,2895026,2004544000
2021,1,11140590,광희동,3229604,8136563000
2021,1,11140605,을지로동,3082514,16798004000
2021,1,11140615,신당동,2816850,3287994000
2021,1,11140625,다산동,2679845,2528398000
2021,1,11140635,약수동,3894878,2280270000
2021,1,11140645,청구동,3566241,1256845000
2021,1,11140650,신당5동,3027979,1638805000
2021,1,11140665,동화동,3621349,1387233000
2021,1,11140670,황학동,3247840,2722438000
2021,1,11140680,중림동,4435938,1780322000
2021,1,11170510,후암동,3013677,1747882000
2021,1,11170520,용산2가동,2540319,117030517000
2021,1,11170530,남영동,3183091,50869168000
2021,1,11170555,청파동,2608804,2231708000
2021,1,11170560,원효로1동,4450695,2356138000
2021,1,11170570,원효로2동,3817026,696050000
2021,1,11170580,효창동,3523201,939730000
2021,1,11170590,용문동,3568910,1179863000
2021,1,11170625,한강로동,4948344,30241198000
2021,1,11170630,이촌1동,5974291,2492344000
2021,1,11170640,이촌2동,3596083,1152856000
2021,1,11170650,이태원1동,3682946,3606115000
2021,1,11170660,이태원2동,3261019,1444850000
2021,1,11170685,한남동,4381088,9794508000
2021,1,11170690,서빙고동,4208562,1260429000
2021,1,11170700,보광동,2545653,938529000
2021,1,11200520,왕십리2동,3474994,1603131000
2021,1,11200535,왕십리도선동,4015131,6662611000
2021,1,11200540,마장동,3021967,5043783000
2021,1,11200550,사근동,3099614,3589310000
2021,1,11200560,행당1동,3900841,4557316000
2021,1,11200570,행당2동,4408744,1327888000
2021,1,11200580,응봉동,3858472,436254000
2021,1,11200590,금호1가동,4010011,929511000
2021,1,11200615,금호2?3가동,3751434,1968926000
2021,1,11200620,금호4가동,4442144,2501341000
2021,1,11200645,옥수동,4836487,3034471000
2021,1,11200650,성수1가1동,3870717,2397855000
2021,1,11200660,성수1가2동,3263294,6240226000
2021,1,11200670,성수2가1동,2900762,4744994000
2021,1,11200690,성수2가3동,3358391,10638893000
2021,1,11200720,송정동,2566462,677043000
2021,1,11200790,용답동,2484354,8075578000
2021,1,11215710,화양동,2470026,10795813000
2021,1,11215730,군자동,2604535,3858896000
2021,1,11215740,중곡1동,2542359,3779988000
2021,1,11215750,중곡2동,2555101,2952584000
2021,1,11215760,중곡3동,2390961,2253036000
2021,1,11215770,중곡4동,2523958,2799681000
2021,1,11215780,능동,2846023,4434182000
2021,1,11215810,광장동,5284540,3196961000
2021,1,11215820,자양1동,2745988,4105999000
2021,1,11215830,자양2동,2999213,2807628000
2021,1,11215840,자양3동,4353416,3263911000
2021,1,11215847,자양4동,2795134,5523624000
2021,1,11215850,구의1동,2683701,3159326000
2021,1,11215860,구의2동,2948328,3678779000
2021,1,11215870,구의3동,4010979,8815918000
2021,1,11230536,용신동,2894254,12942882000
2021,1,11230545,제기동,2792227,7162977000
2021,1,11230560,전농1동,3070695,3935869000
2021,1,11230570,전농2동,3136080,1302185000
2021,1,11230600,답십리1동,3538405,5766765000
2021,1,11230610,답십리2동,3049260,4328112000
2021,1,11230650,장안1동,2863708,8667470000
2021,1,11230660,장안2동,2920490,8712276000
2021,1,11230705,청량리동,2860315,3115083000
2021,1,11230710,회기동,3217279,9195030000
2021,1,11230720,휘경1동,2722774,2669325000
2021,1,11230730,휘경2동,3071586,1798827000
2021,1,11230740,이문1동,3000929,2159966000
2021,1,11230750,이문2동,3137841,1387774000
2021,1,11260520,면목2동,2322173,2947924000
2021,1,11260540,면목4동,2573570,714098000
2021,1,11260550,면목5동,2233073,1669728000
2021,1,11260565,면목본동,2336892,3406922000
2021,1,11260570,면목7동,2655671,3305275000
2021,1,11260575,면목3?8동,2354962,2985517000
2021,1,11260580,상봉1동,2969913,3170611000
2021,1,11260590,상봉2동,2575432,6838135000
2021,1,11260600,중화1동,2518956,1292041000
2021,1,11260610,중화2동,2253552,3578602000
2021,1,11260620,묵1동,3120718,3308044000
2021,1,11260630,묵2동,2533867,2595932000
2021,1,11260655,망우본동,2443681,6264299000
2021,1,11260660,망우3동,2231082,1074061000
2021,1,11260680,신내1동,2780491,4310769000
2021,1,11260690,신내2동,3060535,3098068000
2021,1,11290525,성북동,3470748,2499830000
2021,1,11290555,삼선동,3057377,4507371000
2021,1,11290575,동선동,2821008,8079446000
2021,1,11290580,돈암1동,3583117,884541000
2021,1,11290590,돈암2동,4297592,718185000
2021,1,11290600,안암동,2896471,3700657000
2021,1,11290610,보문동,3162623,2581969000
2021,1,11290620,정릉1동,3341356,1357159000
2021,1,11290630,정릉2동,2934717,2784357000
2021,1,11290640,정릉3동,2482564,1258370000
2021,1,11290650,정릉4동,3038165,2918249000
2021,1,11290660,길음1동,4462339,4049679000
2021,1,11290685,길음2동,3736133,5064847000
2021,1,11290705,종암동,3381883,4766480000
2021,1,11290715,월곡1동,3294213,2585962000
2021,1,11290725,월곡2동,3138026,4291658000
2021,1,11290760,장위1동,2231978,1186041000
2021,1,11290770,장위2동,2411293,1838776000
2021,1,11290780,장위3동,3113825,1145217000
2021,1,11290810,석관동,2864182,4735364000
2021,1,11305534,삼양동,2473211,2721552000
2021,1,11305535,미아동,2318870,4007440000
2021,1,11305545,송중동,2555447,7221883000
2021,1,11305555,송천동,2444557,3932412000
2021,1,11305575,삼각산동,3734477,2310869000
2021,1,11305595,번1동,2303972,4973434000
2021,1,11305603,번2동,2308539,780382000
2021,1,11305608,번3동,2548326,2036091000
2021,1,11305615,수유1동,2220463,3684410000
2021,1,11305625,수유2동,2577008,1514317000
2021,1,11305635,수유3동,2205999,7365018000
2021,1,11305645,우이동,2457144,2351986000
2021,1,11305660,인수동,2359990,2004412000
2021,1,11320511,창1동,3038009,2844534000
2021,1,11320512,창2동,2551630,2830982000
2021,1,11320513,창3동,2229423,961534000
2021,1,11320514,창4동,3547959,2577790000
2021,1,11320515,창5동,3298026,5522512000
2021,1,11320521,도봉1동,2275377,3429762000
2021,1,11320522,도봉2동,2811820,2086303000
2021,1,11320660,쌍문1동,2440535,1387315000
2021,1,11320670,쌍문2동,2430154,3529050000
2021,1,11320680,쌍문3동,2438072,2203303000
2021,1,11320681,쌍문4동,2968285,1373345000
2021,1,11320690,방학1동,2895702,6406947000
2021,1,11320700,방학2동,2099146,1816951000
2021,1,11320710,방학3동,2962092,1512131000
2021,1,11350560,월계1동,2777397,4010353000
2021,1,11350570,월계2동,2728093,1514991000
2021,1,11350580,월계3동,3110675,7325424000
2021,1,11350595,공릉1동,2786137,9385963000
2021,1,11350600,공릉2동,3394877,5924916000
2021,1,11350611,하계1동,3611061,4981220000
2021,1,11350612,하계2동,3625940,525035000
2021,1,11350619,중계본동,4197248,5276512000
2021,1,11350621,중계1동,4623227,3670830000
2021,1,11350624,중계4동,3196660,3063805000
2021,1,11350625,중계2?3동,2936682,8104962000
2021,1,11350630,상계1동,3030316,6382894000
2021,1,11350640,상계2동,3122902,16099923000
2021,1,11350665,상계3?4동,2644186,1212215000
2021,1,11350670,상계5동,2481440,2128762000
2021,1,11350695,상계6?7동,3152836,10305008000
2021,1,11350700,상계8동,3153561,1111502000
2021,1,11350710,상계9동,2955988,1318017000
2021,1,11350720,상계10동,3132098,618772000
2021,1,11380510,녹번동,3055864,4055712000
2021,1,11380520,불광1동,3182963,5514932000
2021,1,11380530,불광2동,2396457,3749370000
2021,1,11380551,갈현1동,2481200,4111003000
2021,1,11380552,갈현2동,2539257,5301940000
2021,1,11380560,구산동,2602334,2216780000
2021,1,11380570,대조동,2535013,5874828000
2021,1,11380580,응암1동,2726133,4759811000
2021,1,11380590,응암2동,3510245,1730657000
2021,1,11380600,응암3동,2360910,5072193000
2021,1,11380625,역촌동,2521877,5589175000
2021,1,11380631,신사1동,2637581,3387807000
2021,1,11380632,신사2동,2635300,1169748000
2021,1,11380640,증산동,2838450,2100044000
2021,1,11380650,수색동,3253972,861524000
2021,1,11380690,진관동,4070863,11459537000
2021,1,11410520,천연동,4197718,1949486000
2021,1,11410555,북아현동,4172659,1958915000
2021,1,11410565,충현동,3210231,2629035000
2021,1,11410585,신촌동,3331768,14974831000
2021,1,11410615,연희동,3383749,66907462000
2021,1,11410620,홍제1동,3459117,2398412000
2021,1,11410640,홍제3동,2807766,3105888000
2021,1,11410655,홍제2동,3664523,1426132000
2021,1,11410660,홍은1동,3093859,1114006000
2021,1,11410685,홍은2동,2874442,2459831000
2021,1,11410690,남가좌1동,4622839,2542480000
2021,1,11410700,남가좌2동,3237719,3266040000
2021,1,11410710,북가좌1동,4005416,1586505000
2021,1,11410720,북가좌2동,2590646,2845977000
2021,1,11440555,아현동,5237419,889414552000
2021,1,11440565,공덕동,4047702,4574749000
2021,1,11440585,도화동,4217433,6066594000
2021,1,11440590,용강동,4787212,5168009000
2021,1,11440600,대흥동,3421062,3956620000
2021,1,11440610,염리동,4051438,36849010000
2021,1,11440630,신수동,4157605,2401597000
2021,1,11440655,서강동,4339738,4050357000
2021,1,11440660,서교동,3212258,35191728000
2021,1,11440680,합정동,3195027,7006970000
2021,1,11440690,망원1동,2802536,4857806000
2021,1,11440700,망원2동,2912810,2772242000
2021,1,11440710,연남동,2980162,6221749000
2021,1,11440720,성산1동,2814646,2966324000
2021,1,11440730,성산2동,3521472,6620591000
2021,1,11440740,상암동,4158486,15890269000
2021,1,11470510,목1동,5667672,213407099000
2021,1,11470520,목2동,3244963,5232323000
2021,1,11470530,목3동,3101712,4929940000
2021,1,11470540,목4동,3426858,4327321000
2021,1,11470550,목5동,5987821,9371449000
2021,1,11470560,신월1동,2227154,2688370000
2021,1,11470570,신월2동,2727225,2086936000
2021,1,11470580,신월3동,2152244,2012565000
2021,1,11470590,신월4동,2639083,2078123000
2021,1,11470600,신월5동,2615553,2192950000
2021,1,11470610,신월6동,2857257,1748711000
2021,1,11470611,신월7동,2343943,1604325000
2021,1,11470620,신정1동,5046256,3285849000
2021,1,11470630,신정2동,4725315,3432384000
2021,1,11470640,신정3동,3158844,3623435000
2021,1,11470650,신정4동,2609700,7051396000
2021,1,11470670,신정6동,5384412,2254990000
2021,1,11470680,신정7동,4094404,3452560000
2021,1,11500510,염창동,4127504,6033257000
2021,1,11500520,등촌1동,3322838,11549792000
2021,1,11500530,등촌2동,3352636,1978777000
2021,1,11500535,등촌3동,3403390,7917320000
2021,1,11500540,화곡1동,2485455,8081067000
2021,1,11500550,화곡2동,2385531,1893180000
2021,1,11500560,화곡3동,3132782,3596292000
2021,1,11500570,화곡4동,2423768,3541261000
2021,1,11500590,화곡본동,2398795,5621423000
2021,1,11500591,화곡6동,3040513,5312138000
2021,1,11500593,화곡8동,2473381,3574385000
2021,1,11500603,가양1동,3560388,58442265000
2021,1,11500604,가양2동,3065320,2752380000
2021,1,11500605,가양3동,3047051,572408000
2021,1,11500611,발산1동,3192517,16150154000
2021,1,11500615,우장산동,4135674,5845730000
2021,1,11500620,공항동,2896818,12899404000
2021,1,11500630,방화1동,3407916,5219098000
2021,1,11500640,방화2동,2708397,6679672000
2021,1,11500641,방화3동,3044446,1343486000
2021,1,11530510,신도림동,4380318,8363639000
2021,1,11530520,구로1동,3368067,1481740000
2021,1,11530530,구로2동,2453690,10845452000
2021,1,11530540,구로3동,2888444,799636473000
2021,1,11530550,구로4동,2617060,3895021000
2021,1,11530560,구로5동,3213284,12331225000
2021,1,11530595,가리봉동,2336331,882242000
2021,1,11530720,고척1동,2972418,5157790000
2021,1,11530730,고척2동,2882639,2360630000
2021,1,11530740,개봉1동,2805757,3604670000
2021,1,11530750,개봉2동,3068971,2873830000
2021,1,11530760,개봉3동,2512790,2520323000
2021,1,11530770,오류1동,2574851,2598759000
2021,1,11530780,오류2동,2781178,3591731000
2021,1,11530790,수궁동,2682295,2125336000
2021,1,11530800,항동,3007261,1059481000
2021,1,11545510,가산동,2567594,61328018000
2021,1,11545610,독산1동,3000453,7641297000
2021,1,11545620,독산2동,2251577,2133060000
2021,1,11545630,독산3동,2386851,3532938000
2021,1,11545640,독산4동,2255044,1682191000
2021,1,11545670,시흥1동,2757307,7657161000
2021,1,11545680,시흥2동,3181421,523666000
2021,1,11545690,시흥3동,2516251,1060930000
2021,1,11545700,시흥4동,2405620,963634000
2021,1,11545710,시흥5동,2375052,1351113000
2021,1,11560515,영등포본동,3286751,2769313000
2021,1,11560535,영등포동,3570107,23356527000
2021,1,11560540,여의동,5590853,224553002000
2021,1,11560550,당산1동,3536432,4266360000
2021,1,11560560,당산2동,4130932,7926745000
2021,1,11560585,도림동,3031484,2100312000
2021,1,11560605,문래동,4019445,8372910000
2021,1,11560610,양평1동,3508250,3570994000
2021,1,11560620,양평2동,3672088,5366852000
2021,1,11560630,신길1동,2780044,3180857000
2021,1,11560650,신길3동,3085442,2965617000
2021,1,11560660,신길4동,2717791,555004000
2021,1,11560670,신길5동,2656511,838319000
2021,1,11560680,신길6동,2954616,4235723000
2021,1,11560690,신길7동,3616070,1855903000
2021,1,11560700,대림1동,2582442,3633664000
2021,1,11560710,대림2동,2686240,2748510000
2021,1,11560720,대림3동,2907933,6068141000
2021,1,11590510,노량진1동,3583099,5437301000
2021,1,11590520,노량진2동,2420761,4283816000
2021,1,11590530,상도1동,3875896,5538836000
2021,1,11590540,상도2동,3826699,3399940000
2021,1,11590550,상도3동,2575897,3653728000
2021,1,11590560,상도4동,2563258,1642559000
2021,1,11590605,흑석동,4224946,7670479000
2021,1,11590620,사당1동,2855173,5931041000
2021,1,11590630,사당2동,3884988,5697579000
2021,1,11590640,사당3동,3890035,2328661000
2021,1,11590650,사당4동,2844168,1950938000
2021,1,11590651,사당5동,3047661,610775000
2021,1,11590660,대방동,3524765,5191343000
2021,1,11590670,신대방1동,3845094,2481781000
2021,1,11590680,신대방2동,3340157,73293589000
2021,1,11620525,보라매동,2529995,12870899000
2021,1,11620545,청림동,3682775,1271137000
2021,1,11620565,성현동,3455108,1271643000
2021,1,11620575,행운동,2889475,5124001000
2021,1,11620585,낙성대동,3225725,6040933000
2021,1,11620595,청룡동,2768161,7239970000
2021,1,11620605,은천동,3063077,4374356000
2021,1,11620615,중앙동,2633493,4622527000
2021,1,11620625,인헌동,2783693,3120827000
2021,1,11620630,남현동,3234026,3657449000
2021,1,11620645,서원동,2412001,7707262000
2021,1,11620655,신원동,2403237,1554413000
2021,1,11620665,서림동,2530625,2209376000
2021,1,11620685,신사동,2430662,2734331000
2021,1,11620695,신림동,2434279,6633085000
2021,1,11620715,난향동,3262195,720587000
2021,1,11620725,조원동,2523192,3771509000
2021,1,11620735,대학동,2622408,5715627000
2021,1,11620745,삼성동,2593695,1749090000
2021,1,11620765,미성동,2676537,3236809000
2021,1,11620775,난곡동,2268676,2368064000
2021,1,11650510,서초1동,4769119,9443285000
2021,1,11650520,서초2동,5196131,162715894000
2021,1,11650530,서초3동,4678950,138800960000
2021,1,11650531,서초4동,6475383,31143387000
2021,1,11650540,잠원동,5458458,7656736000
2021,1,11650550,반포본동,5583021,1261433000
2021,1,11650560,반포1동,5338302,7417136000
2021,1,11650570,반포2동,6812331,1081171000
2021,1,11650580,반포3동,6140775,3623525000
2021,1,11650581,반포4동,5280483,22299056000
2021,1,11650590,방배본동,4856162,12862005000
2021,1,11650600,방배1동,4069239,5587340000
2021,1,11650610,방배2동,3864301,91136741000
2021,1,11650620,방배3동,4681587,3907577000
2021,1,11650621,방배4동,4557937,4844572000
2021,1,11650651,양재1동,4173236,8713236000
2021,1,11650652,양재2동,3222382,7622076000
2021,1,11650660,내곡동,4047063,2102283000
2021,1,11680510,신사동,5099915,36456674000
2021,1,11680521,논현1동,3277066,35004135000
2021,1,11680531,논현2동,3973993,18459198000
2021,1,11680545,압구정동,5808537,43232577000
2021,1,11680565,청담동,5010204,29744923000
2021,1,11680580,삼성1동,5098096,32960105000
2021,1,11680590,삼성2동,5055114,11046185000
2021,1,11680600,대치1동,7421305,9456976000
2021,1,11680610,대치2동,6017362,30683463000
2021,1,11680630,대치4동,4101144,54289178000
2021,1,11680640,역삼1동,3607265,975878581000
2021,1,11680650,역삼2동,5367397,623524562000
2021,1,11680655,도곡1동,5412484,25927976000
2021,1,11680656,도곡2동,6567504,38062898000
2021,1,11680660,개포1동,5336373,148133000
2021,1,11680670,개포2동,5195802,1809775000
2021,1,11680690,개포4동,3550527,2988514000
2021,1,11680700,세곡동,3885403,4946915000
2021,1,11680720,일원본동,5444886,2842829000
2021,1,11680730,일원1동,3022931,1680221000
2021,1,11680740,일원2동,4553185,1362306000
2021,1,11680750,수서동,3847379,58734478000
2021,1,11710510,풍납1동,3011150,1158862000
2021,1,11710520,풍납2동,3891704,4078500000
2021,1,11710531,거여1동,2789100,1615132000
2021,1,11710532,거여2동,3033238,2410504000
2021,1,11710540,마천1동,2435636,1533992000
2021,1,11710550,마천2동,2339431,3323460000
2021,1,11710561,방이1동,3970520,4571757000
2021,1,11710562,방이2동,2928271,12495373000
2021,1,11710566,오륜동,6095160,1929674000
2021,1,11710570,오금동,3510674,5752887000
2021,1,11710580,송파1동,3129216,7012953000
2021,1,11710590,송파2동,4370970,2781242000
2021,1,11710600,석촌동,2927911,8256110000
2021,1,11710610,삼전동,2779980,6094257000
2021,1,11710620,가락본동,3521561,6498286000
2021,1,11710631,가락1동,4973588,4860327000
2021,1,11710632,가락2동,3910198,5045479000
2021,1,11710641,문정1동,3568357,2582941000
2021,1,11710642,문정2동,4425648,21091259000
2021,1,11710646,장지동,3263464,3268493000
2021,1,11710647,위례동,4202887,3666005000
2021,1,11710650,잠실본동,3079387,13894744000
2021,1,11710670,잠실2동,6352641,2427368000
