년도,분기,행정동_코드,행정동_코드_명,월평균소득금액,지출총금액
2022,3,11680700,세곡동,3885403,6051516000
2022,3,11680720,일원본동,5444886,3521033000
2022,3,11680730,일원1동,3022931,2479197000
2022,3,11680740,일원2동,4553185,1406396000
2022,3,11680750,수서동,3847379,72760471000
2022,3,11710510,풍납1동,3011150,1593310000
2022,3,11710520,풍납2동,3891704,5032826000
2022,3,11710531,거여1동,2789100,1948567000
2022,3,11710532,거여2동,3033238,3166286000
2022,3,11710540,마천1동,2435636,1647456000
2022,3,11710550,마천2동,2339431,3934488000
2022,3,11710561,방이1동,3970520,5862014000
2022,3,11710562,방이2동,2928271,17636610000
2022,3,11710566,오륜동,6095160,2807163000
2022,3,11710570,오금동,3510674,7342115000
2022,3,11710580,송파1동,3129216,9403083000
2022,3,11710590,송파2동,4370970,3396904000
2022,3,11710600,석촌동,2927911,11053302000
2022,3,11710610,삼전동,2779980,7620307000
2022,3,11710620,가락본동,3521561,8458450000
2022,3,11710631,가락1동,4973588,5512794000
2022,3,11710632,가락2동,3910198,6304403000
2022,3,11710641,문정1동,3568357,3607320000
2022,3,11710642,문정2동,4425648,23409201000
2022,3,11710646,장지동,3263464,4141677000
2022,3,11710647,위례동,4202887,5079777000
2022,3,11710650,잠실본동,3079387,18300362000
2022,3,11710670,잠실2동,6352641,3321056000
2022,3,11710680,잠실3동,5452682,8785877000
2022,3,11710690,잠실4동,6007987,1471099000
2022,3,11710710,잠실6동,5237775,27068844000
2022,3,11710720,잠실7동,6014516,336792000
2022,3,11740515,강일동,3073250,3553024000
2022,3,11740520,상일동,3690212,3485965000
2022,3,11740530,명일1동,3540203,6894568000
2022,3,11740540,명일2동,4514278,5979778000
2022,3,11740550,고덕1동,4618641,2036752000
2022,3,11740560,고덕2동,2465499,2680510000
2022,3,11740570,암사1동,2852157,6080863000
2022,3,11740580,암사2동,3688535,3022443000
2022,3,11740590,암사3동,4470889,1510697000
2022,3,11740600,천호1동,2473111,2844499000
2022,3,11740610,천호2동,2749741,77358793000
2022,3,11740620,천호3동,3165328,4988176000
2022,3,11740640,성내1동,3438376,5897325000
2022,3,11740650,성내2동,2824592,7497762000
2022,3,11740660,성내3동,2897346,7035114000
2022,3,11740685,길동,2840603,12636184000
2022,3,11740690,둔촌1동,3596734,19476000
2022,3,11740700,둔촌2동,3414406,4695661000
2022,4,11110515,청운효자동,3780222,2916286000
2022,4,11110530,사직동,5007768,58733699000
2022,4,11110540,삼청동,3442534,3250333000
2022,4,11110550,부암동,3647449,1937660000
2022,4,11110560,평창동,4504006,2457263000
2022,4,11110570,무악동,5136717,2178704000
2022,4,11110580,교남동,4616890,2133320000
2022,4,11110600,가회동,3479766,2173144000
2022,4,11110615,종로1?2?3?4가동,3245251,200220119000
2022,4,11110630,종로5?6가동,2531450,9145871000
2022,4,11110640,이화동,3024996,7827026000
2022,4,11110650,혜화동,3333112,9992172000
2022,4,11110670,창신1동,2393308,2627992000
2022,4,11110680,창신2동,2112817,1027428000
2022,4,11110690,창신3동,3006052,359994000
2022,4,11110700,숭인1동,2868519,700404000
2022,4,11110710,숭인2동,2607311,1873239000
2022,4,11140520,소공동,5380521,1652368496000
2022,4,11140540,회현동,4442451,597989802000
2022,4,11140550,명동,3733600,95839678000
2022,4,11140570,필동,3033044,5122355000
2022,4,11140580,장충동,2895026,2383879000
2022,4,11140590,광희동,3229604,12621866000
2022,4,11140605,을지로동,3082514,212675577000
2022,4,11140615,신당동,2816850,5529560000
2022,4,11140625,다산동,2679845,3337638000
2022,4,11140635,약수동,3894878,2592731000
2022,4,11140645,청구동,3566241,1517096000
2022,4,11140650,신당5동,3027979,2523533000
2022,4,11140665,동화동,3621349,1610608000
2022,4,11140670,황학동,3247840,3825054000
2022,4,11140680,중림동,4435938,2704897000
2022,4,11170510,후암동,3013677,2044213000
2022,4,11170520,용산2가동,2540319,112292173000
2022,4,11170530,남영동,3183091,53774797000
2022,4,11170555,청파동,2608804,3102373000
2022,4,11170560,원효로1동,4450695,2805294000
2022,4,11170570,원효로2동,3817026,984106000
2022,4,11170580,효창동,3523201,957355000
2022,4,11170590,용문동,3568910,1313115000
2022,4,11170625,한강로동,4948344,29449736000
2022,4,11170630,이촌1동,5974291,2784512000
2022,4,11170640,이촌2동,3596083,544476000
2022,4,11170650,이태원1동,3682946,7456969000
2022,4,11170660,이태원2동,3261019,1997001000
2022,4,11170685,한남동,4381088,14032958000
2022,4,11170690,서빙고동,4208562,1848409000
2022,4,11170700,보광동,2545653,1244682000
2022,4,11200520,왕십리2동,3474994,1974371000
2022,4,11200535,왕십리도선동,4015131,8368131000
2022,4,11200540,마장동,3021967,5083609000
2022,4,11200550,사근동,3099614,6406803000
2022,4,11200560,행당1동,3900841,7441889000
2022,4,11200570,행당2동,4408744,1512882000
2022,4,11200580,응봉동,3858472,515823000
2022,4,11200590,금호1가동,4010011,1281481000
2022,4,11200615,금호2?3가동,3751434,2608810000
2022,4,11200620,금호4가동,4442144,2969074000
2022,4,11200645,옥수동,4836487,3841788000
2022,4,11200650,성수1가1동,3870717,3495894000
2022,4,11200660,성수1가2동,3263294,9073780000
2022,4,11200670,성수2가1동,2900762,6597854000
2022,4,11200690,성수2가3동,3358391,16087633000
2022,4,11200720,송정동,2566462,836761000
2022,4,11200790,용답동,2484354,8648819000
2022,4,11215710,화양동,2470026,20101419000
2022,4,11215730,군자동,2604535,6706345000
2022,4,11215740,중곡1동,2542359,4548741000
2022,4,11215750,중곡2동,2555101,3794462000
2022,4,11215760,중곡3동,2390961,2631742000
2022,4,11215770,중곡4동,2523958,3516153000
2022,4,11215780,능동,2846023,6281726000
2022,4,11215810,광장동,5284540,5107067000
2022,4,11215820,자양1동,2745988,5296706000
2022,4,11215830,자양2동,2999213,3242492000
2022,4,11215840,자양3동,4353416,4704337000
2022,4,11215847,자양4동,2795134,7437983000
2022,4,11215850,구의1동,2683701,4600693000
2022,4,11215860,구의2동,2948328,4395955000
2022,4,11215870,구의3동,4010979,12189621000
2022,4,11230536,용신동,2894254,14797575000
2022,4,11230545,제기동,2792227,9295982000
2022,4,11230560,전농1동,3070695,5779190000
2022,4,11230570,전농2동,3136080,1705346000
2022,4,11230600,답십리1동,3538405,4516595000
2022,4,11230610,답십리2동,3049260,5095259000
2022,4,11230650,장안1동,2863708,12115663000
2022,4,11230660,장안2동,2920490,9646743000
2022,4,11230705,청량리동,2860315,4460167000
2022,4,11230710,회기동,3217279,11227484000
2022,4,11230720,휘경1동,2722774,3662766000
2022,4,11230730,휘경2동,3071586,2245683000
2022,4,11230740,이문1동,3000929,3870482000
2022,4,11230750,이문2동,3137841,1652416000
2022,4,11260520,면목2동,2322173,3752511000
2022,4,11260540,면목4동,2573570,980433000
2022,4,11260550,면목5동,2233073,2534620000
2022,4,11260565,면목본동,2336892,4525406000
2022,4,11260570,면목7동,2655671,4115928000
2022,4,11260575,면목3?8동,2354962,4120478000
2022,4,11260580,상봉1동,2969913,3728524000
2022,4,11260590,상봉2동,2575432,9794506000
2022,4,11260600,중화1동,2518956,1578795000
2022,4,11260610,중화2동,2253552,3957621000
2022,4,11260620,묵1동,3120718,4476801000
2022,4,11260630,묵2동,2533867,3624702000
2022,4,11260655,망우본동,2443681,7110608000
2022,4,11260660,망우3동,2231082,1086624000
2022,4,11260680,신내1동,2780491,5354000000
2022,4,11260690,신내2동,3060535,3702575000
2022,4,11290525,성북동,3470748,2988695000
2022,4,11290555,삼선동,3057377,5522722000
2022,4,11290575,동선동,2821008,11455553000
2022,4,11290580,돈암1동,3583117,1104765000
2022,4,11290590,돈암2동,4297592,774522000
2022,4,11290600,안암동,2896471,6312507000
2022,4,11290610,보문동,3162623,2997780000
2022,4,11290620,정릉1동,3341356,1552170000
2022,4,11290630,정릉2동,2934717,3590190000
2022,4,11290640,정릉3동,2482564,2346579000
2022,4,11290650,정릉4동,3038165,3778471000
2022,4,11290660,길음1동,4462339,4593798000
2022,4,11290685,길음2동,3736133,6120277000
2022,4,11290705,종암동,3381883,6243011000
2022,4,11290715,월곡1동,3294213,3113347000
2022,4,11290725,월곡2동,3138026,5700605000
2022,4,11290760,장위1동,2231978,1546326000
2022,4,11290770,장위2동,2411293,2289729000
2022,4,11290780,장위3동,3113825,1355880000
2022,4,11290810,석관동,2864182,5637529000
2022,4,11305534,삼양동,2473211,2982654000
2022,4,11305535,미아동,2318870,5372104000
2022,4,11305545,송중동,2555447,8893681000
2022,4,11305555,송천동,2444557,4579288000
2022,4,11305575,삼각산동,3734477,2399254000
2022,4,11305595,번1동,2303972,6976181000
2022,4,11305603,번2동,2308539,966952000
2022,4,11305608,번3동,2548326,2061450000
2022,4,11305615,수유1동,2220463,4835568000
2022,4,11305625,수유2동,2577008,2173352000
2022,4,11305635,수유3동,2205999,11423379000
2022,4,11305645,우이동,2457144,3261906000
2022,4,11305660,인수동,2359990,2677475000
2022,4,11320511,창1동,3038009,3353170000
2022,4,11320512,창2동,2551630,3120193000
2022,4,11320513,창3동,2229423,1249890000
2022,4,11320514,창4동,3547959,3435242000
2022,4,11320515,창5동,3298026,5959274000
2022,4,11320521,도봉1동,2275377,4544178000
2022,4,11320522,도봉2동,2811820,2464134000
2022,4,11320660,쌍문1동,2440535,1757635000
2022,4,11320670,쌍문2동,2430154,4327801000
2022,4,11320680,쌍문3동,2438072,2826063000
2022,4,11320681,쌍문4동,2968285,1561771000
2022,4,11320690,방학1동,2895702,8494957000
2022,4,11320700,방학2동,2099146,2061313000
2022,4,11320710,방학3동,2962092,1920587000
2022,4,11350560,월계1동,2777397,5404753000
2022,4,11350570,월계2동,2728093,1847769000
2022,4,11350580,월계3동,3110675,6584920000
2022,4,11350595,공릉1동,2786137,12083016000
2022,4,11350600,공릉2동,3394877,7677145000
2022,4,11350611,하계1동,3611061,6944499000
2022,4,11350612,하계2동,3625940,641307000
2022,4,11350619,중계본동,4197248,5879598000
2022,4,11350621,중계1동,4623227,4463327000
2022,4,11350624,중계4동,3196660,5942057000
2022,4,11350625,중계2?3동,2936682,10341148000
2022,4,11350630,상계1동,3030316,8407938000
2022,4,11350640,상계2동,3122902,21409766000
2022,4,11350665,상계3?4동,2644186,1603581000
2022,4,11350670,상계5동,2481440,2373397000
2022,4,11350695,상계6?7동,3152836,13146426000
2022,4,11350700,상계8동,3153561,1483061000
2022,4,11350710,상계9동,2955988,1683912000
2022,4,11350720,상계10동,3132098,882729000
2022,4,11380510,녹번동,3055864,5484136000
2022,4,11380520,불광1동,3182963,6774232000
2022,4,11380530,불광2동,2396457,4481169000
2022,4,11380551,갈현1동,2481200,5522524000
2022,4,11380552,갈현2동,2539257,6375466000
2022,4,11380560,구산동,2602334,2455539000
2022,4,11380570,대조동,2535013,7452773000
2022,4,11380580,응암1동,2726133,5876169000
2022,4,11380590,응암2동,3510245,1905339000
2022,4,11380600,응암3동,2360910,6584335000
2022,4,11380625,역촌동,2521877,6584330000
2022,4,11380631,신사1동,2637581,3955183000
2022,4,11380632,신사2동,2635300,1341206000
2022,4,11380640,증산동,2838450,2582204000
2022,4,11380650,수색동,3253972,1003417000
2022,4,11380690,진관동,4070863,16335641000
2022,4,11410520,천연동,4197718,2326809000
2022,4,11410555,북아현동,4172659,2320562000
2022,4,11410565,충현동,3210231,3569461000
2022,4,11410585,신촌동,3331768,22113007000
2022,4,11410615,연희동,3383749,75398748000
2022,4,11410620,홍제1동,3459117,3272164000
2022,4,11410640,홍제3동,2807766,4116692000
2022,4,11410655,홍제2동,3664523,1639250000
2022,4,11410660,홍은1동,3093859,1264347000
2022,4,11410685,홍은2동,2874442,3615758000
2022,4,11410690,남가좌1동,4622839,3090462000
2022,4,11410700,남가좌2동,3237719,5009774000
2022,4,11410710,북가좌1동,4005416,1953311000
2022,4,11410720,북가좌2동,2590646,3578817000
2022,4,11440555,아현동,5237419,911477313000
2022,4,11440565,공덕동,4047702,5364127000
2022,4,11440585,도화동,4217433,8784249000
2022,4,11440590,용강동,4787212,6881560000
2022,4,11440600,대흥동,3421062,5245876000
2022,4,11440610,염리동,4051438,43810934000
2022,4,11440630,신수동,4157605,2714169000
2022,4,11440655,서강동,4339738,5691954000
2022,4,11440660,서교동,3212258,58190875000
2022,4,11440680,합정동,3195027,9961325000
2022,4,11440690,망원1동,2802536,6851447000
2022,4,11440700,망원2동,2912810,3454776000
2022,4,11440710,연남동,2980162,9386593000
2022,4,11440720,성산1동,2814646,3710965000
2022,4,11440730,성산2동,3521472,7806334000
2022,4,11440740,상암동,4158486,14614171000
2022,4,11470510,목1동,5667672,25177738000
2022,4,11470520,목2동,3244963,5456899000
2022,4,11470530,목3동,3101712,6179204000
2022,4,11470540,목4동,3426858,4989977000
2022,4,11470550,목5동,5987821,11474032000
2022,4,11470560,신월1동,2227154,3569013000
2022,4,11470570,신월2동,2727225,2544130000
2022,4,11470580,신월3동,2152244,2776216000
2022,4,11470590,신월4동,2639083,2704626000
2022,4,11470600,신월5동,2615553,2939034000
2022,4,11470610,신월6동,2857257,2334650000
2022,4,11470611,신월7동,2343943,2146576000
2022,4,11470620,신정1동,5046256,4372962000
2022,4,11470630,신정2동,4725315,4087769000
2022,4,11470640,신정3동,3158844,4743307000
2022,4,11470650,신정4동,2609700,9454811000
2022,4,11470670,신정6동,5384412,2579573000
2022,4,11470680,신정7동,4094404,5245364000
2022,4,11500510,염창동,4127504,7871494000
2022,4,11500520,등촌1동,3322838,17009564000
2022,4,11500530,등촌2동,3352636,2509749000
2022,4,11500535,등촌3동,3403390,9811000000
2022,4,11500540,화곡1동,2485455,11047856000
2022,4,11500550,화곡2동,2385531,2128597000
2022,4,11500560,화곡3동,3132782,4229651000
2022,4,11500570,화곡4동,2423768,4696665000
2022,4,11500590,화곡본동,2398795,6780787000
2022,4,11500591,화곡6동,3040513,8044906000
2022,4,11500593,화곡8동,2473381,4172551000
2022,4,11500603,가양1동,3560388,93449711000
2022,4,11500604,가양2동,3065320,3209792000
2022,4,11500605,가양3동,3047051,596628000
2022,4,11500611,발산1동,3192517,22639060000
2022,4,11500615,우장산동,4135674,7725193000
2022,4,11500620,공항동,2896818,27360755000
2022,4,11500630,방화1동,3407916,6576617000
2022,4,11500640,방화2동,2708397,8499281000
2022,4,11500641,방화3동,3044446,1707837000
2022,4,11530510,신도림동,4380318,11090150000
2022,4,11530520,구로1동,3368067,1682162000
2022,4,11530530,구로2동,2453690,12424874000
2022,4,11530540,구로3동,2888444,1297083518000
2022,4,11530550,구로4동,2617060,5377225000
2022,4,11530560,구로5동,3213284,15673650000
2022,4,11530595,가리봉동,2336331,1084399000
2022,4,11530720,고척1동,2972418,5872719000
2022,4,11530730,고척2동,2882639,2864830000
2022,4,11530740,개봉1동,2805757,3999941000
2022,4,11530750,개봉2동,3068971,3194882000
2022,4,11530760,개봉3동,2512790,2935589000
2022,4,11530770,오류1동,2574851,4101907000
2022,4,11530780,오류2동,2781178,3831597000
2022,4,11530790,수궁동,2682295,2334071000
2022,4,11530800,항동,3007261,1222338000
2022,4,11545510,가산동,2567594,42121412000
2022,4,11545610,독산1동,3000453,9669351000
2022,4,11545620,독산2동,2251577,2670852000
2022,4,11545630,독산3동,2386851,4533753000
2022,4,11545640,독산4동,2255044,2194725000
2022,4,11545670,시흥1동,2757307,10107453000
2022,4,11545680,시흥2동,3181421,700714000
2022,4,11545690,시흥3동,2516251,1881726000
2022,4,11545700,시흥4동,2405620,1272771000
2022,4,11545710,시흥5동,2375052,1756860000
2022,4,11560515,영등포본동,3286751,3818322000
2022,4,11560535,영등포동,3570107,31746449000
2022,4,11560540,여의동,5590853,157899697000
2022,4,11560550,당산1동,3536432,6268139000
2022,4,11560560,당산2동,4130932,9898583000
2022,4,11560585,도림동,3031484,2497871000
2022,4,11560605,문래동,4019445,11213383000
2022,4,11560610,양평1동,3508250,4107546000
2022,4,11560620,양평2동,3672088,6640377000
2022,4,11560630,신길1동,2780044,4042937000
2022,4,11560650,신길3동,3085442,3283400000
2022,4,11560660,신길4동,2717791,1031813000
2022,4,11560670,신길5동,2656511,1897828000
2022,4,11560680,신길6동,2954616,4508980000
2022,4,11560690,신길7동,3616070,2152921000
2022,4,11560700,대림1동,2582442,4569221000
2022,4,11560710,대림2동,2686240,4262668000
2022,4,11560720,대림3동,2907933,8163609000
2022,4,11590510,노량진1동,3583099,7089508000
2022,4,11590520,노량진2동,2420761,5557002000
2022,4,11590530,상도1동,3875896,7303580000
2022,4,11590540,상도2동,3826699,4392091000
2022,4,11590550,상도3동,2575897,4405095000
2022,4,11590560,상도4동,2563258,1955373000
2022,4,11590605,흑석동,4224946,10180641000
2022,4,11590620,사당1동,2855173,9002498000
2022,4,11590630,사당2동,3884988,7937484000
2022,4,11590640,사당3동,3890035,2812822000
2022,4,11590650,사당4동,2844168,2149618000
2022,4,11590651,사당5동,3047661,763495000
2022,4,11590660,대방동,3524765,7300009000
2022,4,11590670,신대방1동,3845094,2928429000
2022,4,11590680,신대방2동,3340157,104213594000
2022,4,11620525,보라매동,2529995,14463269000
2022,4,11620545,청림동,3682775,1308949000
2022,4,11620565,성현동,3455108,1155200000
2022,4,11620575,행운동,2889475,6342396000
2022,4,11620585,낙성대동,3225725,9185364000
2022,4,11620595,청룡동,2768161,9079739000
2022,4,11620605,은천동,3063077,5842654000
2022,4,11620615,중앙동,2633493,5749670000
2022,4,11620625,인헌동,2783693,4263052000
2022,4,11620630,남현동,3234026,5572216000
2022,4,11620645,서원동,2412001,12646339000
2022,4,11620655,신원동,2403237,1897811000
2022,4,11620665,서림동,2530625,2326741000
2022,4,11620685,신사동,2430662,3497680000
2022,4,11620695,신림동,2434279,9494602000
2022,4,11620715,난향동,3262195,777594000
2022,4,11620725,조원동,2523192,5357659000
2022,4,11620735,대학동,2622408,7124516000
2022,4,11620745,삼성동,2593695,1838123000
2022,4,11620765,미성동,2676537,4171668000
2022,4,11620775,난곡동,2268676,2793784000
2022,4,11650510,서초1동,4769119,9966241000
2022,4,11650520,서초2동,5196131,189250953000
2022,4,11650530,서초3동,4678950,185816336000
2022,4,11650531,서초4동,6475383,34302107000
2022,4,11650540,잠원동,5458458,9298252000
2022,4,11650550,반포본동,5583021,596387000
2022,4,11650560,반포1동,5338302,8147130000
2022,4,11650570,반포2동,6812331,1909368000
2022,4,11650580,반포3동,6140775,4492253000
2022,4,11650581,반포4동,5280483,29566560000
2022,4,11650590,방배본동,4856162,16020177000
2022,4,11650600,방배1동,4069239,6638387000
2022,4,11650610,방배2동,3864301,74270883000
2022,4,11650620,방배3동,4681587,3592944000
2022,4,11650621,방배4동,4557937,6050821000
2022,4,11650651,양재1동,4173236,11777672000
2022,4,11650652,양재2동,3222382,10497679000
2022,4,11650660,내곡동,4047063,2354164000
2022,4,11680510,신사동,5099915,43866426000
2022,4,11680521,논현1동,3277066,40816531000
2022,4,11680531,논현2동,3973993,27525414000
2022,4,11680545,압구정동,5808537,47109839000
2022,4,11680565,청담동,5010204,37820602000
2022,4,11680580,삼성1동,5098096,45380791000
2022,4,11680590,삼성2동,5055114,17042076000
2022,4,11680600,대치1동,7421305,11818927000
2022,4,11680610,대치2동,6017362,29432175000
2022,4,11680630,대치4동,4101144,58534450000
2022,4,11680640,역삼1동,3607265,1325841478000
2022,4,11680650,역삼2동,5367397,808982297000
2022,4,11680655,도곡1동,5412484,41624668000
2022,4,11680656,도곡2동,6567504,51463848000
2022,4,11680660,개포1동,5336373,214581000
2022,4,11680670,개포2동,5195802,2112200000
2022,4,11680690,개포4동,3550527,3541981000
2022,4,11680700,세곡동,3885403,5929313000
2022,4,11680720,일원본동,5444886,3515942000
2022,4,11680730,일원1동,3022931,2443605000
2022,4,11680740,일원2동,4553185,1320560000
2022,4,11680750,수서동,3847379,76258364000
2022,4,11710510,풍납1동,3011150,1902954000
2022,4,11710520,풍납2동,3891704,4876471000
2022,4,11710531,거여1동,2789100,1893341000
2022,4,11710532,거여2동,3033238,3237346000
2022,4,11710540,마천1동,2435636,1580110000
2022,4,11710550,마천2동,2339431,4081249000
2022,4,11710561,방이1동,3970520,5801496000
2022,4,11710562,방이2동,2928271,18292739000
2022,4,11710566,오륜동,6095160,2733337000
2022,4,11710570,오금동,3510674,7873147000
2022,4,11710580,송파1동,3129216,10025461000
2022,4,11710590,송파2동,4370970,3065626000
2022,4,11710600,석촌동,2927911,11065344000
2022,4,11710610,삼전동,2779980,7331921000
2022,4,11710620,가락본동,3521561,8919475000
2022,4,11710631,가락1동,4973588,5876833000
2022,4,11710632,가락2동,3910198,6289842000
2022,4,11710641,문정1동,3568357,4066688000
2022,4,11710642,문정2동,4425648,24443727000
2022,4,11710646,장지동,3263464,3726339000
2022,4,11710647,위례동,4202887,4953932000
2022,4,11710650,잠실본동,3079387,17880023000
2022,4,11710670,잠실2동,6352641,3130154000
2022,4,11710680,잠실3동,5452682,9795024000
2022,4,11710690,잠실4동,6007987,1506877000
2022,4,11710710,잠실6동,5237775,27108137000
2022,4,11710720,잠실7동,6014516,311674000
2022,4,11740515,강일동,3073250,3466352000
2022,4,11740520,상일동,3690212,3353482000
2022,4,11740530,명일1동,3540203,6974748000
2022,4,11740540,명일2동,4514278,5851839000
2022,4,11740550,고덕1동,4618641,1739665000
2022,4,11740560,고덕2동,2465499,2652893000
2022,4,11740570,암사1동,2852157,5898510000
2022,4,11740580,암사2동,3688535,2770319000
2022,4,11740590,암사3동,4470889,1394203000
2022,4,11740600,천호1동,2473111,2965499000
2022,4,11740610,천호2동,2749741,65557974000
2022,4,11740620,천호3동,3165328,5122779000
2022,4,11740640,성내1동,3438376,6008482000
2022,4,11740650,성내2동,2824592,7459044000
2022,4,11740660,성내3동,2897346,7115757000
2022,4,11740685,길동,2840603,12300541000
2022,4,11740690,둔촌1동,3596734,22474000
2022,4,11740700,둔촌2동,3414406,4427448000
2023,1,11110515,청운효자동,3780222,2784933000
2023,1,11110530,사직동,5007768,56096531000
2023,1,11110540,삼청동,3442534,3103159000
2023,1,11110550,부암동,3647449,1385759000
2023,1,11110560,평창동,4504006,2539729000
2023,1,11110570,무악동,5136717,2292218000
2023,1,11110580,교남동,4616890,2165860000
2023,1,11110600,가회동,3479766,2690332000
2023,1,11110615,종로1?2?3?4가동,3245251,202555088000
2023,1,11110630,종로5?6가동,2531450,9199918000
2023,1,11110640,이화동,3024996,10622974000
2023,1,11110650,혜화동,3333112,9834747000
2023,1,11110670,창신1동,2393308,2484357000
2023,1,11110680,창신2동,2112817,1084105000
2023,1,11110690,창신3동,3006052,372045000
2023,1,11110700,숭인1동,2868519,721593000
2023,1,11110710,숭인2동,2607311,1904847000
2023,1,11140520,소공동,5380521,1664487663000
2023,1,11140540,회현동,4442451,538886118000
2023,1,11140550,명동,3733600,97150590000
2023,1,11140570,필동,3033044,4983549000
2023,1,11140580,장충동,2895026,2197618000
2023,1,11140590,광희동,3229604,11668791000
2023,1,11140605,을지로동,3082514,222143954000
2023,1,11140615,신당동,2816850,5345639000
2023,1,11140625,다산동,2679845,3388688000
2023,1,11140635,약수동,3894878,2540296000
2023,1,11140645,청구동,3566241,1493627000
2023,1,11140650,신당5동,3027979,2528244000
2023,1,11140665,동화동,3621349,1602358000
2023,1,11140670,황학동,3247840,3985411000
2023,1,11140680,중림동,4435938,2620215000
2023,1,11170510,후암동,3013677,1939320000
2023,1,11170520,용산2가동,2540319,120795826000
2023,1,11170530,남영동,3183091,49735789000
2023,1,11170555,청파동,2608804,2974519000
2023,1,11170560,원효로1동,4450695,2801041000
2023,1,11170570,원효로2동,3817026,936852000
2023,1,11170580,효창동,3523201,904455000
2023,1,11170590,용문동,3568910,1369833000
2023,1,11170625,한강로동,4948344,28616247000
2023,1,11170630,이촌1동,5974291,2845268000
2023,1,11170640,이촌2동,3596083,444532000
2023,1,11170650,이태원1동,3682946,5800334000
2023,1,11170660,이태원2동,3261019,1883108000
2023,1,11170685,한남동,4381088,13073231000
2023,1,11170690,서빙고동,4208562,2023942000
2023,1,11170700,보광동,2545653,1182176000
2023,1,11200520,왕십리2동,3474994,2015984000
2023,1,11200535,왕십리도선동,4015131,8034134000
2023,1,11200540,마장동,3021967,5305404000
2023,1,11200550,사근동,3099614,6105370000
2023,1,11200560,행당1동,3900841,7599633000
2023,1,11200570,행당2동,4408744,1514730000
2023,1,11200580,응봉동,3858472,541962000
2023,1,11200590,금호1가동,4010011,1327310000
2023,1,11200615,금호2?3가동,3751434,2645915000
2023,1,11200620,금호4가동,4442144,2977865000
2023,1,11200645,옥수동,4836487,3749694000
2023,1,11200650,성수1가1동,3870717,3332389000
2023,1,11200660,성수1가2동,3263294,8845679000
2023,1,11200670,성수2가1동,2900762,6514168000
2023,1,11200690,성수2가3동,3358391,14993369000
2023,1,11200720,송정동,2566462,810094000
2023,1,11200790,용답동,2484354,8124482000
2023,1,11215710,화양동,2470026,20832387000
2023,1,11215730,군자동,2604535,5965757000
2023,1,11215740,중곡1동,2542359,4339506000
2023,1,11215750,중곡2동,2555101,3686317000
2023,1,11215760,중곡3동,2390961,2674767000
2023,1,11215770,중곡4동,2523958,3398532000
2023,1,11215780,능동,2846023,6230044000
2023,1,11215810,광장동,5284540,4883953000
2023,1,11215820,자양1동,2745988,5293582000
2023,1,11215830,자양2동,2999213,3642193000
2023,1,11215840,자양3동,4353416,4856193000
2023,1,11215847,자양4동,2795134,7780537000
2023,1,11215850,구의1동,2683701,4645847000
2023,1,11215860,구의2동,2948328,4794312000
2023,1,11215870,구의3동,4010979,11755666000
2023,1,11230536,용신동,2894254,13995694000
2023,1,11230545,제기동,2792227,9309460000
2023,1,11230560,전농1동,3070695,6011533000
2023,1,11230570,전농2동,3136080,1583559000
2023,1,11230600,답십리1동,3538405,4552522000
2023,1,11230610,답십리2동,3049260,4913061000
2023,1,11230650,장안1동,2863708,11531951000
2023,1,11230660,장안2동,2920490,9591295000
2023,1,11230705,청량리동,2860315,4404739000
2023,1,11230710,회기동,3217279,10439140000
2023,1,11230720,휘경1동,2722774,3806066000
2023,1,11230730,휘경2동,3071586,2241583000
2023,1,11230740,이문1동,3000929,3607126000
2023,1,11230750,이문2동,3137841,1593725000
2023,1,11260520,면목2동,2322173,3156955000
2023,1,11260540,면목4동,2573570,994173000
2023,1,11260550,면목5동,2233073,2403610000
2023,1,11260565,면목본동,2336892,4606673000
2023,1,11260570,면목7동,2655671,4298179000
2023,1,11260575,면목3?8동,2354962,4179904000
2023,1,11260580,상봉1동,2969913,3746001000
2023,1,11260590,상봉2동,2575432,10115205000
2023,1,11260600,중화1동,2518956,1487886000
2023,1,11260610,중화2동,2253552,4031510000
2023,1,11260620,묵1동,3120718,4661129000
2023,1,11260630,묵2동,2533867,3507015000
2023,1,11260655,망우본동,2443681,7459990000
2023,1,11260660,망우3동,2231082,1103282000
2023,1,11260680,신내1동,2780491,5400878000
2023,1,11260690,신내2동,3060535,3838623000
2023,1,11290525,성북동,3470748,3002517000
2023,1,11290555,삼선동,3057377,5561404000
2023,1,11290575,동선동,2821008,11551975000
2023,1,11290580,돈암1동,3583117,1044550000
2023,1,11290590,돈암2동,4297592,811134000
2023,1,11290600,안암동,2896471,5914295000
2023,1,11290610,보문동,3162623,2868115000
2023,1,11290620,정릉1동,3341356,1585318000
2023,1,11290630,정릉2동,2934717,3664332000
2023,1,11290640,정릉3동,2482564,2122494000
2023,1,11290650,정릉4동,3038165,3587597000
2023,1,11290660,길음1동,4462339,4792143000
2023,1,11290685,길음2동,3736133,6046923000
2023,1,11290705,종암동,3381883,6157549000
2023,1,11290715,월곡1동,3294213,3138934000
2023,1,11290725,월곡2동,3138026,5615747000
2023,1,11290760,장위1동,2231978,1555013000
2023,1,11290770,장위2동,2411293,2120301000
2023,1,11290780,장위3동,3113825,1495242000
2023,1,11290810,석관동,2864182,6192798000
2023,1,11305534,삼양동,2473211,3036388000
