연도,분기,행정동_코드,행정동_코드_명,abs_q,프랜차이즈_점포_수,임대시세_per_m2,개업_점포_수,교통시설_수,의료시설_수,교육시설_수,상업시설_수,공공시설_수,임대료대비수익성,개업률_QoQ_diff,개업률_YoY_diff,개업률_diff_roll4,추정매출액_QoQ_diff,추정매출액_YoY_diff,추정매출액_diff_roll4,총_유동인구_수_QoQ_diff,총_유동인구_수_YoY_diff,총_유동인구_수_diff_roll4,IS_RENT_MISSING,Y
2021,1,11500593,화곡8동,4,87,98618,32,34.0,8.0,1.0,0.0,5.0,338464.1327445294,-0.73,-1.1600000000000001,-0.29000000000000004,10087867788.0,10429667739.0,2607416934.75,622029.0,386927.0,96731.75,0,0.22757525443739404
2021,1,11500603,가양1동,4,560,160256,186,74.0,20.0,6.0,3.0,18.0,547537.3406861521,-2.0600000000000005,-1.87,-0.4675,1924089636.0,3524326856.0,881081714.0,-41279.0,-86445.0,-21611.25,0,0.613402093598189
2021,1,11500604,가양2동,4,52,111245,10,15.0,7.0,6.0,0.0,7.0,184822.27011551082,-0.41999999999999993,-0.46999999999999975,-0.11749999999999994,-3879572397.0,-2739822593.0,-684955648.25,3049.0,266743.0,66685.75,0,-0.2802436290254629
2021,1,11500605,가양3동,4,44,101161,12,14.0,4.0,7.0,0.0,3.0,87953.95912456381,0.81,-0.6399999999999997,-0.15999999999999992,1679357659.0,2096289759.0,524072439.75,-23927.0,-7551.0,-1887.75,0,-0.9458883068595552
2021,1,11500611,발산1동,4,260,105854,163,63.0,36.0,17.0,1.0,12.0,1751220.2934513576,0.020000000000000462,-1.8399999999999999,-0.45999999999999996,4554889086.0,29570428227.0,7392607056.75,8902.0,104445.0,26111.25,0,0.6912326987315196
2021,1,11500615,우장산동,4,131,102665,36,34.0,15.0,10.0,0.0,8.0,246088.8939560707,-1.5700000000000003,-0.8400000000000003,-0.21000000000000008,1598297168.0,1709521932.0,427380483.0,-115315.0,252595.0,63148.75,0,0.016592608457042485
2021,1,11500620,공항동,4,137,94791,46,62.0,12.0,9.0,0.0,13.0,346577.0232828011,0.6800000000000002,-0.6599999999999997,-0.16499999999999992,-1519190847.0,4636073785.0,1159018446.25,-55631.0,-2600.0,-650.0,0,-0.41089891778182447
2021,1,11500630,방화1동,4,213,110360,66,47.0,23.0,11.0,1.0,5.0,506108.993330917,-0.3200000000000003,-1.35,-0.3375,15670117915.0,15115929054.0,3778982263.5,228931.0,-270934.0,-67733.5,0,0.32723986477341094
2021,1,11500640,방화2동,4,149,81152,44,46.0,7.0,5.0,3.0,4.0,333108.5617976143,-0.8299999999999996,-1.3499999999999996,-0.3374999999999999,6608167867.0,5176932318.0,1294233079.5,-205612.0,-986719.0,-246679.75,0,-0.6393099319005104
2021,1,11500641,방화3동,4,55,96720,13,23.0,5.0,9.0,0.0,6.0,103004.08752067825,-0.52,-1.58,-0.395,1117521636.0,1168581157.0,292145289.25,-36323.0,-300346.0,-75086.5,0,-1.074756209850287
2021,1,11530510,신도림동,4,214,119613,53,46.0,12.0,6.0,4.0,9.0,243730.136381497,-0.18999999999999995,-1.0099999999999998,-0.25249999999999995,-2106722066.0,2602445090.0,650611272.5,-47465.0,-542617.0,-135654.25,0,0.3202651451972305
2021,1,11530520,구로1동,4,60,111657,17,25.0,5.0,6.0,4.0,5.0,91495.14272280286,2.33,-0.19999999999999973,-0.04999999999999993,-1221687428.0,-1567343409.0,-391835852.25,-86958.0,-95347.0,-23836.75,0,-0.549950399777032
2021,1,11530530,구로2동,4,123,110343,64,49.0,23.0,3.0,23.0,18.0,1616859.8327397297,-0.6299999999999999,-0.77,-0.1925,7959015310.0,29384603737.0,7346150934.25,210717.0,-62012.0,-15503.0,0,0.49463075345411606
2021,1,11530540,구로3동,4,438,145389,107,49.0,15.0,4.0,5.0,25.0,761868.1956612949,-1.6599999999999997,-1.4099999999999997,-0.3524999999999999,-19635693962.0,5627382888.0,1406845722.0,128937.0,-771828.0,-192957.0,0,1.5312974956733527
2021,1,11530550,구로4동,4,94,104585,37,13.0,15.0,4.0,20.0,8.0,407500.91958693886,-1.9899999999999998,-1.75,-0.4375,5746969560.0,7273321443.0,1818330360.75,-220902.0,82962.0,20740.5,0,0.37862159564748493
2021,1,11530560,구로5동,4,232,99802,54,50.0,20.0,7.0,4.0,9.0,727000.8436003287,-0.8100000000000003,-1.1700000000000002,-0.29250000000000037,6240611840.0,9795829471.0,2448957367.75,-31246.0,2722.0,680.5,0,0.6801157468946021
2021,1,11530595,가리봉동,4,28,94525,19,8.0,6.0,2.0,23.0,0.0,206242.5356360751,-1.7200000000000002,-1.3800000000000003,-0.3450000000000001,3941506637.0,4892731964.0,1223182991.0,205465.0,423687.0,105921.75,0,-0.3436969765812052
2021,1,11530720,고척1동,4,149,84222,30,31.0,11.0,17.0,12.0,9.0,576232.9170762984,-0.75,-0.9000000000000004,-0.2250000000000001,434241337.0,4681569225.0,1170392306.25,-7516.0,-243672.0,-60918.0,0,0.12894959866332523
2021,1,11530730,고척2동,4,73,82389,25,40.0,12.0,4.0,0.0,7.0,311731.58597628324,-1.06,0.78,0.195,3124837001.0,4603402751.0,1150850687.75,-780.0,-193333.0,-48333.25,0,-0.03114276219034573
2021,1,11530740,개봉1동,4,124,70434,33,58.0,12.0,9.0,1.0,8.0,398095.61108271574,-2.0100000000000002,-1.73,-0.4325,3532489991.0,6152813501.0,1538203375.25,441576.0,179506.0,44876.5,0,0.13320882162751038
2021,1,11530750,개봉2동,4,97,88345,22,26.0,10.0,2.0,2.0,6.0,271056.97807459394,-0.45999999999999996,-0.69,-0.1725,2134583185.0,5214889418.0,1303722354.5,48999.0,-202331.0,-50582.75,0,0.05305894707598868
2021,1,11530760,개봉3동,4,69,71989,22,23.0,9.0,5.0,2.0,5.0,237981.8991095862,-0.1599999999999997,-2.06,-0.515,2090163181.0,3664911465.0,916227866.25,69720.0,298193.0,74548.25,0,-0.04896514089962362
2021,1,11530770,오류1동,4,75,104520,17,23.0,11.0,4.0,0.0,9.0,303429.857854956,-1.89,-2.9299999999999997,-0.7324999999999999,5828525.0,1486360091.0,371590022.75,-168757.0,-385080.0,-96270.0,0,0.23609936568191045
2021,1,11530780,오류2동,4,121,94409,28,87.0,10.0,12.0,0.0,4.0,206668.85343558347,-1.0100000000000002,-1.5800000000000005,-0.39500000000000013,77553298.0,1727942151.0,431985537.75,27876.0,-31290.0,-7822.5,0,-0.5949686768875672
2021,1,11530790,수궁동,4,59,79348,22,72.0,5.0,10.0,1.0,4.0,150432.14885063266,-1.1900000000000004,-1.12,-0.28,2885876246.0,3424072977.0,856018244.25,19891.0,-12318.0,-3079.5,0,-0.7731092424676246
2021,1,11530800,항동,4,40,0,25,37.0,2.0,12.0,0.0,1.0,0.0,2.620000000000001,-12.769999999999998,-3.1924999999999994,-5532531684.0,-3980766585.0,-995191646.25,36828.0,108954.0,27238.5,1,-0.7943209598575262
2021,1,11545510,가산동,4,575,129897,244,114.0,22.0,2.0,18.0,35.0,5453266.278081865,-0.5100000000000002,-1.4499999999999997,-0.36249999999999993,-27503549070.0,97323089275.0,24330772318.75,271540.0,498534.0,124633.5,0,1.2735537827357535
2021,1,11545610,독산1동,4,254,88054,78,74.0,19.0,9.0,4.0,9.0,2915520.616769255,-0.33000000000000007,-0.43000000000000016,-0.10750000000000004,36731423249.0,20028258658.0,5007064664.5,-21215.0,-376042.0,-94010.5,0,0.5894601072580836
2021,1,11545620,독산2동,4,66,64026,22,11.0,8.0,3.0,0.0,3.0,352096.63278980413,-0.4099999999999997,-0.9099999999999997,-0.22749999999999992,5128326418.0,5424228605.0,1356057151.25,-64552.0,431599.0,107899.75,0,-0.0955709961538746
2021,1,11545630,독산3동,4,88,87741,28,29.0,14.0,7.0,1.0,8.0,408617.92426573666,-2.7600000000000002,-0.7600000000000002,-0.19000000000000006,4475562075.0,7697722121.0,1924430530.25,223302.0,62087.0,15521.75,0,0.25402780020959237
2021,1,11545640,독산4동,4,64,77266,23,16.0,5.0,1.0,0.0,7.0,193484.0289907592,-0.6000000000000001,-0.4500000000000002,-0.11250000000000004,-161786879.0,-253922852.0,-63480713.0,-48988.0,-972383.0,-243095.75,0,-0.020911810136683046
2021,1,11545670,시흥1동,4,221,101374,50,53.0,28.0,7.0,3.0,16.0,753402.1743740998,-1.0799999999999996,-1.5099999999999998,-0.37749999999999995,7413959567.0,12011409848.0,3002852462.0,-21921.0,-656587.0,-164146.75,0,0.3701452276616166
2021,1,11545680,시흥2동,4,33,88479,13,30.0,3.0,8.0,0.0,2.0,43992.12267317669,-0.98,-2.2899999999999996,-0.5724999999999999,-1524151379.0,-2394675070.0,-598668767.5,89977.0,222293.0,55573.25,0,-0.9892462849017319
2021,1,11545690,시흥3동,4,32,124551,14,21.0,5.0,3.0,1.0,6.0,94350.41884047499,-0.5799999999999998,-0.6399999999999999,-0.15999999999999998,1182770116.0,485175605.0,121293901.25,-67545.0,-171730.0,-42932.5,0,-1.0136447086562435
2021,1,11545700,시흥4동,4,39,89507,17,27.0,6.0,2.0,0.0,2.0,134591.7780508787,1.4300000000000002,1.3800000000000003,0.3450000000000001,2250075063.0,3344370625.0,836092656.25,85584.0,-17749.0,-4437.25,0,-0.5294958790083879
2021,1,11545710,시흥5동,4,74,77185,18,37.0,16.0,5.0,0.0,3.0,335439.79314633674,-0.73,-0.5799999999999996,-0.1449999999999999,2536903080.0,4505921472.0,1126480368.0,-19440.0,-249069.0,-62267.25,0,-0.34603260150128773
2021,1,11560515,영등포본동,4,134,104394,43,24.0,10.0,7.0,3.0,4.0,415697.5845067724,-0.41999999999999993,-1.2599999999999998,-0.31499999999999995,18165292485.0,15623969899.0,3905992474.75,133548.0,-324480.0,-81120.0,0,-0.04482231707547302
2021,1,11560535,영등포동,4,399,118415,94,42.0,41.0,2.0,17.0,27.0,1885803.0897183635,-0.4200000000000004,-1.58,-0.395,-9468587289.0,-6176367634.0,-1544091908.5,137569.0,559978.0,139994.5,0,0.9316261962966971
2021,1,11560540,여의동,4,600,150386,244,66.0,45.0,6.0,1.0,93.0,1711123.2413921508,1.4599999999999995,1.2299999999999995,0.3074999999999999,14379429283.0,33595602517.0,8398900629.25,98679.0,-153761.0,-38440.25,0,0.8824965311234724
2021,1,11560550,당산1동,4,156,90007,44,25.0,9.0,1.0,12.0,11.0,1589242.6451942627,-2.1399999999999997,-2.45,-0.6124999999999999,44397947897.0,35166975937.0,8791743984.25,82586.0,-972070.0,-243017.5,0,0.8256211822247548
2021,1,11560560,당산2동,4,200,114006,48,48.0,20.0,7.0,0.0,10.0,418961.3237812045,-1.25,-0.33000000000000007,-0.08250000000000002,8490933549.0,6620623707.0,1655155926.75,-64589.0,-683412.0,-170853.0,0,0.26120789332193745
2021,1,11560585,도림동,4,42,91073,16,28.0,6.0,2.0,0.0,2.0,144279.3883917297,-1.6600000000000001,-1.33,-0.3325,803310168.0,1410078602.0,352519650.5,-2265.0,-315516.0,-78879.0,0,-0.2624068173972169
2021,1,11560605,문래동,4,227,96876,57,57.0,17.0,5.0,2.0,17.0,1071533.3245489078,-1.6600000000000001,-1.8899999999999997,-0.4724999999999999,-9421084358.0,17321872511.0,4330468127.75,-73137.0,-650318.0,-162579.5,0,0.3802826703628461
2021,1,11560610,양평1동,4,100,95450,32,23.0,7.0,2.0,1.0,8.0,246447.91599790467,-1.42,-1.0899999999999999,-0.27249999999999996,-3104962411.0,-3810455095.0,-952613773.75,-5309.0,-239193.0,-59798.25,0,0.019456496982433586
2021,1,11560620,양평2동,4,128,95783,24,36.0,7.0,6.0,3.0,14.0,766130.1587755656,-1.3,-2.9399999999999995,-0.7349999999999999,5485190787.0,5749384631.0,1437346157.75,-86744.0,-514023.0,-128505.75,0,-0.034643941385063846
2021,1,11560630,신길1동,4,72,93627,17,27.0,15.0,1.0,4.0,3.0,343252.82415328914,-3.4200000000000004,-0.5500000000000003,-0.13750000000000007,4820618865.0,5909767782.0,1477441945.5,41422.0,-32836.0,-8209.0,0,-0.24984649772650447
2021,1,11560650,신길3동,4,52,69227,20,32.0,13.0,4.0,2.0,8.0,283608.4748002947,-2.2800000000000002,-0.94,-0.235,3546295050.0,8482011546.0,2120502886.5,37864.0,-1135916.0,-283979.0,0,-0.12402144193082108
2021,1,11560660,신길4동,4,39,68642,20,13.0,2.0,3.0,0.0,2.0,89391.15978555403,-3.9399999999999995,4.41,1.1025,2690543237.0,3566455125.0,891613781.25,245179.0,340289.0,85072.25,0,-0.02978702234732955
2021,1,11560670,신길5동,4,32,90588,10,31.0,0.0,4.0,5.0,3.0,96051.75613767828,-3.2899999999999996,-0.7400000000000002,-0.18500000000000005,755197296.0,4036943216.0,1009235804.0,151806.0,134613.0,33653.25,0,-0.7161116897895972
2021,1,11560680,신길6동,4,82,79393,32,30.0,15.0,3.0,3.0,5.0,400600.87087022787,-0.3999999999999999,0.4900000000000002,0.12250000000000005,4423287597.0,4470183788.0,1117545947.0,217741.0,375246.0,93811.5,0,0.1771353478527857
2021,1,11560690,신길7동,4,60,97552,16,33.0,7.0,2.0,1.0,6.0,110762.23988231918,-1.65,-1.3000000000000003,-0.32500000000000007,3529915178.0,3928510304.0,982127576.0,38748.0,159144.0,39786.0,0,-0.08191692234004866
2021,1,11560700,대림1동,4,72,89787,34,16.0,20.0,2.0,5.0,6.0,310304.23555748607,0.36999999999999966,1.5599999999999996,0.3899999999999999,4461120478.0,5802536754.0,1450634188.5,438496.0,1682062.0,420515.5,0,0.07046450796191313
2021,1,11560710,대림2동,4,51,109064,57,13.0,17.0,3.0,1.0,6.0,308583.40757720236,-0.7000000000000002,1.21,0.3025,6966757026.0,11530773758.0,2882693439.5,154752.0,118120.0,29530.0,0,0.4637082648090134
2021,1,11560720,대림3동,4,85,75576,42,48.0,12.0,8.0,1.0,9.0,1841631.2959140467,-1.0899999999999999,-0.6099999999999999,-0.15249999999999997,25037848923.0,33033624877.0,8258406219.25,326955.0,-140201.0,-35050.25,0,0.5258061576449443
2021,1,11590510,노량진1동,4,213,127945,35,60.0,14.0,7.0,2.0,9.0,2194518.80937903,-0.7600000000000002,-1.9600000000000004,-0.4900000000000001,15758741352.0,31607349374.0,7901837343.5,-526675.0,-1755886.0,-438971.5,0,0.3586732973125335
2021,1,11590520,노량진2동,4,58,139565,27,14.0,15.0,1.0,1.0,9.0,6154288.683588292,-0.5400000000000003,-0.18000000000000016,-0.045000000000000095,31940549983.0,452571710810.0,113142927702.5,-97952.0,-1361903.0,-340475.75,0,0.36696305301556986
2021,1,11590530,상도1동,4,230,98228,36,49.0,17.0,28.0,0.0,9.0,530735.7918312497,-1.9700000000000002,-1.4699999999999998,-0.36749999999999994,471965976.0,4868632880.0,1217158220.0,-82353.0,-544125.0,-136031.25,0,-0.006393847420674559
2021,1,11590540,상도2동,4,131,106453,33,42.0,16.0,3.0,2.0,9.0,185139.43907639993,-2.23,-1.44,-0.36,1850480064.0,734789416.0,183697354.0,-204975.0,-535735.0,-133933.75,0,0.0048765375621606655
2021,1,11590550,상도3동,4,59,103581,20,36.0,11.0,1.0,1.0,4.0,333366.5403017928,-0.5300000000000002,-1.62,-0.405,4477526986.0,6075248916.0,1518812229.0,120365.0,799275.0,199818.75,0,-0.08898663171327688
2021,1,11590560,상도4동,4,86,84495,18,36.0,12.0,6.0,1.0,4.0,239470.78451979408,-2.8200000000000003,-1.4500000000000002,-0.36250000000000004,-1166476384.0,-1897923192.0,-474480798.0,177681.0,-70474.0,-17618.5,0,-0.295849924192701
2021,1,11590605,흑석동,4,169,110808,38,51.0,25.0,26.0,1.0,12.0,388693.7184679806,-0.6600000000000001,-2.12,-0.53,1401061963.0,796510467.0,199127616.75,-88008.0,-730122.0,-182530.5,0,-0.33855418559220357
2021,1,11590620,사당1동,4,126,90435,43,15.0,14.0,3.0,2.0,10.0,511043.2410792282,-1.2499999999999996,-1.7099999999999995,-0.4274999999999999,-24064073.0,573198051.0,143299512.75,-245620.0,-266948.0,-66737.0,0,0.46993199725511126
2021,1,11590630,사당2동,4,167,134882,49,40.0,14.0,4.0,2.0,5.0,473528.54733025905,-0.28000000000000025,-0.020000000000000018,-0.0050000000000000044,6094458686.0,5470913740.0,1367728435.0,104163.0,-831226.0,-207806.5,0,-0.2909612886584068
2021,1,11590640,사당3동,4,69,109763,18,31.0,5.0,6.0,1.0,4.0,84052.29500833614,-1.0799999999999996,-0.3599999999999999,-0.08999999999999997,1507172311.0,1427512122.0,356878030.5,120507.0,-541644.0,-135411.0,0,-0.4567198519636326
2021,1,11590650,사당4동,4,57,116558,16,4.0,6.0,1.0,1.0,3.0,175021.60202645892,-0.21999999999999975,-2.11,-0.5275,1398432797.0,1863113464.0,465778366.0,59429.0,-42211.0,-10552.75,0,-0.10294329565679679
2021,1,11590651,사당5동,4,39,76364,5,28.0,3.0,5.0,0.0,4.0,56039.235189356245,0.2899999999999998,-2.6,-0.6499999999999999,299052060.0,235386307.0,58846576.75,-102605.0,176810.0,44202.5,0,-0.6196512339071935
2021,1,11590660,대방동,4,164,90021,37,63.0,16.0,14.0,0.0,10.0,488831.7062352118,-1.29,-1.7399999999999998,-0.43499999999999994,2209381166.0,2880404285.0,720101071.25,271374.0,120900.0,30225.0,0,0.11095229942509736
2021,1,11590670,신대방1동,4,61,102451,16,16.0,10.0,6.0,0.0,4.0,139188.66340006443,-1.76,-2.3200000000000003,-0.5800000000000001,-1400218043.0,-663895694.0,-165973923.5,38294.0,-22179.0,-5544.75,0,-0.05575014797676625
2021,1,11590680,신대방2동,4,130,123626,22,29.0,17.0,3.0,0.0,14.0,270200.98795560806,-0.8000000000000003,-2.3400000000000003,-0.5850000000000001,5326825599.0,6439224995.0,1609806248.75,-107386.0,-333531.0,-83382.75,0,0.5581765748193309
2021,1,11620525,보라매동,4,108,88494,51,25.0,5.0,3.0,0.0,2.0,275882.88489615114,0.040000000000000036,-2.2399999999999998,-0.5599999999999999,2949174272.0,3775099336.0,943774834.0,-55627.0,-150939.0,-37734.75,0,0.1892388422011317
2021,1,11620545,청림동,4,36,79423,17,7.0,4.0,2.0,2.0,2.0,50993.04669931884,-1.3999999999999995,-2.4299999999999997,-0.6074999999999999,947006163.0,888239936.0,222059984.0,538002.0,341629.0,85407.25,0,-0.4390683028451856
2021,1,11620565,성현동,4,53,90395,30,38.0,6.0,7.0,0.0,4.0,305952.54037280823,0.23000000000000043,0.009999999999999787,0.0024999999999999467,20154346935.0,20218184583.0,5054546145.75,-173206.0,-671679.0,-167919.75,0,-0.1476390686288029
2021,1,11620575,행운동,4,136,99879,37,15.0,15.0,6.0,0.0,6.0,393539.1612150702,-2.5100000000000002,-1.2100000000000004,-0.3025000000000001,4050133129.0,6073005158.0,1518251289.5,213984.0,-368425.0,-92106.25,0,0.22713568505592097
2021,1,11620585,낙성대동,4,175,128345,32,37.0,10.0,38.0,2.0,5.0,310534.08350929135,-1.9799999999999995,-2.55,-0.6375,1999673604.0,5522474260.0,1380618565.0,-13675.0,-215210.0,-53802.5,0,-0.23984820823676012
2021,1,11620595,청룡동,4,204,115902,59,16.0,24.0,7.0,3.0,11.0,675635.0126658729,-2.6999999999999997,-1.44,-0.36,-25868656470.0,-17124601956.0,-4281150489.0,9143.0,-537898.0,-134474.5,0,0.2875106737108384
2021,1,11620605,은천동,4,124,106555,49,43.0,9.0,5.0,0.0,6.0,354065.99832011637,-0.13000000000000034,0.18999999999999995,0.04749999999999999,3209329576.0,4899895020.0,1224973755.0,-369110.0,114587.0,28646.75,0,0.22588526229249764
2021,1,11620615,중앙동,4,105,97159,22,13.0,15.0,1.0,0.0,4.0,353331.630193806,-0.33999999999999986,-2.0200000000000005,-0.5050000000000001,3976952585.0,2914256035.0,728564008.75,93121.0,-691874.0,-172968.5,0,0.23279206124238452
2021,1,11620625,인헌동,4,89,94765,21,24.0,14.0,3.0,2.0,7.0,366979.2063736612,-2.19,-2.78,-0.695,6199056179.0,7950125081.0,1987531270.25,-39576.0,-281629.0,-70407.25,0,-0.20468737797886152
2021,1,11620630,남현동,4,100,130741,22,6.0,6.0,3.0,0.0,4.0,163025.59892459138,-1.9100000000000001,-2.4799999999999995,-0.6199999999999999,2217220855.0,1377082171.0,344270542.75,-183861.0,-358077.0,-89519.25,0,-0.5765183347192385
2021,1,11620645,서원동,4,200,129503,34,27.0,11.0,1.0,1.0,4.0,330711.6961614789,-1.0300000000000002,-1.7799999999999998,-0.44499999999999995,588576441.0,-3590549015.0,-897637253.75,-90736.0,-413370.0,-103342.5,0,0.3410041049338078
2021,1,11620655,신원동,4,44,96037,14,10.0,7.0,2.0,0.0,7.0,179445.57470558223,-2.9600000000000004,-2.5400000000000005,-0.6350000000000001,3840030953.0,4108221929.0,1027055482.25,222324.0,-347324.0,-86831.0,0,-0.09824531436842461
2021,1,11620665,서림동,4,64,99707,25,34.0,5.0,3.0,0.0,2.0,155576.36375580452,-0.2999999999999998,-0.7299999999999995,-0.18249999999999988,662053980.0,505586751.0,126396687.75,-42362.0,-326619.0,-81654.75,0,-0.36514774127571603
2021,1,11620685,신사동,4,101,98818,34,21.0,11.0,3.0,1.0,5.0,269779.0166771236,-2.11,-1.7200000000000002,-0.43000000000000005,15249483.0,2500222055.0,625055513.75,143131.0,-383422.0,-95855.5,0,0.1319132664176942
2021,1,11620695,신림동,4,171,130077,60,17.0,17.0,0.0,4.0,5.0,444697.28648415935,-1.1799999999999997,-0.4500000000000002,-0.11250000000000004,9505512100.0,9234910421.0,2308727605.25,182681.0,-396327.0,-99081.75,0,0.5479631905407135
2021,1,11620715,난향동,4,22,74227,11,34.0,5.0,1.0,0.0,1.0,67260.27851051504,-3.25,0.69,0.1725,2095836709.0,1987186045.0,496796511.25,8176.0,-23729.0,-5932.25,0,-0.8755509851276041
2021,1,11620725,조원동,4,95,79033,40,30.0,13.0,1.0,1.0,4.0,745991.446459074,-1.4200000000000004,-0.52,-0.13,16302674529.0,17575809677.0,4393952419.25,181943.0,388892.0,97223.0,0,0.21339034786271993
2021,1,11620735,대학동,4,138,90042,34,73.0,11.0,144.0,0.0,11.0,346508.36656227097,-1.2399999999999998,-1.0,-0.25,6109587326.0,5055664181.0,1263916045.25,97800.0,-465598.0,-116399.5,0,-1.0637427312735486
2021,1,11620745,삼성동,4,21,68693,12,44.0,7.0,3.0,3.0,3.0,166446.98165751967,-1.3399999999999999,-2.3600000000000003,-0.5900000000000001,1529028001.0,3211213326.0,802803331.5,4906.0,-543778.0,-135944.5,0,-0.902555069580529
2021,1,11620765,미성동,4,108,93028,40,44.0,12.0,7.0,1.0,6.0,254112.22201917702,-1.63,-0.36999999999999966,-0.09249999999999992,2858317131.0,3989574584.0,997393646.0,103141.0,-365793.0,-91448.25,0,-0.3068148044218064
2021,1,11620775,난곡동,4,65,89077,17,28.0,11.0,6.0,1.0,3.0,181953.42774229037,-1.0500000000000003,-0.8900000000000001,-0.22250000000000003,3683070357.0,4461516169.0,1115379042.25,2320.0,-251355.0,-62838.75,0,-0.7448512901992279
2021,1,11650510,서초1동,4,213,116446,92,40.0,15.0,15.0,0.0,14.0,523997.90696116653,-0.0900000000000003,0.10999999999999988,0.02749999999999997,652526846.0,5471449585.0,1367862396.25,325966.0,-412009.0,-103002.25,0,0.5624060226908061
2021,1,11650520,서초2동,4,241,176458,151,49.0,24.0,3.0,1.0,34.0,619695.9552358069,-0.1800000000000006,0.5299999999999998,0.13249999999999995,18816794135.0,21321335870.0,5330333967.5,-87541.0,-148615.0,-37153.75,0,1.2921471576218304
2021,1,11650530,서초3동,4,370,118425,194,80.0,33.0,8.0,0.0,55.0,1266020.8222419252,-0.7400000000000002,-1.0300000000000002,-0.25750000000000006,10300456621.0,9523624424.0,2380906106.0,-243980.0,-151596.0,-37899.0,0,1.080245390769501
2021,1,11650531,서초4동,4,254,149159,80,36.0,32.0,5.0,1.0,15.0,1163954.0994442173,-0.4099999999999997,-1.5699999999999994,-0.39249999999999985,29122962438.0,24910417175.0,6227604293.75,39424.0,-684594.0,-171148.5,0,1.1452240023172606
2021,1,11650540,잠원동,4,129,123703,53,25.0,13.0,3.0,0.0,11.0,534194.7293194183,-0.43999999999999995,-0.96,-0.24,5613482775.0,7583921286.0,1895980321.5,-196723.0,-812028.0,-203007.0,0,0.22098766959093175
2021,1,11650550,반포본동,4,38,95725,2,6.0,2.0,5.0,1.0,4.0,30538.51094280491,-1.64,-2.16,-0.54,-627368939.0,-179302700.0,-44825675.0,-3161.0,-21984.0,-5496.0,0,-1.1491541708559359
2021,1,11650560,반포1동,4,131,142085,41,27.0,21.0,5.0,0.0,12.0,442479.0382728648,-0.03000000000000025,-1.1099999999999999,-0.27749999999999997,8198458093.0,9701119315.0,2425279828.75,-102634.0,-888653.0,-222163.25,0,0.5953131501895311
2021,1,11650570,반포2동,4,23,218254,18,26.0,5.0,3.0,1.0,9.0,64269.78445755863,4.06,2.3899999999999997,0.5974999999999998,-2155080764.0,-590910644.0,-147727661.0,-22442.0,61610.0,15402.5,0,-0.6583000049920776
2021,1,11650580,반포3동,4,86,189867,46,18.0,11.0,2.0,0.0,10.0,416085.6904780715,0.29000000000000004,0.41000000000000014,0.10250000000000004,12459669030.0,14964547632.0,3741136908.0,51117.0,-83805.0,-20951.25,0,0.1550846297804271
2021,1,11650581,반포4동,4,289,162963,74,36.0,13.0,4.0,1.0,19.0,490585.68113007245,-0.1299999999999999,-1.17,-0.2925,5341035993.0,16779027490.0,4194756872.5,118126.0,146871.0,36717.75,0,0.7407115179269422
2021,1,11650590,방배본동,4,94,99396,33,25.0,16.0,1.0,1.0,8.0,473160.5022938549,0.5800000000000001,-0.6299999999999999,-0.15749999999999997,2109296615.0,4604295570.0,1151073892.5,-22622.0,-322129.0,-80532.25,0,0.6156509609788151
2021,1,11650600,방배1동,4,144,113565,29,20.0,11.0,4.0,1.0,7.0,490502.927345573,-0.46999999999999975,-1.6399999999999997,-0.4099999999999999,-7490721962.0,-10090351622.0,-2522587905.5,8192.0,-125554.0,-31388.5,0,0.5215287940037066
2021,1,11650610,방배2동,4,122,132204,35,38.0,3.0,3.0,2.0,6.0,244797.20288342258,-1.3099999999999996,-1.7999999999999998,-0.44999999999999996,-373904755.0,-3370261820.0,-842565455.0,-15784.0,-428931.0,-107232.75,0,0.4594634878542701
2021,1,11650620,방배3동,4,53,89229,8,50.0,8.0,10.0,0.0,7.0,273927.0538165843,-1.45,-1.3800000000000001,-0.34500000000000003,2744501442.0,2786202644.0,696550661.0,83218.0,227330.0,56832.5,0,-0.48872118514328583
2021,1,11650621,방배4동,4,112,103564,43,32.0,11.0,6.0,1.0,13.0,499403.6078367,-0.54,-0.13000000000000034,-0.032500000000000084,-1668438613.0,1253793019.0,313448254.75,-27297.0,-250170.0,-62542.5,0,0.399760524823688
2021,1,11650651,양재1동,4,235,112331,69,88.0,21.0,9.0,0.0,23.0,792920.6264076702,-0.4800000000000004,-1.1100000000000003,-0.2775000000000001,3444362132.0,3368152049.0,842038012.25,118371.0,58689.0,14672.25,0,0.10753315342147603
2021,1,11650652,양재2동,4,217,84551,80,58.0,11.0,4.0,1.0,18.0,1362591.8391739896,-0.18999999999999995,-1.0899999999999999,-0.27249999999999996,3688304149.0,3769582346.0,942395586.5,8234.0,-18681.0,-4670.25,0,-0.03177590459378088
2021,1,11650660,내곡동,4,41,120429,21,86.0,3.0,6.0,1.0,6.0,47424.70978750965,0.020000000000000018,-0.3799999999999999,-0.09499999999999997,538225152.0,-340511435.0,-85127858.75,-10000.0,-20474.0,-5118.5,0,-1.3022084370047828
2021,1,11680510,신사동,4,297,144136,108,13.0,36.0,6.0,2.0,17.0,1734648.626221069,0.010000000000000231,-0.5299999999999998,-0.13249999999999995,-78466668.0,8668990995.0,2167247748.75,38783.0,-358756.0,-89689.0,0,0.9906587058887073
