연도,분기,행정동_코드,행정동_코드_명,abs_q,프랜차이즈_점포_수,임대시세_per_m2,개업_점포_수,교통시설_수,의료시설_수,교육시설_수,상업시설_수,공공시설_수,임대료대비수익성,개업률_QoQ_diff,개업률_YoY_diff,개업률_diff_roll4,추정매출액_QoQ_diff,추정매출액_YoY_diff,추정매출액_diff_roll4,총_유동인구_수_QoQ_diff,총_유동인구_수_YoY_diff,총_유동인구_수_diff_roll4,IS_RENT_MISSING,Y
2023,1,11470530,목3동,12,99,91147,45,7.0,11.0,2.0,0.0,7.0,378501.3834136066,-0.26000000000000023,2.0599999999999996,0.515,-2041721640.0,-776374661.0,-194093665.25,166282.0,83929.0,20982.25,0,0.20664123240429078
2023,1,11470540,목4동,12,128,97843,43,14.0,9.0,4.0,0.0,6.0,304542.81731958344,-1.3299999999999996,-0.06000000000000005,-0.015000000000000013,593432787.0,2039988255.0,509997063.75,-104848.0,-417896.0,-104474.0,0,0.3283705356879288
2023,1,11470550,목5동,12,188,166900,46,52.0,13.0,11.0,0.0,17.0,423547.1163930497,-1.13,-0.8199999999999998,-0.20499999999999996,4871479018.0,18194532994.0,4548633248.5,38444.0,-528590.0,-132147.5,0,0.39396733796042405
2023,1,11470560,신월1동,12,72,107380,38,9.0,12.0,1.0,0.0,6.0,295115.1015924753,-0.5900000000000003,1.2899999999999998,0.32249999999999995,-542571657.0,1239069483.0,309767370.75,52361.0,-483847.0,-120961.75,0,0.13939914353252783
2023,1,11470570,신월2동,12,52,99271,20,12.0,6.0,5.0,0.0,4.0,157022.58360447665,-1.0,0.2599999999999998,0.06499999999999995,-329770224.0,-547561984.0,-136890496.0,-26712.0,-514606.0,-128651.5,0,-0.45403036509533673
2023,1,11470580,신월3동,12,51,88467,22,8.0,7.0,7.0,0.0,3.0,120271.67979020426,0.6699999999999999,1.8800000000000001,0.47000000000000003,-206619440.0,790636950.0,197659237.5,13610.0,-258012.0,-64503.0,0,-0.6317736108531989
2023,1,11470590,신월4동,12,71,97777,30,11.0,6.0,4.0,0.0,3.0,178485.2355564192,-0.7300000000000004,0.2799999999999998,0.06999999999999984,277930881.0,939414261.0,234853565.25,61666.0,-232158.0,-58039.5,0,0.04411454386558935
2023,1,11470600,신월5동,12,68,74969,20,12.0,4.0,5.0,0.0,3.0,219265.452613747,-1.5,1.5699999999999998,0.39249999999999996,-1310848682.0,726473327.0,181618331.75,198392.0,313383.0,78345.75,0,-0.11956364789768754
2023,1,11470610,신월6동,12,57,132659,21,15.0,6.0,3.0,0.0,3.0,143940.96797804898,-2.32,-0.06000000000000005,-0.015000000000000235,-263298783.0,3219080302.0,804770075.5,21287.0,-130476.0,-32619.0,0,-0.2446706838500774
2023,1,11470611,신월7동,12,51,77411,12,21.0,10.0,3.0,0.0,7.0,202718.0158892147,-3.6100000000000003,-1.0299999999999998,-0.25749999999999995,-449500456.0,-689176702.0,-172294175.5,7584.0,-35701.0,-8925.25,0,-0.35575193821421686
2023,1,11470620,신정1동,12,115,107387,31,26.0,9.0,5.0,0.0,10.0,324761.4022088335,-1.4999999999999996,0.5,0.125,1587295864.0,4193115287.0,1048278821.75,-32900.0,-723980.0,-180995.0,0,0.4111943400600835
2023,1,11470630,신정2동,12,102,84983,35,20.0,7.0,4.0,0.0,4.0,390499.538601838,-0.6000000000000001,0.27,0.0675,539855039.0,3582219495.0,895554873.75,76978.0,647293.0,161823.25,0,0.21656785340565365
2023,1,11470640,신정3동,12,161,119701,56,82.0,15.0,9.0,0.0,5.0,305829.42987944966,-0.20999999999999996,1.6399999999999997,0.4099999999999999,213913914.0,2941943003.0,735485750.75,69943.0,152032.0,38008.0,0,-0.1856749813857114
2023,1,11470650,신정4동,12,201,123772,113,19.0,18.0,7.0,0.0,11.0,676217.4764647901,-1.1900000000000004,0.6299999999999999,0.15749999999999997,-921954406.0,12357160477.0,3089290119.25,248626.0,-190864.0,-47716.0,0,0.5808777257764702
2023,1,11470670,신정6동,12,70,84144,31,31.0,2.0,4.0,0.0,13.0,116758.78350209165,1.2700000000000005,0.1800000000000006,0.04500000000000015,681558909.0,379094820.0,94773705.0,50815.0,-147051.0,-36762.75,0,-0.45050654405222473
2023,1,11470680,신정7동,12,122,131718,36,31.0,8.0,8.0,0.0,5.0,283987.98096691415,-0.6900000000000004,1.62,0.405,717071076.0,6592007390.0,1648001847.5,-1127.0,-213206.0,-53301.5,0,-0.2593608449139098
2023,1,11500510,염창동,12,199,103508,64,37.0,16.0,4.0,0.0,8.0,507440.22801136144,0.4900000000000002,1.71,0.4275,-5876900575.0,4948747730.0,1237186932.5,-181771.0,-14966.0,-3741.5,0,-0.19568061666586342
2023,1,11500520,등촌1동,12,179,124975,66,20.0,11.0,1.0,1.0,6.0,627402.1560552111,-0.45999999999999996,0.7500000000000004,0.1875000000000001,9076453941.0,5776968371.0,1444242092.75,44633.0,-422660.0,-105665.0,0,0.5838112313952334
2023,1,11500530,등촌2동,12,59,129526,16,8.0,7.0,8.0,0.0,3.0,69344.32935472415,-2.1399999999999997,0.06000000000000005,0.015000000000000013,-1054729967.0,613270549.0,153317637.25,-33721.0,-4991.0,-1247.75,0,-0.3120025633765558
2023,1,11500535,등촌3동,12,220,133912,83,55.0,21.0,13.0,1.0,9.0,510068.30794850347,-0.5300000000000002,0.5800000000000001,0.14500000000000002,1103272096.0,7614132848.0,1903533212.0,-14551.0,-77880.0,-19470.0,0,0.6871230385374153
2023,1,11500540,화곡1동,12,249,95861,98,29.0,28.0,3.0,1.0,5.0,907022.3508726177,-1.1799999999999997,1.02,0.255,949098056.0,13277546737.0,3319386684.25,748903.0,773604.0,193401.0,0,0.5260180213669438
2023,1,11500550,화곡2동,12,47,107530,25,30.0,3.0,3.0,0.0,2.0,102441.28024737282,-0.6099999999999999,0.5399999999999996,0.1349999999999999,-972566470.0,-4528564.0,-1132141.0,106297.0,-235284.0,-58821.0,0,-0.17120467067774328
2023,1,11500560,화곡3동,12,134,140940,34,12.0,8.0,2.0,0.0,7.0,211015.70459060592,-1.9299999999999997,-0.6800000000000002,-0.17000000000000004,-113475117.0,2909987097.0,727496774.25,-188542.0,-97668.0,-24417.0,0,0.4281052808644761
2023,1,11500570,화곡4동,12,95,95474,42,30.0,14.0,6.0,0.0,6.0,390354.92144458176,-0.5899999999999999,0.16000000000000014,0.040000000000000036,-4241671178.0,-1373071931.0,-343267982.75,123511.0,-156660.0,-39165.0,0,0.25805369806800077
2023,1,11500590,화곡본동,12,112,110049,41,31.0,12.0,3.0,0.0,3.0,344227.4282001654,-0.9600000000000004,0.6600000000000001,0.16500000000000004,-1938674753.0,514143938.0,128535984.5,310717.0,-285270.0,-71317.5,0,0.04849038474675682
2023,1,11500591,화곡6동,12,161,144691,55,29.0,8.0,12.0,0.0,12.0,273372.4149601565,-2.5200000000000005,1.1599999999999997,0.2899999999999999,-337843869.0,6654272713.0,1663568178.25,14626.0,72124.0,18031.0,0,0.4052020617049476
2023,1,11500593,화곡8동,12,121,131627,42,34.0,8.0,1.0,0.0,5.0,260873.1865270803,-2.6799999999999997,0.77,0.1925,805492667.0,-160077956.0,-40019489.0,-258235.0,147504.0,36876.0,0,0.3519534548907391
2023,1,11500603,가양1동,12,588,187046,231,74.0,20.0,6.0,3.0,18.0,569728.2867904152,-1.25,0.13999999999999968,0.03499999999999992,-2234242636.0,20666592861.0,5166648215.25,-58667.0,-21874.0,-5468.5,0,0.6038902924173699
2023,1,11500604,가양2동,12,54,0,21,15.0,7.0,6.0,0.0,7.0,0.0,0.3799999999999999,1.5799999999999996,0.3949999999999999,-318112981.0,2053901079.0,513475269.75,6479.0,-54292.0,-13573.0,1,-0.37602918586472517
2023,1,11500605,가양3동,12,34,69446,17,14.0,4.0,7.0,0.0,3.0,215379.35554243586,0.7599999999999998,3.1499999999999995,0.7874999999999999,6791871150.0,6512136590.0,1628034147.5,42459.0,57482.0,14370.5,0,-0.6065929270726048
2023,1,11500611,발산1동,12,332,127329,160,63.0,36.0,17.0,1.0,12.0,1371653.6545798678,-1.12,0.2200000000000002,0.05500000000000005,-11321483172.0,-1242449834.0,-310612458.5,-12560.0,120108.0,30027.0,0,0.6773538850222337
2023,1,11500615,우장산동,12,145,124290,60,34.0,15.0,10.0,0.0,8.0,236274.69372435432,0.1200000000000001,1.5900000000000003,0.3975000000000001,-572909557.0,3348431968.0,837107992.0,113415.0,-115595.0,-28898.75,0,0.1816274074004177
2023,1,11500620,공항동,12,155,104020,58,62.0,12.0,9.0,0.0,13.0,391690.518083061,0.1299999999999999,0.6000000000000001,0.15000000000000002,1552142999.0,3944110549.0,986027637.25,46297.0,-343590.0,-85897.5,0,-0.5384193924880528
2023,1,11500630,방화1동,12,230,117915,92,47.0,23.0,11.0,1.0,5.0,523152.55679938936,-1.3100000000000005,0.8899999999999997,0.22249999999999992,-1371846711.0,5286331271.0,1321582817.75,258806.0,79732.0,19933.0,0,0.18217317359847693
2023,1,11500640,방화2동,12,142,97374,56,46.0,7.0,5.0,3.0,4.0,281262.8567687473,0.43999999999999995,1.0899999999999999,0.27249999999999996,-734014542.0,2161420574.0,540355143.5,-182067.0,-262716.0,-65679.0,0,-0.63103004134989
2023,1,11500641,방화3동,12,56,176799,26,23.0,5.0,9.0,0.0,6.0,62900.81097743766,1.3400000000000003,2.89,0.7225,-1462298984.0,258077513.0,64519378.25,-84502.0,-169292.0,-42323.0,0,-0.6862575246619403
2023,1,11530510,신도림동,12,223,159821,66,46.0,12.0,6.0,4.0,9.0,219356.48245224345,0.71,0.14000000000000012,0.03500000000000003,-113328435.0,4397924994.0,1099481248.5,-34068.0,23133.0,5783.25,0,0.2542903902916811
2023,1,11530520,구로1동,12,57,113772,21,25.0,5.0,6.0,4.0,5.0,99078.23750131842,-0.03000000000000025,1.1099999999999999,0.27749999999999997,-1252930774.0,-113869242.0,-28467310.5,-46922.0,-123063.0,-30765.75,0,-0.7854857032330834
2023,1,11530530,구로2동,12,127,123620,82,49.0,23.0,3.0,23.0,18.0,1497935.5900744216,-0.22999999999999998,-0.10999999999999988,-0.02749999999999997,-5735297980.0,12677818700.0,3169454675.0,60353.0,-100226.0,-25056.5,0,0.3270761762502928
2023,1,11530540,구로3동,12,471,190076,137,49.0,15.0,4.0,5.0,25.0,768272.5201235295,-0.7999999999999998,0.6399999999999997,0.15999999999999992,-24093427231.0,40154703599.0,10038675899.75,13221.0,171282.0,42820.5,0,1.505195070662354
2023,1,11530550,구로4동,12,98,122336,52,13.0,15.0,4.0,20.0,8.0,418932.3071704159,-2.22,0.3700000000000001,0.09250000000000003,-831959541.0,4637077677.0,1159269419.25,207618.0,107645.0,26911.25,0,0.39197879189546264
2023,1,11530560,구로5동,12,253,135322,90,50.0,20.0,7.0,4.0,9.0,702423.0939389013,-1.2799999999999998,0.33000000000000007,0.0824999999999998,2204553914.0,19145302187.0,4786325546.75,119999.0,222003.0,55500.75,0,0.6147331550531699
2023,1,11530595,가리봉동,12,29,146408,23,8.0,6.0,2.0,23.0,0.0,140650.42589202776,-1.6600000000000001,1.0800000000000003,0.27,-817444042.0,2356201168.0,589050292.0,39064.0,2881.0,720.25,0,-0.03384704616233116
2023,1,11530720,고척1동,12,175,119678,49,31.0,11.0,17.0,12.0,9.0,427315.2850482127,-7.65,0.6599999999999997,0.16500000000000004,-1730661246.0,2332705679.0,583176419.75,-370941.0,-619921.0,-154980.25,0,0.23029818794396376
2023,1,11530730,고척2동,12,93,95423,30,40.0,12.0,4.0,0.0,7.0,274485.7200779686,-3.23,-0.44999999999999973,-0.11249999999999993,-1529566544.0,-1706627617.0,-426656904.25,-186801.0,-848932.0,-212233.0,0,-0.05415027143029797
2023,1,11530740,개봉1동,12,131,98507,49,58.0,12.0,9.0,1.0,8.0,294259.3932410895,0.6699999999999999,0.44999999999999973,0.11249999999999993,-1342680671.0,-491840884.0,-122960221.0,393886.0,426255.0,106563.75,0,0.04759783500724394
2023,1,11530750,개봉2동,12,108,169669,24,26.0,10.0,2.0,2.0,6.0,152692.2844597422,-0.13000000000000034,0.22999999999999998,0.057499999999999996,-1831625765.0,1431879201.0,357969800.25,236905.0,14687.0,3671.75,0,0.026763600828472883
2023,1,11530760,개봉3동,12,76,91362,25,23.0,9.0,5.0,2.0,5.0,207032.89854644163,-1.77,-0.2200000000000002,-0.05500000000000005,230753551.0,1695229061.0,423807265.25,-163771.0,-411622.0,-102905.5,0,-0.32973010124757773
2023,1,11530770,오류1동,12,78,132769,35,23.0,11.0,4.0,0.0,9.0,265573.1734742297,-2.2299999999999995,0.3700000000000001,0.09250000000000003,1360521317.0,-542477639.0,-135619409.75,356903.0,378961.0,94740.25,0,0.14151215091237165
2023,1,11530780,오류2동,12,136,141586,34,87.0,10.0,12.0,0.0,4.0,146427.60327292245,-2.5599999999999996,0.2400000000000002,0.06000000000000005,-1414110796.0,1187075662.0,296768915.5,-74468.0,-337207.0,-84301.75,0,-0.562564313835358
2023,1,11530790,수궁동,12,69,80810,27,72.0,5.0,10.0,1.0,4.0,165502.5387328301,-0.6900000000000004,1.4499999999999997,0.36249999999999993,414257626.0,234719237.0,58679809.25,349268.0,539728.0,134932.0,0,-0.8655152911683436
2023,1,11530800,항동,12,71,177474,29,37.0,2.0,12.0,0.0,1.0,1176.7732400238908,-1.3900000000000006,-1.7200000000000006,-0.43000000000000016,-38418576.0,64315042.0,16078760.5,140103.0,268506.0,67126.5,0,-1.3100809786484204
2023,1,11545510,가산동,12,665,121402,393,114.0,22.0,2.0,18.0,35.0,6104388.936426088,0.8400000000000003,1.9700000000000002,0.49250000000000005,-32640189181.0,42908312031.0,10727078007.75,95589.0,164371.0,41092.75,0,1.1926895786739935
2023,1,11545610,독산1동,12,297,88209,81,74.0,19.0,9.0,4.0,9.0,2774776.56502171,-1.37,0.2999999999999998,0.07499999999999996,3070700276.0,-9890245880.0,-2472561470.0,197618.0,410564.0,102641.0,0,0.4933694836901717
2023,1,11545620,독산2동,12,82,66880,30,11.0,8.0,3.0,0.0,3.0,317067.8331937799,-0.8600000000000003,1.31,0.3275,-1430051111.0,-2052365961.0,-513091490.25,-40924.0,-332316.0,-83079.0,0,-0.16484030567249222
2023,1,11545630,독산3동,12,96,88449,47,29.0,14.0,7.0,1.0,8.0,439398.77994098293,-0.7500000000000004,0.11999999999999966,0.029999999999999916,-1049014563.0,-490547635.0,-122636908.75,51588.0,-347127.0,-86781.75,0,0.23321838009806892
2023,1,11545640,독산4동,12,72,65107,16,16.0,5.0,1.0,0.0,7.0,275093.9670081558,-2.09,-0.9800000000000004,-0.2450000000000001,-462268489.0,-2413659086.0,-603414771.5,182591.0,5600.0,1400.0,0,-0.25215924431801684
2023,1,11545670,시흥1동,12,237,109021,111,53.0,28.0,7.0,3.0,16.0,817786.0224635621,0.2400000000000002,1.9400000000000004,0.4850000000000001,-788619407.0,7836565410.0,1959141352.5,131897.0,-71203.0,-17800.75,0,0.3869336471636749
2023,1,11545680,시흥2동,12,34,66203,23,30.0,3.0,8.0,0.0,2.0,63824.362340075226,0.8499999999999996,2.86,0.715,7548928.0,289799935.0,72449983.75,-32993.0,-47348.0,-11837.0,0,-0.9359096197850935
2023,1,11545690,시흥3동,12,35,81203,14,21.0,5.0,3.0,1.0,6.0,153143.83664396635,0.5900000000000001,0.7900000000000001,0.19750000000000006,-1651228941.0,-1210991737.0,-302747934.25,13196.0,-56131.0,-14032.75,0,-1.1414082776836967
2023,1,11545700,시흥4동,12,36,102829,24,27.0,6.0,2.0,0.0,2.0,113867.9102198796,1.62,2.43,0.6074999999999999,-1165725655.0,-723955329.0,-180988832.25,15040.0,-164564.0,-41141.0,0,-0.603739614892073
2023,1,11545710,시흥5동,12,79,93882,36,37.0,16.0,5.0,0.0,3.0,321570.77235252765,0.5800000000000005,1.5400000000000005,0.3850000000000001,-2533041599.0,3259275708.0,814818927.0,59993.0,-215966.0,-53991.5,0,-0.4795165632144229
2023,1,11560515,영등포본동,12,131,109684,39,24.0,10.0,7.0,3.0,4.0,584880.3789340287,-0.6000000000000001,0.71,0.1775,2014330290.0,32211539544.0,8052884886.0,-109687.0,-151023.0,-37755.75,0,-0.08379566752286911
2023,1,11560535,영등포동,12,417,119575,110,42.0,41.0,2.0,17.0,27.0,2472840.3855404556,-0.8700000000000001,0.03000000000000025,0.007500000000000062,4328822930.0,34883875978.0,8720968994.5,190378.0,690685.0,172671.25,0,0.8767039494289737
2023,1,11560540,여의동,12,618,182586,192,66.0,45.0,6.0,1.0,93.0,1886484.036475962,-0.33000000000000007,0.52,0.13,-2271668875.0,70014589208.0,17503647302.0,-86517.0,313933.0,78483.25,0,0.775639143394753
2023,1,11560550,당산1동,12,195,93734,123,25.0,9.0,1.0,12.0,11.0,1458017.7015917383,-2.6100000000000003,1.1599999999999997,0.2899999999999999,23219062007.0,-5767774024.0,-1441943506.0,93740.0,-36956.0,-9239.0,0,0.7201861268769215
2023,1,11560560,당산2동,12,207,114584,70,48.0,20.0,7.0,0.0,10.0,524942.9299204077,0.2799999999999998,0.9199999999999999,0.22999999999999998,-3445107663.0,8028827123.0,2007206780.75,-69760.0,875.0,218.75,0,0.2724628230981821
2023,1,11560585,도림동,12,51,91783,27,28.0,6.0,2.0,0.0,2.0,165262.84172450236,-0.6699999999999999,0.8999999999999999,0.22499999999999998,-362553004.0,1864109962.0,466027490.5,45430.0,-180057.0,-45014.25,0,-0.45678632933740326
2023,1,11560605,문래동,12,223,108261,109,57.0,17.0,5.0,2.0,17.0,1203511.9214490906,0.2799999999999998,1.8399999999999999,0.45999999999999996,16723389188.0,31563774221.0,7890943555.25,53528.0,534917.0,133729.25,0,0.6125707787906779
2023,1,11560610,양평1동,12,112,129588,46,23.0,7.0,2.0,1.0,8.0,207137.75185202333,-0.08999999999999986,1.2200000000000002,0.30500000000000005,-1189250037.0,592965175.0,148241293.75,-24660.0,12843.0,3210.75,0,0.034424393841268684
2023,1,11560620,양평2동,12,129,117896,64,36.0,7.0,6.0,3.0,14.0,668189.7342149012,1.1099999999999994,1.6199999999999997,0.4049999999999999,4220277342.0,10210757362.0,2552689340.5,-136512.0,-177989.0,-44497.25,0,0.045096608841214726
2023,1,11560630,신길1동,12,69,79815,18,27.0,15.0,1.0,4.0,3.0,412519.87606339663,-0.77,0.53,0.1325,-2111085739.0,-411904291.0,-102976072.75,-46650.0,-611030.0,-152757.5,0,-0.03965767433904007
2023,1,11560650,신길3동,12,52,97715,22,32.0,13.0,4.0,2.0,8.0,206459.5380340787,-1.5400000000000005,0.29000000000000004,0.07250000000000006,-2382263193.0,-32013020.0,-8003255.0,144431.0,-73833.0,-18458.25,0,0.043414352129413934
2023,1,11560660,신길4동,12,51,104184,11,13.0,2.0,3.0,0.0,2.0,67631.43490363203,-0.52,-1.5900000000000003,-0.3975000000000001,-1045061279.0,141599784.0,35399946.0,17819.0,-215500.0,-53875.0,0,-0.36646067771938445
2023,1,11560670,신길5동,12,33,93822,6,31.0,0.0,4.0,5.0,3.0,138089.71187994286,-2.79,0.28,0.06999999999999995,725897455.0,2688570983.0,672142745.75,118258.0,977554.0,244388.5,0,-0.3085153565376479
2023,1,11560680,신길6동,12,95,106903,34,30.0,15.0,3.0,3.0,5.0,336283.2921433449,-0.16000000000000014,0.2999999999999998,0.07499999999999996,464269746.0,2217184356.0,554296089.0,-69344.0,-883669.0,-220917.25,0,0.09735201157563138
2023,1,11560690,신길7동,12,64,103467,15,33.0,7.0,2.0,1.0,6.0,95469.63211458726,-0.48,-1.0499999999999998,-0.26249999999999996,87596853.0,-473429237.0,-118357309.25,362768.0,770111.0,192527.75,0,-0.19363315602679654
2023,1,11560700,대림1동,12,78,83760,32,16.0,20.0,2.0,5.0,6.0,340664.2039756447,0.33999999999999986,1.4,0.35,-2089463869.0,534001846.0,133500461.5,35892.0,-274847.0,-68711.75,0,-0.15836688116768619
2023,1,11560710,대림2동,12,54,142839,69,13.0,17.0,3.0,1.0,6.0,273239.71479777934,-0.9699999999999998,1.4100000000000001,0.35250000000000004,-2696616224.0,750263550.0,187565887.5,97322.0,336352.0,84088.0,0,0.35404565469423227
2023,1,11560720,대림3동,12,86,119377,53,48.0,12.0,8.0,1.0,9.0,1060773.4867939386,-0.6400000000000001,0.5800000000000001,0.14500000000000002,-5534835345.0,-15692078087.0,-3923019521.75,117020.0,-269786.0,-67446.5,0,0.3776930298031857
2023,1,11590510,노량진1동,12,199,144987,66,60.0,14.0,7.0,2.0,9.0,2469015.4475711617,0.1900000000000004,1.7300000000000004,0.4325000000000001,-71698755064.0,28245721252.0,7061430313.0,-41670.0,-422168.0,-105542.0,0,0.4815865418088834
2023,1,11590520,노량진2동,12,60,190061,25,14.0,15.0,1.0,1.0,9.0,4420383.889824846,-0.24,0.77,0.19249999999999995,-76873837043.0,110176369744.0,27544092436.0,97372.0,249631.0,62407.75,0,0.6293370945631868
2023,1,11590530,상도1동,12,228,151021,47,49.0,17.0,28.0,0.0,9.0,357590.61494759005,-1.1799999999999997,0.7400000000000002,0.18500000000000005,-5142695460.0,3619073299.0,904768324.75,-244127.0,-90590.0,-22647.5,0,0.23349675546087775
2023,1,11590540,상도2동,12,126,115038,29,42.0,16.0,3.0,2.0,9.0,221123.31182739616,0.17999999999999972,-0.2200000000000002,-0.055000000000000104,-558656069.0,1720947855.0,430236963.75,-295380.0,-376582.0,-94145.5,0,-0.013577173140946605
2023,1,11590550,상도3동,12,64,134669,31,36.0,11.0,1.0,1.0,4.0,276666.94191684795,-0.39999999999999947,1.7200000000000002,0.42999999999999994,-294395747.0,5629059835.0,1407264958.75,-33864.0,-305995.0,-76498.75,0,0.14626820626180762
2023,1,11590560,상도4동,12,77,85417,27,36.0,12.0,6.0,1.0,4.0,258974.39267358958,-0.7400000000000002,0.6299999999999999,0.15749999999999997,-1275372298.0,392592489.0,98148122.25,101696.0,-346074.0,-86518.5,0,-0.260772079442791
2023,1,11590605,흑석동,12,170,113468,34,51.0,25.0,26.0,1.0,12.0,469484.75556103926,-1.0299999999999998,0.41000000000000014,0.10250000000000004,-2946512886.0,4934583742.0,1233645935.5,-557383.0,-473506.0,-118376.5,0,-0.1816274073874884
2023,1,11590620,사당1동,12,133,153889,59,15.0,14.0,3.0,2.0,10.0,412488.96067945077,-1.29,0.77,0.1925,-3296636367.0,13656522076.0,3414130519.0,-65181.0,-269357.0,-67339.25,0,0.49598475112622004
2023,1,11590630,사당2동,12,167,157381,58,40.0,14.0,4.0,2.0,5.0,482445.93493496673,-0.8700000000000006,1.73,0.4325,-2906461869.0,3731470837.0,932867709.25,124874.0,197182.0,49295.5,0,-0.09174072195395162
2023,1,11590640,사당3동,12,70,138025,20,31.0,5.0,6.0,1.0,4.0,100442.60500633944,-1.6600000000000006,0.06000000000000005,0.015000000000000013,-27854592.0,4518660595.0,1129665148.75,-149588.0,-103800.0,-25950.0,0,-0.4040184438015229
2023,1,11590650,사당4동,12,58,121959,13,4.0,6.0,1.0,1.0,3.0,182316.27783927385,-3.5599999999999996,-0.26000000000000023,-0.06500000000000006,719020406.0,1430215139.0,357553784.75,106227.0,-45327.0,-11331.75,0,0.04084462690020798
2023,1,11590651,사당5동,12,36,94627,14,28.0,3.0,5.0,0.0,4.0,55410.271043148365,-1.5699999999999998,0.40000000000000036,0.10000000000000009,137163542.0,585562660.0,146390665.0,84670.0,153964.0,38491.0,0,-1.0455277329176136
2023,1,11590660,대방동,12,161,98816,47,63.0,16.0,14.0,0.0,10.0,561818.7728910298,-1.0299999999999998,0.71,0.1775,129612178.0,4564202867.0,1141050716.75,-75405.0,-377463.0,-94365.75,0,0.08268646625534194
2023,1,11590670,신대방1동,12,68,96215,17,16.0,10.0,6.0,0.0,4.0,163642.62654471755,-0.8999999999999999,-0.7400000000000002,-0.18500000000000005,-602279563.0,1892739321.0,473184830.25,864281.0,1335248.0,333812.0,0,-0.11242124610925552
2023,1,11590680,신대방2동,12,141,115206,38,29.0,17.0,3.0,0.0,14.0,331715.7125496936,-1.8999999999999995,0.8300000000000001,0.20750000000000002,-3094145276.0,1375523271.0,343880817.75,240803.0,719016.0,179754.0,0,0.6292641743854123
2023,1,11620525,보라매동,12,117,96445,40,25.0,5.0,3.0,0.0,2.0,280324.6119964747,-2.75,0.7600000000000002,0.19000000000000006,-1689719664.0,2171536754.0,542884188.5,21150.0,-40380.0,-10095.0,0,0.43365672911411535
2023,1,11620545,청림동,12,45,137783,29,7.0,4.0,2.0,2.0,2.0,33743.36785379909,1.2999999999999998,4.02,1.005,-56529328.0,111230604.0,27807651.0,19090.0,136093.0,34023.25,0,-0.2805016368016236
2023,1,11620565,성현동,12,56,166289,27,38.0,6.0,7.0,0.0,4.0,60043.91141326245,-0.8999999999999995,1.08,0.27,86901161.0,-13334136220.0,-3333534055.0,256524.0,-46388.0,-11597.0,0,-0.3796060088368749
2023,1,11620575,행운동,12,133,122273,50,15.0,15.0,6.0,0.0,6.0,334910.4520621887,-0.8300000000000001,1.02,0.255,-1454406827.0,3383435654.0,845858913.5,-49917.0,-252356.0,-63089.0,0,0.2738486394129587
2023,1,11620585,낙성대동,12,181,131579,62,37.0,10.0,38.0,2.0,5.0,394359.37715744914,-1.62,2.5599999999999996,0.6399999999999999,-1045227071.0,10618741977.0,2654685494.25,44815.0,19047.0,4761.75,0,0.22394785185424007
2023,1,11620595,청룡동,12,223,130593,68,16.0,24.0,7.0,3.0,11.0,599239.550374063,-1.21,0.9500000000000002,0.23750000000000004,-9041885182.0,7565732817.0,1891433204.25,252869.0,79927.0,19981.75,0,0.5858164921471156
2023,1,11620605,은천동,12,131,101587,60,43.0,9.0,5.0,0.0,6.0,427458.662653686,0.5,1.3199999999999998,0.32999999999999996,3296080473.0,5142585204.0,1285646301.0,-26569.0,-153884.0,-38471.0,0,0.14718178336759488
2023,1,11620615,중앙동,12,111,113777,34,13.0,15.0,1.0,0.0,4.0,331021.92238325847,-2.3299999999999996,1.21,0.3025,-1611197301.0,1956476446.0,489119111.5,69597.0,-701745.0,-175436.25,0,0.3817052115960437
2023,1,11620625,인헌동,12,95,116237,34,24.0,14.0,3.0,2.0,7.0,357203.156542237,-1.25,1.2600000000000002,0.31500000000000017,-963799306.0,4350864447.0,1087716111.75,-40292.0,-316649.0,-79162.25,0,0.04564443741323421
2023,1,11620630,남현동,12,101,158551,40,6.0,6.0,3.0,0.0,4.0,179095.64752035623,-0.07000000000000028,2.19,0.5474999999999999,197098074.0,5994941023.0,1498735255.75,264550.0,349325.0,87331.25,0,-0.4011590238623417
2023,1,11620645,서원동,12,217,129679,57,27.0,11.0,1.0,1.0,4.0,478168.01693412196,-1.2700000000000005,1.7799999999999998,0.44499999999999995,-1808052714.0,11474563031.0,2868640757.75,39962.0,-304401.0,-76100.25,0,0.5712985470271287
2023,1,11620655,신원동,12,53,88964,19,10.0,7.0,2.0,0.0,7.0,223385.876590531,-0.77,-0.71,-0.1775,-216639790.0,650916555.0,162729138.75,132810.0,114486.0,28621.5,0,-0.016637939826908994
2023,1,11620665,서림동,12,71,80712,25,34.0,5.0,3.0,0.0,2.0,194819.64640945583,-1.77,0.8999999999999999,0.22499999999999998,-783305870.0,1087084774.0,271771193.5,16152.0,-227243.0,-56810.75,0,-0.24540388095693463
2023,1,11620685,신사동,12,106,99085,36,21.0,11.0,3.0,1.0,5.0,297829.5952767826,-1.4699999999999998,0.41999999999999993,0.10499999999999998,-2086591941.0,777650354.0,194412588.5,-56972.0,-590427.0,-147606.75,0,0.3189005290850357
2023,1,11620695,신림동,12,179,134624,71,17.0,17.0,0.0,4.0,5.0,539561.9058340266,-1.38,1.0499999999999998,0.26249999999999996,-6040689105.0,6656600211.0,1664150052.75,-19554.0,-151547.0,-37886.75,0,0.6803752801497521
