연도,분기,구이름,행정동_코드,행정동_코드_명,등록인구_수,시군구_코드
2021,3,중구,11140605,을지로동,1909,11140
2021,3,중구,11140635,약수동,17003,11140
2021,3,중구,11140615,신당동,9087,11140
2021,3,중구,11140650,신당5동,10728,11140
2021,3,중구,11140520,소공동,3286,11140
2021,3,중구,11140550,명동,3685,11140
2021,3,중구,11140665,동화동,10508,11140
2021,3,중구,11140625,다산동,14350,11140
2021,3,중구,11140590,광희동,6292,11140
2021,3,용산구,11170510,후암동,17411,11170
2021,3,용산구,11170580,효창동,10213,11170
2021,3,용산구,11170685,한남동,22977,11170
2021,3,용산구,11170625,한강로동,23417,11170
2021,3,용산구,11170555,청파동,20121,11170
2021,3,용산구,11170660,이태원2동,10594,11170
2021,3,용산구,11170650,이태원1동,8225,11170
2021,3,용산구,11170640,이촌2동,8443,11170
2021,3,용산구,11170630,이촌1동,27027,11170
2021,3,용산구,11170570,원효로2동,13924,11170
2021,3,용산구,11170560,원효로1동,16569,11170
2021,3,용산구,11170520,용산2가동,10793,11170
2021,3,용산구,11170590,용문동,12037,11170
2021,3,용산구,11170690,서빙고동,13913,11170
2021,3,용산구,11170700,보광동,14804,11170
2021,3,용산구,11170530,남영동,7832,11170
2021,3,성동구,11200570,행당2동,23568,11200
2021,3,성동구,11200560,행당1동,14223,11200
2021,3,성동구,11200580,응봉동,15560,11200
2021,3,성동구,11200790,용답동,12685,11200
2021,3,성동구,11200535,왕십리도선동,27074,11200
2021,3,성동구,11200520,왕십리2동,16881,11200
2021,3,성동구,11200645,옥수동,26412,11200
2021,3,성동구,11200720,송정동,10949,11200
2021,3,성동구,11200690,성수2가3동,11152,11200
2021,3,성동구,11200670,성수2가1동,16460,11200
2021,3,성동구,11200660,성수1가2동,13003,11200
2021,3,성동구,11200650,성수1가1동,16919,11200
2021,3,성동구,11200550,사근동,13335,11200
2021,3,성동구,11200540,마장동,23028,11200
2021,3,성동구,11200620,금호4가동,14517,11200
2021,3,성동구,11200615,금호23가동,22932,11200
2021,3,성동구,11200590,금호1가동,15442,11200
2021,3,광진구,11215710,화양동,25626,11215
2021,3,광진구,11215770,중곡4동,29144,11215
2021,3,광진구,11215760,중곡3동,16465,11215
2021,3,광진구,11215750,중곡2동,21864,11215
2021,3,광진구,11215740,중곡1동,15959,11215
2021,3,광진구,11215847,자양4동,20909,11215
2021,3,광진구,11215840,자양3동,28430,11215
2021,3,광진구,11215830,자양2동,25175,11215
2021,3,광진구,11215820,자양1동,23233,11215
2021,3,광진구,11215780,능동,11661,11215
2021,3,광진구,11215730,군자동,21583,11215
2021,3,광진구,11215870,구의3동,28969,11215
2021,3,광진구,11215860,구의2동,27107,11215
2021,3,광진구,11215850,구의1동,22251,11215
2021,3,광진구,11215810,광장동,35004,11215
2021,3,동대문구,11230730,휘경2동,24966,11230
2021,3,동대문구,11230720,휘경1동,15596,11230
2021,3,동대문구,11230710,회기동,12679,11230
2021,3,동대문구,11230705,청량리동,19397,11230
2021,3,동대문구,11230545,제기동,26630,11230
2021,3,동대문구,11230570,전농2동,19062,11230
2021,3,동대문구,11230560,전농1동,29911,11230
2021,3,동대문구,11230660,장안2동,32861,11230
2021,3,동대문구,11230650,장안1동,38793,11230
2021,3,동대문구,11230750,이문2동,20487,11230
2021,3,동대문구,11230740,이문1동,20627,11230
2021,3,동대문구,11230536,용신동,32379,11230
2021,3,동대문구,11230610,답십리2동,28792,11230
2021,3,동대문구,11230600,답십리1동,29446,11230
2021,3,중랑구,11260610,중화2동,25530,11260
2021,3,중랑구,11260600,중화1동,19967,11260
2021,3,중랑구,11260690,신내2동,20710,11260
2021,3,중랑구,11260680,신내1동,38665,11260
2021,3,중랑구,11260590,상봉2동,20670,11260
2021,3,중랑구,11260580,상봉1동,24428,11260
2021,3,중랑구,11260630,묵2동,19178,11260
2021,3,중랑구,11260620,묵1동,34864,11260
2021,3,중랑구,11260565,면목본동,34497,11260
2021,3,중랑구,11260570,면목7동,22124,11260
2021,3,중랑구,11260550,면목5동,14868,11260
2021,3,중랑구,11260540,면목4동,19415,11260
2021,3,중랑구,11260575,면목38동,25346,11260
2021,3,중랑구,11260520,면목2동,24534,11260
2021,3,중랑구,11260655,망우본동,31550,11260
2021,3,중랑구,11260660,망우3동,16803,11260
2021,3,성북구,11290705,종암동,40429,11290
2021,3,성북구,11290650,정릉4동,25403,11290
2021,3,성북구,11290640,정릉3동,16222,11290
2021,3,성북구,11290630,정릉2동,23298,11290
2021,3,성북구,11290620,정릉1동,18504,11290
2021,3,성북구,11290780,장위3동,16180,11290
2021,3,성북구,11290770,장위2동,13995,11290
2021,3,성북구,11290760,장위1동,24581,11290
2021,3,성북구,11290725,월곡2동,20028,11290
2021,3,성북구,11290715,월곡1동,26680,11290
2021,3,성북구,11290600,안암동,16386,11290
2021,3,성북구,11290525,성북동,17134,11290
2021,3,성북구,11290810,석관동,36018,11290
2021,3,성북구,11290555,삼선동,23533,11290
2021,3,성북구,11290610,보문동,15736,11290
2021,3,성북구,11290575,동선동,16111,11290
2021,3,성북구,11290590,돈암2동,24134,11290
2021,3,성북구,11290580,돈암1동,14859,11290
2021,3,성북구,11290685,길음2동,16742,11290
2021,3,성북구,11290660,길음1동,35744,11290
2021,3,강북구,11305660,인수동,30784,11305
2021,3,강북구,11305645,우이동,20742,11305
2021,3,강북구,11305635,수유3동,23489,11305
2021,3,강북구,11305625,수유2동,21505,11305
2021,3,강북구,11305615,수유1동,20869,11305
2021,3,강북구,11305555,송천동,27035,11305
2021,3,강북구,11305545,송중동,30299,11305
2021,3,강북구,11305534,삼양동,23980,11305
2021,3,강북구,11305575,삼각산동,31481,11305
2021,3,강북구,11305608,번3동,17065,11305
2021,3,강북구,11305603,번2동,16020,11305
2021,3,강북구,11305595,번1동,18826,11305
2021,3,강북구,11305535,미아동,22162,11305
2021,3,도봉구,11320515,창5동,24784,11320
2021,3,도봉구,11320514,창4동,26790,11320
2021,3,도봉구,11320513,창3동,14027,11320
2021,3,도봉구,11320512,창2동,29442,11320
2021,3,도봉구,11320511,창1동,25004,11320
2021,3,도봉구,11320681,쌍문4동,18765,11320
2021,3,도봉구,11320680,쌍문3동,16675,11320
2021,3,도봉구,11320670,쌍문2동,18930,11320
2021,3,도봉구,11320660,쌍문1동,21663,11320
2021,3,도봉구,11320710,방학3동,27323,11320
2021,3,도봉구,11320700,방학2동,19906,11320
2021,3,도봉구,11320690,방학1동,29035,11320
2021,3,도봉구,11320522,도봉2동,27117,11320
2021,3,도봉구,11320521,도봉1동,21250,11320
2021,3,노원구,11350612,하계2동,22227,11350
2021,3,노원구,11350611,하계1동,27288,11350
2021,3,노원구,11350619,중계본동,24195,11350
2021,3,노원구,11350624,중계4동,20135,11350
2021,3,노원구,11350625,중계23동,34717,11350
2021,3,노원구,11350621,중계1동,27084,11350
2021,3,노원구,11350580,월계3동,30241,11350
2021,3,노원구,11350570,월계2동,27006,11350
2021,3,노원구,11350560,월계1동,22406,11350
2021,3,노원구,11350710,상계9동,20746,11350
2021,3,노원구,11350700,상계8동,22777,11350
2021,3,노원구,11350695,상계67동,32998,11350
2021,3,노원구,11350670,상계5동,24223,11350
2021,3,노원구,11350665,상계34동,26479,11350
2021,3,노원구,11350640,상계2동,20208,11350
2021,3,노원구,11350630,상계1동,38466,11350
2021,3,노원구,11350720,상계10동,18784,11350
2021,3,노원구,11350600,공릉2동,39465,11350
2021,3,노원구,11350595,공릉1동,37593,11350
2021,3,은평구,11380690,진관동,56236,11380
2021,3,은평구,11380640,증산동,15175,11380
2021,3,은평구,11380600,응암3동,24999,11380
2021,3,은평구,11380590,응암2동,27577,11380
2021,3,은평구,11380580,응암1동,33128,11380
2021,3,은평구,11380625,역촌동,46108,11380
2021,3,은평구,11380632,신사2동,20532,11380
2021,3,은평구,11380631,신사1동,27377,11380
2021,3,은평구,11380650,수색동,11445,11380
2021,3,은평구,11380530,불광2동,28046,11380
2021,3,은평구,11380520,불광1동,38996,11380
2021,3,은평구,11380570,대조동,27318,11380
2021,3,은평구,11380510,녹번동,37164,11380
2021,3,은평구,11380560,구산동,32652,11380
2021,3,은평구,11380552,갈현2동,28725,11380
2021,3,은평구,11380551,갈현1동,22483,11380
2021,3,서대문구,11410640,홍제3동,15561,11410
2021,3,서대문구,11410655,홍제2동,13871,11410
2021,3,서대문구,11410620,홍제1동,24054,11410
2021,3,서대문구,11410685,홍은2동,27386,11410
2021,3,서대문구,11410660,홍은1동,22956,11410
2021,3,서대문구,11410565,충현동,20869,11410
2021,3,서대문구,11410520,천연동,17398,11410
2021,3,서대문구,11410615,연희동,37931,11410
2021,3,서대문구,11410585,신촌동,23281,11410
2021,3,서대문구,11410555,북아현동,16401,11410
2021,3,서대문구,11410720,북가좌2동,32020,11410
2021,3,서대문구,11410710,북가좌1동,18256,11410
2021,3,서대문구,11410700,남가좌2동,30696,11410
2021,3,서대문구,11410690,남가좌1동,15735,11410
2021,3,마포구,11440680,합정동,17853,11440
2021,3,마포구,11440590,용강동,22081,11440
2021,3,마포구,11440610,염리동,17459,11440
2021,3,마포구,11440710,연남동,16085,11440
2021,3,마포구,11440555,아현동,25714,11440
2021,3,마포구,11440630,신수동,22901,11440
2021,3,마포구,11440730,성산2동,39883,11440
2021,3,마포구,11440720,성산1동,19257,11440
2021,3,마포구,11440660,서교동,26612,11440
2021,3,마포구,11440655,서강동,25574,11440
2021,3,마포구,11440740,상암동,31390,11440
2021,3,마포구,11440700,망원2동,18853,11440
2021,3,마포구,11440690,망원1동,20575,11440
2021,3,마포구,11440585,도화동,21525,11440
2021,3,마포구,11440600,대흥동,15847,11440
2021,3,마포구,11440565,공덕동,37916,11440
2021,3,양천구,11470680,신정7동,29373,11470
2021,3,양천구,11470670,신정6동,24659,11470
2021,3,양천구,11470650,신정4동,33480,11470
2021,3,양천구,11470640,신정3동,49946,11470
2021,3,양천구,11470630,신정2동,19665,11470
2021,3,양천구,11470620,신정1동,20569,11470
2021,3,양천구,11470611,신월7동,20100,11470
2021,3,양천구,11470610,신월6동,13836,11470
2021,3,양천구,11470600,신월5동,14843,11470
2021,3,양천구,11470590,신월4동,18171,11470
2021,3,양천구,11470580,신월3동,15479,11470
2021,3,양천구,11470570,신월2동,20931,11470
2021,3,양천구,11470560,신월1동,20817,11470
2021,3,양천구,11470550,목5동,41379,11470
2021,3,양천구,11470540,목4동,25669,11470
2021,3,양천구,11470530,목3동,22122,11470
2021,3,양천구,11470520,목2동,30215,11470
2021,3,양천구,11470510,목1동,31001,11470
2021,3,강서구,11500590,화곡본동,34722,11500
2021,3,강서구,11500593,화곡8동,24934,11500
2021,3,강서구,11500591,화곡6동,24998,11500
2021,3,강서구,11500570,화곡4동,20935,11500
2021,3,강서구,11500560,화곡3동,21631,11500
2021,3,강서구,11500550,화곡2동,18199,11500
2021,3,강서구,11500540,화곡1동,52945,11500
2021,3,강서구,11500615,우장산동,43248,11500
2021,3,강서구,11500510,염창동,41940,11500
2021,3,강서구,11500641,방화3동,23031,11500
2021,3,강서구,11500640,방화2동,23602,11500
2021,3,강서구,11500630,방화1동,43402,11500
2021,3,강서구,11500611,발산1동,36426,11500
2021,3,강서구,11500535,등촌3동,30947,11500
2021,3,강서구,11500530,등촌2동,20507,11500
2021,3,강서구,11500520,등촌1동,24460,11500
2021,3,강서구,11500620,공항동,31526,11500
2021,3,강서구,11500605,가양3동,15267,11500
2021,3,강서구,11500604,가양2동,14214,11500
2021,3,강서구,11500603,가양1동,34331,11500
2021,3,구로구,11530800,항동,16439,11530
2021,3,구로구,11530780,오류2동,38892,11530
2021,3,구로구,11530770,오류1동,23374,11530
2021,3,구로구,11530510,신도림동,36005,11530
2021,3,구로구,11530790,수궁동,23940,11530
2021,3,구로구,11530560,구로5동,31887,11530
2021,3,구로구,11530550,구로4동,23991,11530
2021,3,구로구,11530540,구로3동,25192,11530
2021,3,구로구,11530530,구로2동,31369,11530
2021,3,구로구,11530520,구로1동,21216,11530
2021,3,구로구,11530730,고척2동,27247,11530
2021,3,구로구,11530720,고척1동,22839,11530
2021,3,구로구,11530760,개봉3동,20648,11530
2021,3,구로구,11530750,개봉2동,31467,11530
2021,3,구로구,11530740,개봉1동,34694,11530
2021,3,구로구,11530595,가리봉동,13161,11530
2021,3,금천구,11545710,시흥5동,19861,11545
2021,3,금천구,11545700,시흥4동,21024,11545
2021,3,금천구,11545690,시흥3동,11000,11545
2021,3,금천구,11545680,시흥2동,21444,11545
2021,3,금천구,11545670,시흥1동,34625,11545
2021,3,금천구,11545640,독산4동,16876,11545
2021,3,금천구,11545630,독산3동,27713,11545
2021,3,금천구,11545620,독산2동,20275,11545
2021,3,금천구,11545610,독산1동,46113,11545
2021,3,금천구,11545510,가산동,25956,11545
2021,3,영등포구,11560515,영등포본동,23088,11560
2021,3,영등포구,11560535,영등포동,29873,11560
2021,3,영등포구,11560540,여의동,33534,11560
2021,3,영등포구,11560620,양평2동,22564,11560
2021,3,영등포구,11560610,양평1동,18393,11560
2021,3,영등포구,11560690,신길7동,20145,11560
2021,3,영등포구,11560680,신길6동,19986,11560
2021,3,영등포구,11560670,신길5동,11822,11560
2021,3,영등포구,11560660,신길4동,13068,11560
2021,3,영등포구,11560650,신길3동,17649,11560
2021,3,영등포구,11560630,신길1동,18712,11560
2021,3,영등포구,11560605,문래동,32990,11560
2021,3,영등포구,11560585,도림동,19920,11560
2021,3,영등포구,11560720,대림3동,26028,11560
2021,3,영등포구,11560710,대림2동,18370,11560
2021,3,영등포구,11560700,대림1동,17134,11560
2021,3,영등포구,11560560,당산2동,37853,11560
2021,3,영등포구,11560550,당산1동,20685,11560
2021,3,동작구,11590605,흑석동,33466,11590
2021,3,동작구,11590680,신대방2동,20074,11590
2021,3,동작구,11590670,신대방1동,25089,11590
2021,3,동작구,11590560,상도4동,29059,11590
2021,3,동작구,11590550,상도3동,24943,11590
2021,3,동작구,11590540,상도2동,28931,11590
2021,3,동작구,11590530,상도1동,45757,11590
2021,3,동작구,11590651,사당5동,14591,11590
2021,3,동작구,11590650,사당4동,14377,11590
2021,3,동작구,11590640,사당3동,24726,11590
2021,3,동작구,11590630,사당2동,28070,11590
2021,3,동작구,11590620,사당1동,23462,11590
2021,3,동작구,11590660,대방동,38605,11590
2021,3,동작구,11590520,노량진2동,12561,11590
2021,3,동작구,11590510,노량진1동,32411,11590
2021,3,관악구,11620575,행운동,29492,11620
2021,3,관악구,11620545,청림동,15328,11620
2021,3,관악구,11620595,청룡동,36458,11620
2021,3,관악구,11620615,중앙동,15606,11620
2021,3,관악구,11620725,조원동,18724,11620
2021,3,관악구,11620625,인헌동,26223,11620
2021,3,관악구,11620605,은천동,33814,11620
2021,3,관악구,11620655,신원동,18838,11620
2021,3,강남구,11620685,신사동,16307,11620
2021,3,관악구,11620685,신사동,24921,11620
2021,3,관악구,11620695,신림동,22894,11620
2021,3,관악구,11620565,성현동,29606,11620
2021,3,관악구,11620645,서원동,23317,11620
2021,3,관악구,11620665,서림동,23741,11620
2021,3,관악구,11620745,삼성동,22656,11620
2021,3,관악구,11620525,보라매동,24974,11620
2021,3,관악구,11620765,미성동,31258,11620
2021,3,관악구,11620735,대학동,24913,11620
2021,3,관악구,11620630,남현동,18390,11620
2021,3,관악구,11620715,난향동,15491,11620
2021,3,관악구,11620775,난곡동,27412,11620
2021,3,관악구,11620585,낙성대동,17516,11620
2021,3,서초구,11650540,잠원동,26995,11650
2021,3,서초구,11650652,양재2동,22272,11650
2021,3,서초구,11650651,양재1동,43631,11650
2021,3,서초구,11650531,서초4동,31112,11650
2021,3,서초구,11650530,서초3동,32804,11650
2021,3,서초구,11650520,서초2동,25919,11650
2021,3,서초구,11650510,서초1동,20806,11650
2021,3,서초구,11650590,방배본동,21032,11650
2021,3,서초구,11650621,방배4동,23753,11650
2021,3,서초구,11650620,방배3동,18957,11650
2021,3,서초구,11650610,방배2동,19775,11650
2021,3,서초구,11650600,방배1동,17078,11650
2021,3,서초구,11650550,반포본동,5761,11650
2021,3,서초구,11650581,반포4동,19735,11650
2021,3,서초구,11650580,반포3동,22229,11650
2021,3,서초구,11650570,반포2동,15847,11650
2021,3,서초구,11650560,반포1동,34559,11650
2021,3,서초구,11650660,내곡동,17780,11650
2021,3,강남구,11680565,청담동,26276,11680
2021,3,강남구,11680720,일원본동,23434,11680
2021,3,강남구,11680740,일원2동,17717,11680
2021,3,강남구,11680730,일원1동,15384,11680
2021,3,강남구,11680650,역삼2동,36379,11680
2021,3,강남구,11680640,역삼1동,36560,11680
2021,3,강남구,11680545,압구정동,26584,11680
2021,3,강남구,11680510,신사동,16307,11680
2021,3,관악구,11680510,신사동,24921,11680
2021,3,강남구,11680750,수서동,14925,11680
2021,3,강남구,11680700,세곡동,43644,11680
2021,3,강남구,11680590,삼성2동,29817,11680
2021,3,강남구,11680580,삼성1동,13265,11680
2021,3,강남구,11680656,도곡2동,33417,11680
2021,3,강남구,11680655,도곡1동,21673,11680
2021,3,강남구,11680630,대치4동,20275,11680
2021,3,강남구,11680610,대치2동,36333,11680
2021,3,강남구,11680600,대치1동,24283,11680
2021,3,강남구,11680531,논현2동,21519,11680
2021,3,강남구,11680521,논현1동,23065,11680
2021,3,강남구,11680690,개포4동,23893,11680
2021,3,강남구,11680670,개포2동,26893,11680
2021,3,강남구,11680660,개포1동,6432,11680
2021,3,송파구,11710520,풍납2동,25200,11710
2021,3,송파구,11710510,풍납1동,13673,11710
2021,3,송파구,11710646,장지동,29540,11710
2021,3,송파구,11710650,잠실본동,28604,11710
2021,3,송파구,11710720,잠실7동,9594,11710
2021,3,송파구,11710710,잠실6동,16901,11710
2021,3,송파구,11710690,잠실4동,21297,11710
2021,3,송파구,11710680,잠실3동,34577,11710
2021,3,송파구,11710670,잠실2동,35301,11710
2021,3,송파구,11710647,위례동,36877,11710
2021,3,송파구,11710566,오륜동,18087,11710
2021,3,송파구,11710570,오금동,38936,11710
2021,3,송파구,11710590,송파2동,19388,11710
2021,3,송파구,11710580,송파1동,24402,11710
2021,3,송파구,11710600,석촌동,32344,11710
2021,3,송파구,11710610,삼전동,30921,11710
2021,3,송파구,11710562,방이2동,27216,11710
2021,3,송파구,11710561,방이1동,15888,11710
2021,3,송파구,11710642,문정2동,29106,11710
2021,3,송파구,11710641,문정1동,20339,11710
2021,3,송파구,11710550,마천2동,19060,11710
2021,3,송파구,11710540,마천1동,19240,11710
2021,3,송파구,11710532,거여2동,18965,11710
2021,3,송파구,11710531,거여1동,12732,11710
2021,3,송파구,11710620,가락본동,26740,11710
2021,3,송파구,11710632,가락2동,32662,11710
2021,3,송파구,11710631,가락1동,27406,11710
2021,3,강동구,11740620,천호3동,26804,11740
2021,3,강동구,11740610,천호2동,33969,11740
2021,3,강동구,11740600,천호1동,27196,11740
2021,3,강동구,11740590,암사3동,17956,11740
2021,3,강동구,11740580,암사2동,15248,11740
2021,3,강동구,11740570,암사1동,34916,11740
2021,3,강동구,11740660,성내3동,23532,11740
2021,3,강동구,11740650,성내2동,24358,11740
2021,3,강동구,11740640,성내1동,20207,11740
2021,3,강동구,11740520,상일동,49128,11740
2021,3,강동구,11740540,명일2동,17539,11740
2021,3,강동구,11740530,명일1동,25947,11740
2021,3,강동구,11740700,둔촌2동,24847,11740
2021,3,강동구,11740685,길동,46047,11740
2021,3,강동구,11740560,고덕2동,22539,11740
2021,3,강동구,11740550,고덕1동,24919,11740
2021,3,강동구,11740515,강일동,32700,11740
2021,4,종로구,11110650,혜화동,18960,11110
2021,4,종로구,11110560,평창동,18329,11110
2021,4,종로구,11110515,청운효자동,12177,11110
2021,4,종로구,11110690,창신3동,6733,11110
2021,4,종로구,11110680,창신2동,9051,11110
2021,4,종로구,11110670,창신1동,5631,11110
2021,4,종로구,11110630,종로56가동,5476,11110
2021,4,종로구,11110615,종로1234가동,8595,11110
2021,4,종로구,11110640,이화동,7705,11110
2021,4,종로구,11110710,숭인2동,10175,11110
2021,4,종로구,11110700,숭인1동,6106,11110
2021,4,종로구,11110540,삼청동,2739,11110
2021,4,종로구,11110530,사직동,9636,11110
2021,4,종로구,11110550,부암동,9782,11110
2021,4,종로구,11110570,무악동,8297,11110
2021,4,종로구,11110580,교남동,10203,11110
2021,4,종로구,11110600,가회동,4194,11110
2021,4,중구,11140540,회현동,5432,11140
2021,4,중구,11140670,황학동,13444,11140
2021,4,중구,11140570,필동,4679,11140
2021,4,중구,11140645,청구동,13818,11140
2021,4,중구,11140680,중림동,12351,11140
2021,4,중구,11140580,장충동,5301,11140
2021,4,중구,11140605,을지로동,1914,11140
2021,4,중구,11140635,약수동,16889,11140
2021,4,중구,11140615,신당동,9095,11140
2021,4,중구,11140650,신당5동,10708,11140
2021,4,중구,11140520,소공동,3367,11140
2021,4,중구,11140550,명동,3742,11140
2021,4,중구,11140665,동화동,10433,11140
2021,4,중구,11140625,다산동,14274,11140
2021,4,중구,11140590,광희동,6340,11140
2021,4,용산구,11170510,후암동,17308,11170
2021,4,용산구,11170580,효창동,10156,11170
2021,4,용산구,11170685,한남동,22941,11170
2021,4,용산구,11170625,한강로동,23411,11170
2021,4,용산구,11170555,청파동,20076,11170
2021,4,용산구,11170660,이태원2동,10604,11170
2021,4,용산구,11170650,이태원1동,8126,11170
2021,4,용산구,11170640,이촌2동,8374,11170
2021,4,용산구,11170630,이촌1동,26632,11170
2021,4,용산구,11170570,원효로2동,13875,11170
2021,4,용산구,11170560,원효로1동,16577,11170
2021,4,용산구,11170520,용산2가동,10775,11170
2021,4,용산구,11170590,용문동,11985,11170
2021,4,용산구,11170690,서빙고동,13912,11170
2021,4,용산구,11170700,보광동,14708,11170
2021,4,용산구,11170530,남영동,7825,11170
2021,4,성동구,11200570,행당2동,23376,11200
2021,4,성동구,11200560,행당1동,14193,11200
2021,4,성동구,11200580,응봉동,15458,11200
2021,4,성동구,11200790,용답동,12568,11200
2021,4,성동구,11200535,왕십리도선동,26910,11200
2021,4,성동구,11200520,왕십리2동,16819,11200
2021,4,성동구,11200645,옥수동,26309,11200
2021,4,성동구,11200720,송정동,10915,11200
2021,4,성동구,11200690,성수2가3동,10985,11200
2021,4,성동구,11200670,성수2가1동,16279,11200
2021,4,성동구,11200660,성수1가2동,12874,11200
2021,4,성동구,11200650,성수1가1동,16814,11200
2021,4,성동구,11200550,사근동,13505,11200
2021,4,성동구,11200540,마장동,22991,11200
2021,4,성동구,11200620,금호4가동,14452,11200
2021,4,성동구,11200615,금호23가동,22909,11200
2021,4,성동구,11200590,금호1가동,15315,11200
2021,4,광진구,11215710,화양동,26034,11215
2021,4,광진구,11215770,중곡4동,28954,11215
2021,4,광진구,11215760,중곡3동,16357,11215
2021,4,광진구,11215750,중곡2동,21739,11215
2021,4,광진구,11215740,중곡1동,15862,11215
2021,4,광진구,11215847,자양4동,21296,11215
2021,4,광진구,11215840,자양3동,28330,11215
2021,4,광진구,11215830,자양2동,24930,11215
2021,4,광진구,11215820,자양1동,23134,11215
2021,4,광진구,11215780,능동,11619,11215
2021,4,광진구,11215730,군자동,21500,11215
2021,4,광진구,11215870,구의3동,28891,11215
2021,4,광진구,11215860,구의2동,27008,11215
2021,4,광진구,11215850,구의1동,22139,11215
2021,4,광진구,11215810,광장동,34834,11215
2021,4,동대문구,11230730,휘경2동,24847,11230
2021,4,동대문구,11230720,휘경1동,16105,11230
2021,4,동대문구,11230710,회기동,12727,11230
2021,4,동대문구,11230705,청량리동,19280,11230
2021,4,동대문구,11230545,제기동,26577,11230
2021,4,동대문구,11230570,전농2동,18876,11230
2021,4,동대문구,11230560,전농1동,29699,11230
2021,4,동대문구,11230660,장안2동,32791,11230
2021,4,동대문구,11230650,장안1동,38794,11230
2021,4,동대문구,11230750,이문2동,20417,11230
2021,4,동대문구,11230740,이문1동,20870,11230
2021,4,동대문구,11230536,용신동,33055,11230
2021,4,동대문구,11230610,답십리2동,28595,11230
2021,4,동대문구,11230600,답십리1동,29373,11230
2021,4,중랑구,11260610,중화2동,25315,11260
2021,4,중랑구,11260600,중화1동,19784,11260
2021,4,중랑구,11260690,신내2동,20529,11260
2021,4,중랑구,11260680,신내1동,38649,11260
2021,4,중랑구,11260590,상봉2동,20647,11260
2021,4,중랑구,11260580,상봉1동,24190,11260
2021,4,중랑구,11260630,묵2동,18946,11260
2021,4,중랑구,11260620,묵1동,34636,11260
2021,4,중랑구,11260565,면목본동,34188,11260
2021,4,중랑구,11260570,면목7동,22070,11260
2021,4,중랑구,11260550,면목5동,14897,11260
2021,4,중랑구,11260540,면목4동,19308,11260
2021,4,중랑구,11260575,면목38동,25154,11260
2021,4,중랑구,11260520,면목2동,24405,11260
2021,4,중랑구,11260655,망우본동,32469,11260
2021,4,중랑구,11260660,망우3동,16698,11260
2021,4,성북구,11290705,종암동,40325,11290
2021,4,성북구,11290650,정릉4동,25322,11290
2021,4,성북구,11290640,정릉3동,16210,11290
2021,4,성북구,11290630,정릉2동,23268,11290
2021,4,성북구,11290620,정릉1동,18377,11290
2021,4,성북구,11290780,장위3동,15980,11290
2021,4,성북구,11290770,장위2동,13953,11290
2021,4,성북구,11290760,장위1동,24511,11290
2021,4,성북구,11290725,월곡2동,19896,11290
2021,4,성북구,11290715,월곡1동,26525,11290
2021,4,성북구,11290600,안암동,16527,11290
2021,4,성북구,11290525,성북동,17026,11290
2021,4,성북구,11290810,석관동,35829,11290
2021,4,성북구,11290555,삼선동,23413,11290
2021,4,성북구,11290610,보문동,15766,11290
2021,4,성북구,11290575,동선동,16115,11290
2021,4,성북구,11290590,돈암2동,23913,11290
2021,4,성북구,11290580,돈암1동,14791,11290
2021,4,성북구,11290685,길음2동,16780,11290
2021,4,성북구,11290660,길음1동,35615,11290
2021,4,강북구,11305660,인수동,30563,11305
2021,4,강북구,11305645,우이동,20678,11305
2021,4,강북구,11305635,수유3동,23393,11305
2021,4,강북구,11305625,수유2동,21421,11305
2021,4,강북구,11305615,수유1동,20849,11305
2021,4,강북구,11305555,송천동,26801,11305
2021,4,강북구,11305545,송중동,30035,11305
2021,4,강북구,11305534,삼양동,23802,11305
2021,4,강북구,11305575,삼각산동,31470,11305
2021,4,강북구,11305608,번3동,16905,11305
2021,4,강북구,11305603,번2동,15932,11305
2021,4,강북구,11305595,번1동,18717,11305
2021,4,강북구,11305535,미아동,21997,11305
2021,4,도봉구,11320515,창5동,24709,11320
2021,4,도봉구,11320514,창4동,26583,11320
2021,4,도봉구,11320513,창3동,13923,11320
2021,4,도봉구,11320512,창2동,29337,11320
2021,4,도봉구,11320511,창1동,24827,11320
2021,4,도봉구,11320681,쌍문4동,18643,11320
2021,4,도봉구,11320680,쌍문3동,16768,11320
2021,4,도봉구,11320670,쌍문2동,18864,11320
2021,4,도봉구,11320660,쌍문1동,21658,11320
2021,4,도봉구,11320710,방학3동,27110,11320
2021,4,도봉구,11320700,방학2동,19867,11320
2021,4,도봉구,11320690,방학1동,28912,11320
2021,4,도봉구,11320522,도봉2동,26962,11320
2021,4,도봉구,11320521,도봉1동,21210,11320
2021,4,노원구,11350612,하계2동,22034,11350
2021,4,노원구,11350611,하계1동,27036,11350
2021,4,노원구,11350619,중계본동,24009,11350
2021,4,노원구,11350624,중계4동,19975,11350
2021,4,노원구,11350625,중계23동,34326,11350
2021,4,노원구,11350621,중계1동,26877,11350
2021,4,노원구,11350580,월계3동,30069,11350
2021,4,노원구,11350570,월계2동,26704,11350
2021,4,노원구,11350560,월계1동,22240,11350
2021,4,노원구,11350710,상계9동,20529,11350
2021,4,노원구,11350700,상계8동,22598,11350
2021,4,노원구,11350695,상계67동,32774,11350
2021,4,노원구,11350670,상계5동,24077,11350
2021,4,노원구,11350665,상계34동,26268,11350
2021,4,노원구,11350640,상계2동,20143,11350
2021,4,노원구,11350630,상계1동,38275,11350
2021,4,노원구,11350720,상계10동,18731,11350
