연도,분기,행정동_코드,행정동_코드_명,유사_업종_점포_수,개업_점포_수,폐업_점포_수,프랜차이즈_점포_수
2023,1,11740660,성내3동,2095,72,71,151
2023,1,11740685,길동,3137,137,90,291
2023,1,11740690,둔촌1동,25,0,0,2
2023,1,11740700,둔촌2동,1171,34,40,82
2023,2,11110515,청운효자동,936,22,14,28
2023,2,11110530,사직동,2831,86,54,194
2023,2,11110540,삼청동,757,22,14,48
2023,2,11110550,부암동,480,10,12,31
2023,2,11110560,평창동,686,24,17,39
2023,2,11110570,무악동,203,8,4,21
2023,2,11110580,교남동,389,14,10,72
2023,2,11110600,가회동,657,18,14,44
2023,2,11110615,종로1·2·3·4가동,10621,207,176,539
2023,2,11110630,종로5·6가동,2012,50,39,94
2023,2,11110640,이화동,786,29,21,139
2023,2,11110650,혜화동,1533,61,38,198
2023,2,11110670,창신1동,1781,38,40,53
2023,2,11110680,창신2동,390,9,17,23
2023,2,11110690,창신3동,188,7,6,17
2023,2,11110700,숭인1동,297,5,8,30
2023,2,11110710,숭인2동,913,31,25,71
2023,2,11140520,소공동,3121,61,71,257
2023,2,11140540,회현동,5291,76,101,242
2023,2,11140550,명동,4571,132,84,502
2023,2,11140570,필동,1243,32,27,131
2023,2,11140580,장충동,531,10,11,31
2023,2,11140590,광희동,5516,116,78,234
2023,2,11140605,을지로동,2916,65,67,126
2023,2,11140615,신당동,12106,213,240,136
2023,2,11140625,다산동,911,27,20,81
2023,2,11140635,약수동,720,28,16,65
2023,2,11140645,청구동,542,19,16,35
2023,2,11140650,신당5동,800,36,24,67
2023,2,11140665,동화동,589,17,11,40
2023,2,11140670,황학동,1443,42,37,85
2023,2,11140680,중림동,732,23,17,68
2023,2,11170510,후암동,870,35,20,46
2023,2,11170520,용산2가동,615,27,15,46
2023,2,11170530,남영동,1371,38,32,173
2023,2,11170555,청파동,1349,64,29,154
2023,2,11170560,원효로1동,1711,39,36,83
2023,2,11170570,원효로2동,924,17,17,42
2023,2,11170580,효창동,359,16,9,24
2023,2,11170590,용문동,569,14,12,40
2023,2,11170625,한강로동,5352,142,116,332
2023,2,11170630,이촌1동,874,15,13,73
2023,2,11170640,이촌2동,321,5,5,19
2023,2,11170650,이태원1동,1683,43,31,94
2023,2,11170660,이태원2동,872,29,21,46
2023,2,11170685,한남동,2435,79,46,128
2023,2,11170690,서빙고동,381,7,9,27
2023,2,11170700,보광동,769,25,22,47
2023,2,11200520,왕십리2동,604,28,19,56
2023,2,11200535,왕십리도선동,2072,79,57,211
2023,2,11200540,마장동,2441,49,32,59
2023,2,11200550,사근동,875,16,23,184
2023,2,11200560,행당1동,1263,53,34,156
2023,2,11200570,행당2동,573,17,10,75
2023,2,11200580,응봉동,303,4,7,20
2023,2,11200590,금호1가동,476,17,9,46
2023,2,11200615,금호2·3가동,914,28,20,83
2023,2,11200620,금호4가동,603,21,11,62
2023,2,11200645,옥수동,905,30,21,86
2023,2,11200650,성수1가1동,1149,33,29,72
2023,2,11200660,성수1가2동,2113,92,37,126
2023,2,11200670,성수2가1동,1615,48,55,100
2023,2,11200690,성수2가3동,3252,105,73,235
2023,2,11200720,송정동,467,15,14,17
2023,2,11200790,용답동,1280,39,33,69
2023,2,11215710,화양동,2540,112,79,397
2023,2,11215730,군자동,1510,56,46,154
2023,2,11215740,중곡1동,1264,57,55,75
2023,2,11215750,중곡2동,1270,41,35,88
2023,2,11215760,중곡3동,951,28,38,87
2023,2,11215770,중곡4동,1142,53,32,80
2023,2,11215780,능동,707,23,16,79
2023,2,11215810,광장동,1219,34,30,127
2023,2,11215820,자양1동,1379,61,44,135
2023,2,11215830,자양2동,1098,31,31,85
2023,2,11215840,자양3동,1423,49,34,131
2023,2,11215847,자양4동,1613,71,52,117
2023,2,11215850,구의1동,1583,54,53,151
2023,2,11215860,구의2동,1088,36,27,104
2023,2,11215870,구의3동,2586,63,65,229
2023,2,11230536,용신동,2887,88,82,211
2023,2,11230545,제기동,3196,70,69,76
2023,2,11230560,전농1동,2145,62,52,202
2023,2,11230570,전농2동,704,33,26,92
2023,2,11230600,답십리1동,1299,48,39,126
2023,2,11230610,답십리2동,1765,34,40,100
2023,2,11230650,장안1동,2921,87,74,229
2023,2,11230660,장안2동,2243,58,70,242
2023,2,11230705,청량리동,1194,47,37,67
2023,2,11230710,회기동,1084,42,38,151
2023,2,11230720,휘경1동,803,41,28,79
2023,2,11230730,휘경2동,631,23,29,72
2023,2,11230740,이문1동,1014,29,25,123
2023,2,11230750,이문2동,513,19,16,40
2023,2,11260520,면목2동,1169,45,48,65
2023,2,11260540,면목4동,639,24,20,52
2023,2,11260550,면목5동,499,13,23,42
2023,2,11260565,면목본동,1774,66,47,129
2023,2,11260570,면목7동,1082,30,22,75
2023,2,11260575,면목3·8동,1506,47,46,132
2023,2,11260580,상봉1동,968,33,29,93
2023,2,11260590,상봉2동,1795,73,60,178
2023,2,11260600,중화1동,685,21,29,48
2023,2,11260610,중화2동,1353,37,57,107
2023,2,11260620,묵1동,1185,40,45,123
2023,2,11260630,묵2동,987,40,34,59
2023,2,11260655,망우본동,2018,83,60,200
2023,2,11260660,망우3동,588,12,13,46
2023,2,11260680,신내1동,1418,43,30,169
2023,2,11260690,신내2동,805,74,20,91
2023,2,11290525,성북동,1055,30,23,65
2023,2,11290555,삼선동,1597,51,36,115
2023,2,11290575,동선동,1978,77,73,275
2023,2,11290580,돈암1동,405,14,17,23
2023,2,11290590,돈암2동,517,19,20,42
2023,2,11290600,안암동,1189,41,41,197
2023,2,11290610,보문동,822,34,29,60
2023,2,11290620,정릉1동,633,16,13,55
2023,2,11290630,정릉2동,747,18,22,78
2023,2,11290640,정릉3동,521,14,14,39
2023,2,11290650,정릉4동,761,22,28,68
2023,2,11290660,길음1동,1053,32,27,118
2023,2,11290685,길음2동,1287,39,41,129
2023,2,11290705,종암동,1468,40,40,153
2023,2,11290715,월곡1동,995,44,32,101
2023,2,11290725,월곡2동,1169,38,31,134
2023,2,11290760,장위1동,769,23,22,69
2023,2,11290770,장위2동,764,12,24,34
2023,2,11290780,장위3동,484,11,16,55
2023,2,11290810,석관동,1526,51,41,134
2023,2,11305534,삼양동,728,29,22,65
2023,2,11305535,미아동,1345,47,61,108
2023,2,11305545,송중동,1935,76,58,200
2023,2,11305555,송천동,1452,44,49,133
2023,2,11305575,삼각산동,800,32,24,85
2023,2,11305595,번1동,1438,59,41,126
2023,2,11305603,번2동,356,9,12,21
2023,2,11305608,번3동,430,15,6,55
2023,2,11305615,수유1동,1134,38,25,80
2023,2,11305625,수유2동,918,42,34,65
2023,2,11305635,수유3동,2280,108,86,246
2023,2,11305645,우이동,878,33,22,70
2023,2,11305660,인수동,1070,30,36,72
2023,2,11320511,창1동,837,25,17,78
2023,2,11320512,창2동,937,26,26,70
2023,2,11320513,창3동,640,24,30,47
2023,2,11320514,창4동,1022,32,25,113
2023,2,11320515,창5동,1214,34,37,158
2023,2,11320521,도봉1동,1164,38,33,96
2023,2,11320522,도봉2동,942,30,30,49
2023,2,11320660,쌍문1동,603,15,11,47
2023,2,11320670,쌍문2동,975,27,28,104
2023,2,11320680,쌍문3동,804,26,22,69
2023,2,11320681,쌍문4동,483,8,12,52
2023,2,11320690,방학1동,1909,56,61,203
2023,2,11320700,방학2동,834,32,43,47
2023,2,11320710,방학3동,583,25,18,52
2023,2,11350560,월계1동,1099,26,18,152
2023,2,11350570,월계2동,550,21,11,53
2023,2,11350580,월계3동,719,21,22,84
2023,2,11350595,공릉1동,2339,102,77,232
2023,2,11350600,공릉2동,1501,54,62,220
2023,2,11350611,하계1동,897,33,24,100
2023,2,11350612,하계2동,327,13,6,29
2023,2,11350619,중계본동,1273,38,37,116
2023,2,11350621,중계1동,1040,27,34,140
2023,2,11350624,중계4동,913,31,24,89
2023,2,11350625,중계2·3동,1274,37,35,120
2023,2,11350630,상계1동,1549,35,36,163
2023,2,11350640,상계2동,2838,89,70,300
2023,2,11350665,상계3·4동,977,23,21,46
2023,2,11350670,상계5동,1350,52,41,94
2023,2,11350695,상계6·7동,1707,72,63,193
2023,2,11350700,상계8동,449,14,13,46
2023,2,11350710,상계9동,486,9,10,48
2023,2,11350720,상계10동,383,11,1,38
2023,2,11380510,녹번동,1462,52,47,136
2023,2,11380520,불광1동,1415,47,41,139
2023,2,11380530,불광2동,1119,31,26,61
2023,2,11380551,갈현1동,1327,35,56,134
2023,2,11380552,갈현2동,1538,58,51,157
2023,2,11380560,구산동,944,33,21,82
2023,2,11380570,대조동,2453,82,62,206
2023,2,11380580,응암1동,1615,55,48,192
2023,2,11380590,응암2동,724,33,33,60
2023,2,11380600,응암3동,1574,49,72,123
2023,2,11380625,역촌동,2109,68,65,215
2023,2,11380631,신사1동,1052,37,39,104
2023,2,11380632,신사2동,597,22,23,41
2023,2,11380640,증산동,729,21,17,51
2023,2,11380650,수색동,464,30,16,31
2023,2,11380690,진관동,2239,65,58,319
2023,2,11410520,천연동,666,17,18,59
2023,2,11410555,북아현동,706,17,20,67
2023,2,11410565,충현동,1259,38,32,116
2023,2,11410585,신촌동,3971,164,112,499
2023,2,11410615,연희동,2036,71,52,137
2023,2,11410620,홍제1동,822,36,25,102
2023,2,11410640,홍제3동,894,32,22,81
2023,2,11410655,홍제2동,479,13,11,48
2023,2,11410660,홍은1동,764,26,23,62
2023,2,11410685,홍은2동,941,45,26,105
2023,2,11410690,남가좌1동,646,26,15,79
2023,2,11410700,남가좌2동,1287,35,43,152
2023,2,11410710,북가좌1동,486,12,18,58
2023,2,11410720,북가좌2동,1211,47,41,134
2023,2,11440555,아현동,1384,37,31,139
2023,2,11440565,공덕동,1963,53,56,159
2023,2,11440585,도화동,1554,38,35,160
2023,2,11440590,용강동,1805,67,46,167
2023,2,11440600,대흥동,1423,55,32,156
2023,2,11440610,염리동,760,29,20,85
2023,2,11440630,신수동,1080,48,45,75
2023,2,11440655,서강동,1805,75,60,142
2023,2,11440660,서교동,8824,385,251,766
2023,2,11440680,합정동,2071,84,68,143
2023,2,11440690,망원1동,1871,81,51,118
2023,2,11440700,망원2동,1236,44,46,90
2023,2,11440710,연남동,2390,131,74,88
2023,2,11440720,성산1동,1174,57,40,78
2023,2,11440730,성산2동,1550,48,38,154
2023,2,11440740,상암동,2081,80,59,338
2023,2,11470510,목1동,3091,92,90,364
2023,2,11470520,목2동,1100,36,35,93
2023,2,11470530,목3동,1146,25,32,99
2023,2,11470540,목4동,1289,37,47,125
2023,2,11470550,목5동,1713,41,46,186
2023,2,11470560,신월1동,1142,35,52,76
2023,2,11470570,신월2동,685,24,19,51
2023,2,11470580,신월3동,582,22,20,51
2023,2,11470590,신월4동,758,23,22,70
2023,2,11470600,신월5동,647,25,25,67
2023,2,11470610,신월6동,580,34,24,56
2023,2,11470611,신월7동,746,19,15,53
2023,2,11470620,신정1동,1143,36,33,114
2023,2,11470630,신정2동,1041,22,24,103
2023,2,11470640,신정3동,1240,27,39,160
2023,2,11470650,신정4동,2640,98,87,195
2023,2,11470670,신정6동,712,20,19,69
2023,2,11470680,신정7동,920,26,25,119
2023,2,11500510,염창동,1548,56,33,198
2023,2,11500520,등촌1동,1541,72,44,184
2023,2,11500530,등촌2동,609,19,12,60
2023,2,11500535,등촌3동,2115,78,65,217
2023,2,11500540,화곡1동,2560,123,95,257
2023,2,11500550,화곡2동,660,26,27,47
2023,2,11500560,화곡3동,1096,41,30,138
2023,2,11500570,화곡4동,1211,40,46,94
2023,2,11500590,화곡본동,1259,58,54,115
2023,2,11500591,화곡6동,1444,57,61,159
2023,2,11500593,화곡8동,1113,35,31,120
2023,2,11500603,가양1동,5340,250,179,604
2023,2,11500604,가양2동,474,14,10,56
2023,2,11500605,가양3동,386,7,5,34
2023,2,11500611,발산1동,4015,174,121,337
2023,2,11500615,우장산동,1465,52,47,148
2023,2,11500620,공항동,1498,42,44,155
2023,2,11500630,방화1동,2187,69,81,228
2023,2,11500640,방화2동,1692,55,60,142
2023,2,11500641,방화3동,583,17,13,57
2023,2,11530510,신도림동,2011,49,43,227
2023,2,11530520,구로1동,576,17,16,57
2023,2,11530530,구로2동,5111,75,68,132
2023,2,11530540,구로3동,4123,139,117,476
2023,2,11530550,구로4동,1740,65,74,95
2023,2,11530560,구로5동,3004,94,72,254
2023,2,11530595,가리봉동,831,31,40,27
2023,2,11530720,고척1동,1472,53,47,175
2023,2,11530730,고척2동,1134,38,42,90
2023,2,11530740,개봉1동,1354,42,46,128
2023,2,11530750,개봉2동,850,26,27,106
2023,2,11530760,개봉3동,762,23,23,74
2023,2,11530770,오류1동,994,53,25,79
2023,2,11530780,오류2동,1185,45,27,138
2023,2,11530790,수궁동,746,17,24,70
2023,2,11530800,항동,436,19,7,74
2023,2,11545510,가산동,8892,474,184,666
2023,2,11545610,독산1동,2705,84,70,296
2023,2,11545620,독산2동,796,29,34,84
2023,2,11545630,독산3동,1446,64,50,96
2023,2,11545640,독산4동,716,23,15,72
2023,2,11545670,시흥1동,2351,75,93,235
2023,2,11545680,시흥2동,423,14,12,34
2023,2,11545690,시흥3동,1020,21,21,33
2023,2,11545700,시흥4동,497,13,14,36
2023,2,11545710,시흥5동,818,16,24,78
2023,2,11560515,영등포본동,1447,29,30,130
2023,2,11560535,영등포동,4282,134,121,423
2023,2,11560540,여의동,5848,189,122,622
2023,2,11560550,당산1동,2745,113,68,197
2023,2,11560560,당산2동,1974,53,51,211
2023,2,11560585,도림동,783,30,17,53
2023,2,11560605,문래동,2923,116,90,228
2023,2,11560610,양평1동,1337,50,45,114
2023,2,11560620,양평2동,1594,69,35,129
2023,2,11560630,신길1동,901,29,30,69
2023,2,11560650,신길3동,777,15,19,52
2023,2,11560660,신길4동,385,13,13,49
2023,2,11560670,신길5동,339,6,16,32
2023,2,11560680,신길6동,1058,24,39,88
2023,2,11560690,신길7동,578,22,21,60
2023,2,11560700,대림1동,849,41,33,75
2023,2,11560710,대림2동,1389,69,60,56
2023,2,11560720,대림3동,1588,50,49,84
2023,2,11590510,노량진1동,1615,45,51,199
2023,2,11590520,노량진2동,1583,26,36,59
2023,2,11590530,상도1동,1645,70,39,234
2023,2,11590540,상도2동,1212,30,38,126
2023,2,11590550,상도3동,799,29,32,64
2023,2,11590560,상도4동,836,35,28,73
2023,2,11590605,흑석동,1360,33,33,171
2023,2,11590620,사당1동,1629,75,54,132
2023,2,11590630,사당2동,1587,59,77,168
2023,2,11590640,사당3동,794,27,12,70
2023,2,11590650,사당4동,596,19,11,60
2023,2,11590651,사당5동,388,18,10,37
2023,2,11590660,대방동,1518,48,39,159
2023,2,11590670,신대방1동,887,30,19,65
2023,2,11590680,신대방2동,1138,56,34,143
2023,2,11620525,보라매동,1366,42,52,112
2023,2,11620545,청림동,436,16,15,43
2023,2,11620565,성현동,681,23,19,57
2023,2,11620575,행운동,1387,44,39,137
2023,2,11620585,낙성대동,1354,49,43,177
2023,2,11620595,청룡동,1974,89,57,228
2023,2,11620605,은천동,1339,47,41,134
2023,2,11620615,중앙동,952,40,32,111
2023,2,11620625,인헌동,1008,43,31,96
2023,2,11620630,남현동,873,38,21,103
2023,2,11620645,서원동,1370,58,40,221
2023,2,11620655,신원동,762,34,27,53
2023,2,11620665,서림동,759,36,24,74
2023,2,11620685,신사동,1200,49,48,104
2023,2,11620695,신림동,1836,84,59,179
2023,2,11620715,난향동,331,7,6,24
2023,2,11620725,조원동,1349,47,28,110
2023,2,11620735,대학동,1260,48,37,146
2023,2,11620745,삼성동,625,13,19,23
2023,2,11620765,미성동,1177,37,33,111
2023,2,11620775,난곡동,671,25,20,69
2023,2,11650510,서초1동,3274,93,48,220
2023,2,11650520,서초2동,4164,118,93,270
2023,2,11650530,서초3동,7266,196,169,384
2023,2,11650531,서초4동,3332,96,73,229
2023,2,11650540,잠원동,1992,70,51,131
2023,2,11650550,반포본동,425,3,11,12
2023,2,11650560,반포1동,1828,67,38,128
2023,2,11650570,반포2동,374,17,8,26
2023,2,11650580,반포3동,1232,24,38,78
2023,2,11650581,반포4동,3534,62,52,305
2023,2,11650590,방배본동,1426,42,25,87
2023,2,11650600,방배1동,1407,34,30,148
2023,2,11650610,방배2동,1516,43,41,126
2023,2,11650620,방배3동,741,27,7,51
2023,2,11650621,방배4동,1974,56,48,124
2023,2,11650651,양재1동,2939,92,65,250
2023,2,11650652,양재2동,3738,105,65,212
2023,2,11650660,내곡동,931,23,23,52
2023,2,11680510,신사동,4391,195,122,282
2023,2,11680521,논현1동,4567,135,115,313
2023,2,11680531,논현2동,4922,173,142,357
2023,2,11680545,압구정동,4598,158,95,246
2023,2,11680565,청담동,4638,129,97,195
2023,2,11680580,삼성1동,3981,113,89,302
2023,2,11680590,삼성2동,3290,111,80,222
2023,2,11680600,대치1동,1200,24,23,110
2023,2,11680610,대치2동,3237,73,70,243
2023,2,11680630,대치4동,4291,184,119,398
2023,2,11680640,역삼1동,12250,403,300,948
2023,2,11680650,역삼2동,3443,122,88,226
2023,2,11680655,도곡1동,1404,33,31,115
2023,2,11680656,도곡2동,1618,45,38,105
2023,2,11680660,개포1동,189,10,2,6
2023,2,11680670,개포2동,996,64,25,101
2023,2,11680690,개포4동,1583,72,42,96
2023,2,11680700,세곡동,1415,52,38,165
2023,2,11680720,일원본동,485,14,12,45
2023,2,11680730,일원1동,785,24,21,81
2023,2,11680740,일원2동,481,17,12,37
2023,2,11680750,수서동,915,17,24,121
2023,2,11710510,풍납1동,511,9,16,35
2023,2,11710520,풍납2동,936,29,21,75
2023,2,11710531,거여1동,639,26,23,54
2023,2,11710532,거여2동,773,37,21,86
2023,2,11710540,마천1동,695,24,14,41
2023,2,11710550,마천2동,1015,32,27,75
2023,2,11710561,방이1동,1289,30,26,120
2023,2,11710562,방이2동,2760,110,99,255
2023,2,11710566,오륜동,512,11,8,58
2023,2,11710570,오금동,1878,60,47,134
2023,2,11710580,송파1동,2041,89,62,178
2023,2,11710590,송파2동,929,33,31,99
2023,2,11710600,석촌동,2682,93,103,245
2023,2,11710610,삼전동,1746,59,49,172
2023,2,11710620,가락본동,2751,121,91,235
2023,2,11710631,가락1동,3637,43,29,67
2023,2,11710632,가락2동,1719,67,43,155
2023,2,11710641,문정1동,1247,49,39,96
2023,2,11710642,문정2동,6479,189,153,520
2023,2,11710646,장지동,1057,31,35,95
2023,2,11710647,위례동,1076,63,37,178
2023,2,11710650,잠실본동,3171,111,101,375
2023,2,11710670,잠실2동,988,30,25,111
2023,2,11710680,잠실3동,1837,62,39,162
2023,2,11710690,잠실4동,421,10,9,48
2023,2,11710710,잠실6동,1983,50,49,220
2023,2,11710720,잠실7동,215,3,1,13
2023,2,11740515,강일동,949,55,35,146
2023,2,11740520,상일동,989,35,26,109
2023,2,11740530,명일1동,1819,104,61,169
2023,2,11740540,명일2동,1176,31,29,158
2023,2,11740550,고덕1동,637,26,22,76
2023,2,11740560,고덕2동,886,38,32,110
2023,2,11740570,암사1동,1446,43,40,119
2023,2,11740580,암사2동,732,22,15,80
2023,2,11740590,암사3동,625,30,22,50
2023,2,11740600,천호1동,1231,77,41,122
2023,2,11740610,천호2동,3427,86,78,295
2023,2,11740620,천호3동,1610,62,50,149
2023,2,11740640,성내1동,1372,44,39,120
2023,2,11740650,성내2동,1534,69,53,120
2023,2,11740660,성내3동,2092,59,62,153
2023,2,11740685,길동,3152,114,99,286
2023,2,11740690,둔촌1동,25,0,0,2
2023,2,11740700,둔촌2동,1173,32,30,84
2023,3,11110515,청운효자동,953,29,12,28
2023,3,11110530,사직동,2830,62,63,195
2023,3,11110540,삼청동,748,18,27,45
2023,3,11110550,부암동,484,15,11,30
2023,3,11110560,평창동,691,22,17,39
2023,3,11110570,무악동,200,4,7,21
2023,3,11110580,교남동,389,8,8,74
2023,3,11110600,가회동,653,17,21,44
2023,3,11110615,종로1·2·3·4가동,10634,194,181,533
2023,3,11110630,종로5·6가동,2019,52,45,94
2023,3,11110640,이화동,798,27,15,141
2023,3,11110650,혜화동,1542,52,43,201
2023,3,11110670,창신1동,1749,30,62,51
2023,3,11110680,창신2동,394,17,13,24
2023,3,11110690,창신3동,188,3,3,16
2023,3,11110700,숭인1동,303,9,3,31
2023,3,11110710,숭인2동,921,36,28,73
2023,3,11140520,소공동,3119,69,71,257
2023,3,11140540,회현동,5239,71,123,240
2023,3,11140550,명동,4635,146,82,511
2023,3,11140570,필동,1258,45,30,132
2023,3,11140580,장충동,537,18,12,34
2023,3,11140590,광희동,5532,137,121,234
2023,3,11140605,을지로동,2929,78,65,123
2023,3,11140615,신당동,12075,286,317,129
2023,3,11140625,다산동,917,27,21,78
2023,3,11140635,약수동,732,27,15,67
2023,3,11140645,청구동,541,15,16,35
2023,3,11140650,신당5동,790,21,31,68
2023,3,11140665,동화동,587,15,17,37
2023,3,11140670,황학동,1434,26,35,82
2023,3,11140680,중림동,731,16,17,70
2023,3,11170510,후암동,888,38,20,49
2023,3,11170520,용산2가동,622,29,22,49
2023,3,11170530,남영동,1369,24,26,168
2023,3,11170555,청파동,1380,74,43,164
2023,3,11170560,원효로1동,1708,31,34,87
2023,3,11170570,원효로2동,926,17,15,42
2023,3,11170580,효창동,367,19,11,25
2023,3,11170590,용문동,577,21,13,40
2023,3,11170625,한강로동,5361,121,112,341
2023,3,11170630,이촌1동,874,20,20,72
2023,3,11170640,이촌2동,328,10,3,20
2023,3,11170650,이태원1동,1677,50,56,94
2023,3,11170660,이태원2동,875,22,19,42
2023,3,11170685,한남동,2453,74,56,128
2023,3,11170690,서빙고동,382,8,7,28
2023,3,11170700,보광동,772,25,22,47
2023,3,11200520,왕십리2동,607,22,19,57
2023,3,11200535,왕십리도선동,2070,54,56,213
2023,3,11200540,마장동,2439,41,43,56
2023,3,11200550,사근동,883,26,18,182
2023,3,11200560,행당1동,1271,45,37,152
2023,3,11200570,행당2동,570,14,17,74
2023,3,11200580,응봉동,308,9,4,21
2023,3,11200590,금호1가동,482,20,14,42
2023,3,11200615,금호2·3가동,925,29,18,84
2023,3,11200620,금호4가동,608,18,13,64
2023,3,11200645,옥수동,912,18,11,86
2023,3,11200650,성수1가1동,1158,37,28,76
2023,3,11200660,성수1가2동,2140,80,53,123
2023,3,11200670,성수2가1동,1611,63,67,97
2023,3,11200690,성수2가3동,3289,124,87,229
2023,3,11200720,송정동,483,30,14,17
2023,3,11200790,용답동,1285,38,33,70
2023,3,11215710,화양동,2532,90,98,386
2023,3,11215730,군자동,1493,38,55,152
2023,3,11215740,중곡1동,1263,39,40,73
2023,3,11215750,중곡2동,1272,44,42,85
2023,3,11215760,중곡3동,937,22,36,84
2023,3,11215770,중곡4동,1164,54,32,81
2023,3,11215780,능동,716,30,21,78
2023,3,11215810,광장동,1229,42,32,132
2023,3,11215820,자양1동,1374,43,48,135
2023,3,11215830,자양2동,1113,43,28,85
2023,3,11215840,자양3동,1427,40,36,130
2023,3,11215847,자양4동,1620,62,55,118
2023,3,11215850,구의1동,1591,49,41,150
2023,3,11215860,구의2동,1096,46,38,102
2023,3,11215870,구의3동,2595,66,57,233
2023,3,11230536,용신동,2910,87,64,215
2023,3,11230545,제기동,3190,64,70,75
2023,3,11230560,전농1동,2157,72,60,200
2023,3,11230570,전농2동,711,24,17,94
2023,3,11230600,답십리1동,1302,41,38,126
2023,3,11230610,답십리2동,1757,35,43,106
2023,3,11230650,장안1동,2930,84,75,232
2023,3,11230660,장안2동,2246,70,67,235
2023,3,11230705,청량리동,1212,45,27,67
2023,3,11230710,회기동,1080,35,39,153
2023,3,11230720,휘경1동,813,32,22,77
2023,3,11230730,휘경2동,640,21,12,74
2023,3,11230740,이문1동,1028,37,23,128
2023,3,11230750,이문2동,515,13,11,39
2023,3,11260520,면목2동,1171,43,41,67
2023,3,11260540,면목4동,635,29,33,51
2023,3,11260550,면목5동,494,15,20,40
2023,3,11260565,면목본동,1771,66,69,128
2023,3,11260570,면목7동,1069,24,37,72
2023,3,11260575,면목3·8동,1509,56,53,128
2023,3,11260580,상봉1동,968,32,32,95
2023,3,11260590,상봉2동,1824,86,57,178
2023,3,11260600,중화1동,695,21,11,49
2023,3,11260610,중화2동,1353,48,48,107
2023,3,11260620,묵1동,1210,53,28,123
2023,3,11260630,묵2동,990,40,37,57
2023,3,11260655,망우본동,2036,66,48,199
2023,3,11260660,망우3동,581,16,23,47
2023,3,11260680,신내1동,1414,33,37,169
2023,3,11260690,신내2동,884,99,20,93
2023,3,11290525,성북동,1073,41,23,66
2023,3,11290555,삼선동,1598,53,52,118
2023,3,11290575,동선동,1992,77,63,271
2023,3,11290580,돈암1동,407,10,8,24
2023,3,11290590,돈암2동,524,17,10,45
2023,3,11290600,안암동,1201,55,43,199
2023,3,11290610,보문동,824,32,30,59
2023,3,11290620,정릉1동,637,23,19,56
2023,3,11290630,정릉2동,750,15,12,77
2023,3,11290640,정릉3동,519,11,13,39
2023,3,11290650,정릉4동,768,24,17,67
2023,3,11290660,길음1동,1045,22,30,117
2023,3,11290685,길음2동,1297,69,59,126
2023,3,11290705,종암동,1459,34,43,152
2023,3,11290715,월곡1동,992,21,24,100
2023,3,11290725,월곡2동,1169,32,32,138
2023,3,11290760,장위1동,778,21,12,70
2023,3,11290770,장위2동,750,9,23,34
2023,3,11290780,장위3동,489,17,12,57
2023,3,11290810,석관동,1511,27,42,131
2023,3,11305534,삼양동,725,18,21,65
2023,3,11305535,미아동,1345,42,42,104
2023,3,11305545,송중동,1934,67,68,198
2023,3,11305555,송천동,1433,26,45,130
2023,3,11305575,삼각산동,835,56,21,84
2023,3,11305595,번1동,1451,49,36,128
2023,3,11305603,번2동,352,8,12,20
2023,3,11305608,번3동,433,14,11,54
2023,3,11305615,수유1동,1137,36,33,75
2023,3,11305625,수유2동,928,26,16,68
2023,3,11305635,수유3동,2278,92,94,240
2023,3,11305645,우이동,880,27,25,68
2023,3,11305660,인수동,1079,37,28,74
2023,3,11320511,창1동,839,28,26,78
2023,3,11320512,창2동,942,33,28,68
2023,3,11320513,창3동,639,24,25,47
2023,3,11320514,창4동,1049,45,18,119
2023,3,11320515,창5동,1220,48,42,155
2023,3,11320521,도봉1동,1167,32,29,100
2023,3,11320522,도봉2동,954,33,21,51
2023,3,11320660,쌍문1동,600,15,18,49
2023,3,11320670,쌍문2동,986,35,24,105
2023,3,11320680,쌍문3동,807,19,16,68
2023,3,11320681,쌍문4동,490,16,9,52
2023,3,11320690,방학1동,1904,48,53,204
2023,3,11320700,방학2동,831,23,26,48
2023,3,11320710,방학3동,576,15,22,53
2023,3,11350560,월계1동,1098,29,30,150
2023,3,11350570,월계2동,551,19,18,53
2023,3,11350580,월계3동,723,18,14,84
2023,3,11350595,공릉1동,2367,90,62,235
2023,3,11350600,공릉2동,1520,69,50,216
2023,3,11350611,하계1동,900,35,32,101
2023,3,11350612,하계2동,324,7,10,28
2023,3,11350619,중계본동,1266,31,38,116
2023,3,11350621,중계1동,1046,26,20,142
2023,3,11350624,중계4동,923,38,28,90
2023,3,11350625,중계2·3동,1296,51,29,120
2023,3,11350630,상계1동,1549,41,41,159
2023,3,11350640,상계2동,2851,108,95,292
2023,3,11350665,상계3·4동,988,45,34,49
2023,3,11350670,상계5동,1357,43,36,95
2023,3,11350695,상계6·7동,1716,60,51,191
2023,3,11350700,상계8동,461,24,12,47
2023,3,11350710,상계9동,487,15,14,47
2023,3,11350720,상계10동,388,14,9,38
2023,3,11380510,녹번동,1455,30,37,130
2023,3,11380520,불광1동,1425,56,46,139
2023,3,11380530,불광2동,1133,37,23,62
2023,3,11380551,갈현1동,1313,39,53,135
2023,3,11380552,갈현2동,1531,46,53,156
2023,3,11380560,구산동,941,28,31,82
2023,3,11380570,대조동,2429,58,82,205
2023,3,11380580,응암1동,1631,58,42,198
2023,3,11380590,응암2동,731,38,31,60
2023,3,11380600,응암3동,1588,42,28,125
