연도,분기,행정동_코드,행정동_코드_명,당월_매출_금액
2020,1,11545620,독산2동,42227726
2020,1,11545620,독산2동,5037727507
2020,1,11545620,독산2동,143594756
2020,1,11545620,독산2동,63965586
2020,1,11545620,독산2동,9493194
2020,1,11545620,독산2동,2401169899
2020,1,11545620,독산2동,34670371
2020,1,11545620,독산2동,161713216
2020,1,11545620,독산2동,35254394
2020,1,11545620,독산2동,17439942
2020,1,11545620,독산2동,41914029
2020,1,11545620,독산2동,34043826
2020,1,11545620,독산2동,16869956
2020,1,11545630,독산3동,4093406307
2020,1,11545630,독산3동,432157747
2020,1,11545630,독산3동,450312228
2020,1,11545630,독산3동,120765231
2020,1,11545630,독산3동,170906579
2020,1,11545630,독산3동,202043340
2020,1,11545630,독산3동,142778988
2020,1,11545630,독산3동,30483854
2020,1,11545630,독산3동,144654954
2020,1,11545630,독산3동,13355932
2020,1,11545630,독산3동,12213605
2020,1,11545630,독산3동,1782611179
2020,1,11545630,독산3동,1497441509
2020,1,11545630,독산3동,337198594
2020,1,11545630,독산3동,50852529
2020,1,11545630,독산3동,5269532
2020,1,11545630,독산3동,347220788
2020,1,11545630,독산3동,1040660836
2020,1,11545630,독산3동,8526745
2020,1,11545630,독산3동,244579250
2020,1,11545630,독산3동,17475728
2020,1,11545630,독산3동,4456029
2020,1,11545630,독산3동,55557486
2020,1,11545630,독산3동,292473595
2020,1,11545630,독산3동,3296437642
2020,1,11545630,독산3동,1619169226
2020,1,11545630,독산3동,12953668
2020,1,11545630,독산3동,15654043
2020,1,11545630,독산3동,4002088444
2020,1,11545630,독산3동,323456463
2020,1,11545630,독산3동,157306812
2020,1,11545630,독산3동,1234700541
2020,1,11545630,독산3동,532686424
2020,1,11545630,독산3동,27142828
2020,1,11545630,독산3동,56363225
2020,1,11545630,독산3동,2807214247
2020,1,11545630,독산3동,41215947
2020,1,11545630,독산3동,19940385
2020,1,11545630,독산3동,5461067
2020,1,11545630,독산3동,577351558
2020,1,11545630,독산3동,22331862
2020,1,11545630,독산3동,121111400
2020,1,11545630,독산3동,1680536344
2020,1,11545630,독산3동,47683005
2020,1,11545630,독산3동,45635136
2020,1,11545630,독산3동,10980340
2020,1,11545640,독산4동,3106296337
2020,1,11545640,독산4동,51928546
2020,1,11545640,독산4동,154765021
2020,1,11545640,독산4동,117552556
2020,1,11545640,독산4동,367112944
2020,1,11545640,독산4동,219408608
2020,1,11545640,독산4동,800835151
2020,1,11545640,독산4동,65054384
2020,1,11545640,독산4동,418393053
2020,1,11545640,독산4동,4589147
2020,1,11545640,독산4동,4972577
2020,1,11545640,독산4동,263010967
2020,1,11545640,독산4동,189205221
2020,1,11545640,독산4동,20315696
2020,1,11545640,독산4동,393481412
2020,1,11545640,독산4동,63530612
2020,1,11545640,독산4동,711110371
2020,1,11545640,독산4동,255562337
2020,1,11545640,독산4동,2222222
2020,1,11545640,독산4동,124408742
2020,1,11545640,독산4동,620095323
2020,1,11545640,독산4동,2529954307
2020,1,11545640,독산4동,1882378715
2020,1,11545640,독산4동,1731746103
2020,1,11545640,독산4동,75913583
2020,1,11545640,독산4동,182949326
2020,1,11545640,독산4동,7075228
2020,1,11545640,독산4동,355708070
2020,1,11545640,독산4동,31490000
2020,1,11545640,독산4동,115146833
2020,1,11545640,독산4동,102787347
2020,1,11545640,독산4동,14223299
2020,1,11545640,독산4동,211593144
2020,1,11545640,독산4동,7988685
2020,1,11545640,독산4동,853969
2020,1,11545670,시흥1동,10857240483
2020,1,11545670,시흥1동,482757851
2020,1,11545670,시흥1동,465267758
2020,1,11545670,시흥1동,9671637
2020,1,11545670,시흥1동,1717426592
2020,1,11545670,시흥1동,709361174
2020,1,11545670,시흥1동,272132084
2020,1,11545670,시흥1동,1047786072
2020,1,11545670,시흥1동,1273507061
2020,1,11545670,시흥1동,834502749
2020,1,11545670,시흥1동,1916140815
2020,1,11545670,시흥1동,30682690
2020,1,11545670,시흥1동,82981075
2020,1,11545670,시흥1동,100655342
2020,1,11545670,시흥1동,4769187034
2020,1,11545670,시흥1동,5058760536
2020,1,11545670,시흥1동,1071985797
2020,1,11545670,시흥1동,46103350
2020,1,11545670,시흥1동,41600632
2020,1,11545670,시흥1동,155522116
2020,1,11545670,시흥1동,69753797
2020,1,11545670,시흥1동,463109145
2020,1,11545670,시흥1동,66105414
2020,1,11545670,시흥1동,682326849
2020,1,11545670,시흥1동,10902655
2020,1,11545670,시흥1동,76869773
2020,1,11545670,시흥1동,212981741
2020,1,11545670,시흥1동,553108655
2020,1,11545670,시흥1동,3434932039
2020,1,11545670,시흥1동,2414680496
2020,1,11545670,시흥1동,17567954
2020,1,11545670,시흥1동,101083001
2020,1,11545670,시흥1동,6153025446
2020,1,11545670,시흥1동,1162222100
2020,1,11545670,시흥1동,1261591145
2020,1,11545670,시흥1동,971440772
2020,1,11545670,시흥1동,2165335701
2020,1,11545670,시흥1동,29612484
2020,1,11545670,시흥1동,486426048
2020,1,11545670,시흥1동,164473208
2020,1,11545670,시흥1동,8839734276
2020,1,11545670,시흥1동,61544078
2020,1,11545670,시흥1동,84496695
2020,1,11545670,시흥1동,81351855
2020,1,11545670,시흥1동,1976579811
2020,1,11545670,시흥1동,429539854
2020,1,11545670,시흥1동,132661596
2020,1,11545670,시흥1동,180712169
2020,1,11545670,시흥1동,107159582
2020,1,11545670,시흥1동,510371766
2020,1,11545670,시흥1동,12162139
2020,1,11545670,시흥1동,455351299
2020,1,11545670,시흥1동,51162996
2020,1,11545670,시흥1동,332790
2020,1,11545680,시흥2동,44072316
2020,1,11545680,시흥2동,140392444
2020,1,11545680,시흥2동,14576852
2020,1,11545680,시흥2동,42780607
2020,1,11545680,시흥2동,416686389
2020,1,11545680,시흥2동,21623460
2020,1,11545680,시흥2동,16016110
2020,1,11545680,시흥2동,423246216
2020,1,11545680,시흥2동,691273365
2020,1,11545680,시흥2동,177521468
2020,1,11545680,시흥2동,174892183
2020,1,11545680,시흥2동,9848519
2020,1,11545680,시흥2동,85564596
2020,1,11545680,시흥2동,91318490
2020,1,11545680,시흥2동,693420950
2020,1,11545680,시흥2동,365273838
2020,1,11545680,시흥2동,13543944
2020,1,11545680,시흥2동,2865002345
2020,1,11545690,시흥3동,1810381180
2020,1,11545690,시흥3동,91334178
2020,1,11545690,시흥3동,248364344
2020,1,11545690,시흥3동,93873094
2020,1,11545690,시흥3동,46330219
2020,1,11545690,시흥3동,143664890
2020,1,11545690,시흥3동,27000000
2020,1,11545690,시흥3동,5774939
2020,1,11545690,시흥3동,15783366
2020,1,11545690,시흥3동,86517461
2020,1,11545690,시흥3동,168484142
2020,1,11545690,시흥3동,26698888
2020,1,11545690,시흥3동,65845880
2020,1,11545690,시흥3동,66708300
2020,1,11545690,시흥3동,1170955294
2020,1,11545690,시흥3동,85515511
2020,1,11545690,시흥3동,85572655
2020,1,11545690,시흥3동,2301655392
2020,1,11545690,시흥3동,722621077
2020,1,11545690,시흥3동,1579223795
2020,1,11545690,시흥3동,11795567
2020,1,11545690,시흥3동,14671096
2020,1,11545690,시흥3동,799030317
2020,1,11545690,시흥3동,21000000
2020,1,11545690,시흥3동,1551048860
2020,1,11545690,시흥3동,398415
2020,1,11545690,시흥3동,13911292
2020,1,11545690,시흥3동,12103260
2020,1,11545700,시흥4동,1077721373
2020,1,11545700,시흥4동,49225897
2020,1,11545700,시흥4동,37053710
2020,1,11545700,시흥4동,40534028
2020,1,11545700,시흥4동,124815472
2020,1,11545700,시흥4동,72716570
2020,1,11545700,시흥4동,52632802
2020,1,11545700,시흥4동,112361532
2020,1,11545700,시흥4동,95605730
2020,1,11545700,시흥4동,42214308
2020,1,11545700,시흥4동,2081805262
2020,1,11545700,시흥4동,262150398
2020,1,11545700,시흥4동,213560890
2020,1,11545700,시흥4동,6863759
2020,1,11545700,시흥4동,70376382
2020,1,11545700,시흥4동,150608909
2020,1,11545700,시흥4동,99038528
2020,1,11545700,시흥4동,25522514
2020,1,11545700,시흥4동,655123262
2020,1,11545700,시흥4동,1568158352
2020,1,11545700,시흥4동,618808503
2020,1,11545700,시흥4동,26553932
2020,1,11545700,시흥4동,9141475
2020,1,11545700,시흥4동,188392174
2020,1,11545700,시흥4동,779112867
2020,1,11545700,시흥4동,20847698
2020,1,11545700,시흥4동,212034665
2020,1,11545700,시흥4동,1249583
2020,1,11545700,시흥4동,5205282
2020,1,11545700,시흥4동,3099796
2020,1,11545710,시흥5동,2268501482
2020,1,11545710,시흥5동,155894644
2020,1,11545710,시흥5동,406751248
2020,1,11545710,시흥5동,149614407
2020,1,11545710,시흥5동,152655369
2020,1,11545710,시흥5동,252407539
2020,1,11545710,시흥5동,133823044
2020,1,11545710,시흥5동,85034780
2020,1,11545710,시흥5동,232629629
2020,1,11545710,시흥5동,107031358
2020,1,11545710,시흥5동,49243832
2020,1,11545710,시흥5동,53690570
2020,1,11545710,시흥5동,2204468647
2020,1,11545710,시흥5동,1087637811
2020,1,11545710,시흥5동,227955364
2020,1,11545710,시흥5동,4547475
2020,1,11545710,시흥5동,242915536
2020,1,11545710,시흥5동,71890679
2020,1,11545710,시흥5동,31412353
2020,1,11545710,시흥5동,282947772
2020,1,11545710,시흥5동,11585850
2020,1,11545710,시흥5동,17460390
2020,1,11545710,시흥5동,32746663
2020,1,11545710,시흥5동,160339823
2020,1,11545710,시흥5동,2113129986
2020,1,11545710,시흥5동,2062534219
2020,1,11545710,시흥5동,302445999
2020,1,11545710,시흥5동,2329271997
2020,1,11545710,시흥5동,246417850
2020,1,11545710,시흥5동,239527890
2020,1,11545710,시흥5동,1808228988
2020,1,11545710,시흥5동,281322317
2020,1,11545710,시흥5동,246204589
2020,1,11545710,시흥5동,84774272
2020,1,11545710,시흥5동,3102714545
2020,1,11545710,시흥5동,5033505
2020,1,11545710,시흥5동,88425755
2020,1,11545710,시흥5동,26757111
2020,1,11545710,시흥5동,8011421
2020,1,11545710,시흥5동,14383724
2020,1,11545710,시흥5동,2628529
2020,1,11560515,영등포본동,3210887601
2020,1,11560515,영등포본동,385217384
2020,1,11560515,영등포본동,183781722
2020,1,11560515,영등포본동,3491529543
2020,1,11560515,영등포본동,167393681
2020,1,11560515,영등포본동,162569777
2020,1,11560515,영등포본동,60655724
2020,1,11560515,영등포본동,550862207
2020,1,11560515,영등포본동,370566822
2020,1,11560515,영등포본동,55104962
2020,1,11560515,영등포본동,1677672
2020,1,11560515,영등포본동,981869113
2020,1,11560515,영등포본동,939479584
2020,1,11560515,영등포본동,209656428
2020,1,11560515,영등포본동,265438112
2020,1,11560515,영등포본동,129969554
2020,1,11560515,영등포본동,6896296
2020,1,11560515,영등포본동,468690999
2020,1,11560515,영등포본동,1592720
2020,1,11560515,영등포본동,6340998
2020,1,11560515,영등포본동,5174825
2020,1,11560515,영등포본동,11439252
2020,1,11560515,영등포본동,9237406
2020,1,11560515,영등포본동,131855098
2020,1,11560515,영등포본동,3968788143
2020,1,11560515,영등포본동,1952884968
2020,1,11560515,영등포본동,585015595
2020,1,11560515,영등포본동,5597391
2020,1,11560515,영등포본동,6801676787
2020,1,11560515,영등포본동,769992014
2020,1,11560515,영등포본동,108703934
2020,1,11560515,영등포본동,4481328
2020,1,11560515,영등포본동,618727674
2020,1,11560515,영등포본동,351240460
2020,1,11560515,영등포본동,44980812
2020,1,11560515,영등포본동,557871406
2020,1,11560515,영등포본동,60094118
2020,1,11560515,영등포본동,43211491
2020,1,11560515,영등포본동,24912242
2020,1,11560515,영등포본동,66297895
2020,1,11560535,영등포동,19323408166
2020,1,11560535,영등포동,2698953889
2020,1,11560535,영등포동,2371356361
2020,1,11560535,영등포동,4618437683
2020,1,11560535,영등포동,1916985935
2020,1,11560535,영등포동,689502194
2020,1,11560535,영등포동,337374041
2020,1,11560535,영등포동,1005978166
2020,1,11560535,영등포동,3395518042
2020,1,11560535,영등포동,2696908451
2020,1,11560535,영등포동,150281278
2020,1,11560535,영등포동,11531819
2020,1,11560535,영등포동,67723738
2020,1,11560535,영등포동,3043667796
2020,1,11560535,영등포동,1633362799
2020,1,11560535,영등포동,373823234
2020,1,11560535,영등포동,98422679
2020,1,11560535,영등포동,6773048
2020,1,11560535,영등포동,5716815
2020,1,11560535,영등포동,115343594
2020,1,11560535,영등포동,904266130
2020,1,11560535,영등포동,143889208
2020,1,11560535,영등포동,862128619
2020,1,11560535,영등포동,76241078
2020,1,11560535,영등포동,221913839
2020,1,11560535,영등포동,30683537
2020,1,11560535,영등포동,7731591
2020,1,11560535,영등포동,61345145
2020,1,11560535,영등포동,1419375104
2020,1,11560535,영등포동,142787140
2020,1,11560535,영등포동,884739869
2020,1,11560535,영등포동,1164928386
2020,1,11560535,영등포동,5996023703
2020,1,11560535,영등포동,1239509840
2020,1,11560535,영등포동,599047955
2020,1,11560535,영등포동,776061413
2020,1,11560535,영등포동,8269797222
2020,1,11560535,영등포동,29303655578
2020,1,11560535,영등포동,38473895279
2020,1,11560535,영등포동,18706705532
2020,1,11560535,영등포동,13130530894
2020,1,11560535,영등포동,3302183212
2020,1,11560535,영등포동,1371592505
2020,1,11560535,영등포동,7439603033
2020,1,11560535,영등포동,7996109252
2020,1,11560535,영등포동,1854228384
2020,1,11560535,영등포동,2722445706
2020,1,11560535,영등포동,26511106749
2020,1,11560535,영등포동,178779595
2020,1,11560535,영등포동,1590470376
2020,1,11560535,영등포동,2642415835
2020,1,11560535,영등포동,868478094
2020,1,11560535,영등포동,214430082
2020,1,11560535,영등포동,127755092
2020,1,11560535,영등포동,1240703707
2020,1,11560535,영등포동,623476087
2020,1,11560535,영등포동,848935841
2020,1,11560535,영등포동,577700163
2020,1,11560535,영등포동,2397000000
2020,1,11560540,여의동,49426007271
2020,1,11560540,여의동,6086376901
2020,1,11560540,여의동,9136197973
2020,1,11560540,여의동,8426842695
2020,1,11560540,여의동,3094798582
2020,1,11560540,여의동,1720955454
2020,1,11560540,여의동,961032748
2020,1,11560540,여의동,4053401933
2020,1,11560540,여의동,6404226636
2020,1,11560540,여의동,14426105986
2020,1,11560540,여의동,2594330451
2020,1,11560540,여의동,375679892
2020,1,11560540,여의동,292110329
2020,1,11560540,여의동,2230742141
2020,1,11560540,여의동,12409930471
2020,1,11560540,여의동,5217395527
2020,1,11560540,여의동,700239220
2020,1,11560540,여의동,666322259
2020,1,11560540,여의동,995152732
2020,1,11560540,여의동,167241798
2020,1,11560540,여의동,1319318745
2020,1,11560540,여의동,4222604
2020,1,11560540,여의동,7108784
2020,1,11560540,여의동,2018248213
2020,1,11560540,여의동,73582396
2020,1,11560540,여의동,791416131
2020,1,11560540,여의동,57953735
2020,1,11560540,여의동,213378948
2020,1,11560540,여의동,205870575
2020,1,11560540,여의동,4112285623
2020,1,11560540,여의동,9424988600
2020,1,11560540,여의동,2950880365
2020,1,11560540,여의동,7533189994
2020,1,11560540,여의동,545192377
2020,1,11560540,여의동,14396313
2020,1,11560540,여의동,6344824
2020,1,11560540,여의동,5910314096
2020,1,11560540,여의동,3419585669
2020,1,11560540,여의동,2964408517
2020,1,11560540,여의동,327493327
2020,1,11560540,여의동,1083249211
2020,1,11560540,여의동,505991217
2020,1,11560540,여의동,10210870858
2020,1,11560540,여의동,20502000000
2020,1,11560540,여의동,941898417
2020,1,11560540,여의동,2926045896
2020,1,11560540,여의동,3635781313
2020,1,11560540,여의동,170812885
2020,1,11560540,여의동,1254982972
2020,1,11560540,여의동,10200758
2020,1,11560540,여의동,16370611
2020,1,11560540,여의동,12250000
2020,1,11560540,여의동,231000000
2020,1,11560540,여의동,10946652290
2020,1,11560550,당산1동,6931261109
2020,1,11560550,당산1동,516053196
2020,1,11560550,당산1동,206211576
2020,1,11560550,당산1동,21950165
2020,1,11560550,당산1동,404955759
2020,1,11560550,당산1동,271957239
2020,1,11560550,당산1동,285745084
2020,1,11560550,당산1동,651237149
2020,1,11560550,당산1동,1933994636
2020,1,11560550,당산1동,1263417477
2020,1,11560550,당산1동,53995843
2020,1,11560550,당산1동,47288834
2020,1,11560550,당산1동,63309103
2020,1,11560550,당산1동,783538321
2020,1,11560550,당산1동,1077750861
2020,1,11560550,당산1동,754133772
2020,1,11560550,당산1동,24084768
2020,1,11560550,당산1동,460812666
2020,1,11560550,당산1동,59485362
2020,1,11560550,당산1동,143357819
2020,1,11560550,당산1동,218584053
2020,1,11560550,당산1동,508052909
2020,1,11560550,당산1동,20309750
2020,1,11560550,당산1동,25983051
2020,1,11560550,당산1동,97468007
2020,1,11560550,당산1동,19450137
2020,1,11560550,당산1동,98258943
2020,1,11560550,당산1동,730026699
2020,1,11560550,당산1동,459616266
2020,1,11560550,당산1동,4875623122
2020,1,11560550,당산1동,5974490819
2020,1,11560550,당산1동,2192433198
2020,1,11560550,당산1동,1345527228
2020,1,11560550,당산1동,107140120
2020,1,11560550,당산1동,57543793716
2020,1,11560550,당산1동,10510095228
2020,1,11560550,당산1동,95831872
2020,1,11560550,당산1동,266537910
2020,1,11560550,당산1동,2182161081
2020,1,11560550,당산1동,1877336342
2020,1,11560550,당산1동,224194706
2020,1,11560550,당산1동,287746342
2020,1,11560550,당산1동,637327978
2020,1,11560550,당산1동,130106595
2020,1,11560550,당산1동,280369530
2020,1,11560550,당산1동,627195347
2020,1,11560550,당산1동,35878925
2020,1,11560550,당산1동,58962542
2020,1,11560550,당산1동,468377865
2020,1,11560550,당산1동,22565809
2020,1,11560560,당산2동,10171175498
2020,1,11560560,당산2동,705099015
2020,1,11560560,당산2동,121294385
2020,1,11560560,당산2동,171282037
2020,1,11560560,당산2동,147720456
2020,1,11560560,당산2동,409143255
2020,1,11560560,당산2동,1255136214
2020,1,11560560,당산2동,752883169
2020,1,11560560,당산2동,4894384822
2020,1,11560560,당산2동,1294012841
2020,1,11560560,당산2동,27714234
2020,1,11560560,당산2동,260472867
2020,1,11560560,당산2동,4741764409
2020,1,11560560,당산2동,1596980503
2020,1,11560560,당산2동,581057486
2020,1,11560560,당산2동,46906367
2020,1,11560560,당산2동,126726685
2020,1,11560560,당산2동,229692674
2020,1,11560560,당산2동,149680307
2020,1,11560560,당산2동,267575725
2020,1,11560560,당산2동,18349003
2020,1,11560560,당산2동,85938147
2020,1,11560560,당산2동,62368628
2020,1,11560560,당산2동,102696911
2020,1,11560560,당산2동,198124763
2020,1,11560560,당산2동,902916608
2020,1,11560560,당산2동,3788007015
2020,1,11560560,당산2동,1083827718
2020,1,11560560,당산2동,54000000
2020,1,11560560,당산2동,2976388
2020,1,11560560,당산2동,262437233
2020,1,11560560,당산2동,169568218
2020,1,11560560,당산2동,4728002157
2020,1,11560560,당산2동,142711321
2020,1,11560560,당산2동,90000000
2020,1,11560560,당산2동,470406924
2020,1,11560560,당산2동,426606875
2020,1,11560560,당산2동,11676703
2020,1,11560560,당산2동,87518051
2020,1,11560560,당산2동,108000000
2020,1,11560560,당산2동,252000000
2020,1,11560560,당산2동,12408447
2020,1,11560560,당산2동,132236913
2020,1,11560585,도림동,1138408849
2020,1,11560585,도림동,143466558
2020,1,11560585,도림동,90691554
2020,1,11560585,도림동,158496954
2020,1,11560585,도림동,67657378
2020,1,11560585,도림동,49312490
2020,1,11560585,도림동,6373320
2020,1,11560585,도림동,122281911
2020,1,11560585,도림동,9152712
2020,1,11560585,도림동,784516146
2020,1,11560585,도림동,407193720
2020,1,11560585,도림동,15898945
2020,1,11560585,도림동,332925158
2020,1,11560585,도림동,34361457
2020,1,11560585,도림동,363026252
2020,1,11560585,도림동,191900869
2020,1,11560585,도림동,113498621
2020,1,11560585,도림동,2093986907
2020,1,11560585,도림동,1318240840
2020,1,11560585,도림동,56432639
2020,1,11560585,도림동,14554368
2020,1,11560585,도림동,5816613
2020,1,11560585,도림동,9610108
2020,1,11560585,도림동,21809857
2020,1,11560585,도림동,3434852098
2020,1,11560585,도림동,26361035
2020,1,11560585,도림동,534107467
2020,1,11560585,도림동,134429
2020,1,11560585,도림동,4839416
2020,1,11560585,도림동,174000000
2020,1,11560585,도림동,5969466
2020,1,11560605,문래동,12474436272
2020,1,11560605,문래동,414108258
2020,1,11560605,문래동,828074455
2020,1,11560605,문래동,680237651
2020,1,11560605,문래동,1013549502
2020,1,11560605,문래동,298851120
2020,1,11560605,문래동,122559309
2020,1,11560605,문래동,719347553
2020,1,11560605,문래동,2189060982
2020,1,11560605,문래동,2179562694
2020,1,11560605,문래동,444035976
2020,1,11560605,문래동,113367917
2020,1,11560605,문래동,194462949
2020,1,11560605,문래동,4833137385
2020,1,11560605,문래동,2551305496
2020,1,11560605,문래동,496244495
2020,1,11560605,문래동,180617361
2020,1,11560605,문래동,1264054361
2020,1,11560605,문래동,158342615
2020,1,11560605,문래동,26257761
2020,1,11560605,문래동,837602058
2020,1,11560605,문래동,86219876
2020,1,11560605,문래동,916831339
2020,1,11560605,문래동,33561850
2020,1,11560605,문래동,197153022
2020,1,11560605,문래동,36143739
2020,1,11560605,문래동,1104636
2020,1,11560605,문래동,345226905
2020,1,11560605,문래동,9014640985
2020,1,11560605,문래동,7131598119
2020,1,11560605,문래동,5030628
2020,1,11560605,문래동,4565754949
2020,1,11560605,문래동,11830089334
2020,1,11560605,문래동,1554527321
2020,1,11560605,문래동,624039184
2020,1,11560605,문래동,395875978
2020,1,11560605,문래동,14601315543
2020,1,11560605,문래동,241826270
2020,1,11560605,문래동,1242324476
2020,1,11560605,문래동,387287822
2020,1,11560605,문래동,554185856
2020,1,11560605,문래동,404136277
2020,1,11560605,문래동,89234401
2020,1,11560605,문래동,142508306
2020,1,11560605,문래동,6448598
2020,1,11560605,문래동,57708254
2020,1,11560610,양평1동,4335246490
2020,1,11560610,양평1동,205889593
2020,1,11560610,양평1동,66817592
2020,1,11560610,양평1동,472103854
2020,1,11560610,양평1동,78696437
2020,1,11560610,양평1동,21831970
2020,1,11560610,양평1동,274697693
2020,1,11560610,양평1동,241342707
2020,1,11560610,양평1동,325009483
2020,1,11560610,양평1동,7978567
2020,1,11560610,양평1동,986211568
2020,1,11560610,양평1동,361681319
2020,1,11560610,양평1동,346452599
2020,1,11560610,양평1동,11532480
2020,1,11560610,양평1동,228645599
2020,1,11560610,양평1동,57045535
2020,1,11560610,양평1동,1095437440
2020,1,11560610,양평1동,73256219
2020,1,11560610,양평1동,148244365
2020,1,11560610,양평1동,28259941
2020,1,11560610,양평1동,120643415
2020,1,11560610,양평1동,138535848
2020,1,11560610,양평1동,41514856
2020,1,11560610,양평1동,1100537920
2020,1,11560610,양평1동,2303051117
2020,1,11560610,양평1동,53722
2020,1,11560610,양평1동,3627502
2020,1,11560610,양평1동,365766268
2020,1,11560610,양평1동,779817245
2020,1,11560610,양평1동,161006621
2020,1,11560610,양평1동,1801732082
2020,1,11560610,양평1동,8952000000
2020,1,11560610,양평1동,1296283122
2020,1,11560610,양평1동,113688382
2020,1,11560610,양평1동,599456123
2020,1,11560610,양평1동,84838164
2020,1,11560610,양평1동,58216533
2020,1,11560610,양평1동,13739641
2020,1,11560610,양평1동,33018665
2020,1,11560620,양평2동,7953971790
2020,1,11560620,양평2동,444743033
2020,1,11560620,양평2동,346531504
2020,1,11560620,양평2동,113502448
2020,1,11560620,양평2동,238116497
2020,1,11560620,양평2동,173783772
2020,1,11560620,양평2동,147186835
2020,1,11560620,양평2동,476884994
2020,1,11560620,양평2동,1295264845
2020,1,11560620,양평2동,1580421524
2020,1,11560620,양평2동,524471852
2020,1,11560620,양평2동,59820003
2020,1,11560620,양평2동,54015483
2020,1,11560620,양평2동,3786181529
2020,1,11560620,양평2동,710556218
2020,1,11560620,양평2동,285239049
2020,1,11560620,양평2동,54874744
2020,1,11560620,양평2동,653758566
2020,1,11560620,양평2동,177000000
2020,1,11560620,양평2동,54728151
2020,1,11560620,양평2동,1779702921
2020,1,11560620,양평2동,247294035
2020,1,11560620,양평2동,141226820
2020,1,11560620,양평2동,15000000
2020,1,11560620,양평2동,119738475
2020,1,11560620,양평2동,86047142
2020,1,11560620,양평2동,22708216
2020,1,11560620,양평2동,174577751
2020,1,11560620,양평2동,783703110
2020,1,11560620,양평2동,1001071993
2020,1,11560620,양평2동,399917495
2020,1,11560620,양평2동,90505869
2020,1,11560620,양평2동,23653929
2020,1,11560620,양평2동,2305147
2020,1,11560620,양평2동,185147619
2020,1,11560620,양평2동,1128688814
2020,1,11560620,양평2동,35062600646
2020,1,11560620,양평2동,2586818042
2020,1,11560620,양평2동,2587075669
2020,1,11560620,양평2동,716964590
2020,1,11560620,양평2동,286416890
2020,1,11560620,양평2동,3703493
2020,1,11560620,양평2동,35092968
2020,1,11560620,양평2동,128204954
2020,1,11560620,양평2동,893640942
2020,1,11560630,신길1동,3179966104
2020,1,11560630,신길1동,581471101
2020,1,11560630,신길1동,64053739
2020,1,11560630,신길1동,205512363
2020,1,11560630,신길1동,204058848
2020,1,11560630,신길1동,204258809
2020,1,11560630,신길1동,193113939
2020,1,11560630,신길1동,454245816
2020,1,11560630,신길1동,156508541
2020,1,11560630,신길1동,196809004
2020,1,11560630,신길1동,6160839
2020,1,11560630,신길1동,144563536
2020,1,11560630,신길1동,1712740695
2020,1,11560630,신길1동,1157284239
2020,1,11560630,신길1동,145000248
2020,1,11560630,신길1동,28595151
2020,1,11560630,신길1동,1587288027
2020,1,11560630,신길1동,125471547
2020,1,11560630,신길1동,12552058
2020,1,11560630,신길1동,76391964
2020,1,11560630,신길1동,7158157
2020,1,11560630,신길1동,362285563
2020,1,11560630,신길1동,9324700
2020,1,11560630,신길1동,11431740
2020,1,11560630,신길1동,9775765
2020,1,11560630,신길1동,287219738
2020,1,11560630,신길1동,1625986760
2020,1,11560630,신길1동,1621687191
2020,1,11560630,신길1동,66270088
2020,1,11560630,신길1동,1997081708
2020,1,11560630,신길1동,70927839
2020,1,11560630,신길1동,208675547
2020,1,11560630,신길1동,7507670
2020,1,11560630,신길1동,146639070
2020,1,11560630,신길1동,48371636
2020,1,11560630,신길1동,7103938811
2020,1,11560630,신길1동,61641518
2020,1,11560630,신길1동,6140875
2020,1,11560630,신길1동,844255265
2020,1,11560630,신길1동,189298412
2020,1,11560630,신길1동,22850972
2020,1,11560630,신길1동,41878681
2020,1,11560630,신길1동,736182642
2020,1,11560630,신길1동,160032160
2020,1,11560630,신길1동,116197764
2020,1,11560630,신길1동,6770659
2020,1,11560630,신길1동,22386886
2020,1,11560650,신길3동,1784073024
2020,1,11560650,신길3동,37721092
2020,1,11560650,신길3동,13887187
2020,1,11560650,신길3동,119475091
2020,1,11560650,신길3동,1911426
2020,1,11560650,신길3동,282709689
2020,1,11560650,신길3동,165025471
2020,1,11560650,신길3동,23691579
2020,1,11560650,신길3동,2277657
2020,1,11560650,신길3동,1545073068
2020,1,11560650,신길3동,789712613
2020,1,11560650,신길3동,58725225
2020,1,11560650,신길3동,212544561
2020,1,11560650,신길3동,196136520
2020,1,11560650,신길3동,33881056
2020,1,11560650,신길3동,287113703
2020,1,11560650,신길3동,7627717
2020,1,11560650,신길3동,13294097
2020,1,11560650,신길3동,2116551
2020,1,11560650,신길3동,4465630
2020,1,11560650,신길3동,117649479
2020,1,11560650,신길3동,592385103
2020,1,11560650,신길3동,1039669088
2020,1,11560650,신길3동,30393023
2020,1,11560650,신길3동,48671958
2020,1,11560650,신길3동,1192423780
2020,1,11560650,신길3동,49580093
2020,1,11560650,신길3동,738353749
2020,1,11560650,신길3동,269996220
2020,1,11560650,신길3동,308690833
2020,1,11560650,신길3동,27582765
2020,1,11560650,신길3동,126925151
2020,1,11560650,신길3동,7214579
2020,1,11560650,신길3동,898292972
2020,1,11560650,신길3동,23515342
2020,1,11560650,신길3동,9535257
2020,1,11560650,신길3동,61609464
2020,1,11560650,신길3동,5338018
2020,1,11560650,신길3동,1837637
2020,1,11560650,신길3동,20224871
2020,1,11560660,신길4동,516832786
2020,1,11560660,신길4동,29873057
