연도,분기,행정동_코드,행정동_코드_명,총_유동인구_수
2023,1,11110630,종로56가동,6719965
2023,1,11110640,이화동,3430517
2023,1,11110650,혜화동,9107757
2023,1,11110670,창신1동,2997237
2023,1,11110680,창신2동,5903021
2023,1,11110690,창신3동,1181082
2023,1,11110700,숭인1동,2169409
2023,1,11110710,숭인2동,5220993
2023,1,11140520,소공동,2790938
2023,1,11140540,회현동,4527497
2023,1,11140550,명동,5470789
2023,1,11140570,필동,2146623
2023,1,11140580,장충동,2268052
2023,1,11140590,광희동,6115111
2023,1,11140605,을지로동,5466366
2023,1,11140615,신당동,5752925
2023,1,11140625,다산동,4291608
2023,1,11140635,약수동,2125755
2023,1,11140645,청구동,3347230
2023,1,11140650,신당5동,3970529
2023,1,11140665,동화동,3419860
2023,1,11140670,황학동,5881569
2023,1,11140680,중림동,1991162
2023,1,11170510,후암동,4409716
2023,1,11170520,용산2가동,4221653
2023,1,11170530,남영동,2309709
2023,1,11170555,청파동,7546132
2023,1,11170560,원효로1동,5230273
2023,1,11170570,원효로2동,4206012
2023,1,11170580,효창동,3841993
2023,1,11170590,용문동,2614784
2023,1,11170625,한강로동,5706896
2023,1,11170630,이촌1동,4841833
2023,1,11170640,이촌2동,1511256
2023,1,11170650,이태원1동,2486189
2023,1,11170660,이태원2동,2986092
2023,1,11170685,한남동,5920967
2023,1,11170690,서빙고동,1832485
2023,1,11170700,보광동,4104574
2023,1,11200520,왕십리2동,4699053
2023,1,11200535,왕십리도선동,5786774
2023,1,11200540,마장동,5413975
2023,1,11200550,사근동,4202703
2023,1,11200560,행당1동,4487096
2023,1,11200570,행당2동,4495290
2023,1,11200580,응봉동,3143241
2023,1,11200590,금호1가동,3528004
2023,1,11200615,금호23가동,6545677
2023,1,11200620,금호4가동,2965226
2023,1,11200645,옥수동,2952609
2023,1,11200650,성수1가1동,3159665
2023,1,11200660,성수1가2동,5582629
2023,1,11200670,성수2가1동,5261695
2023,1,11200690,성수2가3동,5606871
2023,1,11200720,송정동,3025811
2023,1,11200790,용답동,3414654
2023,1,11215710,화양동,9565693
2023,1,11215730,군자동,5628359
2023,1,11215740,중곡1동,4018531
2023,1,11215750,중곡2동,4740374
2023,1,11215760,중곡3동,4873100
2023,1,11215770,중곡4동,6607475
2023,1,11215780,능동,2371041
2023,1,11215810,광장동,6094173
2023,1,11215820,자양1동,7996416
2023,1,11215830,자양2동,5302118
2023,1,11215840,자양3동,6732878
2023,1,11215847,자양4동,8262139
2023,1,11215850,구의1동,7954380
2023,1,11215860,구의2동,5729816
2023,1,11215870,구의3동,6886098
2023,1,11230536,용신동,14334380
2023,1,11230545,제기동,12572168
2023,1,11230560,전농1동,10678688
2023,1,11230570,전농2동,2517347
2023,1,11230600,답십리1동,6752617
2023,1,11230610,답십리2동,6822487
2023,1,11230650,장안1동,9196864
2023,1,11230660,장안2동,7293520
2023,1,11230705,청량리동,6464283
2023,1,11230710,회기동,5455906
2023,1,11230720,휘경1동,5907306
2023,1,11230730,휘경2동,4871475
2023,1,11230740,이문1동,9120139
2023,1,11230750,이문2동,3951702
2023,1,11260520,면목2동,6102476
2023,1,11260540,면목4동,5325776
2023,1,11260550,면목5동,2354230
2023,1,11260565,면목본동,9750543
2023,1,11260570,면목7동,7014910
2023,1,11260575,면목38동,6453303
2023,1,11260580,상봉1동,5219916
2023,1,11260590,상봉2동,7345930
2023,1,11260600,중화1동,5474643
2023,1,11260610,중화2동,8324578
2023,1,11260620,묵1동,7492861
2023,1,11260630,묵2동,5918727
2023,1,11260655,망우본동,10159684
2023,1,11260660,망우3동,4410286
2023,1,11260680,신내1동,5546287
2023,1,11260690,신내2동,1929408
2023,1,11290525,성북동,4199154
2023,1,11290555,삼선동,10200646
2023,1,11290575,동선동,8121948
2023,1,11290580,돈암1동,2900189
2023,1,11290590,돈암2동,2861649
2023,1,11290600,안암동,6957874
2023,1,11290610,보문동,5838233
2023,1,11290620,정릉1동,5005853
2023,1,11290630,정릉2동,5878391
2023,1,11290640,정릉3동,3043171
2023,1,11290650,정릉4동,3303795
2023,1,11290660,길음1동,6996513
2023,1,11290685,길음2동,4992259
2023,1,11290705,종암동,11017354
2023,1,11290715,월곡1동,7408128
2023,1,11290725,월곡2동,6089260
2023,1,11290760,장위1동,7189465
2023,1,11290770,장위2동,4918446
2023,1,11290780,장위3동,2829835
2023,1,11290810,석관동,10355708
2023,1,11305534,삼양동,11666783
2023,1,11305535,미아동,7981052
2023,1,11305545,송중동,12583854
2023,1,11305555,송천동,12840550
2023,1,11305575,삼각산동,2882047
2023,1,11305595,번1동,6781467
2023,1,11305603,번2동,3143797
2023,1,11305608,번3동,3468224
2023,1,11305615,수유1동,6326509
2023,1,11305625,수유2동,5670413
2023,1,11305635,수유3동,10731659
2023,1,11305645,우이동,4359208
2023,1,11305660,인수동,8865380
2023,1,11320511,창1동,3874191
2023,1,11320512,창2동,10244242
2023,1,11320513,창3동,4143346
2023,1,11320514,창4동,3665277
2023,1,11320515,창5동,4416480
2023,1,11320521,도봉1동,3858710
2023,1,11320522,도봉2동,3413656
2023,1,11320660,쌍문1동,5069378
2023,1,11320670,쌍문2동,4382760
2023,1,11320680,쌍문3동,5623570
2023,1,11320681,쌍문4동,2596284
2023,1,11320690,방학1동,6713096
2023,1,11320700,방학2동,3257161
2023,1,11320710,방학3동,3644812
2023,1,11350560,월계1동,4608411
2023,1,11350570,월계2동,3877176
2023,1,11350580,월계3동,2675788
2023,1,11350595,공릉1동,11238913
2023,1,11350600,공릉2동,7819213
2023,1,11350611,하계1동,3717227
2023,1,11350612,하계2동,2985836
2023,1,11350619,중계본동,4148487
2023,1,11350621,중계1동,3842693
2023,1,11350624,중계4동,3049490
2023,1,11350625,중계23동,4460445
2023,1,11350630,상계1동,7469379
2023,1,11350640,상계2동,10813433
2023,1,11350665,상계34동,8024933
2023,1,11350670,상계5동,6497244
2023,1,11350695,상계67동,6275605
2023,1,11350700,상계8동,1029407
2023,1,11350710,상계9동,1913959
2023,1,11350720,상계10동,2006220
2023,1,11380510,녹번동,7003595
2023,1,11380520,불광1동,5416746
2023,1,11380530,불광2동,5675431
2023,1,11380551,갈현1동,6682913
2023,1,11380552,갈현2동,6237695
2023,1,11380560,구산동,5330176
2023,1,11380570,대조동,11541603
2023,1,11380580,응암1동,5806278
2023,1,11380590,응암2동,3761954
2023,1,11380600,응암3동,8420783
2023,1,11380625,역촌동,12324327
2023,1,11380631,신사1동,6375900
2023,1,11380632,신사2동,3098656
2023,1,11380640,증산동,3502311
2023,1,11380650,수색동,1641168
2023,1,11380690,진관동,7281527
2023,1,11410520,천연동,3961938
2023,1,11410555,북아현동,17983941
2023,1,11410565,충현동,10266560
2023,1,11410585,신촌동,10740776
2023,1,11410615,연희동,8354600
2023,1,11410620,홍제1동,6243394
2023,1,11410640,홍제3동,4076505
2023,1,11410655,홍제2동,2498877
2023,1,11410660,홍은1동,4034528
2023,1,11410685,홍은2동,4351694
2023,1,11410690,남가좌1동,1250989
2023,1,11410700,남가좌2동,5792038
2023,1,11410710,북가좌1동,3048671
2023,1,11410720,북가좌2동,11974582
2023,1,11440555,아현동,6705271
2023,1,11440565,공덕동,15202726
2023,1,11440585,도화동,3496789
2023,1,11440590,용강동,5979500
2023,1,11440600,대흥동,7893418
2023,1,11440610,염리동,5228149
2023,1,11440630,신수동,5123070
2023,1,11440655,서강동,5994999
2023,1,11440660,서교동,18224289
2023,1,11440680,합정동,5453274
2023,1,11440690,망원1동,6732452
2023,1,11440700,망원2동,5871953
2023,1,11440710,연남동,6478086
2023,1,11440720,성산1동,6364409
2023,1,11440730,성산2동,6941981
2023,1,11440740,상암동,5570020
2023,1,11470510,목1동,4976882
2023,1,11470520,목2동,7325411
2023,1,11470530,목3동,4994328
2023,1,11470540,목4동,5714240
2023,1,11470550,목5동,4467615
2023,1,11470560,신월1동,4041744
2023,1,11470570,신월2동,3904744
2023,1,11470580,신월3동,2740221
2023,1,11470590,신월4동,3234067
2023,1,11470600,신월5동,2302089
2023,1,11470610,신월6동,952236
2023,1,11470611,신월7동,2142156
2023,1,11470620,신정1동,3263528
2023,1,11470630,신정2동,4438943
2023,1,11470640,신정3동,7591309
2023,1,11470650,신정4동,10623389
2023,1,11470670,신정6동,2089460
2023,1,11470680,신정7동,3119853
2023,1,11500510,염창동,8378980
2023,1,11500520,등촌1동,5251752
2023,1,11500530,등촌2동,3897592
2023,1,11500535,등촌3동,6688484
2023,1,11500540,화곡1동,17456699
2023,1,11500550,화곡2동,3327504
2023,1,11500560,화곡3동,3749458
2023,1,11500570,화곡4동,4505715
2023,1,11500590,화곡본동,8623475
2023,1,11500591,화곡6동,5234536
2023,1,11500593,화곡8동,8066819
2023,1,11500603,가양1동,3556253
2023,1,11500604,가양2동,2019570
2023,1,11500605,가양3동,1731282
2023,1,11500611,발산1동,5615584
2023,1,11500615,우장산동,6417833
2023,1,11500620,공항동,5557683
2023,1,11500630,방화1동,7675047
2023,1,11500640,방화2동,4516898
2023,1,11500641,방화3동,2971376
2023,1,11530510,신도림동,6232956
2023,1,11530520,구로1동,2051656
2023,1,11530530,구로2동,9080373
2023,1,11530540,구로3동,7195838
2023,1,11530550,구로4동,7201391
2023,1,11530560,구로5동,6973345
2023,1,11530595,가리봉동,3243280
2023,1,11530720,고척1동,3942899
2023,1,11530730,고척2동,5198529
2023,1,11530740,개봉1동,8284242
2023,1,11530750,개봉2동,3958996
2023,1,11530760,개봉3동,3401103
2023,1,11530770,오류1동,4130265
2023,1,11530780,오류2동,5174374
2023,1,11530790,수궁동,2378505
2023,1,11530800,항동,1176055
2023,1,11545510,가산동,5058118
2023,1,11545610,독산1동,5121710
2023,1,11545620,독산2동,3723059
2023,1,11545630,독산3동,5771250
2023,1,11545640,독산4동,3843207
2023,1,11545670,시흥1동,5795741
2023,1,11545680,시흥2동,1700278
2023,1,11545690,시흥3동,1304804
2023,1,11545700,시흥4동,2430949
2023,1,11545710,시흥5동,3625048
2023,1,11560515,영등포본동,6879090
2023,1,11560535,영등포동,10996570
2023,1,11560540,여의동,6002017
2023,1,11560550,당산1동,6885964
2023,1,11560560,당산2동,8287614
2023,1,11560585,도림동,5340506
2023,1,11560605,문래동,9746127
2023,1,11560610,양평1동,5562457
2023,1,11560620,양평2동,5120657
2023,1,11560630,신길1동,5455214
2023,1,11560650,신길3동,6241887
2023,1,11560660,신길4동,2871615
2023,1,11560670,신길5동,3420920
2023,1,11560680,신길6동,5394297
2023,1,11560690,신길7동,4135463
2023,1,11560700,대림1동,4827326
2023,1,11560710,대림2동,5568674
2023,1,11560720,대림3동,7318115
2023,1,11590510,노량진1동,6338991
2023,1,11590520,노량진2동,3614626
2023,1,11590530,상도1동,7994597
2023,1,11590540,상도2동,5032987
2023,1,11590550,상도3동,4944199
2023,1,11590560,상도4동,6466231
2023,1,11590605,흑석동,6827588
2023,1,11590620,사당1동,7106643
2023,1,11590630,사당2동,7877606
2023,1,11590640,사당3동,5767745
2023,1,11590650,사당4동,3939883
2023,1,11590651,사당5동,3385377
2023,1,11590660,대방동,6939753
2023,1,11590670,신대방1동,4578240
2023,1,11590680,신대방2동,5399050
2023,1,11620525,보라매동,3605993
2023,1,11620545,청림동,3180762
2023,1,11620565,성현동,4822496
2023,1,11620575,행운동,7258451
2023,1,11620585,낙성대동,6218622
2023,1,11620595,청룡동,10945194
2023,1,11620605,은천동,8833404
2023,1,11620615,중앙동,5581718
2023,1,11620625,인헌동,6389296
2023,1,11620630,남현동,4843677
2023,1,11620645,서원동,5696556
2023,1,11620655,신원동,6638677
2023,1,11620665,서림동,5145446
2023,1,11620685,신사동,7654241
2023,1,11620695,신림동,10093262
2023,1,11620715,난향동,1383994
2023,1,11620725,조원동,6631773
2023,1,11620735,대학동,7012821
2023,1,11620745,삼성동,7115705
2023,1,11620765,미성동,5691432
2023,1,11620775,난곡동,5730189
2023,1,11650510,서초1동,8034939
2023,1,11650520,서초2동,6821410
2023,1,11650530,서초3동,12202997
2023,1,11650531,서초4동,6874901
2023,1,11650540,잠원동,6792302
2023,1,11650550,반포본동,336700
2023,1,11650560,반포1동,6869833
2023,1,11650570,반포2동,1451838
2023,1,11650580,반포3동,3062150
2023,1,11650581,반포4동,5750920
2023,1,11650590,방배본동,4295066
2023,1,11650600,방배1동,4838377
2023,1,11650610,방배2동,5209862
2023,1,11650620,방배3동,3138376
2023,1,11650621,방배4동,6549055
2023,1,11650651,양재1동,8606335
2023,1,11650652,양재2동,5970984
2023,1,11650660,내곡동,2071753
2023,1,11680510,신사동,7192218
2023,1,11680521,논현1동,10431527
2023,1,11680531,논현2동,11257195
2023,1,11680545,압구정동,8120610
2023,1,11680565,청담동,9818338
2023,1,11680580,삼성1동,4550357
2023,1,11680590,삼성2동,9453179
2023,1,11680600,대치1동,4893390
2023,1,11680610,대치2동,6168629
2023,1,11680630,대치4동,10280579
2023,1,11680640,역삼1동,22048225
2023,1,11680650,역삼2동,12554185
2023,1,11680655,도곡1동,6930543
2023,1,11680656,도곡2동,3945565
2023,1,11680660,개포1동,786304
2023,1,11680670,개포2동,1744978
2023,1,11680690,개포4동,3459896
2023,1,11680700,세곡동,3458460
2023,1,11680720,일원본동,2457499
2023,1,11680730,일원1동,2864225
2023,1,11680740,일원2동,1120456
2023,1,11680750,수서동,2211061
2023,1,11710510,풍납1동,5007234
2023,1,11710520,풍납2동,5633431
2023,1,11710531,거여1동,3606406
2023,1,11710532,거여2동,3640680
2023,1,11710540,마천1동,3754189
2023,1,11710550,마천2동,5343196
2023,1,11710561,방이1동,3594143
2023,1,11710562,방이2동,6733565
2023,1,11710566,오륜동,673233
2023,1,11710570,오금동,10067836
2023,1,11710580,송파1동,6417294
2023,1,11710590,송파2동,3121902
2023,1,11710600,석촌동,6927828
2023,1,11710610,삼전동,6582284
2023,1,11710620,가락본동,8177124
2023,1,11710631,가락1동,778730
2023,1,11710632,가락2동,6325142
2023,1,11710641,문정1동,4485287
2023,1,11710642,문정2동,3065996
2023,1,11710646,장지동,8183448
2023,1,11710647,위례동,3426072
2023,1,11710650,잠실본동,7947684
2023,1,11710670,잠실2동,1802534
2023,1,11710680,잠실3동,3274044
2023,1,11710690,잠실4동,1996003
2023,1,11710710,잠실6동,2396213
2023,1,11710720,잠실7동,663729
2023,1,11740515,강일동,4512223
2023,1,11740520,상일동,3418130
2023,1,11740530,명일1동,4941886
2023,1,11740540,명일2동,2155497
2023,1,11740550,고덕1동,3825786
2023,1,11740560,고덕2동,2328314
2023,1,11740570,암사1동,8523114
2023,1,11740580,암사2동,2553967
2023,1,11740590,암사3동,1427755
2023,1,11740600,천호1동,10126524
2023,1,11740610,천호2동,11398465
2023,1,11740620,천호3동,7592234
2023,1,11740640,성내1동,6018792
2023,1,11740650,성내2동,8498919
2023,1,11740660,성내3동,6790011
2023,1,11740685,길동,17266648
2023,1,11740690,둔촌1동,8074
2023,1,11740700,둔촌2동,7298615
2023,2,11110515,청운효자동,3662829
2023,2,11110530,사직동,3943057
2023,2,11110540,삼청동,997813
2023,2,11110550,부암동,1137688
2023,2,11110560,평창동,785436
2023,2,11110570,무악동,1939075
2023,2,11110580,교남동,3817973
2023,2,11110600,가회동,1365059
2023,2,11110615,종로1234가동,14175711
2023,2,11110630,종로56가동,6660285
2023,2,11110640,이화동,3653518
2023,2,11110650,혜화동,9677349
2023,2,11110670,창신1동,3014244
2023,2,11110680,창신2동,5728461
2023,2,11110690,창신3동,1168610
2023,2,11110700,숭인1동,2131237
2023,2,11110710,숭인2동,5177186
2023,2,11140520,소공동,2791839
2023,2,11140540,회현동,4705920
2023,2,11140550,명동,5485194
2023,2,11140570,필동,2287483
2023,2,11140580,장충동,2428415
2023,2,11140590,광희동,6356267
2023,2,11140605,을지로동,5563025
2023,2,11140615,신당동,6048607
2023,2,11140625,다산동,4286243
2023,2,11140635,약수동,2083690
2023,2,11140645,청구동,3321724
2023,2,11140650,신당5동,3839049
2023,2,11140665,동화동,3263410
2023,2,11140670,황학동,6001117
2023,2,11140680,중림동,1976364
2023,2,11170510,후암동,4084302
2023,2,11170520,용산2가동,4723301
2023,2,11170530,남영동,2211503
2023,2,11170555,청파동,7747013
2023,2,11170560,원효로1동,5160977
2023,2,11170570,원효로2동,4195126
2023,2,11170580,효창동,3578903
2023,2,11170590,용문동,2893302
2023,2,11170625,한강로동,5646370
2023,2,11170630,이촌1동,4653015
2023,2,11170640,이촌2동,1672354
2023,2,11170650,이태원1동,2641988
2023,2,11170660,이태원2동,2984758
2023,2,11170685,한남동,5778926
2023,2,11170690,서빙고동,1822122
2023,2,11170700,보광동,3981668
2023,2,11200520,왕십리2동,4437285
2023,2,11200535,왕십리도선동,5690865
2023,2,11200540,마장동,5275034
2023,2,11200550,사근동,4533610
2023,2,11200560,행당1동,4633560
2023,2,11200570,행당2동,4409199
2023,2,11200580,응봉동,3048101
2023,2,11200590,금호1가동,3242485
2023,2,11200615,금호23가동,6301428
2023,2,11200620,금호4가동,2890423
2023,2,11200645,옥수동,2934327
2023,2,11200650,성수1가1동,3115659
2023,2,11200660,성수1가2동,5621049
2023,2,11200670,성수2가1동,5037806
2023,2,11200690,성수2가3동,5606032
2023,2,11200720,송정동,3040084
2023,2,11200790,용답동,3380638
2023,2,11215710,화양동,9836755
2023,2,11215730,군자동,6014930
2023,2,11215740,중곡1동,3883391
2023,2,11215750,중곡2동,4694635
2023,2,11215760,중곡3동,4654259
2023,2,11215770,중곡4동,6424129
2023,2,11215780,능동,2477028
2023,2,11215810,광장동,6141386
2023,2,11215820,자양1동,7984153
2023,2,11215830,자양2동,5276872
2023,2,11215840,자양3동,6841999
2023,2,11215847,자양4동,8295958
2023,2,11215850,구의1동,7830103
2023,2,11215860,구의2동,5512717
2023,2,11215870,구의3동,6730650
2023,2,11230536,용신동,14551614
2023,2,11230545,제기동,12836042
2023,2,11230560,전농1동,10606299
2023,2,11230570,전농2동,2543562
2023,2,11230600,답십리1동,6622329
2023,2,11230610,답십리2동,6586887
2023,2,11230650,장안1동,9106534
2023,2,11230660,장안2동,7254066
2023,2,11230705,청량리동,6584152
2023,2,11230710,회기동,5842652
2023,2,11230720,휘경1동,6038387
2023,2,11230730,휘경2동,5084212
2023,2,11230740,이문1동,10023278
2023,2,11230750,이문2동,3882219
2023,2,11260520,면목2동,5899602
2023,2,11260540,면목4동,5254178
2023,2,11260550,면목5동,2301595
2023,2,11260565,면목본동,9453917
2023,2,11260570,면목7동,6787536
2023,2,11260575,면목38동,6330155
2023,2,11260580,상봉1동,5135832
2023,2,11260590,상봉2동,7229577
2023,2,11260600,중화1동,5357355
2023,2,11260610,중화2동,7963706
2023,2,11260620,묵1동,7387337
2023,2,11260630,묵2동,5809238
2023,2,11260655,망우본동,10100078
2023,2,11260660,망우3동,4360462
2023,2,11260680,신내1동,5330027
2023,2,11260690,신내2동,1897758
2023,2,11290525,성북동,4585990
2023,2,11290555,삼선동,10327822
2023,2,11290575,동선동,8204611
2023,2,11290580,돈암1동,2834974
2023,2,11290590,돈암2동,2784931
2023,2,11290600,안암동,7696274
2023,2,11290610,보문동,5658363
2023,2,11290620,정릉1동,4876935
2023,2,11290630,정릉2동,5706300
2023,2,11290640,정릉3동,3153823
2023,2,11290650,정릉4동,3357355
2023,2,11290660,길음1동,6871265
2023,2,11290685,길음2동,4856033
2023,2,11290705,종암동,10968055
2023,2,11290715,월곡1동,7544564
2023,2,11290725,월곡2동,6068166
2023,2,11290760,장위1동,7263372
2023,2,11290770,장위2동,4912749
2023,2,11290780,장위3동,2907335
2023,2,11290810,석관동,10206986
2023,2,11305534,삼양동,11095592
2023,2,11305535,미아동,7961757
2023,2,11305545,송중동,12289641
2023,2,11305555,송천동,12723875
2023,2,11305575,삼각산동,2842427
2023,2,11305595,번1동,6655897
2023,2,11305603,번2동,3032558
2023,2,11305608,번3동,3424326
2023,2,11305615,수유1동,6233573
2023,2,11305625,수유2동,5441441
2023,2,11305635,수유3동,10693301
2023,2,11305645,우이동,4537674
2023,2,11305660,인수동,8404325
2023,2,11320511,창1동,3815775
2023,2,11320512,창2동,10043894
2023,2,11320513,창3동,4014283
2023,2,11320514,창4동,3592520
2023,2,11320515,창5동,4233841
2023,2,11320521,도봉1동,3753801
2023,2,11320522,도봉2동,3348854
2023,2,11320660,쌍문1동,4985013
2023,2,11320670,쌍문2동,4307471
2023,2,11320680,쌍문3동,5561451
2023,2,11320681,쌍문4동,2585379
2023,2,11320690,방학1동,6493247
2023,2,11320700,방학2동,3091357
2023,2,11320710,방학3동,3520714
2023,2,11350560,월계1동,4833132
2023,2,11350570,월계2동,3888470
2023,2,11350580,월계3동,2575401
2023,2,11350595,공릉1동,11088561
2023,2,11350600,공릉2동,8035159
2023,2,11350611,하계1동,3724240
2023,2,11350612,하계2동,2880050
2023,2,11350619,중계본동,4003676
2023,2,11350621,중계1동,3780256
2023,2,11350624,중계4동,2986063
2023,2,11350625,중계23동,4467776
2023,2,11350630,상계1동,7256389
2023,2,11350640,상계2동,10355894
2023,2,11350665,상계34동,7600457
2023,2,11350670,상계5동,6196905
2023,2,11350695,상계67동,6336211
2023,2,11350700,상계8동,1016098
2023,2,11350710,상계9동,1906854
2023,2,11350720,상계10동,1945251
2023,2,11380510,녹번동,6784895
2023,2,11380520,불광1동,5000186
2023,2,11380530,불광2동,5494375
2023,2,11380551,갈현1동,6290780
2023,2,11380552,갈현2동,6150543
2023,2,11380560,구산동,5304043
2023,2,11380570,대조동,12124479
2023,2,11380580,응암1동,5732229
2023,2,11380590,응암2동,3601762
2023,2,11380600,응암3동,8283738
2023,2,11380625,역촌동,11888669
2023,2,11380631,신사1동,6113509
2023,2,11380632,신사2동,3033629
2023,2,11380640,증산동,3455281
2023,2,11380650,수색동,1602419
2023,2,11380690,진관동,7167513
2023,2,11410520,천연동,3903594
2023,2,11410555,북아현동,17872169
2023,2,11410565,충현동,10284454
2023,2,11410585,신촌동,11484969
2023,2,11410615,연희동,8322006
2023,2,11410620,홍제1동,6085979
2023,2,11410640,홍제3동,4026858
2023,2,11410655,홍제2동,2432025
2023,2,11410660,홍은1동,4137064
2023,2,11410685,홍은2동,4372392
2023,2,11410690,남가좌1동,1254287
2023,2,11410700,남가좌2동,6005929
2023,2,11410710,북가좌1동,2965147
2023,2,11410720,북가좌2동,11335789
2023,2,11440555,아현동,7027306
2023,2,11440565,공덕동,14510748
2023,2,11440585,도화동,3441313
2023,2,11440590,용강동,5872914
2023,2,11440600,대흥동,8040614
2023,2,11440610,염리동,5281206
2023,2,11440630,신수동,5142005
2023,2,11440655,서강동,6062111
2023,2,11440660,서교동,17680508
2023,2,11440680,합정동,5292528
2023,2,11440690,망원1동,6564488
2023,2,11440700,망원2동,5791293
2023,2,11440710,연남동,6559528
2023,2,11440720,성산1동,6222642
2023,2,11440730,성산2동,6758483
2023,2,11440740,상암동,5438986
2023,2,11470510,목1동,4931134
2023,2,11470520,목2동,6837896
2023,2,11470530,목3동,4841098
2023,2,11470540,목4동,5575348
2023,2,11470550,목5동,4353440
2023,2,11470560,신월1동,4046244
2023,2,11470570,신월2동,3550131
2023,2,11470580,신월3동,2733955
2023,2,11470590,신월4동,3167015
2023,2,11470600,신월5동,2824804
2023,2,11470610,신월6동,971791
2023,2,11470611,신월7동,2096224
2023,2,11470620,신정1동,3287176
2023,2,11470630,신정2동,4465872
2023,2,11470640,신정3동,7297443
2023,2,11470650,신정4동,10574414
2023,2,11470670,신정6동,2006397
2023,2,11470680,신정7동,3073232
2023,2,11500510,염창동,8178444
2023,2,11500520,등촌1동,5173602
2023,2,11500530,등촌2동,3836263
2023,2,11500535,등촌3동,7051419
2023,2,11500540,화곡1동,16066203
2023,2,11500550,화곡2동,3183499
2023,2,11500560,화곡3동,3447997
2023,2,11500570,화곡4동,4906469
2023,2,11500590,화곡본동,8280287
2023,2,11500591,화곡6동,5097565
2023,2,11500593,화곡8동,7623238
2023,2,11500603,가양1동,3468184
2023,2,11500604,가양2동,2106864
2023,2,11500605,가양3동,1747182
2023,2,11500611,발산1동,5656621
2023,2,11500615,우장산동,6382048
2023,2,11500620,공항동,5312237
2023,2,11500630,방화1동,7444126
2023,2,11500640,방화2동,4807161
2023,2,11500641,방화3동,2873891
2023,2,11530510,신도림동,6239806
2023,2,11530520,구로1동,1998488
2023,2,11530530,구로2동,8983769
2023,2,11530540,구로3동,7065123
2023,2,11530550,구로4동,7488949
2023,2,11530560,구로5동,6883879
2023,2,11530595,가리봉동,2951206
2023,2,11530720,고척1동,4471524
2023,2,11530730,고척2동,5104783
2023,2,11530740,개봉1동,8056651
2023,2,11530750,개봉2동,3944830
2023,2,11530760,개봉3동,3488357
2023,2,11530770,오류1동,4238281
2023,2,11530780,오류2동,4946502
2023,2,11530790,수궁동,1965005
2023,2,11530800,항동,1251047
2023,2,11545510,가산동,5064892
2023,2,11545610,독산1동,4840357
2023,2,11545620,독산2동,3574366
2023,2,11545630,독산3동,5275620
2023,2,11545640,독산4동,3904238
2023,2,11545670,시흥1동,5664990
2023,2,11545680,시흥2동,1640163
2023,2,11545690,시흥3동,1284871
2023,2,11545700,시흥4동,2325369
2023,2,11545710,시흥5동,3642509
2023,2,11560515,영등포본동,6881805
2023,2,11560535,영등포동,10975381
2023,2,11560540,여의동,6079462
2023,2,11560550,당산1동,6867690
2023,2,11560560,당산2동,8248542
2023,2,11560585,도림동,5351243
2023,2,11560605,문래동,9594594
2023,2,11560610,양평1동,5297796
2023,2,11560620,양평2동,5109405
2023,2,11560630,신길1동,5404641
2023,2,11560650,신길3동,5948138
2023,2,11560660,신길4동,2777654
2023,2,11560670,신길5동,3269078
2023,2,11560680,신길6동,5454855
2023,2,11560690,신길7동,3985397
2023,2,11560700,대림1동,4514902
2023,2,11560710,대림2동,5395389
2023,2,11560720,대림3동,7002352
2023,2,11590510,노량진1동,6370227
2023,2,11590520,노량진2동,3466053
2023,2,11590530,상도1동,8224313
2023,2,11590540,상도2동,5011663
2023,2,11590550,상도3동,4876709
2023,2,11590560,상도4동,6236185
2023,2,11590605,흑석동,6929435
2023,2,11590620,사당1동,6756915
2023,2,11590630,사당2동,7682237
2023,2,11590640,사당3동,5625156
2023,2,11590650,사당4동,3897668
2023,2,11590651,사당5동,3318718
2023,2,11590660,대방동,6946216
2023,2,11590670,신대방1동,3713149
2023,2,11590680,신대방2동,4933717
2023,2,11620525,보라매동,3679011
2023,2,11620545,청림동,3098249
2023,2,11620565,성현동,4539045
2023,2,11620575,행운동,7183006
2023,2,11620585,낙성대동,6207807
2023,2,11620595,청룡동,10975115
2023,2,11620605,은천동,8492776
2023,2,11620615,중앙동,5586497
2023,2,11620625,인헌동,6341914
2023,2,11620630,남현동,4552409
2023,2,11620645,서원동,5643294
2023,2,11620655,신원동,6504375
2023,2,11620665,서림동,5070211
2023,2,11620685,신사동,7764194
2023,2,11620695,신림동,10144078
2023,2,11620715,난향동,1359858
2023,2,11620725,조원동,6858872
2023,2,11620735,대학동,6880872
2023,2,11620745,삼성동,7279980
2023,2,11620765,미성동,5464815
2023,2,11620775,난곡동,5867285
2023,2,11650510,서초1동,7954336
2023,2,11650520,서초2동,6866096
2023,2,11650530,서초3동,11887432
2023,2,11650531,서초4동,6734984
2023,2,11650540,잠원동,6356961
2023,2,11650550,반포본동,349982
2023,2,11650560,반포1동,6743940
2023,2,11650570,반포2동,1569280
2023,2,11650580,반포3동,3137678
2023,2,11650581,반포4동,5669884
2023,2,11650590,방배본동,4220729
2023,2,11650600,방배1동,4739215
2023,2,11650610,방배2동,5124778
2023,2,11650620,방배3동,3115486
2023,2,11650621,방배4동,6526908
2023,2,11650651,양재1동,8543554
2023,2,11650652,양재2동,5895977
2023,2,11650660,내곡동,1986723
2023,2,11680510,신사동,7082053
2023,2,11680521,논현1동,10126616
