연도,분기,행정동_코드,행정동_코드_명,총_직장_인구_수
2022,3,11620565,성현동,1766
2022,3,11680700,세곡동,360
2022,3,11140520,소공동,93326
2022,3,11200720,송정동,896
2022,3,11305545,송중동,1276
2022,3,11305555,송천동,720
2022,3,11710580,송파1동,15471
2022,3,11710590,송파2동,6409
2022,3,11530790,수궁동,1801
2022,3,11380650,수색동,259
2022,3,11680750,수서동,17525
2022,3,11305615,수유1동,1076
2022,3,11305625,수유2동,1277
2022,3,11305635,수유3동,2985
2022,3,11110700,숭인1동,258
2022,3,11110710,숭인2동,1586
2022,3,11545670,시흥1동,4584
2022,3,11545680,시흥2동,954
2022,3,11545690,시흥3동,1638
2022,3,11545700,시흥4동,1307
2022,3,11545710,시흥5동,1501
2022,3,11560630,신길1동,2758
2022,3,11560650,신길3동,585
2022,3,11560660,신길4동,1041
2022,3,11560670,신길5동,974
2022,3,11560680,신길6동,1838
2022,3,11560690,신길7동,2622
2022,3,11260680,신내1동,1561
2022,3,11260690,신내2동,734
2022,3,11140650,신당5동,708
2022,3,11140615,신당동,5055
2022,3,11590670,신대방1동,3759
2022,3,11590680,신대방2동,13749
2022,3,11530510,신도림동,9297
2022,3,11620695,신림동,1587
2022,3,11380631,신사1동,1335
2022,3,11380632,신사2동,980
2022,3,11680510,신사동,26570
2022,3,11620685,신사동,3706
2022,3,11440630,신수동,2396
2022,3,11620655,신원동,540
2022,3,11470560,신월1동,2065
2022,3,11470570,신월2동,1863
2022,3,11470580,신월3동,1027
2022,3,11470590,신월4동,1264
2022,3,11470600,신월5동,1638
2022,3,11470610,신월6동,665
2022,3,11470611,신월7동,2510
2022,3,11470620,신정1동,8070
2022,3,11470630,신정2동,13393
2022,3,11470640,신정3동,2165
2022,3,11470650,신정4동,5292
2022,3,11470680,신정7동,229
2022,3,11410585,신촌동,1807
2022,3,11320660,쌍문1동,753
2022,3,11320670,쌍문2동,982
2022,3,11320680,쌍문3동,1010
2022,3,11320681,쌍문4동,314
2022,3,11440555,아현동,5614
2022,3,11290600,안암동,2171
2022,3,11740570,암사1동,2678
2022,3,11740580,암사2동,2007
2022,3,11680545,압구정동,39740
2022,3,11140635,약수동,10507
2022,3,11650651,양재1동,25679
2022,3,11650652,양재2동,34416
2022,3,11560610,양평1동,10467
2022,3,11560620,양평2동,12638
2022,3,11560540,여의동,193775
2022,3,11680640,역삼1동,169288
2022,3,11680650,역삼2동,48339
2022,3,11380625,역촌동,3286
2022,3,11440710,연남동,2729
2022,3,11410615,연희동,8584
2022,3,11440610,염리동,2041
2022,3,11500510,염창동,3311
2022,3,11560535,영등포동,13253
2022,3,11560515,영등포본동,3990
2022,3,11710570,오금동,23886
2022,3,11530770,오류1동,3696
2022,3,11530780,오류2동,627
2022,3,11710566,오륜동,17367
2022,3,11200645,옥수동,3459
2022,3,11200520,왕십리2동,1350
2022,3,11200535,왕십리도선동,3200
2022,3,11440590,용강동,12882
2022,3,11200790,용답동,3262
2022,3,11170590,용문동,3635
2022,3,11170520,용산2가동,413
2022,3,11230536,용신동,19675
2022,3,11305645,우이동,1954
2022,3,11500615,우장산동,3743
2022,3,11170560,원효로1동,2023
2022,3,11170570,원효로2동,3070
2022,3,11350560,월계1동,1739
2022,3,11350570,월계2동,54
2022,3,11350580,월계3동,437
2022,3,11290715,월곡1동,1542
2022,3,11290725,월곡2동,2659
2022,3,11620605,은천동,1006
2022,3,11140605,을지로동,15737
2022,3,11200580,응봉동,696
2022,3,11380580,응암1동,2332
2022,3,11380590,응암2동,443
2022,3,11380600,응암3동,1511
2022,3,11230740,이문1동,937
2022,3,11230750,이문2동,294
2022,3,11170630,이촌1동,5718
2022,3,11170640,이촌2동,2211
2022,3,11170650,이태원1동,22318
2022,3,11170660,이태원2동,976
2022,3,11110640,이화동,1918
2022,3,11305660,인수동,2841
2022,3,11620625,인헌동,1498
2022,3,11680730,일원1동,1871
2022,3,11215820,자양1동,9561
2022,3,11215830,자양2동,2163
2022,3,11215840,자양3동,2198
2022,3,11215847,자양4동,677
2022,3,11710670,잠실2동,3901
2022,3,11710680,잠실3동,29138
2022,3,11710690,잠실4동,4342
2022,3,11710710,잠실6동,54446
2022,3,11710650,잠실본동,11115
2022,3,11650540,잠원동,11715
2022,3,11230650,장안1동,9744
2022,3,11230660,장안2동,5138
2022,3,11290760,장위1동,511
2022,3,11290770,장위2동,836
2022,3,11290780,장위3동,421
2022,3,11710646,장지동,5321
2022,3,11140580,장충동,5367
2022,3,11230560,전농1동,687
2022,3,11230570,전농2동,920
2022,3,11290620,정릉1동,631
2022,3,11290630,정릉2동,1296
2022,3,11290640,정릉3동,350
2022,3,11290650,정릉4동,966
2022,3,11230545,제기동,5383
2022,3,11620725,조원동,2890
2022,3,11110615,종로1?2?3?4가동,112601
2022,3,11110630,종로5?6가동,21618
2022,3,11290705,종암동,15332
2022,3,11350621,중계1동,1095
2022,3,11350625,중계2?3동,1261
2022,3,11350624,중계4동,1445
2022,3,11350619,중계본동,831
2022,3,11215740,중곡1동,3767
2022,3,11215750,중곡2동,2299
2022,3,11215760,중곡3동,841
2022,3,11215770,중곡4동,3655
2022,3,11140680,중림동,3121
2022,3,11620615,중앙동,1189
2022,3,11260600,중화1동,1214
2022,3,11260610,중화2동,731
2022,3,11380640,증산동,1928
2022,3,11380690,진관동,579
2022,3,11320511,창1동,1149
2022,3,11320512,창2동,1105
2022,3,11320513,창3동,661
2022,3,11320514,창4동,1768
2022,3,11320515,창5동,5148
2022,3,11110670,창신1동,1867
2022,3,11110680,창신2동,129
2022,3,11110690,창신3동,129
2022,3,11410520,천연동,1067
2022,3,11740600,천호1동,2261
2022,3,11740610,천호2동,3076
2022,3,11740620,천호3동,1309
2022,3,11140645,청구동,3499
2022,3,11680565,청담동,54272
2022,3,11230705,청량리동,2521
2022,3,11620595,청룡동,3414
2022,3,11620545,청림동,304
2022,3,11110515,청운효자동,6024
2022,3,11170555,청파동,3008
2022,3,11410565,충현동,11615
2022,3,11110560,평창동,11829
2022,3,11710510,풍납1동,719
2022,3,11710520,풍납2동,505
2022,3,11140570,필동,13649
2022,3,11350611,하계1동,609
2022,3,11170625,한강로동,41872
2022,3,11170685,한남동,36498
2022,3,11440680,합정동,5202
2022,3,11200560,행당1동,1507
2022,3,11200570,행당2동,11
2022,3,11620575,행운동,2641
2022,3,11110650,혜화동,5022
2022,3,11410660,홍은1동,3248
2022,3,11410685,홍은2동,1246
2022,3,11410620,홍제1동,2998
2022,3,11410655,홍제2동,415
2022,3,11410640,홍제3동,793
2022,3,11500540,화곡1동,4201
2022,3,11500550,화곡2동,2498
2022,3,11500560,화곡3동,3512
2022,3,11500570,화곡4동,2146
2022,3,11500591,화곡6동,7963
2022,3,11500593,화곡8동,1794
2022,3,11500590,화곡본동,2614
2022,3,11215710,화양동,1130
2022,3,11140670,황학동,768
2022,3,11230710,회기동,103
2022,3,11140540,회현동,77872
2022,3,11170580,효창동,1378
2022,3,11170510,후암동,2018
2022,3,11230720,휘경1동,740
2022,3,11230730,휘경2동,1142
2022,3,11590605,흑석동,110
2022,4,11710631,가락1동,4845
2022,4,11710632,가락2동,6446
2022,4,11710620,가락본동,26378
2022,4,11530595,가리봉동,709
2022,4,11545510,가산동,92030
2022,4,11500603,가양1동,1846
2022,4,11500605,가양3동,747
2022,4,11110600,가회동,11445
2022,4,11380551,갈현1동,1987
2022,4,11380552,갈현2동,2981
2022,4,11740515,강일동,156
2022,4,11530740,개봉1동,6356
2022,4,11530750,개봉2동,7124
2022,4,11530760,개봉3동,1510
2022,4,11680660,개포1동,522
2022,4,11680670,개포2동,8866
2022,4,11680690,개포4동,6664
2022,4,11710531,거여1동,2894
2022,4,11710532,거여2동,1455
2022,4,11740550,고덕1동,812
2022,4,11740560,고덕2동,887
2022,4,11530720,고척1동,2509
2022,4,11530730,고척2동,1513
2022,4,11440565,공덕동,8589
2022,4,11350595,공릉1동,5486
2022,4,11350600,공릉2동,1111
2022,4,11500620,공항동,4040
2022,4,11215810,광장동,7150
2022,4,11140590,광희동,54531
2022,4,11110580,교남동,664
2022,4,11530530,구로2동,11083
2022,4,11530540,구로3동,61432
2022,4,11530550,구로4동,1586
2022,4,11530560,구로5동,12682
2022,4,11380560,구산동,1573
2022,4,11215850,구의1동,3261
2022,4,11215860,구의2동,2394
2022,4,11215870,구의3동,10223
2022,4,11215730,군자동,1164
2022,4,11200590,금호1가동,1693
2022,4,11200615,금호2?3가동,352
2022,4,11200620,금호4가동,648
2022,4,11740685,길동,8662
2022,4,11290660,길음1동,3802
2022,4,11290685,길음2동,381
2022,4,11620585,낙성대동,6105
2022,4,11620775,난곡동,951
2022,4,11620715,난향동,676
2022,4,11410690,남가좌1동,841
2022,4,11410700,남가좌2동,895
2022,4,11170530,남영동,14729
2022,4,11620630,남현동,3416
2022,4,11650660,내곡동,876
2022,4,11590510,노량진1동,3694
2022,4,11590520,노량진2동,3449
2022,4,11380510,녹번동,3103
2022,4,11680521,논현1동,40540
2022,4,11680531,논현2동,52320
2022,4,11215780,능동,1521
2022,4,11140625,다산동,6586
2022,4,11230600,답십리1동,2158
2022,4,11230610,답십리2동,2990
2022,4,11560550,당산1동,5576
2022,4,11560560,당산2동,10688
2022,4,11560700,대림1동,1358
2022,4,11560710,대림2동,3551
2022,4,11560720,대림3동,5334
2022,4,11590660,대방동,8512
2022,4,11380570,대조동,2110
2022,4,11680600,대치1동,23114
2022,4,11680610,대치2동,55807
2022,4,11680630,대치4동,32469
2022,4,11620735,대학동,539
2022,4,11440600,대흥동,3481
2022,4,11680655,도곡1동,29972
2022,4,11680656,도곡2동,73377
2022,4,11560585,도림동,560
2022,4,11320521,도봉1동,1496
2022,4,11320522,도봉2동,842
2022,4,11440585,도화동,11392
2022,4,11545610,독산1동,11171
2022,4,11545620,독산2동,1566
2022,4,11545630,독산3동,3350
2022,4,11545640,독산4동,1392
2022,4,11290580,돈암1동,123
2022,4,11290590,돈암2동,643
2022,4,11290575,동선동,1953
2022,4,11140665,동화동,1134
2022,4,11740700,둔촌2동,2509
2022,4,11500520,등촌1동,4379
2022,4,11500530,등촌2동,2692
2022,4,11500535,등촌3동,7914
2022,4,11200540,마장동,6693
2022,4,11710540,마천1동,689
2022,4,11710550,마천2동,1669
2022,4,11260660,망우3동,322
2022,4,11260655,망우본동,1519
2022,4,11440690,망원1동,2837
2022,4,11440700,망원2동,4654
2022,4,11260520,면목2동,962
2022,4,11260575,면목3?8동,1718
2022,4,11260540,면목4동,710
2022,4,11260550,면목5동,898
2022,4,11260570,면목7동,653
2022,4,11260565,면목본동,954
2022,4,11140550,명동,116772
2022,4,11740530,명일1동,3610
2022,4,11740540,명일2동,2419
2022,4,11470510,목1동,14314
2022,4,11470520,목2동,3493
2022,4,11470530,목3동,1795
2022,4,11470540,목4동,1871
2022,4,11470550,목5동,13754
2022,4,11110570,무악동,495
2022,4,11260620,묵1동,900
2022,4,11260630,묵2동,1328
2022,4,11560605,문래동,50992
2022,4,11710641,문정1동,31928
2022,4,11710642,문정2동,24239
2022,4,11620765,미성동,2812
2022,4,11305535,미아동,1001
2022,4,11650560,반포1동,7309
2022,4,11650570,반포2동,3273
2022,4,11650580,반포3동,3075
2022,4,11650581,반포4동,55827
2022,4,11650550,반포본동,10981
2022,4,11500611,발산1동,3925
2022,4,11650600,방배1동,16740
2022,4,11650610,방배2동,15032
2022,4,11650620,방배3동,13996
2022,4,11650621,방배4동,16058
2022,4,11650590,방배본동,24244
2022,4,11710561,방이1동,7882
2022,4,11710562,방이2동,41941
2022,4,11320690,방학1동,3274
2022,4,11320700,방학2동,629
2022,4,11320710,방학3동,1210
2022,4,11500630,방화1동,3807
2022,4,11500640,방화2동,1702
2022,4,11500641,방화3동,2458
2022,4,11305595,번1동,1918
2022,4,11305603,번2동,406
2022,4,11305608,번3동,236
2022,4,11170700,보광동,412
2022,4,11620525,보라매동,3041
2022,4,11290610,보문동,3655
2022,4,11110550,부암동,1241
2022,4,11410710,북가좌1동,346
2022,4,11410720,북가좌2동,1478
2022,4,11410555,북아현동,963
2022,4,11380520,불광1동,1996
2022,4,11380530,불광2동,2252
2022,4,11200550,사근동,363
2022,4,11590620,사당1동,3588
2022,4,11590630,사당2동,1900
2022,4,11590640,사당3동,1344
2022,4,11590650,사당4동,1156
2022,4,11590651,사당5동,2139
2022,4,11110530,사직동,35094
2022,4,11305575,삼각산동,373
2022,4,11290555,삼선동,4554
2022,4,11680580,삼성1동,142941
2022,4,11680590,삼성2동,53614
2022,4,11620745,삼성동,886
2022,4,11305534,삼양동,210
2022,4,11710610,삼전동,3627
2022,4,11110540,삼청동,4036
2022,4,11350720,상계10동,482
2022,4,11350630,상계1동,3876
2022,4,11350640,상계2동,1822
2022,4,11350665,상계3?4동,628
2022,4,11350670,상계5동,1039
2022,4,11350695,상계6?7동,3853
2022,4,11350700,상계8동,528
2022,4,11350710,상계9동,1278
2022,4,11590530,상도1동,2904
2022,4,11590540,상도2동,839
2022,4,11590550,상도3동,829
2022,4,11590560,상도4동,885
2022,4,11260580,상봉1동,1902
2022,4,11260590,상봉2동,4535
2022,4,11440740,상암동,12214
2022,4,11740520,상일동,1573
2022,4,11440655,서강동,3524
2022,4,11440660,서교동,24889
2022,4,11620665,서림동,1621
2022,4,11170690,서빙고동,8230
2022,4,11620645,서원동,2222
2022,4,11650510,서초1동,42912
2022,4,11650520,서초2동,47409
2022,4,11650530,서초3동,59412
2022,4,11650531,서초4동,41528
2022,4,11290810,석관동,2257
2022,4,11710600,석촌동,8931
2022,4,11740640,성내1동,12328
2022,4,11740650,성내2동,1864
2022,4,11740660,성내3동,3924
2022,4,11290525,성북동,18115
2022,4,11440720,성산1동,4578
2022,4,11440730,성산2동,1807
2022,4,11200650,성수1가1동,2404
2022,4,11200660,성수1가2동,5449
2022,4,11200670,성수2가1동,8245
2022,4,11200690,성수2가3동,22647
2022,4,11620565,성현동,1578
2022,4,11680700,세곡동,295
2022,4,11140520,소공동,81642
2022,4,11200720,송정동,752
2022,4,11305545,송중동,1098
2022,4,11305555,송천동,593
2022,4,11710580,송파1동,11606
2022,4,11710590,송파2동,4474
2022,4,11530790,수궁동,1676
2022,4,11380650,수색동,253
2022,4,11680750,수서동,16798
2022,4,11305615,수유1동,1101
2022,4,11305625,수유2동,1281
2022,4,11305635,수유3동,2903
2022,4,11110700,숭인1동,254
2022,4,11110710,숭인2동,1552
2022,4,11545670,시흥1동,4719
2022,4,11545680,시흥2동,852
2022,4,11545690,시흥3동,1819
2022,4,11545700,시흥4동,1252
2022,4,11545710,시흥5동,1523
2022,4,11560630,신길1동,3183
2022,4,11560650,신길3동,396
2022,4,11560660,신길4동,987
2022,4,11560670,신길5동,986
2022,4,11560680,신길6동,2180
2022,4,11560690,신길7동,2532
2022,4,11260680,신내1동,1909
2022,4,11260690,신내2동,976
2022,4,11140650,신당5동,652
2022,4,11140615,신당동,4548
2022,4,11590670,신대방1동,2507
2022,4,11590680,신대방2동,7519
2022,4,11530510,신도림동,9051
2022,4,11620695,신림동,1358
2022,4,11380631,신사1동,1361
2022,4,11380632,신사2동,977
2022,4,11680510,신사동,28397
2022,4,11620685,신사동,3519
2022,4,11440630,신수동,2518
2022,4,11620655,신원동,467
2022,4,11470560,신월1동,2040
2022,4,11470570,신월2동,1729
2022,4,11470580,신월3동,1063
2022,4,11470590,신월4동,1229
2022,4,11470600,신월5동,1344
2022,4,11470610,신월6동,597
2022,4,11470611,신월7동,2506
2022,4,11470620,신정1동,7998
2022,4,11470630,신정2동,12000
2022,4,11470640,신정3동,2016
2022,4,11470650,신정4동,5429
2022,4,11470680,신정7동,181
2022,4,11410585,신촌동,1565
2022,4,11320660,쌍문1동,670
2022,4,11320670,쌍문2동,984
2022,4,11320680,쌍문3동,1012
2022,4,11320681,쌍문4동,248
2022,4,11440555,아현동,4227
2022,4,11290600,안암동,1815
2022,4,11740570,암사1동,2741
2022,4,11740580,암사2동,2218
2022,4,11680545,압구정동,38898
2022,4,11140635,약수동,12014
2022,4,11650651,양재1동,20452
2022,4,11650652,양재2동,34626
2022,4,11560610,양평1동,8694
2022,4,11560620,양평2동,13322
2022,4,11560540,여의동,194725
2022,4,11680640,역삼1동,149163
2022,4,11680650,역삼2동,47819
2022,4,11380625,역촌동,3260
2022,4,11440710,연남동,2318
2022,4,11410615,연희동,8187
2022,4,11440610,염리동,2000
2022,4,11500510,염창동,2133
2022,4,11560535,영등포동,15792
2022,4,11560515,영등포본동,3682
2022,4,11710570,오금동,19798
2022,4,11530770,오류1동,3310
2022,4,11530780,오류2동,678
2022,4,11710566,오륜동,19415
2022,4,11200645,옥수동,2054
2022,4,11200520,왕십리2동,1064
2022,4,11200535,왕십리도선동,3003
2022,4,11440590,용강동,10958
2022,4,11200790,용답동,3446
2022,4,11170590,용문동,2935
2022,4,11170520,용산2가동,426
2022,4,11230536,용신동,19606
2022,4,11305645,우이동,1487
2022,4,11500615,우장산동,2566
2022,4,11170560,원효로1동,2863
2022,4,11170570,원효로2동,2980
2022,4,11350560,월계1동,1519
2022,4,11350570,월계2동,73
2022,4,11350580,월계3동,77
2022,4,11290715,월곡1동,1448
2022,4,11290725,월곡2동,2297
2022,4,11620605,은천동,932
2022,4,11140605,을지로동,15783
2022,4,11200580,응봉동,595
2022,4,11380580,응암1동,2200
2022,4,11380590,응암2동,423
2022,4,11380600,응암3동,1302
2022,4,11230740,이문1동,1188
2022,4,11230750,이문2동,246
2022,4,11170630,이촌1동,5422
2022,4,11170640,이촌2동,2283
2022,4,11170650,이태원1동,21112
2022,4,11170660,이태원2동,926
2022,4,11110640,이화동,1835
2022,4,11305660,인수동,2776
2022,4,11620625,인헌동,1560
2022,4,11680730,일원1동,1226
2022,4,11215820,자양1동,9485
2022,4,11215830,자양2동,2595
2022,4,11215840,자양3동,1940
2022,4,11215847,자양4동,561
2022,4,11710670,잠실2동,3847
2022,4,11710680,잠실3동,29056
2022,4,11710690,잠실4동,4925
2022,4,11710710,잠실6동,61653
2022,4,11710650,잠실본동,11094
2022,4,11650540,잠원동,14579
2022,4,11230650,장안1동,9766
2022,4,11230660,장안2동,5089
2022,4,11290760,장위1동,462
2022,4,11290770,장위2동,749
2022,4,11290780,장위3동,284
2022,4,11710646,장지동,4086
2022,4,11140580,장충동,5961
2022,4,11230560,전농1동,592
2022,4,11230570,전농2동,1021
2022,4,11290620,정릉1동,620
2022,4,11290630,정릉2동,1298
2022,4,11290640,정릉3동,341
2022,4,11290650,정릉4동,844
2022,4,11230545,제기동,4390
2022,4,11620725,조원동,2908
2022,4,11110615,종로1?2?3?4가동,116022
2022,4,11110630,종로5?6가동,19116
2022,4,11290705,종암동,16140
2022,4,11350621,중계1동,1302
2022,4,11350625,중계2?3동,1132
2022,4,11350624,중계4동,1352
2022,4,11350619,중계본동,807
2022,4,11215740,중곡1동,3882
2022,4,11215750,중곡2동,2256
2022,4,11215760,중곡3동,732
2022,4,11215770,중곡4동,3258
2022,4,11140680,중림동,2664
2022,4,11620615,중앙동,1085
2022,4,11260600,중화1동,1019
2022,4,11260610,중화2동,542
2022,4,11380640,증산동,1958
2022,4,11380690,진관동,890
2022,4,11320511,창1동,947
2022,4,11320512,창2동,981
2022,4,11320513,창3동,581
2022,4,11320514,창4동,1721
2022,4,11320515,창5동,5092
2022,4,11110670,창신1동,1827
2022,4,11110680,창신2동,92
2022,4,11110690,창신3동,103
2022,4,11410520,천연동,1093
2022,4,11740600,천호1동,1824
2022,4,11740610,천호2동,2988
2022,4,11740620,천호3동,1149
2022,4,11140645,청구동,2264
2022,4,11680565,청담동,56939
2022,4,11230705,청량리동,2651
2022,4,11620595,청룡동,3818
2022,4,11620545,청림동,327
2022,4,11110515,청운효자동,6746
2022,4,11170555,청파동,3565
2022,4,11410565,충현동,8579
2022,4,11110560,평창동,14279
2022,4,11710510,풍납1동,778
2022,4,11710520,풍납2동,476
2022,4,11140570,필동,12398
2022,4,11350611,하계1동,532
2022,4,11170625,한강로동,43401
2022,4,11170685,한남동,36545
2022,4,11440680,합정동,5199
2022,4,11200560,행당1동,1467
2022,4,11200570,행당2동,12
2022,4,11620575,행운동,2475
2022,4,11110650,혜화동,4981
2022,4,11410660,홍은1동,2819
2022,4,11410685,홍은2동,1135
2022,4,11410620,홍제1동,2497
2022,4,11410655,홍제2동,430
2022,4,11410640,홍제3동,692
2022,4,11500540,화곡1동,4239
2022,4,11500550,화곡2동,2050
2022,4,11500560,화곡3동,3629
2022,4,11500570,화곡4동,2050
2022,4,11500591,화곡6동,4632
2022,4,11500593,화곡8동,1587
2022,4,11500590,화곡본동,2359
2022,4,11215710,화양동,1100
2022,4,11140670,황학동,733
2022,4,11230710,회기동,74
2022,4,11140540,회현동,79592
2022,4,11170580,효창동,1309
2022,4,11170510,후암동,1833
2022,4,11230720,휘경1동,696
2022,4,11230730,휘경2동,922
2022,4,11590605,흑석동,115
2023,1,11710631,가락1동,4845
2023,1,11710632,가락2동,6446
2023,1,11710620,가락본동,26378
2023,1,11530595,가리봉동,709
2023,1,11545510,가산동,92030
2023,1,11500603,가양1동,1846
2023,1,11500605,가양3동,747
2023,1,11110600,가회동,11445
2023,1,11380551,갈현1동,1987
2023,1,11380552,갈현2동,2981
2023,1,11740515,강일동,156
2023,1,11530740,개봉1동,6356
2023,1,11530750,개봉2동,7124
2023,1,11530760,개봉3동,1510
2023,1,11680660,개포1동,522
2023,1,11680670,개포2동,8866
2023,1,11680690,개포4동,6664
2023,1,11710531,거여1동,2894
2023,1,11710532,거여2동,1455
2023,1,11740550,고덕1동,812
2023,1,11740560,고덕2동,887
2023,1,11530720,고척1동,2509
2023,1,11530730,고척2동,1513
2023,1,11440565,공덕동,8589
2023,1,11350595,공릉1동,5486
2023,1,11350600,공릉2동,1111
2023,1,11500620,공항동,4040
2023,1,11215810,광장동,7150
2023,1,11140590,광희동,54531
2023,1,11110580,교남동,664
2023,1,11530530,구로2동,11083
2023,1,11530540,구로3동,61432
2023,1,11530550,구로4동,1586
2023,1,11530560,구로5동,12682
2023,1,11380560,구산동,1573
2023,1,11215850,구의1동,3261
2023,1,11215860,구의2동,2394
2023,1,11215870,구의3동,10223
2023,1,11215730,군자동,1164
2023,1,11200590,금호1가동,1693
2023,1,11200615,금호2?3가동,352
2023,1,11200620,금호4가동,648
2023,1,11740685,길동,8662
2023,1,11290660,길음1동,3802
2023,1,11290685,길음2동,381
2023,1,11620585,낙성대동,6105
2023,1,11620775,난곡동,951
2023,1,11620715,난향동,676
2023,1,11410690,남가좌1동,841
2023,1,11410700,남가좌2동,895
2023,1,11170530,남영동,14729
2023,1,11620630,남현동,3416
2023,1,11650660,내곡동,876
2023,1,11590510,노량진1동,3694
2023,1,11590520,노량진2동,3449
2023,1,11380510,녹번동,3103
2023,1,11680521,논현1동,40540
2023,1,11680531,논현2동,52320
2023,1,11215780,능동,1521
2023,1,11140625,다산동,6586
2023,1,11230600,답십리1동,2158
2023,1,11230610,답십리2동,2990
2023,1,11560550,당산1동,5576
2023,1,11560560,당산2동,10688
2023,1,11560700,대림1동,1358
2023,1,11560710,대림2동,3551
2023,1,11560720,대림3동,5334
2023,1,11590660,대방동,8512
2023,1,11380570,대조동,2110
2023,1,11680600,대치1동,23114
2023,1,11680610,대치2동,55807
2023,1,11680630,대치4동,32469
2023,1,11620735,대학동,539
2023,1,11440600,대흥동,3481
2023,1,11680655,도곡1동,29972
2023,1,11680656,도곡2동,73377
2023,1,11560585,도림동,560
2023,1,11320521,도봉1동,1496
2023,1,11320522,도봉2동,842
2023,1,11440585,도화동,11392
2023,1,11545610,독산1동,11171
2023,1,11545620,독산2동,1566
2023,1,11545630,독산3동,3350
2023,1,11545640,독산4동,1392
2023,1,11290580,돈암1동,123
2023,1,11290590,돈암2동,643
2023,1,11290575,동선동,1953
2023,1,11140665,동화동,1134
2023,1,11740700,둔촌2동,2509
2023,1,11500520,등촌1동,4379
2023,1,11500530,등촌2동,2692
2023,1,11500535,등촌3동,7914
2023,1,11200540,마장동,6693
2023,1,11710540,마천1동,689
2023,1,11710550,마천2동,1669
2023,1,11260660,망우3동,322
2023,1,11260655,망우본동,1519
2023,1,11440690,망원1동,2837
2023,1,11440700,망원2동,4654
2023,1,11260520,면목2동,962
2023,1,11260575,면목3?8동,1718
2023,1,11260540,면목4동,710
2023,1,11260550,면목5동,898
2023,1,11260570,면목7동,653
2023,1,11260565,면목본동,954
2023,1,11140550,명동,116772
2023,1,11740530,명일1동,3610
2023,1,11740540,명일2동,2419
2023,1,11470510,목1동,14314
2023,1,11470520,목2동,3493
2023,1,11470530,목3동,1795
2023,1,11470540,목4동,1871
2023,1,11470550,목5동,13754
2023,1,11110570,무악동,495
2023,1,11260620,묵1동,900
2023,1,11260630,묵2동,1328
2023,1,11560605,문래동,50992
2023,1,11710641,문정1동,31928
2023,1,11710642,문정2동,24239
2023,1,11620765,미성동,2812
2023,1,11305535,미아동,1001
2023,1,11650560,반포1동,7309
2023,1,11650570,반포2동,3273
2023,1,11650580,반포3동,3075
2023,1,11650581,반포4동,55827
2023,1,11650550,반포본동,10981
2023,1,11500611,발산1동,3925
2023,1,11650600,방배1동,16740
2023,1,11650610,방배2동,15032
2023,1,11650620,방배3동,13996
2023,1,11650621,방배4동,16058
2023,1,11650590,방배본동,24244
2023,1,11710561,방이1동,7882
2023,1,11710562,방이2동,41941
2023,1,11320690,방학1동,3274
2023,1,11320700,방학2동,629
2023,1,11320710,방학3동,1210
2023,1,11500630,방화1동,3807
2023,1,11500640,방화2동,1702
2023,1,11500641,방화3동,2458
2023,1,11305595,번1동,1918
2023,1,11305603,번2동,406
2023,1,11305608,번3동,236
2023,1,11170700,보광동,412
2023,1,11620525,보라매동,3041
2023,1,11290610,보문동,3655
2023,1,11110550,부암동,1241
2023,1,11410710,북가좌1동,346
2023,1,11410720,북가좌2동,1478
2023,1,11410555,북아현동,963
2023,1,11380520,불광1동,1996
2023,1,11380530,불광2동,2252
2023,1,11200550,사근동,363
2023,1,11590620,사당1동,3588
2023,1,11590630,사당2동,1900
2023,1,11590640,사당3동,1344
2023,1,11590650,사당4동,1156
2023,1,11590651,사당5동,2139
2023,1,11110530,사직동,35094
2023,1,11305575,삼각산동,373
2023,1,11290555,삼선동,4554
2023,1,11680580,삼성1동,142941
2023,1,11680590,삼성2동,53614
2023,1,11620745,삼성동,886
2023,1,11305534,삼양동,210
2023,1,11710610,삼전동,3627
2023,1,11110540,삼청동,4036
2023,1,11350720,상계10동,482
2023,1,11350630,상계1동,3876
2023,1,11350640,상계2동,1822
2023,1,11350665,상계3?4동,628
2023,1,11350670,상계5동,1039
2023,1,11350695,상계6?7동,3853
2023,1,11350700,상계8동,528
2023,1,11350710,상계9동,1278
2023,1,11590530,상도1동,2904
2023,1,11590540,상도2동,839
2023,1,11590550,상도3동,829
2023,1,11590560,상도4동,885
2023,1,11260580,상봉1동,1902
2023,1,11260590,상봉2동,4535
2023,1,11440740,상암동,12214
2023,1,11740520,상일동,1573
2023,1,11440655,서강동,3524
2023,1,11440660,서교동,24889
2023,1,11620665,서림동,1621
2023,1,11170690,서빙고동,8230
2023,1,11620645,서원동,2222
2023,1,11650510,서초1동,42912
2023,1,11650520,서초2동,47409
2023,1,11650530,서초3동,59412
2023,1,11650531,서초4동,41528
2023,1,11290810,석관동,2257
2023,1,11710600,석촌동,8931
2023,1,11740640,성내1동,12328
2023,1,11740650,성내2동,1864
2023,1,11740660,성내3동,3924
2023,1,11290525,성북동,18115
2023,1,11440720,성산1동,4578
2023,1,11440730,성산2동,1807
2023,1,11200650,성수1가1동,2404
2023,1,11200660,성수1가2동,5449
2023,1,11200670,성수2가1동,8245
2023,1,11200690,성수2가3동,22647
2023,1,11620565,성현동,1578
2023,1,11680700,세곡동,295
