연도,분기,행정동_코드,행정동_코드_명,점포_수,유사_업종_점포_수,개업_점포_수,폐업_점포_수,프랜차이즈_점포_수
2022,3,11170700,보광동,717,761,14,15,44
2022,3,11200520,왕십리2동,517,577,21,20,60
2022,3,11200535,왕십리도선동,1780,1987,46,51,207
2022,3,11200540,마장동,2361,2420,43,50,59
2022,3,11200550,사근동,694,878,22,24,184
2022,3,11200560,행당1동,1062,1211,19,38,149
2022,3,11200570,행당2동,484,557,15,17,73
2022,3,11200580,응봉동,282,303,6,7,21
2022,3,11200590,금호1가동,427,473,13,12,46
2022,3,11200615,금호2·3가동,820,898,30,27,78
2022,3,11200620,금호4가동,517,579,14,15,62
2022,3,11200645,옥수동,809,899,9,22,90
2022,3,11200650,성수1가1동,1038,1110,16,22,72
2022,3,11200660,성수1가2동,1854,1978,70,52,124
2022,3,11200670,성수2가1동,1466,1577,30,43,111
2022,3,11200690,성수2가3동,2926,3159,89,81,233
2022,3,11200720,송정동,431,450,14,16,19
2022,3,11200790,용답동,1211,1279,26,31,68
2022,3,11215710,화양동,2059,2448,90,94,389
2022,3,11215730,군자동,1298,1448,57,31,150
2022,3,11215740,중곡1동,1168,1245,51,48,77
2022,3,11215750,중곡2동,1141,1229,32,42,88
2022,3,11215760,중곡3동,865,946,36,38,81
2022,3,11215770,중곡4동,1006,1077,23,36,71
2022,3,11215780,능동,601,677,18,18,76
2022,3,11215810,광장동,1086,1211,45,29,125
2022,3,11215820,자양1동,1217,1358,29,35,141
2022,3,11215830,자양2동,1001,1085,22,42,84
2022,3,11215840,자양3동,1273,1405,25,35,132
2022,3,11215847,자양4동,1456,1573,51,63,117
2022,3,11215850,구의1동,1405,1557,31,40,152
2022,3,11215860,구의2동,967,1063,27,33,96
2022,3,11215870,구의3동,2361,2588,51,60,227
2022,3,11230536,용신동,2625,2819,69,64,194
2022,3,11230545,제기동,3110,3190,52,77,80
2022,3,11230560,전농1동,1917,2120,48,63,203
2022,3,11230570,전농2동,600,693,23,18,93
2022,3,11230600,답십리1동,1130,1253,39,32,123
2022,3,11230610,답십리2동,1636,1734,34,34,98
2022,3,11230650,장안1동,2639,2860,69,87,221
2022,3,11230660,장안2동,2009,2248,59,87,239
2022,3,11230705,청량리동,1087,1152,25,51,65
2022,3,11230710,회기동,896,1045,36,33,149
2022,3,11230720,휘경1동,682,760,19,22,78
2022,3,11230730,휘경2동,552,621,21,26,69
2022,3,11230740,이문1동,858,979,31,30,121
2022,3,11230750,이문2동,478,518,22,17,40
2022,3,11260520,면목2동,1092,1157,30,35,65
2022,3,11260540,면목4동,578,627,17,29,49
2022,3,11260550,면목5동,450,485,16,20,35
2022,3,11260565,면목본동,1608,1727,56,68,119
2022,3,11260570,면목7동,990,1054,37,42,64
2022,3,11260575,면목3·8동,1364,1496,47,49,132
2022,3,11260580,상봉1동,828,917,28,36,89
2022,3,11260590,상봉2동,1560,1720,73,76,160
2022,3,11260600,중화1동,636,684,14,22,48
2022,3,11260610,중화2동,1245,1351,35,39,106
2022,3,11260620,묵1동,1034,1157,22,33,123
2022,3,11260630,묵2동,925,986,34,32,61
2022,3,11260655,망우본동,1746,1923,69,70,177
2022,3,11260660,망우3동,547,594,14,18,47
2022,3,11260680,신내1동,1206,1369,35,34,163
2022,3,11260690,신내2동,647,743,18,23,96
2022,3,11290525,성북동,963,1026,44,32,63
2022,3,11290555,삼선동,1436,1546,51,51,110
2022,3,11290575,동선동,1683,1942,68,44,259
2022,3,11290580,돈암1동,379,401,17,17,22
2022,3,11290590,돈암2동,464,510,31,18,46
2022,3,11290600,안암동,980,1166,44,42,186
2022,3,11290610,보문동,734,794,21,22,60
2022,3,11290620,정릉1동,563,619,39,22,56
2022,3,11290630,정릉2동,667,746,36,19,79
2022,3,11290640,정릉3동,470,516,18,16,46
2022,3,11290650,정릉4동,697,767,33,22,70
2022,3,11290660,길음1동,903,1024,50,24,121
2022,3,11290685,길음2동,1131,1257,48,39,126
2022,3,11290705,종암동,1304,1451,38,35,147
2022,3,11290715,월곡1동,884,977,36,26,93
2022,3,11290725,월곡2동,1007,1140,33,43,133
2022,3,11290760,장위1동,678,730,38,24,52
2022,3,11290770,장위2동,722,755,16,12,33
2022,3,11290780,장위3동,429,478,17,16,49
2022,3,11290810,석관동,1369,1503,45,30,134
2022,3,11305534,삼양동,649,706,14,20,57
2022,3,11305535,미아동,1214,1322,43,49,108
2022,3,11305545,송중동,1682,1883,64,79,201
2022,3,11305555,송천동,1313,1451,38,50,138
2022,3,11305575,삼각산동,704,783,27,23,79
2022,3,11305595,번1동,1277,1402,35,44,125
2022,3,11305603,번2동,327,347,1,10,20
2022,3,11305608,번3동,363,414,7,10,51
2022,3,11305615,수유1동,1041,1114,25,39,73
2022,3,11305625,수유2동,836,898,29,31,62
2022,3,11305635,수유3동,1983,2210,87,86,227
2022,3,11305645,우이동,797,863,31,35,66
2022,3,11305660,인수동,970,1048,28,43,78
2022,3,11320511,창1동,736,810,23,24,74
2022,3,11320512,창2동,851,917,18,23,66
2022,3,11320513,창3동,594,639,16,17,45
2022,3,11320514,창4동,890,991,20,31,101
2022,3,11320515,창5동,1029,1185,40,45,156
2022,3,11320521,도봉1동,1050,1149,29,43,99
2022,3,11320522,도봉2동,872,921,17,30,49
2022,3,11320660,쌍문1동,548,597,15,14,49
2022,3,11320670,쌍문2동,872,972,30,37,100
2022,3,11320680,쌍문3동,699,770,22,31,71
2022,3,11320681,쌍문4동,410,463,10,12,53
2022,3,11320690,방학1동,1721,1919,68,64,198
2022,3,11320700,방학2동,776,824,23,30,48
2022,3,11320710,방학3동,516,564,11,12,48
2022,3,11350560,월계1동,936,1082,23,31,146
2022,3,11350570,월계2동,487,540,19,17,53
2022,3,11350580,월계3동,634,714,12,17,80
2022,3,11350595,공릉1동,1994,2220,62,82,226
2022,3,11350600,공릉2동,1254,1470,48,45,216
2022,3,11350611,하계1동,791,889,25,25,98
2022,3,11350612,하계2동,278,304,12,13,26
2022,3,11350619,중계본동,1147,1256,27,30,109
2022,3,11350621,중계1동,907,1046,32,26,139
2022,3,11350624,중계4동,823,911,29,30,88
2022,3,11350625,중계2·3동,1139,1264,34,40,125
2022,3,11350630,상계1동,1379,1538,49,62,159
2022,3,11350640,상계2동,2502,2811,97,96,309
2022,3,11350665,상계3·4동,905,954,28,28,49
2022,3,11350670,상계5동,1226,1317,42,35,91
2022,3,11350695,상계6·7동,1454,1640,51,47,186
2022,3,11350700,상계8동,399,443,6,14,44
2022,3,11350710,상계9동,442,488,18,19,46
2022,3,11350720,상계10동,328,364,17,14,36
2022,3,11380510,녹번동,1313,1433,50,40,120
2022,3,11380520,불광1동,1259,1398,46,49,139
2022,3,11380530,불광2동,1053,1112,26,25,59
2022,3,11380551,갈현1동,1212,1347,31,50,135
2022,3,11380552,갈현2동,1369,1525,48,54,156
2022,3,11380560,구산동,839,920,34,35,81
2022,3,11380570,대조동,2198,2390,58,66,192
2022,3,11380580,응암1동,1381,1569,52,59,188
2022,3,11380590,응암2동,656,713,24,18,57
2022,3,11380600,응암3동,1458,1581,31,41,123
2022,3,11380625,역촌동,1885,2099,54,63,214
2022,3,11380631,신사1동,940,1029,37,35,89
2022,3,11380632,신사2동,551,592,21,22,41
2022,3,11380640,증산동,669,718,23,16,49
2022,3,11380650,수색동,415,443,8,12,28
2022,3,11380690,진관동,1845,2155,72,52,310
2022,3,11410520,천연동,594,651,20,22,57
2022,3,11410555,북아현동,635,699,15,16,64
2022,3,11410565,충현동,1138,1255,32,38,117
2022,3,11410585,신촌동,3389,3877,137,144,488
2022,3,11410615,연희동,1860,1998,48,61,138
2022,3,11410620,홍제1동,700,804,23,23,104
2022,3,11410640,홍제3동,806,880,23,34,74
2022,3,11410655,홍제2동,423,478,17,15,55
2022,3,11410660,홍은1동,677,738,16,27,61
2022,3,11410685,홍은2동,807,913,31,38,106
2022,3,11410690,남가좌1동,539,609,27,13,70
2022,3,11410700,남가좌2동,1118,1273,48,32,155
2022,3,11410710,북가좌1동,424,484,20,17,60
2022,3,11410720,북가좌2동,1056,1179,32,42,123
2022,3,11440555,아현동,1226,1353,28,46,127
2022,3,11440565,공덕동,1770,1927,51,57,157
2022,3,11440585,도화동,1370,1532,37,43,162
2022,3,11440590,용강동,1622,1784,45,60,162
2022,3,11440600,대흥동,1229,1378,47,55,149
2022,3,11440610,염리동,662,737,23,25,75
2022,3,11440630,신수동,973,1053,33,24,80
2022,3,11440655,서강동,1627,1764,63,52,137
2022,3,11440660,서교동,7693,8446,311,292,753
2022,3,11440680,합정동,1886,2027,82,52,141
2022,3,11440690,망원1동,1676,1787,93,63,111
2022,3,11440700,망원2동,1132,1225,37,45,93
2022,3,11440710,연남동,2160,2252,104,78,92
2022,3,11440720,성산1동,1049,1124,26,30,75
2022,3,11440730,성산2동,1368,1517,43,52,149
2022,3,11440740,상암동,1675,2001,59,61,326
2022,3,11470510,목1동,2628,2975,102,104,347
2022,3,11470520,목2동,997,1081,33,31,84
2022,3,11470530,목3동,1036,1136,26,36,100
2022,3,11470540,목4동,1153,1272,35,27,119
2022,3,11470550,목5동,1514,1700,36,40,186
2022,3,11470560,신월1동,1083,1151,33,52,68
2022,3,11470570,신월2동,626,673,16,15,47
2022,3,11470580,신월3동,522,572,19,26,50
2022,3,11470590,신월4동,670,738,10,13,68
2022,3,11470600,신월5동,580,651,21,31,71
2022,3,11470610,신월6동,499,551,25,20,52
2022,3,11470611,신월7동,699,751,20,30,52
2022,3,11470620,신정1동,1013,1121,33,37,108
2022,3,11470630,신정2동,921,1018,31,27,97
2022,3,11470640,신정3동,1060,1216,42,45,156
2022,3,11470650,신정4동,2344,2543,70,71,199
2022,3,11470670,신정6동,638,706,12,18,68
2022,3,11470680,신정7동,773,891,34,20,118
2022,3,11500510,염창동,1294,1490,41,52,196
2022,3,11500520,등촌1동,1283,1453,80,64,170
2022,3,11500530,등촌2동,533,593,22,20,60
2022,3,11500535,등촌3동,1847,2065,64,79,218
2022,3,11500540,화곡1동,2221,2472,87,96,251
2022,3,11500550,화곡2동,600,645,14,17,45
2022,3,11500560,화곡3동,928,1061,25,34,133
2022,3,11500570,화곡4동,1107,1200,35,34,93
2022,3,11500590,화곡본동,1123,1234,36,48,111
2022,3,11500591,화곡6동,1259,1421,57,56,162
2022,3,11500593,화곡8동,951,1058,32,49,107
2022,3,11500603,가양1동,4516,5086,237,211,570
2022,3,11500604,가양2동,401,454,14,11,53
2022,3,11500605,가양3동,346,383,10,17,37
2022,3,11500611,발산1동,3497,3806,134,116,309
2022,3,11500615,우장산동,1291,1431,42,44,140
2022,3,11500620,공항동,1351,1498,34,47,147
2022,3,11500630,방화1동,1897,2115,97,66,218
2022,3,11500640,방화2동,1531,1674,41,54,143
2022,3,11500641,방화3동,507,564,7,9,57
2022,3,11530510,신도림동,1729,1951,51,45,222
2022,3,11530520,구로1동,507,562,13,11,55
2022,3,11530530,구로2동,4956,5080,67,96,124
2022,3,11530540,구로3동,3545,4002,91,103,457
2022,3,11530550,구로4동,1609,1706,51,55,97
2022,3,11530560,구로5동,2665,2915,85,89,250
2022,3,11530595,가리봉동,808,834,25,37,26
2022,3,11530720,고척1동,1197,1337,38,50,140
2022,3,11530730,고척2동,1021,1102,31,39,81
2022,3,11530740,개봉1동,1223,1352,33,38,129
2022,3,11530750,개봉2동,736,843,24,34,107
2022,3,11530760,개봉3동,675,741,20,29,66
2022,3,11530770,오류1동,852,931,27,25,79
2022,3,11530780,오류2동,1013,1138,33,34,125
2022,3,11530790,수궁동,665,733,19,30,68
2022,3,11530800,항동,324,393,22,11,69
2022,3,11545510,가산동,7670,8314,215,178,644
2022,3,11545610,독산1동,2363,2659,82,59,296
2022,3,11545620,독산2동,704,787,26,25,83
2022,3,11545630,독산3동,1331,1424,35,45,93
2022,3,11545640,독산4동,634,705,20,21,71
2022,3,11545670,시흥1동,2055,2288,62,90,233
2022,3,11545680,시흥2동,378,411,12,11,33
2022,3,11545690,시흥3동,994,1029,14,17,35
2022,3,11545700,시흥4동,456,496,12,18,40
2022,3,11545710,시흥5동,738,817,19,20,79
2022,3,11560515,영등포본동,1321,1451,19,45,130
2022,3,11560535,영등포동,3814,4223,108,153,409
2022,3,11560540,여의동,5048,5659,158,145,611
2022,3,11560550,당산1동,2359,2535,70,66,176
2022,3,11560560,당산2동,1736,1941,52,43,205
2022,3,11560585,도림동,705,751,20,14,46
2022,3,11560605,문래동,2594,2818,78,55,224
2022,3,11560610,양평1동,1196,1302,35,35,106
2022,3,11560620,양평2동,1402,1535,40,55,133
2022,3,11560630,신길1동,832,899,22,23,67
2022,3,11560650,신길3동,710,761,15,16,51
2022,3,11560660,신길4동,329,381,7,12,52
2022,3,11560670,신길5동,315,350,9,7,35
2022,3,11560680,신길6동,984,1074,37,22,90
2022,3,11560690,신길7동,521,588,22,25,67
2022,3,11560700,대림1동,757,833,23,33,76
2022,3,11560710,대림2동,1274,1328,51,57,54
2022,3,11560720,대림3동,1485,1567,52,51,82
2022,3,11590510,노량진1동,1401,1603,35,57,202
2022,3,11590520,노량진2동,1551,1607,16,24,56
2022,3,11590530,상도1동,1353,1583,38,35,230
2022,3,11590540,상도2동,1100,1228,27,37,128
2022,3,11590550,상도3동,725,783,10,17,58
2022,3,11590560,상도4동,731,811,27,22,80
2022,3,11590605,흑석동,1220,1397,37,54,177
2022,3,11590620,사당1동,1437,1570,47,52,133
2022,3,11590630,사당2동,1412,1579,59,50,167
2022,3,11590640,사당3동,693,763,18,22,70
2022,3,11590650,사당4동,513,568,13,12,55
2022,3,11590651,사당5동,328,366,8,14,38
2022,3,11590660,대방동,1337,1499,41,44,162
2022,3,11590670,신대방1동,803,867,28,31,64
2022,3,11590680,신대방2동,939,1076,45,41,137
2022,3,11620525,보라매동,1230,1344,36,51,114
2022,3,11620545,청림동,374,414,10,11,40
2022,3,11620565,성현동,612,666,20,11,54
2022,3,11620575,행운동,1218,1352,41,46,134
2022,3,11620585,낙성대동,1116,1291,52,60,175
2022,3,11620595,청룡동,1678,1895,47,65,217
2022,3,11620605,은천동,1177,1307,35,66,130
2022,3,11620615,중앙동,813,917,22,31,104
2022,3,11620625,인헌동,880,969,35,47,89
2022,3,11620630,남현동,716,815,23,25,99
2022,3,11620645,서원동,1102,1316,36,42,214
2022,3,11620655,신원동,703,760,29,19,57
2022,3,11620665,서림동,670,739,22,32,69
2022,3,11620685,신사동,1088,1197,36,53,109
2022,3,11620695,신림동,1597,1775,49,77,178
2022,3,11620715,난향동,300,324,11,8,24
2022,3,11620725,조원동,1209,1313,38,47,104
2022,3,11620735,대학동,1103,1250,49,55,147
2022,3,11620745,삼성동,607,630,11,24,23
2022,3,11620765,미성동,1024,1134,22,40,110
2022,3,11620775,난곡동,585,655,19,22,70
2022,3,11650510,서초1동,2959,3179,74,66,220
2022,3,11650520,서초2동,3814,4067,135,78,253
2022,3,11650530,서초3동,6758,7130,189,150,372
2022,3,11650531,서초4동,3028,3264,78,93,236
2022,3,11650540,잠원동,1862,1992,38,52,130
2022,3,11650550,반포본동,446,465,2,22,19
2022,3,11650560,반포1동,1622,1749,56,52,127
2022,3,11650570,반포2동,339,363,6,4,24
2022,3,11650580,반포3동,1160,1239,32,25,79
2022,3,11650581,반포4동,3187,3484,66,59,297
2022,3,11650590,방배본동,1325,1416,33,29,91
2022,3,11650600,방배1동,1243,1381,35,25,138
2022,3,11650610,방배2동,1358,1483,48,37,125
2022,3,11650620,방배3동,686,743,16,17,57
2022,3,11650621,방배4동,1808,1930,41,37,122
2022,3,11650651,양재1동,2607,2859,60,78,252
2022,3,11650652,양재2동,3463,3676,72,76,213
2022,3,11650660,내곡동,874,921,19,26,47
2022,3,11680510,신사동,3925,4214,114,97,289
2022,3,11680521,논현1동,4184,4490,146,131,306
2022,3,11680531,논현2동,4428,4786,148,165,358
2022,3,11680545,압구정동,4201,4442,136,124,241
2022,3,11680565,청담동,4375,4573,93,91,198
2022,3,11680580,삼성1동,3583,3886,113,94,303
2022,3,11680590,삼성2동,2887,3104,90,75,217
2022,3,11680600,대치1동,1073,1183,18,25,110
2022,3,11680610,대치2동,2984,3228,68,81,244
2022,3,11680630,대치4동,3737,4109,117,121,372
2022,3,11680640,역삼1동,11013,11963,368,305,950
2022,3,11680650,역삼2동,3118,3323,95,96,205
2022,3,11680655,도곡1동,1280,1393,33,33,113
2022,3,11680656,도곡2동,1493,1597,46,38,104
2022,3,11680660,개포1동,174,179,1,3,5
2022,3,11680670,개포2동,818,906,28,23,88
2022,3,11680690,개포4동,1400,1492,50,27,92
2022,3,11680700,세곡동,1180,1345,35,37,165
2022,3,11680720,일원본동,431,476,19,11,45
2022,3,11680730,일원1동,685,770,18,11,85
2022,3,11680740,일원2동,432,472,8,14,40
2022,3,11680750,수서동,777,898,16,16,121
2022,3,11710510,풍납1동,482,519,9,12,37
2022,3,11710520,풍납2동,823,899,19,31,76
2022,3,11710531,거여1동,576,630,12,15,54
2022,3,11710532,거여2동,639,715,21,13,76
2022,3,11710540,마천1동,644,687,16,16,43
2022,3,11710550,마천2동,932,1004,26,28,72
2022,3,11710561,방이1동,1145,1262,49,42,117
2022,3,11710562,방이2동,2437,2673,87,96,236
2022,3,11710566,오륜동,440,494,9,12,54
2022,3,11710570,오금동,1683,1813,37,51,130
2022,3,11710580,송파1동,1806,1975,69,60,169
2022,3,11710590,송파2동,820,914,22,34,94
2022,3,11710600,석촌동,2398,2640,88,84,242
2022,3,11710610,삼전동,1545,1715,34,60,170
2022,3,11710620,가락본동,2411,2652,87,106,241
2022,3,11710631,가락1동,3524,3589,31,43,65
2022,3,11710632,가락2동,1488,1637,58,60,149
2022,3,11710641,문정1동,1127,1222,30,35,95
2022,3,11710642,문정2동,5717,6224,176,169,507
2022,3,11710646,장지동,941,1031,17,37,90
2022,3,11710647,위례동,821,989,64,36,168
2022,3,11710650,잠실본동,2734,3091,99,104,357
2022,3,11710670,잠실2동,857,964,28,25,107
2022,3,11710680,잠실3동,1665,1822,45,54,157
2022,3,11710690,잠실4동,375,422,11,15,47
2022,3,11710710,잠실6동,1740,1965,70,51,225
2022,3,11710720,잠실7동,197,210,5,6,13
2022,3,11740515,강일동,761,902,37,27,141
2022,3,11740520,상일동,838,941,30,46,103
2022,3,11740530,명일1동,1504,1671,105,50,167
2022,3,11740540,명일2동,988,1140,33,34,152
2022,3,11740550,고덕1동,547,624,15,15,77
2022,3,11740560,고덕2동,744,847,34,34,103
2022,3,11740570,암사1동,1307,1420,40,51,113
2022,3,11740580,암사2동,639,716,20,16,77
2022,3,11740590,암사3동,548,599,21,17,51
2022,3,11740600,천호1동,994,1114,34,36,120
2022,3,11740610,천호2동,3065,3363,92,136,298
2022,3,11740620,천호3동,1432,1562,42,55,130
2022,3,11740640,성내1동,1220,1343,39,38,123
2022,3,11740650,성내2동,1370,1489,45,52,119
2022,3,11740660,성내3동,1910,2066,69,67,156
2022,3,11740685,길동,2783,3075,90,94,292
2022,3,11740690,둔촌1동,24,26,0,1,2
2022,3,11740700,둔촌2동,1089,1173,31,35,84
2022,4,11110515,청운효자동,890,917,49,18,27
2022,4,11110530,사직동,2595,2792,89,47,197
2022,4,11110540,삼청동,688,735,35,9,47
2022,4,11110550,부암동,463,496,22,10,33
2022,4,11110560,평창동,634,670,14,10,36
2022,4,11110570,무악동,178,200,6,1,22
2022,4,11110580,교남동,314,382,10,15,68
2022,4,11110600,가회동,606,651,31,14,45
2022,4,11110615,종로1·2·3·4가동,10041,10588,287,191,547
2022,4,11110630,종로5·6가동,1910,2004,51,35,94
2022,4,11110640,이화동,639,775,30,25,136
2022,4,11110650,혜화동,1317,1512,60,36,195
2022,4,11110670,창신1동,1750,1804,43,43,54
2022,4,11110680,창신2동,380,405,11,12,25
2022,4,11110690,창신3동,171,188,4,1,17
2022,4,11110700,숭인1동,267,298,5,6,31
2022,4,11110710,숭인2동,845,914,36,21,69
2022,4,11140520,소공동,2875,3130,106,59,255
2022,4,11140540,회현동,5107,5347,73,74,240
2022,4,11140550,명동,4020,4512,156,91,492
2022,4,11140570,필동,1087,1215,33,17,128
2022,4,11140580,장충동,498,530,7,3,32
2022,4,11140590,광희동,5260,5499,102,99,239
2022,4,11140605,을지로동,2787,2910,90,62,123
2022,4,11140615,신당동,11978,12109,245,220,131
2022,4,11140625,다산동,822,902,22,15,80
2022,4,11140635,약수동,642,709,33,18,67
2022,4,11140645,청구동,510,544,10,12,34
2022,4,11140650,신당5동,722,785,23,24,63
2022,4,11140665,동화동,534,574,23,14,40
2022,4,11140670,황학동,1338,1416,33,36,78
2022,4,11140680,중림동,648,714,16,16,66
2022,4,11170510,후암동,803,849,35,14,46
2022,4,11170520,용산2가동,567,615,21,14,48
2022,4,11170530,남영동,1182,1355,40,28,173
2022,4,11170555,청파동,1146,1298,90,41,152
2022,4,11170560,원효로1동,1624,1710,48,38,86
2022,4,11170570,원효로2동,891,933,21,7,42
2022,4,11170580,효창동,326,353,13,12,27
2022,4,11170590,용문동,531,571,11,6,40
2022,4,11170625,한강로동,4959,5293,161,85,334
2022,4,11170630,이촌1동,793,865,26,21,72
2022,4,11170640,이촌2동,286,308,11,3,22
2022,4,11170650,이태원1동,1576,1667,78,42,91
2022,4,11170660,이태원2동,827,875,43,17,48
2022,4,11170685,한남동,2262,2385,88,47,123
2022,4,11170690,서빙고동,358,387,15,10,29
2022,4,11170700,보광동,725,771,27,17,46
2022,4,11200520,왕십리2동,526,586,23,14,60
2022,4,11200535,왕십리도선동,1821,2034,101,54,213
2022,4,11200540,마장동,2375,2435,56,41,60
2022,4,11200550,사근동,697,881,31,28,184
2022,4,11200560,행당1동,1083,1235,54,30,152
2022,4,11200570,행당2동,488,562,19,14,74
2022,4,11200580,응봉동,292,312,13,4,20
2022,4,11200590,금호1가동,423,468,19,24,45
2022,4,11200615,금호2·3가동,830,911,28,15,81
2022,4,11200620,금호4가동,530,595,32,16,65
2022,4,11200645,옥수동,809,899,24,24,90
2022,4,11200650,성수1가1동,1069,1138,52,24,69
2022,4,11200660,성수1가2동,1911,2037,103,44,126
2022,4,11200670,성수2가1동,1511,1622,65,20,111
2022,4,11200690,성수2가3동,2986,3217,133,75,231
2022,4,11200720,송정동,441,460,19,9,19
2022,4,11200790,용답동,1207,1274,25,30,67
2022,4,11215710,화양동,2087,2485,121,84,398
2022,4,11215730,군자동,1347,1496,93,45,149
2022,4,11215740,중곡1동,1189,1271,55,29,82
2022,4,11215750,중곡2동,1170,1260,59,28,90
2022,4,11215760,중곡3동,885,975,52,23,90
2022,4,11215770,중곡4동,1014,1088,52,41,74
2022,4,11215780,능동,618,696,34,15,78
2022,4,11215810,광장동,1102,1228,41,24,126
2022,4,11215820,자양1동,1230,1369,52,41,139
2022,4,11215830,자양2동,1002,1089,30,26,87
2022,4,11215840,자양3동,1274,1405,31,31,131
2022,4,11215847,자양4동,1481,1595,65,43,114
2022,4,11215850,구의1동,1429,1585,85,57,156
2022,4,11215860,구의2동,971,1075,40,28,104
2022,4,11215870,구의3동,2384,2609,77,56,225
2022,4,11230536,용신동,2644,2851,97,65,207
2022,4,11230545,제기동,3132,3213,83,60,81
2022,4,11230560,전농1동,1931,2135,71,56,204
2022,4,11230570,전농2동,605,697,21,17,92
2022,4,11230600,답십리1동,1156,1279,49,23,123
2022,4,11230610,답십리2동,1655,1755,52,31,100
2022,4,11230650,장안1동,2678,2906,133,87,228
2022,4,11230660,장안2동,2010,2254,80,74,244
2022,4,11230705,청량리동,1105,1173,45,24,68
2022,4,11230710,회기동,914,1066,60,39,152
2022,4,11230720,휘경1동,700,783,37,14,83
2022,4,11230730,휘경2동,555,626,24,19,71
2022,4,11230740,이문1동,882,1005,39,13,123
2022,4,11230750,이문2동,481,519,12,11,38
2022,4,11260520,면목2동,1102,1167,35,25,65
2022,4,11260540,면목4동,587,638,34,23,51
2022,4,11260550,면목5동,472,511,35,9,39
2022,4,11260565,면목본동,1628,1749,84,62,121
2022,4,11260570,면목7동,1008,1076,53,31,68
2022,4,11260575,면목3·8동,1382,1515,70,51,133
2022,4,11260580,상봉1동,870,963,60,14,93
2022,4,11260590,상봉2동,1600,1770,99,49,170
2022,4,11260600,중화1동,639,689,24,19,50
2022,4,11260610,중화2동,1267,1375,61,37,108
2022,4,11260620,묵1동,1062,1188,60,29,126
2022,4,11260630,묵2동,920,978,31,39,58
2022,4,11260655,망우본동,1777,1968,90,45,191
2022,4,11260660,망우3동,546,592,23,25,46
2022,4,11260680,신내1동,1230,1399,67,37,169
2022,4,11260690,신내2동,650,743,16,16,93
2022,4,11290525,성북동,985,1049,42,19,64
2022,4,11290555,삼선동,1453,1563,59,42,110
2022,4,11290575,동선동,1723,1988,98,52,265
2022,4,11290580,돈암1동,385,408,16,9,23
2022,4,11290590,돈암2동,472,517,12,5,45
2022,4,11290600,안암동,983,1177,43,32,194
2022,4,11290610,보문동,752,812,38,20,60
2022,4,11290620,정릉1동,577,632,24,11,55
2022,4,11290630,정릉2동,676,754,29,21,78
2022,4,11290640,정릉3동,479,525,24,15,46
2022,4,11290650,정릉4동,697,769,22,20,72
2022,4,11290660,길음1동,930,1050,49,23,120
2022,4,11290685,길음2동,1135,1272,58,43,137
2022,4,11290705,종암동,1315,1466,48,33,151
2022,4,11290715,월곡1동,895,991,37,23,96
2022,4,11290725,월곡2동,1024,1157,45,28,133
2022,4,11290760,장위1동,689,755,47,22,66
2022,4,11290770,장위2동,732,767,29,17,35
2022,4,11290780,장위3동,430,482,16,12,52
2022,4,11290810,석관동,1382,1515,45,33,133
2022,4,11305534,삼양동,656,717,35,24,61
2022,4,11305535,미아동,1234,1342,60,40,108
2022,4,11305545,송중동,1701,1898,59,44,197
2022,4,11305555,송천동,1317,1449,48,50,132
2022,4,11305575,삼각산동,705,790,28,21,85
2022,4,11305595,번1동,1292,1419,63,46,127
2022,4,11305603,번2동,334,355,9,1,21
2022,4,11305608,번3동,367,420,15,9,53
2022,4,11305615,수유1동,1042,1116,37,35,74
2022,4,11305625,수유2동,847,910,43,31,63
2022,4,11305635,수유3동,2006,2243,112,79,237
2022,4,11305645,우이동,798,864,29,28,66
2022,4,11305660,인수동,1001,1078,56,26,77
2022,4,11320511,창1동,750,830,37,17,80
2022,4,11320512,창2동,860,928,41,30,68
2022,4,11320513,창3동,601,645,22,16,44
2022,4,11320514,창4동,899,1011,43,23,112
2022,4,11320515,창5동,1060,1215,54,24,155
2022,4,11320521,도봉1동,1069,1168,41,22,99
2022,4,11320522,도봉2동,882,932,24,13,50
2022,4,11320660,쌍문1동,555,604,22,15,49
2022,4,11320670,쌍문2동,877,979,36,29,102
2022,4,11320680,쌍문3동,712,784,27,13,72
2022,4,11320681,쌍문4동,418,473,15,5,55
2022,4,11320690,방학1동,1743,1948,97,68,205
2022,4,11320700,방학2동,794,840,41,25,46
2022,4,11320710,방학3동,538,590,36,10,52
2022,4,11350560,월계1동,947,1098,44,28,151
2022,4,11350570,월계2동,488,542,18,16,54
2022,4,11350580,월계3동,637,719,20,15,82
2022,4,11350595,공릉1동,2041,2271,97,46,230
2022,4,11350600,공릉2동,1285,1503,72,39,218
2022,4,11350611,하계1동,796,895,28,22,99
2022,4,11350612,하계2동,285,312,11,3,27
2022,4,11350619,중계본동,1159,1267,49,38,108
2022,4,11350621,중계1동,903,1043,31,34,140
2022,4,11350624,중계4동,811,901,32,42,90
2022,4,11350625,중계2·3동,1136,1260,30,34,124
2022,4,11350630,상계1동,1395,1558,52,32,163
2022,4,11350640,상계2동,2526,2834,111,88,308
2022,4,11350665,상계3·4동,924,973,41,22,49
2022,4,11350670,상계5동,1252,1345,70,42,93
2022,4,11350695,상계6·7동,1504,1696,88,32,192
2022,4,11350700,상계8동,406,452,21,12,46
2022,4,11350710,상계9동,449,495,17,10,46
