연도,분기,NM,행정동_코드,전체,1층,1층외,영역_면적
2021,1,상일동,11740520,121228,178077,64380,1813623
2021,1,서강동,11440655,136242,151001,121484,1478577
2021,1,서교동,11440660,148284,179286,117282,1678981
2021,1,서림동,11620665,99707,104493,94921,941252
2021,1,서빙고동,11170690,62017,66526,57509,2821948
2021,1,서원동,11620645,129503,157035,101972,647532
2021,1,서초1동,11650510,116446,142544,90348,1382685
2021,1,서초2동,11650520,176458,203244,149673,1230924
2021,1,서초3동,11650530,118425,137665,99185,2998572
2021,1,서초4동,11650531,149159,180235,118082,879773
2021,1,석관동,11290810,71784,91153,52415,1705061
2021,1,석촌동,11710600,125577,167349,83805,946914
2021,1,성내1동,11740640,92829,116038,69619,663675
2021,1,성내2동,11740650,94977,105871,84082,625147
2021,1,성내3동,11740660,105930,125340,86519,647356
2021,1,성북동,11290525,110224,136805,83643,2879912
2021,1,성산1동,11440720,90547,109399,71695,859254
2021,1,성산2동,11440730,110603,130531,90675,1978724
2021,1,성수1가1동,11200650,95710,106692,84729,1885875
2021,1,성수1가2동,11200660,111915,131013,92816,930086
2021,1,성수2가1동,11200670,96812,113153,80470,1184964
2021,1,성수2가3동,11200690,114529,118568,110490,1054501
2021,1,성현동,11620565,90395,116789,64002,678223
2021,1,세곡동,11680700,135981,180920,91042,6367772
2021,1,소공동,11140520,154879,185538,124221,943795
2021,1,송정동,11200720,82635,91740,73530,681916
2021,1,송중동,11305545,102294,127577,77011,1075796
2021,1,송천동,11305555,73964,92426,55503,929913
2021,1,송파1동,11710580,118709,140771,96647,686925
2021,1,송파2동,11710590,103033,138782,67284,631023
2021,1,수궁동,11530790,79348,95191,63505,2661352
2021,1,수색동,11380650,49724,70878,28570,1290258
2021,1,수서동,11680750,132993,165022,100965,1629403
2021,1,수유1동,11305615,69418,97548,41288,1649963
2021,1,수유2동,11305625,61407,85736,37079,581617
2021,1,수유3동,11305635,96644,128827,64461,745645
2021,1,숭인1동,11110700,76070,94190,57950,239396
2021,1,숭인2동,11110710,92389,119287,65491,351906
2021,1,시흥1동,11545670,101374,140251,62497,1524148
2021,1,시흥2동,11545680,88479,113968,62991,1308882
2021,1,시흥3동,11545690,124551,107966,141136,1261391
2021,1,시흥4동,11545700,89507,112804,66211,821709
2021,1,시흥5동,11545710,77185,110542,43828,1386972
2021,1,신길1동,11560630,93627,121228,66025,722925
2021,1,신길3동,11560650,69227,89751,48703,520083
2021,1,신길4동,11560660,68642,63872,73412,292127
2021,1,신길5동,11560670,90588,110618,70558,494653
2021,1,신길6동,11560680,79393,107168,51617,653511
2021,1,신길7동,11560690,97552,113038,82066,642487
2021,1,신내1동,11260680,102339,119911,84766,2606949
2021,1,신내2동,11260690,135852,165200,106505,911281
2021,1,신당5동,11140650,96955,121291,72619,319706
2021,1,신당동,11140615,366788,338025,395550,534942
2021,1,신대방1동,11590670,102451,119507,85394,675281
2021,1,신대방2동,11590680,123626,174466,72785,977033
2021,1,신도림동,11530510,119613,126766,112461,1392788
2021,1,신림동,11620695,130077,172386,87767,541240
2021,1,신사1동,11380631,86168,105408,66928,808314
2021,1,신사2동,11380632,64171,80372,47969,1046222
2021,1,신사동,11620685,98818,121733,75904,641031
2021,1,신사동,11680510,144136,183061,105211,2059234
2021,1,신수동,11440630,128929,131257,126600,797879
2021,1,신원동,11620655,96037,132647,59428,544977
2021,1,신월1동,11470560,66002,87640,44363,622400
2021,1,신월2동,11470570,67807,83564,52050,606811
2021,1,신월3동,11470580,77508,117403,37614,918039
2021,1,신월4동,11470590,64568,84899,44238,469873
2021,1,신월5동,11470600,64473,74712,54233,638302
2021,1,신월6동,11470610,77692,115262,40123,444286
2021,1,신월7동,11470611,61377,78827,43927,1230628
2021,1,신정1동,11470620,95524,130694,60354,747568
2021,1,신정2동,11470630,76962,101046,52878,525899
2021,1,신정3동,11470640,101099,148974,53224,2756536
2021,1,신정4동,11470650,92856,116207,69505,997144
2021,1,신정6동,11470670,155219,217938,92499,940885
2021,1,신정7동,11470680,116684,124806,108562,1234130
2021,1,신촌동,11410585,128423,176373,80473,2720364
2021,1,쌍문1동,11320660,57027,73540,40515,1175774
2021,1,쌍문2동,11320670,70953,95575,46331,541193
2021,1,쌍문3동,11320680,78132,105429,50835,504805
2021,1,쌍문4동,11320681,87931,119728,56134,554868
2021,1,아현동,11440555,132374,174167,90581,744328
2021,1,안암동,11290600,115177,156221,74132,1379571
2021,1,암사1동,11740570,88895,104525,73265,735480
2021,1,암사2동,11740580,90774,125312,56235,2174329
2021,1,암사3동,11740590,133445,140004,126886,1799368
2021,1,압구정동,11680545,153262,206888,99635,2345057
2021,1,약수동,11140635,135648,186985,84311,486369
2021,1,양재1동,11650651,112331,138492,86170,5765358
2021,1,양재2동,11650652,84551,101583,67520,7562268
2021,1,양평1동,11560610,95450,107546,83355,974912
2021,1,양평2동,11560620,95783,121404,70162,2874596
2021,1,여의동,11560540,150386,201279,99493,8437543
2021,1,역삼1동,11680640,145895,166707,125083,2362133
2021,1,역삼2동,11680650,150348,177333,123363,1135029
2021,1,역촌동,11380625,77030,100446,53613,1157542
2021,1,연남동,11440710,122837,139700,105974,647438
2021,1,연희동,11410615,92404,93446,91363,2929172
2021,1,염리동,11440610,120403,149829,90978,491468
2021,1,염창동,11500510,86360,110945,61776,1732856
2021,1,영등포동,11560535,118415,137933,98897,1372094
2021,1,영등포본동,11560515,104394,94852,113936,846370
2021,1,오금동,11710570,95502,119580,71423,1648868
2021,1,오류1동,11530770,104520,142188,66852,727414
2021,1,오류2동,11530780,94409,123225,65594,3061018
2021,1,오륜동,11710566,282915,321178,244653,3085088
2021,1,옥수동,11200645,146962,180605,113320,1922027
2021,1,왕십리2동,11200520,105487,125886,85087,372425
2021,1,왕십리도선동,11200535,105326,118471,92181,710285
2021,1,용강동,11440590,132339,162952,101726,790602
2021,1,용답동,11200790,91427,123897,58957,2377148
2021,1,용문동,11170590,105935,122521,89348,277531
2021,1,용산2가동,11170520,105657,95232,116082,1966853
2021,1,용신동,11230536,81930,104533,59327,1618399
2021,1,우이동,11305645,60212,80624,39799,10587752
2021,1,우장산동,11500615,102665,134879,70451,1261588
2021,1,원효로1동,11170560,91343,109998,72687,589017
2021,1,원효로2동,11170570,102379,115312,89447,708975
2021,1,월계1동,11350560,85970,119891,52050,1107461
2021,1,월계2동,11350570,86553,97222,75883,2004785
2021,1,월계3동,11350580,125719,181860,69577,1168283
2021,1,월곡1동,11290715,84187,100219,68156,801757
2021,1,월곡2동,11290725,72998,101254,44742,1364901
2021,1,위례동,11710647,156911,219384,94438,2537372
2021,1,은천동,11620605,106555,138802,74309,776212
2021,1,을지로동,11140605,143744,185740,101748,611524
2021,1,응봉동,11200580,116479,143012,89946,553662
2021,1,응암1동,11380580,85495,114245,56745,1109863
2021,1,응암2동,11380590,94329,105170,83487,755247
2021,1,응암3동,11380600,77549,107019,48079,752773
2021,1,이문1동,11230740,95148,132735,57561,1039602
2021,1,이문2동,11230750,75043,73602,76484,723890
2021,1,이촌1동,11170630,205197,276618,133775,2872767
2021,1,이촌2동,11170640,73536,70685,76386,1205543
2021,1,이태원1동,11170650,170309,198455,142163,582899
2021,1,이태원2동,11170660,139875,174699,105052,874243
2021,1,이화동,11110640,111936,145571,78302,782395
2021,1,인수동,11305660,58060,67588,48533,2998011
2021,1,인헌동,11620625,94765,138587,50942,1089078
2021,1,일원1동,11680730,88225,128545,47904,953471
2021,1,일원2동,11680740,125305,147840,102769,1300290
2021,1,일원본동,11680720,148966,192774,105158,2354625
2021,1,자양1동,11215820,94600,125033,64167,568868
2021,1,자양2동,11215830,77854,82410,73298,1657523
2021,1,자양3동,11215840,108546,118272,98820,1196419
2021,1,자양4동,11215847,102363,143434,61292,1180023
2021,1,잠실2동,11710670,328025,445966,210084,2686850
2021,1,잠실3동,11710680,247418,261409,233426,1542643
2021,1,잠실4동,11710690,274269,332424,216115,780204
2021,1,잠실6동,11710710,172013,201572,142455,1508001
2021,1,잠실7동,11710720,231553,231553,,723486
2021,1,잠실본동,11710650,142150,179870,104430,1028997
2021,1,잠원동,11650540,123703,138794,108611,1756867
2021,1,장안1동,11230650,77419,101934,52903,1342167
2021,1,장안2동,11230660,89183,118487,59879,996640
2021,1,장위1동,11290760,46245,60697,31793,708546
2021,1,장위2동,11290770,76044,93927,58161,679894
2021,1,장위3동,11290780,82456,119575,45337,652601
2021,1,장지동,11710646,133078,170312,95843,1278355
2021,1,장충동,11140580,103123,126051,80195,1017925
2021,1,전농1동,11230560,83681,101923,65438,1126695
2021,1,전농2동,11230570,89616,116654,62578,977568
2021,1,정릉1동,11290620,93268,104883,81653,412365
2021,1,정릉2동,11290630,74237,93957,54516,1094889
2021,1,정릉3동,11290640,68120,82919,53320,3327126
2021,1,정릉4동,11290650,81419,97392,65445,3570914
2021,1,제기동,11230545,109443,140178,78708,1181705
2021,1,조원동,11620725,79033,109883,48184,666607
2021,1,종로1234가동,11110615,178013,237498,118528,2417171
2021,1,종로56가동,11110630,237226,235456,238996,603167
2021,1,종암동,11290705,72355,95366,49344,1404527
2021,1,중계1동,11350621,131362,181772,80951,623451
2021,1,중계23동,11350625,122153,173038,71269,919083
2021,1,중계4동,11350624,100677,148717,52637,1519449
2021,1,중계본동,11350619,101698,134758,68639,2183234
2021,1,중곡1동,11215740,72042,95808,48276,614505
2021,1,중곡2동,11215750,69933,90598,49268,545542
2021,1,중곡3동,11215760,75506,100610,50402,601866
2021,1,중곡4동,11215770,79832,105624,54039,2313468
2021,1,중림동,11140680,126810,126278,127342,484384
2021,1,중앙동,11620615,97159,115847,78472,384728
2021,1,중화1동,11260600,75849,82921,68776,641493
2021,1,중화2동,11260610,89200,117164,61235,1016955
2021,1,증산동,11380640,76890,96095,57685,807409
2021,1,진관동,11380690,118019,136204,99835,11565110
2021,1,창1동,11320511,88193,110806,65579,1122171
2021,1,창2동,11320512,62478,88739,36217,654442
2021,1,창3동,11320513,54063,73055,35071,655485
2021,1,창4동,11320514,132443,188712,76175,1140172
2021,1,창5동,11320515,100871,141257,60485,701480
2021,1,창신1동,11110670,164210,198710,129709,305337
2021,1,창신2동,11110680,80536,91197,69876,257323
2021,1,창신3동,11110690,78209,88457,67961,216835
2021,1,천연동,11410520,97496,127373,67618,982817
2021,1,천호1동,11740600,89152,108500,69804,668998
2021,1,천호2동,11740610,110126,127110,93142,1850853
2021,1,천호3동,11740620,102194,139535,64853,561872
2021,1,청구동,11140645,99479,105314,93645,342571
2021,1,청담동,11680565,146291,171203,121379,2329217
2021,1,청량리동,11230705,77718,99101,56335,1204398
2021,1,청룡동,11620595,115902,135025,96779,1195604
2021,1,청림동,11620545,79423,80513,78334,297155
2021,1,청운효자동,11110515,128011,162329,93692,2568432
2021,1,청파동,11170555,98898,131455,66341,886225
2021,1,충현동,11410565,91634,118299,64968,1116001
2021,1,평창동,11110560,85538,83877,87198,8947328
2021,1,풍납1동,11710510,139010,192005,86015,1075294
2021,1,풍납2동,11710520,116758,147875,85640,2564554
2021,1,필동,11140570,125850,160806,90894,1464686
2021,1,하계1동,11350611,75994,87336,64652,1527061
2021,1,하계2동,11350612,89633,93391,85876,500023
2021,1,한강로동,11170625,124851,141527,108175,2869816
2021,1,한남동,11170685,111821,134048,89594,3031897
2021,1,합정동,11440680,123773,132755,114790,1712389
2021,1,항동,11530800,,,,1446941
2021,1,행당1동,11200560,118361,132661,104062,573566
2021,1,행당2동,11200570,107143,114068,100218,457669
2021,1,행운동,11620575,99879,122120,77639,718235
2021,1,혜화동,11110650,117679,153779,81579,1132421
2021,1,홍은1동,11410660,73183,84011,62355,1615140
2021,1,홍은2동,11410685,75858,98912,52804,2075085
2021,1,홍제1동,11410620,103684,147974,59395,1235632
2021,1,홍제2동,11410655,91193,112292,70094,699978
2021,1,홍제3동,11410640,81544,110924,52165,1192508
2021,1,화곡1동,11500540,83177,103505,62848,1197746
2021,1,화곡2동,11500550,59275,85562,32989,454621
2021,1,화곡3동,11500560,95771,124032,67509,521858
2021,1,화곡4동,11500570,78808,115304,42311,852049
2021,1,화곡6동,11500591,88176,107667,68685,1037911
2021,1,화곡8동,11500593,98618,139972,57265,593322
2021,1,화곡본동,11500590,81419,101811,61027,972735
2021,1,화양동,11215710,127512,165538,89485,1166008
2021,1,황학동,11140670,136131,161232,111029,328640
2021,1,회기동,11230710,92643,125918,59368,766917
2021,1,회현동,11140540,338470,385567,291373,897827
2021,1,효창동,11170580,154267,132602,175931,446197
2021,1,후암동,11170510,82695,104994,60397,865892
2021,1,휘경1동,11230720,113637,135018,92257,521796
2021,1,휘경2동,11230730,86020,98466,73574,1113609
2021,1,흑석동,11590605,110808,135183,86433,1708306
2021,2,가락1동,11710631,231107,240548,221666,1393228
2021,2,가락2동,11710632,149743,175475,124010,932311
2021,2,가락본동,11710620,166264,195676,136853,1014738
2021,2,가리봉동,11530595,82305,88049,76562,410996
2021,2,가산동,11545510,123282,131181,115383,2512852
2021,2,가양1동,11500603,171783,238375,105191,4970691
2021,2,가양2동,11500604,115401,167693,63108,823874
2021,2,가양3동,11500605,113551,123797,103305,474228
2021,2,가회동,11110600,133718,184070,83366,539955
2021,2,갈현1동,11380551,85656,109963,61349,961071
2021,2,갈현2동,11380552,73721,99432,48011,985165
2021,2,강일동,11740515,142334,188153,96516,3647520
2021,2,개봉1동,11530740,69738,83293,56182,1320319
2021,2,개봉2동,11530750,91831,115151,68512,782524
2021,2,개봉3동,11530760,75557,95734,55380,828418
2021,2,개포1동,11680660,76067,,76067,1449952
2021,2,개포2동,11680670,150894,185503,116284,2243338
2021,2,개포4동,11680690,93711,98128,89294,1665461
2021,2,거여1동,11710531,74942,109191,40693,522308
2021,2,거여2동,11710532,120101,165768,74434,612901
2021,2,고덕1동,11740550,107844,128753,86935,1518495
2021,2,고덕2동,11740560,177539,239867,115210,2206786
2021,2,고척1동,11530720,71279,95868,46689,1151238
2021,2,고척2동,11530730,70139,85808,54469,1025572
2021,2,공덕동,11440565,130104,144888,115319,1019197
2021,2,공릉1동,11350595,84337,115394,53280,1263261
2021,2,공릉2동,11350600,87785,117943,57627,6983449
2021,2,공항동,11500620,100894,112880,88908,10861768
2021,2,광장동,11215810,105810,136221,75399,2393761
2021,2,광희동,11140590,189856,200377,179334,737204
2021,2,교남동,11110580,174671,162289,187053,346926
2021,2,구로1동,11530520,89951,124770,55131,1008892
2021,2,구로2동,11530530,99826,114774,84878,1703350
2021,2,구로3동,11530540,134911,163341,106480,1040120
2021,2,구로4동,11530550,102680,136339,69021,524507
2021,2,구로5동,11530560,91671,95574,87769,1012473
2021,2,구산동,11380560,73020,86654,59385,1389775
2021,2,구의1동,11215850,85462,108335,62590,565313
2021,2,구의2동,11215860,93471,117713,69228,1388041
2021,2,구의3동,11215870,109462,139150,79773,1027561
2021,2,군자동,11215730,92565,114164,70966,738025
2021,2,금호1가동,11200590,89953,100175,79731,444872
2021,2,금호23가동,11200615,105738,134192,77285,631196
2021,2,금호4가동,11200620,114060,119046,109074,832333
2021,2,길동,11740685,95358,117661,73055,1631616
2021,2,길음1동,11290660,129134,163221,95047,797310
2021,2,길음2동,11290685,123720,126978,120461,588002
2021,2,낙성대동,11620585,131575,176951,86200,2262818
2021,2,난곡동,11620775,91597,111584,71609,972373
2021,2,난향동,11620715,68993,73487,64498,821397
2021,2,남가좌1동,11410690,119337,145136,93539,475536
2021,2,남가좌2동,11410700,98686,117960,79412,783775
2021,2,남영동,11170530,91143,115142,67144,1177788
2021,2,남현동,11620630,120673,158346,83001,3281024
2021,2,내곡동,11650660,109774,124007,95540,12708880
2021,2,노량진1동,11590510,126002,172921,79082,1613446
2021,2,노량진2동,11590520,158822,211213,106431,600568
2021,2,녹번동,11380510,93065,124803,61328,1794215
2021,2,논현1동,11680521,143902,168519,119285,1258744
2021,2,논현2동,11680531,139273,142544,136002,1458524
2021,2,능동,11215780,106813,145845,67781,1092105
2021,2,다산동,11140625,82616,99445,65787,523971
2021,2,답십리1동,11230600,99581,116606,82556,788242
2021,2,답십리2동,11230610,76640,102932,50347,875745
2021,2,당산1동,11560550,83164,104382,61946,745305
2021,2,당산2동,11560560,115153,155160,75147,1581310
2021,2,대림1동,11560700,88333,109155,67512,498978
2021,2,대림2동,11560710,116486,140158,92813,572540
2021,2,대림3동,11560720,79712,107054,52370,921696
2021,2,대방동,11590660,89491,115302,63680,1544903
2021,2,대조동,11380570,97420,115058,79783,851692
2021,2,대치1동,11680600,192574,252157,132991,809823
2021,2,대치2동,11680610,160376,196576,124175,1837367
2021,2,대치4동,11680630,159182,204493,113871,701081
2021,2,대학동,11620735,92814,129965,55663,8405183
2021,2,대흥동,11440600,117895,158870,76921,858570
2021,2,도곡1동,11680655,125858,157569,94146,1050609
2021,2,도곡2동,11680656,148737,171091,126384,990763
2021,2,도림동,11560585,103085,137129,69041,585885
2021,2,도봉1동,11320521,63676,78820,48532,8451468
2021,2,도봉2동,11320522,94000,97576,90425,1119031
2021,2,도화동,11440585,159075,209860,108289,625018
2021,2,독산1동,11545610,90722,112141,69304,2061921
2021,2,독산2동,11545620,67656,91603,43710,617174
2021,2,독산3동,11545630,89538,103758,75317,934985
2021,2,독산4동,11545640,75090,112188,37992,591045
2021,2,돈암1동,11290580,71669,71508,71829,488898
2021,2,돈암2동,11290590,126777,186654,66901,518335
2021,2,동선동,11290575,113153,148268,78038,724957
2021,2,동화동,11140665,94663,117459,71867,327045
2021,2,둔촌1동,11740690,,,,912178
2021,2,둔촌2동,11740700,76368,101430,51305,1550455
2021,2,등촌1동,11500520,100910,121466,80354,650741
2021,2,등촌2동,11500530,90886,101757,80015,910666
2021,2,등촌3동,11500535,119472,144507,94436,1060362
2021,2,마장동,11200540,108737,141524,75950,1035276
2021,2,마천1동,11710540,105960,111782,100138,575258
2021,2,마천2동,11710550,101255,151630,50880,890688
2021,2,망우3동,11260660,62889,84994,40784,962561
2021,2,망우본동,11260655,91704,102920,80488,2948109
2021,2,망원1동,11440690,113542,142485,84600,1101005
2021,2,망원2동,11440700,104789,120650,88928,676411
2021,2,면목2동,11260520,72105,97159,47052,763122
2021,2,면목38동,11260575,81531,99242,63820,1614117
2021,2,면목4동,11260540,63276,72678,53874,843466
2021,2,면목5동,11260550,72190,83470,60910,704936
2021,2,면목7동,11260570,96541,144873,48208,1236134
2021,2,면목본동,11260565,84273,112150,56395,849019
2021,2,명동,11140550,171684,211546,131823,969729
2021,2,명일1동,11740530,104149,136110,72189,634942
2021,2,명일2동,11740540,101069,151038,51100,914329
2021,2,목1동,11470510,134112,168578,99645,1433111
2021,2,목2동,11470520,93182,103087,83276,1021355
2021,2,목3동,11470530,99150,132152,66147,531850
2021,2,목4동,11470540,72784,95179,50390,577493
2021,2,목5동,11470550,158767,226463,91071,1766361
2021,2,무악동,11110570,100657,142549,58764,369520
2021,2,묵1동,11260620,116225,123096,109353,1238436
2021,2,묵2동,11260630,87554,98424,76683,669204
2021,2,문래동,11560605,90738,99936,81541,1786708
2021,2,문정1동,11710641,145193,172813,117572,612546
2021,2,문정2동,11710642,176270,202661,149880,2242033
2021,2,미성동,11620765,95653,102672,88634,1359429
2021,2,미아동,11305535,82458,107956,56959,841204
2021,2,반포1동,11650560,147560,158773,136347,992368
2021,2,반포2동,11650570,244615,340673,148556,1396031
2021,2,반포3동,11650580,192791,227163,158419,1251708
2021,2,반포4동,11650581,156321,190495,122148,1427141
2021,2,반포본동,11650550,94127,117645,70608,972536
2021,2,발산1동,11500611,107585,140305,74866,2887669
2021,2,방배1동,11650600,128114,144315,111912,689244
2021,2,방배2동,11650610,134183,160469,107898,1904030
2021,2,방배3동,11650620,90583,112535,68631,2375134
2021,2,방배4동,11650621,106989,127827,86150,949527
2021,2,방배본동,11650590,104942,142996,66888,677510
2021,2,방이1동,11710561,116054,161006,71102,609259
2021,2,방이2동,11710562,160698,193996,127400,769841
2021,2,방학1동,11320690,69998,98140,41857,1040857
2021,2,방학2동,11320700,58318,76851,39785,1092814
2021,2,방학3동,11320710,76473,97870,55076,1951026
2021,2,방화1동,11500630,105133,134429,75838,1475606
2021,2,방화2동,11500640,83484,103421,63547,6157541
2021,2,방화3동,11500641,100727,134558,66895,2558908
2021,2,번1동,11305595,82489,100079,64900,627036
2021,2,번2동,11305603,47443,63902,30985,974298
2021,2,번3동,11305608,74213,102407,46019,1081177
2021,2,보광동,11170700,88653,123334,53972,715096
2021,2,보라매동,11620525,91435,101447,81422,750225
2021,2,보문동,11290610,77030,105581,48479,553006
2021,2,부암동,11110550,83706,85236,82175,2274739
2021,2,북가좌1동,11410710,83105,88006,78204,577979
2021,2,북가좌2동,11410720,76156,91863,60448,824866
2021,2,북아현동,11410555,113846,151909,75784,458945
2021,2,불광1동,11380520,85680,117857,53504,3124927
2021,2,불광2동,11380530,89265,112449,66081,1396089
2021,2,사근동,11200550,139303,182543,96064,1169216
2021,2,사당1동,11590620,93327,115103,71550,635172
2021,2,사당2동,11590630,123009,158493,87526,2763201
2021,2,사당3동,11590640,91814,113847,69781,907684
2021,2,사당4동,11590650,96193,131739,60647,436148
2021,2,사당5동,11590651,70185,81625,58744,682199
2021,2,사직동,11110530,146670,184584,108757,1158536
2021,2,삼각산동,11305575,103046,130841,75251,621911
2021,2,삼선동,11290555,86696,116445,56946,926227
2021,2,삼성1동,11680580,195150,152134,238166,1944629
2021,2,삼성2동,11680590,134293,162242,106345,1242271
2021,2,삼성동,11620745,72629,86392,58865,2604386
2021,2,삼양동,11305534,81090,94468,67711,924092
2021,2,삼전동,11710610,141959,175854,108065,953338
2021,2,삼청동,11110540,167551,199502,135601,1479255
2021,2,상계10동,11350720,133258,183410,83105,809214
2021,2,상계1동,11350630,80776,104621,56931,5402614
2021,2,상계2동,11350640,114795,151714,77876,623125
2021,2,상계34동,11350665,67921,89486,46356,5211708
2021,2,상계5동,11350670,71332,94333,48330,906891
2021,2,상계67동,11350695,116584,161722,71447,1450295
2021,2,상계8동,11350700,125851,191095,60607,666348
2021,2,상계9동,11350710,107105,154252,59959,719445
2021,2,상도1동,11590530,112132,126614,97650,1488648
2021,2,상도2동,11590540,104879,133272,76486,772865
2021,2,상도3동,11590550,119155,155507,82803,637199
2021,2,상도4동,11590560,73077,107765,38389,939562
2021,2,상봉1동,11260580,85670,101407,69934,854219
2021,2,상봉2동,11260590,95430,123851,67008,677445
2021,2,상암동,11440740,142235,177820,106650,8402415
2021,2,상일동,11740520,148681,211110,86253,1813623
2021,2,서강동,11440655,133910,142687,125133,1478577
2021,2,서교동,11440660,151841,188511,115171,1678981
2021,2,서림동,11620665,84777,101452,68101,941252
2021,2,서빙고동,11170690,68784,78239,59329,2821948
2021,2,서원동,11620645,133878,173498,94258,647532
2021,2,서초1동,11650510,127461,159267,95655,1382685
2021,2,서초2동,11650520,169186,190494,147877,1230924
2021,2,서초3동,11650530,119625,140019,99231,2998572
2021,2,서초4동,11650531,158674,205336,112013,879773
2021,2,석관동,11290810,72306,93166,51447,1705061
2021,2,석촌동,11710600,143143,184842,101443,946914
2021,2,성내1동,11740640,83552,105042,62063,663675
2021,2,성내2동,11740650,89855,112301,67409,625147
2021,2,성내3동,11740660,88346,116355,60337,647356
2021,2,성북동,11290525,106967,133487,80447,2879912
2021,2,성산1동,11440720,89112,103297,74927,859254
2021,2,성산2동,11440730,112230,134510,89951,1978724
2021,2,성수1가1동,11200650,86066,91008,81124,1885875
2021,2,성수1가2동,11200660,129924,141970,117879,930086
2021,2,성수2가1동,11200670,99012,111010,87014,1184964
2021,2,성수2가3동,11200690,136236,141922,130549,1054501
2021,2,성현동,11620565,106146,131225,81067,678223
2021,2,세곡동,11680700,150627,191873,109381,6367772
2021,2,소공동,11140520,146429,172631,120226,943795
2021,2,송정동,11200720,92024,109000,75048,681916
2021,2,송중동,11305545,101646,134997,68295,1075796
2021,2,송천동,11305555,76992,94864,59121,929913
2021,2,송파1동,11710580,137710,164991,110429,686925
2021,2,송파2동,11710590,114576,150550,78601,631023
2021,2,수궁동,11530790,76538,90015,63061,2661352
2021,2,수색동,11380650,67228,67007,67449,1290258
2021,2,수서동,11680750,144511,177913,111109,1629403
2021,2,수유1동,11305615,76494,90831,62156,1649963
2021,2,수유2동,11305625,60165,77361,42968,581617
2021,2,수유3동,11305635,89697,119507,59887,745645
2021,2,숭인1동,11110700,84046,108306,59785,239396
2021,2,숭인2동,11110710,107445,138154,76735,351906
2021,2,시흥1동,11545670,94945,137707,52183,1524148
2021,2,시흥2동,11545680,77130,91523,62736,1308882
2021,2,시흥3동,11545690,168778,106489,231066,1261391
2021,2,시흥4동,11545700,91921,111309,72532,821709
2021,2,시흥5동,11545710,75688,110651,40724,1386972
2021,2,신길1동,11560630,84769,96755,72783,722925
2021,2,신길3동,11560650,78283,100053,56514,520083
2021,2,신길4동,11560660,110403,127616,93190,292127
2021,2,신길5동,11560670,99200,120518,77883,494653
2021,2,신길6동,11560680,84123,115756,52490,653511
2021,2,신길7동,11560690,88722,109538,67905,642487
2021,2,신내1동,11260680,104199,120222,88176,2606949
2021,2,신내2동,11260690,142187,173348,111027,911281
2021,2,신당5동,11140650,111539,118091,104987,319706
2021,2,신당동,11140615,355524,340170,370878,534942
2021,2,신대방1동,11590670,112053,123448,100659,675281
2021,2,신대방2동,11590680,104915,150952,58878,977033
2021,2,신도림동,11530510,99153,112574,85731,1392788
2021,2,신림동,11620695,129015,171509,86521,541240
2021,2,신사1동,11380631,83390,108172,58608,808314
2021,2,신사2동,11380632,67119,80075,54162,1046222
2021,2,신사동,11620685,92997,112346,73649,641031
2021,2,신사동,11680510,146786,186020,107552,2059234
2021,2,신수동,11440630,139304,122974,155633,797879
2021,2,신원동,11620655,92571,133356,51787,544977
2021,2,신월1동,11470560,73716,98545,48887,622400
2021,2,신월2동,11470570,67397,86424,48370,606811
2021,2,신월3동,11470580,90805,98394,83215,918039
2021,2,신월4동,11470590,68415,94101,42728,469873
2021,2,신월5동,11470600,65781,73603,57960,638302
2021,2,신월6동,11470610,88595,129842,47348,444286
2021,2,신월7동,11470611,63874,80381,47367,1230628
2021,2,신정1동,11470620,107965,151422,64509,747568
2021,2,신정2동,11470630,88495,112034,64957,525899
2021,2,신정3동,11470640,102251,146849,57653,2756536
2021,2,신정4동,11470650,94239,123190,65289,997144
2021,2,신정6동,11470670,141346,194112,88580,940885
2021,2,신정7동,11470680,119220,134422,104019,1234130
2021,2,신촌동,11410585,130661,177975,83346,2720364
2021,2,쌍문1동,11320660,58318,71349,45286,1175774
2021,2,쌍문2동,11320670,73780,101353,46208,541193
2021,2,쌍문3동,11320680,78882,107473,50292,504805
2021,2,쌍문4동,11320681,90478,125865,55091,554868
2021,2,아현동,11440555,142159,184280,100038,744328
2021,2,안암동,11290600,108726,144980,72472,1379571
2021,2,암사1동,11740570,81757,113146,50368,735480
2021,2,암사2동,11740580,85343,111094,59592,2174329
2021,2,암사3동,11740590,144858,148796,140920,1799368
2021,2,압구정동,11680545,151505,205221,97790,2345057
2021,2,약수동,11140635,137035,190271,83798,486369
2021,2,양재1동,11650651,109292,136923,81660,5765358
2021,2,양재2동,11650652,89181,111270,67092,7562268
2021,2,양평1동,11560610,88859,111176,66541,974912
2021,2,양평2동,11560620,102656,125002,80310,2874596
2021,2,여의동,11560540,155379,212366,98391,8437543
2021,2,역삼1동,11680640,150626,161438,139815,2362133
2021,2,역삼2동,11680650,154332,179105,129558,1135029
2021,2,역촌동,11380625,73405,99779,47032,1157542
2021,2,연남동,11440710,119916,135153,104680,647438
2021,2,연희동,11410615,96993,103465,90522,2929172
2021,2,염리동,11440610,117749,137619,97880,491468
2021,2,염창동,11500510,94415,117397,71433,1732856
2021,2,영등포동,11560535,117103,130806,103401,1372094
2021,2,영등포본동,11560515,91156,93766,88546,846370
2021,2,오금동,11710570,116066,139095,93037,1648868
