연도,분기,NM,행정동_코드,전체,1층,1층외,영역_면적
2022,4,정릉2동,11290630,107450,124468,90431,1094889
2022,4,정릉3동,11290640,91189,91189,,3327126
2022,4,정릉4동,11290650,87493,133551,41436,3570914
2022,4,제기동,11230545,90602,120254,60950,1181705
2022,4,조원동,11620725,103614,139973,67255,666607
2022,4,종로1234가동,11110615,192001,244442,139559,2417171
2022,4,종로56가동,11110630,281017,263403,298631,603167
2022,4,종암동,11290705,96110,101636,90584,1404527
2022,4,중계1동,11350621,139104,167121,111087,623451
2022,4,중계23동,11350625,180251,196462,164041,919083
2022,4,중계4동,11350624,98350,147410,49291,1519449
2022,4,중계본동,11350619,115173,162211,68134,2183234
2022,4,중곡1동,11215740,89540,124660,54421,614505
2022,4,중곡2동,11215750,92658,104358,80959,545542
2022,4,중곡3동,11215760,85483,97761,73204,601866
2022,4,중곡4동,11215770,95855,117258,74453,2313468
2022,4,중림동,11140680,236190,237860,234520,484384
2022,4,중앙동,11620615,111746,156810,66683,384728
2022,4,중화1동,11260600,74934,91703,58164,641493
2022,4,중화2동,11260610,88913,123515,54310,1016955
2022,4,증산동,11380640,87268,84486,90050,807409
2022,4,진관동,11380690,131785,140423,123147,11565110
2022,4,창1동,11320511,107603,97460,117746,1122171
2022,4,창2동,11320512,76331,98245,54416,654442
2022,4,창3동,11320513,70389,75751,65027,655485
2022,4,창4동,11320514,142108,201165,83052,1140172
2022,4,창5동,11320515,121173,168273,74073,701480
2022,4,창신1동,11110670,180189,204278,156099,305337
2022,4,창신2동,11110680,101909,85444,118373,257323
2022,4,창신3동,11110690,,,,216835
2022,4,천연동,11410520,108659,143408,73911,982817
2022,4,천호1동,11740600,88169,104311,72028,668998
2022,4,천호2동,11740610,105765,109987,101543,1850853
2022,4,천호3동,11740620,100316,112332,88300,561872
2022,4,청구동,11140645,162594,148111,177076,342571
2022,4,청담동,11680565,177230,205333,149126,2329217
2022,4,청량리동,11230705,94276,124390,64161,1204398
2022,4,청룡동,11620595,129401,144379,114424,1195604
2022,4,청림동,11620545,122845,113176,132515,297155
2022,4,청운효자동,11110515,155797,224849,86744,2568432
2022,4,청파동,11170555,109518,143390,75647,886225
2022,4,충현동,11410565,127318,153832,100803,1116001
2022,4,평창동,11110560,121969,132186,111752,8947328
2022,4,풍납1동,11710510,154587,250608,58565,1075294
2022,4,풍납2동,11710520,92966,121647,64284,2564554
2022,4,필동,11140570,189434,246019,132848,1464686
2022,4,하계1동,11350611,88234,103440,73028,1527061
2022,4,하계2동,11350612,158592,234426,82759,500023
2022,4,한강로동,11170625,126387,138484,114290,2869816
2022,4,한남동,11170685,133757,138265,129248,3031897
2022,4,합정동,11440680,170941,194733,147149,1712389
2022,4,항동,11530800,,,,1446941
2022,4,행당1동,11200560,189018,189047,188989,573566
2022,4,행당2동,11200570,200487,187565,213408,457669
2022,4,행운동,11620575,107434,114943,99925,718235
2022,4,혜화동,11110650,179990,217056,142923,1132421
2022,4,홍은1동,11410660,103107,99401,106812,1615140
2022,4,홍은2동,11410685,89072,113357,64787,2075085
2022,4,홍제1동,11410620,94331,104400,84262,1235632
2022,4,홍제2동,11410655,148777,170007,127546,699978
2022,4,홍제3동,11410640,93344,128018,58669,1192508
2022,4,화곡1동,11500540,85956,91470,80442,1197746
2022,4,화곡2동,11500550,98103,141446,54761,454621
2022,4,화곡3동,11500560,110145,127058,93233,521858
2022,4,화곡4동,11500570,96888,134712,59065,852049
2022,4,화곡6동,11500591,130230,143548,116912,1037911
2022,4,화곡8동,11500593,111357,118284,104430,593322
2022,4,화곡본동,11500590,102773,118068,87478,972735
2022,4,화양동,11215710,148440,187644,109236,1166008
2022,4,황학동,11140670,202525,170345,234705,328640
2022,4,회기동,11230710,124122,146428,101817,766917
2022,4,회현동,11140540,312795,363503,262087,897827
2022,4,효창동,11170580,103055,145356,60754,446197
2022,4,후암동,11170510,103329,132707,73952,865892
2022,4,휘경1동,11230720,95945,142949,48941,521796
2022,4,휘경2동,11230730,107301,95211,119391,1113609
2022,4,흑석동,11590605,119230,146105,92355,1708306
2023,1,가락1동,11710631,165395,121592,209198,1393228
2023,1,가락2동,11710632,164305,200440,128170,932311
2023,1,가락본동,11710620,150114,174944,125284,1014738
2023,1,가리봉동,11530595,146408,146102,146715,410996
2023,1,가산동,11545510,121402,151903,90902,2512852
2023,1,가양1동,11500603,187046,253424,120667,4970691
2023,1,가양2동,11500604,,,,823874
2023,1,가양3동,11500605,69446,,69446,474228
2023,1,가회동,11110600,147750,182265,113234,539955
2023,1,갈현1동,11380551,88708,123215,54201,961071
2023,1,갈현2동,11380552,104230,104803,103656,985165
2023,1,강일동,11740515,132287,165634,98940,3647520
2023,1,개봉1동,11530740,98507,93931,103083,1320319
2023,1,개봉2동,11530750,169669,172260,167079,782524
2023,1,개봉3동,11530760,91362,134795,47928,828418
2023,1,개포1동,11680660,,,,1449952
2023,1,개포2동,11680670,158892,168969,148816,2243338
2023,1,개포4동,11680690,93682,95471,91894,1665461
2023,1,거여1동,11710531,162653,230860,94447,522308
2023,1,거여2동,11710532,203060,311359,94761,612901
2023,1,고덕1동,11740550,159508,235856,83159,1518495
2023,1,고덕2동,11740560,209538,270410,148667,2206786
2023,1,고척1동,11530720,119678,170519,68837,1151238
2023,1,고척2동,11530730,95423,118730,72117,1025572
2023,1,공덕동,11440565,137962,144168,131756,1019197
2023,1,공릉1동,11350595,92123,110768,73478,1263261
2023,1,공릉2동,11350600,116871,146238,87504,6983449
2023,1,공항동,11500620,104020,126973,81067,10861768
2023,1,광장동,11215810,143796,170673,116919,2393761
2023,1,광희동,11140590,274698,289119,260277,737204
2023,1,교남동,11110580,101769,,101769,346926
2023,1,구로1동,11530520,113772,157605,69940,1008892
2023,1,구로2동,11530530,123620,125658,121581,1703350
2023,1,구로3동,11530540,190076,234226,145926,1040120
2023,1,구로4동,11530550,122336,141671,103001,524507
2023,1,구로5동,11530560,135322,169355,101289,1012473
2023,1,구산동,11380560,115114,99579,130648,1389775
2023,1,구의1동,11215850,107712,125173,90250,565313
2023,1,구의2동,11215860,90625,106505,74745,1388041
2023,1,구의3동,11215870,119269,136432,102106,1027561
2023,1,군자동,11215730,136336,113604,159068,738025
2023,1,금호1가동,11200590,161099,219969,102230,444872
2023,1,금호23가동,11200615,169363,258134,80591,631196
2023,1,금호4가동,11200620,247148,259017,235279,832333
2023,1,길동,11740685,103967,123728,84206,1631616
2023,1,길음1동,11290660,158453,151967,164940,797310
2023,1,길음2동,11290685,137994,152183,123806,588002
2023,1,낙성대동,11620585,131579,196761,66397,2262818
2023,1,난곡동,11620775,158648,134712,182584,972373
2023,1,난향동,11620715,40762,,40762,821397
2023,1,남가좌1동,11410690,123986,183901,64071,475536
2023,1,남가좌2동,11410700,121769,124850,118688,783775
2023,1,남영동,11170530,149415,154205,144626,1177788
2023,1,남현동,11620630,158551,144836,172266,3281024
2023,1,내곡동,11650660,187009,118959,255060,12708880
2023,1,노량진1동,11590510,144987,158830,131145,1613446
2023,1,노량진2동,11590520,190061,205201,174922,600568
2023,1,녹번동,11380510,96638,115558,77719,1794215
2023,1,논현1동,11680521,174228,219004,129453,1258744
2023,1,논현2동,11680531,161685,186179,137191,1458524
2023,1,능동,11215780,106892,130902,82883,1092105
2023,1,다산동,11140625,159257,188676,129838,523971
2023,1,답십리1동,11230600,106418,134982,77854,788242
2023,1,답십리2동,11230610,84262,108791,59733,875745
2023,1,당산1동,11560550,93734,108239,79229,745305
2023,1,당산2동,11560560,114584,126572,102596,1581310
2023,1,대림1동,11560700,83760,96637,70882,498978
2023,1,대림2동,11560710,142839,157694,127984,572540
2023,1,대림3동,11560720,119377,154542,84212,921696
2023,1,대방동,11590660,98816,114964,82669,1544903
2023,1,대조동,11380570,107032,136871,77192,851692
2023,1,대치1동,11680600,255221,291267,219176,809823
2023,1,대치2동,11680610,200171,258565,141778,1837367
2023,1,대치4동,11680630,168903,212791,125014,701081
2023,1,대학동,11620735,90746,123363,58128,8405183
2023,1,대흥동,11440600,167553,196887,138220,858570
2023,1,도곡1동,11680655,174770,172589,176951,1050609
2023,1,도곡2동,11680656,146234,162043,130425,990763
2023,1,도림동,11560585,91783,108525,75042,585885
2023,1,도봉1동,11320521,64975,85541,44410,8451468
2023,1,도봉2동,11320522,99061,128560,69561,1119031
2023,1,도화동,11440585,129164,151441,106887,625018
2023,1,독산1동,11545610,88209,92565,83853,2061921
2023,1,독산2동,11545620,66880,72255,61504,617174
2023,1,독산3동,11545630,88449,103025,73873,934985
2023,1,독산4동,11545640,65107,78547,51667,591045
2023,1,돈암1동,11290580,134798,134798,,488898
2023,1,돈암2동,11290590,141219,,141219,518335
2023,1,동선동,11290575,107565,142748,72382,724957
2023,1,동화동,11140665,202762,224049,181475,327045
2023,1,둔촌1동,11740690,,,,912178
2023,1,둔촌2동,11740700,108795,113948,103641,1550455
2023,1,등촌1동,11500520,124975,175962,73987,650741
2023,1,등촌2동,11500530,129526,174396,84655,910666
2023,1,등촌3동,11500535,133912,146764,121059,1060362
2023,1,마장동,11200540,170732,202929,138535,1035276
2023,1,마천1동,11710540,64731,72610,56852,575258
2023,1,마천2동,11710550,162157,134766,189549,890688
2023,1,망우3동,11260660,63841,94490,33191,962561
2023,1,망우본동,11260655,84653,99898,69409,2948109
2023,1,망원1동,11440690,148075,172755,123396,1101005
2023,1,망원2동,11440700,137910,166882,108939,676411
2023,1,면목2동,11260520,57885,78034,37736,763122
2023,1,면목38동,11260575,78031,101331,54731,1614117
2023,1,면목4동,11260540,69811,93269,46352,843466
2023,1,면목5동,11260550,105363,136738,73988,704936
2023,1,면목7동,11260570,103594,112341,94847,1236134
2023,1,면목본동,11260565,86921,116177,57665,849019
2023,1,명동,11140550,272611,339342,205881,969729
2023,1,명일1동,11740530,108264,137111,79418,634942
2023,1,명일2동,11740540,125379,191437,59320,914329
2023,1,목1동,11470510,142569,185154,99984,1433111
2023,1,목2동,11470520,114852,131679,98025,1021355
2023,1,목3동,11470530,91147,103221,79074,531850
2023,1,목4동,11470540,97843,120320,75366,577493
2023,1,목5동,11470550,166900,232819,100980,1766361
2023,1,무악동,11110570,,,,369520
2023,1,묵1동,11260620,107929,125217,90640,1238436
2023,1,묵2동,11260630,90760,93037,88484,669204
2023,1,문래동,11560605,108261,102941,113580,1786708
2023,1,문정1동,11710641,163437,179492,147382,612546
2023,1,문정2동,11710642,165305,211218,119392,2242033
2023,1,미성동,11620765,101140,125658,76622,1359429
2023,1,미아동,11305535,81822,102191,61454,841204
2023,1,반포1동,11650560,149065,176457,121673,992368
2023,1,반포2동,11650570,,,,1396031
2023,1,반포3동,11650580,139919,,139919,1251708
2023,1,반포4동,11650581,195065,229622,160509,1427141
2023,1,반포본동,11650550,167809,126976,208643,972536
2023,1,발산1동,11500611,127329,156767,97891,2887669
2023,1,방배1동,11650600,109902,127938,91865,689244
2023,1,방배2동,11650610,138670,145789,131551,1904030
2023,1,방배3동,11650620,111952,98341,125562,2375134
2023,1,방배4동,11650621,97638,120115,75161,949527
2023,1,방배본동,11650590,102606,145349,59863,677510
2023,1,방이1동,11710561,172516,119819,225212,609259
2023,1,방이2동,11710562,188894,218854,158934,769841
2023,1,방학1동,11320690,123379,157609,89149,1040857
2023,1,방학2동,11320700,84746,95742,73750,1092814
2023,1,방학3동,11320710,87355,90580,84130,1951026
2023,1,방화1동,11500630,117915,153552,82279,1475606
2023,1,방화2동,11500640,97374,108863,85885,6157541
2023,1,방화3동,11500641,176799,304852,48747,2558908
2023,1,번1동,11305595,85303,105852,64755,627036
2023,1,번2동,11305603,50009,61079,38939,974298
2023,1,번3동,11305608,91766,140925,42608,1081177
2023,1,보광동,11170700,102420,118355,86484,715096
2023,1,보라매동,11620525,96445,94202,98687,750225
2023,1,보문동,11290610,90225,116386,64064,553006
2023,1,부암동,11110550,107082,107082,,2274739
2023,1,북가좌1동,11410710,148338,154971,141706,577979
2023,1,북가좌2동,11410720,87215,113951,60480,824866
2023,1,북아현동,11410555,92080,115189,68972,458945
2023,1,불광1동,11380520,85945,109290,62599,3124927
2023,1,불광2동,11380530,82396,98403,66389,1396089
2023,1,사근동,11200550,320184,290173,350194,1169216
2023,1,사당1동,11590620,153889,132460,175318,635172
2023,1,사당2동,11590630,157381,221469,93293,2763201
2023,1,사당3동,11590640,138025,166402,109648,907684
2023,1,사당4동,11590650,121959,175519,68398,436148
2023,1,사당5동,11590651,94627,95550,93704,682199
2023,1,사직동,11110530,150227,209365,91088,1158536
2023,1,삼각산동,11305575,130121,115322,144921,621911
2023,1,삼선동,11290555,97454,126134,68775,926227
2023,1,삼성1동,11680580,221293,146181,296405,1944629
2023,1,삼성2동,11680590,173437,185418,161457,1242271
2023,1,삼성동,11620745,75953,111315,40591,2604386
2023,1,삼양동,11305534,100053,120250,79855,924092
2023,1,삼전동,11710610,158580,164503,152657,953338
2023,1,삼청동,11110540,190228,226225,154231,1479255
2023,1,상계10동,11350720,252988,252988,,809214
2023,1,상계1동,11350630,87625,119087,56162,5402614
2023,1,상계2동,11350640,150893,175881,125904,623125
2023,1,상계34동,11350665,179648,98494,260801,5211708
2023,1,상계5동,11350670,89554,86002,93106,906891
2023,1,상계67동,11350695,164330,181522,147139,1450295
2023,1,상계8동,11350700,158060,249198,66921,666348
2023,1,상계9동,11350710,91444,109341,73547,719445
2023,1,상도1동,11590530,151021,141755,160287,1488648
2023,1,상도2동,11590540,115038,154059,76018,772865
2023,1,상도3동,11590550,134669,184204,85133,637199
2023,1,상도4동,11590560,85417,109616,61219,939562
2023,1,상봉1동,11260580,92004,125997,58011,854219
2023,1,상봉2동,11260590,92433,119993,64873,677445
2023,1,상암동,11440740,134175,154413,113938,8402415
2023,1,상일동,11740520,130204,193998,66410,1813623
2023,1,서강동,11440655,190352,214717,165986,1478577
2023,1,서교동,11440660,190553,220182,160924,1678981
2023,1,서림동,11620665,80712,96296,65127,941252
2023,1,서빙고동,11170690,78141,90221,66062,2821948
2023,1,서원동,11620645,129679,188093,71265,647532
2023,1,서초1동,11650510,141289,163993,118585,1382685
2023,1,서초2동,11650520,224294,286103,162484,1230924
2023,1,서초3동,11650530,133297,158908,107686,2998572
2023,1,서초4동,11650531,161138,207905,114371,879773
2023,1,석관동,11290810,65172,89221,41123,1705061
2023,1,석촌동,11710600,179454,194899,164010,946914
2023,1,성내1동,11740640,85521,100369,70673,663675
2023,1,성내2동,11740650,103619,109963,97274,625147
2023,1,성내3동,11740660,118454,142528,94379,647356
2023,1,성북동,11290525,111305,138270,84339,2879912
2023,1,성산1동,11440720,141763,156772,126755,859254
2023,1,성산2동,11440730,183415,196503,170327,1978724
2023,1,성수1가1동,11200650,197818,176925,218711,1885875
2023,1,성수1가2동,11200660,258187,292442,223931,930086
2023,1,성수2가1동,11200670,196739,187300,206178,1184964
2023,1,성수2가3동,11200690,203812,220443,187181,1054501
2023,1,성현동,11620565,166289,104402,228176,678223
2023,1,세곡동,11680700,168776,191378,146175,6367772
2023,1,소공동,11140520,249449,245179,253720,943795
2023,1,송정동,11200720,190125,190125,,681916
2023,1,송중동,11305545,101906,133971,69842,1075796
2023,1,송천동,11305555,73874,93376,54372,929913
2023,1,송파1동,11710580,191240,193093,189386,686925
2023,1,송파2동,11710590,162481,176754,148209,631023
2023,1,수궁동,11530790,80810,97625,63996,2661352
2023,1,수색동,11380650,93688,105587,81789,1290258
2023,1,수서동,11680750,104973,,104973,1629403
2023,1,수유1동,11305615,73294,96016,50571,1649963
2023,1,수유2동,11305625,54191,74801,33581,581617
2023,1,수유3동,11305635,91227,117010,65445,745645
2023,1,숭인1동,11110700,133449,198071,68827,239396
2023,1,숭인2동,11110710,127058,140199,113917,351906
2023,1,시흥1동,11545670,109021,141221,76820,1524148
2023,1,시흥2동,11545680,66203,,66203,1308882
2023,1,시흥3동,11545690,81203,115397,47008,1261391
2023,1,시흥4동,11545700,102829,102829,,821709
2023,1,시흥5동,11545710,93882,107801,79963,1386972
2023,1,신길1동,11560630,79815,116157,43472,722925
2023,1,신길3동,11560650,97715,104633,90797,520083
2023,1,신길4동,11560660,104184,57895,150473,292127
2023,1,신길5동,11560670,93822,93822,,494653
2023,1,신길6동,11560680,106903,130469,83336,653511
2023,1,신길7동,11560690,103467,130668,76266,642487
2023,1,신내1동,11260680,88356,109830,66882,2606949
2023,1,신내2동,11260690,95319,144238,46401,911281
2023,1,신당5동,11140650,216762,198470,235055,319706
2023,1,신당동,11140615,402111,379403,424819,534942
2023,1,신대방1동,11590670,96215,131724,60707,675281
2023,1,신대방2동,11590680,115206,166231,64181,977033
2023,1,신도림동,11530510,159821,204681,114961,1392788
2023,1,신림동,11620695,134624,163114,106133,541240
2023,1,신사1동,11380631,94485,107835,81134,808314
2023,1,신사2동,11380632,96657,108214,85099,1046222
2023,1,신사동,11620685,99085,129128,69043,641031
2023,1,신사동,11680510,177010,204484,149535,2059234
2023,1,신수동,11440630,163170,161147,165192,797879
2023,1,신원동,11620655,88964,119888,58041,544977
2023,1,신월1동,11470560,107380,86258,128502,622400
2023,1,신월2동,11470570,99271,142197,56346,606811
2023,1,신월3동,11470580,88467,112143,64791,918039
2023,1,신월4동,11470590,97777,123614,71941,469873
2023,1,신월5동,11470600,74969,76650,73287,638302
2023,1,신월6동,11470610,132659,132659,,444286
2023,1,신월7동,11470611,77411,89235,65586,1230628
2023,1,신정1동,11470620,107387,146566,68207,747568
2023,1,신정2동,11470630,84983,121563,48402,525899
2023,1,신정3동,11470640,119701,174331,65072,2756536
2023,1,신정4동,11470650,123772,125154,122390,997144
2023,1,신정6동,11470670,84144,,84144,940885
2023,1,신정7동,11470680,131718,214281,49154,1234130
2023,1,신촌동,11410585,165289,157560,173018,2720364
2023,1,쌍문1동,11320660,88401,97986,78817,1175774
2023,1,쌍문2동,11320670,93141,145192,41090,541193
2023,1,쌍문3동,11320680,133035,193213,72858,504805
2023,1,쌍문4동,11320681,99578,114392,84765,554868
2023,1,아현동,11440555,163786,201565,126008,744328
2023,1,안암동,11290600,120892,157211,84573,1379571
2023,1,암사1동,11740570,104905,130297,79514,735480
2023,1,암사2동,11740580,102660,126679,78641,2174329
2023,1,암사3동,11740590,179898,134056,225740,1799368
2023,1,압구정동,11680545,185519,218287,152752,2345057
2023,1,약수동,11140635,259622,289901,229343,486369
2023,1,양재1동,11650651,113881,138807,88954,5765358
2023,1,양재2동,11650652,113608,119263,107953,7562268
2023,1,양평1동,11560610,129588,177936,81241,974912
2023,1,양평2동,11560620,117896,132293,103499,2874596
2023,1,여의동,11560540,182586,243490,121682,8437543
2023,1,역삼1동,11680640,167232,179321,155143,2362133
2023,1,역삼2동,11680650,173621,197435,149808,1135029
2023,1,역촌동,11380625,86234,103539,68929,1157542
2023,1,연남동,11440710,172207,189189,155226,647438
2023,1,연희동,11410615,119783,137420,102147,2929172
2023,1,염리동,11440610,195899,195899,,491468
2023,1,염창동,11500510,103508,127651,79365,1732856
2023,1,영등포동,11560535,119575,123098,116052,1372094
2023,1,영등포본동,11560515,109684,139094,80274,846370
2023,1,오금동,11710570,140229,169639,110820,1648868
2023,1,오류1동,11530770,132769,163653,101885,727414
2023,1,오류2동,11530780,141586,177334,105838,3061018
2023,1,오륜동,11710566,277291,277291,,3085088
2023,1,옥수동,11200645,195159,193401,196916,1922027
2023,1,왕십리2동,11200520,181907,220673,143141,372425
2023,1,왕십리도선동,11200535,203824,197800,209848,710285
2023,1,용강동,11440590,163977,206086,121868,790602
2023,1,용답동,11200790,129943,162423,97463,2377148
2023,1,용문동,11170590,130456,157005,103907,277531
2023,1,용산2가동,11170520,105556,114104,97007,1966853
2023,1,용신동,11230536,94130,102931,85329,1618399
2023,1,우이동,11305645,68963,95905,42021,10587752
2023,1,우장산동,11500615,124290,136574,112006,1261588
2023,1,원효로1동,11170560,109022,132813,85231,589017
2023,1,원효로2동,11170570,101529,94360,108698,708975
2023,1,월계1동,11350560,141701,139603,143800,1107461
2023,1,월계2동,11350570,128668,124773,132563,2004785
2023,1,월계3동,11350580,63948,,63948,1168283
2023,1,월곡1동,11290715,94461,116480,72442,801757
2023,1,월곡2동,11290725,95284,128624,61944,1364901
2023,1,위례동,11710647,197451,258411,136491,2537372
2023,1,은천동,11620605,101587,133838,69336,776212
2023,1,을지로동,11140605,247792,333720,161864,611524
2023,1,응봉동,11200580,286227,,286227,553662
2023,1,응암1동,11380580,99759,121208,78311,1109863
2023,1,응암2동,11380590,99976,106715,93237,755247
2023,1,응암3동,11380600,94319,113357,75281,752773
2023,1,이문1동,11230740,127418,159285,95552,1039602
2023,1,이문2동,11230750,73509,101182,45836,723890
2023,1,이촌1동,11170630,237754,334546,140963,2872767
2023,1,이촌2동,11170640,54623,54623,,1205543
2023,1,이태원1동,11170650,185408,216836,153980,582899
2023,1,이태원2동,11170660,153605,184292,122917,874243
2023,1,이화동,11110640,138022,167447,108598,782395
2023,1,인수동,11305660,63303,83950,42656,2998011
2023,1,인헌동,11620625,116237,154531,77943,1089078
2023,1,일원1동,11680730,98480,100933,96027,953471
2023,1,일원2동,11680740,191506,,191506,1300290
2023,1,일원본동,11680720,183414,,183414,2354625
2023,1,자양1동,11215820,95228,129038,61418,568868
2023,1,자양2동,11215830,110408,99836,120980,1657523
2023,1,자양3동,11215840,110730,146511,74949,1196419
2023,1,자양4동,11215847,114745,130860,98630,1180023
2023,1,잠실2동,11710670,403375,489544,317206,2686850
2023,1,잠실3동,11710680,253240,256842,249637,1542643
2023,1,잠실4동,11710690,191431,,191431,780204
2023,1,잠실6동,11710710,174066,207118,141013,1508001
2023,1,잠실7동,11710720,,,,723486
2023,1,잠실본동,11710650,185256,234085,136428,1028997
2023,1,잠원동,11650540,117211,119994,114429,1756867
2023,1,장안1동,11230650,91352,106930,75773,1342167
2023,1,장안2동,11230660,93934,119381,68487,996640
2023,1,장위1동,11290760,77833,67312,88354,708546
2023,1,장위2동,11290770,88883,110466,67299,679894
2023,1,장위3동,11290780,87034,118475,55592,652601
2023,1,장지동,11710646,203356,195574,211137,1278355
2023,1,장충동,11140580,162044,172182,151907,1017925
2023,1,전농1동,11230560,103847,116774,90919,1126695
2023,1,전농2동,11230570,93965,127864,60067,977568
2023,1,정릉1동,11290620,100930,132860,69000,412365
2023,1,정릉2동,11290630,99432,120089,78774,1094889
2023,1,정릉3동,11290640,66624,95300,37947,3327126
2023,1,정릉4동,11290650,102011,147239,56783,3570914
2023,1,제기동,11230545,88121,120318,55925,1181705
2023,1,조원동,11620725,105473,147362,63584,666607
2023,1,종로1234가동,11110615,187156,245914,128398,2417171
2023,1,종로56가동,11110630,286159,280661,291657,603167
2023,1,종암동,11290705,95261,102096,88426,1404527
2023,1,중계1동,11350621,129021,173803,84238,623451
2023,1,중계23동,11350625,158015,153567,162462,919083
2023,1,중계4동,11350624,100865,150424,51306,1519449
2023,1,중계본동,11350619,103273,132119,74428,2183234
2023,1,중곡1동,11215740,84961,113740,56182,614505
2023,1,중곡2동,11215750,97718,107089,88348,545542
2023,1,중곡3동,11215760,96870,98719,95021,601866
2023,1,중곡4동,11215770,85666,113315,58017,2313468
2023,1,중림동,11140680,307678,348453,266902,484384
2023,1,중앙동,11620615,113777,164566,62987,384728
2023,1,중화1동,11260600,63389,80602,46176,641493
2023,1,중화2동,11260610,89744,116573,62915,1016955
2023,1,증산동,11380640,80435,66403,94467,807409
2023,1,진관동,11380690,131709,140834,122584,11565110
2023,1,창1동,11320511,110861,93776,127946,1122171
2023,1,창2동,11320512,100846,97784,103908,654442
2023,1,창3동,11320513,74367,87621,61113,655485
2023,1,창4동,11320514,146251,224296,68206,1140172
2023,1,창5동,11320515,132138,168232,96044,701480
2023,1,창신1동,11110670,192102,195088,189117,305337
2023,1,창신2동,11110680,130739,158077,103402,257323
2023,1,창신3동,11110690,,,,216835
2023,1,천연동,11410520,126679,186416,66942,982817
2023,1,천호1동,11740600,107993,114331,101655,668998
2023,1,천호2동,11740610,93639,100954,86325,1850853
2023,1,천호3동,11740620,100219,117124,83314,561872
2023,1,청구동,11140645,169627,146151,193104,342571
2023,1,청담동,11680565,171914,184430,159398,2329217
2023,1,청량리동,11230705,90637,121204,60070,1204398
2023,1,청룡동,11620595,130593,141481,119705,1195604
2023,1,청림동,11620545,137783,,137783,297155
2023,1,청운효자동,11110515,151256,225252,77260,2568432
2023,1,청파동,11170555,108114,145368,70860,886225
2023,1,충현동,11410565,128797,144404,113189,1116001
2023,1,평창동,11110560,116535,,116535,8947328
2023,1,풍납1동,11710510,90702,114916,66489,1075294
2023,1,풍납2동,11710520,96054,126251,65856,2564554
2023,1,필동,11140570,188615,217191,160040,1464686
2023,1,하계1동,11350611,88553,120284,56822,1527061
2023,1,하계2동,11350612,171263,241719,100806,500023
2023,1,한강로동,11170625,121102,133044,109161,2869816
2023,1,한남동,11170685,146607,163414,129799,3031897
2023,1,합정동,11440680,179518,207122,151915,1712389
2023,1,항동,11530800,177474,228470,126479,1446941
2023,1,행당1동,11200560,224350,195329,253371,573566
2023,1,행당2동,11200570,211680,171728,251632,457669
2023,1,행운동,11620575,122273,121392,123155,718235
2023,1,혜화동,11110650,166815,197809,135821,1132421
2023,1,홍은1동,11410660,105857,103390,108323,1615140
2023,1,홍은2동,11410685,90205,122937,57472,2075085
2023,1,홍제1동,11410620,87658,101052,74265,1235632
2023,1,홍제2동,11410655,121510,114536,128484,699978
2023,1,홍제3동,11410640,100751,129398,72104,1192508
2023,1,화곡1동,11500540,95861,93766,97956,1197746
2023,1,화곡2동,11500550,107530,160411,54649,454621
2023,1,화곡3동,11500560,140940,114734,167147,521858
2023,1,화곡4동,11500570,95474,129130,61817,852049
2023,1,화곡6동,11500591,144691,172549,116834,1037911
2023,1,화곡8동,11500593,131627,146081,117173,593322
2023,1,화곡본동,11500590,110049,124773,95324,972735
2023,1,화양동,11215710,140256,171204,109309,1166008
2023,1,황학동,11140670,197748,213971,181525,328640
2023,1,회기동,11230710,119096,144702,93489,766917
2023,1,회현동,11140540,317236,374465,260007,897827
2023,1,효창동,11170580,117586,177630,57542,446197
2023,1,후암동,11170510,116868,159727,74009,865892
2023,1,휘경1동,11230720,78714,113460,43967,521796
2023,1,휘경2동,11230730,110476,76179,144773,1113609
2023,1,흑석동,11590605,113468,144505,82430,1708306
2023,2,가락1동,11710631,123187,82274,164101,1393228
2023,2,가락2동,11710632,129203,172418,85988,932311
2023,2,가락본동,11710620,138147,157068,119227,1014738
2023,2,가리봉동,11530595,117465,122723,112208,410996
2023,2,가산동,11545510,126809,156971,96646,2512852
2023,2,가양1동,11500603,192803,255945,129660,4970691
2023,2,가양2동,11500604,,,,823874
2023,2,가양3동,11500605,79032,,79032,474228
2023,2,가회동,11110600,161368,219095,103642,539955
2023,2,갈현1동,11380551,90532,128086,52978,961071
2023,2,갈현2동,11380552,80844,100912,60776,985165
2023,2,강일동,11740515,143533,177619,109447,3647520
2023,2,개봉1동,11530740,103457,95244,111671,1320319
2023,2,개봉2동,11530750,184934,174351,195517,782524
2023,2,개봉3동,11530760,150259,132061,168457,828418
2023,2,개포1동,11680660,,,,1449952
2023,2,개포2동,11680670,159730,176496,142964,2243338
2023,2,개포4동,11680690,87995,90350,85640,1665461
2023,2,거여1동,11710531,155189,220415,89963,522308
2023,2,거여2동,11710532,207207,347569,66846,612901
2023,2,고덕1동,11740550,146285,214480,78089,1518495
2023,2,고덕2동,11740560,159563,153722,165405,2206786
2023,2,고척1동,11530720,112686,147709,77663,1151238
2023,2,고척2동,11530730,95201,95343,95059,1025572
2023,2,공덕동,11440565,101760,103533,99988,1019197
2023,2,공릉1동,11350595,91822,111263,72380,1263261
2023,2,공릉2동,11350600,110745,129641,91848,6983449
2023,2,공항동,11500620,107263,134420,80106,10861768
2023,2,광장동,11215810,133834,168735,98933,2393761
