"연도","분기","행정동_코드","행정동_코드_명","점포_수","유사_업종_점포_수","개업_점포_수","폐업_점포_수","프랜차이즈_점포_수","총_유동인구_수","총_상주인구_수","총_직장_인구_수","집객시설_수","관공서_수","은행_수","종합병원_수","일반_병원_수","약국_수","유치원_수","초등학교_수","중학교_수","고등학교_수","대학교_수","백화점_수","슈퍼마켓_수","극장_수","숙박_시설_수","공항_수","철도_역_수","버스_터미널_수","지하철_역_수","버스_정거장_수","추정매출액","전체","첫번째층","첫번째층외","영역_면적"
2022,2,"11110630","종로56가동",1901,1995,33,28,94,6853770,5219,21618,212,7,8,,,31,,1,,,1,,4,,3,,,,1,23,112927161477,299121,283696,314545,603167
2022,2,"11110640","이화동",634,769,19,9,135,3745622,7603,1918,119,4,4,1,,11,,,2,,37,,,,,,,,1,28,36159321360,178553,201957,155149,782395
2022,2,"11110650","혜화동",1299,1491,47,23,192,9289194,16799,5022,145,6,5,,,16,3,1,1,4,26,,,1,,,,,,36,52538270452,147355,168585,126126,1132421
2022,2,"11110670","창신1동",1751,1807,28,24,56,3122932,5129,1867,111,3,4,,,9,,2,,,,,1,,7,,,,2,11,88685787535,187331,237234,137427,305337
2022,2,"11110680","창신2동",385,409,9,5,24,5975362,8326,129,38,2,1,,,5,,,,,,,,,,,,,,,12887473025,104308,111575,97041,257323
2022,2,"11110690","창신3동",165,182,5,1,17,1239295,6921,129,24,3,,,,1,,1,,1,,,,,,,,,1,5,436189194,74261,81483,67038,216835
2022,2,"11110700","숭인1동",267,298,6,5,31,2237252,6080,258,43,3,1,,,3,1,,,,,,,,,,,,,14,3644869629,93260,117991,68528,239396
2022,2,"11110710","숭인2동",835,902,19,17,67,5509889,9700,1586,89,4,3,,1,4,,,,,,,2,,3,,,,2,6,32917277349,136750,169093,104407,351906
2022,2,"11140520","소공동",2819,3065,53,32,246,2768904,2073,93326,231,13,29,,,10,,1,4,3,,1,,3,3,,,,3,37,120803255933,205770,264612,146929,943795
2022,2,"11140540","회현동",5140,5385,69,42,245,4639058,5124,77872,211,9,17,,,16,1,,,,2,,2,1,2,,,,6,35,227721921885,300115,321253,278978,897827
2022,2,"11140550","명동",3984,4464,89,67,480,5335254,2766,124112,542,20,46,,,35,,1,,,4,,,3,12,,,,1,29,217499909096,219685,238028,201342,969729
2022,2,"11140570","필동",1078,1206,25,19,128,2394326,4038,13649,123,6,9,1,,7,,2,,1,19,,,2,1,,,,2,15,34558957683,166904,212668,121140,1464686
2022,2,"11140580","장충동",497,529,13,9,32,2282214,4665,5367,63,6,2,,,1,,1,,,3,,,1,2,,,,1,13,23803501524,141175,168493,113857,1017925
2022,2,"11140590","광희동",5308,5547,73,48,239,6021149,5204,58515,185,3,16,1,,14,,,1,,,,1,3,11,,,,3,19,132611982627,210655,247041,174268,737204
2022,2,"11140605","을지로동",2769,2891,50,40,122,5566467,1959,15737,145,5,10,,,13,,,,,,,1,2,3,,,,4,20,263682933491,175964,238229,113699,611524
2022,2,"11140615","신당동",12006,12133,175,142,127,6096949,7698,5055,99,7,5,,1,12,,1,1,3,,,3,,1,,,,2,8,67507984935,389083,393845,384321,534942
2022,2,"11140625","다산동",817,894,23,8,77,4295974,14154,6650,86,3,4,,1,9,,1,1,1,,,,,1,,,,1,7,40237586862,182588,204853,160322,523971
2022,2,"11140635","약수동",622,690,23,11,68,2308272,17127,10507,87,4,2,,1,12,2,,,,,,,,,,,,2,12,23434797868,158497,202839,114154,486369
2022,2,"11140645","청구동",511,546,8,8,35,3206609,14045,3499,34,2,,,,3,1,2,1,1,,,,,,,,,,5,9345756475,161939,221408,102470,342571
2022,2,"11140650","신당5동",723,783,18,20,60,4674236,10518,708,65,4,2,,,5,,1,,2,,,,,,,,,,12,28284374843,150670,187317,114023,319706
2022,2,"11140665","동화동",528,568,7,7,40,2637631,10659,1157,47,3,1,,,5,,1,1,,,,,,,,,,2,4,16764878442,169338,142329,196348,327045
2022,2,"11140670","황학동",1348,1427,34,27,79,6282385,12570,768,76,1,6,,,10,,,,,,,,,7,,,,,6,56318484857,120619,144120,97118,328640
2022,2,"11140680","중림동",654,725,18,8,71,2252485,12288,3121,77,3,2,,,7,,1,,2,1,,,,5,,,,,14,25086737107,168538,195949,141127,484384
2022,2,"11170510","후암동",784,832,26,16,48,4364116,17736,2018,80,6,1,,,7,1,2,,1,,,2,,,,,,,18,20849240666,94503,123687,65319,865892
2022,2,"11170520","용산2가동",565,613,20,15,48,4924851,9925,413,63,3,,,,4,,1,2,2,,,,,,,,,1,29,14481708615,95160,105013,85306,1966853
2022,2,"11170530","남영동",1185,1354,42,22,169,2323616,7618,17331,147,7,5,,,14,,,1,,,,,,12,,,,3,26,58715411947,193635,161532,225738,1177788
2022,2,"11170555","청파동",1097,1246,34,21,149,8037725,19837,3008,128,7,2,,1,11,,2,2,4,22,,1,,1,,,,,35,42510290045,103149,128682,77615,886225
2022,2,"11170560","원효로1동",1619,1707,41,35,88,5351071,16085,2023,94,6,3,,,6,1,1,,,3,,4,,,,,,,31,145202919226,110292,128035,92549,589017
2022,2,"11170570","원효로2동",894,933,29,19,39,3918613,14197,3070,69,4,2,,,4,2,1,1,1,,,2,,,,,,,27,35346202496,113690,99577,127803,708975
2022,2,"11170580","효창동",324,350,5,9,26,4030006,10191,1378,66,1,1,,,5,,1,,1,1,,,,,,,,2,22,11233939322,87821,113461,62181,446197
2022,2,"11170590","용문동",529,571,12,8,42,2963228,12297,3635,54,1,,,,3,,,,,,,,,,,,,,22,26039543957,112523,151847,73199,277531
2022,2,"11170625","한강로동",4910,5234,122,65,324,5156556,19846,41872,242,19,19,,,21,,2,,1,,,5,3,2,,,,7,41,681819641176,143376,158722,128030,2869816
2022,2,"11170630","이촌1동",786,857,17,12,71,5113789,28160,5718,102,4,9,,1,12,2,1,1,1,,,1,,,,,,,14,35411409717,217392,315971,118813,2872767
2022,2,"11170640","이촌2동",278,300,6,6,22,2026051,8729,2211,26,2,,,,1,,,,,,,,,,,,,,11,6705322895,80615,80615,,1205543
2022,2,"11170650","이태원1동",1534,1618,60,35,84,2902036,6926,22318,71,8,5,,,3,,1,,,,,3,,,,,,1,14,98798338314,165601,193422,137779,582899
2022,2,"11170660","이태원2동",811,853,33,15,42,2924180,9269,976,60,8,5,,,3,1,1,,1,,,,,,,,,,22,20184682949,195088,221164,169011,874243
2022,2,"11170685","한남동",2209,2332,86,40,123,6136017,21151,36498,171,30,11,1,,13,3,1,,,,,3,,,,,,2,36,99235695334,115832,118259,113405,3031897
2022,2,"11170690","서빙고동",358,388,8,6,30,1973400,13196,7751,61,15,1,,,1,,1,1,,,,,,,,,,1,21,4493748721,127315,127315,,2821948
2022,2,"11170700","보광동",718,762,12,15,44,4272041,14218,510,70,4,1,,,8,1,,1,1,6,,,,,,,,,14,19680510393,157145,130762,183529,715096
2022,2,"11200520","왕십리2동",516,576,23,6,60,5011373,17081,1350,63,2,,,,5,1,1,,,,,,,,,,,1,18,11115489193,131024,174785,87264,372425
2022,2,"11200535","왕십리도선동",1787,1992,63,45,205,5943850,27086,3200,189,4,4,,2,20,2,2,,2,,,,,,,,,,26,42756729636,130851,174996,86706,710285
2022,2,"11200540","마장동",2367,2427,36,24,60,5525130,22773,6750,111,6,5,,,8,2,2,2,,,,,,,,,,1,29,26769323169,123090,169017,77164,1035276
2022,2,"11200550","사근동",695,880,27,21,185,4659848,11920,350,128,5,3,1,,10,,2,1,2,52,,1,,,,,,2,34,43848676296,144014,178792,109235,1169216
2022,2,"11200560","행당1동",1080,1230,43,33,150,4074946,14071,1507,130,9,4,,2,13,1,1,,,,,1,1,,,,,4,30,40287716970,126856,147319,106394,573566
2022,2,"11200570","행당2동",488,559,10,6,71,4702856,24054,11,79,2,2,,,4,1,1,1,1,,,,,,,,,1,24,5835256306,139321,191117,87526,457669
2022,2,"11200580","응봉동",284,304,4,4,20,3028749,15758,696,56,3,,,,2,,1,1,,,,,,,,,,1,30,2751369549,109681,109681,,553662
2022,2,"11200590","금호1가동",427,472,5,9,45,3700931,15703,1721,88,2,,,,6,1,1,,1,,,,,,,,,1,45,6116656072,121085,115913,126256,444872
2022,2,"11200615","금호23가동",817,895,29,19,78,6509677,23406,373,135,3,2,,,13,,1,,,,,,,,,,,,46,19698458378,152781,185343,120219,631196
2022,2,"11200620","금호4가동",515,580,18,11,65,2888824,14708,716,84,3,3,,,6,1,2,,,,,,,,,,,1,27,14414901383,80373,105020,55725,832333
2022,2,"11200645","옥수동",821,912,18,14,91,3020123,26675,3459,129,4,2,,,10,2,2,1,1,,,,,,,,,2,45,11022858349,153794,168638,138951,1922027
2022,2,"11200650","성수1가1동",1044,1116,33,20,72,3356026,16575,2080,83,4,2,,,4,1,2,1,1,,,,1,,,,,1,33,26400169409,101051,97797,104305,1885875
2022,2,"11200660","성수1가2동",1835,1960,77,30,125,5794442,13438,5470,79,3,6,,,6,,,1,1,1,,,,,,,,1,12,69641050376,151597,140979,162215,930086
2022,2,"11200670","성수2가1동",1480,1590,49,31,110,5393257,16593,8111,109,3,3,,,13,,1,2,1,,,2,,1,,,,,38,79661072602,103112,115566,90658,1184964
2022,2,"11200690","성수2가3동",2918,3151,88,61,233,5474709,11147,22812,104,3,16,,,11,,2,,,,,,1,,,,,1,20,125051027474,156801,173298,140305,1054501
2022,2,"11200720","송정동",432,452,6,9,20,3385777,10729,896,44,2,,,1,5,,1,,,,,,,,,,,,17,8140472189,105281,131774,78787,681916
2022,2,"11200790","용답동",1212,1284,29,24,72,3311298,11806,3262,82,7,2,,,8,,1,,,,,1,,,,,,2,11,32195674329,128405,162584,94227,2377148
2022,2,"11215710","화양동",2063,2452,76,60,389,9953976,22632,1130,167,3,5,1,,17,,2,2,1,34,,,1,,,,,2,16,103530548755,163200,205529,120870,1166008
2022,2,"11215730","군자동",1278,1422,61,31,144,5580965,19923,1273,135,5,5,,1,12,1,2,,,20,,,1,,,,,,23,42411048654,110838,115133,106543,738025
2022,2,"11215740","중곡1동",1164,1242,46,18,78,3946861,16176,3767,74,2,,,,10,1,,,,,,1,,,,,,,19,49606025792,102622,148120,57124,614505
2022,2,"11215750","중곡2동",1150,1239,31,25,89,4884185,21787,2299,104,2,4,,,14,1,1,,,,,,,,,,,2,21,41830580030,91703,113266,70140,545542
2022,2,"11215760","중곡3동",870,948,34,20,78,4758973,16644,841,97,3,1,,1,9,,2,,,,,1,,,,,,1,29,20814570305,76231,98474,53989,601866
2022,2,"11215770","중곡4동",1017,1090,35,21,73,6740603,29181,3655,105,2,2,,,7,,1,1,2,,,,,,,,,,37,34589243364,104780,117883,91677,2313468
2022,2,"11215780","능동",601,677,14,15,76,2570860,11615,1400,47,4,,,1,5,,1,,1,,,,,,,,,1,5,32162948838,134779,164330,105229,1092105
2022,2,"11215810","광장동",1075,1195,35,13,120,6100966,35430,7266,139,5,9,,,9,3,3,3,1,11,,,,,,,,1,32,36277864256,126380,149880,102880,2393761
2022,2,"11215820","자양1동",1228,1364,40,26,136,8495087,22775,9561,106,3,4,1,,14,1,1,,,2,,,,,,,,,17,37586388168,105663,138559,72767,568868
2022,2,"11215830","자양2동",1020,1105,34,35,85,5306211,25646,2163,95,2,1,,,8,2,4,2,1,,,1,,,,,,,21,18744941610,112462,105930,118995,1657523
2022,2,"11215840","자양3동",1280,1415,30,25,135,7383710,28690,2198,105,2,6,,,8,2,2,1,1,1,1,,1,,,,,,30,41513808260,102945,117062,88827,1196419
2022,2,"11215847","자양4동",1466,1585,56,26,119,8356199,17745,677,106,5,2,,1,15,1,,1,,,,1,1,,,,,1,16,44998369517,141243,161519,120968,1180023
2022,2,"11215850","구의1동",1417,1566,49,33,149,8614884,22038,3276,77,2,4,,,9,1,,1,1,,,,,,,,,1,16,51707247005,101022,126612,75433,565313
2022,2,"11215860","구의2동",973,1069,31,26,96,5658424,26958,2079,112,3,2,,1,9,3,2,,,1,,,,,,,,1,24,29371933994,102145,121444,82845,1388041
2022,2,"11215870","구의3동",2367,2597,50,29,230,6638566,29306,9627,133,5,4,,,16,2,1,,,,,1,1,,,,1,1,25,124824470210,118826,134738,102915,1027561
2022,2,"11230536","용신동",2620,2814,56,36,194,14892271,31118,19675,231,10,8,1,4,20,1,1,1,1,,,1,,5,,,,5,41,99496362463,90275,101233,79318,1618399
2022,2,"11230545","제기동",3135,3215,63,45,80,12698145,24935,5383,288,4,5,,1,22,2,2,2,1,1,,3,,14,,,,1,30,552759676984,99202,129094,69311,1181705
2022,2,"11230560","전농1동",1929,2135,45,32,206,11361615,30150,687,152,5,2,,1,13,3,1,1,1,,,,1,5,,,,3,35,33591080493,94905,128463,61347,1126695
2022,2,"11230570","전농2동",594,688,22,14,94,2553819,19195,920,102,2,2,,,12,3,3,2,1,27,,,,,,,,,15,18200553298,100342,123349,77336,977568
2022,2,"11230600","답십리1동",1124,1246,34,13,122,6905339,29090,2154,124,4,5,,,9,,2,1,,,,,,,,,,,25,36874480374,109733,125726,93740,788242
2022,2,"11230610","답십리2동",1634,1734,41,26,100,6927771,29220,2968,108,3,2,,2,13,3,1,,,,,3,,,,,,,19,30206194826,78728,86780,70675,875745
2022,2,"11230650","장안1동",2659,2878,62,49,219,8928012,38693,9744,192,5,11,,4,26,2,2,2,,,,,,,,,,1,43,136334127247,82337,101635,63039,1342167
2022,2,"11230660","장안2동",2034,2276,61,44,242,7293029,33005,5138,168,3,2,,2,21,1,2,,1,1,,,1,1,,,,,38,85168899814,88484,109467,67501,996640
2022,2,"11230705","청량리동",1113,1178,40,19,65,6142244,19830,2521,154,9,4,1,,16,2,1,1,1,1,,,,2,,,,,34,49283392197,102843,124920,80767,1204398
2022,2,"11230710","회기동",894,1042,47,26,148,5721496,10447,103,84,3,5,1,,10,1,3,1,1,14,,,,,,,,,10,37357083213,102687,129134,76240,766917
2022,2,"11230720","휘경1동",684,763,23,16,79,5576508,13616,740,82,2,1,,,12,,,,,,,,,1,,,,3,18,18763052479,114367,174392,54343,521796
2022,2,"11230730","휘경2동",561,626,25,13,65,5306364,24296,1142,84,5,1,1,,5,1,2,3,3,4,,,,,,,,,27,15813714446,80105,100457,59753,1113609
2022,2,"11230740","이문1동",858,978,28,22,120,9641730,18532,937,147,5,2,,,13,3,,,2,30,,,,,,,,1,26,26522637372,92315,116437,68193,1039602
2022,2,"11230750","이문2동",473,513,13,15,40,4163854,20461,294,71,2,,,,6,1,1,,,2,,,,,,,,1,17,7800110161,89992,120347,59637,723890
2022,2,"11260520","면목2동",1098,1162,27,23,64,6057297,24773,1036,112,3,,,1,11,2,2,,,,,8,,1,,,,,25,25631500316,67860,90534,45186,763122
2022,2,"11260540","면목4동",589,639,22,12,50,5313724,18750,818,61,2,,,,5,1,1,1,,,,,,,,,,1,15,14564145036,71319,92485,50153,843466
2022,2,"11260550","면목5동",453,489,14,8,36,2551641,15170,1081,42,2,1,,,3,,,,,,,4,,,,,,,13,8031181609,84878,99159,70596,704936
2022,2,"11260565","면목본동",1617,1739,51,37,122,9854569,34313,1074,168,4,2,,,18,1,2,,,,,13,,1,,,,1,30,55769110417,96630,112891,80369,849019
2022,2,"11260570","면목7동",992,1059,31,24,67,7718645,22366,717,108,2,2,,1,11,,1,,,,,1,,,,,,,18,42490168729,103389,122826,83951,1236134
2022,2,"11260575","면목38동",1365,1498,52,29,133,6301236,25508,1762,150,4,1,1,,17,1,2,2,1,8,,,,1,,,,1,34,39797652853,108308,114037,102579,1614117
2022,2,"11260580","상봉1동",834,925,22,18,91,5134092,24775,1976,78,3,1,,1,8,2,1,2,1,,,,,,,,,4,12,12056710168,86825,106448,67203,854219
2022,2,"11260590","상봉2동",1564,1723,62,31,159,7404002,19882,4445,127,4,3,,1,10,,,,,,,,2,2,,,1,1,18,68857630808,86606,107476,65736,677445
2022,2,"11260600","중화1동",643,692,23,12,49,5866219,20232,1214,79,2,1,,1,7,1,2,2,1,,,,,,,,,,14,14695317566,80918,84897,76939,641493
2022,2,"11260610","중화2동",1249,1355,32,21,106,7863298,25562,731,123,2,3,,,14,,,,,,,2,,,,,,3,32,41704246582,73786,95653,51920,1016955
2022,2,"11260620","묵1동",1041,1168,29,22,127,7534424,35402,977,144,4,2,,2,11,2,1,2,2,,,,,,,,,,34,36940035214,100167,126550,73784,1238436
2022,2,"11260630","묵2동",922,984,24,17,62,6051763,19446,1381,92,3,4,,,7,,2,,,,,,1,,,,,1,19,25935119096,59016,81094,36938,669204
2022,2,"11260655","망우본동",1747,1924,81,34,177,10777838,30392,1514,238,9,4,1,4,25,1,2,3,4,,,9,,2,,,,2,54,68935560889,87276,110881,63671,2948109
2022,2,"11260660","망우3동",551,598,16,15,47,4568836,17107,320,54,1,1,,1,3,,2,,1,,,3,,,,,,,11,14799067099,73096,84867,61324,962561
2022,2,"11260680","신내1동",1203,1368,40,32,165,5734397,39688,1561,160,3,2,1,,13,2,2,,,,,,,,,,,1,53,37629457366,109849,138560,81138,2606949
2022,2,"11260690","신내2동",656,748,11,8,92,2024192,21208,734,104,6,3,,,12,3,4,,,,,,,,,,,,21,30025132129,135636,200122,71149,911281
2022,2,"11290525","성북동",952,1014,29,15,62,4389341,16832,18657,166,6,4,,,6,2,1,3,2,5,,,,,,,,,55,27465918216,105381,133602,77159,2879912
2022,2,"11290555","삼선동",1437,1546,39,16,109,10484957,23545,4526,163,7,5,,,14,,1,1,2,14,,,,,,,,2,46,57084229528,100657,117521,83793,926227
2022,2,"11290575","동선동",1658,1918,63,52,260,8993623,15583,1974,146,1,4,,1,13,1,2,2,1,12,,,1,,,,,1,19,71706156851,127516,151767,103265,724957
2022,2,"11290580","돈암1동",377,401,12,6,24,2899607,15288,151,42,1,,,,2,2,2,2,1,,,,,,,,,,15,9143795039,214069,153648,274491,488898
2022,2,"11290590","돈암2동",450,497,23,4,47,2886219,24591,723,88,4,2,,,4,6,1,,,,,,1,,,,,,38,6414139311,,,,518335
2022,2,"11290600","안암동",979,1164,40,13,185,7318658,14908,2171,167,4,6,1,1,10,,1,1,1,71,,,,,,,,1,35,41905476705,126182,179590,72775,1379571
2022,2,"11290610","보문동",733,795,26,14,62,5648122,15749,3405,77,4,4,,,6,,2,,,,,,,1,,,,2,10,12367622521,93423,89500,97346,553006
2022,2,"11290620","정릉1동",547,602,17,15,55,4937874,18647,631,63,2,,,,6,2,,,,1,,,,,,,,,19,11469112338,100005,132231,67778,412365
2022,2,"11290630","정릉2동",652,729,43,15,77,5944375,23495,1296,110,4,3,,,6,1,2,,,,,,,,,,,1,50,14932361268,81847,81067,82627,1094889
2022,2,"11290640","정릉3동",463,514,15,5,51,3195823,15532,350,124,4,1,,,2,,1,3,1,28,,,,,,,,,38,11897228430,55510,55510,,3327126
2022,2,"11290650","정릉4동",683,756,31,23,73,3335576,25601,966,133,7,3,,,12,2,1,,2,11,,,,,,,,1,40,22959875736,88570,124493,52647,3570914
2022,2,"11290660","길음1동",880,998,42,12,118,6731114,36397,4493,129,3,4,,,10,2,3,1,1,,,1,,,,,,1,26,11990193681,199311,234705,163916,797310
2022,2,"11290685","길음2동",1125,1248,49,18,123,4982957,17041,466,112,5,,,3,14,,,,,,,,,,,,,,23,23299125247,92266,96153,88379,588002
2022,2,"11290705","종암동",1303,1448,42,20,145,10769919,39773,15332,189,7,2,,1,17,3,2,2,1,2,,,,,,,,,56,39930727658,114409,116998,111821,1404527
2022,2,"11290715","월곡1동",877,967,42,9,90,7761274,26920,1542,108,2,3,,,10,,2,1,1,,,,,1,,,,,30,17678349396,82241,84887,79596,801757
2022,2,"11290725","월곡2동",1013,1150,26,17,137,6136080,19925,2659,135,6,4,,,12,2,,1,,12,,,,,,,,2,34,32238285345,98819,111896,85742,1364901
2022,2,"11290760","장위1동",668,716,31,11,48,6918638,20207,511,103,4,1,,,8,6,1,1,,,,,,,,,,,37,11418426192,63814,82768,44860,708546
2022,2,"11290770","장위2동",720,751,14,11,31,5091746,13848,836,89,3,2,,,11,1,3,,,,,,,,,,,1,27,13709490551,67688,67470,67906,679894
2022,2,"11290780","장위3동",428,477,21,5,49,2586865,17221,421,82,1,,,,5,1,2,1,,1,,1,,,,,,,39,7494044447,122056,142855,101257,652601
2022,2,"11290810","석관동",1354,1488,41,23,134,10447480,35589,2355,154,6,3,,,16,2,2,1,1,,,1,,2,,,,2,32,39809922781,97495,137873,57118,1705061
2022,2,"11305534","삼양동",650,712,17,7,62,11753924,24555,288,165,4,1,,,14,3,2,,1,,,,,,,,,3,34,19159465624,102968,120556,85381,924092
2022,2,"11305535","미아동",1220,1328,35,26,108,7864860,22217,1307,144,3,3,,1,14,,,,1,4,,,,,,,,1,28,45370742967,97590,117530,77650,841204
2022,2,"11305545","송중동",1692,1898,69,47,206,12354768,30349,1276,212,4,1,,2,18,4,2,,1,2,1,,1,,,,,,69,81977144565,102114,132481,71746,1075796
2022,2,"11305555","송천동",1325,1463,40,30,138,12998739,27466,720,164,9,5,,1,17,,1,2,2,,,2,,,,,,1,24,44229430732,94410,109015,79804,929913
2022,2,"11305575","삼각산동",702,779,17,22,77,3091046,31996,354,114,2,1,,,9,1,,1,1,1,,,,,,,,,36,12155257060,118574,136534,100614,621911
2022,2,"11305595","번1동",1286,1411,39,39,125,6891483,19057,2055,136,3,3,,1,14,1,1,1,,,,,1,,,,,,30,59224595216,100854,104548,97161,627036
2022,2,"11305603","번2동",334,356,9,6,22,3287774,16440,340,110,5,,,,7,1,,1,,,,,,1,,,,,54,7842455315,106151,106151,,974298
2022,2,"11305608","번3동",365,417,13,8,52,3489222,17545,240,95,3,1,,,8,,2,,,,,,,,,,,,37,13882084172,78301,108705,47897,1081177
2022,2,"11305615","수유1동",1055,1128,30,18,73,6737241,21236,1076,153,4,2,,,12,,2,3,1,,,1,,,,,,1,40,54490637595,71406,112576,30236,1649963
2022,2,"11305625","수유2동",839,900,33,19,61,6023844,21476,1277,85,3,,,,12,3,,,,,,,,,,,,1,15,22756553934,96113,126329,65896,581617
2022,2,"11305635","수유3동",1989,2209,93,53,220,10818544,23512,2985,158,4,6,,1,16,,,1,,,,,1,,,,,1,30,87262052873,102631,119135,86127,745645
2022,2,"11305645","우이동",798,867,25,20,69,4250055,20955,1954,132,2,,,,7,1,,1,,2,,,,,,,,3,54,32318414358,62514,85197,39831,10587752
2022,2,"11305660","인수동",982,1063,27,20,81,8979805,31311,2841,175,13,2,1,2,14,2,2,2,,5,,1,,,,,,,57,21575840748,65242,61532,68953,2998011
2022,2,"11320511","창1동",736,811,24,14,75,4682072,25241,1149,94,3,2,,,7,1,1,2,1,,,,,,,,,1,28,27454428683,102065,115719,88410,1122171
2022,2,"11320512","창2동",853,922,22,15,69,10245452,29648,1105,95,3,,,1,8,1,1,,,,,,,,,,,,44,21953936942,95211,80410,110012,654442
2022,2,"11320513","창3동",594,640,20,14,46,4156527,14305,661,66,1,,,,7,1,2,,,,,1,,,,,,,25,16022499116,79163,92663,65663,655485
2022,2,"11320514","창4동",899,1002,29,24,103,3634289,27197,1768,130,7,4,,,8,1,2,1,2,,,,,,,,,,51,20334535404,157190,239532,74849,1140172
2022,2,"11320515","창5동",1035,1190,34,20,155,4419698,25203,5148,119,7,3,,3,12,1,3,,,,,,2,,,,,2,24,60359306588,107913,155684,60142,701480
2022,2,"11320521","도봉1동",1063,1163,40,19,100,3810294,21653,1591,122,4,1,,,9,2,2,1,1,2,,1,,,,,,,38,53101373611,98132,108866,87398,8451468
2022,2,"11320522","도봉2동",884,934,27,15,50,3663743,27800,820,127,8,3,,,7,1,1,1,1,1,,,,1,,,,3,49,12245542031,87237,116185,58288,1119031
2022,2,"11320660","쌍문1동",546,596,13,10,50,5293374,21794,753,126,6,1,,1,4,1,3,,1,17,,,,,,,,,54,13417817141,68229,73755,62704,1175774
2022,2,"11320670","쌍문2동",875,979,25,17,104,4492342,19253,982,87,3,1,,1,10,1,1,1,,,,,,2,,,,,19,27944814899,95574,115840,75308,541193
2022,2,"11320680","쌍문3동",708,779,16,15,71,5456247,16762,1010,78,3,3,1,,12,,,1,,,,,,1,,,,1,17,33427430442,83488,87349,79627,504805
2022,2,"11320681","쌍문4동",410,465,17,13,55,2913872,19259,314,64,1,,,,4,5,2,2,3,,,,,,,,,,23,12299285106,92602,118890,66314,554868
2022,2,"11320690","방학1동",1717,1915,68,52,198,7207399,28975,3254,148,6,6,,2,15,2,1,1,1,,,,,,,,,1,39,53035873112,79528,104580,54475,1040857
2022,2,"11320700","방학2동",783,831,20,17,48,3000005,20278,719,64,3,,,,7,,1,1,,,,,,,,,,,23,41751692723,69667,95218,44117,1092814
2022,2,"11320710","방학3동",517,565,15,10,48,3521896,27895,1084,112,3,3,,,6,3,3,1,,,,,,,,,,,47,12523712179,88791,111712,65870,1951026
2022,2,"11350560","월계1동",945,1090,27,18,145,4906171,22454,1739,159,4,2,,,10,2,1,1,1,17,,,,,,,,,59,24394533311,83281,124702,41860,1107461
2022,2,"11350570","월계2동",486,538,14,6,52,4089975,27466,54,136,4,,,,5,3,2,3,4,11,,,,,,,,1,64,5280357237,89003,127821,50185,2004785
2022,2,"11350580","월계3동",638,719,14,14,81,2872501,30593,437,135,5,3,,,8,4,3,1,,,,,,,,,,2,47,7967275724,184009,,184009,1168283
2022,2,"11350595","공릉1동",2014,2240,79,44,226,11479298,37700,7314,211,4,6,,4,21,3,3,,,1,,1,,,,,,3,54,64518923853,89522,112640,66404,1263261
2022,2,"11350600","공릉2동",1250,1467,35,18,217,8121928,39784,1067,271,7,6,1,,14,3,4,4,2,64,,1,,,,,,1,63,40520121235,106918,126850,86987,6983449
2022,2,"11350611","하계1동",792,889,17,16,97,3952534,27479,609,133,4,3,1,,9,1,1,2,4,16,,,,,,,,,41,59112351126,97928,99886,95970,1527061
2022,2,"11350612","하계2동",277,305,5,5,28,2807080,22673,,67,2,1,,,4,2,2,1,,,,,,,,,,1,28,2273965543,144581,186909,102254,500023
2022,2,"11350619","중계본동",1153,1259,30,25,106,4217611,24840,831,95,5,2,,,7,3,2,,3,,,,,,,,,,21,39885601020,126381,185718,67044,2183234
2022,2,"11350621","중계1동",904,1040,30,20,136,4138961,27473,1095,85,2,3,,,7,,2,1,2,,,,,,,,,,18,10557218333,158847,175386,142308,623451
2022,2,"11350624","중계4동",821,912,35,14,91,3089854,20700,1445,81,2,3,,,14,1,1,3,2,,,,,,,,,,6,34248706598,84809,127031,42586,1519449
2022,2,"11350625","중계23동",1146,1270,18,19,124,4578742,35461,1261,142,7,2,,,10,4,4,1,3,,,,2,,,,,1,39,52847524554,146276,190370,102182,919083
2022,2,"11350630","상계1동",1393,1551,37,42,158,7591856,39064,3568,190,5,2,,,14,3,3,2,1,,,,1,,,,,1,38,49013542450,96476,138751,54201,5402614
2022,2,"11350640","상계2동",2497,2810,60,38,313,10907938,20557,1909,182,2,1,,2,19,1,1,1,,,,,1,,,,,2,33,96943901896,100766,135660,65871,623125
2022,2,"11350665","상계34동",903,954,27,18,51,8370230,27081,716,107,4,1,,,9,3,2,,,1,,,,2,,,,1,11,13110182777,118445,100126,136764,5211708
2022,2,"11350670","상계5동",1219,1310,36,27,91,6692986,24691,1030,105,2,1,,,11,,1,,,,,,,3,,,,1,36,26207235343,71250,92082,50417,906891
2022,2,"11350695","상계67동",1449,1636,51,24,187,6762745,33550,4587,253,9,11,1,1,29,,3,2,1,4,,,1,,,,,,40,92838575843,169862,202319,137405,1450295
2022,2,"11350700","상계8동",408,451,13,6,43,1009977,22935,761,92,3,3,,,7,,,1,,,,,,,,,,1,15,12105550564,67005,,67005,666348
2022,2,"11350710","상계9동",444,489,15,6,45,1958440,21136,1445,78,3,4,,,6,1,3,2,2,,,,,,,,,,18,14728951352,103942,133385,74500,719445
2022,2,"11350720","상계10동",329,361,12,4,32,1981751,17437,357,64,3,,,,1,1,2,1,1,,,,,,,,,,30,4301188519,141792,141792,,809214
