"연도","분기","행정동_코드","행정동_코드_명","점포_수","유사_업종_점포_수","개업_점포_수","폐업_점포_수","프랜차이즈_점포_수","총_유동인구_수","총_상주인구_수","총_직장_인구_수","집객시설_수","관공서_수","은행_수","종합병원_수","일반_병원_수","약국_수","유치원_수","초등학교_수","중학교_수","고등학교_수","대학교_수","백화점_수","슈퍼마켓_수","극장_수","숙박_시설_수","공항_수","철도_역_수","버스_터미널_수","지하철_역_수","버스_정거장_수","추정매출액","전체","첫번째층","첫번째층외","영역_면적"
2021,1,"11680521","논현1동",4015,4318,125,120,303,9911878,22994,40917,300,4,15,,4,42,,1,,,,,1,8,,,,,3,23,249414169802,137368,166787,107948,1258744
2021,1,"11680531","논현2동",4161,4507,147,134,346,11362882,21740,51348,240,8,16,,5,29,1,1,1,,4,,,2,,,,,1,33,158390599674,130988,139190,122786,1458524
2021,1,"11680545","압구정동",3929,4154,101,100,225,7663872,27248,40086,313,4,25,,5,30,1,1,2,2,,2,1,3,,,,,2,18,305430188484,153262,206888,99635,2345057
2021,1,"11680565","청담동",4145,4340,114,113,195,9762282,27014,54369,288,11,19,,4,27,2,2,1,1,1,,,,,,,,3,23,236544444638,146291,171203,121379,2329217
2021,1,"11680580","삼성1동",3365,3660,106,75,295,4622374,13407,169811,199,6,26,,3,13,1,1,1,1,,1,,1,,,,,3,38,246013634369,173474,170401,176548,1944629
2021,1,"11680590","삼성2동",2708,2935,87,72,227,9385440,30115,57038,177,10,11,,,11,,1,1,,1,,,,,,,,4,28,83187676602,144748,173082,116414,1242271
2021,1,"11680600","대치1동",1045,1172,30,38,127,4741485,24900,16887,130,4,11,,,13,1,1,1,2,1,,,,,,,,,24,95011483127,198579,274999,122158,809823
2021,1,"11680610","대치2동",2874,3119,86,88,245,5886605,37565,93548,210,6,26,,2,20,,2,1,1,,,,,,,,,2,39,158612937094,148997,174507,123487,1837367
2021,1,"11680630","대치4동",3544,3920,150,106,376,9662104,20478,33644,159,4,12,1,1,18,,1,,,1,1,,,,,,,,14,172295367023,157045,207603,106487,701081
2021,1,"11680640","역삼1동",10545,11513,301,331,968,20019322,35804,169130,542,15,49,1,3,64,1,1,,,,,,3,1,,,,1,44,457377634218,145895,166707,125083,2362133
2021,1,"11680650","역삼2동",3020,3221,174,81,201,11359424,36944,48471,195,3,14,,2,25,,1,2,1,1,,,,,,,,,31,97957847003,150348,177333,123363,1135029
2021,1,"11680655","도곡1동",1214,1325,35,40,111,5209619,22087,29536,142,4,9,1,4,20,2,1,2,1,,,,,,,,,1,27,61847362346,134034,171972,96096,1050609
2021,1,"11680656","도곡2동",1419,1521,35,34,102,4325805,33941,87366,118,7,23,,,10,2,1,1,2,,,,,,,,,3,25,56453348842,153629,188536,118723,990763
2021,1,"11680660","개포1동",183,188,2,2,5,724209,6408,549,38,1,1,,,1,,1,2,,,,,,,,,,,29,275992420,80672,,80672,1449952
2021,1,"11680670","개포2동",728,800,26,13,72,1654712,22211,8495,135,3,3,,,9,5,4,1,3,,,,,,,,,3,50,19697708250,133404,172432,94377,2243338
2021,1,"11680690","개포4동",1316,1401,21,26,85,3605057,22529,6683,115,3,4,,,7,,2,1,1,,,,,,,,,,49,53153566802,84406,94619,74193,1665461
2021,1,"11680700","세곡동",1109,1256,32,40,147,3621527,44314,407,191,4,1,,,9,3,4,1,1,,,,,,,,,,95,27209609640,135981,180920,91042,6367772
2021,1,"11680720","일원본동",418,460,10,13,42,3548451,23927,,103,2,6,1,,15,2,2,1,2,,,,,,,,,1,32,9912140890,148966,192774,105158,2354625
2021,1,"11680730","일원1동",651,735,14,18,84,3663208,15672,1836,74,4,1,,,11,1,2,,1,,,,,,,,,,18,22957057240,88225,128545,47904,953471
2021,1,"11680740","일원2동",426,463,10,8,37,936876,17642,,66,3,3,,,6,2,1,1,,,,,,,,,,1,13,2992894143,125305,147840,102769,1300290
2021,1,"11680750","수서동",760,876,15,16,116,2316566,15241,18199,89,3,3,,,11,2,1,1,2,,,,,,,,,2,23,46978191988,132993,165022,100965,1629403
2021,1,"11710510","풍납1동",488,525,11,15,37,5252868,13896,1007,48,3,,,1,6,1,1,,,,,,,,,,,,6,10525383011,139010,192005,86015,1075294
2021,1,"11710520","풍납2동",828,907,13,25,79,7388875,25501,473,125,5,5,1,,26,2,2,3,1,3,,,,,,,,1,24,26449910814,116758,147875,85640,2564554
2021,1,"11710531","거여1동",572,623,12,13,51,3321589,12616,3043,48,2,,,,2,,1,,1,,,,,1,,,,1,6,15909949329,75007,107777,42238,522308
2021,1,"11710532","거여2동",608,677,20,17,69,3662645,19174,1463,78,3,3,,1,12,1,1,1,,,,,,,,,,,11,21202641919,109476,150487,68464,612901
2021,1,"11710540","마천1동",647,690,19,18,43,4087700,19745,671,73,4,1,,,8,1,1,,,,,,,1,,,,1,15,38817023418,118509,128042,108976,575258
2021,1,"11710550","마천2동",909,979,25,23,70,5742194,19564,1374,93,3,2,,,14,,1,,,,,,,,,,,,12,35242045724,96659,150558,42760,890688
2021,1,"11710561","방이1동",1049,1167,23,23,118,3327933,16193,8038,73,2,1,,,10,2,2,1,1,,,,,,,,,1,11,31678329946,101763,143258,60268,609259
2021,1,"11710562","방이2동",2363,2587,68,67,224,6164826,26148,40198,164,3,5,,,18,,1,1,,,,,,,,,,1,13,87391451223,137087,170510,103664,769841
2021,1,"11710566","오륜동",425,477,8,15,52,718871,18483,16273,74,4,6,,,6,1,2,2,3,11,,,,,,,,3,15,3463877070,282915,321178,244653,3085088
2021,1,"11710570","오금동",1647,1768,36,49,121,9868028,39515,21745,134,5,5,,,13,3,3,4,2,,,,,,,,,3,27,73646265823,95502,119580,71423,1648868
2021,1,"11710580","송파1동",1712,1870,61,40,158,6475838,24810,9835,102,2,4,,3,14,1,1,,,,,,,,,,,2,13,62309254344,118709,140771,96647,686925
2021,1,"11710590","송파2동",814,903,27,20,89,3627445,20645,5342,79,3,1,,,11,3,1,2,3,,,,,,,,,,7,29536042976,103033,138782,67284,631023
2021,1,"11710600","석촌동",2283,2520,84,82,237,8114089,32530,8142,159,3,7,,2,27,3,2,,,,,,,,,,,,20,78690477812,125577,167349,83805,946914
2021,1,"11710610","삼전동",1524,1688,61,48,164,7044043,31448,3629,118,4,2,,,14,3,1,1,1,,,,,1,,,,1,12,66733844212,126083,164772,87395,953338
2021,1,"11710620","가락본동",2395,2629,85,69,234,7680228,27076,26146,144,5,9,1,5,21,1,2,2,,,,,,,,,,,21,64495413608,151825,188952,114697,1014738
2021,1,"11710631","가락1동",3502,3569,37,49,67,802127,27823,5873,82,2,8,,,13,1,1,1,,,,1,,,,,,3,16,318727638298,205158,197683,212633,1393228
2021,1,"11710632","가락2동",1441,1575,47,40,134,6438448,33013,6689,143,3,6,,,17,4,2,1,,,,,,,,,,1,22,52572527335,134406,158877,109934,932311
2021,1,"11710641","문정1동",1082,1162,38,38,80,4587973,20369,31815,70,3,1,,,5,1,1,1,,,,,,,,,,,19,23688645399,107061,125247,88875,612546
2021,1,"11710642","문정2동",5418,5888,205,153,470,3078617,29877,37095,149,10,12,,1,22,,1,,,,,,2,,,,,3,14,147378772851,173034,207236,138832,2242033
2021,1,"11710646","장지동",941,1027,27,35,86,8483553,30000,5323,136,4,3,,,10,1,2,1,3,,,,1,,,,,1,41,29455574030,133078,170312,95843,1278355
2021,1,"11710647","위례동",694,843,48,25,149,3257318,30548,,84,3,1,,,5,2,2,1,,,,,,,,,,,32,4178523979,156911,219384,94438,2537372
2021,1,"11710650","잠실본동",2639,3001,122,96,362,7609379,28558,10021,192,5,9,,1,24,,1,,,,,,,,,,,1,12,123921523799,142150,179870,104430,1028997
2021,1,"11710670","잠실2동",827,929,29,40,102,2459725,36151,3800,91,4,6,,,14,1,2,2,2,,,,,,,,,1,5,40320562088,328025,445966,210084,2686850
2021,1,"11710680","잠실3동",1652,1808,47,34,156,2896847,35314,30372,103,5,9,,,11,1,3,,1,,,,,,,,,,16,43075962876,247418,261409,233426,1542643
2021,1,"11710690","잠실4동",381,424,7,7,43,2179920,21711,2075,74,3,3,,,10,1,2,,1,,,,,,,,,2,7,9771419668,274269,332424,216115,780204
2021,1,"11710710","잠실6동",1680,1900,47,49,220,2423293,17212,53520,144,4,17,,1,23,,1,1,,,,,1,,,,,2,13,126582763701,172013,201572,142455,1508001
2021,1,"11710720","잠실7동",193,208,3,5,15,965095,9882,,30,2,4,,,4,,1,2,1,,,,,,,,,2,3,5770338432,231553,231553,,723486
2021,1,"11740515","강일동",664,775,46,20,111,4709390,35390,204,187,5,3,,,12,2,2,2,1,,,,,,,,,3,79,9871524861,131731,185791,77670,3647520
2021,1,"11740520","상일동",757,841,45,25,84,3306129,33197,1070,105,4,2,1,,8,4,2,2,5,,,,,,,,,,37,19378234691,121228,178077,64380,1813623
2021,1,"11740530","명일1동",1321,1482,39,42,161,5887022,26280,3976,151,5,6,,2,17,,1,,,,,,,,,,,1,22,48478627165,96160,128748,63572,634942
2021,1,"11740540","명일2동",935,1073,25,28,138,2262774,17494,2635,107,3,6,,,18,4,2,,1,,,,,,,,,,18,55240452771,103799,155349,52249,914329
2021,1,"11740550","고덕1동",540,611,12,24,71,3721152,25955,802,92,3,,,,4,1,2,1,1,,,,,,,,,1,26,12862326015,105071,133278,76865,1518495
2021,1,"11740560","고덕2동",674,758,28,19,84,2651335,22444,1104,78,3,1,,,9,1,2,1,2,,,,,,,,,1,25,19111825659,169337,216943,121732,2206786
2021,1,"11740570","암사1동",1299,1411,43,36,112,8898390,35440,2488,90,2,1,,,8,1,1,,,1,,1,,,,,,,13,32246598796,88895,104525,73265,735480
2021,1,"11740580","암사2동",613,681,14,19,68,2312230,15439,2162,61,1,3,,,6,1,2,,,,,,,,,,,1,6,19506472042,90774,125312,56235,2174329
2021,1,"11740590","암사3동",497,544,22,10,47,1637468,18359,,50,2,1,,,5,1,,2,1,,,,,,,,,,12,12222371710,133445,140004,126886,1799368
2021,1,"11740600","천호1동",981,1105,43,22,124,9702766,27485,1785,92,4,1,,,11,,1,1,1,1,,,1,,,,,1,11,22538389721,89152,108500,69804,668998
2021,1,"11740610","천호2동",3028,3313,109,97,285,11296219,34494,2915,203,4,3,,1,26,1,1,1,,,,,,3,,,,,22,125219421260,110126,127110,93142,1850853
2021,1,"11740620","천호3동",1382,1511,39,52,129,8224071,26573,1293,115,4,3,,2,14,,,1,,,,,,1,,,,,11,32255218680,102194,139535,64853,561872
2021,1,"11740640","성내1동",1148,1273,26,28,125,6296514,20230,13587,98,6,4,,2,9,1,2,1,,1,,,1,,,,,,20,40553464886,92829,116038,69619,663675
2021,1,"11740650","성내2동",1335,1457,38,40,122,9385854,24318,2250,113,2,3,,4,14,,,,,,,,1,,,,,3,16,42438612623,94977,105871,84082,625147
2021,1,"11740660","성내3동",1848,1999,57,54,151,6801782,23440,4018,136,4,5,,,13,2,,,,2,,,,,,,,1,13,67229495922,105930,125340,86519,647356
2021,1,"11740685","길동",2683,2962,92,83,279,15827160,46576,8361,242,6,10,1,4,34,4,3,1,,1,,,,,,,,1,36,85728217357,92360,117865,66854,1631616
2021,1,"11740700","둔촌2동",1073,1166,28,32,93,6941531,26347,2952,129,5,4,1,,17,2,1,2,1,,,,,,,,,1,32,25460361631,76921,104173,49670,1550455
2021,2,"11110515","청운효자동",818,843,34,23,25,3759011,12434,6252,93,6,3,,,4,1,1,2,2,8,,,,,,,,,26,24633583996,125839,163704,87974,2568432
2021,2,"11110530","사직동",2511,2700,72,54,189,3845446,9524,45807,206,18,24,,,15,,1,,1,1,,,3,,,,,2,34,82363328679,146670,184584,108757,1158536
2021,2,"11110540","삼청동",634,681,28,13,47,907225,2635,3007,49,10,4,,1,1,,,1,1,2,,,,,,,,,16,35567521723,167551,199502,135601,1479255
2021,2,"11110550","부암동",432,465,8,12,33,1275477,10015,1712,84,4,2,,,1,1,2,1,1,14,,,,,,,,,38,7098262378,83706,85236,82175,2274739
2021,2,"11110560","평창동",636,671,15,9,35,1038128,18390,11836,162,6,2,,1,5,1,,,1,2,,,,,,,,,91,12168737455,82671,89499,75844,8947328
2021,2,"11110570","무악동",168,190,3,4,22,1925029,8541,431,42,2,1,1,,4,1,1,,,,,,,,,,,1,7,7882363450,100657,142549,58764,369520
2021,2,"11110580","교남동",322,385,15,7,63,3093172,10466,725,78,4,3,2,,17,,,,1,1,,,,,,,,,26,9241537534,174671,162289,187053,346926
2021,2,"11110600","가회동",547,594,16,15,47,1272481,4325,12809,63,5,3,,,1,1,1,1,2,1,,,,,,,,,22,20894777010,133718,184070,83366,539955
2021,2,"11110615","종로1234가동",9919,10467,186,210,548,12905012,7242,115053,500,19,35,,,47,1,2,,,4,,1,5,17,,,,5,72,489655836470,176594,234320,118867,2417171
2021,2,"11110630","종로56가동",1901,1997,55,51,96,6612006,5219,22084,212,7,8,,,31,,1,,,1,,4,,3,,,,1,23,102790481867,235530,233290,237770,603167
2021,2,"11110640","이화동",619,756,12,23,137,3746653,7603,1800,119,4,4,1,,11,,,2,,37,,,,,,,,1,28,30871160052,117980,151515,84446,782395
2021,2,"11110650","혜화동",1282,1474,57,47,192,8170514,16799,5345,145,6,5,,,16,3,1,1,4,26,,,1,,,,,,36,42976679046,111423,138539,84306,1132421
2021,2,"11110670","창신1동",1785,1837,41,51,52,3612347,5129,1940,111,3,4,,,9,,2,,,,,1,,7,,,,2,11,71659001314,151775,187389,116162,305337
2021,2,"11110680","창신2동",378,398,15,14,20,5644573,8326,183,38,2,1,,,5,,,,,,,,,,,,,,,12152333249,99767,121933,77601,257323
2021,2,"11110690","창신3동",162,180,11,4,18,864119,6921,111,24,3,,,,1,,1,,1,,,,,,,,,1,5,457602393,85268,101993,68543,216835
2021,2,"11110700","숭인1동",263,293,8,12,30,2553019,6080,225,43,3,1,,,3,1,,,,,,,,,,,,,14,3818504421,84046,108306,59785,239396
2021,2,"11110710","숭인2동",839,908,24,28,69,5515585,9700,1620,89,4,3,,1,4,,,,,,,2,,3,,,,2,6,29457235759,107445,138154,76735,351906
2021,2,"11140520","소공동",2767,3014,58,62,247,2395043,2073,93047,231,13,29,,,10,,1,4,3,,1,,3,3,,,,3,37,117497850157,146429,172631,120226,943795
2021,2,"11140540","회현동",5106,5348,100,134,242,4190646,5124,78140,211,9,17,,,16,1,,,,2,,2,1,2,,,,6,35,196587089282,329196,385207,273186,897827
2021,2,"11140550","명동",3995,4486,88,108,491,4423882,2766,122900,542,20,46,,,35,,1,,,4,,,3,12,,,,1,29,197805011515,171684,211546,131823,969729
2021,2,"11140570","필동",1068,1194,30,34,126,2091685,4038,13408,123,6,9,1,,7,,2,,1,19,,,2,1,,,,2,15,29103984487,126996,174324,79667,1464686
2021,2,"11140580","장충동",490,523,16,9,33,2052515,4665,5479,63,6,2,,,1,,1,,,3,,,1,2,,,,1,13,22539791856,109331,123599,95064,1017925
2021,2,"11140590","광희동",5310,5555,84,134,245,6100604,5204,59306,185,3,16,1,,14,,,1,,,,1,3,11,,,,3,19,114530519813,189856,200377,179334,737204
2021,2,"11140605","을지로동",2743,2865,49,49,122,4957437,1959,15804,145,5,10,,,13,,,,,,,1,2,3,,,,4,20,225574171574,143602,188229,98976,611524
2021,2,"11140615","신당동",11842,11966,247,233,124,5809012,7698,5257,99,7,5,,1,12,,1,1,3,,,3,,1,,,,2,8,67353202046,355524,340170,370878,534942
2021,2,"11140625","다산동",785,861,25,26,76,4426072,14154,6479,86,3,4,,1,9,,1,1,1,,,,,1,,,,1,7,35881696640,82616,99445,65787,523971
2021,2,"11140635","약수동",613,676,15,15,63,2494939,17127,9774,87,4,2,,1,12,2,,,,,,,,,,,,2,12,25559646363,137035,190271,83798,486369
2021,2,"11140645","청구동",504,541,18,10,37,3611179,14045,2028,34,2,,,,3,1,2,1,1,,,,,,,,,,5,11720336211,83521,79413,87629,342571
2021,2,"11140650","신당5동",706,762,28,19,56,4748354,10518,742,65,4,2,,,5,,1,,2,,,,,,,,,,12,23781056701,111539,118091,104987,319706
2021,2,"11140665","동화동",523,565,16,14,42,2838487,10659,1168,47,3,1,,,5,,1,1,,,,,,,,,,2,4,19594699390,94663,117459,71867,327045
2021,2,"11140670","황학동",1337,1416,40,31,79,6150455,12570,806,76,1,6,,,10,,,,,,,,,7,,,,,6,53261869084,126652,157877,95428,328640
2021,2,"11140680","중림동",643,714,22,22,71,2213756,12288,3238,77,3,2,,,7,,1,,2,1,,,,5,,,,,14,22535619900,137054,128607,145502,484384
2021,2,"11170510","후암동",759,805,20,14,46,4831927,17736,1731,80,6,1,,,7,1,2,,1,,,2,,,,,,,18,20898171844,83422,112975,53868,865892
2021,2,"11170520","용산2가동",540,583,19,17,43,5071107,9925,721,63,3,,,,4,,1,2,2,,,,,,,,,1,29,14230856338,112788,121736,103840,1966853
2021,2,"11170530","남영동",1128,1284,35,33,156,2171374,7618,16510,147,7,5,,,14,,,1,,,,,,12,,,,3,26,48395298001,91143,115142,67144,1177788
2021,2,"11170555","청파동",1065,1217,44,38,152,7533794,19837,3013,128,7,2,,1,11,,2,2,4,22,,1,,1,,,,,35,39369748949,107530,130149,84911,886225
2021,2,"11170560","원효로1동",1609,1694,28,34,85,5353997,16085,2817,94,6,3,,,6,1,1,,,3,,4,,,,,,,31,173183560922,103414,129151,77676,589017
2021,2,"11170570","원효로2동",885,926,11,21,41,3590760,14197,2867,69,4,2,,,4,2,1,1,1,,,2,,,,,,,27,55686721185,93087,107029,79145,708975
2021,2,"11170580","효창동",332,360,10,8,28,4223267,10191,1167,66,1,1,,,5,,1,,1,1,,,,,,,,2,22,10032971820,159171,121577,196764,446197
2021,2,"11170590","용문동",518,557,14,15,39,3189419,12297,2558,54,1,,,,3,,,,,,,,,,,,,,22,23390277031,121588,136773,106403,277531
2021,2,"11170625","한강로동",4719,5026,124,111,307,5331045,19846,43804,242,19,19,,,21,,2,,1,,,5,3,2,,,,7,41,831042493416,116539,130439,102638,2869816
2021,2,"11170630","이촌1동",796,871,22,15,75,5109361,28160,5250,102,4,9,,1,12,2,1,1,1,,,1,,,,,,,14,36275002259,192086,237561,146610,2872767
2021,2,"11170640","이촌2동",278,300,9,4,22,1735178,8729,2644,26,2,,,,1,,,,,,,,,,,,,,11,5820393833,64040,64040,,1205543
2021,2,"11170650","이태원1동",1481,1563,40,47,82,2382413,6926,18613,71,8,5,,,3,,1,,,,,3,,,,,,1,14,64436606647,171695,196062,147327,582899
2021,2,"11170660","이태원2동",769,812,40,20,43,3014085,9269,1046,60,8,5,,,3,1,1,,1,,,,,,,,,,22,16034373270,146542,193346,99738,874243
2021,2,"11170685","한남동",2145,2273,60,51,128,6122475,21151,37600,171,30,11,1,,13,3,1,,,,,3,,,,,,2,36,82868439211,119570,145568,93572,3031897
2021,2,"11170690","서빙고동",352,380,5,4,28,1967148,13196,6671,61,15,1,,,1,,1,1,,,,,,,,,,1,21,5278662446,68784,78239,59329,2821948
2021,2,"11170700","보광동",718,758,20,21,40,4506387,14218,547,70,4,1,,,8,1,,1,1,6,,,,,,,,,14,17523965887,88653,123334,53972,715096
2021,2,"11200520","왕십리2동",473,532,20,23,59,4717184,17081,1035,63,2,,,,5,1,1,,,,,,,,,,,1,18,11571472961,106230,135963,76498,372425
2021,2,"11200535","왕십리도선동",1707,1900,58,54,193,5799524,27086,3164,189,4,4,,2,20,2,2,,2,,,,,,,,,,26,36413270580,112381,127693,97070,710285
2021,2,"11200540","마장동",2332,2394,48,31,62,5881829,22773,6815,111,6,5,,,8,2,2,2,,,,,,,,,,1,29,24142703292,108737,141524,75950,1035276
2021,2,"11200550","사근동",696,876,21,32,180,4280773,11920,399,128,5,3,1,,10,,2,1,2,52,,1,,,,,,2,34,36051424641,139303,182543,96064,1169216
2021,2,"11200560","행당1동",1062,1208,30,39,146,4105788,14071,1566,130,9,4,,2,13,1,1,,,,,1,1,,,,,4,30,35917418092,115523,131768,99278,573566
2021,2,"11200570","행당2동",481,553,15,12,72,4564428,24054,17,79,2,2,,,4,1,1,1,1,,,,,,,,,1,24,5834254264,126503,143003,110003,457669
2021,2,"11200580","응봉동",280,300,10,6,20,3154027,15758,368,56,3,,,,2,,1,1,,,,,,,,,,1,30,2675942084,121365,113097,129634,553662
2021,2,"11200590","금호1가동",433,478,18,13,45,4222838,15703,1533,88,2,,,,6,1,1,,1,,,,,,,,,1,45,6125439719,89953,100175,79731,444872
2021,2,"11200615","금호23가동",797,871,25,25,74,6368198,23406,394,135,3,2,,,13,,1,,,,,,,,,,,,46,18926786665,105738,134192,77285,631196
2021,2,"11200620","금호4가동",510,570,21,21,60,3224065,14708,709,84,3,3,,,6,1,2,,,,,,,,,,,1,27,12719299539,114060,119046,109074,832333
2021,2,"11200645","옥수동",805,893,38,36,88,3370110,26675,2061,129,4,2,,,10,2,2,1,1,,,,,,,,,2,45,9099806922,145080,165703,124458,1922027
2021,2,"11200650","성수1가1동",986,1060,40,18,74,3137863,16575,2307,83,4,2,,,4,1,2,1,1,,,,1,,,,,1,33,24980692131,86066,91008,81124,1885875
2021,2,"11200660","성수1가2동",1695,1816,68,46,121,6486786,13438,5397,79,3,6,,,6,,,1,1,1,,,,,,,,1,12,65650285675,129924,141970,117879,930086
2021,2,"11200670","성수2가1동",1412,1520,50,33,108,5507045,16593,7627,109,3,3,,,13,,1,2,1,,,2,,1,,,,,38,50593946374,99012,111010,87014,1184964
2021,2,"11200690","성수2가3동",2771,2990,108,75,219,5600474,11147,22671,104,3,16,,,11,,2,,,,,,1,,,,,1,20,107000803545,136236,141922,130549,1054501
2021,2,"11200720","송정동",433,452,16,13,19,3309598,10729,862,44,2,,,1,5,,1,,,,,,,,,,,,17,8188493082,92024,109000,75048,681916
2021,2,"11200790","용답동",1203,1277,21,33,74,3339697,11806,3201,82,7,2,,,8,,1,,,,,1,,,,,,2,11,29467482851,91723,126549,56897,2377148
2021,2,"11215710","화양동",1970,2348,82,92,378,8597576,22632,1232,167,3,5,1,,17,,2,2,1,34,,,1,,,,,2,16,82665773522,127883,166107,89660,1166008
2021,2,"11215730","군자동",1180,1312,49,38,132,5495863,19923,1480,135,5,5,,1,12,1,2,,,20,,,1,,,,,,23,42505289895,92565,114164,70966,738025
2021,2,"11215740","중곡1동",1101,1179,44,30,78,4318972,16176,4132,74,2,,,,10,1,,,,,,1,,,,,,,19,42080678289,75609,101437,49780,614505
2021,2,"11215750","중곡2동",1116,1210,46,31,94,4936835,21787,2348,104,2,4,,,14,1,1,,,,,,,,,,,2,21,41179402113,73275,91441,55109,545542
2021,2,"11215760","중곡3동",853,918,28,25,65,4883343,16644,919,97,3,1,,1,9,,2,,,,,1,,,,,,1,29,19716842953,83586,109395,57777,601866
2021,2,"11215770","중곡4동",1015,1090,36,41,75,7196395,29181,3121,105,2,2,,,7,,1,1,2,,,,,,,,,,37,32258117181,88018,104909,71127,2313468
2021,2,"11215780","능동",599,667,26,27,68,2541120,11615,1455,47,4,,,1,5,,1,,1,,,,,,,,,1,5,25473797872,106813,145845,67781,1092105
2021,2,"11215810","광장동",1055,1166,49,39,111,6157371,35430,6986,139,5,9,,,9,3,3,3,1,11,,,,,,,,1,32,34617382527,105810,136221,75399,2393761
2021,2,"11215820","자양1동",1215,1339,43,47,124,8478014,22775,10193,106,3,4,1,,14,1,1,,,2,,,,,,,,,17,35282511505,103461,125769,81154,568868
2021,2,"11215830","자양2동",1023,1111,37,24,88,5021527,25646,2299,95,2,1,,,8,2,4,2,1,,,1,,,,,,,21,18868915703,79460,91731,67189,1657523
2021,2,"11215840","자양3동",1245,1387,35,26,142,7180742,28690,1991,105,2,6,,,8,2,2,1,1,1,1,,1,,,,,,30,41160191336,88138,111940,64336,1196419
2021,2,"11215847","자양4동",1410,1532,35,45,122,7826367,17745,759,106,5,2,,1,15,1,,1,,,,1,1,,,,,1,16,38425399836,102612,137902,67321,1180023
2021,2,"11215850","구의1동",1392,1530,59,45,138,7914320,22038,3417,77,2,4,,,9,1,,1,1,,,,,,,,,1,16,49014781515,85462,108335,62590,565313
2021,2,"11215860","구의2동",924,1012,40,28,88,5903704,26958,2121,112,3,2,,1,9,3,2,,,1,,,,,,,,1,24,27223604428,93471,117713,69228,1388041
2021,2,"11215870","구의3동",2336,2556,69,72,220,7343704,29306,8848,133,5,4,,,16,2,1,,,,,1,1,,,,1,1,25,117481035788,109462,139150,79773,1027561
2021,2,"11230536","용신동",2540,2729,70,79,189,13994395,31118,19499,231,10,8,1,4,20,1,1,1,1,,,1,,5,,,,5,41,92684065032,84810,102833,66787,1618399
2021,2,"11230545","제기동",3110,3184,85,77,74,11938893,24935,4704,288,4,5,,1,22,2,2,2,1,1,,3,,14,,,,1,30,487104853859,111433,139190,83677,1181705
2021,2,"11230560","전농1동",1853,2046,65,57,193,11258899,30150,873,152,5,2,,1,13,3,1,1,1,,,,1,5,,,,3,35,46247269183,87016,106517,67515,1126695
2021,2,"11230570","전농2동",567,652,23,13,85,2751953,19195,1015,102,2,2,,,12,3,3,2,1,27,,,,,,,,,15,14193158790,82130,100699,63561,977568
2021,2,"11230600","답십리1동",1096,1190,37,38,94,6638860,29090,2039,124,4,5,,,9,,2,1,,,,,,,,,,,25,33836907693,99581,116606,82556,788242
2021,2,"11230610","답십리2동",1588,1677,40,43,89,7068123,29220,2849,108,3,2,,2,13,3,1,,,,,3,,,,,,,19,29009455974,76640,102932,50347,875745
2021,2,"11230650","장안1동",2589,2795,83,74,206,9211850,38693,9768,192,5,11,,4,26,2,2,2,,,,,,,,,,1,43,129779210360,80948,105719,56177,1342167
2021,2,"11230660","장안2동",1999,2241,77,60,242,7440641,33005,5233,168,3,2,,2,21,1,2,,1,1,,,1,1,,,,,38,85626714290,87362,112909,61815,996640
2021,2,"11230705","청량리동",1077,1138,33,36,61,6132887,19830,2798,154,9,4,1,,16,2,1,1,1,1,,,,2,,,,,34,50730740007,83864,112935,54792,1204398
2021,2,"11230710","회기동",846,990,40,43,144,5234174,10447,131,84,3,5,1,,10,1,3,1,1,14,,,,,,,,,10,30780188704,94554,129599,59509,766917
2021,2,"11230720","휘경1동",663,740,31,26,77,5360619,13616,809,82,2,1,,,12,,,,,,,,,1,,,,3,18,17656114685,126415,141630,111200,521796
2021,2,"11230730","휘경2동",524,586,18,8,62,4947676,24296,1022,84,5,1,1,,5,1,2,3,3,4,,,,,,,,,27,15847305467,89064,93178,84950,1113609
2021,2,"11230740","이문1동",851,966,30,30,115,9213731,18532,915,147,5,2,,,13,3,,,2,30,,,,,,,,1,26,23189884541,92252,125090,59414,1039602
2021,2,"11230750","이문2동",466,503,18,21,37,4739768,20461,247,71,2,,,,6,1,1,,,2,,,,,,,,1,17,7429634020,76766,80765,72767,723890
2021,2,"11260520","면목2동",1070,1135,43,38,65,6275224,24773,1106,112,3,,,1,11,2,2,,,,,8,,1,,,,,25,25366924768,72105,97159,47052,763122
2021,2,"11260540","면목4동",576,617,32,18,41,5457210,18750,801,61,2,,,,5,1,1,1,,,,,,,,,,1,15,13338124317,63276,72678,53874,843466
2021,2,"11260550","면목5동",434,471,16,9,37,2172512,15170,954,42,2,1,,,3,,,,,,,4,,,,,,,13,8856383132,72190,83470,60910,704936
2021,2,"11260565","면목본동",1544,1660,39,40,116,10486172,34313,1210,168,4,2,,,18,1,2,,,,,13,,1,,,,1,30,53127198666,84273,112150,56395,849019
2021,2,"11260570","면목7동",962,1027,43,36,65,7861484,22366,786,108,2,2,,1,11,,1,,,,,1,,,,,,,18,38804484962,96541,144873,48208,1236134
2021,2,"11260575","면목38동",1309,1438,57,52,129,6520486,25508,1963,150,4,1,1,,17,1,2,2,1,8,,,,1,,,,1,34,36056229113,81531,99242,63820,1614117
2021,2,"11260580","상봉1동",830,918,28,30,88,5639415,24775,1862,78,3,1,,1,8,2,1,2,1,,,,,,,,,4,12,12933040222,85670,101407,69934,854219
