연도,분기,행정동_코드,행정동_코드_명,월평균소득금액,지출총금액,추정매출액,유사_업종_점포_수,개업_점포_수,폐업_점포_수,프랜차이즈_점포_수,총_유동인구_수,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수,총_직장_인구_수,전체,1층,1층외,영역_면적,_merge
2020,4,11530560,구로5동,3213284,13618136000,66315526353.0,2836,77,85,235,6751418,167,5.0,4.0,0.0,2.0,18.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,49.0,12514.0,98586.0,100119.0,97053.0,1012473,both
2020,4,11530595,가리봉동,2336331,1000114000,15553569044.0,826,33,20,27,3048422,74,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,8.0,778.0,102184.0,129548.0,74820.0,410996,both
2020,4,11530720,고척1동,2972418,5423734000,48097247405.0,1321,40,30,150,4545313,135,5.0,4.0,1.0,1.0,9.0,0.0,3.0,1.0,1.0,12.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,31.0,2425.0,89011.0,128916.0,49105.0,1151238,both
2020,4,11530730,고척2동,2882639,2557672000,22558416636.0,1055,36,22,72,6179258,128,5.0,2.0,0.0,1.0,11.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1674.0,84027.0,95341.0,72713.0,1025572,both
2020,4,11530740,개봉1동,2805757,3795828000,24506976280.0,1335,60,32,123,7397717,163,5.0,3.0,0.0,1.0,11.0,2.0,1.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,2726.0,75459.0,96469.0,54448.0,1320319,both
2020,4,11530750,개봉2동,3068971,2950347000,21811945543.0,851,26,17,95,4115847,116,3.0,3.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,7179.0,90999.0,115186.0,66811.0,782524,both
2020,4,11530760,개봉3동,2512790,2477684000,15041915754.0,734,23,14,67,3556902,81,3.0,2.0,0.0,0.0,9.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1461.0,72458.0,96340.0,48576.0,828418,both
2020,4,11530770,오류1동,2574851,2814501000,31708660218.0,933,35,28,75,3949626,122,5.0,4.0,0.0,0.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,3085.0,108331.0,150279.0,66383.0,727414,both
2020,4,11530780,오류2동,2781178,3797075000,19433846486.0,1089,39,31,116,5784521,209,3.0,1.0,0.0,1.0,9.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,736.0,91676.0,112875.0,70478.0,3061018,both
2020,4,11530790,수궁동,2682295,2154474000,9050613901.0,747,31,18,58,2445457,154,3.0,1.0,0.0,0.0,5.0,2.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,69.0,1741.0,83229.0,98105.0,68354.0,2661352,both
2020,4,11530800,항동,3007261,1099833000,19433850000.0,234,17,7,36,872522,64,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,,,,,1446941,both
2020,4,11545510,가산동,2567594,75434979000,735866478794.0,7669,281,165,574,4332252,304,10.0,25.0,0.0,1.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,3.0,111.0,92112.0,125913.0,156995.0,94830.0,2512852,both
2020,4,11545610,독산1동,3000453,7939348000,219991829140.0,2485,86,76,242,4951292,217,3.0,6.0,0.0,2.0,17.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,74.0,11527.0,90991.0,110796.0,71187.0,2061921,both
2020,4,11545620,독산2동,2251577,2221079000,17415012593.0,758,25,24,60,3935713,73,2.0,1.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1495.0,62714.0,92160.0,33268.0,617174,both
2020,4,11545630,독산3동,2386851,3693898000,31376983218.0,1378,66,38,87,5598467,119,4.0,4.0,0.0,0.0,14.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,3541.0,86348.0,95393.0,77302.0,934985,both
2020,4,11545640,독산4동,2255044,1938807000,15111523863.0,692,27,17,63,4048607,64,5.0,2.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1481.0,76143.0,117547.0,34739.0,591045,both
2020,4,11545670,시흥1동,2757307,8217538000,68961432458.0,2227,74,74,219,5982653,223,9.0,7.0,1.0,2.0,25.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,52.0,4369.0,100285.0,133666.0,66904.0,1524148,both
2020,4,11545680,시흥2동,3181421,560053000,5416530401.0,409,17,8,35,1763207,76,2.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,978.0,97488.0,121308.0,73668.0,1308882,both
2020,4,11545690,시흥3동,2516251,995665000,10568668901.0,1031,20,19,34,1299863,66,3.0,3.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,1826.0,118734.0,107677.0,129791.0,1261391,both
2020,4,11545700,시흥4동,2405620,969373000,9796831215.0,485,10,16,36,3068930,72,1.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1242.0,82064.0,100126.0,64002.0,821709,both
2020,4,11545710,시흥5동,2375052,1410599000,23354017354.0,819,24,12,73,3775124,106,3.0,0.0,0.0,0.0,16.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1300.0,79232.0,114345.0,44119.0,1386972,both
2020,4,11560515,영등포본동,3286751,2771557000,25231041152.0,1486,49,66,133,7482844,94,4.0,0.0,0.0,0.0,10.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,23.0,4165.0,119297.0,96696.0,141899.0,846370,both
2020,4,11560535,영등포동,3570107,23583511000,232775960158.0,4178,112,90,392,10130175,325,10.0,17.0,2.0,2.0,37.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,1.0,41.0,13330.0,123727.0,141345.0,106108.0,1372094,both
2020,4,11560540,여의동,5590853,204040602000,242949550497.0,5295,162,121,587,5446347,399,23.0,70.0,1.0,0.0,44.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,61.0,192171.0,150751.0,202202.0,99301.0,8437543,both
2020,4,11560550,당산1동,3536432,4319325000,98645014869.0,2415,96,68,156,6221352,131,6.0,5.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,23.0,7122.0,90243.0,113022.0,67464.0,745305,both
2020,4,11560560,당산2동,4130932,8291811000,39273171130.0,1825,71,41,204,8501426,192,6.0,4.0,0.0,0.0,20.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,46.0,11854.0,114105.0,153359.0,74851.0,1581310,both
2020,4,11560585,도림동,3031484,2235833000,12336646571.0,717,28,20,41,5379087,66,2.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,652.0,93849.0,116169.0,71530.0,585885,both
2020,4,11560605,문래동,4019445,8444456000,113226946707.0,2693,102,68,232,10303301,185,8.0,9.0,0.0,0.0,17.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,56.0,56797.0,97560.0,105478.0,89642.0,1786708,both
2020,4,11560610,양평1동,3508250,3878747000,26628415993.0,1255,50,36,103,5260534,87,5.0,3.0,0.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,8762.0,90634.0,94328.0,86940.0,974912,both
2020,4,11560620,양평2동,3672088,5485426000,67897054211.0,1510,44,39,131,4924683,131,8.0,6.0,0.0,0.0,7.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,35.0,12555.0,95099.0,123955.0,66242.0,2874596,both
2020,4,11560630,신길1동,2780044,3058183000,27317113302.0,902,48,22,70,5853308,85,1.0,2.0,1.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,25.0,2505.0,103664.0,124543.0,82784.0,722925,both
2020,4,11560650,신길3동,3085442,3065959000,16087068835.0,743,37,26,52,6835793,102,3.0,5.0,0.0,1.0,12.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,32.0,463.0,73321.0,95484.0,51159.0,520083,both
2020,4,11560660,신길4동,2717791,512093000,3445444753.0,343,33,16,36,2699695,43,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,777.0,58253.0,54953.0,61553.0,292127,both
2020,4,11560670,신길5동,2656511,918365000,7945939189.0,335,21,16,34,2587616,66,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,31.0,804.0,88834.0,103047.0,74620.0,494653,both
2020,4,11560680,신길6동,2954616,4306787000,27381617344.0,999,36,23,79,5300383,123,4.0,1.0,0.0,1.0,14.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,29.0,1857.0,76475.0,102127.0,50824.0,653511,both
2020,4,11560690,신길7동,3616070,1967000000,7275162847.0,545,25,18,57,3514938,78,5.0,1.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,32.0,2428.0,103071.0,117396.0,88746.0,642487,both
2020,4,11560700,대림1동,2582442,3580829000,23400165920.0,806,31,24,69,5224545,81,2.0,4.0,2.0,0.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,16.0,1614.0,82229.0,111828.0,52629.0,498978,both
2020,4,11560710,대림2동,2686240,2887744000,26688583738.0,1239,65,44,50,4373401,86,4.0,2.0,1.0,0.0,16.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,3511.0,116146.0,149248.0,83044.0,572540,both
2020,4,11560720,대림3동,2907933,5761192000,114145277897.0,1572,59,49,83,7025308,126,2.0,7.0,0.0,1.0,11.0,3.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,46.0,5000.0,75864.0,96412.0,55316.0,921696,both
2020,4,11590510,노량진1동,3583099,6094877000,265018967714.0,1670,48,43,215,7178786,180,5.0,4.0,0.0,0.0,14.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,57.0,4359.0,130157.0,168233.0,92081.0,1613446,both
2020,4,11590520,노량진2동,2420761,4386068000,826982750142.0,1652,36,31,59,3715534,72,5.0,4.0,0.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,3919.0,130902.0,154668.0,107137.0,600568,both
2020,4,11590530,상도1동,3875896,5734651000,51661149384.0,1566,67,32,232,9114593,201,5.0,4.0,0.0,1.0,16.0,2.0,2.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,47.0,3353.0,98739.0,121912.0,75565.0,1488648,both
2020,4,11590540,상도2동,3826699,3567194000,17858168644.0,1212,60,34,127,5629025,154,6.0,3.0,0.0,0.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,41.0,1019.0,105005.0,138101.0,71910.0,772865,both
2020,4,11590550,상도3동,2575897,3771192000,30052912625.0,778,24,17,60,5590203,113,2.0,2.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,966.0,105395.0,147316.0,63473.0,637199,both
2020,4,11590560,상도4동,2563258,1755735000,21400560322.0,807,41,25,87,6929105,112,3.0,1.0,0.0,1.0,11.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,1114.0,90842.0,118314.0,63370.0,939562,both
2020,4,11590605,흑석동,4224946,7790111000,41669311593.0,1358,47,41,169,7256254,195,6.0,6.0,1.0,0.0,24.0,5.0,3.0,2.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,50.0,126.0,111939.0,129166.0,94712.0,1708306,both
2020,4,11590620,사당1동,2855173,6154096000,46240259580.0,1496,62,41,130,7664099,126,4.0,6.0,0.0,2.0,12.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,13.0,3709.0,91913.0,115543.0,68283.0,635172,both
2020,4,11590630,사당2동,3884988,5935147000,57776018835.0,1538,53,36,168,7482804,179,3.0,2.0,0.0,0.0,14.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,36.0,2002.0,132103.0,182454.0,81752.0,2763201,both
2020,4,11590640,사당3동,3890035,2377139000,7718659746.0,740,26,20,68,5147509,88,3.0,1.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,893.0,108475.0,122077.0,94872.0,907684,both
2020,4,11590650,사당4동,2844168,2070289000,19001735092.0,554,17,13,53,3981090,62,2.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1203.0,108774.0,170993.0,46556.0,436148,both
2020,4,11590651,사당5동,3047661,627834000,3980328096.0,361,4,6,38,3456812,61,4.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1463.0,77204.0,92478.0,61930.0,682199,both
2020,4,11590660,대방동,3524765,5573604000,41795737861.0,1469,56,39,164,6834570,199,5.0,5.0,0.0,0.0,16.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,61.0,8214.0,86135.0,120812.0,51458.0,1544903,both
2020,4,11590670,신대방1동,3845094,2547437000,15660235797.0,845,31,29,63,3221350,83,3.0,1.0,0.0,0.0,10.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,3834.0,107377.0,115552.0,99203.0,675281,both
2020,4,11590680,신대방2동,3340157,82892388000,28077041738.0,1004,30,24,129,5354590,109,7.0,7.0,1.0,0.0,16.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,13567.0,121704.0,166699.0,76709.0,977033,both
2020,4,11620525,보라매동,2529995,12818332000,21464805744.0,1310,50,45,104,4565057,83,1.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2155.0,89716.0,104011.0,75422.0,750225,both
2020,4,11620545,청림동,3682775,1303150000,3103014585.0,411,23,17,35,2718522,50,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,308.0,73571.0,72549.0,74593.0,297155,both
2020,4,11620565,성현동,3455108,1286894000,7502232952.0,621,28,22,51,5758808,104,4.0,0.0,0.0,0.0,6.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1713.0,90792.0,123451.0,58133.0,678223,both
2020,4,11620575,행운동,2889475,5524586000,35256164754.0,1314,70,43,132,7209140,111,3.0,3.0,1.0,2.0,12.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2006.0,94752.0,124181.0,65324.0,718235,both
2020,4,11620585,낙성대동,3225725,6243441000,37855823344.0,1262,57,46,173,6107027,148,2.0,3.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,37.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,37.0,5501.0,114667.0,148393.0,80941.0,2262818,both
2020,4,11620595,청룡동,2768161,7725277000,104176105708.0,1825,108,65,205,10815373,147,5.0,6.0,0.0,1.0,23.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,15.0,3071.0,114195.0,138937.0,89453.0,1195604,both
2020,4,11620605,은천동,3063077,4534638000,34518172875.0,1241,50,38,123,8583443,123,6.0,0.0,0.0,0.0,9.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1140.0,105782.0,139766.0,71798.0,776212,both
2020,4,11620615,중앙동,2633493,4640632000,30352395273.0,894,25,23,103,6437929,83,1.0,3.0,0.0,1.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1264.0,97292.0,110643.0,83941.0,384728,both
2020,4,11620625,인헌동,2783693,3222916000,28577728313.0,961,42,28,89,6129780,105,2.0,5.0,0.0,0.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,1574.0,97575.0,144849.0,50301.0,1089078,both
2020,4,11620630,남현동,3234026,3995225000,19096908974.0,825,38,22,100,5422155,70,3.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3374.0,136431.0,182635.0,90227.0,3281024,both
2020,4,11620645,서원동,2412001,8563890000,42239580347.0,1265,47,52,201,6029493,94,3.0,1.0,1.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,2073.0,118146.0,136523.0,99770.0,647532,both
2020,4,11620655,신원동,2403237,1607196000,13393383705.0,741,36,19,41,6111122,54,6.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,569.0,92644.0,126799.0,58489.0,544977,both
2020,4,11620665,서림동,2530625,2211450000,14849998521.0,744,27,24,64,5717700,74,2.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1534.0,108104.0,104106.0,112102.0,941252,both
2020,4,11620685,신사동,2430662,2897700000,26643773387.0,1171,59,38,98,7987805,79,3.0,2.0,0.0,1.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3751.0,104844.0,139612.0,70075.0,641031,both
2020,4,11620695,신림동,2434279,7329395000,48339376834.0,1746,81,63,171,9261465,168,2.0,3.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,16.0,1677.0,134493.0,170919.0,98068.0,541240,both
2020,4,11620715,난향동,3262195,732941000,2896691984.0,307,21,7,21,1382106,68,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,430.0,81410.0,94251.0,68570.0,821397,both
2020,4,11620725,조원동,2523192,4069372000,42655267459.0,1295,58,37,95,7131106,96,3.0,1.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2942.0,80343.0,112210.0,48476.0,666607,both
2020,4,11620735,대학동,2622408,5982088000,25090719016.0,1274,50,32,141,6277378,283,5.0,6.0,0.0,0.0,11.0,0.0,1.0,1.0,2.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,659.0,89602.0,125651.0,53553.0,8405183,both
2020,4,11620745,삼성동,2593695,1716324000,9904714510.0,671,21,16,21,7723522,94,3.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,44.0,780.0,64377.0,76749.0,52006.0,2604386,both
2020,4,11620765,미성동,2676537,3499337000,20781234659.0,1162,59,39,106,6006243,126,3.0,3.0,0.0,1.0,11.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,2518.0,94965.0,111013.0,78917.0,1359429,both
2020,4,11620775,난곡동,2268676,2383039000,12524795126.0,655,24,12,66,6239001,95,2.0,1.0,0.0,0.0,11.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,883.0,87955.0,110407.0,65503.0,972373,both
2020,4,11650510,서초1동,4769119,9382287000,60364933428.0,3028,94,56,207,6797070,194,4.0,10.0,0.0,1.0,14.0,0.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,42533.0,111261.0,133895.0,88627.0,1382685,both
2020,4,11650520,서초2동,5196131,161768093000,90533514734.0,3676,156,81,236,6377273,217,8.0,26.0,0.0,0.0,24.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,47.0,60995.0,175394.0,195940.0,154848.0,1230924,both
2020,4,11650530,서초3동,4678950,119434406000,139628059253.0,6817,244,144,366,12320564,332,25.0,30.0,0.0,3.0,30.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,77.0,61450.0,118849.0,143853.0,93844.0,2998572,both
2020,4,11650531,서초4동,6475383,29237111000,144491267081.0,3204,93,66,250,6439393,257,2.0,13.0,0.0,1.0,31.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,33312.0,149857.0,183479.0,116234.0,879773,both
2020,4,11650540,잠원동,5458458,7818008000,60468007826.0,1985,62,62,126,6919500,135,3.0,8.0,0.0,0.0,13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,11785.0,121597.0,133410.0,109785.0,1756867,both
2020,4,11650550,반포본동,5583021,1254813000,3550667899.0,606,12,11,39,848583,33,1.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,11178.0,90356.0,117750.0,62962.0,972536,both
2020,4,11650560,반포1동,5338302,7248933000,54671176060.0,1686,42,39,132,7136819,140,6.0,6.0,0.0,1.0,20.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,7464.0,140357.0,156188.0,124526.0,992368,both
2020,4,11650570,반포2동,6812331,1099384000,16182218301.0,365,3,6,22,1474328,74,4.0,5.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,2283.0,217240.0,289145.0,145336.0,1396031,both
2020,4,11650580,반포3동,6140775,3765526000,66541272764.0,1188,42,26,83,2537065,109,3.0,7.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2674.0,177628.0,220936.0,134320.0,1251708,both
2020,4,11650581,반포4동,5280483,21905983000,74606278361.0,3374,78,81,288,5123902,130,7.0,12.0,1.0,0.0,12.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,33.0,57270.0,171189.0,194976.0,147402.0,1427141,both
2020,4,11650590,방배본동,4856162,12358512000,44920964671.0,1393,25,31,93,5618200,103,2.0,6.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,23491.0,97884.0,131378.0,64390.0,677510,both
2020,4,11650600,방배1동,4069239,5872106000,63194686906.0,1323,35,45,141,4675858,102,3.0,4.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,15710.0,114436.0,142132.0,86740.0,689244,both
2020,4,11650610,방배2동,3864301,105891648000,32737074165.0,1420,54,31,123,5483908,114,4.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,37.0,14220.0,122104.0,140944.0,103265.0,1904030,both
2020,4,11650620,방배3동,4681587,4089458000,21697735643.0,747,19,14,54,4104081,112,4.0,3.0,0.0,2.0,6.0,0.0,2.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,15432.0,85610.0,111331.0,59888.0,2375134,both
2020,4,11650621,방배4동,4557937,4796954000,53388673855.0,1852,53,43,110,6517242,156,3.0,10.0,0.0,0.0,11.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,31.0,15577.0,100588.0,124598.0,76578.0,949527,both
2020,4,11650651,양재1동,4173236,9271175000,85625204753.0,2742,82,60,231,7841713,263,12.0,11.0,0.0,1.0,20.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,86.0,26213.0,111023.0,134310.0,87736.0,5765358,both
2020,4,11650652,양재2동,3222382,8135411000,111520198445.0,3585,87,70,209,6039047,147,2.0,16.0,0.0,0.0,11.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,32728.0,83743.0,100869.0,66618.0,7562268,both
2020,4,11650660,내곡동,4047063,2244723000,5173085223.0,918,21,17,38,2614982,161,5.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,1029.0,118466.0,159962.0,76970.0,12708880,both
2020,4,11680510,신사동,5099915,35285961000,250103781057.0,3982,107,115,294,6968951,260,3.0,14.0,0.0,0.0,36.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,26498.0,143348.0,181146.0,105550.0,2059234,both
