연도,분기,행정동_코드,행정동_코드_명,추정매출액,유사_업종_점포_수,개업_점포_수,폐업_점포_수,프랜차이즈_점포_수,전체,1층,1층외,영역_면적,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수,총_상주인구_수,총_직장_인구_수,총_유동인구_수
2022,3,11380580,응암1동,43790343050,1569,52,59,188,111646.0,131652.0,91640.0,1109863,133,5.0,5.0,,1.0,20.0,1.0,1.0,1.0,1.0,,,,,,,,,,27.0,30938,2332.0,5998989
2022,3,11380590,응암2동,10576135654,713,24,18,57,142263.0,147665.0,136861.0,755247,91,3.0,1.0,,1.0,10.0,2.0,1.0,,,,,,,,,,,,37.0,27580,443.0,3456549
2022,3,11380600,응암3동,46679472620,1581,31,41,123,95845.0,110795.0,80895.0,752773,138,3.0,3.0,,1.0,16.0,1.0,1.0,2.0,1.0,,,2.0,,,,,,,31.0,25229,1511.0,7947130
2022,3,11380625,역촌동,38313666073,2099,54,63,214,92688.0,121075.0,64300.0,1157542,176,5.0,5.0,,2.0,18.0,2.0,1.0,,,,,,,,,,,,51.0,46566,3286.0,12343852
2022,3,11380631,신사1동,22820251412,1029,37,35,89,86456.0,106768.0,66143.0,808314,94,3.0,,,,8.0,3.0,,1.0,,5.0,,,,,,,,1.0,22.0,27543,1335.0,6419203
2022,3,11380632,신사2동,10183722099,592,21,22,41,92492.0,91279.0,93704.0,1046222,82,4.0,,,,5.0,,3.0,1.0,1.0,,,,,,,,,1.0,35.0,20812,980.0,3139723
2022,3,11380640,증산동,14580655859,718,23,16,49,85958.0,78488.0,93428.0,807409,83,3.0,,,,8.0,1.0,1.0,2.0,,,,2.0,,,,,,1.0,16.0,15338,1928.0,3425408
2022,3,11380650,수색동,4530226991,443,8,12,28,111956.0,85720.0,138192.0,1290258,60,5.0,2.0,,,5.0,1.0,1.0,,,,,2.0,,,,,,1.0,22.0,11132,259.0,1702188
2022,3,11380690,진관동,34889764552,2155,72,52,310,131251.0,132548.0,129954.0,11565110,242,6.0,6.0,,,22.0,6.0,6.0,2.0,4.0,,,,1.0,,,,,1.0,81.0,57020,579.0,7494875
2022,3,11410520,천연동,17865900320,651,20,22,57,90135.0,108417.0,71853.0,982817,127,4.0,1.0,,,4.0,,1.0,1.0,1.0,11.0,,,,1.0,,,,,44.0,17742,1067.0,4101721
2022,3,11410555,북아현동,14336869682,699,15,16,64,99571.0,116223.0,82920.0,458945,76,2.0,2.0,,1.0,7.0,1.0,1.0,,1.0,,,,,,,,,,17.0,16643,1212.0,17052863
2022,3,11410565,충현동,31599898920,1255,32,38,117,119757.0,140366.0,99148.0,1116001,184,9.0,8.0,,,7.0,1.0,3.0,1.0,2.0,24.0,,,,,,,,3.0,58.0,20756,11615.0,10079938
2022,3,11410585,신촌동,129584517724,3877,137,144,488,145900.0,141166.0,150633.0,2720364,368,6.0,10.0,1.0,,22.0,1.0,3.0,1.0,1.0,109.0,1.0,,4.0,3.0,,,,2.0,60.0,19272,1807.0,10749177
2022,3,11410615,연희동,63044804429,1998,48,61,138,102968.0,114456.0,91480.0,2929172,201,7.0,7.0,,1.0,16.0,,1.0,3.0,1.0,13.0,,,1.0,1.0,,,,,70.0,36200,8584.0,8291811
2022,3,11410620,홍제1동,21091264465,804,23,23,104,104177.0,121478.0,86875.0,1235632,135,3.0,2.0,,,10.0,2.0,2.0,,,1.0,,,,1.0,,,,1.0,40.0,24329,2998.0,5955345
2022,3,11410640,홍제3동,53107998204,880,23,34,74,107082.0,115803.0,98360.0,1192508,129,3.0,3.0,,2.0,14.0,1.0,2.0,1.0,,3.0,,4.0,,6.0,,,,1.0,46.0,15810,793.0,4015087
2022,3,11410655,홍제2동,8986191597,478,17,15,55,136660.0,148678.0,124641.0,699978,56,1.0,,,,6.0,3.0,,,,,,,,1.0,,,,,15.0,14233,415.0,2666999
2022,3,11410660,홍은1동,22706412643,738,16,27,61,88554.0,91170.0,85939.0,1615140,86,3.0,,,,7.0,1.0,1.0,,,,,,,1.0,,,,,32.0,22956,3248.0,3842182
2022,3,11410685,홍은2동,24645534124,913,31,38,106,110966.0,117540.0,104392.0,2075085,161,4.0,2.0,1.0,,8.0,,2.0,3.0,1.0,12.0,,,,,,,,,83.0,26960,1246.0,4261669
2022,3,11410690,남가좌1동,10429493840,609,27,13,70,123826.0,152834.0,94819.0,475536,94,2.0,3.0,,1.0,9.0,,1.0,,,,,1.0,,1.0,,,,1.0,20.0,15900,1684.0,1103674
2022,3,11410700,남가좌2동,28302038241,1273,48,32,155,89404.0,110929.0,67879.0,783775,117,4.0,4.0,,,12.0,4.0,1.0,1.0,,8.0,,,,,,,,,24.0,30036,970.0,5749470
2022,3,11410710,북가좌1동,5456770833,484,20,17,60,212706.0,106450.0,318962.0,577979,60,1.0,2.0,,,5.0,2.0,1.0,1.0,1.0,,,,,,,,,,13.0,18445,450.0,3196465
2022,3,11410720,북가좌2동,39982995884,1179,32,42,123,95149.0,108602.0,81696.0,824866,115,3.0,3.0,,,12.0,2.0,,,,,,,,,,,,,39.0,32607,1369.0,12307228
2022,3,11440555,아현동,37246841058,1353,28,46,127,168132.0,222219.0,114044.0,744328,145,5.0,8.0,,,16.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,2.0,23.0,25772,5614.0,5989987
2022,3,11440565,공덕동,45593353586,1927,51,57,157,128042.0,145739.0,110346.0,1019197,172,7.0,9.0,,,21.0,1.0,3.0,,,,,2.0,,,,,,4.0,39.0,37964,10155.0,14377642
2022,3,11440585,도화동,60664344977,1532,37,43,162,135110.0,179665.0,90555.0,625018,144,4.0,7.0,,,15.0,2.0,1.0,,,,,,1.0,1.0,,,,1.0,38.0,21763,12595.0,3673350
2022,3,11440590,용강동,79337562404,1784,45,60,162,140962.0,156530.0,125394.0,790602,90,7.0,6.0,,1.0,10.0,2.0,1.0,,,,,,,,,,,1.0,24.0,21842,12882.0,6798019
2022,3,11440600,대흥동,60102125597,1378,47,55,149,155713.0,188189.0,123236.0,858570,209,5.0,5.0,,,18.0,,3.0,1.0,1.0,27.0,,,,3.0,,,,3.0,38.0,14388,3465.0,7546855
2022,3,11440610,염리동,19625302359,737,23,25,75,193343.0,207463.0,179223.0,491468,52,3.0,1.0,,,3.0,1.0,1.0,2.0,3.0,,,,,2.0,,,,,10.0,12125,2041.0,3793889
2022,3,11440630,신수동,19801486854,1053,33,24,80,159644.0,153898.0,165389.0,797879,76,4.0,1.0,,1.0,5.0,1.0,1.0,1.0,1.0,,,,,,,,,,24.0,23146,2396.0,5344689
2022,3,11440655,서강동,37487706620,1764,63,52,137,187627.0,223686.0,151567.0,1478577,156,6.0,4.0,,,7.0,1.0,1.0,,,20.0,,,,,,,,2.0,64.0,24664,3033.0,5920417
2022,3,11440660,서교동,368984051225,8446,311,292,753,173403.0,207286.0,139520.0,1678981,358,13.0,22.0,,,31.0,1.0,1.0,,,2.0,,,5.0,3.0,,,,7.0,88.0,23682,26146.0,17310749
2022,3,11440680,합정동,62014687790,2027,82,52,141,160572.0,185678.0,135466.0,1712389,109,4.0,3.0,,,10.0,1.0,1.0,1.0,,,,,,,,,,,32.0,19846,5202.0,5524132
2022,3,11440690,망원1동,51061891838,1787,93,63,111,148392.0,172226.0,124558.0,1101005,95,2.0,2.0,,,11.0,,,,,,,,,1.0,,,,,23.0,20802,2880.0,7149011
2022,3,11440700,망원2동,30587455254,1225,37,45,93,130352.0,162656.0,98048.0,676411,83,4.0,1.0,,,6.0,1.0,2.0,,,,,,,,,,,,33.0,19023,4460.0,5948889
2022,3,11440710,연남동,42567593132,2252,104,78,92,184397.0,197819.0,170976.0,647438,52,2.0,1.0,,,2.0,1.0,,1.0,2.0,,,,,,,,,,23.0,15575,2729.0,6636535
2022,3,11440720,성산1동,39962665875,1124,26,30,75,131082.0,140618.0,121546.0,859254,86,4.0,2.0,,,5.0,1.0,2.0,2.0,1.0,1.0,,,,1.0,,,,,29.0,19357,5214.0,6268943
2022,3,11440730,성산2동,31368268270,1517,43,52,149,179759.0,220487.0,139032.0,1978724,158,6.0,3.0,,,13.0,2.0,3.0,2.0,,,,1.0,1.0,,,,,2.0,47.0,40394,2020.0,7286204
2022,3,11440740,상암동,81499828000,2001,59,61,326,178069.0,219947.0,136190.0,8402415,247,10.0,11.0,,,14.0,3.0,3.0,1.0,1.0,,,1.0,,,,,,4.0,104.0,31404,11548.0,5329808
2022,3,11470510,목1동,82902572361,2975,102,104,347,135093.0,178287.0,91898.0,1433111,190,5.0,12.0,,1.0,21.0,1.0,1.0,1.0,1.0,2.0,,,2.0,,,,,2.0,29.0,31563,15358.0,5087505
2022,3,11470520,목2동,33369348337,1081,33,31,84,128645.0,162408.0,94883.0,1021355,97,3.0,2.0,,1.0,13.0,3.0,1.0,,,,,,,1.0,,,,1.0,18.0,30445,3478.0,6995102
2022,3,11470530,목3동,35744210862,1136,26,36,100,106860.0,112176.0,101544.0,531850,96,3.0,4.0,,,11.0,1.0,,1.0,,,,,,,,,,,7.0,22470,2011.0,4589598
2022,3,11470540,목4동,30071529276,1272,35,27,119,87550.0,103071.0,72028.0,577493,84,3.0,3.0,,,9.0,1.0,1.0,1.0,1.0,,,,,,,,,,14.0,25946,2018.0,5825511
2022,3,11470550,목5동,60647741820,1700,36,40,186,177508.0,251760.0,103256.0,1766361,143,8.0,9.0,1.0,,12.0,4.0,3.0,2.0,2.0,,,,,,,,,,52.0,42205,15139.0,4606414
2022,3,11470560,신월1동,32539618584,1151,33,52,68,110322.0,86302.0,134342.0,622400,71,3.0,3.0,,,12.0,1.0,,,,,,,,,,,,,9.0,20959,2065.0,4125809
2022,3,11470570,신월2동,16448270308,673,16,15,47,70840.0,88991.0,52689.0,606811,65,3.0,1.0,,,6.0,1.0,2.0,2.0,,,,,,,,,,,12.0,21351,1863.0,4024504
2022,3,11470580,신월3동,11145939916,572,19,26,50,53871.0,62807.0,44935.0,918039,70,2.0,1.0,,,7.0,1.0,1.0,2.0,3.0,,,,,,,,,,8.0,15749,1027.0,2827844
2022,3,11470590,신월4동,17454066025,738,10,13,68,65760.0,88169.0,43351.0,469873,63,2.0,1.0,,,6.0,3.0,1.0,,,,,,,,,,,,11.0,18411,1264.0,3300636
2022,3,11470600,신월5동,16070745742,651,21,31,71,97713.0,79690.0,115736.0,638302,54,3.0,,,1.0,3.0,2.0,1.0,2.0,,,,,,,,,,,12.0,15055,1638.0,2011340
2022,3,11470610,신월6동,18536339356,551,25,20,52,118260.0,126399.0,110122.0,444286,47,1.0,2.0,,1.0,5.0,1.0,1.0,1.0,,,,,,,,,,,15.0,13741,665.0,913058
2022,3,11470611,신월7동,16979008002,751,20,30,52,64413.0,88306.0,40520.0,1230628,74,6.0,1.0,,,10.0,2.0,,1.0,,,,,,,,,,,21.0,20514,2510.0,2097213
2022,3,11470620,신정1동,34394936435,1121,33,37,108,89182.0,124460.0,53905.0,747568,94,7.0,3.0,,,9.0,2.0,2.0,1.0,,,,,,,,,,,26.0,20964,8070.0,3636022
2022,3,11470630,신정2동,32077423022,1018,31,27,97,96450.0,133339.0,59562.0,525899,71,3.0,1.0,,,7.0,1.0,2.0,1.0,,,,,,,,,,,20.0,20051,13393.0,4057995
2022,3,11470640,신정3동,35384918305,1216,42,45,156,116297.0,175050.0,57545.0,2756536,203,4.0,1.0,,,15.0,1.0,3.0,1.0,4.0,,,,,,,,,1.0,81.0,46374,2165.0,7669002
2022,3,11470650,신정4동,82820706783,2543,70,71,199,99334.0,116397.0,82272.0,997144,161,3.0,8.0,1.0,1.0,16.0,3.0,2.0,,2.0,,,,,,,,,1.0,18.0,33533,5292.0,10353703
2022,3,11470670,신정6동,10119039890,706,12,18,68,129551.0,190150.0,68953.0,940885,72,7.0,6.0,,,2.0,2.0,,1.0,1.0,,,,,,,,,,31.0,25017,,1962318
2022,3,11470680,신정7동,35718865074,891,34,20,118,107732.0,108665.0,106799.0,1234130,107,3.0,2.0,,,8.0,3.0,3.0,1.0,1.0,,,,,,,,,1.0,30.0,29891,229.0,3111277
2022,3,11500510,염창동,56414658885,1490,41,52,196,96224.0,127700.0,64748.0,1732856,147,5.0,3.0,,1.0,15.0,,2.0,2.0,,,,,,,,,,2.0,35.0,41853,3311.0,8416296
2022,3,11500520,등촌1동,69760230377,1453,80,64,170,112029.0,138787.0,85271.0,650741,95,1.0,5.0,,1.0,10.0,,1.0,,,,,,1.0,,,,,,20.0,24118,5353.0,5286031
2022,3,11500530,등촌2동,10017687603,593,22,20,60,97981.0,115925.0,80038.0,910666,58,3.0,,,1.0,6.0,2.0,2.0,2.0,2.0,,,,,,,,,,8.0,21104,3208.0,3801031
2022,3,11500535,등촌3동,65112899175,2065,64,79,218,128599.0,171077.0,86121.0,1060362,184,6.0,3.0,1.0,2.0,18.0,2.0,5.0,2.0,4.0,,,,1.0,,,,,,55.0,31490,11934.0,6612205
2022,3,11500540,화곡1동,84669595281,2472,87,96,251,92411.0,106564.0,78257.0,1197746,226,3.0,2.0,,2.0,26.0,,2.0,1.0,,,,,1.0,,,,,2.0,27.0,51115,4201.0,16519988
2022,3,11500550,화곡2동,12121414070,645,14,17,45,60172.0,82366.0,37978.0,454621,65,2.0,,,,3.0,2.0,1.0,,,,,,,,,,,,30.0,17836,2498.0,3445932
2022,3,11500560,화곡3동,30490027758,1061,25,34,133,99521.0,125371.0,73671.0,521858,87,4.0,3.0,,,8.0,2.0,,,,,,,,,,,,,12.0,21443,3512.0,3711555
2022,3,11500570,화곡4동,39522217567,1200,35,34,93,87663.0,119763.0,55564.0,852049,101,4.0,2.0,,,14.0,3.0,1.0,,2.0,,,,,,,,,,30.0,20867,2146.0,4432677
2022,3,11500590,화곡본동,38558667288,1234,36,48,111,92006.0,102691.0,81320.0,972735,145,3.0,,,1.0,11.0,1.0,2.0,,,,,,,,,,,,31.0,38372,2614.0,8389289
2022,3,11500591,화곡6동,39324370416,1421,57,56,162,112555.0,125782.0,99328.0,1037911,118,7.0,5.0,,,8.0,2.0,1.0,,,9.0,,,,,,,,,29.0,24230,7963.0,5105108
2022,3,11500593,화곡8동,33851677813,1058,32,49,107,107187.0,120107.0,94267.0,593322,95,2.0,3.0,,,8.0,1.0,,,,,,,,,,,,1.0,33.0,24746,1794.0,7747271
2022,3,11500603,가양1동,99022883623,5086,237,211,570,166543.0,225998.0,107088.0,4970691,279,5.0,13.0,,,20.0,3.0,1.0,1.0,1.0,,,,1.0,2.0,,,,5.0,69.0,34206,1970.0,3556303
2022,3,11500604,가양2동,24582529222,454,14,11,53,219611.0,372896.0,66326.0,823874,75,4.0,3.0,,,7.0,3.0,1.0,1.0,1.0,,,,,,,,,1.0,14.0,14520,,2006100
2022,3,11500605,가양3동,7787922432,383,10,17,37,95560.0,90831.0,100289.0,474228,52,3.0,,,,4.0,3.0,2.0,1.0,1.0,,,,,,,,,1.0,13.0,15544,344.0,1610861
2022,3,11500611,발산1동,160284260322,3806,134,116,309,121170.0,153602.0,88737.0,2887669,246,3.0,9.0,1.0,2.0,33.0,2.0,3.0,4.0,8.0,,,1.0,,,,,,,63.0,37403,4028.0,5583361
2022,3,11500615,우장산동,29123194621,1431,42,44,140,129044.0,140345.0,117743.0,1261588,158,4.0,4.0,,3.0,12.0,3.0,2.0,,,5.0,,,,,,,,1.0,33.0,43678,3743.0,6135914
2022,3,11500620,공항동,38671132591,1498,34,47,147,104092.0,96218.0,111967.0,10861768,176,6.0,7.0,1.0,,11.0,1.0,2.0,2.0,,4.0,,,,,21.0,,,2.0,39.0,26929,5500.0,5530722
2022,3,11500630,방화1동,59365234911,2115,97,66,218,97277.0,129804.0,64750.0,1475606,200,2.0,3.0,,2.0,21.0,4.0,3.0,1.0,3.0,,,,,1.0,,,,1.0,46.0,44340,4120.0,7363092
2022,3,11500640,방화2동,27971954663,1674,41,54,143,70607.0,89263.0,51952.0,6157541,124,4.0,,,,7.0,3.0,1.0,1.0,,,,2.0,1.0,,4.0,,,5.0,37.0,23107,2178.0,4862601
2022,3,11500641,방화3동,13826283719,564,7,9,57,127612.0,213303.0,41921.0,2558908,83,5.0,1.0,,,5.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,1.0,22.0,23471,2479.0,3090476
2022,3,11530510,신도림동,33907094174,1951,51,45,222,138962.0,174266.0,103658.0,1392788,168,5.0,4.0,,,12.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,,,3.0,43.0,36197,9297.0,6071828
2022,3,11530520,구로1동,12454501533,562,13,11,55,115374.0,144089.0,86659.0,1008892,88,4.0,1.0,,,5.0,3.0,1.0,1.0,1.0,,,4.0,,,,,,,25.0,21220,,2207208
2022,3,11530530,구로2동,175595345767,5080,67,96,124,125348.0,149579.0,101117.0,1703350,197,6.0,12.0,1.0,1.0,21.0,1.0,1.0,,1.0,,,7.0,,16.0,,,,1.0,48.0,24606,11788.0,8930317
2022,3,11530540,구로3동,151373282504,4002,91,103,457,207405.0,246906.0,167904.0,1040120,187,7.0,18.0,,,15.0,1.0,2.0,1.0,,,,,,5.0,,,,2.0,47.0,23853,60830.0,7070198
2022,3,11530550,구로4동,51556489182,1706,51,55,97,113008.0,151429.0,74588.0,524507,139,5.0,3.0,,,15.0,2.0,1.0,1.0,,,,1.0,,19.0,,,,,13.0,20378,1750.0,7150078
2022,3,11530560,구로5동,84402845501,2915,85,89,250,127289.0,154149.0,100429.0,1012473,167,5.0,4.0,,2.0,18.0,,3.0,1.0,1.0,2.0,1.0,,3.0,,,,,1.0,49.0,29372,11842.0,6719759
2022,3,11530595,가리봉동,21989153751,834,25,37,26,144893.0,156536.0,133250.0,410996,74,,,,,6.0,,1.0,,1.0,,,,,23.0,,,,,8.0,9271,853.0,3183595
2022,3,11530720,고척1동,52188638818,1337,38,50,140,101653.0,142359.0,60948.0,1151238,135,5.0,4.0,1.0,1.0,9.0,,3.0,1.0,1.0,12.0,,8.0,,4.0,,,,,31.0,23146,2678.0,4591331
2022,3,11530730,고척2동,28152332995,1102,31,39,81,90797.0,112131.0,69464.0,1025572,128,5.0,2.0,,1.0,11.0,,2.0,1.0,1.0,,,,,,,,,,40.0,27366,1686.0,5701327
2022,3,11530740,개봉1동,31660265926,1352,33,38,129,103078.0,114975.0,91180.0,1320319,163,5.0,3.0,,1.0,11.0,2.0,1.0,2.0,,4.0,,1.0,,,,,,1.0,57.0,34336,9334.0,7588984
2022,3,11530750,개봉2동,26529848146,843,24,34,107,126246.0,127120.0,125373.0,782524,116,3.0,3.0,,,10.0,2.0,,,,,,1.0,1.0,,,,,,26.0,31775,8545.0,3717424
2022,3,11530760,개봉3동,19233013015,741,20,29,66,109290.0,135504.0,83075.0,828418,81,3.0,2.0,,,9.0,1.0,3.0,1.0,,,,1.0,1.0,,,,,,23.0,20845,1488.0,3760505
2022,3,11530770,오류1동,34303081851,931,27,25,79,129259.0,166982.0,91536.0,727414,122,5.0,4.0,,,11.0,3.0,1.0,,,,,,,,,,,1.0,22.0,22669,3696.0,3602363
2022,3,11530780,오류2동,20537350171,1138,33,34,125,124227.0,156834.0,91620.0,3061018,209,3.0,1.0,,1.0,9.0,6.0,3.0,2.0,1.0,,,,,,,,,1.0,86.0,39127,627.0,5124047
2022,3,11530790,수궁동,13861404227,733,19,30,68,99969.0,129638.0,70300.0,2661352,154,3.0,1.0,,,5.0,2.0,1.0,1.0,6.0,,,1.0,,,,,,3.0,69.0,23972,1801.0,1783999
2022,3,11530800,항동,224669498,393,22,11,69,,,,1446941,64,1.0,,,,2.0,1.0,1.0,,,10.0,,,,,,,,,37.0,16279,,1057084
2022,3,11545510,가산동,711595715720,8314,215,178,644,107141.0,132819.0,81463.0,2512852,304,10.0,25.0,,1.0,21.0,2.0,,,,,,,1.0,17.0,,,,3.0,111.0,23050,92197.0,4926680
2022,3,11545610,독산1동,245690996538,2659,82,59,296,88218.0,101269.0,75167.0,2061921,217,3.0,6.0,,2.0,17.0,2.0,4.0,3.0,,,,,1.0,3.0,,,,,74.0,42270,11210.0,4767540
2022,3,11545620,독산2동,22058582871,787,26,25,83,58540.0,70055.0,47024.0,617174,73,2.0,1.0,,,8.0,,2.0,,,1.0,,,,,,,,,11.0,19016,1576.0,3754670
2022,3,11545630,독산3동,41741660282,1424,35,45,93,84179.0,108489.0,59868.0,934985,119,4.0,4.0,,,14.0,2.0,2.0,2.0,1.0,,,1.0,,,,,,,29.0,24503,3389.0,5821619
2022,3,11545640,독산4동,18947149808,705,20,21,71,63717.0,85839.0,41596.0,591045,64,5.0,2.0,,1.0,4.0,,1.0,,,,,,,,,,,,16.0,15537,1411.0,3697966
2022,3,11545670,시흥1동,89025627391,2288,62,90,233,97412.0,138525.0,56298.0,1524148,223,9.0,7.0,1.0,2.0,25.0,2.0,3.0,1.0,1.0,,,,,3.0,,,,1.0,52.0,33778,4584.0,5698335
2022,3,11545680,시흥2동,4252390518,411,12,11,33,108916.0,133762.0,84069.0,1308882,76,2.0,,,,3.0,2.0,3.0,1.0,2.0,,,,,,,,,,30.0,21962,954.0,1700756
2022,3,11545690,시흥3동,12970207181,1029,14,17,35,82220.0,115374.0,49065.0,1261391,66,3.0,3.0,,,5.0,,1.0,1.0,1.0,,,,,1.0,,,,,21.0,11130,1638.0,1294580
2022,3,11545700,시흥4동,12990266806,496,12,18,40,94587.0,117109.0,72064.0,821709,72,1.0,1.0,,,6.0,,1.0,1.0,,,,,,,,,,,27.0,20791,1307.0,2552175
2022,3,11545710,시흥5동,31291084926,817,19,20,79,69372.0,103707.0,35037.0,1386972,106,3.0,,,,16.0,2.0,3.0,,,,,,,,,,,,37.0,19686,1501.0,3652754
2022,3,11560515,영등포본동,44318506155,1451,19,45,130,111728.0,116034.0,107422.0,846370,94,4.0,,,,10.0,2.0,2.0,1.0,2.0,,,,1.0,2.0,,,,1.0,23.0,21466,3990.0,7079140
2022,3,11560535,영등포동,305439262439,4223,108,153,409,122676.0,132897.0,112455.0,1372094,325,10.0,17.0,2.0,2.0,37.0,,1.0,,,1.0,,,1.0,16.0,,,,1.0,41.0,28026,13253.0,10822694
2022,3,11560540,여의동,333932586857,5659,158,145,611,163001.0,222020.0,103982.0,8437543,399,23.0,70.0,1.0,,44.0,,2.0,2.0,2.0,,,,1.0,,,,,5.0,61.0,34156,193775.0,5918081
2022,3,11560550,당산1동,144739067392,2535,70,66,176,97525.0,121557.0,73493.0,745305,131,6.0,5.0,,1.0,8.0,1.0,,,,,,,,12.0,,,,2.0,23.0,20750,6841.0,6795318
2022,3,11560560,당산2동,60231744964,1941,52,43,205,126399.0,142548.0,110249.0,1581310,192,6.0,4.0,,,20.0,3.0,2.0,2.0,,,,,,,,,,2.0,46.0,37551,11914.0,8056966
2022,3,11560585,도림동,15505019302,751,20,14,46,94687.0,107094.0,82280.0,585885,66,2.0,,,,6.0,2.0,,,,,,,,,,,,,28.0,18248,654.0,5299503
2022,3,11560605,문래동,120826180805,2818,78,55,224,105558.0,119302.0,91813.0,1786708,185,8.0,9.0,,,17.0,,3.0,2.0,,,,,,2.0,,,,1.0,56.0,33159,56252.0,9260209
2022,3,11560610,양평1동,26978312853,1302,35,35,106,101671.0,109460.0,93881.0,974912,87,5.0,3.0,,1.0,6.0,,1.0,,1.0,,,,,1.0,,,,1.0,22.0,17384,10467.0,5588252
2022,3,11560620,양평2동,71741920125,1535,40,55,133,113082.0,135166.0,90999.0,2874596,131,8.0,6.0,,,7.0,1.0,2.0,1.0,2.0,,,,,3.0,,,,1.0,35.0,22389,12638.0,5267978
2022,3,11560630,신길1동,34749777555,899,22,23,67,91426.0,117044.0,65808.0,722925,85,1.0,2.0,1.0,1.0,13.0,,1.0,,,,,,,4.0,,,,2.0,25.0,17447,2758.0,5678096
2022,3,11560650,신길3동,20647968258,761,15,16,51,104823.0,114540.0,95106.0,520083,102,3.0,5.0,,1.0,12.0,3.0,1.0,,,,,,,2.0,,,,,32.0,16891,585.0,6109359
2022,3,11560660,신길4동,7118801345,381,7,12,52,108133.0,79401.0,136865.0,292127,43,1.0,1.0,,,2.0,2.0,1.0,,,,,,,,,,,,13.0,10489,1041.0,2845062
2022,3,11560670,신길5동,12268445658,350,9,7,35,186074.0,112633.0,259516.0,494653,66,3.0,,,,,1.0,1.0,1.0,1.0,,,,,5.0,,,,,31.0,11179,974.0,3431945
2022,3,11560680,신길6동,35618015546,1074,37,22,90,103926.0,122778.0,85073.0,653511,123,4.0,1.0,,1.0,14.0,1.0,1.0,,1.0,,,1.0,,2.0,,,,1.0,29.0,19624,1838.0,5806457
2022,3,11560690,신길7동,10086742483,588,22,25,67,95191.0,101093.0,89289.0,642487,78,5.0,1.0,,,7.0,1.0,1.0,,,,,,,1.0,,,,1.0,32.0,20286,2622.0,3303363
2022,3,11560700,대림1동,28823983227,833,23,33,76,104550.0,100461.0,108638.0,498978,81,2.0,4.0,2.0,,18.0,,1.0,1.0,,,,2.0,,3.0,,,,,16.0,14842,1513.0,4915163
2022,3,11560710,대림2동,41440957298,1328,51,57,54,171384.0,207743.0,135025.0,572540,86,4.0,2.0,1.0,,16.0,,2.0,,,1.0,,,,1.0,,,,,13.0,12409,3597.0,5519799
2022,3,11560720,대림3동,146601649293,1567,52,51,82,98556.0,116887.0,80226.0,921696,126,2.0,7.0,,1.0,11.0,3.0,2.0,1.0,,2.0,,1.0,,,,,,2.0,46.0,22896,5117.0,7382861
2022,3,11590510,노량진1동,293851099051,1603,35,57,202,115523.0,117754.0,113291.0,1613446,180,5.0,4.0,,,14.0,2.0,3.0,1.0,,1.0,,,,2.0,,,,3.0,57.0,32054,3339.0,6311154
2022,3,11590520,노량진2동,658778574698,1607,16,24,56,306173.0,329648.0,282698.0,600568,72,5.0,4.0,,1.0,14.0,1.0,,,,,,,,1.0,,,,,14.0,12664,4035.0,3570962
2022,3,11590530,상도1동,57005109825,1583,38,35,230,121528.0,133176.0,109879.0,1488648,201,5.0,4.0,,1.0,16.0,2.0,2.0,1.0,,23.0,,,,,,,,2.0,47.0,45153,3332.0,7843976
2022,3,11590540,상도2동,25341460040,1228,27,37,128,108697.0,127003.0,90390.0,772865,154,6.0,3.0,,,16.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,1.0,41.0,27835,1151.0,5314197
2022,3,11590550,상도3동,35485452159,783,10,17,58,118057.0,155112.0,81002.0,637199,113,2.0,2.0,,,11.0,,,1.0,,,,1.0,,,,,,,36.0,25071,1093.0,5167097
2022,3,11590560,상도4동,23355804497,811,27,22,80,87461.0,110007.0,64915.0,939562,112,3.0,1.0,,1.0,11.0,4.0,1.0,1.0,,,,,1.0,,,,,,36.0,28885,1213.0,6114375
2022,3,11590605,흑석동,53512882875,1397,37,54,177,108814.0,138482.0,79145.0,1708306,195,6.0,6.0,1.0,,24.0,5.0,3.0,2.0,,16.0,,,,1.0,,,,1.0,50.0,32306,110.0,7263387
2022,3,11590620,사당1동,60274703771,1570,47,52,133,152940.0,161389.0,144491.0,635172,126,4.0,6.0,,2.0,12.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,2.0,13.0,23072,3631.0,7213111
2022,3,11590630,사당2동,77364568193,1579,59,50,167,132054.0,186327.0,77782.0,2763201,179,3.0,2.0,,,14.0,,1.0,1.0,2.0,,,,,2.0,,,,4.0,36.0,27227,1925.0,7599104
2022,3,11590640,사당3동,13532103109,763,18,22,70,138732.0,195044.0,82421.0,907684,88,3.0,1.0,,,5.0,,2.0,1.0,,3.0,,1.0,,,,,,1.0,30.0,25027,920.0,5971615
