연도,분기,행정동_코드,행정동_코드_명,추정매출액,유사_업종_점포_수,개업_점포_수,폐업_점포_수,프랜차이즈_점포_수,전체,1층,1층외,영역_면적,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수,총_상주인구_수,총_직장_인구_수,총_유동인구_수
2020,4,11410585,신촌동,93078602477,3839,129,139,523,134051.0,184202.0,83900.0,2720364,368,6.0,10.0,1.0,,22.0,1.0,3.0,1.0,1.0,109.0,1.0,,4.0,3.0,,,,2.0,60.0,19272,1969.0,8524868
2020,4,11410615,연희동,52397703087,1948,64,51,136,93534.0,92790.0,94278.0,2929172,201,7.0,7.0,,1.0,16.0,,1.0,3.0,1.0,13.0,,,1.0,1.0,,,,,70.0,36200,7677.0,9042588
2020,4,11410620,홍제1동,13295792689,775,16,27,89,105578.0,144218.0,66938.0,1235632,135,3.0,2.0,,,10.0,2.0,2.0,,,1.0,,,,1.0,,,,1.0,40.0,24329,1864.0,5912469
2020,4,11410640,홍제3동,36596972152,846,31,22,72,81627.0,115852.0,47402.0,1192508,129,3.0,3.0,,2.0,14.0,1.0,2.0,1.0,,3.0,,4.0,,6.0,,,,1.0,46.0,15810,857.0,4509702
2020,4,11410655,홍제2동,5698916578,447,11,7,47,90157.0,113703.0,66611.0,699978,56,1.0,,,,6.0,3.0,,,,,,,,1.0,,,,,15.0,14233,347.0,2684868
2020,4,11410660,홍은1동,12014659300,694,26,18,55,69455.0,83733.0,55177.0,1615140,86,3.0,,,,7.0,1.0,1.0,,,,,,,1.0,,,,,32.0,22956,2582.0,3972882
2020,4,11410685,홍은2동,13554017963,892,36,23,97,74876.0,101005.0,48747.0,2075085,161,4.0,2.0,1.0,,8.0,,2.0,3.0,1.0,12.0,,,,,,,,,83.0,26960,1579.0,4901426
2020,4,11410690,남가좌1동,10677267024,600,24,18,49,111337.0,139498.0,83176.0,475536,94,2.0,3.0,,1.0,9.0,,1.0,,,,,1.0,,1.0,,,,1.0,20.0,15900,1636.0,2265231
2020,4,11410700,남가좌2동,18089090142,1195,41,21,137,82808.0,111654.0,53961.0,783775,117,4.0,4.0,,,12.0,4.0,1.0,1.0,,8.0,,,,,,,,,24.0,30036,838.0,6040038
2020,4,11410710,북가좌1동,3645510213,458,15,16,54,104640.0,110049.0,99232.0,577979,60,1.0,2.0,,,5.0,2.0,1.0,1.0,1.0,,,,,,,,,,13.0,18445,351.0,3246984
2020,4,11410720,북가좌2동,34490769464,1131,37,36,117,78347.0,100728.0,55966.0,824866,115,3.0,3.0,,,12.0,2.0,,,,,,,,,,,,,39.0,32607,1495.0,12569139
2020,4,11440555,아현동,25642714898,1328,66,38,120,125270.0,166046.0,84494.0,744328,145,5.0,8.0,,,16.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,2.0,23.0,25772,5681.0,6534926
2020,4,11440565,공덕동,36921119773,1901,48,47,139,106488.0,118103.0,94872.0,1019197,172,7.0,9.0,,,21.0,1.0,3.0,,,,,2.0,,,,,,4.0,39.0,37964,9224.0,14044484
2020,4,11440585,도화동,34328031517,1512,46,39,148,144324.0,183767.0,104880.0,625018,144,4.0,7.0,,,15.0,2.0,1.0,,,,,,1.0,1.0,,,,1.0,38.0,21763,12792.0,5393473
2020,4,11440590,용강동,56586253864,1715,52,42,143,132517.0,160515.0,104520.0,790602,90,7.0,6.0,,1.0,10.0,2.0,1.0,,,,,,,,,,,1.0,24.0,21842,11032.0,6938685
2020,4,11440600,대흥동,53975618569,1351,51,34,143,119128.0,165241.0,73015.0,858570,209,5.0,5.0,,,18.0,,3.0,1.0,1.0,27.0,,,,3.0,,,,3.0,38.0,14388,3932.0,6892117
2020,4,11440610,염리동,12256001814,676,26,18,68,109572.0,151741.0,67403.0,491468,52,3.0,1.0,,,3.0,1.0,1.0,2.0,3.0,,,,,2.0,,,,,10.0,12125,2042.0,3820324
2020,4,11440630,신수동,19799137947,1000,24,19,65,113788.0,124718.0,102859.0,797879,76,4.0,1.0,,1.0,5.0,1.0,1.0,1.0,1.0,,,,,,,,,,24.0,23146,2357.0,5676210
2020,4,11440655,서강동,29069612489,1646,69,66,139,133750.0,154609.0,112890.0,1478577,156,6.0,4.0,,,7.0,1.0,1.0,,,20.0,,,,,,,,2.0,64.0,24664,3181.0,6451510
2020,4,11440660,서교동,237406392760,7909,296,283,760,148538.0,181732.0,115344.0,1678981,358,13.0,22.0,,,31.0,1.0,1.0,,,2.0,,,5.0,3.0,,,,7.0,88.0,23682,26231.0,15519735
2020,4,11440680,합정동,57715499813,1918,65,44,140,123922.0,134875.0,112969.0,1712389,109,4.0,3.0,,,10.0,1.0,1.0,1.0,,,,,,,,,,,32.0,19846,5238.0,5449608
2020,4,11440690,망원1동,39378313333,1515,77,47,94,114198.0,137759.0,90637.0,1101005,95,2.0,2.0,,,11.0,,,,,,,,,1.0,,,,,23.0,20802,3131.0,6680549
2020,4,11440700,망원2동,24177508207,1143,36,31,87,95434.0,117368.0,73499.0,676411,83,4.0,1.0,,,6.0,1.0,2.0,,,,,,,,,,,,33.0,19023,4504.0,6630824
2020,4,11440710,연남동,29537830891,1946,98,66,84,122363.0,137188.0,107537.0,647438,52,2.0,1.0,,,2.0,1.0,,1.0,2.0,,,,,,,,,,23.0,15575,2885.0,6646075
2020,4,11440720,성산1동,29266098973,1107,24,32,79,90284.0,112059.0,68510.0,859254,86,4.0,2.0,,,5.0,1.0,2.0,2.0,1.0,1.0,,,,1.0,,,,,29.0,19357,4809.0,6497973
2020,4,11440730,성산2동,33885926010,1489,67,43,149,98584.0,119032.0,78136.0,1978724,158,6.0,3.0,,,13.0,2.0,3.0,2.0,,,,1.0,1.0,,,,,2.0,47.0,40394,2037.0,7713036
2020,4,11440740,상암동,65075188152,1902,91,56,302,145298.0,185757.0,104838.0,8402415,247,10.0,11.0,,,14.0,3.0,3.0,1.0,1.0,,,1.0,,,,,,4.0,104.0,31404,11462.0,5414416
2020,4,11470510,목1동,58144424093,2820,75,59,351,143313.0,168611.0,118014.0,1433111,190,5.0,12.0,,1.0,21.0,1.0,1.0,1.0,1.0,2.0,,,2.0,,,,,2.0,29.0,31563,14424.0,5332142
2020,4,11470520,목2동,24879267113,1053,33,19,78,106037.0,123233.0,88842.0,1021355,97,3.0,2.0,,1.0,13.0,3.0,1.0,,,,,,,1.0,,,,1.0,18.0,30445,3017.0,7108092
2020,4,11470530,목3동,31434091711,1105,50,43,97,87282.0,114784.0,59780.0,531850,96,3.0,4.0,,,11.0,1.0,,1.0,,,,,,,,,,,7.0,22470,1768.0,5487029
2020,4,11470540,목4동,25891936653,1188,47,27,109,72028.0,96419.0,47636.0,577493,84,3.0,3.0,,,9.0,1.0,1.0,1.0,1.0,,,,,,,,,,14.0,25946,1836.0,5961490
2020,4,11470550,목5동,38562537896,1620,54,32,183,157675.0,226765.0,88584.0,1766361,143,8.0,9.0,1.0,,12.0,4.0,3.0,2.0,2.0,,,,,,,,,,52.0,42205,15086.0,4909786
2020,4,11470560,신월1동,23009606254,1133,33,35,62,60437.0,86547.0,34327.0,622400,71,3.0,3.0,,,12.0,1.0,,,,,,,,,,,,,9.0,20959,2094.0,4169782
2020,4,11470570,신월2동,15910182480,653,18,15,45,68253.0,83399.0,53108.0,606811,65,3.0,1.0,,,6.0,1.0,2.0,2.0,,,,,,,,,,,12.0,21351,1607.0,4427187
2020,4,11470580,신월3동,6500684717,584,16,19,49,71118.0,103773.0,38464.0,918039,70,2.0,1.0,,,7.0,1.0,1.0,2.0,3.0,,,,,,,,,,8.0,15749,1019.0,2766337
2020,4,11470590,신월4동,11859976834,710,19,19,63,64588.0,85697.0,43478.0,469873,63,2.0,1.0,,,6.0,3.0,1.0,,,,,,,,,,,,11.0,18411,1334.0,3927029
2020,4,11470600,신월5동,9286541963,651,29,28,66,59930.0,79866.0,39994.0,638302,54,3.0,,,1.0,3.0,2.0,1.0,2.0,,,,,,,,,,,12.0,15055,1521.0,2783927
2020,4,11470610,신월6동,11829353939,472,34,14,41,81374.0,123614.0,39133.0,444286,47,1.0,2.0,,1.0,5.0,1.0,1.0,1.0,,,,,,,,,,,15.0,13741,691.0,1275052
2020,4,11470611,신월7동,13970102638,751,32,23,57,60647.0,80311.0,40983.0,1230628,74,6.0,1.0,,,10.0,2.0,,1.0,,,,,,,,,,,21.0,20514,2522.0,2272353
2020,4,11470620,신정1동,27570440814,1069,44,25,94,93849.0,124179.0,63519.0,747568,94,7.0,3.0,,,9.0,2.0,2.0,1.0,,,,,,,,,,,26.0,20964,7480.0,3591596
2020,4,11470630,신정2동,21243153841,953,38,27,95,79661.0,99712.0,59611.0,525899,71,3.0,1.0,,,7.0,1.0,2.0,1.0,,,,,,,,,,,20.0,20051,12667.0,4647542
2020,4,11470640,신정3동,24776740316,1130,49,23,121,99402.0,147563.0,51241.0,2756536,203,4.0,1.0,,,15.0,1.0,3.0,1.0,4.0,,,,,,,,,1.0,81.0,46374,2050.0,6856419
2020,4,11470650,신정4동,63725387903,2368,85,76,183,83852.0,107423.0,60281.0,997144,161,3.0,8.0,1.0,1.0,16.0,3.0,2.0,,2.0,,,,,,,,,1.0,18.0,33533,5168.0,10756358
2020,4,11470670,신정6동,8766978758,691,29,16,70,149570.0,203064.0,96076.0,940885,72,7.0,6.0,,,2.0,2.0,,1.0,1.0,,,,,,,,,,31.0,25017,,1897727
2020,4,11470680,신정7동,20671869425,827,33,23,111,118575.0,124576.0,112575.0,1234130,107,3.0,2.0,,,8.0,3.0,3.0,1.0,1.0,,,,,,,,,1.0,30.0,29891,298.0,3673837
2020,4,11500510,염창동,47141035228,1449,52,40,182,83737.0,113422.0,54051.0,1732856,147,5.0,3.0,,1.0,15.0,,2.0,2.0,,,,,,,,,,2.0,35.0,41853,2900.0,8622399
2020,4,11500520,등촌1동,58700378957,1339,51,39,158,90456.0,111864.0,69047.0,650741,95,1.0,5.0,,1.0,10.0,,1.0,,,,,,1.0,,,,,,20.0,24118,5411.0,5087890
2020,4,11500530,등촌2동,8821447033,565,18,8,48,71897.0,78660.0,65135.0,910666,58,3.0,,,1.0,6.0,2.0,2.0,2.0,2.0,,,,,,,,,,8.0,21104,2931.0,4047235
2020,4,11500535,등촌3동,57576373007,1937,74,49,228,118124.0,159361.0,76886.0,1060362,184,6.0,3.0,1.0,2.0,18.0,2.0,5.0,2.0,4.0,,,,1.0,,,,,,55.0,31490,13188.0,5505602
2020,4,11500540,화곡1동,63465662253,2421,110,80,225,82810.0,101649.0,63970.0,1197746,226,3.0,2.0,,2.0,26.0,,2.0,1.0,,,,,1.0,,,,,2.0,27.0,51115,4355.0,17630152
2020,4,11500550,화곡2동,10125823507,619,26,13,34,58789.0,89130.0,28448.0,454621,65,2.0,,,,3.0,2.0,1.0,,,,,,,,,,,,30.0,17836,1371.0,3862803
2020,4,11500560,화곡3동,21662532118,1008,37,37,130,99580.0,128612.0,70547.0,521858,87,4.0,3.0,,,8.0,2.0,,,,,,,,,,,,,12.0,21443,3555.0,4060843
2020,4,11500570,화곡4동,32789056756,1150,51,25,99,82404.0,125894.0,38914.0,852049,101,4.0,2.0,,,14.0,3.0,1.0,,2.0,,,,,,,,,,30.0,20867,2169.0,4864279
2020,4,11500590,화곡본동,27887033794,1206,44,27,102,81288.0,102817.0,59760.0,972735,145,3.0,,,1.0,11.0,1.0,2.0,,,,,,,,,,,,31.0,38372,2358.0,9192838
2020,4,11500591,화곡6동,29379572839,1362,56,34,143,81995.0,100291.0,63700.0,1037911,118,7.0,5.0,,,8.0,2.0,1.0,,,9.0,,,,,,,,,29.0,24230,7642.0,5536084
2020,4,11500593,화곡8동,23290788055,1061,40,27,85,95474.0,138339.0,52608.0,593322,95,2.0,3.0,,,8.0,1.0,,,,,,,,,,,,1.0,33.0,24746,1592.0,7449547
2020,4,11500603,가양1동,85822054433,4495,277,137,556,147911.0,207944.0,87878.0,4970691,279,5.0,13.0,,,20.0,3.0,1.0,1.0,1.0,,,,1.0,2.0,,,,5.0,69.0,34206,1652.0,3114078
2020,4,11500604,가양2동,24440125836,439,12,12,51,120502.0,161403.0,79602.0,823874,75,4.0,3.0,,,7.0,3.0,1.0,1.0,1.0,,,,,,,,,1.0,14.0,14520,,2245479
2020,4,11500605,가양3동,7218152800,387,9,8,46,107784.0,123563.0,92004.0,474228,52,3.0,,,,4.0,3.0,2.0,1.0,1.0,,,,,,,,,1.0,13.0,15544,260.0,1749766
2020,4,11500611,발산1동,180818783857,3228,158,62,253,100024.0,132741.0,67307.0,2887669,246,3.0,9.0,1.0,2.0,33.0,2.0,3.0,4.0,8.0,,,1.0,,,,,,,63.0,37403,2494.0,5869763
2020,4,11500615,우장산동,23666419130,1395,58,41,131,106596.0,146497.0,66695.0,1261588,158,4.0,4.0,,3.0,12.0,3.0,2.0,,,5.0,,,,,,,,1.0,33.0,43678,3267.0,7825895
2020,4,11500620,공항동,34371573461,1386,37,46,140,91776.0,106770.0,76782.0,10861768,176,6.0,7.0,1.0,,11.0,1.0,2.0,2.0,,4.0,,,,,21.0,,,2.0,39.0,26929,5655.0,6241041
2020,4,11500630,방화1동,40184070589,1977,72,48,215,108764.0,152687.0,64840.0,1475606,200,2.0,3.0,,2.0,21.0,4.0,3.0,1.0,3.0,,,,,1.0,,,,1.0,46.0,44340,4389.0,7828340
2020,4,11500640,방화2동,20424258140,1644,58,50,151,82872.0,88022.0,77722.0,6157541,124,4.0,,,,7.0,3.0,1.0,1.0,,,,2.0,1.0,,4.0,,,5.0,37.0,23107,2100.0,5959169
2020,4,11500641,방화3동,8845033709,549,16,9,54,98497.0,130600.0,66393.0,2558908,83,5.0,1.0,,,5.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,1.0,22.0,23471,2437.0,3158919
2020,4,11530510,신도림동,31260014869,1818,56,35,215,125684.0,128991.0,122377.0,1392788,168,5.0,4.0,,,12.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,,,3.0,43.0,36197,9259.0,6541694
2020,4,11530520,구로1동,11437760579,547,4,17,59,140075.0,191057.0,89094.0,1008892,88,4.0,1.0,,,5.0,3.0,1.0,1.0,1.0,,,4.0,,,,,,,25.0,21220,,2375461
2020,4,11530530,구로2동,170450149214,5058,96,91,130,109655.0,121259.0,98051.0,1703350,197,6.0,12.0,1.0,1.0,21.0,1.0,1.0,,1.0,,,7.0,,16.0,,,,1.0,48.0,24606,11348.0,9251803
2020,4,11530540,구로3동,130402949061,3857,171,105,438,145791.0,179826.0,111757.0,1040120,187,7.0,18.0,,,15.0,1.0,2.0,1.0,,,,,,5.0,,,,2.0,47.0,23853,61322.0,7090658
2020,4,11530550,구로4동,36871514115,1658,70,39,96,102230.0,141184.0,63277.0,524507,139,5.0,3.0,,,15.0,2.0,1.0,1.0,,,,1.0,,19.0,,,,,13.0,20378,1589.0,6510891
2020,4,11530560,구로5동,66315526353,2836,77,85,235,98586.0,100119.0,97053.0,1012473,167,5.0,4.0,,2.0,18.0,,3.0,1.0,1.0,2.0,1.0,,3.0,,,,,1.0,49.0,29372,12514.0,6751418
2020,4,11530595,가리봉동,15553569044,826,33,20,27,102184.0,129548.0,74820.0,410996,74,,,,,6.0,,1.0,,1.0,,,,,23.0,,,,,8.0,9271,778.0,3048422
2020,4,11530720,고척1동,48097247405,1321,40,30,150,89011.0,128916.0,49105.0,1151238,135,5.0,4.0,1.0,1.0,9.0,,3.0,1.0,1.0,12.0,,8.0,,4.0,,,,,31.0,23146,2425.0,4545313
2020,4,11530730,고척2동,22558416636,1055,36,22,72,84027.0,95341.0,72713.0,1025572,128,5.0,2.0,,1.0,11.0,,2.0,1.0,1.0,,,,,,,,,,40.0,27366,1674.0,6179258
2020,4,11530740,개봉1동,24506976280,1335,60,32,123,75459.0,96469.0,54448.0,1320319,163,5.0,3.0,,1.0,11.0,2.0,1.0,2.0,,4.0,,1.0,,,,,,1.0,57.0,34336,2726.0,7397717
2020,4,11530750,개봉2동,21811945543,851,26,17,95,90999.0,115186.0,66811.0,782524,116,3.0,3.0,,,10.0,2.0,,,,,,1.0,1.0,,,,,,26.0,31775,7179.0,4115847
2020,4,11530760,개봉3동,15041915754,734,23,14,67,72458.0,96340.0,48576.0,828418,81,3.0,2.0,,,9.0,1.0,3.0,1.0,,,,1.0,1.0,,,,,,23.0,20845,1461.0,3556902
2020,4,11530770,오류1동,31708660218,933,35,28,75,108331.0,150279.0,66383.0,727414,122,5.0,4.0,,,11.0,3.0,1.0,,,,,,,,,,,1.0,22.0,22669,3085.0,3949626
2020,4,11530780,오류2동,19433846486,1089,39,31,116,91676.0,112875.0,70478.0,3061018,209,3.0,1.0,,1.0,9.0,6.0,3.0,2.0,1.0,,,,,,,,,1.0,86.0,39127,736.0,5784521
2020,4,11530790,수궁동,9050613901,747,31,18,58,83229.0,98105.0,68354.0,2661352,154,3.0,1.0,,,5.0,2.0,1.0,1.0,6.0,,,1.0,,,,,,3.0,69.0,23972,1741.0,2445457
2020,4,11545510,가산동,735866478794,7669,281,165,574,125913.0,156995.0,94830.0,2512852,304,10.0,25.0,,1.0,21.0,2.0,,,,,,,1.0,17.0,,,,3.0,111.0,23050,92112.0,4332252
2020,4,11545610,독산1동,219991829140,2485,86,76,242,90991.0,110796.0,71187.0,2061921,217,3.0,6.0,,2.0,17.0,2.0,4.0,3.0,,,,,1.0,3.0,,,,,74.0,42270,11527.0,4951292
2020,4,11545620,독산2동,17415012593,758,25,24,60,62714.0,92160.0,33268.0,617174,73,2.0,1.0,,,8.0,,2.0,,,1.0,,,,,,,,,11.0,19016,1495.0,3935713
2020,4,11545630,독산3동,31376983218,1378,66,38,87,86348.0,95393.0,77302.0,934985,119,4.0,4.0,,,14.0,2.0,2.0,2.0,1.0,,,1.0,,,,,,,29.0,24503,3541.0,5598467
2020,4,11545640,독산4동,15111523863,692,27,17,63,76143.0,117547.0,34739.0,591045,64,5.0,2.0,,1.0,4.0,,1.0,,,,,,,,,,,,16.0,15537,1481.0,4048607
2020,4,11545670,시흥1동,68961432458,2227,74,74,219,100285.0,133666.0,66904.0,1524148,223,9.0,7.0,1.0,2.0,25.0,2.0,3.0,1.0,1.0,,,,,3.0,,,,1.0,52.0,33778,4369.0,5982653
2020,4,11545680,시흥2동,5416530401,409,17,8,35,97488.0,121308.0,73668.0,1308882,76,2.0,,,,3.0,2.0,3.0,1.0,2.0,,,,,,,,,,30.0,21962,978.0,1763207
2020,4,11545690,시흥3동,10568668901,1031,20,19,34,118734.0,107677.0,129791.0,1261391,66,3.0,3.0,,,5.0,,1.0,1.0,1.0,,,,,1.0,,,,,21.0,11130,1826.0,1299863
2020,4,11545700,시흥4동,9796831215,485,10,16,36,82064.0,100126.0,64002.0,821709,72,1.0,1.0,,,6.0,,1.0,1.0,,,,,,,,,,,27.0,20791,1242.0,3068930
2020,4,11545710,시흥5동,23354017354,819,24,12,73,79232.0,114345.0,44119.0,1386972,106,3.0,,,,16.0,2.0,3.0,,,,,,,,,,,,37.0,19686,1300.0,3775124
2020,4,11560515,영등포본동,25231041152,1486,49,66,133,119297.0,96696.0,141899.0,846370,94,4.0,,,,10.0,2.0,2.0,1.0,2.0,,,,1.0,2.0,,,,1.0,23.0,21466,4165.0,7482844
2020,4,11560535,영등포동,232775960158,4178,112,90,392,123727.0,141345.0,106108.0,1372094,325,10.0,17.0,2.0,2.0,37.0,,1.0,,,1.0,,,1.0,16.0,,,,1.0,41.0,28026,13330.0,10130175
2020,4,11560540,여의동,242949550497,5295,162,121,587,150751.0,202202.0,99301.0,8437543,399,23.0,70.0,1.0,,44.0,,2.0,2.0,2.0,,,,1.0,,,,,5.0,61.0,34156,192171.0,5446347
2020,4,11560550,당산1동,98645014869,2415,96,68,156,90243.0,113022.0,67464.0,745305,131,6.0,5.0,,1.0,8.0,1.0,,,,,,,,12.0,,,,2.0,23.0,20750,7122.0,6221352
2020,4,11560560,당산2동,39273171130,1825,71,41,204,114105.0,153359.0,74851.0,1581310,192,6.0,4.0,,,20.0,3.0,2.0,2.0,,,,,,,,,,2.0,46.0,37551,11854.0,8501426
2020,4,11560585,도림동,12336646571,717,28,20,41,93849.0,116169.0,71530.0,585885,66,2.0,,,,6.0,2.0,,,,,,,,,,,,,28.0,18248,652.0,5379087
2020,4,11560605,문래동,113226946707,2693,102,68,232,97560.0,105478.0,89642.0,1786708,185,8.0,9.0,,,17.0,,3.0,2.0,,,,,,2.0,,,,1.0,56.0,33159,56797.0,10303301
2020,4,11560610,양평1동,26628415993,1255,50,36,103,90634.0,94328.0,86940.0,974912,87,5.0,3.0,,1.0,6.0,,1.0,,1.0,,,,,1.0,,,,1.0,22.0,17384,8762.0,5260534
2020,4,11560620,양평2동,67897054211,1510,44,39,131,95099.0,123955.0,66242.0,2874596,131,8.0,6.0,,,7.0,1.0,2.0,1.0,2.0,,,,,3.0,,,,1.0,35.0,22389,12555.0,4924683
2020,4,11560630,신길1동,27317113302,902,48,22,70,103664.0,124543.0,82784.0,722925,85,1.0,2.0,1.0,1.0,13.0,,1.0,,,,,,,4.0,,,,2.0,25.0,17447,2505.0,5853308
2020,4,11560650,신길3동,16087068835,743,37,26,52,73321.0,95484.0,51159.0,520083,102,3.0,5.0,,1.0,12.0,3.0,1.0,,,,,,,2.0,,,,,32.0,16891,463.0,6835793
2020,4,11560660,신길4동,3445444753,343,33,16,36,58253.0,54953.0,61553.0,292127,43,1.0,1.0,,,2.0,2.0,1.0,,,,,,,,,,,,13.0,10489,777.0,2699695
2020,4,11560670,신길5동,7945939189,335,21,16,34,88834.0,103047.0,74620.0,494653,66,3.0,,,,,1.0,1.0,1.0,1.0,,,,,5.0,,,,,31.0,11179,804.0,2587616
2020,4,11560680,신길6동,27381617344,999,36,23,79,76475.0,102127.0,50824.0,653511,123,4.0,1.0,,1.0,14.0,1.0,1.0,,1.0,,,1.0,,2.0,,,,1.0,29.0,19624,1857.0,5300383
2020,4,11560690,신길7동,7275162847,545,25,18,57,103071.0,117396.0,88746.0,642487,78,5.0,1.0,,,7.0,1.0,1.0,,,,,,,1.0,,,,1.0,32.0,20286,2428.0,3514938
2020,4,11560700,대림1동,23400165920,806,31,24,69,82229.0,111828.0,52629.0,498978,81,2.0,4.0,2.0,,18.0,,1.0,1.0,,,,2.0,,3.0,,,,,16.0,14842,1614.0,5224545
2020,4,11560710,대림2동,26688583738,1239,65,44,50,116146.0,149248.0,83044.0,572540,86,4.0,2.0,1.0,,16.0,,2.0,,,1.0,,,,1.0,,,,,13.0,12409,3511.0,4373401
2020,4,11560720,대림3동,114145277897,1572,59,49,83,75864.0,96412.0,55316.0,921696,126,2.0,7.0,,1.0,11.0,3.0,2.0,1.0,,2.0,,1.0,,,,,,2.0,46.0,22896,5000.0,7025308
2020,4,11590510,노량진1동,265018967714,1670,48,43,215,130157.0,168233.0,92081.0,1613446,180,5.0,4.0,,,14.0,2.0,3.0,1.0,,1.0,,,,2.0,,,,3.0,57.0,32054,4359.0,7178786
2020,4,11590520,노량진2동,826982750142,1652,36,31,59,130902.0,154668.0,107137.0,600568,72,5.0,4.0,,1.0,14.0,1.0,,,,,,,,1.0,,,,,14.0,12664,3919.0,3715534
2020,4,11590530,상도1동,51661149384,1566,67,32,232,98739.0,121912.0,75565.0,1488648,201,5.0,4.0,,1.0,16.0,2.0,2.0,1.0,,23.0,,,,,,,,2.0,47.0,45153,3353.0,9114593
2020,4,11590540,상도2동,17858168644,1212,60,34,127,105005.0,138101.0,71910.0,772865,154,6.0,3.0,,,16.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,1.0,41.0,27835,1019.0,5629025
2020,4,11590550,상도3동,30052912625,778,24,17,60,105395.0,147316.0,63473.0,637199,113,2.0,2.0,,,11.0,,,1.0,,,,1.0,,,,,,,36.0,25071,966.0,5590203
2020,4,11590560,상도4동,21400560322,807,41,25,87,90842.0,118314.0,63370.0,939562,112,3.0,1.0,,1.0,11.0,4.0,1.0,1.0,,,,,1.0,,,,,,36.0,28885,1114.0,6929105
2020,4,11590605,흑석동,41669311593,1358,47,41,169,111939.0,129166.0,94712.0,1708306,195,6.0,6.0,1.0,,24.0,5.0,3.0,2.0,,16.0,,,,1.0,,,,1.0,50.0,32306,126.0,7256254
2020,4,11590620,사당1동,46240259580,1496,62,41,130,91913.0,115543.0,68283.0,635172,126,4.0,6.0,,2.0,12.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,2.0,13.0,23072,3709.0,7664099
2020,4,11590630,사당2동,57776018835,1538,53,36,168,132103.0,182454.0,81752.0,2763201,179,3.0,2.0,,,14.0,,1.0,1.0,2.0,,,,,2.0,,,,4.0,36.0,27227,2002.0,7482804
2020,4,11590640,사당3동,7718659746,740,26,20,68,108475.0,122077.0,94872.0,907684,88,3.0,1.0,,,5.0,,2.0,1.0,,3.0,,1.0,,,,,,1.0,30.0,25027,893.0,5147509
2020,4,11590650,사당4동,19001735092,554,17,13,53,108774.0,170993.0,46556.0,436148,62,2.0,1.0,,,6.0,,,1.0,,,,1.0,,,,,,,4.0,14426,1203.0,3981090
2020,4,11590651,사당5동,3980328096,361,4,6,38,77204.0,92478.0,61930.0,682199,61,4.0,,,,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,28.0,14690,1463.0,3456812
2020,4,11590660,대방동,41795737861,1469,56,39,164,86135.0,120812.0,51458.0,1544903,199,5.0,5.0,,,16.0,3.0,3.0,4.0,4.0,,,,,,,,,2.0,61.0,38781,8214.0,6834570
2020,4,11590670,신대방1동,15660235797,845,31,29,63,107377.0,115552.0,99203.0,675281,83,3.0,1.0,,,10.0,3.0,1.0,1.0,,1.0,,,,,,,,1.0,15.0,23662,3834.0,3221350
2020,4,11590680,신대방2동,28077041738,1004,30,24,129,121704.0,166699.0,76709.0,977033,109,7.0,7.0,1.0,,16.0,,1.0,1.0,1.0,,,,,,,,,,29.0,20916,13567.0,5354590
2020,4,11620525,보라매동,21464805744,1310,50,45,104,89716.0,104011.0,75422.0,750225,83,1.0,1.0,,,5.0,,1.0,1.0,1.0,,,,,,,,,,25.0,23236,2155.0,4565057
2020,4,11620545,청림동,3103014585,411,23,17,35,73571.0,72549.0,74593.0,297155,50,2.0,,,,4.0,2.0,,,,,,,,2.0,,,,,7.0,15551,308.0,2718522
2020,4,11620565,성현동,7502232952,621,28,22,51,90792.0,123451.0,58133.0,678223,104,4.0,,,,6.0,3.0,2.0,1.0,1.0,,,,,,,,,,38.0,33366,1713.0,5758808
2020,4,11620575,행운동,35256164754,1314,70,43,132,94752.0,124181.0,65324.0,718235,111,3.0,3.0,1.0,2.0,12.0,1.0,2.0,2.0,1.0,,,,,,,,,,15.0,28912,2006.0,7209140
2020,4,11620585,낙성대동,37855823344,1262,57,46,173,114667.0,148393.0,80941.0,2262818,148,2.0,3.0,,,10.0,,1.0,,,37.0,,,,2.0,,,,,37.0,15664,5501.0,6107027
2020,4,11620595,청룡동,104176105708,1825,108,65,205,114195.0,138937.0,89453.0,1195604,147,5.0,6.0,,1.0,23.0,,2.0,2.0,3.0,,,1.0,1.0,1.0,,,,1.0,15.0,34681,3071.0,10815373
2020,4,11620605,은천동,34518172875,1241,50,38,123,105782.0,139766.0,71798.0,776212,123,6.0,,,,9.0,3.0,1.0,,1.0,,,,,,,,,,43.0,33720,1140.0,8583443
2020,4,11620615,중앙동,30352395273,894,25,23,103,97292.0,110643.0,83941.0,384728,83,1.0,3.0,,1.0,14.0,,1.0,,,,,,,,,,,1.0,12.0,15166,1264.0,6437929
