연도,분기,행정동_코드_명,행정동_코드,시세_전체,시세_1층,시세_1층외,영역_면적,월평균소득금액,지출총금액,추정매출액,유사_업종_점포_수,개업_점포_수,폐업_점포_수,프랜차이즈_점포_수,폐업률,개업률,업종_밀도,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수,집객시설_총계,총_유동인구_수,총_상주인구_수,총_직장인구_수
2022,4,마천1동,11710540,56017.0,72434.0,39599.0,575258,2435636.0,1580110000.0,34463643492.0,693,20,14,42,2.02,2.89,0.12,73.0,4.0,1.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,105.0,3678966,22624,689.0
2022,4,마천2동,11710550,143431.0,123383.0,163478.0,890688,2339431.0,4081249000.0,41092843949.0,1019,38,23,80,2.26,3.73,0.11,93.0,3.0,2.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,125.0,5267135,19813,1669.0
2022,4,망우3동,11260660,66444.0,92978.0,39911.0,962561,2231082.0,1086624000.0,15435931392.0,592,23,25,46,4.22,3.89,0.06,54.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,77.0,4376066,17398,322.0
2022,4,망우본동,11260655,80149.0,96462.0,63836.0,2948109,2443681.0,7110608000.0,66869986537.0,1968,90,45,191,2.29,4.57,0.07,238.0,9.0,4.0,1.0,4.0,25.0,1.0,2.0,3.0,4.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,2.0,54.0,358.0,10064943,31010,1519.0
2022,4,망원1동,11440690,143817.0,170736.0,116899.0,1101005,2802536.0,6851447000.0,53141369257.0,1834,100,53,116,2.89,5.45,0.17,95.0,2.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,134.0,6849652,21608,2837.0
2022,4,망원2동,11440700,132228.0,166562.0,97895.0,676411,2912810.0,3454776000.0,30189994488.0,1241,51,35,94,2.82,4.11,0.18,83.0,4.0,1.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,130.0,5763807,19167,4654.0
2022,4,면목2동,11260520,60626.0,85630.0,35622.0,763122,2322173.0,3752511000.0,27769425889.0,1167,35,25,65,2.14,3.0,0.15,112.0,3.0,0.0,0.0,1.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,165.0,6069486,26072,962.0
2022,4,면목38동,11260575,102791.0,102841.0,102741.0,1614117,2354962.0,4120478000.0,38496803096.0,1515,70,51,133,3.37,4.62,0.09,150.0,4.0,1.0,1.0,0.0,17.0,1.0,2.0,2.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,34.0,223.0,6409331,24806,1718.0
2022,4,면목4동,11260540,77119.0,102271.0,51966.0,843466,2573570.0,980433000.0,14424959028.0,638,34,23,51,3.61,5.33,0.08,61.0,2.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,87.0,5283746,20660,710.0
2022,4,면목5동,11260550,92499.0,117434.0,67564.0,704936,2233073.0,2534620000.0,7106198029.0,511,35,9,39,1.76,6.85,0.07,42.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,65.0,2304842,9670,898.0
2022,4,면목7동,11260570,96054.0,124869.0,67240.0,1236134,2655671.0,4115928000.0,42196015706.0,1076,53,31,68,2.88,4.93,0.09,108.0,2.0,2.0,0.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,144.0,7068444,22266,653.0
2022,4,면목본동,11260565,95041.0,122765.0,67317.0,849019,2336892.0,4525406000.0,55965859697.0,1749,84,62,121,3.54,4.8,0.21,168.0,4.0,2.0,0.0,0.0,18.0,1.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,30.0,240.0,9725373,34196,954.0
2022,4,명동,11140550,248622.0,280116.0,217128.0,969729,3733600.0,95839678000.0,239172641841.0,4512,156,91,492,2.02,3.46,0.47,542.0,20.0,46.0,0.0,0.0,35.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,1.0,29.0,693.0,5607132,2450,116772.0
2022,4,명일1동,11740530,101639.0,134280.0,68999.0,634942,3540203.0,6974748000.0,59127487862.0,1752,120,39,171,2.23,6.85,0.28,151.0,5.0,6.0,0.0,2.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,205.0,4910897,23041,3610.0
2022,4,명일2동,11740540,123342.0,183046.0,63639.0,914329,4514278.0,5851839000.0,74861740589.0,1173,64,31,158,2.64,5.46,0.13,107.0,3.0,6.0,0.0,0.0,18.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,159.0,2162108,18340,2419.0
2022,4,목1동,11470510,152909.0,212514.0,93303.0,1433111,5667672.0,25177738000.0,82214222765.0,3073,170,72,365,2.34,5.53,0.21,190.0,5.0,12.0,0.0,1.0,21.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,29.0,268.0,4734007,27807,14314.0
2022,4,목2동,11470520,127464.0,161428.0,93501.0,1021355,3244963.0,5456899000.0,33423173425.0,1101,49,29,89,2.63,4.45,0.11,97.0,3.0,2.0,0.0,1.0,13.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,18.0,140.0,7037970,31200,3493.0
2022,4,목3동,11470530,99774.0,99607.0,99941.0,531850,3101712.0,6179204000.0,36540987234.0,1154,48,30,98,2.6,4.16,0.22,96.0,3.0,4.0,0.0,0.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,123.0,4828046,21251,1795.0
2022,4,목4동,11470540,100014.0,120914.0,79114.0,577493,3426858.0,4989977000.0,29203950088.0,1292,60,40,125,3.1,4.64,0.22,84.0,3.0,3.0,0.0,0.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,117.0,5819088,26950,1871.0
2022,4,목5동,11470550,182760.0,256489.0,109030.0,1766361,5987821.0,11474032000.0,65818534708.0,1733,66,33,190,1.9,3.81,0.1,143.0,8.0,9.0,1.0,0.0,12.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,236.0,4429171,44710,13754.0
2022,4,무악동,11110570,,,,369520,5136717.0,2178704000.0,8257676764.0,200,6,1,22,0.5,3.0,0.05,42.0,2.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,60.0,1953884,8491,495.0
2022,4,묵1동,11260620,107659.0,137320.0,77997.0,1238436,3120718.0,4476801000.0,37949760032.0,1188,60,29,126,2.44,5.05,0.1,144.0,4.0,2.0,0.0,2.0,11.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,204.0,7389728,34443,900.0
2022,4,묵2동,11260630,68565.0,88351.0,48779.0,669204,2533867.0,3624702000.0,26666840540.0,978,31,39,58,3.99,3.17,0.15,92.0,3.0,4.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,19.0,129.0,5817535,18734,1328.0
2022,4,문래동,11560605,107623.0,111620.0,103625.0,1786708,4019445.0,11213383000.0,113570014940.0,2870,100,48,222,1.67,3.48,0.16,185.0,8.0,9.0,0.0,0.0,17.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,56.0,283.0,9692599,32692,50992.0
2022,4,문정1동,11710641,148778.0,175207.0,122349.0,612546,3568357.0,4066688000.0,31929947465.0,1240,51,33,96,2.66,4.11,0.2,70.0,3.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,101.0,4516217,21688,31928.0
2022,4,문정2동,11710642,169556.0,212365.0,126748.0,2242033,4425648.0,24443727000.0,137793096307.0,6370,269,123,522,1.93,4.22,0.28,149.0,10.0,12.0,0.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,14.0,214.0,2860989,19802,24239.0
2022,4,미성동,11620765,103830.0,118690.0,88971.0,1359429,2676537.0,4171668000.0,27107094231.0,1161,52,25,110,2.15,4.48,0.09,126.0,3.0,3.0,0.0,1.0,11.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,196.0,5519127,30775,2812.0
2022,4,미아동,11305535,98973.0,114499.0,83448.0,841204,2318870.0,5372104000.0,46648603246.0,1342,60,40,108,2.98,4.47,0.16,144.0,3.0,3.0,0.0,1.0,14.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,199.0,7995179,22868,1001.0
2022,4,반포1동,11650560,122628.0,142567.0,102688.0,992368,5338302.0,8147130000.0,73776797353.0,1797,78,30,134,1.67,4.34,0.18,140.0,6.0,6.0,0.0,1.0,20.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,205.0,6813380,28508,7309.0
2022,4,반포2동,11650570,271246.0,341287.0,201204.0,1396031,6812331.0,1909368000.0,25778670934.0,362,6,7,22,1.93,1.66,0.03,74.0,4.0,5.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,118.0,1472673,12641,3273.0
2022,4,반포3동,11650580,130494.0,169659.0,91330.0,1251708,6140775.0,4492253000.0,87207679086.0,1247,38,30,79,2.41,3.05,0.1,109.0,3.0,7.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,150.0,3041207,17389,3075.0
2022,4,반포4동,11650581,186888.0,208568.0,165208.0,1427141,5280483.0,29566560000.0,109240899632.0,3496,74,62,300,1.77,2.12,0.24,130.0,7.0,12.0,1.0,0.0,12.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,33.0,203.0,5754448,19165,55827.0
2022,4,반포본동,11650550,238345.0,,238345.0,972536,5583021.0,596387000.0,1996478591.0,445,3,23,14,5.17,0.67,0.05,33.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,51.0,329739,12869,10981.0
2022,4,발산1동,11500611,126364.0,155151.0,97577.0,2887669,3192517.0,22639060000.0,185972771356.0,3916,202,92,325,2.35,5.16,0.14,246.0,3.0,9.0,1.0,2.0,33.0,2.0,3.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,375.0,5628144,39598,3925.0
2022,4,방배1동,11650600,123989.0,145513.0,102465.0,689244,4069239.0,6638387000.0,68538585527.0,1401,48,28,139,2.0,3.43,0.2,102.0,3.0,4.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,145.0,4779663,17063,16740.0
2022,4,방배2동,11650610,125127.0,139954.0,110301.0,1904030,3864301.0,74270883000.0,48475516508.0,1515,62,30,128,1.98,4.09,0.08,114.0,4.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,37.0,166.0,5138109,20416,15032.0
2022,4,방배3동,11650620,116924.0,105221.0,128626.0,2375134,4681587.0,3592944000.0,26042016357.0,734,12,21,55,2.86,1.63,0.03,112.0,4.0,3.0,0.0,2.0,6.0,0.0,2.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,187.0,2994192,21866,13996.0
2022,4,방배4동,11650621,103288.0,130799.0,75776.0,949527,4557937.0,6050821000.0,63281581995.0,1963,65,32,126,1.63,3.31,0.21,156.0,3.0,10.0,0.0,0.0,11.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,31.0,219.0,6622886,22692,16058.0
2022,4,방배본동,11650590,99659.0,144026.0,55292.0,677510,4856162.0,16020177000.0,51072884633.0,1423,34,27,86,1.9,2.39,0.21,103.0,2.0,6.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,154.0,4332488,21003,24244.0
2022,4,방이1동,11710561,158487.0,134518.0,182456.0,609259,3970520.0,5801496000.0,40784421819.0,1283,54,33,124,2.57,4.21,0.21,73.0,2.0,1.0,0.0,0.0,10.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,104.0,3592236,16181,7882.0
2022,4,방이2동,11710562,194105.0,228906.0,159303.0,769841,2928271.0,18292739000.0,120782388617.0,2727,137,83,254,3.04,5.02,0.35,164.0,3.0,5.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,206.0,6652979,24312,41941.0
2022,4,방학1동,11320690,96201.0,129297.0,63105.0,1040857,2895702.0,8494957000.0,53995481643.0,1948,97,68,205,3.49,4.98,0.19,148.0,6.0,6.0,0.0,2.0,15.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,222.0,6655034,30854,3274.0
2022,4,방학2동,11320700,75837.0,89014.0,62660.0,1092814,2099146.0,2061313000.0,51739669179.0,840,41,25,46,2.98,4.88,0.08,64.0,3.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,99.0,3207918,21677,629.0
2022,4,방학3동,11320710,74211.0,84223.0,64199.0,1951026,2962092.0,1920587000.0,12663752760.0,590,36,10,52,1.69,6.1,0.03,112.0,3.0,3.0,0.0,0.0,6.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,178.0,3567732,29657,1210.0
2022,4,방화1동,11500630,108162.0,152910.0,63414.0,1475606,3407916.0,6576617000.0,63059380446.0,2184,120,51,230,2.34,5.49,0.15,200.0,2.0,3.0,0.0,2.0,21.0,4.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,287.0,7416241,44245,3807.0
2022,4,방화2동,11500640,84456.0,98012.0,70901.0,6157541,2708397.0,8499281000.0,28121703957.0,1679,48,43,141,2.56,2.86,0.03,124.0,4.0,0.0,0.0,0.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,5.0,37.0,189.0,4698965,23158,1702.0
2022,4,방화3동,11500641,143687.0,241515.0,45860.0,2558908,3044446.0,1707837000.0,12583099464.0,572,18,10,56,1.75,3.15,0.02,83.0,5.0,1.0,0.0,0.0,5.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,126.0,3055878,25941,2458.0
2022,4,번1동,11305595,89386.0,113443.0,65329.0,627036,2303972.0,6976181000.0,60901649251.0,1419,63,46,127,3.24,4.44,0.23,136.0,3.0,3.0,0.0,1.0,14.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,191.0,6754045,19824,1918.0
2022,4,번2동,11305603,68379.0,100615.0,36143.0,974298,2308539.0,966952000.0,8215600344.0,355,9,1,21,0.28,2.54,0.04,110.0,5.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,54.0,179.0,3115626,18104,406.0
2022,4,번3동,11305608,95233.0,152584.0,37882.0,1081177,2548326.0,2061450000.0,13267055538.0,420,15,9,53,2.14,3.57,0.04,95.0,3.0,1.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,146.0,3378827,20018,236.0
2022,4,보광동,11170700,96089.0,120038.0,72140.0,715096,2545653.0,1244682000.0,19495724978.0,771,27,17,46,2.2,3.5,0.11,70.0,4.0,1.0,0.0,0.0,8.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,106.0,4016596,14985,412.0
2022,4,보라매동,11620525,88601.0,98247.0,78955.0,750225,2529995.0,14463269000.0,28725626868.0,1379,78,43,117,3.12,5.66,0.18,83.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,118.0,3584843,24290,3041.0
2022,4,보문동,11290610,99525.0,111324.0,87726.0,553006,3162623.0,2997780000.0,12482097291.0,812,38,20,60,2.46,4.68,0.15,77.0,4.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,10.0,106.0,5781922,12473,3655.0
2022,4,부암동,11110550,99441.0,122603.0,76278.0,2274739,3647449.0,1937660000.0,8315198567.0,496,22,10,33,2.02,4.44,0.02,84.0,4.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,148.0,1165684,9744,1241.0
2022,4,북가좌1동,11410710,196728.0,147583.0,245874.0,577979,4005416.0,1953311000.0,4934492835.0,487,14,11,57,2.26,2.87,0.08,60.0,1.0,2.0,0.0,0.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,86.0,3068844,19466,346.0
2022,4,북가좌2동,11410720,91703.0,110165.0,73241.0,824866,2590646.0,3578817000.0,43180192563.0,1204,58,33,125,2.74,4.82,0.15,115.0,3.0,3.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,174.0,11842662,34442,1478.0
2022,4,북아현동,11410555,99374.0,125650.0,73099.0,458945,4172659.0,2320562000.0,14724188489.0,706,17,10,70,1.42,2.41,0.15,76.0,2.0,2.0,0.0,1.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,108.0,17582013,9826,963.0
2022,4,불광1동,11380520,90780.0,124370.0,57191.0,3124927,3182963.0,6774232000.0,46843427372.0,1417,78,59,137,4.16,5.5,0.05,198.0,6.0,4.0,0.0,1.0,17.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,49.0,285.0,5483301,42306,1996.0
2022,4,불광2동,11380530,84195.0,97711.0,70679.0,1396089,2396457.0,4481169000.0,29388679764.0,1109,22,25,62,2.25,1.98,0.08,113.0,6.0,1.0,0.0,0.0,5.0,0.0,3.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,167.0,5713003,28518,2252.0
2022,4,사근동,11200550,224797.0,218127.0,231466.0,1169216,3099614.0,6406803000.0,44366374718.0,881,31,28,184,3.18,3.52,0.08,128.0,5.0,3.0,1.0,0.0,10.0,0.0,2.0,1.0,2.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,241.0,4480873,10998,363.0
2022,4,사당1동,11590620,160696.0,145319.0,176072.0,635172,2855173.0,9002498000.0,66774150037.0,1612,80,38,134,2.36,4.96,0.25,126.0,4.0,6.0,0.0,2.0,12.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,13.0,170.0,7171824,22033,3588.0
2022,4,사당2동,11590630,156580.0,223972.0,89189.0,2763201,3884988.0,7937484000.0,78834285555.0,1606,72,45,169,2.8,4.48,0.06,179.0,3.0,2.0,0.0,0.0,14.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,36.0,244.0,7752732,28458,1900.0
2022,4,사당3동,11590640,160372.0,226454.0,94291.0,907684,3890035.0,2812822000.0,13891445148.0,780,33,16,73,2.05,4.23,0.09,88.0,3.0,1.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,135.0,5917333,23901,1344.0
2022,4,사당4동,11590650,113163.0,163426.0,62900.0,436148,2844168.0,2149618000.0,21516090523.0,589,34,13,57,2.21,5.77,0.14,62.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,77.0,3833656,14300,1156.0
2022,4,사당5동,11590651,112026.0,112026.0,,682199,3047661.0,763495000.0,5106144176.0,381,20,5,39,1.31,5.25,0.06,61.0,4.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,101.0,3300707,11517,2139.0
2022,4,사직동,11110530,173553.0,246659.0,100447.0,1158536,5007768.0,58733699000.0,107191595177.0,2792,89,47,197,1.68,3.19,0.24,206.0,18.0,24.0,0.0,0.0,15.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,34.0,305.0,4045466,8486,35094.0
2022,4,삼각산동,11305575,146156.0,146255.0,146058.0,621911,3734477.0,2399254000.0,12937906908.0,790,28,21,85,2.66,3.54,0.13,114.0,2.0,1.0,0.0,0.0,9.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,166.0,3153812,34820,373.0
2022,4,삼선동,11290555,106558.0,125054.0,88061.0,926227,3057377.0,5522722000.0,59538141191.0,1563,59,42,110,2.69,3.77,0.17,163.0,7.0,5.0,0.0,0.0,14.0,0.0,1.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,46.0,255.0,10278682,23746,4554.0
2022,4,삼성1동,11680580,243736.0,208086.0,279386.0,1944629,5098096.0,45380791000.0,314623116932.0,3927,118,77,304,1.96,3.0,0.2,199.0,6.0,26.0,0.0,3.0,13.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,38.0,294.0,4743046,12969,142941.0
2022,4,삼성2동,11680590,190623.0,203598.0,177648.0,1242271,5055114.0,17042076000.0,97241071838.0,3193,137,48,217,1.5,4.29,0.26,177.0,10.0,11.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,244.0,9350804,29555,53614.0
2022,4,삼성동,11620745,72386.0,105396.0,39376.0,2604386,2593695.0,1838123000.0,13180399837.0,638,20,12,22,1.88,3.13,0.02,94.0,3.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,44.0,154.0,7270203,25864,886.0
2022,4,삼양동,11305534,102575.0,127132.0,78018.0,924092,2473211.0,2982654000.0,20215256867.0,717,35,24,61,3.35,4.88,0.08,165.0,4.0,1.0,0.0,0.0,14.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,34.0,227.0,11329873,26436,210.0
2022,4,삼전동,11710610,153705.0,173792.0,133618.0,953338,2779980.0,7331921000.0,74114419018.0,1737,70,48,172,2.76,4.03,0.18,118.0,4.0,2.0,0.0,0.0,14.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,158.0,6565520,33572,3627.0
2022,4,삼청동,11110540,168139.0,200614.0,135664.0,1479255,3442534.0,3250333000.0,48634733593.0,735,35,9,47,1.22,4.76,0.05,49.0,10.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,85.0,925272,2597,4036.0
2022,4,상계10동,11350720,63389.0,,63389.0,809214,3132098.0,882729000.0,3583290864.0,368,16,12,38,3.26,4.35,0.05,64.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,103.0,1971859,17781,482.0
2022,4,상계1동,11350630,99946.0,144872.0,55021.0,5402614,3030316.0,8407938000.0,51205241593.0,1558,52,32,163,2.05,3.34,0.03,190.0,5.0,2.0,0.0,0.0,14.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,38.0,260.0,7490688,41426,3876.0
2022,4,상계2동,11350640,132985.0,152620.0,113351.0,623125,3122902.0,21409766000.0,95420109001.0,2834,111,88,308,3.11,3.92,0.45,182.0,2.0,1.0,0.0,2.0,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,33.0,245.0,10733187,21559,1822.0
2022,4,상계34동,11350665,179794.0,110448.0,249140.0,5211708,2644186.0,1603581000.0,13122340253.0,973,41,22,49,2.26,4.21,0.02,107.0,4.0,1.0,0.0,0.0,9.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,11.0,141.0,8003551,27744,628.0
2022,4,상계5동,11350670,87926.0,88941.0,86911.0,906891,2481440.0,2373397000.0,24577598433.0,1345,70,42,93,3.12,5.2,0.15,105.0,2.0,1.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,36.0,160.0,6399483,27306,1039.0
2022,4,상계67동,11350695,174604.0,190926.0,158281.0,1450295,3152836.0,13146426000.0,95244484219.0,1696,88,32,192,1.89,5.19,0.12,253.0,9.0,11.0,1.0,1.0,29.0,0.0,3.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,355.0,6343799,36633,3853.0
2022,4,상계8동,11350700,63768.0,,63768.0,666348,3153561.0,1483061000.0,12481096793.0,452,21,12,46,2.65,4.65,0.07,92.0,3.0,3.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,122.0,996835,26740,528.0
