연도,분기,행정동_코드_명,행정동_코드,시세_전체,시세_1층,시세_1층외,영역_면적,월평균소득금액,지출총금액,추정매출액,유사_업종_점포_수,개업_점포_수,폐업_점포_수,프랜차이즈_점포_수,폐업률,개업률,업종_밀도,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수,집객시설_총계,총_유동인구_수,총_상주인구_수,총_직장인구_수
2021,3,인헌동,11620625,104458.0,148945.0,59970.0,1089078,2783693.0,3603575000.0,38840491190.0,953,18,19,91,1.99,1.89,0.09,105.0,2.0,5.0,0.0,0.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,155.0,6458278,25460,1574.0
2021,3,일원1동,11680730,86681.0,128205.0,45157.0,953471,3022931.0,2079953000.0,25219416825.0,745,18,16,85,2.15,2.42,0.08,74.0,4.0,1.0,0.0,0.0,11.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,112.0,3259026,15672,1836.0
2021,3,일원2동,11680740,176356.0,265110.0,87603.0,1300290,4553185.0,1465888000.0,4038044477.0,470,9,1,37,0.21,1.91,0.04,66.0,3.0,3.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,96.0,1005320,17642,
2021,3,일원본동,11680720,138198.0,179806.0,96590.0,2354625,5444886.0,3246134000.0,10788977915.0,463,15,13,41,2.81,3.24,0.02,103.0,2.0,6.0,1.0,0.0,15.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,167.0,2953860,23927,
2021,3,자양1동,11215820,105986.0,137045.0,74928.0,568868,2745988.0,4536623000.0,37343356658.0,1341,40,38,127,2.83,2.98,0.24,106.0,3.0,4.0,1.0,0.0,14.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,149.0,8210023,22775,10193.0
2021,3,자양2동,11215830,81973.0,95350.0,68596.0,1657523,2999213.0,3208993000.0,19740847967.0,1099,17,29,89,2.64,1.55,0.07,95.0,2.0,1.0,0.0,0.0,8.0,2.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,137.0,5292837,25646,2299.0
2021,3,자양3동,11215840,94958.0,120541.0,69376.0,1196419,4353416.0,4227959000.0,36276025005.0,1390,38,35,143,2.52,2.73,0.12,105.0,2.0,6.0,0.0,0.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,160.0,7221325,28690,1991.0
2021,3,자양4동,11215847,109296.0,143625.0,74967.0,1180023,2795134.0,6153881000.0,36029882638.0,1547,49,34,119,2.2,3.17,0.13,106.0,5.0,2.0,0.0,1.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,150.0,7480502,17745,759.0
2021,3,잠실2동,11710670,347408.0,473098.0,221719.0,2686850,6352641.0,2919290000.0,47241582992.0,934,22,18,105,1.93,2.36,0.03,91.0,4.0,6.0,0.0,0.0,14.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,128.0,2076451,36151,3800.0
2021,3,잠실3동,11710680,240746.0,282874.0,198618.0,1542643,5452682.0,5507241000.0,48263867991.0,1813,49,49,158,2.7,2.7,0.12,103.0,5.0,9.0,0.0,0.0,11.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,149.0,2539842,35314,30372.0
2021,3,잠실4동,11710690,294916.0,399310.0,190521.0,780204,6007987.0,1408701000.0,11272522716.0,428,13,10,44,2.34,3.04,0.05,74.0,3.0,3.0,0.0,0.0,10.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,103.0,2001947,21711,2075.0
2021,3,잠실6동,11710710,179362.0,212456.0,146269.0,1508001,5237775.0,22337760000.0,151897673450.0,1911,65,62,217,3.24,3.4,0.13,144.0,4.0,17.0,0.0,1.0,23.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,13.0,207.0,2373393,17212,53520.0
2021,3,잠실7동,11710720,258276.0,258276.0,,723486,6014516.0,327437000.0,6410483026.0,207,0,1,15,0.48,0.0,0.03,30.0,2.0,4.0,0.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,49.0,703176,9882,
2021,3,잠실본동,11710650,150975.0,178325.0,123626.0,1028997,3079387.0,15049135000.0,133886654662.0,3005,75,85,351,2.83,2.5,0.29,192.0,5.0,9.0,0.0,1.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,245.0,7521484,28558,10021.0
2021,3,잠원동,11650540,129536.0,146572.0,112499.0,1756867,5458458.0,8360714000.0,68483763690.0,1958,35,49,130,2.5,1.79,0.11,135.0,3.0,8.0,0.0,0.0,13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,187.0,6498756,28349,11785.0
2021,3,장안1동,11230650,82736.0,104320.0,61152.0,1342167,2863708.0,9689323000.0,134264449165.0,2821,95,69,207,2.45,3.37,0.21,192.0,5.0,11.0,0.0,4.0,26.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,288.0,8748688,38693,9768.0
2021,3,장안2동,11230660,87125.0,111583.0,62668.0,996640,2920490.0,9722938000.0,87627293524.0,2241,49,49,243,2.19,2.19,0.22,168.0,3.0,2.0,0.0,2.0,21.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,38.0,241.0,7543683,33005,5233.0
2021,3,장위1동,11290760,50706.0,64764.0,36648.0,708546,2231978.0,1566118000.0,10859474398.0,652,14,9,46,1.38,2.15,0.09,103.0,4.0,1.0,0.0,0.0,8.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,161.0,7100905,20207,547.0
2021,3,장위2동,11290770,82156.0,99828.0,64484.0,679894,2411293.0,2176655000.0,13074641774.0,731,16,19,32,2.6,2.19,0.11,89.0,3.0,2.0,0.0,0.0,11.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,137.0,4924535,13848,686.0
2021,3,장위3동,11290780,123276.0,152573.0,93978.0,652601,3113825.0,1367002000.0,10132549506.0,456,12,13,44,2.85,2.63,0.07,82.0,1.0,0.0,0.0,0.0,5.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,133.0,2607300,17221,221.0
2021,3,장지동,11710646,133770.0,155775.0,111764.0,1278355,3263464.0,3741494000.0,29692892482.0,1028,23,23,87,2.24,2.24,0.08,136.0,4.0,3.0,0.0,0.0,10.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,41.0,203.0,8255838,30000,5323.0
2021,3,장충동,11140580,110016.0,117385.0,102647.0,1017925,2895026.0,1879249000.0,19329006254.0,517,9,15,33,2.9,1.74,0.05,63.0,6.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,13.0,93.0,2031679,4665,5479.0
2021,3,전농1동,11230560,94837.0,108540.0,81134.0,1126695,3070695.0,4599162000.0,46313544077.0,2068,67,45,198,2.18,3.24,0.18,152.0,5.0,2.0,0.0,1.0,13.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,35.0,223.0,11004590,30150,873.0
2021,3,전농2동,11230570,97988.0,121161.0,74816.0,977568,3136080.0,1357318000.0,15946437315.0,668,22,6,91,0.9,3.29,0.07,102.0,2.0,2.0,0.0,0.0,12.0,3.0,3.0,2.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,169.0,2597928,19195,1015.0
2021,3,정릉1동,11290620,81876.0,83441.0,80310.0,412365,3341356.0,1494416000.0,10401361447.0,583,15,14,56,2.4,2.57,0.14,63.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,93.0,4938521,18647,526.0
2021,3,정릉2동,11290630,85267.0,104379.0,66155.0,1094889,2934717.0,3182550000.0,13039774660.0,679,17,21,69,3.09,2.5,0.06,110.0,4.0,3.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,177.0,5956134,23495,1094.0
2021,3,정릉3동,11290640,85085.0,91421.0,78749.0,3327126,2482564.0,1441275000.0,11051672231.0,486,9,15,52,3.09,1.85,0.01,124.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,202.0,2960638,15532,378.0
2021,3,정릉4동,11290650,91304.0,128757.0,53851.0,3570914,3038165.0,3417922000.0,22413098953.0,729,20,22,76,3.02,2.74,0.02,133.0,7.0,3.0,0.0,0.0,12.0,2.0,1.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,212.0,3371816,25601,863.0
2021,3,제기동,11230545,110777.0,142019.0,79535.0,1181705,2792227.0,8273531000.0,683162105047.0,3161,55,78,72,2.47,1.74,0.27,288.0,4.0,5.0,0.0,1.0,22.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,1.0,30.0,376.0,12334789,24935,4704.0
2021,3,조원동,11620725,81134.0,106023.0,56245.0,666607,2523192.0,4097885000.0,56384248124.0,1300,38,49,98,3.77,2.92,0.2,96.0,3.0,1.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,145.0,6521631,17480,2942.0
2021,3,종로1234가동,11110615,183267.0,240906.0,125629.0,2417171,3245251.0,223930244000.0,462202544340.0,10437,173,203,540,1.95,1.66,0.43,500.0,19.0,35.0,0.0,0.0,47.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,5.0,17.0,0.0,0.0,0.0,5.0,72.0,708.0,11499578,7242,115053.0
2021,3,종로56가동,11110630,240795.0,241447.0,240143.0,603167,2531450.0,6846828000.0,93593284437.0,1987,31,41,95,2.06,1.56,0.33,212.0,7.0,8.0,0.0,0.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,23.0,291.0,6034691,5219,22084.0
2021,3,종암동,11290705,83963.0,97569.0,70357.0,1404527,3381883.0,5501177000.0,35059336940.0,1413,51,39,140,2.76,3.61,0.1,189.0,7.0,2.0,0.0,1.0,17.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,282.0,11328853,39773,16164.0
2021,3,중계1동,11350621,115871.0,154410.0,77332.0,623451,4623227.0,4221815000.0,10829357455.0,1010,36,34,137,3.37,3.56,0.16,85.0,2.0,3.0,0.0,0.0,7.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,120.0,4283727,27473,950.0
2021,3,중계23동,11350625,119793.0,168406.0,71181.0,919083,2936682.0,7806631000.0,45881554774.0,1254,37,36,125,2.87,2.95,0.14,142.0,7.0,2.0,0.0,0.0,10.0,4.0,4.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,39.0,215.0,4639799,35461,1294.0
2021,3,중계4동,11350624,97446.0,139409.0,55482.0,1519449,3196660.0,3545640000.0,32251009627.0,865,27,24,80,2.77,3.12,0.06,81.0,2.0,3.0,0.0,0.0,14.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,113.0,3106288,20700,1121.0
2021,3,중계본동,11350619,102738.0,134119.0,71356.0,2183234,4197248.0,5798407000.0,40404383956.0,1206,25,13,105,1.08,2.07,0.06,95.0,5.0,2.0,0.0,0.0,7.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,138.0,4739893,24840,904.0
2021,3,중곡1동,11215740,83551.0,111385.0,55717.0,614505,2542359.0,4047639000.0,47569539674.0,1186,35,28,79,2.36,2.95,0.19,74.0,2.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,107.0,4230257,16176,4132.0
2021,3,중곡2동,11215750,77436.0,101642.0,53230.0,545542,2555101.0,3392044000.0,40194593083.0,1214,29,25,95,2.06,2.39,0.22,104.0,2.0,4.0,0.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,149.0,4951535,21787,2348.0
2021,3,중곡3동,11215760,87910.0,122272.0,53548.0,601866,2390961.0,2488001000.0,20024326328.0,926,22,14,67,1.51,2.38,0.15,97.0,3.0,1.0,0.0,1.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,144.0,4758469,16644,919.0
2021,3,중곡4동,11215770,90862.0,118052.0,63672.0,2313468,2523958.0,3024716000.0,31411943355.0,1083,32,39,74,3.6,2.95,0.05,105.0,2.0,2.0,0.0,0.0,7.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,157.0,6802837,29181,3121.0
2021,3,중림동,11140680,129541.0,132762.0,126319.0,484384,4435938.0,1964905000.0,24173970070.0,716,13,11,71,1.54,1.82,0.15,77.0,3.0,2.0,0.0,0.0,7.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,14.0,112.0,2099068,12288,3238.0
2021,3,중앙동,11620615,94065.0,115774.0,72356.0,384728,2633493.0,5137056000.0,38588670192.0,905,28,31,106,3.43,3.09,0.24,83.0,1.0,3.0,0.0,1.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,116.0,6130718,15166,1264.0
2021,3,중화1동,11260600,98058.0,84887.0,111228.0,641493,2518956.0,1478801000.0,14982210187.0,650,18,17,46,2.62,2.77,0.1,79.0,2.0,1.0,0.0,1.0,7.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,110.0,6018928,20232,1158.0
2021,3,중화2동,11260610,89709.0,113316.0,66103.0,1016955,2253552.0,3990540000.0,37767792257.0,1314,43,40,107,3.04,3.27,0.13,123.0,2.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,32.0,179.0,8215225,25562,794.0
2021,3,증산동,11380640,72221.0,93547.0,50896.0,807409,2838450.0,2412406000.0,10851966333.0,676,19,13,46,1.92,2.81,0.08,83.0,3.0,0.0,0.0,0.0,8.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,117.0,3192123,15338,2370.0
2021,3,진관동,11380690,117111.0,145091.0,89131.0,11565110,4070863.0,13692466000.0,26867937997.0,2038,62,54,313,2.65,3.04,0.02,242.0,6.0,6.0,0.0,0.0,22.0,6.0,6.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,81.0,377.0,7682429,57020,539.0
2021,3,창1동,11320511,101293.0,118279.0,84307.0,1122171,3038009.0,3101604000.0,26694778005.0,802,21,22,73,2.74,2.62,0.07,94.0,3.0,2.0,0.0,0.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,140.0,4647084,25241,900.0
2021,3,창2동,11320512,62431.0,88470.0,36392.0,654442,2551630.0,3076150000.0,22611882821.0,911,22,28,61,3.07,2.41,0.14,95.0,3.0,0.0,0.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,153.0,9717812,29648,1112.0
2021,3,창3동,11320513,56560.0,69225.0,43895.0,655485,2229423.0,1079538000.0,15249918450.0,618,19,25,36,4.05,3.07,0.09,66.0,1.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,103.0,4175254,14305,589.0
2021,3,창4동,11320514,126622.0,186491.0,66754.0,1140172,3547959.0,2904444000.0,17648856378.0,988,30,34,101,3.44,3.04,0.09,130.0,7.0,4.0,0.0,0.0,8.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,206.0,3645041,27197,1631.0
2021,3,창5동,11320515,101396.0,143742.0,59050.0,701480,3298026.0,6258469000.0,58637839744.0,1150,30,27,145,2.35,2.61,0.16,119.0,7.0,3.0,0.0,3.0,12.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,24.0,176.0,4607615,25203,5138.0
2021,3,창신1동,11110670,165932.0,205670.0,126193.0,305337,2393308.0,1910357000.0,61368376372.0,1813,42,66,52,3.64,2.32,0.59,111.0,3.0,4.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,2.0,11.0,150.0,3060638,5129,1940.0
2021,3,창신2동,11110680,93485.0,116312.0,70659.0,257323,2112817.0,829182000.0,12059000530.0,397,7,8,21,2.02,1.76,0.15,38.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,5728323,8326,183.0
2021,3,창신3동,11110690,82695.0,97676.0,67715.0,216835,3006052.0,368853000.0,428252225.0,179,5,6,18,3.35,2.79,0.08,24.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,36.0,1135523,6921,111.0
2021,3,천연동,11410520,106611.0,149857.0,63365.0,982817,4197718.0,1916650000.0,16931784585.0,632,10,16,55,2.53,1.58,0.06,127.0,4.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,195.0,4090989,17742,1117.0
2021,3,천호1동,11740600,75453.0,95647.0,55259.0,668998,2473111.0,2348461000.0,26595424807.0,1103,22,37,121,3.35,1.99,0.16,92.0,4.0,1.0,0.0,0.0,11.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,125.0,13272948,27485,1785.0
2021,3,천호2동,11740610,103170.0,130907.0,75434.0,1850853,2749741.0,81099434000.0,124953860613.0,3330,91,74,284,2.22,2.73,0.18,203.0,4.0,3.0,0.0,1.0,26.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,22.0,265.0,11429418,34494,2915.0
2021,3,천호3동,11740620,102913.0,132566.0,73261.0,561872,3165328.0,3804170000.0,34126011795.0,1526,50,38,130,2.49,3.28,0.27,115.0,4.0,3.0,0.0,2.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,151.0,8543899,26573,1293.0
2021,3,청구동,11140645,93764.0,93089.0,94439.0,342571,3566241.0,1303868000.0,10536799550.0,545,14,10,38,1.83,2.57,0.16,34.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,49.0,3325722,14045,2028.0
2021,3,청담동,11680565,151670.0,184241.0,119099.0,2329217,5010204.0,30351041000.0,242491247937.0,4414,122,92,196,2.08,2.76,0.19,288.0,11.0,19.0,0.0,4.0,27.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,382.0,9672601,27014,54369.0
2021,3,청량리동,11230705,89015.0,116149.0,61881.0,1204398,2860315.0,3695979000.0,46064320098.0,1132,24,30,64,2.65,2.12,0.09,154.0,9.0,4.0,1.0,0.0,16.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,34.0,226.0,6101841,19830,2798.0
2021,3,청룡동,11620595,116579.0,140132.0,93025.0,1195604,2768161.0,8044273000.0,84093813772.0,1841,46,50,211,2.72,2.5,0.15,147.0,5.0,6.0,0.0,1.0,23.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,15.0,208.0,11173278,34681,3071.0
2021,3,청림동,11620545,110569.0,97045.0,124094.0,297155,3682775.0,1409444000.0,4616898324.0,408,14,15,34,3.68,3.43,0.14,50.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,67.0,2872511,15551,308.0
2021,3,청운효자동,11110515,131721.0,183465.0,79977.0,2568432,3780222.0,2714158000.0,24733472067.0,855,33,21,26,2.46,3.86,0.03,93.0,6.0,3.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,146.0,3595242,12434,6252.0
2021,3,청파동,11170555,108347.0,131866.0,84828.0,886225,2608804.0,2416880000.0,37048463962.0,1226,30,21,149,1.71,2.45,0.14,128.0,7.0,2.0,0.0,1.0,11.0,0.0,2.0,2.0,4.0,22.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,216.0,7324502,19837,3013.0
2021,3,충현동,11410565,107030.0,129074.0,84987.0,1116001,3210231.0,2687647000.0,26620739894.0,1233,19,32,116,2.6,1.54,0.11,184.0,9.0,8.0,0.0,0.0,7.0,1.0,3.0,1.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,58.0,300.0,9545076,20756,12196.0
2021,3,평창동,11110560,84827.0,94639.0,75015.0,8947328,4504006.0,2449042000.0,11155278837.0,662,13,22,35,3.32,1.96,0.01,162.0,6.0,2.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,271.0,856614,18390,11836.0
2021,3,풍납1동,11710510,117518.0,159785.0,75252.0,1075294,3011150.0,1126096000.0,11462852161.0,522,7,11,38,2.11,1.34,0.05,48.0,3.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,66.0,4967690,13896,1007.0
2021,3,풍납2동,11710520,124398.0,151445.0,97350.0,2564554,3891704.0,4681454000.0,28877493387.0,902,11,16,79,1.77,1.22,0.04,125.0,5.0,5.0,1.0,0.0,26.0,2.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,198.0,6887156,25501,473.0
2021,3,필동,11140570,129129.0,171127.0,87131.0,1464686,3033044.0,3233101000.0,26512660126.0,1188,18,24,125,2.02,1.52,0.08,123.0,6.0,9.0,1.0,0.0,7.0,0.0,2.0,0.0,1.0,19.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,15.0,188.0,1988440,4038,13408.0
2021,3,하계1동,11350611,78998.0,85399.0,72596.0,1527061,3611061.0,5199282000.0,58702294173.0,891,23,17,100,1.91,2.58,0.06,133.0,4.0,3.0,1.0,0.0,9.0,1.0,1.0,2.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,215.0,4169427,27479,557.0
2021,3,하계2동,11350612,116548.0,145453.0,87643.0,500023,3625940.0,576088000.0,3714136435.0,299,9,10,29,3.34,3.01,0.06,67.0,2.0,1.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,108.0,2704377,22673,
2021,3,한강로동,11170625,125979.0,144509.0,107449.0,2869816,4948344.0,32494227000.0,932601382892.0,5074,132,84,315,1.66,2.6,0.18,242.0,19.0,19.0,0.0,0.0,21.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,7.0,41.0,362.0,4896227,19846,43804.0
2021,3,한남동,11170685,126688.0,148777.0,104599.0,3031897,4381088.0,11285665000.0,73824196507.0,2261,68,80,125,3.54,3.01,0.07,171.0,30.0,11.0,1.0,0.0,13.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,271.0,5934848,21151,37600.0
2021,3,합정동,11440680,126616.0,146530.0,106703.0,1712389,3195027.0,7795169000.0,47927339394.0,1948,63,41,142,2.1,3.23,0.11,109.0,4.0,3.0,0.0,0.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,161.0,5259147,19846,5238.0
2021,3,항동,11530800,,,,1446941,3007261.0,1283918000.0,217215620.0,299,32,9,54,3.01,10.7,0.02,64.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,116.0,878831,16279,
2021,3,행당1동,11200560,120677.0,132399.0,108955.0,573566,3900841.0,5052071000.0,35129632661.0,1212,36,32,147,2.64,2.97,0.21,130.0,9.0,4.0,0.0,2.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,30.0,196.0,3865396,14071,1566.0
2021,3,행당2동,11200570,142973.0,163733.0,122214.0,457669,4408744.0,1481364000.0,6101532198.0,555,16,14,72,2.52,2.88,0.12,79.0,2.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,116.0,4920541,24054,17.0
2021,3,행운동,11620575,106307.0,128260.0,84354.0,718235,2889475.0,5513716000.0,40432764237.0,1311,35,32,133,2.44,2.67,0.18,111.0,3.0,3.0,1.0,2.0,12.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,153.0,7434355,28912,2006.0
2021,3,혜화동,11110650,115716.0,149542.0,81890.0,1132421,3333112.0,6316044000.0,40190912997.0,1457,28,45,190,3.09,1.92,0.13,145.0,6.0,5.0,0.0,0.0,16.0,3.0,1.0,1.0,4.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,244.0,7727316,16799,5345.0
