연도,분기,행정동코드,행정동명,당월매출금액
2020,1,11500590,화곡본동,26796034980
2020,1,11500591,화곡6동,32857580946
2020,1,11500593,화곡8동,22948988104
2020,1,11500603,가양1동,84221817213
2020,1,11500604,가양2동,23300376032
2020,1,11500605,가양3동,6801220700
2020,1,11500611,발산1동,155803244716
2020,1,11500615,우장산동,23555194366
2020,1,11500620,공항동,28216308829
2020,1,11500630,방화1동,40738259450
2020,1,11500640,방화2동,21855493689
2020,1,11500641,방화3동,8793974188
2020,1,11530510,신도림동,26550847713
2020,1,11530520,구로1동,11783416560
2020,1,11530530,구로2동,149024560787
2020,1,11530540,구로3동,105139872211
2020,1,11530550,구로4동,35345162232
2020,1,11530560,구로5동,62760308722
2020,1,11530595,가리봉동,14602343717
2020,1,11530720,고척1동,43849919517
2020,1,11530730,고척2동,21079850886
2020,1,11530740,개봉1동,21886652770
2020,1,11530750,개봉2동,18731639310
2020,1,11530760,개봉3동,13467167470
2020,1,11530770,오류1동,30228128652
2020,1,11530780,오류2동,17783457633
2020,1,11530790,수궁동,8512417170
2020,1,11545510,가산동,611039840449
2020,1,11545610,독산1동,236694993731
2020,1,11545620,독산2동,17119110406
2020,1,11545630,독산3동,28154823172
2020,1,11545640,독산4동,15203659836
2020,1,11545670,시흥1동,64363982177
2020,1,11545680,시흥2동,6287054092
2020,1,11545690,시흥3동,11266263412
2020,1,11545700,시흥4동,8702535653
2020,1,11545710,시흥5동,21384998962
2020,1,11560515,영등포본동,27772363738
2020,1,11560535,영등포동,229483740503
2020,1,11560540,여의동,223733377263
2020,1,11560550,당산1동,107875986829
2020,1,11560560,당산2동,41143480972
2020,1,11560585,도림동,11729878137
2020,1,11560605,문래동,86483989838
2020,1,11560610,양평1동,27333908677
2020,1,11560620,양평2동,67632860367
2020,1,11560630,신길1동,26227964385
2020,1,11560650,신길3동,11151352339
2020,1,11560660,신길4동,2569532865
2020,1,11560670,신길5동,4664193269
2020,1,11560680,신길6동,27334721153
2020,1,11560690,신길7동,6876567721
2020,1,11560700,대림1동,22058749644
2020,1,11560710,대림2동,22124567006
2020,1,11560720,대림3동,106149501943
2020,1,11590510,노량진1동,249170359692
2020,1,11590520,노량진2동,406351589315
2020,1,11590530,상도1동,47264482480
2020,1,11590540,상도2동,18973859292
2020,1,11590550,상도3동,28455190695
2020,1,11590560,상도4동,22132007130
2020,1,11590605,흑석동,42273863089
2020,1,11590620,사당1동,45642997456
2020,1,11590630,사당2동,58399563781
2020,1,11590640,사당3동,7798319935
2020,1,11590650,사당4동,18537054425
2020,1,11590651,사당5동,4043993849
2020,1,11590660,대방동,41124714742
2020,1,11590670,신대방1동,14923913448
2020,1,11590680,신대방2동,26964642342
2020,1,11620525,보라매동,20638880680
2020,1,11620545,청림동,3161780812
2020,1,11620565,성현동,7438395304
2020,1,11620575,행운동,33233292725
2020,1,11620585,낙성대동,34333022688
2020,1,11620595,청룡동,95432051194
2020,1,11620605,은천동,32827607431
2020,1,11620615,중앙동,31415091823
2020,1,11620625,인헌동,26826659411
2020,1,11620630,남현동,19937047658
2020,1,11620645,서원동,46418705803
2020,1,11620655,신원동,13125192729
2020,1,11620665,서림동,15006465750
2020,1,11620685,신사동,24158800815
2020,1,11620695,신림동,48609978513
2020,1,11620715,난향동,3005342648
2020,1,11620725,조원동,41382132311
2020,1,11620735,대학동,26144642161
2020,1,11620745,삼성동,8222529185
2020,1,11620765,미성동,19649977206
2020,1,11620775,난곡동,11746349314
2020,1,11650510,서초1동,55546010689
2020,1,11650520,서초2동,88028972999
2020,1,11650530,서초3동,140404891450
2020,1,11650531,서초4동,148703812344
2020,1,11650540,잠원동,58497569315
2020,1,11650550,반포본동,3102601660
2020,1,11650560,반포1동,53168514838
2020,1,11650570,반포2동,14618048181
2020,1,11650580,반포3동,64036394162
2020,1,11650581,반포4동,63168286864
2020,1,11650590,방배본동,42425965716
2020,1,11650600,방배1동,65794316566
2020,1,11650610,방배2동,35733431230
2020,1,11650620,방배3동,21656034441
2020,1,11650621,방배4동,50466442223
2020,1,11650651,양재1동,85701414836
2020,1,11650652,양재2동,111438920248
2020,1,11650660,내곡동,6051821810
2020,1,11680510,신사동,241356323394
2020,1,11680521,논현1동,240812409852
2020,1,11680531,논현2동,139120821878
2020,1,11680545,압구정동,234308902920
2020,1,11680565,청담동,213794003888
2020,1,11680580,삼성1동,293921053060
2020,1,11680590,삼성2동,95886003592
2020,1,11680600,대치1동,67629151131
2020,1,11680610,대치2동,110644395685
2020,1,11680630,대치4동,119363691863
2020,1,11680640,역삼1동,424653832349
2020,1,11680650,역삼2동,78686883823
2020,1,11680655,도곡1동,53165560226
2020,1,11680656,도곡2동,48049285813
2020,1,11680660,개포1동,83449984
2020,1,11680670,개포2동,15901681186
2020,1,11680690,개포4동,44834577534
2020,1,11680700,세곡동,23418586063
2020,1,11680720,일원본동,9016287342
2020,1,11680730,일원1동,23218513880
2020,1,11680740,일원2동,2469643117
2020,1,11680750,수서동,49720443783
2020,1,11710510,풍납1동,9240716210
2020,1,11710520,풍납2동,20297720422
2020,1,11710531,거여1동,9592283423
2020,1,11710532,거여2동,19912158970
2020,1,11710540,마천1동,17999319039
2020,1,11710550,마천2동,24507265292
2020,1,11710561,방이1동,27320694892
2020,1,11710562,방이2동,79850125865
2020,1,11710566,오륜동,2555082390
2020,1,11710570,오금동,60696819274
2020,1,11710580,송파1동,52060364615
2020,1,11710590,송파2동,20343736182
2020,1,11710600,석촌동,70406680326
2020,1,11710610,삼전동,56709108223
2020,1,11710620,가락본동,61728656150
2020,1,11710631,가락1동,322031760891
2020,1,11710632,가락2동,40885703782
2020,1,11710641,문정1동,21385637452
2020,1,11710642,문정2동,92871680893
2020,1,11710646,장지동,24339614855
2020,1,11710647,위례동,2175010755
2020,1,11710650,잠실본동,107970136831
2020,1,11710670,잠실2동,31009280065
2020,1,11710680,잠실3동,32561380874
2020,1,11710690,잠실4동,7293155139
2020,1,11710710,잠실6동,107383936552
2020,1,11710720,잠실7동,3764666340
2020,1,11740515,강일동,8816816556
2020,1,11740520,상일동,15015745928
2020,1,11740530,명일1동,40834553799
2020,1,11740540,명일2동,38071581845
2020,1,11740550,고덕1동,4843247768
2020,1,11740560,고덕2동,10739632618
2020,1,11740570,암사1동,28544480330
2020,1,11740580,암사2동,17677497458
2020,1,11740590,암사3동,11388724273
2020,1,11740600,천호1동,24472707677
2020,1,11740610,천호2동,118560921733
2020,1,11740620,천호3동,27331771005
2020,1,11740640,성내1동,34129210220
2020,1,11740650,성내2동,31678508860
2020,1,11740660,성내3동,56195738610
2020,1,11740685,길동,75435815989
2020,1,11740700,둔촌2동,18196588552
2020,2,11110515,청운효자동,18298442834
2020,2,11110530,사직동,63091680882
2020,2,11110540,삼청동,21739341656
2020,2,11110550,부암동,4196925190
2020,2,11110560,평창동,10498958597
2020,2,11110570,무악동,4683510037
2020,2,11110580,교남동,3467259157
2020,2,11110600,가회동,13042545549
2020,2,11110615,종로1·2·3·4가동,372104672720
2020,2,11110630,종로5·6가동,85561922406
2020,2,11110640,이화동,26562341250
2020,2,11110650,혜화동,39884815780
2020,2,11110670,창신1동,69287908854
2020,2,11110680,창신2동,10189662839
2020,2,11110690,창신3동,329137821
2020,2,11110700,숭인1동,4010942780
2020,2,11110710,숭인2동,21740723017
2020,2,11140520,소공동,75254288263
2020,2,11140540,회현동,155363421682
2020,2,11140550,명동,186922226259
2020,2,11140570,필동,23450714547
2020,2,11140580,장충동,17375304178
2020,2,11140590,광희동,113146362734
2020,2,11140605,을지로동,240762261535
2020,2,11140615,신당동,57295796071
2020,2,11140625,다산동,31174733590
2020,2,11140635,약수동,34856229869
2020,2,11140645,청구동,14287480221
2020,2,11140650,신당5동,18250655895
2020,2,11140665,동화동,16400940886
2020,2,11140670,황학동,48036761471
2020,2,11140680,중림동,26871177259
2020,2,11170510,후암동,18538844657
2020,2,11170520,용산2가동,9245195496
2020,2,11170530,남영동,41788255661
2020,2,11170555,청파동,27954691269
2020,2,11170560,원효로1동,191768537435
2020,2,11170570,원효로2동,114406677876
2020,2,11170580,효창동,9642270144
2020,2,11170590,용문동,16463458863
2020,2,11170625,한강로동,947360013828
2020,2,11170630,이촌1동,32572814944
2020,2,11170640,이촌2동,5256709430
2020,2,11170650,이태원1동,50430865637
2020,2,11170660,이태원2동,11357545869
2020,2,11170685,한남동,70913989748
2020,2,11170690,서빙고동,4107521081
2020,2,11170700,보광동,18933146422
2020,2,11200520,왕십리2동,8898350996
2020,2,11200535,왕십리도선동,27437908971
2020,2,11200540,마장동,20497563716
2020,2,11200550,사근동,31249229482
2020,2,11200560,행당1동,35335757035
2020,2,11200570,행당2동,12765252906
2020,2,11200580,응봉동,1469238970
2020,2,11200590,금호1가동,5713126683
2020,2,11200615,금호2·3가동,16631989995
2020,2,11200620,금호4가동,9564162709
2020,2,11200645,옥수동,16230977417
2020,2,11200650,성수1가1동,24061709928
2020,2,11200660,성수1가2동,48474997675
2020,2,11200670,성수2가1동,56368125932
2020,2,11200690,성수2가3동,89823915208
2020,2,11200720,송정동,4656806480
2020,2,11200790,용답동,30887128751
2020,2,11215710,화양동,74202031718
2020,2,11215730,군자동,37806228777
2020,2,11215740,중곡1동,42804855673
2020,2,11215750,중곡2동,38566336066
2020,2,11215760,중곡3동,15994304691
2020,2,11215770,중곡4동,33402622319
2020,2,11215780,능동,21991146618
2020,2,11215810,광장동,27959907317
2020,2,11215820,자양1동,33469461399
2020,2,11215830,자양2동,16048163735
2020,2,11215840,자양3동,43711030938
2020,2,11215847,자양4동,35233044603
2020,2,11215850,구의1동,47428424986
2020,2,11215860,구의2동,25516949075
2020,2,11215870,구의3동,150407099922
2020,2,11230536,용신동,82071225794
2020,2,11230545,제기동,412269077166
2020,2,11230560,전농1동,27169717632
2020,2,11230570,전농2동,12218564661
2020,2,11230600,답십리1동,22889790038
2020,2,11230610,답십리2동,22108944043
2020,2,11230650,장안1동,112007977822
2020,2,11230660,장안2동,78172429975
2020,2,11230705,청량리동,39012946821
2020,2,11230710,회기동,23305049818
2020,2,11230720,휘경1동,19173836863
2020,2,11230730,휘경2동,12703768095
2020,2,11230740,이문1동,21665787142
2020,2,11230750,이문2동,6579229149
2020,2,11260520,면목2동,18501750620
2020,2,11260540,면목4동,9661039241
2020,2,11260550,면목5동,9892927635
2020,2,11260565,면목본동,47628941277
2020,2,11260570,면목7동,34548165336
2020,2,11260575,면목3·8동,30012958148
2020,2,11260580,상봉1동,52841543420
2020,2,11260590,상봉2동,57549356456
2020,2,11260600,중화1동,13879116005
2020,2,11260610,중화2동,33055519269
2020,2,11260620,묵1동,31801341396
2020,2,11260630,묵2동,23369584656
2020,2,11260655,망우본동,55062371854
2020,2,11260660,망우3동,11162375543
2020,2,11260680,신내1동,53424344697
2020,2,11260690,신내2동,24258123249
2020,2,11290525,성북동,17306045361
2020,2,11290555,삼선동,43217829233
2020,2,11290575,동선동,53368786352
2020,2,11290580,돈암1동,5286936187
2020,2,11290590,돈암2동,4734926793
2020,2,11290600,안암동,30432644547
2020,2,11290610,보문동,14157811691
2020,2,11290620,정릉1동,9456203895
2020,2,11290630,정릉2동,10917977271
2020,2,11290640,정릉3동,8357119706
2020,2,11290650,정릉4동,18500750763
2020,2,11290660,길음1동,9031572567
2020,2,11290685,길음2동,22382441805
2020,2,11290705,종암동,29353198809
2020,2,11290715,월곡1동,12992640246
2020,2,11290725,월곡2동,23634493466
2020,2,11290760,장위1동,8709492699
2020,2,11290770,장위2동,11989517790
2020,2,11290780,장위3동,7024292119
2020,2,11290810,석관동,31314872935
2020,2,11305534,삼양동,15688888132
2020,2,11305535,미아동,38396639487
2020,2,11305545,송중동,82170965173
2020,2,11305555,송천동,36389982073
2020,2,11305575,삼각산동,9848635618
2020,2,11305595,번1동,58876888189
2020,2,11305603,번2동,6070270991
2020,2,11305608,번3동,11852090112
2020,2,11305615,수유1동,38536333583
2020,2,11305625,수유2동,19767882943
2020,2,11305635,수유3동,62212274886
2020,2,11305645,우이동,20439588988
2020,2,11305660,인수동,16272332723
2020,2,11320511,창1동,25629157259
2020,2,11320512,창2동,18163849799
2020,2,11320513,창3동,12254665246
2020,2,11320514,창4동,23187482239
2020,2,11320515,창5동,39360175522
2020,2,11320521,도봉1동,48186278970
2020,2,11320522,도봉2동,11675547921
2020,2,11320660,쌍문1동,11185284296
2020,2,11320670,쌍문2동,24201767473
2020,2,11320680,쌍문3동,21035154732
2020,2,11320681,쌍문4동,9650871039
2020,2,11320690,방학1동,41441872014
2020,2,11320700,방학2동,31681682158
2020,2,11320710,방학3동,12556815365
2020,2,11350560,월계1동,20634218557
2020,2,11350570,월계2동,4623542501
2020,2,11350580,월계3동,5502416291
2020,2,11350595,공릉1동,51502892519
2020,2,11350600,공릉2동,31874796666
2020,2,11350611,하계1동,56358110472
2020,2,11350612,하계2동,4164067852
2020,2,11350619,중계본동,34012420086
2020,2,11350621,중계1동,10673347506
2020,2,11350624,중계4동,26791660678
2020,2,11350625,중계2·3동,129994115607
2020,2,11350630,상계1동,38438458920
2020,2,11350640,상계2동,77937648767
2020,2,11350665,상계3·4동,10569484601
2020,2,11350670,상계5동,19980052082
2020,2,11350695,상계6·7동,68827398206
2020,2,11350700,상계8동,11630269680
2020,2,11350710,상계9동,13768777602
2020,2,11350720,상계10동,2545880345
2020,2,11380510,녹번동,27556619160
2020,2,11380520,불광1동,41102152486
2020,2,11380530,불광2동,25099393363
2020,2,11380551,갈현1동,37386576842
2020,2,11380552,갈현2동,49730688336
2020,2,11380560,구산동,14032778740
2020,2,11380570,대조동,55226993638
2020,2,11380580,응암1동,38746169741
2020,2,11380590,응암2동,10123648296
2020,2,11380600,응암3동,43750191929
2020,2,11380625,역촌동,37560285826
2020,2,11380631,신사1동,19222441301
2020,2,11380632,신사2동,9411367911
2020,2,11380640,증산동,10890447871
2020,2,11380650,수색동,3276298082
2020,2,11380690,진관동,23577754928
2020,2,11410520,천연동,13720511636
2020,2,11410555,북아현동,13286021359
2020,2,11410565,충현동,25320086746
2020,2,11410585,신촌동,101403549955
2020,2,11410615,연희동,55240364521
2020,2,11410620,홍제1동,14920042978
2020,2,11410640,홍제3동,34951937678
2020,2,11410655,홍제2동,5777792277
2020,2,11410660,홍은1동,14392766197
2020,2,11410685,홍은2동,16179643618
2020,2,11410690,남가좌1동,10271796386
2020,2,11410700,남가좌2동,20510844391
2020,2,11410710,북가좌1동,3593763374
2020,2,11410720,북가좌2동,35915882915
2020,2,11440555,아현동,25352412629
2020,2,11440565,공덕동,36903692361
2020,2,11440585,도화동,40187256925
2020,2,11440590,용강동,50574739974
2020,2,11440600,대흥동,44733097989
2020,2,11440610,염리동,13879088552
2020,2,11440630,신수동,17702118752
2020,2,11440655,서강동,32594817565
2020,2,11440660,서교동,248348559638
2020,2,11440680,합정동,58427016074
2020,2,11440690,망원1동,42027325575
2020,2,11440700,망원2동,23641776590
2020,2,11440710,연남동,29271328097
2020,2,11440720,성산1동,30765544343
2020,2,11440730,성산2동,34798243252
2020,2,11440740,상암동,67903229794
2020,2,11470510,목1동,64287500348
2020,2,11470520,목2동,28076646683
2020,2,11470530,목3동,35935474014
2020,2,11470540,목4동,26447864295
2020,2,11470550,목5동,38048236532
2020,2,11470560,신월1동,25299036490
2020,2,11470570,신월2동,16553503010
2020,2,11470580,신월3동,6388466595
2020,2,11470590,신월4동,13094963892
2020,2,11470600,신월5동,7784615494
2020,2,11470610,신월6동,9387273642
2020,2,11470611,신월7동,14905972909
2020,2,11470620,신정1동,27916687593
2020,2,11470630,신정2동,23568130980
2020,2,11470640,신정3동,26374464378
2020,2,11470650,신정4동,69086068370
2020,2,11470670,신정6동,7961724417
2020,2,11470680,신정7동,21673307875
2020,2,11500510,염창동,49576243691
2020,2,11500520,등촌1동,68096826750
2020,2,11500530,등촌2동,8017557357
2020,2,11500535,등촌3동,52619549411
2020,2,11500540,화곡1동,67917081412
2020,2,11500550,화곡2동,11237772634
2020,2,11500560,화곡3동,24530643314
2020,2,11500570,화곡4동,34736951846
2020,2,11500590,화곡본동,30024188167
2020,2,11500591,화곡6동,33622103217
2020,2,11500593,화곡8동,24121937233
2020,2,11500603,가양1동,87206835598
2020,2,11500604,가양2동,25357708692
2020,2,11500605,가양3동,7321707816
2020,2,11500611,발산1동,158774451255
2020,2,11500615,우장산동,25382921938
2020,2,11500620,공항동,29412181292
2020,2,11500630,방화1동,45412023851
2020,2,11500640,방화2동,23814566856
2020,2,11500641,방화3동,9212266239
2020,2,11530510,신도림동,32048939701
2020,2,11530520,구로1동,12122835460
2020,2,11530530,구로2동,155261892641
2020,2,11530540,구로3동,104642918137
2020,2,11530550,구로4동,41200957902
2020,2,11530560,구로5동,69435909192
2020,2,11530595,가리봉동,16199997521
2020,2,11530720,고척1동,49144442495
2020,2,11530730,고척2동,23232515018
2020,2,11530740,개봉1동,28706796056
2020,2,11530750,개봉2동,21568505088
2020,2,11530760,개봉3동,15629135083
2020,2,11530770,오류1동,32652416554
2020,2,11530780,오류2동,19074266900
2020,2,11530790,수궁동,10058245826
2020,2,11545510,가산동,729773112844
2020,2,11545610,독산1동,207883790023
2020,2,11545620,독산2동,17961612577
2020,2,11545630,독산3동,33046852804
2020,2,11545640,독산4동,16149705036
2020,2,11545670,시흥1동,72889674085
2020,2,11545680,시흥2동,4921550841
2020,2,11545690,시흥3동,14087648352
2020,2,11545700,시흥4동,10233526585
2020,2,11545710,시흥5동,23627328132
2020,2,11560515,영등포본동,28010596071
2020,2,11560535,영등포동,224043378998
2020,2,11560540,여의동,243362360062
2020,2,11560550,당산1동,110355460828
2020,2,11560560,당산2동,43105096259
2020,2,11560585,도림동,12875831696
2020,2,11560605,문래동,100482979390
2020,2,11560610,양평1동,28520938043
2020,2,11560620,양평2동,70570250282
2020,2,11560630,신길1동,29190190093
2020,2,11560650,신길3동,13851958510
2020,2,11560660,신길4동,2610785813
2020,2,11560670,신길5동,4929686728
2020,2,11560680,신길6동,28461246207
2020,2,11560690,신길7동,7200389987
2020,2,11560700,대림1동,23709096036
2020,2,11560710,대림2동,26395091555
2020,2,11560720,대림3동,112237727598
2020,2,11590510,노량진1동,237048256741
2020,2,11590520,노량진2동,523833674842
2020,2,11590530,상도1동,50686876248
2020,2,11590540,상도2동,19532698403
2020,2,11590550,상도3동,30032502528
2020,2,11590560,상도4동,23695159793
2020,2,11590605,흑석동,45867055733
2020,2,11590620,사당1동,48402980810
2020,2,11590630,사당2동,62325117559
2020,2,11590640,사당3동,9155239597
2020,2,11590650,사당4동,19386171329
2020,2,11590651,사당5동,4489174632
2020,2,11590660,대방동,43106998368
2020,2,11590670,신대방1동,15579476311
2020,2,11590680,신대방2동,28164939901
2020,2,11620525,보라매동,21147152933
2020,2,11620545,청림동,3372172993
2020,2,11620565,성현동,8250245179
2020,2,11620575,행운동,37599331655
2020,2,11620585,낙성대동,39467523968
2020,2,11620595,청룡동,111061321908
2020,2,11620605,은천동,36319536199
2020,2,11620615,중앙동,33433217395
2020,2,11620625,인헌동,31006169778
2020,2,11620630,남현동,20684042865
2020,2,11620645,서원동,49609046132
2020,2,11620655,신원동,14886027297
2020,2,11620665,서림동,16323590275
2020,2,11620685,신사동,25668455033
2020,2,11620695,신림동,52624101892
2020,2,11620715,난향동,2938713250
2020,2,11620725,조원동,46366546883
2020,2,11620735,대학동,29210799633
2020,2,11620745,삼성동,9107990394
2020,2,11620765,미성동,22793678784
2020,2,11620775,난곡동,12675962352
2020,2,11650510,서초1동,60663211497
2020,2,11650520,서초2동,90142315413
2020,2,11650530,서초3동,154965477092
2020,2,11650531,서초4동,141218462683
2020,2,11650540,잠원동,62147670556
2020,2,11650550,반포본동,3966298170
2020,2,11650560,반포1동,59133005291
2020,2,11650570,반포2동,16994745319
2020,2,11650580,반포3동,66969338139
2020,2,11650581,반포4동,75864699159
2020,2,11650590,방배본동,46501055473
2020,2,11650600,방배1동,62706768021
2020,2,11650610,방배2동,35470959385
2020,2,11650620,방배3동,22778664878
2020,2,11650621,방배4동,53360123978
2020,2,11650651,양재1동,89386539216
2020,2,11650652,양재2동,120208145818
2020,2,11650660,내곡동,7236699065
2020,2,11680510,신사동,264831580503
2020,2,11680521,논현1동,232508805283
2020,2,11680531,논현2동,142327775979
2020,2,11680545,압구정동,251002621959
2020,2,11680565,청담동,242732801985
2020,2,11680580,삼성1동,308466383973
2020,2,11680590,삼성2동,99566937204
2020,2,11680600,대치1동,72992945337
2020,2,11680610,대치2동,119531982069
2020,2,11680630,대치4동,127644699578
2020,2,11680640,역삼1동,425433150077
2020,2,11680650,역삼2동,86474406460
2020,2,11680655,도곡1동,54505366842
2020,2,11680656,도곡2동,57930350931
2020,2,11680660,개포1동,116564377
2020,2,11680670,개포2동,17660345313
2020,2,11680690,개포4동,47000646634
2020,2,11680700,세곡동,25599297389
2020,2,11680720,일원본동,8859173036
2020,2,11680730,일원1동,24433443341
2020,2,11680740,일원2동,2536503386
2020,2,11680750,수서동,54070261745
2020,2,11710510,풍납1동,10206166346
2020,2,11710520,풍납2동,22061843706
2020,2,11710531,거여1동,10539572638
2020,2,11710532,거여2동,21481978616
2020,2,11710540,마천1동,18851178725
2020,2,11710550,마천2동,28592716434
2020,2,11710561,방이1동,31041724364
2020,2,11710562,방이2동,89380392933
2020,2,11710566,오륜동,4218707772
2020,2,11710570,오금동,68623562508
2020,2,11710580,송파1동,59280613477
2020,2,11710590,송파2동,21755066313
2020,2,11710600,석촌동,77423686003
2020,2,11710610,삼전동,57966092664
2020,2,11710620,가락본동,70133220166
2020,2,11710631,가락1동,326415736392
2020,2,11710632,가락2동,43391047269
2020,2,11710641,문정1동,27302832034
2020,2,11710642,문정2동,101961736397
2020,2,11710646,장지동,27503702327
2020,2,11710647,위례동,2934524597
2020,2,11710650,잠실본동,117599002824
2020,2,11710670,잠실2동,34209943914
2020,2,11710680,잠실3동,29413737413
2020,2,11710690,잠실4동,7728690296
2020,2,11710710,잠실6동,125969962350
2020,2,11710720,잠실7동,4640702466
2020,2,11740515,강일동,10805445663
2020,2,11740520,상일동,17928308213
2020,2,11740530,명일1동,46636811175
2020,2,11740540,명일2동,42422744948
2020,2,11740550,고덕1동,5841219405
2020,2,11740560,고덕2동,14180438860
2020,2,11740570,암사1동,32718236157
2020,2,11740580,암사2동,20197410170
2020,2,11740590,암사3동,13972323396
2020,2,11740600,천호1동,26112436925
2020,2,11740610,천호2동,126067397641
2020,2,11740620,천호3동,31931774064
2020,2,11740640,성내1동,41056864969
2020,2,11740650,성내2동,37918816649
2020,2,11740660,성내3동,60120027169
2020,2,11740685,길동,79825868317
2020,2,11740700,둔촌2동,22428908903
2020,3,11110515,청운효자동,17568744854
2020,3,11110530,사직동,59709509694
2020,3,11110540,삼청동,21968080921
2020,3,11110550,부암동,3924824269
2020,3,11110560,평창동,10447676317
2020,3,11110570,무악동,4688841954
2020,3,11110580,교남동,3620465352
2020,3,11110600,가회동,12475347780
2020,3,11110615,종로1·2·3·4가동,369635622932
2020,3,11110630,종로5·6가동,77366483632
2020,3,11110640,이화동,27294700985
2020,3,11110650,혜화동,39189811079
2020,3,11110670,창신1동,59361043403
2020,3,11110680,창신2동,10292613188
2020,3,11110690,창신3동,407489203
2020,3,11110700,숭인1동,4000159769
2020,3,11110710,숭인2동,20984629502
2020,3,11140520,소공동,73766168374
2020,3,11140540,회현동,122790077189
2020,3,11140550,명동,179762922398
2020,3,11140570,필동,23395653356
2020,3,11140580,장충동,15111831865
2020,3,11140590,광희동,110048427446
2020,3,11140605,을지로동,230291272983
2020,3,11140615,신당동,48046841900
2020,3,11140625,다산동,29207977770
2020,3,11140635,약수동,34546718693
2020,3,11140645,청구동,13565445835
2020,3,11140650,신당5동,19383729651
2020,3,11140665,동화동,17892522823
2020,3,11140670,황학동,45929342938
2020,3,11140680,중림동,22661397586
2020,3,11170510,후암동,19781945445
2020,3,11170520,용산2가동,10823101658
2020,3,11170530,남영동,38500176730
2020,3,11170555,청파동,27773096722
2020,3,11170560,원효로1동,170507745435
2020,3,11170570,원효로2동,90624450335
2020,3,11170580,효창동,9504635075
2020,3,11170590,용문동,16688292270
2020,3,11170625,한강로동,993796406105
2020,3,11170630,이촌1동,32869189321
2020,3,11170640,이촌2동,5484999632
2020,3,11170650,이태원1동,50476478203
2020,3,11170660,이태원2동,12325967190
2020,3,11170685,한남동,72839335939
2020,3,11170690,서빙고동,5093985603
2020,3,11170700,보광동,19017875439
2020,3,11200520,왕십리2동,8847648660
2020,3,11200535,왕십리도선동,27386658763
2020,3,11200540,마장동,18887192077
2020,3,11200550,사근동,28104003936
2020,3,11200560,행당1동,35290997810
2020,3,11200570,행당2동,11987014880
2020,3,11200580,응봉동,1375411810
2020,3,11200590,금호1가동,4335201051
2020,3,11200615,금호2·3가동,17042086861
2020,3,11200620,금호4가동,8757617367
2020,3,11200645,옥수동,16534762671
2020,3,11200650,성수1가1동,21061015073
2020,3,11200660,성수1가2동,41041044665
2020,3,11200670,성수2가1동,53711931089
2020,3,11200690,성수2가3동,87875255403
2020,3,11200720,송정동,5069613429
2020,3,11200790,용답동,30646358317
2020,3,11215710,화양동,70303934345
2020,3,11215730,군자동,38101378935
2020,3,11215740,중곡1동,44827327897
2020,3,11215750,중곡2동,37008625335
2020,3,11215760,중곡3동,15194673876
2020,3,11215770,중곡4동,29757657873
2020,3,11215780,능동,19638116089
2020,3,11215810,광장동,28076220223
2020,3,11215820,자양1동,31077421463
2020,3,11215830,자양2동,15137149236
2020,3,11215840,자양3동,40412928763
2020,3,11215847,자양4동,32739990951
2020,3,11215850,구의1동,44669617176
2020,3,11215860,구의2동,24487368632
2020,3,11215870,구의3동,139424593396
2020,3,11230536,용신동,82249060344
2020,3,11230545,제기동,452465697955
2020,3,11230560,전농1동,27765849266
2020,3,11230570,전농2동,11517609399
2020,3,11230600,답십리1동,24145628706
2020,3,11230610,답십리2동,21142503454
2020,3,11230650,장안1동,106704956368
2020,3,11230660,장안2동,75316367052
2020,3,11230705,청량리동,38644925057
2020,3,11230710,회기동,22591547258
2020,3,11230720,휘경1동,17212554390
2020,3,11230730,휘경2동,13451904780
2020,3,11230740,이문1동,21653179416
2020,3,11230750,이문2동,6739462600
2020,3,11260520,면목2동,20591301886
2020,3,11260540,면목4동,10371261656
2020,3,11260550,면목5동,10509959221
2020,3,11260565,면목본동,46765474182
2020,3,11260570,면목7동,34937924074
2020,3,11260575,면목3·8동,29609916540
2020,3,11260580,상봉1동,50821306023
2020,3,11260590,상봉2동,52764055667
2020,3,11260600,중화1동,12677960145
2020,3,11260610,중화2동,33052973647
2020,3,11260620,묵1동,28104700565
2020,3,11260630,묵2동,22470661800
2020,3,11260655,망우본동,54967087533
2020,3,11260660,망우3동,11761438523
2020,3,11260680,신내1동,52768876093
2020,3,11260690,신내2동,23299082805
2020,3,11290525,성북동,15702099483
2020,3,11290555,삼선동,42628176279
2020,3,11290575,동선동,48934108462
2020,3,11290580,돈암1동,5565431886
2020,3,11290590,돈암2동,4736800059
2020,3,11290600,안암동,28896128842
2020,3,11290610,보문동,13283871985
2020,3,11290620,정릉1동,9655512078
2020,3,11290630,정릉2동,9853448047
2020,3,11290640,정릉3동,7434314264
2020,3,11290650,정릉4동,17701179505
2020,3,11290660,길음1동,8461037643
2020,3,11290685,길음2동,17533296545
2020,3,11290705,종암동,28742091123
2020,3,11290715,월곡1동,12894059319
2020,3,11290725,월곡2동,21888725093
2020,3,11290760,장위1동,9399014604
2020,3,11290770,장위2동,12250500611
2020,3,11290780,장위3동,7547957408
2020,3,11290810,석관동,29912978893
2020,3,11305534,삼양동,15691360750
2020,3,11305535,미아동,34211065502
2020,3,11305545,송중동,70313729781
2020,3,11305555,송천동,34978382046
2020,3,11305575,삼각산동,9631441495
