연도,분기,행정동_코드,행정동_코드_명,추정매출액,월평균소득금액,지출_총금액,총_유동인구_수,총_상주인구_수,총_직장_인구_수,전체_임대시세,1층_임대시세,1층외_임대시세,영역_면적,집객시설_수,유사_업종_점포_수,개업_점포_수,폐업_점포_수,프랜차이즈_점포_수
2024,1,11230710,회기동,31679705035,3217279,3236749000,4703736,10313,40.0,91327.0,124183.0,58471.0,766917.0,84,1094,44,40,153
2024,1,11140540,회현동,217427752973,4442451,158594738000,4402647,4380,85852.0,338013.0,406081.0,269944.0,897827.0,211,5179,66,99,239
2024,1,11170580,효창동,10479808627,3523201,321624000,3600171,10665,1148.0,185776.0,141721.0,229831.0,446197.0,66,360,7,15,26
2024,1,11170510,후암동,21669766502,3013677,732920000,4105166,16020,1618.0,95596.0,106700.0,84492.0,865892.0,80,881,32,32,49
2024,1,11230720,휘경1동,19345054163,2722774,1291462000,5635452,13580,682.0,100406.0,138778.0,62033.0,521796.0,82,825,25,23,76
2024,1,11230730,휘경2동,14212548027,3071586,776828000,4691778,24158,844.0,87794.0,101186.0,74401.0,1113609.0,84,653,31,27,77
2024,1,11590605,흑석동,50969282824,4224946,3142638000,5844803,29907,76.0,135318.0,162486.0,108149.0,1708306.0,195,1368,41,39,169
2024,2,11710631,가락1동,405497475831,4973588,5832560000,757910,27469,4765.0,143516.0,107915.0,179117.0,1393228.0,82,3601,28,37,79
2024,2,11710632,가락2동,55720310835,3910198,6337571000,6262526,31181,5913.0,85138.0,119365.0,50911.0,932311.0,143,1686,35,48,148
2024,2,11710620,가락본동,76709101991,3521561,9775484000,8042825,25171,24272.0,115140.0,133034.0,97247.0,1014738.0,144,2735,67,86,238
2024,2,11530595,가리봉동,16484329815,2336331,1380650000,3086962,8713,563.0,127507.0,124848.0,130166.0,410996.0,74,805,18,35,27
2024,2,11545510,가산동,774629349561,2567594,38907304000,4982950,24622,95655.0,138065.0,169205.0,106925.0,2512852.0,304,9116,187,225,690
2024,2,11500603,가양1동,112996166609,3560388,102789559000,3254853,33880,2416.0,174502.0,234594.0,114410.0,4970691.0,279,5369,192,193,602
2024,2,11500604,가양2동,21314315520,3065320,3309142000,2162072,13460,,95958.0,,95958.0,823874.0,75,466,6,11,51
2024,2,11500605,가양3동,10679371690,3047051,582842000,1934673,14189,1182.0,126492.0,,126492.0,474228.0,52,384,2,6,31
2024,2,11110600,가회동,29039550339,3479766,3335124000,1322344,3849,10719.0,171799.0,233527.0,110071.0,539955.0,63,654,16,7,41
2024,2,11380551,갈현1동,45210938431,2481200,5561222000,5919244,14470,1802.0,93943.0,117068.0,70819.0,961071.0,133,1280,45,66,125
2024,2,11380552,갈현2동,56474354258,2539257,6506357000,5559726,27415,2652.0,110580.0,133770.0,87391.0,985165.0,121,1496,44,53,146
2024,2,11740515,강일동,15617929890,3073250,3627925000,4094175,44257,149.0,144443.0,201817.0,87068.0,3647520.0,187,993,37,29,152
2024,2,11530740,개봉1동,33344829369,2805757,5090667000,7902766,33122,17477.0,120777.0,137023.0,104532.0,1320319.0,163,1329,38,58,118
2024,2,11530750,개봉2동,26615379779,3068971,3534606000,4007100,29724,6326.0,128014.0,114019.0,142010.0,782524.0,116,853,24,20,104
2024,2,11530760,개봉3동,19107425782,2512790,2944831000,3725815,19544,1071.0,89793.0,98960.0,80626.0,828418.0,81,749,17,26,71
2024,2,11680660,개포1동,736130984,5336373,361178000,2199757,6765,1310.0,,,,1449952.0,38,202,3,8,5
2024,2,11680670,개포2동,29542999219,5195802,2457485000,2124327,41708,8731.0,207416.0,119525.0,295308.0,2243338.0,135,1026,34,34,92
2024,2,11680690,개포4동,55394773939,3550527,3914336000,3425996,23151,6678.0,107445.0,106712.0,108179.0,1665461.0,115,1614,30,48,97
2024,2,11710531,거여1동,17856252600,2789100,1915360000,3340994,12011,3002.0,131580.0,188449.0,74711.0,522308.0,48,626,12,13,53
2024,2,11710532,거여2동,25787400036,3033238,3491583000,3608845,23596,1196.0,142293.0,189274.0,95313.0,612901.0,78,786,21,38,98
2024,2,11740550,고덕1동,8518673605,4618641,2069395000,3825608,23932,653.0,121124.0,133568.0,108680.0,1518495.0,92,640,23,19,78
2024,2,11740560,고덕2동,25258471467,2465499,3054258000,2097951,22684,888.0,167929.0,186486.0,149372.0,2206786.0,78,980,35,27,130
2024,2,11530720,고척1동,56422077382,2972418,6727317000,4600188,26314,2225.0,101922.0,112649.0,91195.0,1151238.0,135,1457,33,38,171
2024,2,11530730,고척2동,28589548059,2882639,3297488000,5044395,25749,1156.0,90238.0,99077.0,81398.0,1025572.0,128,1138,24,22,89
2024,2,11440565,공덕동,46463072095,4047702,5797804000,13380266,36426,12823.0,144970.0,161404.0,128535.0,1019197.0,172,1962,38,50,161
2024,2,11350595,공릉1동,66420481000,2786137,13907290000,10925081,35959,15186.0,91246.0,111637.0,70855.0,1263261.0,211,2359,70,83,243
2024,2,11350600,공릉2동,43356345540,3394877,8875361000,8309845,41435,2062.0,110499.0,146480.0,74517.0,6983449.0,271,1554,46,53,222
2024,2,11500620,공항동,45572500315,2896818,8671690000,5588309,29436,3909.0,112262.0,124053.0,100471.0,10861768.0,176,1497,31,37,152
2024,2,11215810,광장동,42228846578,5284540,5391707000,6076289,33964,5323.0,128506.0,169746.0,87265.0,2393761.0,139,1190,26,47,126
2024,2,11140590,광희동,170479068055,3229604,11520407000,6657888,5676,52790.0,241041.0,243697.0,238384.0,737204.0,185,5427,46,95,241
2024,2,11110580,교남동,9460631757,4616890,2485082000,3947004,9715,689.0,184128.0,215432.0,152824.0,346926.0,78,384,3,6,73
2024,2,11530520,구로1동,12456828355,3368067,1913421000,1910997,20519,,142798.0,156147.0,129448.0,1008892.0,88,562,7,11,55
2024,2,11530530,구로2동,170070508687,2453690,12472407000,9155784,22380,10444.0,112400.0,128389.0,96411.0,1703350.0,197,5056,54,80,127
2024,2,11530540,구로3동,147123384621,2888444,1527704035000,6648309,23287,57713.0,178435.0,229851.0,127019.0,1040120.0,187,4079,130,146,467
2024,2,11530550,구로4동,52209269070,2617060,5558680000,7094496,18646,1050.0,124059.0,126447.0,121671.0,524507.0,139,1709,41,52,97
2024,2,11530560,구로5동,102590677848,3213284,19259307000,7131797,28952,10695.0,129466.0,151576.0,107357.0,1012473.0,167,2940,50,97,254
2024,2,11380560,구산동,16268332645,2602334,2697079000,5594645,31429,1455.0,80501.0,101468.0,59534.0,1389775.0,127,931,28,25,77
2024,2,11215850,구의1동,53263580129,2683701,4799996000,7073768,21448,2605.0,102738.0,128292.0,77185.0,565313.0,77,1576,35,43,146
2024,2,11215860,구의2동,31821042010,2948328,4914373000,5147128,25468,1846.0,107444.0,132907.0,81981.0,1388041.0,112,1083,25,32,105
2024,2,11215870,구의3동,116848003360,4010979,11247997000,6371962,27836,7778.0,120447.0,143766.0,97129.0,1027561.0,133,2552,47,50,227
2024,2,11215730,군자동,43143074927,2604535,6580255000,6903558,19048,906.0,109925.0,126967.0,92883.0,738025.0,135,1476,42,49,149
2024,2,11200590,금호1가동,5485201353,4010011,1519508000,3021708,14750,1330.0,121496.0,124262.0,118729.0,444872.0,88,486,13,6,43
2024,2,11200615,금호2·3가동,19129854250,3751434,2874464000,6391231,21946,238.0,122676.0,133331.0,112021.0,631196.0,135,929,23,25,87
2024,2,11200620,금호4가동,16792072589,4442144,3281540000,3102044,14142,419.0,130106.0,145033.0,115180.0,832333.0,84,609,16,18,61
2024,2,11740685,길동,106340194676,2840603,13820314000,16678522,44395,7262.0,110481.0,140377.0,80584.0,1631616.0,242,3141,85,128,281
2024,2,11290660,길음1동,11968319086,4462339,5066698000,6311931,34792,3566.0,169583.0,211884.0,127283.0,797310.0,129,1049,46,25,131
2024,2,11290685,길음2동,22815156226,3736133,6237007000,5133575,21666,286.0,102642.0,95367.0,109917.0,588002.0,112,1273,26,42,119
2024,2,11620585,낙성대동,51470333280,3225725,9295157000,6184855,17211,4335.0,140621.0,179451.0,101791.0,2262818.0,148,1419,59,50,188
2024,2,11620775,난곡동,19123608085,2268676,2893323000,5742326,25257,847.0,97655.0,105052.0,90259.0,972373.0,95,675,13,19,74
2024,2,11620715,난향동,4335255419,3262195,814968000,1397711,14726,325.0,48416.0,50548.0,46285.0,821397.0,68,336,6,14,23
2024,2,11410690,남가좌1동,20666239500,4622839,3303410000,1033004,16699,906.0,116899.0,165422.0,68376.0,475536.0,94,648,14,20,79
2024,2,11410700,남가좌2동,29426478285,3237719,5668874000,6467599,29083,903.0,159053.0,177115.0,140991.0,783775.0,117,1275,41,47,160
2024,2,11170530,남영동,61772293838,3183091,48860973000,1900522,6819,16969.0,132007.0,135226.0,128788.0,1177788.0,147,1376,33,37,166
2024,2,11620630,남현동,28969494884,3234026,5953969000,4436467,17668,3437.0,120699.0,101342.0,140057.0,3281024.0,70,904,26,29,101
2024,2,11650660,내곡동,7132402421,4047063,2865980000,1886841,17000,1190.0,148124.0,136082.0,160167.0,12708880.0,161,936,14,20,60
2024,2,11590510,노량진1동,296333014953,3583099,7071163000,6293636,32005,2666.0,134310.0,169045.0,99575.0,1613446.0,180,1629,42,48,203
2024,2,11590520,노량진2동,722073160338,2420761,4813928000,3194190,10181,3154.0,217288.0,295771.0,138806.0,600568.0,72,1549,17,47,59
2024,2,11380510,녹번동,45742765378,3055864,5591684000,6472709,36092,2119.0,94833.0,100425.0,89240.0,1794215.0,148,1437,33,46,134
2024,2,11680521,논현1동,243766975229,3277066,34350272000,9758712,20996,38707.0,183480.0,205202.0,161758.0,1258744.0,300,4576,124,138,312
2024,2,11680531,논현2동,189140673135,3973993,26364464000,11946914,20369,56378.0,166481.0,172159.0,160802.0,1458524.0,240,4992,122,146,357
2024,2,11215780,능동,25253059015,2846023,6976048000,2231671,11053,1102.0,113634.0,137147.0,90122.0,1092105.0,47,715,12,19,74
2024,2,11140625,다산동,42812225514,2679845,3705572000,4122292,13221,5954.0,160608.0,132972.0,188244.0,523971.0,86,899,14,22,75
2024,2,11230600,답십리1동,37697988242,3538405,4743266000,6837612,27834,1771.0,114600.0,154089.0,75110.0,788242.0,124,1303,33,41,134
2024,2,11230610,답십리2동,30815995029,3049260,5508869000,5922925,27467,2640.0,75245.0,98135.0,52354.0,875745.0,108,1753,41,40,98
2024,2,11560550,당산1동,135852308309,3536432,6262729000,6883302,20951,5713.0,105630.0,121290.0,89970.0,745305.0,131,2758,65,91,198
2024,2,11560560,당산2동,57769431484,4130932,9346682000,8619875,36667,10350.0,129073.0,150108.0,108038.0,1581310.0,192,2008,46,49,221
2024,2,11560700,대림1동,29960286931,2582442,5260621000,4371953,13711,1030.0,92154.0,92958.0,91350.0,498978.0,81,832,22,22,82
2024,2,11560710,대림2동,38232641928,2686240,4376271000,4992583,11730,2866.0,85346.0,113456.0,57236.0,572540.0,86,1365,37,54,56
2024,2,11560720,대림3동,131890742865,2907933,7395254000,6856123,21488,4344.0,77128.0,99184.0,55072.0,921696.0,126,1576,37,41,89
2024,2,11590660,대방동,56693952305,3524765,6700974000,7548204,35620,6596.0,118537.0,137373.0,99702.0,1544903.0,199,1517,32,42,164
2024,2,11380570,대조동,62790086797,2535013,8163653000,12310283,27359,1501.0,109920.0,122133.0,97707.0,851692.0,205,2372,44,68,203
2024,2,11680600,대치1동,129388047927,7421305,14376662000,4531432,23878,14138.0,180757.0,,180757.0,809823.0,130,1197,18,27,109
2024,2,11680610,대치2동,166269543643,6017362,35374086000,6083700,38212,84405.0,204678.0,246576.0,162781.0,1837367.0,210,3228,58,66,249
2024,2,11680630,대치4동,206882368422,4101144,182637000000,10158276,18614,31032.0,178699.0,214321.0,143077.0,701081.0,159,4214,108,153,384
2024,2,11620735,대학동,31823784475,2622408,7700576000,6400370,24237,396.0,100485.0,148228.0,52743.0,8405183.0,283,1259,40,51,149
2024,2,11440600,대흥동,56714530695,3421062,6323487000,7783771,14719,3136.0,129549.0,176609.0,82489.0,858570.0,209,1455,46,48,150
2024,2,11680655,도곡1동,70523783787,5412484,33914417000,7532306,20005,28100.0,198249.0,154251.0,242246.0,1050609.0,142,1419,31,35,121
2024,2,11680656,도곡2동,74389229030,6567504,67288999000,3941808,32648,114106.0,166247.0,192043.0,140451.0,990763.0,118,1645,28,24,109
2024,2,11560585,도림동,14371419013,3031484,2687248000,5514546,17562,473.0,88523.0,105159.0,71887.0,585885.0,66,778,20,25,51
2024,2,11320521,도봉1동,49033517684,2275377,5097737000,3452467,20030,1270.0,87184.0,100341.0,74027.0,8451468.0,122,1151,26,36,106
2024,2,11320522,도봉2동,12064003895,2811820,2571687000,3126895,25990,608.0,85877.0,101367.0,70388.0,1119031.0,127,970,21,21,57
2024,2,11440585,도화동,56573277859,4217433,8931343000,4161039,20443,11978.0,146769.0,205025.0,88513.0,625018.0,144,1564,42,36,160
2024,2,11545610,독산1동,190827763621,3000453,10032691000,5199602,45720,9731.0,110055.0,137865.0,82246.0,2061921.0,217,2650,68,85,285
2024,2,11545620,독산2동,20766388505,2251577,2901579000,3297534,17737,1302.0,69290.0,102132.0,36447.0,617174.0,73,789,17,20,82
2024,2,11545630,독산3동,38138153184,2386851,4657484000,4538748,23433,2918.0,76565.0,95585.0,57546.0,934985.0,119,1423,46,65,99
2024,2,11545640,독산4동,18340634153,2255044,2026422000,3599927,14511,1104.0,91242.0,137298.0,45187.0,591045.0,64,708,20,22,72
2024,2,11290580,돈암1동,9059866527,3583117,1015803000,2676427,14260,152.0,43810.0,,43810.0,488898.0,42,392,7,9,24
2024,2,11290590,돈암2동,8149263547,4297592,935612000,2577404,23417,446.0,140423.0,,140423.0,518335.0,88,514,15,15,44
2024,2,11290575,동선동,69891020843,2821008,12448127000,8498132,14977,3905.0,142904.0,149652.0,136156.0,724957.0,146,1993,59,64,261
2024,2,11140665,동화동,24542985176,3621349,1698274000,3924885,9941,1010.0,242238.0,196110.0,288365.0,327045.0,47,571,17,22,39
2024,2,11740700,둔촌2동,27029802284,3414406,4591220000,6722354,24228,2158.0,96593.0,122431.0,70754.0,1550455.0,129,1177,30,35,85
2024,2,11500520,등촌1동,75900912699,3322838,5563203000,5077847,24933,4511.0,135963.0,157493.0,114432.0,650741.0,95,1604,41,39,193
2024,2,11500530,등촌2동,10026113390,3352636,2484861000,3694576,19312,1806.0,110776.0,143831.0,77720.0,910666.0,58,593,16,19,63
2024,2,11500535,등촌3동,68704398701,3403390,9522339000,7113712,29390,10445.0,120427.0,154571.0,86282.0,1060362.0,184,2105,52,79,218
2024,2,11200540,마장동,26221554375,3021967,4556278000,5141213,21556,6039.0,113491.0,145989.0,80994.0,1035276.0,111,2400,19,46,56
2024,2,11710540,마천1동,35653625314,2435636,1457645000,3413141,17982,503.0,76775.0,90118.0,63431.0,575258.0,73,693,15,22,44
2024,2,11710550,마천2동,39253913148,2339431,4019630000,4977009,17575,1272.0,134876.0,145311.0,124441.0,890688.0,93,976,19,34,70
2024,2,11260660,망우3동,14700157395,2231082,1750413000,3851313,15615,196.0,68148.0,74122.0,62174.0,962561.0,54,577,9,12,42
2024,2,11260655,망우본동,69387402817,2443681,7172027000,10729019,36438,1159.0,91061.0,114811.0,67311.0,2948109.0,238,2162,93,66,217
2024,2,11440690,망원1동,54204630322,2802536,8400622000,7508389,19151,2526.0,144848.0,182919.0,106777.0,1101005.0,95,1834,52,59,113
2024,2,11440700,망원2동,31176078475,2912810,3851833000,5651687,17917,3385.0,118904.0,169377.0,68432.0,676411.0,83,1232,42,44,92
2024,2,11260520,면목2동,26145060980,2322173,3500082000,5434074,23580,2968.0,70202.0,91807.0,48596.0,763122.0,112,1177,39,48,74
2024,2,11260575,면목3·8동,39709893965,2354962,4614841000,6559405,24375,1509.0,78177.0,100326.0,56028.0,1614117.0,150,1486,34,43,126
2024,2,11260540,면목4동,12643905200,2573570,1152979000,4720598,18121,396.0,64833.0,74777.0,54888.0,843466.0,61,635,15,13,49
2024,2,11260550,면목5동,9313158599,2233073,2759300000,2447583,14564,837.0,70260.0,87177.0,53342.0,704936.0,42,493,9,17,40
2024,2,11260570,면목7동,45884678311,2655671,4420885000,6136525,21190,581.0,82323.0,110649.0,53998.0,1236134.0,108,1064,24,20,74
2024,2,11260565,면목본동,57509800546,2336892,4804266000,9657120,32648,752.0,94272.0,122825.0,65718.0,849019.0,168,1754,46,46,125
2024,2,11140550,명동,250879412641,3733600,110795603000,5662652,2392,127964.0,272907.0,348130.0,197684.0,969729.0,542,4731,141,87,515
2024,2,11740530,명일1동,59039110863,3540203,7382716000,4949211,25279,2757.0,125631.0,150706.0,100557.0,634942.0,151,1768,42,71,166
2024,2,11740540,명일2동,83912778079,4514278,7092842000,2062835,17034,1737.0,132136.0,167823.0,96449.0,914329.0,107,1171,23,39,148
2024,2,11470510,목1동,84191084031,5667672,26841311000,4894012,30276,12735.0,134545.0,187190.0,81899.0,1433111.0,190,3069,43,82,372
2024,2,11470520,목2동,28590498917,3244963,5330992000,6796030,28816,2740.0,108785.0,120757.0,96812.0,1021355.0,97,1084,31,35,88
2024,2,11470530,목3동,38143977772,3101712,6715234000,4851485,21206,1514.0,123524.0,127761.0,119287.0,531850.0,96,1168,32,24,96
2024,2,11470540,목4동,26988248049,3426858,5265155000,5679498,24428,1884.0,96195.0,114756.0,77634.0,577493.0,84,1260,34,50,118
2024,2,11470550,목5동,68263486554,5987821,12690508000,4461094,40702,11086.0,160888.0,232079.0,89696.0,1766361.0,143,1695,31,40,192
2024,2,11110570,무악동,7998030357,5136717,3017003000,1764539,7963,423.0,,,,369520.0,42,198,2,1,20
2024,2,11260620,묵1동,51766480152,3120718,5040171000,6987352,33661,766.0,102973.0,109203.0,96743.0,1238436.0,144,1205,33,34,122
2024,2,11260630,묵2동,31283781548,2533867,4045653000,5743843,18004,1139.0,116679.0,87441.0,145917.0,669204.0,92,1009,27,38,63
2024,2,11560605,문래동,153157573324,4019445,12273256000,9256968,32022,71867.0,115814.0,113842.0,117785.0,1786708.0,185,2972,85,72,234
2024,2,11710641,문정1동,31997800325,3568357,3742224000,4430657,19502,26466.0,93194.0,100411.0,85977.0,612546.0,70,1233,22,33,92
2024,2,11710642,문정2동,150244301246,4425648,23771814000,2852529,28782,37090.0,151471.0,195984.0,106958.0,2242033.0,149,6406,135,153,492
2024,2,11620765,미성동,28748979751,2676537,4259072000,5053656,29526,2391.0,101321.0,96557.0,106084.0,1359429.0,126,1163,35,37,111
2024,2,11305535,미아동,47830578951,2318870,5748408000,7966388,20841,4013.0,91645.0,105278.0,78011.0,841204.0,144,1315,38,54,107
2024,2,11650560,반포1동,83143485028,5338302,9310449000,6695495,33740,7778.0,136942.0,163839.0,110045.0,992368.0,140,1832,47,52,129
2024,2,11650570,반포2동,29767821814,6812331,2024355000,1623676,23322,2380.0,247391.0,,247391.0,1396031.0,74,489,24,13,42
2024,2,11650580,반포3동,102697683445,6140775,5264506000,3508566,23761,2501.0,212956.0,250532.0,175380.0,1251708.0,109,1228,21,42,79
2024,2,11650581,반포4동,112977668478,5280483,28443773000,5566352,18474,63769.0,180530.0,223511.0,137549.0,1427141.0,130,3462,40,73,307
2024,2,11650550,반포본동,1773616250,5583021,565190000,382171,117,6068.0,,,,972536.0,33,403,3,4,11
2024,2,11500611,발산1동,145822870868,3192517,24486232000,5492539,35643,5632.0,141248.0,179739.0,102756.0,2887669.0,246,4126,127,107,339
2024,2,11650600,방배1동,71985942724,4069239,6724623000,4459777,16479,17414.0,141119.0,167888.0,114350.0,689244.0,102,1487,33,37,141
2024,2,11650610,방배2동,45893560771,3864301,87257956000,4797652,18010,32778.0,111548.0,125464.0,97633.0,1904030.0,114,1509,23,33,125
2024,2,11650620,방배3동,26046951505,4681587,4436840000,3397526,15757,10742.0,106056.0,143593.0,68518.0,2375134.0,112,729,17,26,50
2024,2,11650621,방배4동,61021128596,4557937,6591712000,6491891,22754,14768.0,117037.0,136401.0,97673.0,949527.0,156,1959,26,49,131
2024,2,11650590,방배본동,52876236947,4856162,18567685000,4299479,20401,16801.0,112683.0,146753.0,78612.0,677510.0,103,1403,23,32,86
2024,2,11710561,방이1동,48443473975,3970520,5863094000,3584561,15091,8432.0,119454.0,142384.0,96524.0,609259.0,73,1282,45,41,120
2024,2,11710562,방이2동,125738220968,2928271,179381467000,6314479,26094,40058.0,133549.0,153351.0,113746.0,769841.0,164,2793,100,84,262
2024,2,11320690,방학1동,54223128217,2895702,9846831000,6381013,27745,6018.0,114827.0,134391.0,95263.0,1040857.0,148,1865,40,45,207
2024,2,11320700,방학2동,54356424771,2099146,2497398000,2802158,18535,420.0,86076.0,96180.0,75972.0,1092814.0,64,820,23,31,49
2024,2,11320710,방학3동,14200035693,2962092,2082766000,3465089,26077,923.0,126627.0,160247.0,93007.0,1951026.0,112,561,12,22,53
2024,2,11500630,방화1동,63744065875,3407916,7413868000,7672360,41828,3439.0,122926.0,137858.0,107994.0,1475606.0,200,2147,61,75,226
2024,2,11500640,방화2동,29554633193,2708397,8747841000,4670555,22596,1685.0,93920.0,97899.0,89942.0,6157541.0,124,1677,24,52,145
2024,2,11500641,방화3동,13458427030,3044446,1801413000,2493392,21991,1716.0,130222.0,169680.0,90764.0,2558908.0,83,572,11,16,56
2024,2,11305595,번1동,64239363136,2303972,7325574000,7405931,17358,1761.0,93936.0,112674.0,75197.0,627036.0,136,1409,37,53,127
2024,2,11305603,번2동,4938206894,2308539,1021214000,2671953,14866,1063.0,64221.0,92016.0,36425.0,974298.0,110,346,8,10,21
2024,2,11305608,번3동,13639434489,2548326,2239826000,3168967,16356,511.0,96970.0,149724.0,44217.0,1081177.0,95,431,14,14,54
2024,2,11170700,보광동,11982074230,2545653,1178414000,2902617,11134,316.0,89994.0,123378.0,56609.0,715096.0,70,676,13,63,38
2024,2,11620525,보라매동,24603168239,2529995,14041093000,3380472,23092,8912.0,99453.0,131434.0,67471.0,750225.0,83,1357,35,50,107
2024,2,11290610,보문동,15206439800,3162623,3063701000,5589332,16145,2689.0,88708.0,109509.0,67907.0,553006.0,77,795,16,18,58
2024,2,11110550,부암동,7994194343,3647449,1685886000,926801,9034,1055.0,98167.0,115405.0,80929.0,2274739.0,84,472,10,15,28
2024,2,11410710,북가좌1동,4263825219,4005416,1985500000,2499542,17563,326.0,133907.0,163206.0,104608.0,577979.0,60,480,12,13,53
2024,2,11410720,북가좌2동,41626712230,2590646,3960720000,11111536,30673,1266.0,122643.0,96020.0,149265.0,824866.0,115,1196,28,46,120
2024,2,11410555,북아현동,13814539156,4172659,2487352000,18694670,15401,938.0,113392.0,109049.0,117736.0,458945.0,76,702,8,24,70
2024,2,11380520,불광1동,50368659371,3182963,7361537000,4935260,37509,1687.0,109700.0,142201.0,77198.0,3124927.0,198,1383,32,43,136
2024,2,11380530,불광2동,31591292855,2396457,4815036000,6025836,26600,10488.0,101363.0,104315.0,98410.0,1396089.0,113,1121,25,26,60
2024,2,11200550,사근동,42838686817,3099614,6760605000,4367785,11936,324.0,142698.0,173134.0,112263.0,1169216.0,128,895,25,34,175
2024,2,11590620,사당1동,64700490937,2855173,9309219000,6698455,22415,2903.0,133594.0,150635.0,116553.0,635172.0,126,1638,44,58,133
2024,2,11590630,사당2동,80487257116,3884988,8819237000,7669049,27151,1408.0,156901.0,191353.0,122448.0,2763201.0,179,1591,40,57,173
2024,2,11590640,사당3동,15041313086,3890035,2997080000,5254844,23686,954.0,101568.0,121465.0,81672.0,907684.0,88,789,14,20,67
2024,2,11590650,사당4동,22011994629,2844168,2311571000,4077405,13771,793.0,209297.0,190217.0,228377.0,436148.0,62,593,20,28,58
2024,2,11590651,사당5동,5416375382,3047661,981698000,3348754,14118,1281.0,126932.0,118853.0,135011.0,682199.0,61,392,13,4,38
2024,2,11110530,사직동,103997623389,5007768,53906947000,3893005,8992,38826.0,184123.0,235516.0,132729.0,1158536.0,206,2863,61,49,200
2024,2,11305575,삼각산동,12834259688,3734477,2806616000,3104796,30604,269.0,132877.0,155093.0,110662.0,621911.0,114,846,15,23,91
2024,2,11290555,삼선동,63064838815,3057377,7598535000,10022317,22125,3678.0,113521.0,141186.0,85855.0,926227.0,163,1592,34,38,120
2024,2,11680580,삼성1동,276219123844,5098096,43680755000,4792598,12134,214989.0,212407.0,156496.0,268319.0,1944629.0,199,3969,50,72,293
2024,2,11680590,삼성2동,91639521656,5055114,16897625000,9215141,30579,54523.0,198288.0,248137.0,148439.0,1242271.0,177,3284,79,91,221
2024,2,11620745,삼성동,11891608569,2593695,1980204000,7246114,19970,713.0,85423.0,67769.0,103078.0,2604386.0,94,613,8,15,22
2024,2,11305534,삼양동,18837394774,2473211,3498317000,10900947,22402,91.0,81832.0,87457.0,76207.0,924092.0,165,717,15,33,65
2024,2,11710610,삼전동,74833092893,2779980,7650586000,6222459,29062,3830.0,109574.0,138049.0,81098.0,953338.0,118,1762,44,64,176
2024,2,11110540,삼청동,45114661978,3442534,3959941000,1014093,2247,3669.0,153171.0,153171.0,,1479255.0,49,740,9,17,43
2024,2,11350720,상계10동,5010164334,3132098,1026639000,1807058,18184,386.0,144222.0,224666.0,63778.0,809214.0,64,396,6,9,37
2024,2,11350630,상계1동,48720314862,3030316,9662696000,7084598,36834,3429.0,95010.0,124245.0,65775.0,5402614.0,190,1516,42,63,163
2024,2,11350640,상계2동,90276314425,3122902,20716591000,10533149,19105,1611.0,142886.0,157251.0,128520.0,623125.0,182,2795,76,98,274
2024,2,11350665,상계3·4동,14969663447,2644186,1527420000,8747532,27489,419.0,118803.0,108701.0,128906.0,5211708.0,107,965,21,31,54
2024,2,11350670,상계5동,24059587342,2481440,2574381000,5771084,22979,866.0,88744.0,112933.0,64555.0,906891.0,105,1343,46,51,87
2024,2,11350695,상계6·7동,103055669693,3152836,14918246000,6410604,31400,7209.0,141868.0,203995.0,79741.0,1450295.0,253,1695,29,33,193
2024,2,11350700,상계8동,12978212914,3153561,1721878000,886256,21848,526.0,119416.0,150463.0,88369.0,666348.0,92,438,9,12,48
2024,2,11350710,상계9동,20424326339,2955988,2009025000,1819787,19664,925.0,157867.0,206033.0,109700.0,719445.0,78,485,12,13,47
2024,2,11590530,상도1동,62108930740,3875896,8583395000,7983003,44464,2227.0,117952.0,150618.0,85286.0,1488648.0,201,1653,36,42,226
2024,2,11590540,상도2동,26939338480,3826699,4534998000,4899095,27084,805.0,130848.0,175891.0,85806.0,772865.0,154,1206,19,38,128
2024,2,11590550,상도3동,38029149183,2575897,4888590000,4648910,23844,652.0,127433.0,173090.0,81775.0,637199.0,113,808,20,20,69
2024,2,11590560,상도4동,21191940648,2563258,2272398000,5290739,27609,710.0,109007.0,107463.0,110551.0,939562.0,112,823,20,31,70
2024,2,11260580,상봉1동,13644801943,2969913,4652671000,4221485,23195,1360.0,98437.0,109233.0,87641.0,854219.0,78,949,28,33,104
2024,2,11260590,상봉2동,67607932820,2575432,10060475000,7340862,20258,3451.0,103789.0,126071.0,81508.0,677445.0,127,1853,63,70,179
2024,2,11440740,상암동,79049967468,4158486,14900266000,5276352,29662,13325.0,156751.0,175851.0,137651.0,8402415.0,247,2078,57,79,344
2024,2,11740520,상일동,20524227876,3690212,3574354000,3462455,39307,1339.0,164386.0,139345.0,189428.0,1813623.0,105,1002,25,24,111
2024,2,11440655,서강동,37280136474,4339738,6531201000,6255280,24556,3133.0,144470.0,165851.0,123090.0,1478577.0,156,1818,70,65,144
2024,2,11440660,서교동,359731989288,3212258,60421806000,17660687,24037,24904.0,158666.0,182271.0,135060.0,1678981.0,358,9053,284,284,742
2024,2,11620665,서림동,15599770140,2530625,2691894000,5096355,23319,1147.0,128939.0,92523.0,165354.0,941252.0,74,765,21,36,69
2024,2,11170690,서빙고동,3555269541,4208562,1705150000,1787074,12443,7358.0,74759.0,73772.0,75746.0,2821948.0,61,383,6,7,28
