연도,분기,행정동_코드,행정동_코드_명,추정매출액,월평균소득금액,지출_총금액,총_유동인구_수,총_상주인구_수,총_직장_인구_수,전체_임대시세,1층_임대시세,1층외_임대시세,영역_면적,집객시설_수,유사_업종_점포_수,개업_점포_수,폐업_점포_수,프랜차이즈_점포_수
2020,3,11710632,가락2동,44097828311,3910198,5564662000,6938037,33685,6848.0,94196.0,121744.0,66649.0,932311.0,143,1556,47,40,133
2020,3,11710620,가락본동,60863422310,3521561,7220434000,7643741,27536,25135.0,112114.0,145514.0,78713.0,1014738.0,144,2601,83,87,227
2020,3,11530595,가리봉동,16794128922,2336331,1070314000,2932766,9380,899.0,96719.0,131388.0,62049.0,410996.0,74,813,28,25,28
2020,3,11545510,가산동,672872936731,2567594,78667434000,4337475,20985,83042.0,127712.0,162927.0,92498.0,2512852.0,304,7553,240,128,571
2020,3,11500603,가양1동,87153905070,3560388,60643556000,3090178,33866,1410.0,145686.0,205739.0,85633.0,4970691.0,279,4355,253,139,528
2020,3,11500604,가양2동,27734398145,3065320,2924553000,2291251,15079,,120960.0,161403.0,80517.0,823874.0,75,439,13,12,54
2020,3,11500605,가양3동,8114130849,3047051,587303000,1745525,16093,245.0,110645.0,134692.0,86598.0,474228.0,52,386,7,3,44
2020,3,11110600,가회동,12475347780,3479766,1428749000,1278240,4391,11063.0,126884.0,148279.0,105489.0,539955.0,63,596,19,12,51
2020,3,11380551,갈현1동,36267329519,2481200,4754291000,8575629,24094,2296.0,90045.0,109046.0,71044.0,961071.0,133,1319,57,43,134
2020,3,11380552,갈현2동,48123697704,2539257,5630269000,6799411,29823,2994.0,84501.0,111757.0,57246.0,985165.0,121,1458,46,44,147
2020,3,11740515,강일동,11053057400,3073250,2925894000,4563889,31985,125.0,144553.0,204079.0,85028.0,3647520.0,187,702,31,14,93
2020,3,11530740,개봉1동,26984902918,2805757,3901523000,7336522,32896,2776.0,72002.0,93600.0,50405.0,1320319.0,163,1307,39,27,110
2020,3,11530750,개봉2동,21522437006,3068971,2947421000,4256129,32637,5442.0,93375.0,112976.0,73774.0,782524.0,116,842,20,20,92
2020,3,11530760,개봉3동,16587246162,2512790,2588113000,3551414,21435,1537.0,71661.0,96731.0,46592.0,828418.0,81,725,10,16,64
2020,3,11680660,개포1동,48155180,5336373,153943000,631922,6921,2438.0,81064.0,,81064.0,1449952.0,38,187,4,2,5
2020,3,11680670,개포2동,17332285369,5195802,1900580000,1777340,21595,5146.0,127571.0,158632.0,96509.0,2243338.0,135,779,26,24,64
2020,3,11680690,개포4동,46896706387,3550527,3138623000,3485493,18123,8263.0,71742.0,89422.0,54062.0,1665461.0,115,1402,31,26,83
2020,3,11710531,거여1동,14543758632,2789100,1714393000,3305319,13193,2854.0,86116.0,102944.0,69287.0,522308.0,48,626,14,9,48
2020,3,11710532,거여2동,21270286245,3033238,2484910000,3327092,16804,1310.0,75295.0,107548.0,43043.0,612901.0,78,651,20,15,63
2020,3,11740550,고덕1동,4980840157,4618641,1936931000,3694520,26937,1016.0,104986.0,137398.0,72574.0,1518495.0,92,609,22,8,68
2020,3,11740560,고덕2동,14032658389,2465499,2241780000,2348359,6923,1088.0,178556.0,214829.0,142282.0,2206786.0,78,717,44,17,68
2020,3,11530720,고척1동,47312422372,2972418,5419796000,4526565,23691,2691.0,99009.0,143169.0,54850.0,1151238.0,135,1311,31,25,150
2020,3,11530730,고척2동,23436109328,2882639,2588822000,6189951,28370,1771.0,83769.0,92672.0,74867.0,1025572.0,128,1041,30,24,71
2020,3,11440565,공덕동,36123109801,4047702,5290654000,14368892,33743,9194.0,96182.0,105876.0,86488.0,1019197.0,172,1900,54,51,139
2020,3,11350595,공릉1동,48322757345,2786137,10237687000,11383865,38477,4836.0,89014.0,112726.0,65302.0,1263261.0,211,2128,74,54,191
2020,3,11350600,공릉2동,30666683347,3394877,6330778000,7929978,40537,820.0,97052.0,121716.0,72388.0,6983449.0,271,1387,48,46,194
2020,3,11500620,공항동,30747168141,2896818,11869646000,6391501,27496,5401.0,96332.0,99864.0,92799.0,10861768.0,176,1395,37,50,139
2020,3,11215810,광장동,28076220223,5284540,3454529000,6703507,35891,5066.0,111854.0,143020.0,80687.0,2393761.0,139,1127,41,33,104
2020,3,11140590,광희동,110048427446,3229604,8846934000,5867432,4884,55742.0,195999.0,203200.0,188798.0,737204.0,185,5776,88,185,266
2020,3,11110580,교남동,3620465352,4616890,1319182000,3210292,10621,713.0,188669.0,216085.0,161253.0,346926.0,78,368,9,16,60
2020,3,11530520,구로1동,11725913507,3368067,1785454000,2368848,21153,,136183.0,176522.0,95844.0,1008892.0,88,560,13,14,59
2020,3,11530530,구로2동,166736973187,2453690,10011047000,9529286,25396,11964.0,110571.0,120660.0,100483.0,1703350.0,197,5053,89,87,130
2020,3,11530540,구로3동,108390799860,2888444,919690910000,7901205,24265,51508.0,141566.0,175219.0,107912.0,1040120.0,187,3791,120,83,418
2020,3,11530550,구로4동,38481140190,2617060,4190228000,6144507,21308,1713.0,109101.0,147970.0,70233.0,524507.0,139,1627,54,35,92
2020,3,11530560,구로5동,66986519714,3213284,10703431000,6634096,30050,12772.0,102835.0,108376.0,97294.0,1012473.0,167,2844,205,84,227
2020,3,11380560,구산동,15033481839,2602334,2300597000,5816113,33593,1608.0,84590.0,101342.0,67838.0,1389775.0,127,870,37,25,75
2020,3,11215850,구의1동,44669617176,2683701,3604584000,7948386,22191,3413.0,86901.0,108980.0,64823.0,565313.0,77,1496,51,38,131
2020,3,11215860,구의2동,24487368632,2948328,3614571000,6225374,27488,2134.0,89044.0,118598.0,59490.0,1388041.0,112,973,26,21,85
2020,3,11215870,구의3동,139424593396,4010979,9749011000,7140306,29770,9125.0,113666.0,132064.0,95269.0,1027561.0,133,2558,72,68,217
2020,3,11215730,군자동,38101378935,2604535,4220106000,5304791,19728,1356.0,81062.0,113305.0,48820.0,738025.0,135,1279,44,31,124
2020,3,11200590,금호1가동,4335201051,4010011,1026535000,3758939,15816,1349.0,109603.0,115009.0,104198.0,444872.0,88,451,12,13,43
2020,3,11200615,금호2·3가동,17042086861,3751434,2026444000,6492655,24052,447.0,107680.0,128886.0,86475.0,631196.0,135,861,27,19,69
2020,3,11200620,금호4가동,8757617367,4442144,2665198000,3580695,14812,691.0,98763.0,130295.0,67232.0,832333.0,84,566,26,9,56
2020,3,11740685,길동,81371098170,2840603,10890263000,15965702,45987,8576.0,94515.0,115937.0,73092.0,1631616.0,242,2901,90,74,256
2020,3,11290660,길음1동,8461037643,4462339,4316573000,7069874,36745,3041.0,130220.0,162987.0,97454.0,797310.0,129,897,38,26,107
2020,3,11290685,길음2동,17533296545,3736133,5158222000,4657661,16356,453.0,116016.0,132897.0,99135.0,588002.0,112,1087,49,19,108
2020,3,11620585,낙성대동,39937235395,3225725,6811544000,6189588,15845,5211.0,112331.0,143687.0,80975.0,2262818.0,148,1251,54,47,164
2020,3,11620775,난곡동,12437200548,2268676,2437184000,6234979,28076,991.0,81735.0,107199.0,56270.0,972373.0,95,643,19,13,63
2020,3,11620715,난향동,2822675251,3262195,742827000,1426385,16264,544.0,83686.0,98380.0,68993.0,821397.0,68,293,12,6,21
2020,3,11410690,남가좌1동,9416568791,4622839,2639934000,2402499,16590,951.0,114303.0,139639.0,88966.0,475536.0,94,594,21,18,46
2020,3,11410700,남가좌2동,18730164374,3237719,3458896000,6189139,24921,1164.0,74676.0,105837.0,43515.0,783775.0,117,1175,43,24,131
2020,3,11170530,남영동,38500176730,3183091,50105636000,2096761,7846,16176.0,91821.0,115490.0,68153.0,1177788.0,147,1287,36,42,159
2020,3,11620630,남현동,20347868356,3234026,4251510000,5372036,18791,3384.0,129157.0,168905.0,89408.0,3281024.0,70,809,20,19,99
2020,3,11650660,내곡동,5017347095,4047063,2352516000,2642745,18146,1650.0,128105.0,173860.0,82350.0,12708880.0,161,914,20,14,42
2020,3,11590510,노량진1동,195555004687,3583099,6519057000,7598456,32334,4261.0,128895.0,166693.0,91097.0,1613446.0,180,1665,48,54,211
2020,3,11590520,노량진2동,569103255901,2420761,3558466000,3643679,13036,4451.0,137301.0,160181.0,114420.0,600568.0,72,1647,24,26,57
2020,3,11380510,녹번동,27038763971,3055864,4339460000,7630023,37920,2744.0,87896.0,105450.0,70343.0,1794215.0,148,1313,58,30,102
2020,3,11680521,논현1동,238484531073,3277066,32373247000,10621362,23122,40704.0,133895.0,163237.0,104553.0,1258744.0,300,4260,170,109,295
2020,3,11680531,논현2동,144661267908,3973993,21029320000,11165118,21554,51265.0,126923.0,140487.0,113359.0,1458524.0,240,4427,232,121,339
2020,3,11215780,능동,19638116089,2846023,4663427000,2553616,11440,1369.0,103648.0,138927.0,68368.0,1092105.0,47,646,23,20,67
2020,3,11140625,다산동,29207977770,2679845,2734840000,4545314,14280,6255.0,99483.0,117856.0,81109.0,523971.0,86,869,28,19,77
2020,3,11230600,답십리1동,24145628706,3538405,5952206000,7046185,29395,2044.0,92671.0,130261.0,55082.0,788242.0,124,1171,35,23,89
2020,3,11230610,답십리2동,21142503454,3049260,4782164000,7783187,29929,2483.0,75426.0,101900.0,48952.0,875745.0,108,1669,45,28,82
2020,3,11560550,당산1동,128531639049,3536432,4319065000,6200864,20821,6754.0,90004.0,110628.0,69379.0,745305.0,131,2387,91,56,153
2020,3,11560560,당산2동,41424027447,4130932,8798679000,8617953,35448,11843.0,119295.0,158228.0,80362.0,1581310.0,192,1795,58,45,204
2020,3,11560700,대림1동,23986032212,2582442,2733128000,4893627,12879,1494.0,85666.0,112461.0,58871.0,498978.0,81,799,22,20,66
2020,3,11560710,대림2동,28161803673,2686240,2866318000,4531174,12647,3767.0,117225.0,149551.0,84900.0,572540.0,86,1218,81,61,50
2020,3,11560720,대림3동,114488921611,2907933,5798692000,7094578,22984,4922.0,77358.0,97441.0,57275.0,921696.0,126,1562,55,38,78
2020,3,11590660,대방동,43191778224,3524765,5552535000,6809779,39773,7997.0,87774.0,118489.0,57059.0,1544903.0,199,1452,45,30,153
2020,3,11380570,대조동,52766374214,2535013,6341224000,9140535,27641,2231.0,102310.0,123335.0,81285.0,851692.0,205,2239,77,76,192
2020,3,11680600,대치1동,72223973079,7421305,10261982000,4835939,25282,16783.0,192931.0,261107.0,124755.0,809823.0,130,1173,30,21,125
2020,3,11680610,대치2동,134939114971,6017362,34062441000,6369744,38520,85188.0,153520.0,179427.0,127613.0,1837367.0,210,3093,83,79,237
2020,3,11680630,대치4동,126333630411,4101144,49918523000,9779528,20602,33175.0,155936.0,203120.0,108752.0,701081.0,159,3850,152,97,375
2020,3,11620735,대학동,27715809675,2622408,6484944000,6565068,24097,939.0,88236.0,115289.0,61182.0,8405183.0,283,1256,54,55,141
2020,3,11440600,대흥동,46800628741,3421062,4222352000,7076500,8723,3225.0,121301.0,168283.0,74320.0,858570.0,209,1334,56,57,143
2020,3,11680655,도곡1동,55051733389,5412484,26182598000,5406279,21755,31446.0,146470.0,184825.0,108116.0,1050609.0,142,1315,31,26,109
2020,3,11680656,도곡2동,54089774887,6567504,46309630000,4188156,34327,88264.0,154885.0,189737.0,120034.0,990763.0,118,1507,41,32,97
2020,3,11560585,도림동,13037666785,3031484,2305204000,5509951,18924,706.0,87568.0,99329.0,75806.0,585885.0,66,709,23,13,42
2020,3,11320521,도봉1동,39018248271,2275377,3657822000,3764061,22070,1718.0,60268.0,85316.0,35219.0,8451468.0,122,1142,28,17,93
2020,3,11320522,도봉2동,10825372813,2811820,2153153000,3216559,26045,748.0,83844.0,106988.0,60700.0,1119031.0,127,909,25,24,46
2020,3,11440585,도화동,36700570839,4217433,6596208000,5443514,18617,12438.0,134488.0,162624.0,106351.0,625018.0,144,1505,35,20,147
2020,3,11545610,독산1동,248086345509,3000453,8398979000,4915731,41180,11846.0,97224.0,114688.0,79760.0,2061921.0,217,2475,85,57,230
2020,3,11545620,독산2동,18671675750,2251577,2216383000,3389056,19428,1367.0,62214.0,92484.0,31943.0,617174.0,73,757,28,15,61
2020,3,11545630,독산3동,33153667431,2386851,3732349000,5583886,25155,3618.0,74012.0,93892.0,54132.0,934985.0,119,1350,46,34,85
2020,3,11545640,독산4동,15748808107,2255044,2032799000,4771741,16029,1482.0,82362.0,107497.0,57226.0,591045.0,64,682,23,18,59
2020,3,11290580,돈암1동,5565431886,3583117,959563000,3273948,16140,103.0,52016.0,,52016.0,488898.0,42,379,8,7,24
2020,3,11290590,돈암2동,4736800059,4297592,649763000,2983116,24943,431.0,95322.0,,95322.0,518335.0,88,449,9,15,37
2020,3,11290575,동선동,48934108462,2821008,8859021000,8582952,15400,2112.0,123222.0,174983.0,71462.0,724957.0,146,1874,72,69,248
2020,3,11140665,동화동,17892522823,3621349,1680804000,3106582,10843,1183.0,98224.0,111775.0,84673.0,327045.0,47,560,20,10,41
2020,3,11740700,둔촌2동,22082100367,3414406,3589528000,7258289,27648,2842.0,80662.0,106122.0,55202.0,1550455.0,129,1161,53,31,92
2020,3,11500520,등촌1동,59441690107,3322838,11138412000,5037826,23367,5201.0,91972.0,122354.0,61591.0,650741.0,95,1327,46,40,154
2020,3,11500530,등촌2동,7705779935,3352636,2157550000,4209715,21752,2566.0,75988.0,82087.0,69888.0,910666.0,58,555,17,15,49
2020,3,11500535,등촌3동,53938470250,3403390,8128508000,5507154,32405,13486.0,120913.0,155125.0,86701.0,1060362.0,184,1912,64,55,227
2020,3,11200540,마장동,18887192077,3021967,4848000000,6205209,23348,6773.0,96798.0,129275.0,64320.0,1035276.0,111,2364,38,35,58
2020,3,11710540,마천1동,18880027623,2435636,1593402000,4004291,20581,622.0,69534.0,96292.0,42775.0,575258.0,73,683,16,13,43
2020,3,11710550,마천2동,27929591335,2339431,3422537000,5804410,20030,1635.0,78815.0,125297.0,32334.0,890688.0,93,962,33,28,67
2020,3,11260660,망우3동,11761438523,2231082,1178801000,4950158,17496,423.0,56194.0,71815.0,40574.0,962561.0,54,561,13,13,39
2020,3,11260655,망우본동,54967087533,2443681,6518171000,10245366,30726,1589.0,73725.0,86722.0,60729.0,2948109.0,238,1802,55,52,157
2020,3,11440690,망원1동,42381696808,2802536,5099997000,6717644,16504,2980.0,120077.0,148541.0,91612.0,1101005.0,95,1485,69,50,91
2020,3,11440700,망원2동,24893854158,2912810,2967514000,6723526,14468,4621.0,95993.0,114329.0,77657.0,676411.0,83,1138,46,30,85
2020,3,11260520,면목2동,20591301886,2322173,3129133000,6758429,25638,1066.0,66595.0,94174.0,39015.0,763122.0,112,1129,37,29,63
2020,3,11260575,면목3·8동,29609916540,2354962,3379181000,6700012,26316,1713.0,76254.0,97375.0,55133.0,1614117.0,150,1427,51,37,118
2020,3,11260540,면목4동,10371261656,2573570,824762000,5494847,19810,769.0,61338.0,70037.0,52639.0,843466.0,61,605,21,17,39
2020,3,11260550,면목5동,10509959221,2233073,1617397000,2391250,9571,991.0,59649.0,76839.0,42459.0,704936.0,42,443,27,7,32
2020,3,11260570,면목7동,34937924074,2655671,3418928000,8071654,21358,946.0,84489.0,122325.0,46653.0,1236134.0,108,1008,35,25,55
2020,3,11260565,면목본동,46765474182,2336892,3596042000,10921440,35487,1335.0,72481.0,92705.0,52256.0,849019.0,168,1647,60,42,117
2020,3,11140550,명동,179762922398,3733600,41845109000,4347417,2675,123928.0,191416.0,255052.0,127780.0,969729.0,542,4651,78,134,529
2020,3,11740530,명일1동,44519783129,3540203,5323770000,6005678,21639,3780.0,92386.0,121744.0,63029.0,634942.0,151,1459,53,49,154
2020,3,11740540,명일2동,38551881232,4514278,4104739000,2229424,17726,2521.0,103059.0,147990.0,58128.0,914329.0,107,1053,28,18,134
2020,3,11470510,목1동,63727999575,5667672,225645648000,5490755,31902,13488.0,144892.0,172349.0,117435.0,1433111.0,190,2804,91,78,350
2020,3,11470520,목2동,25789005194,3244963,5473638000,7099107,31151,2860.0,105571.0,120060.0,91083.0,1021355.0,97,1039,40,26,77
2020,3,11470530,목3동,36271966606,3101712,5374792000,5346241,22890,1685.0,90461.0,125406.0,55517.0,531850.0,96,1098,33,27,97
2020,3,11470540,목4동,26208037708,3426858,4792357000,5781696,26744,2011.0,74622.0,98614.0,50631.0,577493.0,84,1168,30,23,109
2020,3,11470550,목5동,38605498641,5987821,9400744000,4927734,42852,15306.0,157633.0,229531.0,85735.0,1766361.0,143,1598,36,30,180
2020,3,11110570,무악동,4688841954,5136717,1876730000,1943223,8074,451.0,162791.0,162791.0,,369520.0,42,194,7,4,23
2020,3,11260620,묵1동,28104700565,3120718,3629306000,7700329,35850,912.0,91692.0,121142.0,62243.0,1238436.0,144,1132,53,37,111
2020,3,11260630,묵2동,22470661800,2533867,2994461000,5784247,19656,1390.0,79946.0,85232.0,74660.0,669204.0,92,936,31,26,59
2020,3,11560605,문래동,105869370134,4019445,8586415000,10477448,31722,57767.0,96969.0,103743.0,90196.0,1786708.0,185,2659,102,62,227
2020,3,11710641,문정1동,23923137954,3568357,3150919000,4667712,20832,31693.0,91142.0,103693.0,78592.0,612546.0,70,1155,24,29,78
2020,3,11710642,문정2동,100877093559,4425648,21623605000,3140308,30399,30105.0,159361.0,204019.0,114702.0,2242033.0,149,5769,216,149,468
2020,3,11620765,미성동,20561426223,2676537,3541621000,6260339,31961,3064.0,86776.0,112009.0,61543.0,1359429.0,126,1142,44,25,100
2020,3,11305535,미아동,34211065502,2318870,4154817000,8229653,22316,1214.0,81081.0,106868.0,55295.0,841204.0,144,1253,56,50,102
2020,3,11650560,반포1동,60759383272,5338302,7285888000,7448480,30491,6436.0,144759.0,158179.0,131339.0,992368.0,140,1683,60,52,131
2020,3,11650570,반포2동,16961086695,6812331,1173811000,1478880,16177,1948.0,219479.0,284170.0,154788.0,1396031.0,74,368,9,4,22
2020,3,11650580,반포3동,65273438580,6140775,4141262000,2599867,18406,3165.0,169850.0,222274.0,117425.0,1251708.0,109,1172,26,27,76
2020,3,11650581,반포4동,75980733451,5280483,22462882000,5101605,19576,58955.0,162361.0,180416.0,144306.0,1427141.0,130,3377,76,45,291
2020,3,11650550,반포본동,2670735045,5583021,1322255000,870387,12084,11263.0,97071.0,116104.0,78037.0,972536.0,33,605,13,11,39
2020,3,11500611,발산1동,164892389523,3192517,15261163000,5841237,38619,2302.0,97527.0,130546.0,64507.0,2887669.0,246,3132,169,54,237
2020,3,11650600,방배1동,61969938334,4069239,5991999000,4731005,17339,18441.0,110023.0,136630.0,83416.0,689244.0,102,1333,44,36,141
2020,3,11650610,방배2동,35638442559,3864301,95960785000,5630019,20781,12555.0,116296.0,122210.0,110382.0,1904030.0,114,1397,57,34,122
2020,3,11650620,방배3동,21774991203,4681587,3935965000,3979796,22141,14532.0,83633.0,108401.0,58864.0,2375134.0,112,742,12,8,54
2020,3,11650621,방배4동,56917059039,4557937,5213065000,6347749,23764,15638.0,102674.0,124424.0,80924.0,949527.0,156,1842,42,45,108
2020,3,11650590,방배본동,42447165437,4856162,12361950000,5960249,21317,22144.0,92400.0,123587.0,61213.0,677510.0,103,1399,38,37,94
2020,3,11710561,방이1동,29077725912,3970520,4885632000,3249401,16384,8614.0,90448.0,128824.0,52072.0,609259.0,73,1156,30,29,117
2020,3,11710562,방이2동,85214821574,2928271,14053045000,6269355,25553,40875.0,110755.0,143878.0,77632.0,769841.0,164,2542,93,57,217
2020,3,11320690,방학1동,39835223213,2895702,6957932000,7494935,29724,3094.0,72063.0,96882.0,47245.0,1040857.0,148,1828,64,51,183
2020,3,11320700,방학2동,41204003739,2099146,1767228000,3275663,20934,810.0,60068.0,87833.0,32302.0,1092814.0,64,780,28,26,42
2020,3,11320710,방학3동,12757043996,2962092,1606376000,4075077,28734,1081.0,81260.0,78719.0,83800.0,1951026.0,112,537,22,10,42
2020,3,11500630,방화1동,42965732606,3407916,5479962000,7777644,45180,4187.0,107105.0,150475.0,63735.0,1475606.0,200,1953,66,56,212
2020,3,11500640,방화2동,22307173492,2708397,6763568000,6064740,23794,2319.0,81557.0,89212.0,73903.0,6157541.0,124,1636,51,41,146
2020,3,11500641,방화3동,9501163017,3044446,1569143000,3169634,24360,2527.0,102254.0,139318.0,65191.0,2558908.0,83,542,14,15,52
2020,3,11305595,번1동,57830511785,2303972,5375408000,8090753,19255,2250.0,79767.0,100144.0,59390.0,627036.0,136,1367,40,37,112
2020,3,11305603,번2동,8408498884,2308539,712099000,3374408,17027,337.0,81207.0,69898.0,92516.0,974298.0,110,336,9,7,20
2020,3,11305608,번3동,11856210439,2548326,2109033000,3894080,18250,207.0,67298.0,93840.0,40755.0,1081177.0,95,401,18,9,53
2020,3,11170700,보광동,19017875439,2545653,1011519000,4532068,14393,565.0,87419.0,115958.0,58880.0,715096.0,70,755,22,22,38
2020,3,11620525,보라매동,21405213500,2529995,12663170000,4631386,23821,1634.0,88881.0,105493.0,72269.0,750225.0,83,1305,43,31,103
2020,3,11290610,보문동,13283871985,3162623,2655299000,5969924,15008,3276.0,76956.0,92441.0,61471.0,553006.0,77,737,29,28,60
2020,3,11110550,부암동,3924824269,3647449,1100315000,1262176,9987,1514.0,102941.0,106926.0,98956.0,2274739.0,84,468,13,7,33
2020,3,11410710,북가좌1동,3836376028,4005416,1612723000,3225697,18893,422.0,94383.0,108363.0,80402.0,577979.0,60,459,19,16,55
2020,3,11410720,북가좌2동,34545340689,2590646,3104322000,12397439,33505,1307.0,78152.0,100211.0,56094.0,824866.0,115,1130,35,39,114
2020,3,11410555,북아현동,11057805954,4172659,2098959000,14005987,16782,1204.0,115902.0,139489.0,92315.0,458945.0,76,693,14,14,63
2020,3,11380520,불광1동,35699410063,3182963,5909440000,6987269,40763,2010.0,94233.0,129992.0,58474.0,3124927.0,198,1362,54,30,137
2020,3,11380530,불광2동,24685180351,2396457,3700343000,6308032,29233,2110.0,108923.0,144733.0,73113.0,1396089.0,113,1072,30,28,54
2020,3,11200550,사근동,28104003936,3099614,4485228000,4317540,11680,409.0,116723.0,145559.0,87888.0,1169216.0,128,902,31,32,192
2020,3,11590620,사당1동,49980661695,2855173,6597065000,7488141,23335,3764.0,94315.0,118927.0,69704.0,635172.0,126,1475,44,42,130
2020,3,11590630,사당2동,61573347703,3884988,6283244000,7817441,28212,1976.0,132653.0,182140.0,83166.0,2763201.0,179,1521,42,42,164
2020,3,11590640,사당3동,8921717928,3890035,2553822000,5314326,25822,919.0,109517.0,123771.0,95262.0,907684.0,88,734,24,16,67
2020,3,11590650,사당4동,19124953787,2844168,2013584000,4006888,14658,1255.0,111980.0,173389.0,50571.0,436148.0,62,550,15,16,49
2020,3,11590651,사당5동,4499941457,3047661,671352000,3806516,12800,1460.0,77970.0,92983.0,62957.0,682199.0,61,363,15,10,38
2020,3,11110530,사직동,59709509694,5007768,37437954000,3872536,9386,44477.0,153645.0,202244.0,105045.0,1158536.0,206,2698,74,57,186
2020,3,11305575,삼각산동,9631441495,3734477,2531718000,3387980,32809,335.0,120376.0,119050.0,121702.0,621911.0,114,735,29,19,77
2020,3,11290555,삼선동,42628176279,3057377,5010571000,10144754,25380,4636.0,88304.0,116460.0,60147.0,926227.0,163,1457,43,31,100
2020,3,11680580,삼성1동,305919317149,5098096,35009655000,5007342,14671,159167.0,172377.0,176473.0,168281.0,1944629.0,199,3583,117,72,288
2020,3,11680590,삼성2동,102782358926,5055114,12068197000,9485309,30227,58014.0,146687.0,176397.0,116977.0,1242271.0,177,2876,112,76,218
2020,3,11620745,삼성동,9805444225,2593695,1744805000,7898803,25120,879.0,65101.0,77113.0,53089.0,2604386.0,94,666,21,12,23
2020,3,11305534,삼양동,15691360750,2473211,2833288000,11548716,25278,462.0,84978.0,79647.0,90309.0,924092.0,165,688,25,19,60
2020,3,11710610,삼전동,58785110068,2779980,6567770000,7094959,32314,4176.0,101307.0,141274.0,61339.0,953338.0,118,1672,72,50,159
2020,3,11110540,삼청동,21968080921,3442534,1707879000,862787,2717,3911.0,131980.0,187342.0,76618.0,1479255.0,49,680,10,15,48
2020,3,11350720,상계10동,2695238902,3132098,679132000,2483212,16569,344.0,135582.0,204730.0,66435.0,809214.0,64,318,10,10,24
2020,3,11350630,상계1동,35794639753,3030316,6972982000,8134590,41981,3699.0,88343.0,124006.0,52680.0,5402614.0,190,1528,38,31,145
2020,3,11350640,상계2동,72286504305,3122902,17379163000,11589166,21065,2183.0,116568.0,152755.0,80382.0,623125.0,182,2714,82,74,277
2020,3,11350665,상계3·4동,11595984187,2644186,1316069000,9999392,25739,652.0,67237.0,90302.0,44171.0,5211708.0,107,863,36,21,46
2020,3,11350670,상계5동,18194963799,2481440,2061627000,7763288,25458,1190.0,69685.0,102674.0,36696.0,906891.0,105,1231,48,26,76
2020,3,11350695,상계6·7동,69348218639,3152836,10408972000,5957572,34538,3980.0,137367.0,179812.0,94923.0,1450295.0,253,1536,49,40,175
2020,3,11350700,상계8동,10752520238,3153561,1157363000,1095367,24382,448.0,112816.0,162791.0,62840.0,666348.0,92,419,13,8,38
2020,3,11350710,상계9동,12529732407,2955988,1206741000,1714268,21896,1010.0,128319.0,203781.0,52858.0,719445.0,78,451,12,9,42
2020,3,11590530,상도1동,49471402574,3875896,5655756000,9001767,45129,3561.0,96559.0,120813.0,72306.0,1488648.0,201,1531,45,48,227
2020,3,11590540,상도2동,18706478572,3826699,3430907000,5689631,28618,992.0,105978.0,134669.0,77287.0,772865.0,154,1186,39,29,123
2020,3,11590550,상도3동,27893850319,2575897,3634104000,5591210,25619,887.0,110661.0,160314.0,61007.0,637199.0,113,771,30,26,59
2020,3,11590560,상도4동,22807515638,2563258,1833424000,7409548,29467,1118.0,91740.0,116005.0,67476.0,939562.0,112,791,28,15,82
2020,3,11260580,상봉1동,50821306023,2969913,3335829000,5734953,25085,1704.0,82683.0,99445.0,65921.0,854219.0,78,885,17,16,91
2020,3,11260590,상봉2동,52764055667,2575432,7328874000,7124919,19068,4761.0,88957.0,111741.0,66174.0,677445.0,127,1578,67,50,150
2020,3,11440740,상암동,67172468865,4158486,15925604000,5504544,27885,11981.0,149778.0,188401.0,111156.0,8402415.0,247,1867,64,58,293
2020,3,11740520,상일동,16248075818,3690212,3050431000,2835700,10654,1247.0,87976.0,134768.0,41184.0,1813623.0,105,803,54,15,74
2020,3,11440655,서강동,31208746926,4339738,4537848000,6317299,19552,3646.0,133517.0,150708.0,116327.0,1478577.0,156,1643,57,52,134
2020,3,11440660,서교동,249853906065,3212258,40483388000,16386677,18835,26294.0,144850.0,175241.0,114458.0,1678981.0,358,7896,270,291,740
2020,3,11620665,서림동,16088471739,2530625,2266348000,5874810,25430,1454.0,116096.0,101232.0,130959.0,941252.0,74,741,31,22,67
2020,3,11170690,서빙고동,5093985603,4208562,1151713000,2056834,14396,7218.0,67431.0,66106.0,68756.0,2821948.0,61,376,11,7,26
2020,3,11620645,서원동,45505881362,2412001,9012420000,6470344,22717,2333.0,122366.0,144504.0,100228.0,647532.0,94,1270,56,59,202
2020,3,11650510,서초1동,58451041110,4769119,9390270000,7182283,21364,41803.0,107865.0,128311.0,87420.0,1382685.0,194,2990,64,56,202
2020,3,11650520,서초2동,90859768090,5196131,161485381000,6215312,18390,58613.0,167822.0,190224.0,145421.0,1230924.0,217,3601,106,93,229
2020,3,11650530,서초3동,137199939575,4678950,97872772000,12064996,30335,58156.0,121469.0,143651.0,99286.0,2998572.0,332,6717,194,122,356
2020,3,11650531,서초4동,144202723772,6475383,29303302000,6591922,31104,34217.0,148682.0,179962.0,117402.0,879773.0,257,3177,82,72,256
2020,3,11290810,석관동,29912978893,2864182,5071079000,10889400,32696,2897.0,72788.0,93986.0,51590.0,1705061.0,154,1421,37,29,125
2020,3,11710600,석촌동,77789507010,2927911,8737210000,8195441,33503,9563.0,112513.0,147530.0,77495.0,946914.0,159,2466,92,75,228
