요청구,연도,분기,NM,GUBUN,전체,1층,1층외
광진구,2023,3,광장동,dong,117841.0,162266.0,73417.0
광진구,2023,3,자양1동,dong,88869.0,117549.0,60190.0
광진구,2023,3,자양2동,dong,78574.0,92927.0,64221.0
광진구,2023,3,자양3동,dong,101601.0,122753.0,80449.0
광진구,2023,3,자양4동,dong,103881.0,139426.0,68335.0
광진구,2023,3,구의1동,dong,105023.0,128461.0,81585.0
광진구,2023,3,구의2동,dong,100941.0,132595.0,69286.0
광진구,2023,3,구의3동,dong,103183.0,119593.0,86773.0
광진구,2023,4,광진구,gu,105832.0,124084.0,87579.0
광진구,2023,4,화양동,dong,142876.0,162972.0,122781.0
광진구,2023,4,군자동,dong,119022.0,123106.0,114938.0
광진구,2023,4,중곡1동,dong,96823.0,97162.0,96485.0
광진구,2023,4,중곡2동,dong,77020.0,88131.0,65909.0
광진구,2023,4,중곡3동,dong,76924.0,95536.0,58313.0
광진구,2023,4,중곡4동,dong,108630.0,143222.0,74039.0
광진구,2023,4,능동,dong,108761.0,119607.0,97916.0
광진구,2023,4,광장동,dong,125202.0,170939.0,79465.0
광진구,2023,4,자양1동,dong,87756.0,117582.0,57930.0
광진구,2023,4,자양2동,dong,78927.0,92830.0,65025.0
광진구,2023,4,자양3동,dong,103163.0,132974.0,73353.0
광진구,2023,4,자양4동,dong,103641.0,141375.0,65908.0
광진구,2023,4,구의1동,dong,110857.0,135485.0,86229.0
광진구,2023,4,구의2동,dong,104005.0,138423.0,69587.0
광진구,2023,4,구의3동,dong,110191.0,118063.0,102318.0
광진구,2024,1,광진구,gu,106228.0,126060.0,86395.0
광진구,2024,1,화양동,dong,139521.0,163338.0,115703.0
광진구,2024,1,군자동,dong,115579.0,122826.0,108333.0
광진구,2024,1,중곡1동,dong,90693.0,98961.0,82425.0
광진구,2024,1,중곡2동,dong,76697.0,91700.0,61695.0
광진구,2024,1,중곡3동,dong,77673.0,97729.0,57616.0
광진구,2024,1,중곡4동,dong,116987.0,153889.0,80086.0
광진구,2024,1,능동,dong,107588.0,120762.0,94414.0
광진구,2024,1,광장동,dong,119580.0,157460.0,81699.0
광진구,2024,1,자양1동,dong,89180.0,118125.0,60235.0
광진구,2024,1,자양2동,dong,84091.0,101816.0,66365.0
광진구,2024,1,자양3동,dong,104026.0,129689.0,78363.0
광진구,2024,1,자양4동,dong,107872.0,142044.0,73699.0
광진구,2024,1,구의1동,dong,108794.0,134102.0,83486.0
광진구,2024,1,구의2동,dong,112567.0,143677.0,81457.0
광진구,2024,1,구의3동,dong,111453.0,121350.0,101555.0
광진구,2024,2,광진구,gu,106244.0,127395.0,85092.0
광진구,2024,2,화양동,dong,150777.0,160351.0,141203.0
광진구,2024,2,군자동,dong,109925.0,126967.0,92883.0
광진구,2024,2,중곡1동,dong,84782.0,100645.0,68918.0
광진구,2024,2,중곡2동,dong,77589.0,92350.0,62828.0
광진구,2024,2,중곡3동,dong,77092.0,103976.0,50209.0
광진구,2024,2,중곡4동,dong,103939.0,138028.0,69851.0
광진구,2024,2,능동,dong,113634.0,137147.0,90122.0
광진구,2024,2,광장동,dong,128506.0,169746.0,87265.0
광진구,2024,2,자양1동,dong,86270.0,116094.0,56446.0
광진구,2024,2,자양2동,dong,85155.0,106683.0,63627.0
광진구,2024,2,자양3동,dong,108747.0,132025.0,85468.0
광진구,2024,2,자양4동,dong,104784.0,137849.0,71719.0
광진구,2024,2,구의1동,dong,102738.0,128292.0,77185.0
광진구,2024,2,구의2동,dong,107444.0,132907.0,81981.0
광진구,2024,2,구의3동,dong,120447.0,143766.0,97129.0
광진구,2024,3,광진구,gu,106222.0,128558.0,83885.0
광진구,2024,3,화양동,dong,149835.0,164646.0,135024.0
광진구,2024,3,군자동,dong,100904.0,120495.0,81314.0
광진구,2024,3,중곡1동,dong,86302.0,105686.0,66918.0
광진구,2024,3,중곡2동,dong,75676.0,98410.0,52943.0
광진구,2024,3,중곡3동,dong,75512.0,106409.0,44616.0
광진구,2024,3,중곡4동,dong,107692.0,137206.0,78179.0
광진구,2024,3,능동,dong,122957.0,153656.0,92258.0
광진구,2024,3,광장동,dong,130182.0,173110.0,87254.0
광진구,2024,3,자양1동,dong,83664.0,111637.0,55691.0
광진구,2024,3,자양2동,dong,85943.0,109528.0,62357.0
광진구,2024,3,자양3동,dong,108714.0,141081.0,76346.0
광진구,2024,3,자양4동,dong,111426.0,142993.0,79860.0
광진구,2024,3,구의1동,dong,96222.0,118244.0,74200.0
광진구,2024,3,구의2동,dong,106302.0,123678.0,88926.0
광진구,2024,3,구의3동,dong,128409.0,155674.0,101144.0
광진구,2024,4,광진구,gu,107476.0,132109.0,82843.0
광진구,2024,4,화양동,dong,150208.0,165679.0,134737.0
광진구,2024,4,군자동,dong,100124.0,118100.0,82147.0
광진구,2024,4,중곡1동,dong,82285.0,112299.0,52271.0
광진구,2024,4,중곡2동,dong,90912.0,121721.0,60102.0
광진구,2024,4,중곡3동,dong,73510.0,110906.0,36114.0
광진구,2024,4,중곡4동,dong,105975.0,134862.0,77089.0
광진구,2024,4,능동,dong,129779.0,166772.0,92786.0
광진구,2024,4,광장동,dong,129507.0,172568.0,86447.0
광진구,2024,4,자양1동,dong,90778.0,116664.0,64891.0
광진구,2024,4,자양2동,dong,88566.0,108639.0,68494.0
광진구,2024,4,자양3동,dong,127590.0,162427.0,92753.0
광진구,2024,4,자양4동,dong,114150.0,136172.0,92128.0
광진구,2024,4,구의1동,dong,93362.0,116133.0,70592.0
광진구,2024,4,구의2동,dong,107882.0,124039.0,91725.0
광진구,2024,4,구의3동,dong,128232.0,169405.0,87059.0
광진구,2025,1,광진구,gu,113254.0,135991.0,90518.0
광진구,2025,1,화양동,dong,157957.0,178150.0,137763.0
광진구,2025,1,군자동,dong,108508.0,118313.0,98703.0
광진구,2025,1,중곡1동,dong,90454.0,117190.0,63717.0
광진구,2025,1,중곡2동,dong,92742.0,125100.0,60384.0
광진구,2025,1,중곡3동,dong,75058.0,101824.0,48291.0
광진구,2025,1,중곡4동,dong,104770.0,127689.0,81852.0
광진구,2025,1,능동,dong,134909.0,175157.0,94661.0
광진구,2025,1,광장동,dong,141374.0,185781.0,96968.0
광진구,2025,1,자양1동,dong,101190.0,121673.0,80706.0
광진구,2025,1,자양2동,dong,82249.0,102635.0,61862.0
광진구,2025,1,자양3동,dong,148123.0,198064.0,98182.0
광진구,2025,1,자양4동,dong,110990.0,128599.0,93382.0
광진구,2025,1,구의1동,dong,104446.0,124521.0,84371.0
광진구,2025,1,구의2동,dong,115940.0,121765.0,110115.0
광진구,2025,1,구의3동,dong,124345.0,159637.0,89052.0
광진구,2025,2,광진구,gu,115110.0,139928.0,90293.0
광진구,2025,2,화양동,dong,149367.0,187174.0,111560.0
광진구,2025,2,군자동,dong,113708.0,112110.0,115306.0
광진구,2025,2,중곡1동,dong,97357.0,130792.0,63922.0
광진구,2025,2,중곡2동,dong,97352.0,127908.0,66796.0
광진구,2025,2,중곡3동,dong,76027.0,96467.0,55588.0
광진구,2025,2,중곡4동,dong,109239.0,135219.0,83259.0
광진구,2025,2,능동,dong,122912.0,154188.0,91635.0
광진구,2025,2,광장동,dong,139461.0,190150.0,88773.0
광진구,2025,2,자양1동,dong,112640.0,142785.0,82496.0
광진구,2025,2,자양2동,dong,89618.0,109903.0,69333.0
광진구,2025,2,자양3동,dong,144750.0,207877.0,81622.0
광진구,2025,2,자양4동,dong,116982.0,136182.0,97782.0
광진구,2025,2,구의1동,dong,115833.0,133873.0,97794.0
광진구,2025,2,구의2동,dong,118525.0,120499.0,116551.0
광진구,2025,2,구의3동,dong,122755.0,152924.0,92585.0
광진구,2025,3,광진구,gu,115844.0,139770.0,91918.0
광진구,2025,3,화양동,dong,141766.0,176186.0,107347.0
광진구,2025,3,군자동,dong,122493.0,131612.0,113374.0
광진구,2025,3,중곡1동,dong,101113.0,133212.0,69014.0
광진구,2025,3,중곡2동,dong,99895.0,131960.0,67830.0
광진구,2025,3,중곡3동,dong,77846.0,95558.0,60134.0
광진구,2025,3,중곡4동,dong,100089.0,127710.0,72468.0
광진구,2025,3,능동,dong,119948.0,150590.0,89305.0
광진구,2025,3,광장동,dong,130467.0,169412.0,91521.0
광진구,2025,3,자양1동,dong,109925.0,139738.0,80112.0
광진구,2025,3,자양2동,dong,93088.0,109984.0,76193.0
광진구,2025,3,자양3동,dong,147616.0,217210.0,78022.0
광진구,2025,3,자양4동,dong,123659.0,133537.0,113780.0
광진구,2025,3,구의1동,dong,122448.0,131598.0,113298.0
광진구,2025,3,구의2동,dong,123328.0,130522.0,116134.0
광진구,2025,3,구의3동,dong,121473.0,150802.0,92143.0
광진구,2025,4,광진구,gu,,,
광진구,2025,4,화양동,dong,,,
광진구,2025,4,군자동,dong,,,
광진구,2025,4,중곡1동,dong,,,
광진구,2025,4,중곡2동,dong,,,
광진구,2025,4,중곡3동,dong,,,
광진구,2025,4,중곡4동,dong,,,
광진구,2025,4,능동,dong,,,
광진구,2025,4,광장동,dong,,,
광진구,2025,4,자양1동,dong,,,
광진구,2025,4,자양2동,dong,,,
광진구,2025,4,자양3동,dong,,,
광진구,2025,4,자양4동,dong,,,
광진구,2025,4,구의1동,dong,,,
광진구,2025,4,구의2동,dong,,,
광진구,2025,4,구의3동,dong,,,
동대문구,2020,1,동대문구,gu,84348.0,110071.0,58625.0
동대문구,2020,1,용신동,dong,80990.0,99452.0,62527.0
동대문구,2020,1,제기동,dong,95687.0,129842.0,61533.0
동대문구,2020,1,전농1동,dong,77383.0,94184.0,60581.0
동대문구,2020,1,전농2동,dong,83350.0,100547.0,66153.0
동대문구,2020,1,답십리1동,dong,102206.0,150329.0,54083.0
동대문구,2020,1,답십리2동,dong,70234.0,82414.0,58054.0
동대문구,2020,1,장안1동,dong,79567.0,98391.0,60743.0
동대문구,2020,1,장안2동,dong,72941.0,96224.0,49658.0
동대문구,2020,1,청량리동,dong,70277.0,88654.0,51901.0
동대문구,2020,1,회기동,dong,100856.0,134507.0,67206.0
동대문구,2020,1,휘경1동,dong,100194.0,148726.0,51663.0
동대문구,2020,1,휘경2동,dong,84106.0,118081.0,50130.0
동대문구,2020,1,이문1동,dong,99178.0,126852.0,71504.0
동대문구,2020,1,이문2동,dong,62270.0,92502.0,32037.0
동대문구,2020,2,동대문구,gu,86867.0,114777.0,58957.0
동대문구,2020,2,용신동,dong,81785.0,103155.0,60416.0
동대문구,2020,2,제기동,dong,100939.0,137237.0,64640.0
동대문구,2020,2,전농1동,dong,83840.0,98157.0,69523.0
동대문구,2020,2,전농2동,dong,102993.0,122622.0,83364.0
동대문구,2020,2,답십리1동,dong,92317.0,129713.0,54920.0
동대문구,2020,2,답십리2동,dong,73999.0,98418.0,49579.0
동대문구,2020,2,장안1동,dong,77099.0,97830.0,56368.0
동대문구,2020,2,장안2동,dong,84139.0,114050.0,54227.0
동대문구,2020,2,청량리동,dong,70609.0,88812.0,52405.0
동대문구,2020,2,회기동,dong,103288.0,135466.0,71110.0
동대문구,2020,2,휘경1동,dong,102544.0,156739.0,48348.0
동대문구,2020,2,휘경2동,dong,79666.0,108469.0,50864.0
동대문구,2020,2,이문1동,dong,98862.0,141471.0,56253.0
동대문구,2020,2,이문2동,dong,73316.0,86038.0,60594.0
동대문구,2020,3,동대문구,gu,87744.0,116355.0,59134.0
동대문구,2020,3,용신동,dong,80601.0,102205.0,58997.0
동대문구,2020,3,제기동,dong,104539.0,139149.0,69929.0
동대문구,2020,3,전농1동,dong,86649.0,103409.0,69888.0
동대문구,2020,3,전농2동,dong,99756.0,121340.0,78172.0
동대문구,2020,3,답십리1동,dong,92671.0,130261.0,55082.0
동대문구,2020,3,답십리2동,dong,75426.0,101900.0,48952.0
동대문구,2020,3,장안1동,dong,77133.0,98023.0,56243.0
동대문구,2020,3,장안2동,dong,82527.0,112492.0,52561.0
동대문구,2020,3,청량리동,dong,74970.0,97037.0,52903.0
동대문구,2020,3,회기동,dong,97505.0,132051.0,62959.0
동대문구,2020,3,휘경1동,dong,104656.0,158629.0,50682.0
동대문구,2020,3,휘경2동,dong,87737.0,104050.0,71424.0
동대문구,2020,3,이문1동,dong,99965.0,143979.0,55952.0
동대문구,2020,3,이문2동,dong,76845.0,84048.0,69642.0
동대문구,2020,4,동대문구,gu,88218.0,116840.0,59596.0
동대문구,2020,4,용신동,dong,80108.0,102438.0,57779.0
동대문구,2020,4,제기동,dong,106923.0,141873.0,71973.0
동대문구,2020,4,전농1동,dong,83047.0,102404.0,63689.0
동대문구,2020,4,전농2동,dong,93087.0,113810.0,72365.0
동대문구,2020,4,답십리1동,dong,90008.0,126519.0,53497.0
동대문구,2020,4,답십리2동,dong,77181.0,107118.0,47244.0
동대문구,2020,4,장안1동,dong,77303.0,100311.0,54294.0
동대문구,2020,4,장안2동,dong,84091.0,113366.0,54815.0
동대문구,2020,4,청량리동,dong,77535.0,100375.0,54695.0
동대문구,2020,4,회기동,dong,93592.0,127004.0,60181.0
동대문구,2020,4,휘경1동,dong,121941.0,154037.0,89845.0
동대문구,2020,4,휘경2동,dong,85530.0,100167.0,70892.0
동대문구,2020,4,이문1동,dong,98692.0,140676.0,56707.0
동대문구,2020,4,이문2동,dong,77074.0,81195.0,72953.0
동대문구,2021,1,동대문구,gu,89018.0,115596.0,62440.0
동대문구,2021,1,용신동,dong,81930.0,104533.0,59327.0
동대문구,2021,1,제기동,dong,109443.0,140178.0,78708.0
동대문구,2021,1,전농1동,dong,83681.0,101923.0,65438.0
동대문구,2021,1,전농2동,dong,89616.0,116654.0,62578.0
동대문구,2021,1,답십리1동,dong,95816.0,122300.0,69332.0
동대문구,2021,1,답십리2동,dong,79994.0,110562.0,49426.0
동대문구,2021,1,장안1동,dong,77419.0,101934.0,52903.0
동대문구,2021,1,장안2동,dong,89183.0,118487.0,59879.0
동대문구,2021,1,청량리동,dong,77718.0,99101.0,56335.0
동대문구,2021,1,회기동,dong,92643.0,125918.0,59368.0
동대문구,2021,1,휘경1동,dong,113637.0,135018.0,92257.0
동대문구,2021,1,휘경2동,dong,86020.0,98466.0,73574.0
동대문구,2021,1,이문1동,dong,95148.0,132735.0,57561.0
동대문구,2021,1,이문2동,dong,75043.0,73602.0,76484.0
동대문구,2021,2,동대문구,gu,91289.0,115614.0,66964.0
동대문구,2021,2,용신동,dong,84810.0,102833.0,66787.0
동대문구,2021,2,제기동,dong,111433.0,139190.0,83677.0
동대문구,2021,2,전농1동,dong,87016.0,106517.0,67515.0
동대문구,2021,2,전농2동,dong,82130.0,100699.0,63561.0
동대문구,2021,2,답십리1동,dong,99581.0,116606.0,82556.0
동대문구,2021,2,답십리2동,dong,76640.0,102932.0,50347.0
동대문구,2021,2,장안1동,dong,80948.0,105719.0,56177.0
동대문구,2021,2,장안2동,dong,87362.0,112909.0,61815.0
동대문구,2021,2,청량리동,dong,83864.0,112935.0,54792.0
동대문구,2021,2,회기동,dong,94554.0,129599.0,59509.0
동대문구,2021,2,휘경1동,dong,126415.0,141630.0,111200.0
동대문구,2021,2,휘경2동,dong,89064.0,93178.0,84950.0
동대문구,2021,2,이문1동,dong,92252.0,125090.0,59414.0
동대문구,2021,2,이문2동,dong,76766.0,80765.0,72767.0
동대문구,2021,3,동대문구,gu,93444.0,118258.0,68630.0
동대문구,2021,3,용신동,dong,90084.0,109772.0,70397.0
동대문구,2021,3,제기동,dong,110777.0,142019.0,79535.0
동대문구,2021,3,전농1동,dong,94837.0,108540.0,81134.0
동대문구,2021,3,전농2동,dong,97988.0,121161.0,74816.0
동대문구,2021,3,답십리1동,dong,99811.0,123268.0,76353.0
동대문구,2021,3,답십리2동,dong,77344.0,101710.0,52978.0
동대문구,2021,3,장안1동,dong,82736.0,104320.0,61152.0
동대문구,2021,3,장안2동,dong,87125.0,111583.0,62668.0
동대문구,2021,3,청량리동,dong,89015.0,116149.0,61881.0
동대문구,2021,3,회기동,dong,97444.0,133797.0,61091.0
동대문구,2021,3,휘경1동,dong,128761.0,153377.0,104144.0
동대문구,2021,3,휘경2동,dong,82554.0,90069.0,75039.0
동대문구,2021,3,이문1동,dong,92630.0,127175.0,58085.0
동대문구,2021,3,이문2동,dong,69795.0,77736.0,61854.0
동대문구,2021,4,동대문구,gu,95064.0,118830.0,71298.0
동대문구,2021,4,용신동,dong,92078.0,107480.0,76675.0
동대문구,2021,4,제기동,dong,107201.0,138666.0,75736.0
동대문구,2021,4,전농1동,dong,99509.0,114114.0,84904.0
동대문구,2021,4,전농2동,dong,112044.0,137083.0,87004.0
동대문구,2021,4,답십리1동,dong,104018.0,125165.0,82870.0
동대문구,2021,4,답십리2동,dong,73277.0,89500.0,57054.0
동대문구,2021,4,장안1동,dong,83332.0,102807.0,63857.0
동대문구,2021,4,장안2동,dong,86710.0,111231.0,62190.0
동대문구,2021,4,청량리동,dong,100495.0,118148.0,82843.0
동대문구,2021,4,회기동,dong,108157.0,150140.0,66173.0
동대문구,2021,4,휘경1동,dong,121590.0,171613.0,71568.0
동대문구,2021,4,휘경2동,dong,73569.0,85077.0,62060.0
동대문구,2021,4,이문1동,dong,94614.0,126120.0,63109.0
동대문구,2021,4,이문2동,dong,83870.0,99109.0,68631.0
동대문구,2022,1,동대문구,gu,95402.0,120046.0,70758.0
동대문구,2022,1,용신동,dong,92668.0,107079.0,78257.0
동대문구,2022,1,제기동,dong,104097.0,139900.0,68295.0
동대문구,2022,1,전농1동,dong,103697.0,117132.0,90263.0
동대문구,2022,1,전농2동,dong,111610.0,131684.0,91536.0
동대문구,2022,1,답십리1동,dong,106440.0,126823.0,86057.0
동대문구,2022,1,답십리2동,dong,74019.0,93309.0,54729.0
동대문구,2022,1,장안1동,dong,81861.0,101411.0,62312.0
동대문구,2022,1,장안2동,dong,87857.0,114627.0,61087.0
동대문구,2022,1,청량리동,dong,103385.0,126859.0,79910.0
동대문구,2022,1,회기동,dong,106773.0,149331.0,64215.0
동대문구,2022,1,휘경1동,dong,125539.0,183683.0,67395.0
동대문구,2022,1,휘경2동,dong,72089.0,83336.0,60842.0
동대문구,2022,1,이문1동,dong,93561.0,121820.0,65303.0
동대문구,2022,1,이문2동,dong,72622.0,91139.0,54105.0
동대문구,2022,2,동대문구,gu,92915.0,114828.0,71002.0
동대문구,2022,2,용신동,dong,90275.0,101233.0,79318.0
동대문구,2022,2,제기동,dong,99202.0,129094.0,69311.0
동대문구,2022,2,전농1동,dong,94905.0,128463.0,61347.0
동대문구,2022,2,전농2동,dong,100342.0,123349.0,77336.0
동대문구,2022,2,답십리1동,dong,109733.0,125726.0,93740.0
동대문구,2022,2,답십리2동,dong,78728.0,86780.0,70675.0
동대문구,2022,2,장안1동,dong,82337.0,101635.0,63039.0
동대문구,2022,2,장안2동,dong,88484.0,109467.0,67501.0
동대문구,2022,2,청량리동,dong,102843.0,124920.0,80767.0
동대문구,2022,2,회기동,dong,102687.0,129134.0,76240.0
동대문구,2022,2,휘경1동,dong,114367.0,174392.0,54343.0
동대문구,2022,2,휘경2동,dong,80105.0,100457.0,59753.0
동대문구,2022,2,이문1동,dong,92315.0,116437.0,68193.0
동대문구,2022,2,이문2동,dong,89992.0,120347.0,59637.0
동대문구,2022,3,동대문구,gu,96065.0,116465.0,75665.0
동대문구,2022,3,용신동,dong,94913.0,102995.0,86831.0
동대문구,2022,3,제기동,dong,98542.0,132452.0,64632.0
동대문구,2022,3,전농1동,dong,93087.0,112579.0,73595.0
동대문구,2022,3,전농2동,dong,114642.0,126814.0,102470.0
동대문구,2022,3,답십리1동,dong,111691.0,136467.0,86916.0
동대문구,2022,3,답십리2동,dong,78206.0,93696.0,62715.0
동대문구,2022,3,장안1동,dong,86986.0,102388.0,71585.0
동대문구,2022,3,장안2동,dong,87096.0,105022.0,69170.0
동대문구,2022,3,청량리동,dong,93160.0,127002.0,59318.0
동대문구,2022,3,회기동,dong,112619.0,127573.0,97665.0
동대문구,2022,3,휘경1동,dong,120096.0,185403.0,54788.0
동대문구,2022,3,휘경2동,dong,116378.0,105546.0,127210.0
동대문구,2022,3,이문1동,dong,84302.0,115012.0,53592.0
동대문구,2022,3,이문2동,dong,90862.0,122099.0,59625.0
동대문구,2022,4,동대문구,gu,95276.0,115175.0,75377.0
동대문구,2022,4,용신동,dong,91846.0,102724.0,80967.0
동대문구,2022,4,제기동,dong,90602.0,120254.0,60950.0
동대문구,2022,4,전농1동,dong,91869.0,108523.0,75215.0
동대문구,2022,4,전농2동,dong,108718.0,127996.0,89441.0
동대문구,2022,4,답십리1동,dong,115863.0,142875.0,88852.0
동대문구,2022,4,답십리2동,dong,80012.0,95736.0,64288.0
동대문구,2022,4,장안1동,dong,87936.0,104005.0,71867.0
동대문구,2022,4,장안2동,dong,89079.0,105931.0,72226.0
동대문구,2022,4,청량리동,dong,94276.0,124390.0,64161.0
동대문구,2022,4,회기동,dong,124122.0,146428.0,101817.0
동대문구,2022,4,휘경1동,dong,95945.0,142949.0,48941.0
동대문구,2022,4,휘경2동,dong,107301.0,95211.0,119391.0
동대문구,2022,4,이문1동,dong,98122.0,142956.0,53289.0
동대문구,2022,4,이문2동,dong,87243.0,112258.0,62228.0
동대문구,2023,1,동대문구,gu,96876.0,117231.0,76520.0
동대문구,2023,1,용신동,dong,94130.0,102931.0,85329.0
동대문구,2023,1,제기동,dong,88121.0,120318.0,55925.0
동대문구,2023,1,전농1동,dong,103847.0,116774.0,90919.0
동대문구,2023,1,전농2동,dong,93965.0,127864.0,60067.0
동대문구,2023,1,답십리1동,dong,106418.0,134982.0,77854.0
동대문구,2023,1,답십리2동,dong,84262.0,108791.0,59733.0
동대문구,2023,1,장안1동,dong,91352.0,106930.0,75773.0
동대문구,2023,1,장안2동,dong,93934.0,119381.0,68487.0
동대문구,2023,1,청량리동,dong,90637.0,121204.0,60070.0
동대문구,2023,1,회기동,dong,119096.0,144702.0,93489.0
동대문구,2023,1,휘경1동,dong,78714.0,113460.0,43967.0
동대문구,2023,1,휘경2동,dong,110476.0,76179.0,144773.0
동대문구,2023,1,이문1동,dong,127418.0,159285.0,95552.0
동대문구,2023,1,이문2동,dong,73509.0,101182.0,45836.0
동대문구,2023,2,동대문구,gu,94172.0,119163.0,69180.0
동대문구,2023,2,용신동,dong,94032.0,109733.0,78332.0
동대문구,2023,2,제기동,dong,87247.0,117586.0,56907.0
동대문구,2023,2,전농1동,dong,97846.0,124003.0,71688.0
동대문구,2023,2,전농2동,dong,92142.0,127606.0,56679.0
동대문구,2023,2,답십리1동,dong,112111.0,136503.0,87719.0
동대문구,2023,2,답십리2동,dong,81819.0,108519.0,55119.0
동대문구,2023,2,장안1동,dong,87242.0,104852.0,69633.0
동대문구,2023,2,장안2동,dong,89364.0,119039.0,59688.0
동대문구,2023,2,청량리동,dong,85188.0,109695.0,60681.0
동대문구,2023,2,회기동,dong,106797.0,143524.0,70071.0
동대문구,2023,2,휘경1동,dong,81286.0,114584.0,47987.0
동대문구,2023,2,휘경2동,dong,72965.0,82740.0,63189.0
동대문구,2023,2,이문1동,dong,127072.0,162180.0,91963.0
동대문구,2023,2,이문2동,dong,94483.0,137725.0,51241.0
동대문구,2023,3,동대문구,gu,92442.0,121813.0,63070.0
동대문구,2023,3,용신동,dong,94538.0,114647.0,74429.0
동대문구,2023,3,제기동,dong,95590.0,132429.0,58752.0
동대문구,2023,3,전농1동,dong,97080.0,128558.0,65603.0
동대문구,2023,3,전농2동,dong,78442.0,120502.0,36382.0
동대문구,2023,3,답십리1동,dong,104763.0,135938.0,73588.0
동대문구,2023,3,답십리2동,dong,83130.0,111781.0,54479.0
동대문구,2023,3,장안1동,dong,87661.0,110376.0,64946.0
동대문구,2023,3,장안2동,dong,87975.0,113782.0,62168.0
동대문구,2023,3,청량리동,dong,78226.0,108808.0,47644.0
동대문구,2023,3,회기동,dong,98713.0,134320.0,63106.0
동대문구,2023,3,휘경1동,dong,91506.0,133989.0,49023.0
동대문구,2023,3,휘경2동,dong,75202.0,85264.0,65139.0
동대문구,2023,3,이문1동,dong,87928.0,130270.0,45586.0
동대문구,2023,3,이문2동,dong,158033.0,158033.0,
동대문구,2023,4,동대문구,gu,91323.0,120764.0,61882.0
동대문구,2023,4,용신동,dong,96612.0,123535.0,69689.0
동대문구,2023,4,제기동,dong,96448.0,131380.0,61515.0
동대문구,2023,4,전농1동,dong,92187.0,120735.0,63639.0
동대문구,2023,4,전농2동,dong,79777.0,114250.0,45303.0
동대문구,2023,4,답십리1동,dong,102817.0,133683.0,71951.0
동대문구,2023,4,답십리2동,dong,78832.0,107920.0,49745.0
동대문구,2023,4,장안1동,dong,87754.0,113970.0,61538.0
동대문구,2023,4,장안2동,dong,85880.0,114767.0,56994.0
동대문구,2023,4,청량리동,dong,78615.0,105521.0,51708.0
동대문구,2023,4,회기동,dong,92106.0,116760.0,67453.0
동대문구,2023,4,휘경1동,dong,90281.0,125008.0,55554.0
동대문구,2023,4,휘경2동,dong,75411.0,83258.0,67563.0
동대문구,2023,4,이문1동,dong,99150.0,142868.0,55433.0
동대문구,2023,4,이문2동,dong,104243.0,147373.0,61113.0
동대문구,2024,1,동대문구,gu,91071.0,117713.0,64429.0
동대문구,2024,1,용신동,dong,93138.0,119433.0,66842.0
동대문구,2024,1,제기동,dong,100442.0,139109.0,61775.0
동대문구,2024,1,전농1동,dong,81164.0,105848.0,56479.0
동대문구,2024,1,전농2동,dong,83606.0,104033.0,63179.0
동대문구,2024,1,답십리1동,dong,113805.0,141034.0,86577.0
동대문구,2024,1,답십리2동,dong,76060.0,103071.0,49050.0
동대문구,2024,1,장안1동,dong,91261.0,109573.0,72948.0
동대문구,2024,1,장안2동,dong,80217.0,103744.0,56690.0
동대문구,2024,1,청량리동,dong,74279.0,92460.0,56098.0
동대문구,2024,1,회기동,dong,91327.0,124183.0,58471.0
동대문구,2024,1,휘경1동,dong,100406.0,138778.0,62033.0
동대문구,2024,1,휘경2동,dong,87794.0,101186.0,74401.0
동대문구,2024,1,이문1동,dong,94832.0,135371.0,54293.0
동대문구,2024,1,이문2동,dong,96239.0,131952.0,60526.0
동대문구,2024,2,동대문구,gu,91638.0,115398.0,67878.0
동대문구,2024,2,용신동,dong,91869.0,114112.0,69626.0
동대문구,2024,2,제기동,dong,102340.0,129820.0,74860.0
동대문구,2024,2,전농1동,dong,82460.0,102139.0,62782.0
동대문구,2024,2,전농2동,dong,69071.0,73140.0,65003.0
동대문구,2024,2,답십리1동,dong,114600.0,154089.0,75110.0
동대문구,2024,2,답십리2동,dong,75245.0,98135.0,52354.0
동대문구,2024,2,장안1동,dong,94024.0,114200.0,73847.0
동대문구,2024,2,장안2동,dong,80567.0,104151.0,56983.0
동대문구,2024,2,청량리동,dong,77790.0,97509.0,58070.0
동대문구,2024,2,회기동,dong,102498.0,119745.0,85251.0
동대문구,2024,2,휘경1동,dong,102635.0,131827.0,73442.0
동대문구,2024,2,휘경2동,dong,87842.0,96603.0,79080.0
동대문구,2024,2,이문1동,dong,100289.0,148440.0,52138.0
동대문구,2024,2,이문2동,dong,91898.0,121698.0,62097.0
동대문구,2024,3,동대문구,gu,92873.0,112080.0,73666.0
동대문구,2024,3,용신동,dong,86889.0,105762.0,68015.0
동대문구,2024,3,제기동,dong,100425.0,119903.0,80947.0
동대문구,2024,3,전농1동,dong,80646.0,91516.0,69776.0
동대문구,2024,3,전농2동,dong,73308.0,82293.0,64323.0
동대문구,2024,3,답십리1동,dong,116804.0,144374.0,89233.0
동대문구,2024,3,답십리2동,dong,80386.0,95001.0,65770.0
동대문구,2024,3,장안1동,dong,100237.0,109489.0,90984.0
동대문구,2024,3,장안2동,dong,80870.0,106374.0,55366.0
동대문구,2024,3,청량리동,dong,77386.0,103110.0,51663.0
동대문구,2024,3,회기동,dong,108905.0,126293.0,91518.0
