지역코드,지역명,1층_임대시세_최근1분기,1층_임대시세_최근2분기,1층_임대시세_최근3분기,기타층_임대시세_최근1분기,기타층_임대시세_최근2분기,기타층_임대시세_최근3분기,연도,분기
11710641,문정1동,97638,97046,91609,46507,45094,72382,2020,1
11710642,문정2동,222987,216640,200885,100138,101152,97794,2020,1
11710646,장지동,115585,121770,107030,45363,49428,55813,2020,1
11710647,위례동,191620,195466,188186,106115,97768,89619,2020,1
11710650,잠실본동,171225,176299,170599,73144,71391,73435,2020,1
11710670,잠실2동,482162,507082,482662,228481,209985,203023,2020,1
11710680,잠실3동,153105,235653,226011,294247,282508,269215,2020,1
11710690,잠실4동,372707,372707,328082,153902,150433,170772,2020,1
11710710,잠실6동,205876,231507,215616,148193,139410,184185,2020,1
11710720,잠실7동, ,133090,159333, , , ,2020,1
11740,강동구,110884,112603,115081,60584,61283,62930,2020,1
11740515,강일동,190174,203319,210161,74318,87884,86877,2020,1
11740520,상일동,82116,77968,82551,69034,41822,48965,2020,1
11740530,명일1동,131127,124355,112232,57721,64727,61200,2020,1
11740540,명일2동,112739,118587,125678,68627,52639,56806,2020,1
11740550,고덕1동,161082,174666,145728,74191,54405,63549,2020,1
11740560,고덕2동,93088,131178,159099, ,100955,125159,2020,1
11740570,암사1동,100556,102739,104805,65024,64653,61716,2020,1
11740580,암사2동,124016,113894,125535,59998,67112,70262,2020,1
11740590,암사3동,109583,119244,118212,79119,82034,75563,2020,1
11740600,천호1동,87584,87614,94463,43441,43079,51684,2020,1
11740610,천호2동,105641,117005,118677,63513,70232,65394,2020,1
11740620,천호3동,119653,116751,113435,77733,69401,79178,2020,1
11740640,성내1동,115274,107940,119295,50012,48595,46568,2020,1
11740650,성내2동,117614,109789,101245,63141,63583,56710,2020,1
11740660,성내3동,116039,123900,130074,52762,58985,55427,2020,1
11740685,길동,104566,108248,109346,57203,60409,69456,2020,1
11740690,둔촌1동, , , , , , ,2020,1
11740700,둔촌2동,88565,80535,91457,44080,50619,48702,2020,1
11,서울시 전체,134566,135148,140151,104237,106287,108130,2020,2
11110,종로구,223413,214855,207758,153447,142856,137585,2020,2
11110515,청운효자동,162427,165848,160242,88321,95374,102023,2020,2
11110530,사직동,188767,177228,200198,112017,105939,105836,2020,2
11110540,삼청동,152834,171226,183892,218157,57970,64904,2020,2
11110550,부암동,106295,107264,104196,57206,69977,96915,2020,2
11110560,평창동,89244,86046,82299,88776,86429,89218,2020,2
11110570,무악동, , ,162791, , ,100402,2020,2
11110580,교남동,239986,246999,223640, ,114186,169580,2020,2
11110600,가회동,170184,168159,150658,125860,108040,118290,2020,2
11110615,종로1·2·3·4가동,270848,259583,249923,127460,130183,121235,2020,2
11110630,종로5·6가동,263445,271717,255336,254798,233048,231997,2020,2
11110640,이화동,166427,186631,162176,86277,82159,80465,2020,2
11110650,혜화동,159574,156568,164646,87839,95007,78719,2020,2
11110670,창신1동,227089,204978,197134,130940,116642,133063,2020,2
11110680,창신2동,99152,91336,90776,63112,62389,56555,2020,2
11110690,창신3동, , ,98319,116935,94049,78140,2020,2
11110700,숭인1동,89774,103351,100845,78599,75462,57388,2020,2
11110710,숭인2동,127875,120490,120870,61450,57131,55046,2020,2
11140,중구,230515,245466,252706,226618,240567,241688,2020,2
11140520,소공동,246170,237841,221939,113490,118886,117578,2020,2
11140540,회현동,351954,380702,378616,285911,309730,302122,2020,2
11140550,명동,244582,229724,257799,151805,141351,130858,2020,2
11140570,필동,157793,160609,159193,77192,81017,85052,2020,2
11140580,장충동,114216,109530,114518,77723,80455,63844,2020,2
11140590,광희동,201559,219236,203825,172776,197649,196568,2020,2
11140605,을지로동,171206,180007,186177,82979,84791,96212,2020,2
11140615,신당동,352924,377840,367247,361596,384826,399339,2020,2
11140625,다산동,114818,114196,121953,91516,90459,89964,2020,2
11140635,약수동,191235,185654,167356,68415,65513,77126,2020,2
11140645,청구동,85282,71725,103145,93728,75633,84133,2020,2
11140650,신당5동,130476,116037,129345,129304,136485,103395,2020,2
11140665,동화동,122714,126664,118512,83839,97637,85192,2020,2
11140670,황학동,153293,130424,143028,91677,90455,114757,2020,2
11140680,중림동,142556,135830,136658,81593,86420,107923,2020,2
11170,용산구,132465,133054,137149,89260,92311,94499,2020,2
11170510,후암동,117814,114071,110670,49012,59860,60089,2020,2
11170520,용산2가동,105968,110562,104591,51969,51969,91266,2020,2
11170530,남영동,112458,116594,120790,60199,61400,67595,2020,2
11170555,청파동,137216,143751,133706,70830,66867,70893,2020,2
11170560,원효로1동,97190,101088,100664,61809,66929,69690,2020,2
11170570,원효로2동,96553,91145,107100,80874,67143,80266,2020,2
11170580,효창동,119824,138258,135502,79916,71339,109730,2020,2
11170590,용문동,122815,119493,101189,56312,71663,59884,2020,2
11170625,한강로동,137476,138682,142638,95238,96820,101694,2020,2
11170630,이촌1동,278924,276639,301294,84871,96067,116895,2020,2
11170640,이촌2동,73394,73394,70071, , ,167833,2020,2
11170650,이태원1동,184079,200018,199088,133928,144053,138217,2020,2
11170660,이태원2동,147170,137777,127369,106336,112866,110835,2020,2
11170685,한남동,148947,145118,135270,112811,104895,95413,2020,2
11170690,서빙고동,134308,73081,62635, ,85350,69923,2020,2
11170700,보광동,103843,98935,111432,76254,76795,68079,2020,2
11200,성동구,120118,117770,121610,85046,80425,83068,2020,2
11200520,왕십리2동,101557,109989,113212,54192,56384,74513,2020,2
11200535,왕십리도선동,139592,132878,125761,109963,99835,93288,2020,2
11200540,마장동,118246,117459,127874,70466,55906,59422,2020,2
11200550,사근동,126690,139450,140472,91869,74235,94008,2020,2
11200560,행당1동,138901,139883,141291,141371,157268,133789,2020,2
11200570,행당2동,165365,167266,129507,81257,81905,82133,2020,2
11200580,응봉동,138940,92137,139653,77438,71963,78170,2020,2
11200590,금호1가동,137046,117966,125042,99597,66995,107456,2020,2
11200615,금호2·3가동,137507,136080,126159,80484,80535,81381,2020,2
11200620,금호4가동,89944,123297,121639,73860,73103,68988,2020,2
11200645,옥수동,185633,157397,164465,114302,109477,121404,2020,2
11200650,성수1가1동,114386,114907,120978,64151,67717,77570,2020,2
11200660,성수1가2동,128066,124328,124653,90115,85812,82607,2020,2
11200670,성수2가1동,79884,81475,93779,53078,49885,59373,2020,2
11200690,성수2가3동,115116,113871,108298,90648,83302,87467,2020,2
11200720,송정동,96306,92046,82140,58589,54356,68248,2020,2
11200790,용답동,126429,107836,125259,58568,54164,58927,2020,2
11215,광진구,122826,121978,118571,72656,75504,74577,2020,2
11215710,화양동,163383,165353,157380,81404,86557,86692,2020,2
11215730,군자동,114854,110347,110375,67043,64657,51771,2020,2
11215740,중곡1동,93308,91230,86663,58510,62535,57571,2020,2
11215750,중곡2동,88406,87958,90423,56926,54619,50515,2020,2
11215760,중곡3동,91661,99027,94090,36038,36943,37031,2020,2
11215770,중곡4동,111093,114455,108720,53969,48389,48342,2020,2
11215780,능동,146880,137075,134995,66054,64954,69184,2020,2
11215810,광장동,155172,145578,140039,73647,73982,78656,2020,2
11215820,자양1동,125423,117351,121920,91589,90194,76102,2020,2
11215830,자양2동,92419,96289,85428,87242,79879,82118,2020,2
11215840,자양3동,122215,135911,124891,140825,121963,117059,2020,2
11215847,자양4동,155967,143823,148193,66228,69793,65272,2020,2
11215850,구의1동,112856,107625,108732,52218,50020,64845,2020,2
11215860,구의2동,141687,151408,118544,64988,67432,60570,2020,2
11215870,구의3동,121703,117932,134399,77461,95075,95177,2020,2
11230,동대문구,107901,110071,114777,56017,58625,58957,2020,2
11230536,용신동,96642,99452,103155,58457,62527,60416,2020,2
11230545,제기동,109600,129842,137237,58253,61533,64640,2020,2
11230560,전농1동,96188,94184,98157,59668,60581,69523,2020,2
11230570,전농2동,112192,100547,122622,66092,66153,83364,2020,2
11230600,답십리1동,153618,150329,129713,46073,54083,54920,2020,2
11230610,답십리2동,91609,82414,98418,51211,58054,49579,2020,2
11230650,장안1동,100112,98391,97830,54450,60743,56368,2020,2
11230660,장안2동,106651,96224,114050,51003,49658,54227,2020,2
11230705,청량리동,91942,88654,88812,52919,51901,52405,2020,2
11230710,회기동,137805,134507,135466,81492,67206,71110,2020,2
11230720,휘경1동,115412,148726,156739,46895,51663,48348,2020,2
11230730,휘경2동,122884,118081,108469,58513,50130,50864,2020,2
11230740,이문1동,118351,126852,141471,76285,71504,56253,2020,2
11230750,이문2동,88713,92502,86038,30202,32037,60594,2020,2
11260,중랑구,94546,93783,95238,49621,49362,53950,2020,2
11260520,면목2동,71189,75998,89245,39486,38579,38917,2020,2
11260540,면목4동,71061,68950,71150,33497,27801,51172,2020,2
11260550,면목5동,63975,70552,71432,48865,51357,40012,2020,2
11260565,면목본동,95064,97154,95040,47707,51678,51625,2020,2
11260570,면목7동,141790,139059,116040,41742,51855,49041,2020,2
11260575,면목3·8동,89107,86897,95767,61077,50195,54983,2020,2
11260580,상봉1동,111261,108716,96036,40945,54508,65375,2020,2
11260590,상봉2동,99343,98433,109255,75238,65290,62730,2020,2
11260600,중화1동,69414,85220,79493,41494,44424,47024,2020,2
11260610,중화2동,109820,103485,103687,39142,39360,46323,2020,2
11260620,묵1동,113219,125195,119657,63963,62118,57821,2020,2
11260630,묵2동,73173,78054,84731,42325,40522,75513,2020,2
11260655,망우본동,94605,80079,84079,45571,46512,56682,2020,2
11260660,망우3동,66223,66780,68510,21845,26897,35094,2020,2
11260680,신내1동,94984,100616,99522,58708,62827,61171,2020,2
11260690,신내2동,146627,133999,128149,53742,49224,53793,2020,2
11290,성북구,105977,105488,111096,64791,59220,61006,2020,2
11290525,성북동,127279,133678,139800,93322,84648,88716,2020,2
11290555,삼선동,113199,108223,116038,63015,53313,60038,2020,2
11290575,동선동,145847,158931,171469,68942,76127,69622,2020,2
11290580,돈암1동, , ,82975,72862,73653,63085,2020,2
11290590,돈암2동, , , , , , ,2020,2
11290600,안암동,110500,105593,134392,64762,55863,58301,2020,2
11290610,보문동,104686,93921,90104,51619,53936,61543,2020,2
11290620,정릉1동,73770,78144,99725,43648,47349,59614,2020,2
11290630,정릉2동,93805,95985,91397,61097,63202,51931,2020,2
11290640,정릉3동,103082,89100,80501,94879,41208,44111,2020,2
11290650,정릉4동,136363,123175,107430,70806,50330,56538,2020,2
11290660,길음1동,153232,157076,164501,141187,123971,101508,2020,2
11290685,길음2동,135034,167971,140956,50438,54583,86025,2020,2
11290705,종암동,102601,97690,96620,74002,61856,54079,2020,2
11290715,월곡1동,92225,92364,97281,40382,43653,65203,2020,2
11290725,월곡2동,96772,97146,105170,55344,41975,40640,2020,2
11290760,장위1동,57345,57937,61785,33346,28047,31028,2020,2
11290770,장위2동,78083,78088,79768,43745,46979,59180,2020,2
11290780,장위3동,105369,96175,95326,36354,40988,36881,2020,2
11290810,석관동,86847,92037,94920,65322,45295,50649,2020,2
11305,강북구,97278,94772,99833,73048,70279,64177,2020,2
11305534,삼양동,99842,82587,84721,48334,55123,78580,2020,2
11305535,미아동,98506,90833,109104,73504,72178,57498,2020,2
11305545,송중동,113436,119878,119842,57830,61359,76519,2020,2
11305555,송천동,94859,87131,90665,67157,67412,44299,2020,2
11305575,삼각산동,136016,126021,127057,143573,137008,130806,2020,2
11305595,번1동,97854,97625,95557,59083,55957,60055,2020,2
11305603,번2동,80516,80947,70717,78981,90143,92619,2020,2
11305608,번3동,101147,100392,97154,50119,49113,38600,2020,2
11305615,수유1동,98833,96258,99017,37336,31372,37790,2020,2
11305625,수유2동,76106,77366,80314,121134,137379,55519,2020,2
11305635,수유3동,110980,106824,121017,96183,82220,71545,2020,2
11305645,우이동,76323,83913,80774,50790,48809,46454,2020,2
11305660,인수동,68090,66576,65162,41540,40638,51524,2020,2
11320,도봉구,106292,100935,100812,47889,46416,53244,2020,2
11320511,창1동,85155,90213,100710,50364,53098,61372,2020,2
11320512,창2동,90010,89858,90065,42649,41590,38765,2020,2
11320513,창3동,95070,92028,79993,56439, ,33881,2020,2
11320514,창4동,206669,165312,173094,62516,64235,80357,2020,2
11320515,창5동,127430,128163,132260,45990,55909,59935,2020,2
11320521,도봉1동,117455,105544,90325,34124,27532,34773,2020,2
11320522,도봉2동,89753,90561,101683,51130,50499,60520,2020,2
11320660,쌍문1동,81798,60959,70214, , ,37413,2020,2
11320670,쌍문2동,99402,92455,94134,49022,46962,45571,2020,2
11320680,쌍문3동,106996,108548,121258,47561,31648,44503,2020,2
11320681,쌍문4동,92664,95068,114171,49703,58269,58775,2020,2
11320690,방학1동,120121,109778,103418,59408,44539,48851,2020,2
11320700,방학2동,80547,81573,85839,30453,29894,28756,2020,2
11320710,방학3동,81996,79830,85367,42246,44395,82667,2020,2
11350,노원구,135885,136970,136712,68921,70031,71781,2020,2
11350560,월계1동,145135,152772,138209,51213,53587,58779,2020,2
11350570,월계2동,83642,72705,88552, , ,86025,2020,2
11350580,월계3동,172907,155292,190722,87456,76152,77628,2020,2
11350595,공릉1동,117987,112986,111611,55701,56783,64015,2020,2
11350600,공릉2동,128258,134548,120824,71782,96186,82604,2020,2
11350611,하계1동,112099,104567,100393,76124,62147,73784,2020,2
11350612,하계2동, ,189839,174586, ,81632,95067,2020,2
11350619,중계본동,108955,100159,128484,63319,70013,73800,2020,2
11350621,중계1동,205520,221446,228056,76156,78498,91343,2020,2
11350624,중계4동,129290,130290,152226,71117,71976,58390,2020,2
11350625,중계2·3동,239022,244997,176838,105136,95250,83975,2020,2
11350630,상계1동,128680,136347,124155,47537,52335,51611,2020,2
11350640,상계2동,162140,163324,151049,102057,86348,85535,2020,2
11350665,상계3·4동,78933,86856,90160,40479,40859,45947,2020,2
11350670,상계5동,88279,88974,102078,41844,37787,39068,2020,2
11350695,상계6·7동,167059,172108,198330,67718,85484,90704,2020,2
11350700,상계8동,131066,182386,163237, , ,59285,2020,2
11350710,상계9동,146774,184377,204162,57051,52289,55313,2020,2
11350720,상계10동, ,148789,188675,54461,62442,57421,2020,2
11380,은평구,105135,107123,110909,71218,72526,72227,2020,2
11380510,녹번동,98727,106287,104302,58045,68099,69272,2020,2
11380520,불광1동,120865,115758,128478,68181,64607,59970,2020,2
11380530,불광2동,120474,121774,144442,49751,78303,72285,2020,2
11380551,갈현1동,117894,108005,109995,55735,57665,68262,2020,2
11380552,갈현2동,102815,108852,111055,50719,47653,58262,2020,2
11380560,구산동,95730,103007,103211,57626,43884,63846,2020,2
11380570,대조동,127372,127126,123595,103533,108110,93626,2020,2
11380580,응암1동,116538,116429,114290,71438,65643,50225,2020,2
11380590,응암2동,87653,87781,94917,109367,92925,94853,2020,2
11380600,응암3동,101190,103424,109235,56627,48131,52050,2020,2
11380625,역촌동,95131,91025,96218,63830,62069,57278,2020,2
11380631,신사1동,85846,84368,93252,81804,73514,76167,2020,2
11380632,신사2동,73971,82622,84341,103712,95784,82759,2020,2
11380640,증산동,76088,102552,104629,38053,40502,53881,2020,2
11380650,수색동,88346,92054,80087,61596,53885,37764,2020,2
11380690,진관동,118110,116545,124679,100066,105998,105591,2020,2
11410,서대문구,125631,126994,130370,72402,72976,75707,2020,2
11410520,천연동,119084,127557,133552,69243,59820,66379,2020,2
11410555,북아현동,87626,104061,134726,65481,73132,96341,2020,2
11410565,충현동,120679,110312,114423,71100,81052,72195,2020,2
11410585,신촌동,177548,185528,187060,93765,90143,86988,2020,2
11410615,연희동,111028,107496,94928,72674,77915,90252,2020,2
11410620,홍제1동,141358,134221,156304,57921,102033,70565,2020,2
11410640,홍제3동,105618,108688,120613,58563,37078,47664,2020,2
11410655,홍제2동,194467,173398,115926,61011,49975,65592,2020,2
11410660,홍은1동,85120,73979,85653,53097,55309,51487,2020,2
11410685,홍은2동,100095,98888,100239,65978,57334,57959,2020,2
11410690,남가좌1동,140778,152798,133985,66425,63025,89429,2020,2
11410700,남가좌2동,118018,109731,117254,63997,56149,45491,2020,2
11410710,북가좌1동,90304,98085,111765,63349,77363,82367,2020,2
11410720,북가좌2동,94961,93057,100277,49577,43646,55820,2020,2
11440,마포구,141578,143138,146291,104652,103387,104173,2020,2
11440555,아현동,159651,153369,159789,92996,90012,84704,2020,2
11440565,공덕동,93245,95283,98573,85917,79000,84888,2020,2
11440585,도화동,138942,156659,151398,130537,118966,114629,2020,2
11440590,용강동,190437,175327,163062,88942,106386,101452,2020,2
11440600,대흥동,144514,147738,160796,74511,71722,73029,2020,2
11440610,염리동,132735,145494,156230,71275,62355,66743,2020,2
11440630,신수동,99402,91125,112775,64274,64598,89761,2020,2
11440655,서강동,148660,147395,150010,99793,103884,115409,2020,2
11440660,서교동,154751,156598,167382,117243,113709,115290,2020,2
