행정구역,2022_1Q_전체,2022_1Q_1층,2022_1Q_1층외,2022_2Q_전체,2022_2Q_1층,2022_2Q_1층외,2022_3Q_전체,2022_3Q_1층,2022_3Q_1층외
마장동,112213.0,143574.0,80852.0,123090.0,169017.0,77164.0,151073.0,188076.0,114069.0
사근동,146898.0,178030.0,115766.0,144014.0,178792.0,109235.0,151523.0,196078.0,106968.0
행당1동,119981.0,135400.0,104561.0,126856.0,147319.0,106394.0,154840.0,151727.0,157953.0
행당2동,149490.0,182949.0,116031.0,139321.0,191117.0,87526.0,191267.0,208025.0,174509.0
응봉동,109042.0,105982.0,112101.0,109681.0,109681.0,,98297.0,105611.0,90983.0
금호1가동,104552.0,116885.0,92218.0,121085.0,115913.0,126256.0,132862.0,135960.0,129765.0
금호2·3가동,137181.0,144876.0,129485.0,152781.0,185343.0,120219.0,173882.0,229709.0,118055.0
금호4가동,119358.0,143001.0,95715.0,80373.0,105020.0,55725.0,187159.0,187250.0,187068.0
옥수동,135569.0,132545.0,138593.0,153794.0,168638.0,138951.0,199879.0,225397.0,174360.0
성수1가1동,111825.0,106515.0,117136.0,101051.0,97797.0,104305.0,134286.0,111172.0,157401.0
성수1가2동,141019.0,150954.0,131083.0,151597.0,140979.0,162215.0,197503.0,188538.0,206468.0
성수2가1동,101069.0,114623.0,87514.0,103112.0,115566.0,90658.0,145366.0,146625.0,144107.0
성수2가3동,143714.0,154888.0,132541.0,156801.0,173298.0,140305.0,157618.0,177160.0,138076.0
송정동,106267.0,108329.0,104204.0,105281.0,131774.0,78787.0,144778.0,156730.0,132826.0
용답동,117095.0,147208.0,86981.0,128405.0,162584.0,94227.0,145596.0,183446.0,107747.0
광진구,110132.0,137470.0,82793.0,112800.0,134024.0,91576.0,113264.0,133926.0,92602.0
화양동,154412.0,191960.0,116864.0,163200.0,205529.0,120870.0,154594.0,194798.0,114389.0
군자동,96629.0,114202.0,79056.0,110838.0,115133.0,106543.0,115789.0,113547.0,118031.0
중곡1동,100519.0,133320.0,67718.0,102622.0,148120.0,57124.0,89225.0,129837.0,48613.0
중곡2동,91914.0,121131.0,62697.0,91703.0,113266.0,70140.0,99001.0,114907.0,83095.0
중곡3동,83936.0,123865.0,44006.0,76231.0,98474.0,53989.0,79350.0,93223.0,65477.0
중곡4동,98644.0,130285.0,67004.0,104780.0,117883.0,91677.0,104446.0,125806.0,83086.0
능동,125998.0,171085.0,80911.0,134779.0,164330.0,105229.0,124504.0,158619.0,90389.0
광장동,111634.0,128904.0,94365.0,126380.0,149880.0,102880.0,143548.0,180317.0,106779.0
자양1동,110621.0,147512.0,73731.0,105663.0,138559.0,72767.0,98935.0,133819.0,64051.0
자양2동,101911.0,109520.0,94303.0,112462.0,105930.0,118995.0,112274.0,98036.0,126512.0
자양3동,104394.0,123819.0,84969.0,102945.0,117062.0,88827.0,118040.0,137644.0,98435.0
자양4동,121484.0,146960.0,96008.0,141243.0,161519.0,120968.0,133161.0,150708.0,115614.0
구의1동,95214.0,113652.0,76775.0,101022.0,126612.0,75433.0,107183.0,129077.0,85288.0
구의2동,113545.0,136481.0,90609.0,102145.0,121444.0,82845.0,92023.0,113776.0,70271.0
구의3동,115981.0,147037.0,84924.0,118826.0,134738.0,102915.0,118888.0,135040.0,102736.0
동대문구,95402.0,120046.0,70758.0,92915.0,114828.0,71002.0,96065.0,116465.0,75665.0
용신동,92668.0,107079.0,78257.0,90275.0,101233.0,79318.0,94913.0,102995.0,86831.0
제기동,104097.0,139900.0,68295.0,99202.0,129094.0,69311.0,98542.0,132452.0,64632.0
전농1동,103697.0,117132.0,90263.0,94905.0,128463.0,61347.0,93087.0,112579.0,73595.0
전농2동,111610.0,131684.0,91536.0,100342.0,123349.0,77336.0,114642.0,126814.0,102470.0
답십리1동,106440.0,126823.0,86057.0,109733.0,125726.0,93740.0,111691.0,136467.0,86916.0
답십리2동,74019.0,93309.0,54729.0,78728.0,86780.0,70675.0,78206.0,93696.0,62715.0
장안1동,81861.0,101411.0,62312.0,82337.0,101635.0,63039.0,86986.0,102388.0,71585.0
장안2동,87857.0,114627.0,61087.0,88484.0,109467.0,67501.0,87096.0,105022.0,69170.0
청량리동,103385.0,126859.0,79910.0,102843.0,124920.0,80767.0,93160.0,127002.0,59318.0
회기동,106773.0,149331.0,64215.0,102687.0,129134.0,76240.0,112619.0,127573.0,97665.0
휘경1동,125539.0,183683.0,67395.0,114367.0,174392.0,54343.0,120096.0,185403.0,54788.0
휘경2동,72089.0,83336.0,60842.0,80105.0,100457.0,59753.0,116378.0,105546.0,127210.0
이문1동,93561.0,121820.0,65303.0,92315.0,116437.0,68193.0,84302.0,115012.0,53592.0
이문2동,72622.0,91139.0,54105.0,89992.0,120347.0,59637.0,90862.0,122099.0,59625.0
중랑구,86675.0,104147.0,69203.0,87580.0,106838.0,68321.0,87818.0,108602.0,67034.0
면목2동,64616.0,87802.0,41430.0,67860.0,90534.0,45186.0,66144.0,94154.0,38133.0
면목4동,94193.0,70113.0,118272.0,71319.0,92485.0,50153.0,76072.0,102882.0,49262.0
면목5동,61549.0,77816.0,45282.0,84878.0,99159.0,70596.0,96179.0,122454.0,69903.0
면목본동,88501.0,113857.0,63146.0,96630.0,112891.0,80369.0,98441.0,114596.0,82285.0
면목7동,94046.0,128245.0,59848.0,103389.0,122826.0,83951.0,108069.0,124432.0,91707.0
면목3·8동,95930.0,105316.0,86545.0,108308.0,114037.0,102579.0,105755.0,106944.0,104567.0
상봉1동,77482.0,98502.0,56463.0,86825.0,106448.0,67203.0,72924.0,107949.0,37899.0
상봉2동,85258.0,107194.0,63322.0,86606.0,107476.0,65736.0,83486.0,106553.0,60419.0
중화1동,99899.0,78642.0,121156.0,80918.0,84897.0,76939.0,75282.0,88311.0,62253.0
중화2동,84915.0,104572.0,65259.0,73786.0,95653.0,51920.0,89868.0,115674.0,64061.0
묵1동,101018.0,124962.0,77075.0,100167.0,126550.0,73784.0,110767.0,135592.0,85943.0
묵2동,84898.0,91561.0,78234.0,59016.0,81094.0,36938.0,70613.0,93346.0,47880.0
망우본동,85352.0,114873.0,55830.0,87276.0,110881.0,63671.0,80768.0,100622.0,60913.0
망우3동,64858.0,76929.0,52787.0,73096.0,84867.0,61324.0,65722.0,92100.0,39343.0
신내1동,85632.0,100043.0,71220.0,109849.0,138560.0,81138.0,100697.0,109692.0,91702.0
신내2동,122563.0,163473.0,81654.0,135636.0,200122.0,71149.0,122343.0,179815.0,64871.0
성북구,104496.0,125535.0,83457.0,106288.0,123046.0,89530.0,105457.0,121367.0,89547.0
성북동,112301.0,137860.0,86743.0,105381.0,133602.0,77159.0,95657.0,112845.0,78470.0
삼선동,90396.0,114332.0,66459.0,100657.0,117521.0,83793.0,99877.0,111729.0,88025.0
동선동,136744.0,163726.0,109762.0,127516.0,151767.0,103265.0,130328.0,160492.0,100164.0
돈암1동,116207.0,137420.0,94994.0,214069.0,153648.0,274491.0,217283.0,134809.0,299757.0
돈암2동,148385.0,176429.0,120340.0,,,,71665.0,110812.0,32518.0
안암동,114567.0,151693.0,77441.0,126182.0,179590.0,72775.0,113078.0,144935.0,81220.0
보문동,85935.0,103803.0,68067.0,93423.0,89500.0,97346.0,101095.0,95308.0,106882.0
정릉1동,83929.0,86736.0,81122.0,100005.0,132231.0,67778.0,102096.0,141230.0,62963.0
정릉2동,87021.0,96942.0,77099.0,81847.0,81067.0,82627.0,99900.0,111730.0,88071.0
정릉3동,81621.0,72298.0,90943.0,55510.0,55510.0,,72242.0,87782.0,56703.0
정릉4동,100053.0,145843.0,54262.0,88570.0,124493.0,52647.0,107295.0,149254.0,65335.0
길음1동,159478.0,190006.0,128949.0,199311.0,234705.0,163916.0,165365.0,158123.0,172607.0
길음2동,130294.0,176555.0,84033.0,92266.0,96153.0,88379.0,96376.0,107696.0,85057.0
종암동,98582.0,102614.0,94549.0,114409.0,116998.0,111821.0,103993.0,108382.0,99604.0
월곡1동,104262.0,124482.0,84042.0,82241.0,84887.0,79596.0,89408.0,103168.0,75647.0
월곡2동,98843.0,129528.0,68157.0,98819.0,111896.0,85742.0,107776.0,134000.0,81552.0
장위1동,60909.0,76714.0,45105.0,63814.0,82768.0,44860.0,81219.0,80163.0,82276.0
장위2동,86116.0,92833.0,79399.0,67688.0,67470.0,67906.0,76362.0,78402.0,74322.0
장위3동,149127.0,170364.0,127890.0,122056.0,142855.0,101257.0,115541.0,156841.0,74241.0
석관동,80590.0,104598.0,56582.0,97495.0,137873.0,57118.0,82884.0,114590.0,51178.0
강북구,91034.0,107534.0,74534.0,93343.0,111844.0,74842.0,90954.0,110259.0,71649.0
삼양동,93683.0,116616.0,70750.0,102968.0,120556.0,85381.0,109027.0,132188.0,85867.0
미아동,88818.0,115548.0,62087.0,97590.0,117530.0,77650.0,95094.0,111705.0,78482.0
송중동,115968.0,133702.0,98234.0,102114.0,132481.0,71746.0,100198.0,120602.0,79793.0
송천동,84409.0,94343.0,74475.0,94410.0,109015.0,79804.0,81598.0,106034.0,57163.0
삼각산동,115533.0,128688.0,102378.0,118574.0,136534.0,100614.0,147112.0,141990.0,152235.0
번1동,96809.0,88571.0,105046.0,100854.0,104548.0,97161.0,92729.0,117599.0,67859.0
번2동,63436.0,87429.0,39444.0,106151.0,106151.0,,71940.0,109696.0,34184.0
번3동,67957.0,90486.0,45428.0,78301.0,108705.0,47897.0,95754.0,151935.0,39572.0
수유1동,80771.0,101309.0,60232.0,71406.0,112576.0,30236.0,62159.0,91320.0,32998.0
수유2동,83648.0,105849.0,61447.0,96113.0,126329.0,65896.0,85122.0,110180.0,60063.0
수유3동,101058.0,131323.0,70792.0,102631.0,119135.0,86127.0,99269.0,121841.0,76697.0
우이동,70267.0,97047.0,43487.0,62514.0,85197.0,39831.0,68819.0,90495.0,47144.0
인수동,58998.0,65559.0,52438.0,65242.0,61532.0,68953.0,69057.0,70677.0,67437.0
도봉구,86900.0,109834.0,63966.0,90393.0,111230.0,69555.0,89789.0,112686.0,66891.0
창1동,115730.0,128929.0,102530.0,102065.0,115719.0,88410.0,119836.0,122435.0,117236.0
창2동,90160.0,87917.0,92404.0,95211.0,80410.0,110012.0,74578.0,90299.0,58858.0
창3동,67899.0,83160.0,52638.0,79163.0,92663.0,65663.0,71214.0,74542.0,67886.0
창4동,135777.0,199203.0,72350.0,157190.0,239532.0,74849.0,132112.0,184139.0,80085.0
창5동,109589.0,160072.0,59106.0,107913.0,155684.0,60142.0,111003.0,156917.0,65088.0
도봉1동,66000.0,87072.0,44928.0,98132.0,108866.0,87398.0,98600.0,99662.0,97539.0
도봉2동,85263.0,115038.0,55488.0,87237.0,116185.0,58288.0,85146.0,110325.0,59968.0
쌍문1동,80168.0,80767.0,79568.0,68229.0,73755.0,62704.0,68513.0,73416.0,63611.0
쌍문2동,98730.0,118850.0,78611.0,95574.0,115840.0,75308.0,89643.0,136362.0,42924.0
쌍문3동,82162.0,105761.0,58564.0,83488.0,87349.0,79627.0,103604.0,134133.0,73076.0
쌍문4동,93076.0,127752.0,58400.0,92602.0,118890.0,66314.0,86403.0,116741.0,56065.0
방학1동,82014.0,112491.0,51537.0,79528.0,104580.0,54475.0,88305.0,118941.0,57670.0
방학2동,64715.0,86954.0,42477.0,69667.0,95218.0,44117.0,67209.0,84190.0,50227.0
방학3동,82209.0,105249.0,59169.0,88791.0,111712.0,65870.0,77298.0,101967.0,52629.0
노원구,106014.0,135460.0,76567.0,109781.0,135966.0,83595.0,116772.0,136733.0,96811.0
월계1동,103219.0,140368.0,66069.0,83281.0,124702.0,41860.0,79032.0,100368.0,57696.0
월계2동,76370.0,77172.0,75569.0,89003.0,127821.0,50185.0,104185.0,123120.0,85250.0
월계3동,141819.0,208850.0,74789.0,184009.0,,184009.0,123949.0,169277.0,78621.0
공릉1동,87888.0,115350.0,60426.0,89522.0,112640.0,66404.0,93234.0,110138.0,76330.0
공릉2동,97559.0,127216.0,67902.0,106918.0,126850.0,86987.0,112790.0,136246.0,89333.0
하계1동,99187.0,102436.0,95937.0,97928.0,99886.0,95970.0,100738.0,103314.0,98162.0
하계2동,140897.0,185044.0,96749.0,144581.0,186909.0,102254.0,154099.0,218969.0,89228.0
중계본동,103329.0,136511.0,70146.0,126381.0,185718.0,67044.0,117472.0,165117.0,69826.0
중계1동,128155.0,159770.0,96540.0,158847.0,175386.0,142308.0,156255.0,177925.0,134586.0
중계4동,99598.0,139997.0,59199.0,84809.0,127031.0,42586.0,87529.0,124853.0,50205.0
중계2·3동,121898.0,161738.0,82058.0,146276.0,190370.0,102182.0,157466.0,191557.0,123375.0
상계1동,85034.0,112116.0,57951.0,96476.0,138751.0,54201.0,95047.0,134333.0,55761.0
상계2동,113160.0,151091.0,75229.0,100766.0,135660.0,65871.0,119407.0,137234.0,101580.0
상계3·4동,93579.0,93401.0,93757.0,118445.0,100126.0,136764.0,164045.0,113723.0,214367.0
상계5동,84376.0,113577.0,55176.0,71250.0,92082.0,50417.0,86051.0,87387.0,84716.0
상계6·7동,148044.0,182460.0,113629.0,169862.0,202319.0,137405.0,165845.0,181793.0,149897.0
상계8동,139410.0,214383.0,64437.0,67005.0,,67005.0,148945.0,234064.0,63826.0
상계9동,119874.0,167743.0,72006.0,103942.0,133385.0,74500.0,117654.0,153185.0,82122.0
상계10동,114404.0,147629.0,81180.0,141792.0,141792.0,,153751.0,236992.0,70509.0
은평구,100940.0,118740.0,83141.0,104371.0,117782.0,90961.0,105389.0,121146.0,89632.0
녹번동,101474.0,118286.0,84663.0,98095.0,118513.0,77677.0,108613.0,127304.0,89922.0
불광1동,88992.0,118464.0,59520.0,86557.0,119557.0,53557.0,89235.0,118862.0,59607.0
불광2동,109939.0,119869.0,100009.0,106037.0,104055.0,108018.0,91860.0,117910.0,65810.0
갈현1동,101241.0,123175.0,79307.0,113885.0,150602.0,77167.0,95955.0,144272.0,47639.0
갈현2동,93489.0,130179.0,56799.0,110737.0,113939.0,107535.0,127820.0,111616.0,144024.0
구산동,90805.0,111600.0,70011.0,104536.0,125707.0,83366.0,123740.0,121586.0,125894.0
대조동,116886.0,123437.0,110336.0,112524.0,123220.0,101829.0,101670.0,135796.0,67543.0
응암1동,107351.0,137727.0,76975.0,109528.0,127226.0,91830.0,111646.0,131652.0,91640.0
응암2동,136926.0,154897.0,118954.0,140653.0,135770.0,145536.0,142263.0,147665.0,136861.0
응암3동,86796.0,113824.0,59767.0,83350.0,101502.0,65197.0,95845.0,110795.0,80895.0
역촌동,90794.0,107693.0,73894.0,91064.0,114006.0,68122.0,92688.0,121075.0,64300.0
신사1동,91863.0,101180.0,82547.0,85253.0,100307.0,70200.0,86456.0,106768.0,66143.0
신사2동,74225.0,79461.0,68988.0,63436.0,78375.0,48497.0,92492.0,91279.0,93704.0
증산동,85705.0,81875.0,89535.0,108216.0,97958.0,118474.0,85958.0,78488.0,93428.0
수색동,112998.0,102892.0,123104.0,111475.0,97751.0,125199.0,111956.0,85720.0,138192.0
진관동,118019.0,142515.0,93524.0,137584.0,146378.0,128791.0,131251.0,132548.0,129954.0
서대문구,115323.0,132844.0,97802.0,105969.0,116352.0,95587.0,115449.0,121336.0,109562.0
천연동,105996.0,151234.0,60758.0,97650.0,129931.0,65369.0,90135.0,108417.0,71853.0
북아현동,133385.0,162093.0,104677.0,112307.0,143050.0,81563.0,99571.0,116223.0,82920.0
충현동,116239.0,135008.0,97470.0,112100.0,119371.0,104828.0,119757.0,140366.0,99148.0
신촌동,140148.0,181126.0,99170.0,124398.0,143957.0,104838.0,145900.0,141166.0,150633.0
연희동,103226.0,115698.0,90754.0,96148.0,103581.0,88715.0,102968.0,114456.0,91480.0
홍제1동,117055.0,135008.0,99102.0,113723.0,140314.0,87133.0,104177.0,121478.0,86875.0
홍제3동,95467.0,110191.0,80742.0,99032.0,104279.0,93786.0,107082.0,115803.0,98360.0
홍제2동,122350.0,144229.0,100472.0,96190.0,129891.0,62489.0,136660.0,148678.0,124641.0
홍은1동,100168.0,92723.0,107612.0,88513.0,90998.0,86028.0,88554.0,91170.0,85939.0
홍은2동,97379.0,107874.0,86883.0,102958.0,104533.0,101383.0,110966.0,117540.0,104392.0
남가좌1동,154567.0,146739.0,162395.0,148558.0,148643.0,148473.0,123826.0,152834.0,94819.0
남가좌2동,113388.0,116361.0,110416.0,81091.0,99421.0,62762.0,89404.0,110929.0,67879.0
북가좌1동,121076.0,86486.0,155667.0,188126.0,91191.0,285061.0,212706.0,106450.0,318962.0
북가좌2동,86080.0,99147.0,73013.0,78986.0,86076.0,71897.0,95149.0,108602.0,81696.0
마포구,142020.0,167310.0,116729.0,147891.0,171671.0,124112.0,162792.0,191609.0,133975.0
아현동,150739.0,201924.0,99554.0,152550.0,213923.0,91177.0,168132.0,222219.0,114044.0
공덕동,121128.0,120380.0,121875.0,128703.0,139096.0,118311.0,128042.0,145739.0,110346.0
도화동,158585.0,221889.0,95281.0,146430.0,211494.0,81366.0,135110.0,179665.0,90555.0
용강동,137815.0,179105.0,96525.0,166892.0,214126.0,119658.0,140962.0,156530.0,125394.0
대흥동,135022.0,154904.0,115139.0,154429.0,173827.0,135031.0,155713.0,188189.0,123236.0
염리동,138016.0,179131.0,96900.0,158127.0,175774.0,140481.0,193343.0,207463.0,179223.0
신수동,145553.0,152046.0,139060.0,142908.0,147765.0,138051.0,159644.0,153898.0,165389.0
서강동,151808.0,167757.0,135859.0,173619.0,199102.0,148136.0,187627.0,223686.0,151567.0
서교동,161603.0,194287.0,128919.0,155220.0,177627.0,132812.0,173403.0,207286.0,139520.0
합정동,131301.0,157044.0,105558.0,131065.0,157607.0,104523.0,160572.0,185678.0,135466.0
망원1동,135592.0,161158.0,110027.0,136665.0,148355.0,124974.0,148392.0,172226.0,124558.0
망원2동,97684.0,117187.0,78182.0,110764.0,135507.0,86021.0,130352.0,162656.0,98048.0
연남동,141807.0,148578.0,135037.0,159504.0,166919.0,152088.0,184397.0,197819.0,170976.0
성산1동,93226.0,115032.0,71419.0,101530.0,115632.0,87428.0,131082.0,140618.0,121546.0
성산2동,135584.0,134691.0,136477.0,140311.0,142073.0,138549.0,179759.0,220487.0,139032.0
상암동,150592.0,185451.0,115733.0,168863.0,206354.0,131371.0,178069.0,219947.0,136190.0
양천구,105938.0,130807.0,81068.0,104720.0,126803.0,82637.0,104033.0,123829.0,84237.0
목1동,153427.0,211497.0,95357.0,133144.0,179690.0,86598.0,135093.0,178287.0,91898.0
목2동,117154.0,131211.0,103097.0,107766.0,138435.0,77097.0,128645.0,162408.0,94883.0
목3동,114040.0,140404.0,87677.0,110789.0,121097.0,100481.0,106860.0,112176.0,101544.0
목4동,96767.0,123939.0,69594.0,102858.0,123033.0,82683.0,87550.0,103071.0,72028.0
목5동,156006.0,219985.0,92026.0,188400.0,275461.0,101339.0,177508.0,251760.0,103256.0
신월1동,71749.0,85211.0,58286.0,77293.0,80181.0,74404.0,110322.0,86302.0,134342.0
신월2동,74776.0,87783.0,61769.0,76971.0,87360.0,66582.0,70840.0,88991.0,52689.0
신월3동,91049.0,69399.0,112699.0,51682.0,58889.0,44475.0,53871.0,62807.0,44935.0
신월4동,72238.0,99659.0,44817.0,66337.0,84263.0,48411.0,65760.0,88169.0,43351.0
신월5동,86428.0,83769.0,89087.0,92908.0,85519.0,100297.0,97713.0,79690.0,115736.0
신월6동,111185.0,132614.0,89755.0,126305.0,141739.0,110871.0,118260.0,126399.0,110122.0
신월7동,60330.0,79813.0,40848.0,55896.0,77815.0,33978.0,64413.0,88306.0,40520.0
신정1동,89752.0,127344.0,52161.0,85799.0,115921.0,55677.0,89182.0,124460.0,53905.0
신정2동,92010.0,123771.0,60248.0,87786.0,112751.0,62822.0,96450.0,133339.0,59562.0
신정3동,101570.0,145392.0,57748.0,123936.0,188206.0,59665.0,116297.0,175050.0,57545.0
신정4동,105058.0,122092.0,88024.0,107515.0,114870.0,100160.0,99334.0,116397.0,82272.0
신정6동,145722.0,197585.0,93860.0,130244.0,189591.0,70897.0,129551.0,190150.0,68953.0
신정7동,99486.0,114198.0,84775.0,106379.0,105471.0,107287.0,107732.0,108665.0,106799.0
강서구,118576.0,145464.0,91689.0,118468.0,142223.0,94713.0,114428.0,138746.0,90109.0
염창동,107885.0,134168.0,81603.0,109564.0,134910.0,84218.0,96224.0,127700.0,64748.0
등촌1동,117087.0,145123.0,89051.0,119297.0,149542.0,89053.0,112029.0,138787.0,85271.0
등촌2동,109193.0,122986.0,95401.0,128159.0,123828.0,132490.0,97981.0,115925.0,80038.0
등촌3동,136190.0,180089.0,92291.0,130584.0,175665.0,85503.0,128599.0,171077.0,86121.0
화곡1동,101126.0,117464.0,84787.0,95408.0,113986.0,76830.0,92411.0,106564.0,78257.0
화곡2동,74874.0,83321.0,66427.0,64799.0,79364.0,50234.0,60172.0,82366.0,37978.0
화곡3동,118166.0,151577.0,84755.0,106652.0,151306.0,61998.0,99521.0,125371.0,73671.0
화곡4동,87322.0,119235.0,55409.0,86839.0,124082.0,49595.0,87663.0,119763.0,55564.0
화곡본동,97376.0,102381.0,92371.0,100660.0,105979.0,95342.0,92006.0,102691.0,81320.0
화곡6동,120430.0,141598.0,99261.0,130795.0,133155.0,128435.0,112555.0,125782.0,99328.0
화곡8동,104719.0,138777.0,70661.0,96338.0,116517.0,76159.0,107187.0,120107.0,94267.0
가양1동,166089.0,224824.0,107354.0,171312.0,225670.0,116955.0,166543.0,225998.0,107088.0
가양2동,133662.0,150270.0,117054.0,139028.0,183135.0,94920.0,219611.0,372896.0,66326.0
가양3동,114215.0,111192.0,117238.0,102949.0,,102949.0,95560.0,90831.0,100289.0
발산1동,117874.0,160980.0,74767.0,121378.0,165732.0,77024.0,121170.0,153602.0,88737.0
우장산동,122920.0,138085.0,107755.0,128684.0,129653.0,127715.0,129044.0,140345.0,117743.0
공항동,128086.0,110860.0,145311.0,128890.0,98977.0,158802.0,104092.0,96218.0,111967.0
방화1동,112358.0,142987.0,81729.0,96053.0,127589.0,64518.0,97277.0,129804.0,64750.0
방화2동,82522.0,107714.0,57330.0,78663.0,88327.0,68998.0,70607.0,89263.0,51952.0
방화3동,116043.0,175280.0,56806.0,133672.0,221209.0,46135.0,127612.0,213303.0,41921.0
