행정구역,2023_3Q_전체,2023_3Q_1층,2023_3Q_1층외,2023_4Q_전체,2023_4Q_1층,2023_4Q_1층외,2024_1Q_전체,2024_1Q_1층,2024_1Q_1층외
장위1동,107031.0,115108.0,98955.0,99020.0,101633.0,96408.0,97990.0,107113.0,88867.0
장위2동,157115.0,198158.0,116073.0,154704.0,187414.0,121993.0,143119.0,163785.0,122454.0
장위3동,80359.0,117338.0,43380.0,94931.0,123206.0,66655.0,117606.0,145294.0,89918.0
석관동,77631.0,114426.0,40836.0,82597.0,112939.0,52255.0,84992.0,114587.0,55396.0
강북구,82743.0,99741.0,65745.0,82972.0,99655.0,66289.0,88285.0,106587.0,69982.0
삼양동,88505.0,99415.0,77594.0,82684.0,91372.0,73997.0,84109.0,90813.0,77406.0
미아동,95413.0,109688.0,81139.0,96151.0,113919.0,78383.0,110056.0,121402.0,98711.0
송중동,101081.0,124794.0,77368.0,100896.0,119983.0,81809.0,107930.0,124226.0,91634.0
송천동,60584.0,77831.0,43336.0,58300.0,78132.0,38468.0,57267.0,74419.0,40116.0
삼각산동,110878.0,107577.0,114179.0,104156.0,106720.0,101592.0,116171.0,134715.0,97627.0
번1동,78281.0,89012.0,67550.0,79141.0,91748.0,66533.0,84399.0,101032.0,67766.0
번2동,59158.0,72377.0,45938.0,59606.0,71536.0,47675.0,61566.0,83541.0,39592.0
번3동,80003.0,94648.0,65357.0,75368.0,91275.0,59461.0,113662.0,157072.0,70251.0
수유1동,78815.0,86473.0,71156.0,86359.0,87366.0,85351.0,89603.0,95637.0,83568.0
수유2동,57620.0,82349.0,32891.0,61208.0,87432.0,34984.0,62116.0,87014.0,37218.0
수유3동,96497.0,128355.0,64640.0,94531.0,125695.0,63367.0,99449.0,131480.0,67417.0
우이동,75720.0,100151.0,51289.0,73934.0,96648.0,51221.0,72044.0,93735.0,50354.0
인수동,55195.0,65424.0,44966.0,61071.0,66983.0,55160.0,61323.0,69803.0,52842.0
도봉구,132253.0,153211.0,111296.0,131424.0,148708.0,114141.0,122372.0,136699.0,108046.0
창1동,121346.0,157332.0,85360.0,125557.0,163265.0,87848.0,119618.0,152685.0,86552.0
창2동,150696.0,161872.0,139520.0,148008.0,158062.0,137954.0,117765.0,153576.0,81953.0
창3동,91198.0,112826.0,69570.0,88558.0,110483.0,66633.0,83290.0,100758.0,65821.0
창4동,208737.0,293066.0,124407.0,189144.0,263091.0,115197.0,177348.0,233794.0,120902.0
창5동,167858.0,218705.0,117011.0,172051.0,205500.0,138603.0,176579.0,196192.0,156966.0
도봉1동,98449.0,121605.0,75292.0,98683.0,120679.0,76687.0,97764.0,114612.0,80916.0
도봉2동,108173.0,130810.0,85536.0,114877.0,129650.0,100104.0,101985.0,105007.0,98963.0
쌍문1동,126293.0,109701.0,142884.0,130858.0,107885.0,153831.0,117918.0,98177.0,137659.0
쌍문2동,115486.0,135278.0,95695.0,118979.0,133719.0,104239.0,121917.0,126280.0,117554.0
쌍문3동,161050.0,168854.0,153246.0,161858.0,159262.0,164454.0,126548.0,132051.0,121045.0
쌍문4동,116351.0,103524.0,129179.0,114455.0,106242.0,122668.0,100815.0,96780.0,104850.0
방학1동,156864.0,175053.0,138674.0,152460.0,171187.0,133732.0,133943.0,145722.0,122164.0
방학2동,94895.0,112885.0,76904.0,97003.0,111238.0,82768.0,92647.0,103958.0,81336.0
방학3동,128133.0,156831.0,99436.0,116123.0,136036.0,96210.0,122643.0,162040.0,83247.0
노원구,114559.0,140204.0,88914.0,112598.0,139348.0,85849.0,110900.0,137361.0,84439.0
