연도,분기,NM,행정동_코드,임대시세_전체,영역_면적
2022,4,구의1동,11215850,107831,565313
2022,4,구의2동,11215860,95073,1388041
2022,4,구의3동,11215870,117973,1027561
2023,1,화양동,11215710,140256,1166008
2023,1,군자동,11215730,136336,738025
2023,1,중곡1동,11215740,84961,614505
2023,1,중곡2동,11215750,97718,545542
2023,1,중곡3동,11215760,96870,601866
2023,1,중곡4동,11215770,85666,2313468
2023,1,능동,11215780,106892,1092105
2023,1,광장동,11215810,143796,2393761
2023,1,자양1동,11215820,95228,568868
2023,1,자양2동,11215830,110408,1657523
2023,1,자양3동,11215840,110730,1196419
2023,1,자양4동,11215847,114745,1180023
2023,1,구의1동,11215850,107712,565313
2023,1,구의2동,11215860,90625,1388041
2023,1,구의3동,11215870,119269,1027561
2023,2,화양동,11215710,128875,1166008
2023,2,군자동,11215730,131216,738025
2023,2,중곡1동,11215740,92980,614505
2023,2,중곡2동,11215750,78863,545542
2023,2,중곡3동,11215760,76944,601866
2023,2,중곡4동,11215770,103981,2313468
2023,2,능동,11215780,111551,1092105
2023,2,광장동,11215810,133834,2393761
2023,2,자양1동,11215820,92354,568868
2023,2,자양2동,11215830,85784,1657523
2023,2,자양3동,11215840,100646,1196419
2023,2,자양4동,11215847,114796,1180023
2023,2,구의1동,11215850,103271,565313
2023,2,구의2동,11215860,103953,1388041
2023,2,구의3동,11215870,112852,1027561
2023,3,화양동,11215710,142067,1166008
2023,3,군자동,11215730,124806,738025
2023,3,중곡1동,11215740,83763,614505
2023,3,중곡2동,11215750,79032,545542
2023,3,중곡3동,11215760,72151,601866
2023,3,중곡4동,11215770,106103,2313468
2023,3,능동,11215780,118504,1092105
2023,3,광장동,11215810,117841,2393761
2023,3,자양1동,11215820,88869,568868
2023,3,자양2동,11215830,78574,1657523
2023,3,자양3동,11215840,101601,1196419
2023,3,자양4동,11215847,103881,1180023
2023,3,구의1동,11215850,105023,565313
2023,3,구의2동,11215860,100941,1388041
2023,3,구의3동,11215870,103183,1027561
2023,4,화양동,11215710,142876,1166008
2023,4,군자동,11215730,119022,738025
2023,4,중곡1동,11215740,96823,614505
2023,4,중곡2동,11215750,77020,545542
2023,4,중곡3동,11215760,76924,601866
2023,4,중곡4동,11215770,108630,2313468
2023,4,능동,11215780,108761,1092105
2023,4,광장동,11215810,125202,2393761
2023,4,자양1동,11215820,87756,568868
2023,4,자양2동,11215830,78927,1657523
2023,4,자양3동,11215840,103163,1196419
2023,4,자양4동,11215847,103641,1180023
2023,4,구의1동,11215850,110857,565313
2023,4,구의2동,11215860,104005,1388041
2023,4,구의3동,11215870,110191,1027561
2024,1,화양동,11215710,139521,1166008
2024,1,군자동,11215730,115579,738025
2024,1,중곡1동,11215740,90693,614505
2024,1,중곡2동,11215750,76697,545542
2024,1,중곡3동,11215760,77673,601866
2024,1,중곡4동,11215770,116987,2313468
2024,1,능동,11215780,107588,1092105
2024,1,광장동,11215810,119580,2393761
2024,1,자양1동,11215820,89180,568868
2024,1,자양2동,11215830,84091,1657523
2024,1,자양3동,11215840,104026,1196419
2024,1,자양4동,11215847,107872,1180023
2024,1,구의1동,11215850,108794,565313
2024,1,구의2동,11215860,112567,1388041
2024,1,구의3동,11215870,111453,1027561
2024,2,화양동,11215710,150777,1166008
2024,2,군자동,11215730,109925,738025
2024,2,중곡1동,11215740,84782,614505
2024,2,중곡2동,11215750,77589,545542
2024,2,중곡3동,11215760,77092,601866
2024,2,중곡4동,11215770,103939,2313468
2024,2,능동,11215780,113634,1092105
2024,2,광장동,11215810,128506,2393761
2024,2,자양1동,11215820,86270,568868
2024,2,자양2동,11215830,85155,1657523
2024,2,자양3동,11215840,108747,1196419
2024,2,자양4동,11215847,104784,1180023
2024,2,구의1동,11215850,102738,565313
2024,2,구의2동,11215860,107444,1388041
2024,2,구의3동,11215870,120447,1027561
2024,3,화양동,11215710,149835,1166008
2024,3,군자동,11215730,100904,738025
2024,3,중곡1동,11215740,86302,614505
2024,3,중곡2동,11215750,75676,545542
2024,3,중곡3동,11215760,75512,601866
2024,3,중곡4동,11215770,107692,2313468
2024,3,능동,11215780,122957,1092105
2024,3,광장동,11215810,130182,2393761
2024,3,자양1동,11215820,83664,568868
2024,3,자양2동,11215830,85943,1657523
2024,3,자양3동,11215840,108714,1196419
2024,3,자양4동,11215847,111426,1180023
2024,3,구의1동,11215850,96222,565313
2024,3,구의2동,11215860,106302,1388041
2024,3,구의3동,11215870,128409,1027561
2024,4,화양동,11215710,150208,1166008
2024,4,군자동,11215730,100124,738025
2024,4,중곡1동,11215740,82285,614505
2024,4,중곡2동,11215750,90912,545542
2024,4,중곡3동,11215760,73510,601866
2024,4,중곡4동,11215770,105975,2313468
2024,4,능동,11215780,129779,1092105
2024,4,광장동,11215810,129507,2393761
2024,4,자양1동,11215820,90778,568868
2024,4,자양2동,11215830,88566,1657523
2024,4,자양3동,11215840,127590,1196419
2024,4,자양4동,11215847,114150,1180023
2024,4,구의1동,11215850,93362,565313
2024,4,구의2동,11215860,107882,1388041
2024,4,구의3동,11215870,128232,1027561
2025,1,화양동,11215710,157957,1166008
2025,1,군자동,11215730,108508,738025
2025,1,중곡1동,11215740,90454,614505
2025,1,중곡2동,11215750,92742,545542
2025,1,중곡3동,11215760,75058,601866
2025,1,중곡4동,11215770,104770,2313468
2025,1,능동,11215780,134909,1092105
2025,1,광장동,11215810,141374,2393761
2025,1,자양1동,11215820,101190,568868
2025,1,자양2동,11215830,82249,1657523
2025,1,자양3동,11215840,148123,1196419
2025,1,자양4동,11215847,110990,1180023
2025,1,구의1동,11215850,104446,565313
2025,1,구의2동,11215860,115940,1388041
2025,1,구의3동,11215870,124345,1027561
2025,2,화양동,11215710,149367,1166008
2025,2,군자동,11215730,113708,738025
2025,2,중곡1동,11215740,97357,614505
2025,2,중곡2동,11215750,97352,545542
2025,2,중곡3동,11215760,76027,601866
2025,2,중곡4동,11215770,109239,2313468
2025,2,능동,11215780,122912,1092105
2025,2,광장동,11215810,139461,2393761
2025,2,자양1동,11215820,112640,568868
2025,2,자양2동,11215830,89618,1657523
2025,2,자양3동,11215840,144750,1196419
2025,2,자양4동,11215847,116982,1180023
2025,2,구의1동,11215850,115833,565313
2025,2,구의2동,11215860,118525,1388041
2025,2,구의3동,11215870,122755,1027561
2025,3,화양동,11215710,141766,1166008
2025,3,군자동,11215730,122493,738025
2025,3,중곡1동,11215740,101113,614505
2025,3,중곡2동,11215750,99895,545542
2025,3,중곡3동,11215760,77846,601866
2025,3,중곡4동,11215770,100089,2313468
2025,3,능동,11215780,119948,1092105
2025,3,광장동,11215810,130467,2393761
2025,3,자양1동,11215820,109925,568868
2025,3,자양2동,11215830,93088,1657523
2025,3,자양3동,11215840,147616,1196419
2025,3,자양4동,11215847,123659,1180023
2025,3,구의1동,11215850,122448,565313
2025,3,구의2동,11215860,123328,1388041
2025,3,구의3동,11215870,121473,1027561
2025,4,화양동,11215710,,1166008
2025,4,군자동,11215730,,738025
2025,4,중곡1동,11215740,,614505
2025,4,중곡2동,11215750,,545542
2025,4,중곡3동,11215760,,601866
2025,4,중곡4동,11215770,,2313468
2025,4,능동,11215780,,1092105
2025,4,광장동,11215810,,2393761
2025,4,자양1동,11215820,,568868
2025,4,자양2동,11215830,,1657523
2025,4,자양3동,11215840,,1196419
2025,4,자양4동,11215847,,1180023
2025,4,구의1동,11215850,,565313
2025,4,구의2동,11215860,,1388041
2025,4,구의3동,11215870,,1027561
2020,1,용신동,11230536,80990,1618399
2020,1,제기동,11230545,95687,1181705
2020,1,전농1동,11230560,77383,1126695
2020,1,전농2동,11230570,83350,977568
2020,1,답십리1동,11230600,102206,788242
2020,1,답십리2동,11230610,70234,875745
2020,1,장안1동,11230650,79567,1342167
2020,1,장안2동,11230660,72941,996640
2020,1,청량리동,11230705,70277,1204398
2020,1,회기동,11230710,100856,766917
2020,1,휘경1동,11230720,100194,521796
2020,1,휘경2동,11230730,84106,1113609
2020,1,이문1동,11230740,99178,1039602
2020,1,이문2동,11230750,62270,723890
2020,2,용신동,11230536,81785,1618399
2020,2,제기동,11230545,100939,1181705
2020,2,전농1동,11230560,83840,1126695
2020,2,전농2동,11230570,102993,977568
2020,2,답십리1동,11230600,92317,788242
2020,2,답십리2동,11230610,73999,875745
2020,2,장안1동,11230650,77099,1342167
2020,2,장안2동,11230660,84139,996640
2020,2,청량리동,11230705,70609,1204398
2020,2,회기동,11230710,103288,766917
2020,2,휘경1동,11230720,102544,521796
2020,2,휘경2동,11230730,79666,1113609
2020,2,이문1동,11230740,98862,1039602
2020,2,이문2동,11230750,73316,723890
2020,3,용신동,11230536,80601,1618399
2020,3,제기동,11230545,104539,1181705
2020,3,전농1동,11230560,86649,1126695
2020,3,전농2동,11230570,99756,977568
2020,3,답십리1동,11230600,92671,788242
2020,3,답십리2동,11230610,75426,875745
2020,3,장안1동,11230650,77133,1342167
2020,3,장안2동,11230660,82527,996640
2020,3,청량리동,11230705,74970,1204398
2020,3,회기동,11230710,97505,766917
2020,3,휘경1동,11230720,104656,521796
2020,3,휘경2동,11230730,87737,1113609
2020,3,이문1동,11230740,99965,1039602
2020,3,이문2동,11230750,76845,723890
2020,4,용신동,11230536,80108,1618399
2020,4,제기동,11230545,106923,1181705
2020,4,전농1동,11230560,83047,1126695
2020,4,전농2동,11230570,93087,977568
2020,4,답십리1동,11230600,90008,788242
2020,4,답십리2동,11230610,77181,875745
2020,4,장안1동,11230650,77303,1342167
2020,4,장안2동,11230660,84091,996640
2020,4,청량리동,11230705,77535,1204398
2020,4,회기동,11230710,93592,766917
2020,4,휘경1동,11230720,121941,521796
2020,4,휘경2동,11230730,85530,1113609
2020,4,이문1동,11230740,98692,1039602
2020,4,이문2동,11230750,77074,723890
2021,1,용신동,11230536,81930,1618399
2021,1,제기동,11230545,109443,1181705
2021,1,전농1동,11230560,83681,1126695
2021,1,전농2동,11230570,89616,977568
2021,1,답십리1동,11230600,95816,788242
2021,1,답십리2동,11230610,79994,875745
2021,1,장안1동,11230650,77419,1342167
2021,1,장안2동,11230660,89183,996640
2021,1,청량리동,11230705,77718,1204398
2021,1,회기동,11230710,92643,766917
2021,1,휘경1동,11230720,113637,521796
2021,1,휘경2동,11230730,86020,1113609
2021,1,이문1동,11230740,95148,1039602
2021,1,이문2동,11230750,75043,723890
2021,2,용신동,11230536,84810,1618399
2021,2,제기동,11230545,111433,1181705
2021,2,전농1동,11230560,87016,1126695
2021,2,전농2동,11230570,82130,977568
2021,2,답십리1동,11230600,99581,788242
2021,2,답십리2동,11230610,76640,875745
2021,2,장안1동,11230650,80948,1342167
2021,2,장안2동,11230660,87362,996640
2021,2,청량리동,11230705,83864,1204398
2021,2,회기동,11230710,94554,766917
2021,2,휘경1동,11230720,126415,521796
2021,2,휘경2동,11230730,89064,1113609
2021,2,이문1동,11230740,92252,1039602
2021,2,이문2동,11230750,76766,723890
2021,3,용신동,11230536,90084,1618399
2021,3,제기동,11230545,110777,1181705
2021,3,전농1동,11230560,94837,1126695
2021,3,전농2동,11230570,97988,977568
2021,3,답십리1동,11230600,99811,788242
2021,3,답십리2동,11230610,77344,875745
2021,3,장안1동,11230650,82736,1342167
2021,3,장안2동,11230660,87125,996640
2021,3,청량리동,11230705,89015,1204398
2021,3,회기동,11230710,97444,766917
2021,3,휘경1동,11230720,128761,521796
2021,3,휘경2동,11230730,82554,1113609
2021,3,이문1동,11230740,92630,1039602
2021,3,이문2동,11230750,69795,723890
2021,4,용신동,11230536,92078,1618399
2021,4,제기동,11230545,107201,1181705
2021,4,전농1동,11230560,99509,1126695
2021,4,전농2동,11230570,112044,977568
2021,4,답십리1동,11230600,104018,788242
2021,4,답십리2동,11230610,73277,875745
2021,4,장안1동,11230650,83332,1342167
2021,4,장안2동,11230660,86710,996640
2021,4,청량리동,11230705,100495,1204398
2021,4,회기동,11230710,108157,766917
2021,4,휘경1동,11230720,121590,521796
2021,4,휘경2동,11230730,73569,1113609
2021,4,이문1동,11230740,94614,1039602
2021,4,이문2동,11230750,83870,723890
2022,1,용신동,11230536,92668,1618399
2022,1,제기동,11230545,104097,1181705
2022,1,전농1동,11230560,103697,1126695
2022,1,전농2동,11230570,111610,977568
2022,1,답십리1동,11230600,106440,788242
2022,1,답십리2동,11230610,74019,875745
2022,1,장안1동,11230650,81861,1342167
2022,1,장안2동,11230660,87857,996640
2022,1,청량리동,11230705,103385,1204398
2022,1,회기동,11230710,106773,766917
2022,1,휘경1동,11230720,125539,521796
2022,1,휘경2동,11230730,72089,1113609
2022,1,이문1동,11230740,93561,1039602
2022,1,이문2동,11230750,72622,723890
2022,2,용신동,11230536,90275,1618399
2022,2,제기동,11230545,99202,1181705
2022,2,전농1동,11230560,94905,1126695
2022,2,전농2동,11230570,100342,977568
2022,2,답십리1동,11230600,109733,788242
2022,2,답십리2동,11230610,78728,875745
2022,2,장안1동,11230650,82337,1342167
2022,2,장안2동,11230660,88484,996640
2022,2,청량리동,11230705,102843,1204398
2022,2,회기동,11230710,102687,766917
2022,2,휘경1동,11230720,114367,521796
2022,2,휘경2동,11230730,80105,1113609
2022,2,이문1동,11230740,92315,1039602
2022,2,이문2동,11230750,89992,723890
2022,3,용신동,11230536,94913,1618399
2022,3,제기동,11230545,98542,1181705
2022,3,전농1동,11230560,93087,1126695
2022,3,전농2동,11230570,114642,977568
2022,3,답십리1동,11230600,111691,788242
2022,3,답십리2동,11230610,78206,875745
2022,3,장안1동,11230650,86986,1342167
2022,3,장안2동,11230660,87096,996640
2022,3,청량리동,11230705,93160,1204398
2022,3,회기동,11230710,112619,766917
2022,3,휘경1동,11230720,120096,521796
2022,3,휘경2동,11230730,116378,1113609
2022,3,이문1동,11230740,84302,1039602
2022,3,이문2동,11230750,90862,723890
2022,4,용신동,11230536,91846,1618399
2022,4,제기동,11230545,90602,1181705
2022,4,전농1동,11230560,91869,1126695
2022,4,전농2동,11230570,108718,977568
2022,4,답십리1동,11230600,115863,788242
2022,4,답십리2동,11230610,80012,875745
2022,4,장안1동,11230650,87936,1342167
2022,4,장안2동,11230660,89079,996640
2022,4,청량리동,11230705,94276,1204398
2022,4,회기동,11230710,124122,766917
2022,4,휘경1동,11230720,95945,521796
2022,4,휘경2동,11230730,107301,1113609
2022,4,이문1동,11230740,98122,1039602
2022,4,이문2동,11230750,87243,723890
2023,1,용신동,11230536,94130,1618399
2023,1,제기동,11230545,88121,1181705
2023,1,전농1동,11230560,103847,1126695
2023,1,전농2동,11230570,93965,977568
2023,1,답십리1동,11230600,106418,788242
2023,1,답십리2동,11230610,84262,875745
2023,1,장안1동,11230650,91352,1342167
2023,1,장안2동,11230660,93934,996640
2023,1,청량리동,11230705,90637,1204398
2023,1,회기동,11230710,119096,766917
2023,1,휘경1동,11230720,78714,521796
2023,1,휘경2동,11230730,110476,1113609
2023,1,이문1동,11230740,127418,1039602
2023,1,이문2동,11230750,73509,723890
2023,2,용신동,11230536,94032,1618399
2023,2,제기동,11230545,87247,1181705
2023,2,전농1동,11230560,97846,1126695
2023,2,전농2동,11230570,92142,977568
2023,2,답십리1동,11230600,112111,788242
2023,2,답십리2동,11230610,81819,875745
2023,2,장안1동,11230650,87242,1342167
2023,2,장안2동,11230660,89364,996640
2023,2,청량리동,11230705,85188,1204398
2023,2,회기동,11230710,106797,766917
2023,2,휘경1동,11230720,81286,521796
2023,2,휘경2동,11230730,72965,1113609
2023,2,이문1동,11230740,127072,1039602
2023,2,이문2동,11230750,94483,723890
2023,3,용신동,11230536,94538,1618399
2023,3,제기동,11230545,95590,1181705
2023,3,전농1동,11230560,97080,1126695
2023,3,전농2동,11230570,78442,977568
2023,3,답십리1동,11230600,104763,788242
2023,3,답십리2동,11230610,83130,875745
2023,3,장안1동,11230650,87661,1342167
2023,3,장안2동,11230660,87975,996640
2023,3,청량리동,11230705,78226,1204398
2023,3,회기동,11230710,98713,766917
2023,3,휘경1동,11230720,91506,521796
2023,3,휘경2동,11230730,75202,1113609
2023,3,이문1동,11230740,87928,1039602
2023,3,이문2동,11230750,158033,723890
2023,4,용신동,11230536,96612,1618399
2023,4,제기동,11230545,96448,1181705
2023,4,전농1동,11230560,92187,1126695
2023,4,전농2동,11230570,79777,977568
2023,4,답십리1동,11230600,102817,788242
2023,4,답십리2동,11230610,78832,875745
2023,4,장안1동,11230650,87754,1342167
2023,4,장안2동,11230660,85880,996640
2023,4,청량리동,11230705,78615,1204398
2023,4,회기동,11230710,92106,766917
2023,4,휘경1동,11230720,90281,521796
2023,4,휘경2동,11230730,75411,1113609
2023,4,이문1동,11230740,99150,1039602
2023,4,이문2동,11230750,104243,723890
2024,1,용신동,11230536,93138,1618399
2024,1,제기동,11230545,100442,1181705
2024,1,전농1동,11230560,81164,1126695
2024,1,전농2동,11230570,83606,977568
2024,1,답십리1동,11230600,113805,788242
2024,1,답십리2동,11230610,76060,875745
2024,1,장안1동,11230650,91261,1342167
2024,1,장안2동,11230660,80217,996640
2024,1,청량리동,11230705,74279,1204398
2024,1,회기동,11230710,91327,766917
2024,1,휘경1동,11230720,100406,521796
2024,1,휘경2동,11230730,87794,1113609
2024,1,이문1동,11230740,94832,1039602
2024,1,이문2동,11230750,96239,723890
2024,2,용신동,11230536,91869,1618399
2024,2,제기동,11230545,102340,1181705
2024,2,전농1동,11230560,82460,1126695
2024,2,전농2동,11230570,69071,977568
2024,2,답십리1동,11230600,114600,788242
2024,2,답십리2동,11230610,75245,875745
2024,2,장안1동,11230650,94024,1342167
2024,2,장안2동,11230660,80567,996640
2024,2,청량리동,11230705,77790,1204398
2024,2,회기동,11230710,102498,766917
2024,2,휘경1동,11230720,102635,521796
2024,2,휘경2동,11230730,87842,1113609
2024,2,이문1동,11230740,100289,1039602
2024,2,이문2동,11230750,91898,723890
2024,3,용신동,11230536,86889,1618399
2024,3,제기동,11230545,100425,1181705
2024,3,전농1동,11230560,80646,1126695
2024,3,전농2동,11230570,73308,977568
2024,3,답십리1동,11230600,116804,788242
2024,3,답십리2동,11230610,80386,875745
2024,3,장안1동,11230650,100237,1342167
2024,3,장안2동,11230660,80870,996640
2024,3,청량리동,11230705,77386,1204398
2024,3,회기동,11230710,108905,766917
2024,3,휘경1동,11230720,110091,521796
2024,3,휘경2동,11230730,88781,1113609
2024,3,이문1동,11230740,107422,1039602
2024,3,이문2동,11230750,76990,723890
2024,4,용신동,11230536,85325,1618399
2024,4,제기동,11230545,101667,1181705
2024,4,전농1동,11230560,90105,1126695
2024,4,전농2동,11230570,75339,977568
2024,4,답십리1동,11230600,116965,788242
2024,4,답십리2동,11230610,90691,875745
2024,4,장안1동,11230650,104919,1342167
2024,4,장안2동,11230660,82552,996640
2024,4,청량리동,11230705,77770,1204398
2024,4,회기동,11230710,112574,766917
2024,4,휘경1동,11230720,116386,521796
2024,4,휘경2동,11230730,88021,1113609
2024,4,이문1동,11230740,97268,1039602
2024,4,이문2동,11230750,67617,723890
2025,1,용신동,11230536,83012,1618399
2025,1,제기동,11230545,101720,1181705
2025,1,전농1동,11230560,98001,1126695
2025,1,전농2동,11230570,73069,977568
2025,1,답십리1동,11230600,111664,788242
2025,1,답십리2동,11230610,92603,875745
2025,1,장안1동,11230650,104393,1342167
2025,1,장안2동,11230660,81194,996640
2025,1,청량리동,11230705,88076,1204398
2025,1,회기동,11230710,115151,766917
2025,1,휘경1동,11230720,96366,521796
2025,1,휘경2동,11230730,87204,1113609
2025,1,이문1동,11230740,98383,1039602
2025,1,이문2동,11230750,68765,723890
2025,2,용신동,11230536,91047,1618399
2025,2,제기동,11230545,107099,1181705
2025,2,전농1동,11230560,114726,1126695
2025,2,전농2동,11230570,74091,977568
2025,2,답십리1동,11230600,111564,788242
2025,2,답십리2동,11230610,96098,875745
2025,2,장안1동,11230650,104007,1342167
2025,2,장안2동,11230660,83021,996640
2025,2,청량리동,11230705,86252,1204398
2025,2,회기동,11230710,105815,766917
2025,2,휘경1동,11230720,103676,521796
2025,2,휘경2동,11230730,90193,1113609
2025,2,이문1동,11230740,101972,1039602
2025,2,이문2동,11230750,82621,723890
2025,3,용신동,11230536,94022,1618399
2025,3,제기동,11230545,110129,1181705
2025,3,전농1동,11230560,115557,1126695
2025,3,전농2동,11230570,79546,977568
2025,3,답십리1동,11230600,113621,788242
2025,3,답십리2동,11230610,97343,875745
2025,3,장안1동,11230650,103829,1342167
2025,3,장안2동,11230660,85857,996640
2025,3,청량리동,11230705,89163,1204398
2025,3,회기동,11230710,107979,766917
2025,3,휘경1동,11230720,88321,521796
2025,3,휘경2동,11230730,106411,1113609
2025,3,이문1동,11230740,125056,1039602
2025,3,이문2동,11230750,94996,723890
2025,4,용신동,11230536,,1618399
2025,4,제기동,11230545,,1181705
2025,4,전농1동,11230560,,1126695
2025,4,전농2동,11230570,,977568
2025,4,답십리1동,11230600,,788242
2025,4,답십리2동,11230610,,875745
2025,4,장안1동,11230650,,1342167
2025,4,장안2동,11230660,,996640
2025,4,청량리동,11230705,,1204398
2025,4,회기동,11230710,,766917
2025,4,휘경1동,11230720,,521796
2025,4,휘경2동,11230730,,1113609
2025,4,이문1동,11230740,,1039602
2025,4,이문2동,11230750,,723890
2020,1,면목2동,11260520,57289,763122
2020,1,면목4동,11260540,48376,843466
2020,1,면목5동,11260550,60955,704936
2020,1,면목본동,11260565,74416,849019
2020,1,면목7동,11260570,95457,1236134
2020,1,면목38동,11260575,68546,1614117
2020,1,상봉1동,11260580,81612,854219
2020,1,상봉2동,11260590,81862,677445
2020,1,중화1동,11260600,64822,641493
2020,1,중화2동,11260610,71423,1016955
2020,1,묵1동,11260620,93656,1238436
2020,1,묵2동,11260630,59288,669204
2020,1,망우본동,11260655,63296,2948109
2020,1,망우3동,11260660,46838,962561
2020,1,신내1동,11260680,81722,2606949
2020,1,신내2동,11260690,91611,911281
2020,2,면목2동,11260520,64081,763122
2020,2,면목4동,11260540,61161,843466
2020,2,면목5동,11260550,55722,704936
2020,2,면목본동,11260565,73332,849019
2020,2,면목7동,11260570,82540,1236134
2020,2,면목38동,11260575,75375,1614117
2020,2,상봉1동,11260580,80705,854219
2020,2,상봉2동,11260590,85993,677445
2020,2,중화1동,11260600,63258,641493
2020,2,중화2동,11260610,75005,1016955
2020,2,묵1동,11260620,88739,1238436
2020,2,묵2동,11260630,80122,669204
2020,2,망우본동,11260655,70381,2948109
2020,2,망우3동,11260660,51802,962561
2020,2,신내1동,11260680,80347,2606949
2020,2,신내2동,11260690,90971,911281
2020,3,면목2동,11260520,66595,763122
2020,3,면목4동,11260540,61338,843466
2020,3,면목5동,11260550,59649,704936
2020,3,면목본동,11260565,72481,849019
2020,3,면목7동,11260570,84489,1236134
2020,3,면목38동,11260575,76254,1614117
2020,3,상봉1동,11260580,82683,854219
2020,3,상봉2동,11260590,88957,677445
2020,3,중화1동,11260600,69533,641493
2020,3,중화2동,11260610,77616,1016955
2020,3,묵1동,11260620,91692,1238436
2020,3,묵2동,11260630,79946,669204
2020,3,망우본동,11260655,73725,2948109
2020,3,망우3동,11260660,56194,962561
2020,3,신내1동,11260680,82256,2606949
2020,3,신내2동,11260690,107888,911281
2020,4,면목2동,11260520,71002,763122
2020,4,면목4동,11260540,70326,843466
2020,4,면목5동,11260550,58548,704936
2020,4,면목본동,11260565,78879,849019
2020,4,면목7동,11260570,89768,1236134
2020,4,면목38동,11260575,80342,1614117
2020,4,상봉1동,11260580,88251,854219
2020,4,상봉2동,11260590,92615,677445
2020,4,중화1동,11260600,77118,641493
2020,4,중화2동,11260610,86770,1016955
2020,4,묵1동,11260620,99285,1238436
2020,4,묵2동,11260630,84082,669204
2020,4,망우본동,11260655,88034,2948109
2020,4,망우3동,11260660,56714,962561
2020,4,신내1동,11260680,91635,2606949
2020,4,신내2동,11260690,124557,911281
2021,1,면목2동,11260520,75463,763122
2021,1,면목4동,11260540,68804,843466
2021,1,면목5동,11260550,68130,704936
2021,1,면목본동,11260565,81955,849019
2021,1,면목7동,11260570,87438,1236134
2021,1,면목38동,11260575,81334,1614117
2021,1,상봉1동,11260580,93640,854219
2021,1,상봉2동,11260590,98658,677445
2021,1,중화1동,11260600,75849,641493
2021,1,중화2동,11260610,89200,1016955
2021,1,묵1동,11260620,107912,1238436
2021,1,묵2동,11260630,89236,669204
2021,1,망우본동,11260655,95269,2948109
2021,1,망우3동,11260660,59282,962561
2021,1,신내1동,11260680,102339,2606949
2021,1,신내2동,11260690,135852,911281
2021,2,면목2동,11260520,72105,763122
2021,2,면목4동,11260540,63276,843466
2021,2,면목5동,11260550,72190,704936
2021,2,면목본동,11260565,84273,849019
2021,2,면목7동,11260570,96541,1236134
2021,2,면목38동,11260575,81531,1614117
2021,2,상봉1동,11260580,85670,854219
2021,2,상봉2동,11260590,95430,677445
2021,2,중화1동,11260600,86062,641493
2021,2,중화2동,11260610,87632,1016955
2021,2,묵1동,11260620,116225,1238436
2021,2,묵2동,11260630,87554,669204
2021,2,망우본동,11260655,91704,2948109
2021,2,망우3동,11260660,62889,962561
2021,2,신내1동,11260680,104199,2606949
2021,2,신내2동,11260690,142187,911281
2021,3,면목2동,11260520,69518,763122
2021,3,면목4동,11260540,83665,843466
2021,3,면목5동,11260550,69577,704936
2021,3,면목본동,11260565,87031,849019
2021,3,면목7동,11260570,97355,1236134
2021,3,면목38동,11260575,84663,1614117
2021,3,상봉1동,11260580,85531,854219
2021,3,상봉2동,11260590,94553,677445
2021,3,중화1동,11260600,98058,641493
2021,3,중화2동,11260610,89709,1016955
2021,3,묵1동,11260620,112625,1238436
2021,3,묵2동,11260630,88322,669204
2021,3,망우본동,11260655,90229,2948109
2021,3,망우3동,11260660,65489,962561
2021,3,신내1동,11260680,99501,2606949
2021,3,신내2동,11260690,130753,911281
2021,4,면목2동,11260520,64916,763122
2021,4,면목4동,11260540,84868,843466
2021,4,면목5동,11260550,62614,704936
2021,4,면목본동,11260565,83969,849019
2021,4,면목7동,11260570,96317,1236134
2021,4,면목38동,11260575,87109,1614117
2021,4,상봉1동,11260580,74749,854219
2021,4,상봉2동,11260590,83676,677445
2021,4,중화1동,11260600,100018,641493
2021,4,중화2동,11260610,82773,1016955
2021,4,묵1동,11260620,98703,1238436
2021,4,묵2동,11260630,81407,669204
2021,4,망우본동,11260655,86756,2948109
2021,4,망우3동,11260660,64759,962561
2021,4,신내1동,11260680,89443,2606949
2021,4,신내2동,11260690,116092,911281
2022,1,면목2동,11260520,64616,763122
2022,1,면목4동,11260540,94193,843466
2022,1,면목5동,11260550,61549,704936
2022,1,면목본동,11260565,88501,849019
2022,1,면목7동,11260570,94046,1236134
2022,1,면목38동,11260575,95930,1614117
2022,1,상봉1동,11260580,77482,854219
2022,1,상봉2동,11260590,85258,677445
2022,1,중화1동,11260600,99899,641493
2022,1,중화2동,11260610,84915,1016955
2022,1,묵1동,11260620,101018,1238436
2022,1,묵2동,11260630,84898,669204
2022,1,망우본동,11260655,85352,2948109
2022,1,망우3동,11260660,64858,962561
2022,1,신내1동,11260680,85632,2606949
2022,1,신내2동,11260690,122563,911281
2022,2,면목2동,11260520,67860,763122
2022,2,면목4동,11260540,71319,843466
2022,2,면목5동,11260550,84878,704936
2022,2,면목본동,11260565,96630,849019
2022,2,면목7동,11260570,103389,1236134
2022,2,면목38동,11260575,108308,1614117
2022,2,상봉1동,11260580,86825,854219
2022,2,상봉2동,11260590,86606,677445
2022,2,중화1동,11260600,80918,641493
2022,2,중화2동,11260610,73786,1016955
2022,2,묵1동,11260620,100167,1238436
2022,2,묵2동,11260630,59016,669204
2022,2,망우본동,11260655,87276,2948109
2022,2,망우3동,11260660,73096,962561
2022,2,신내1동,11260680,109849,2606949
2022,2,신내2동,11260690,135636,911281
2022,3,면목2동,11260520,66144,763122
2022,3,면목4동,11260540,76072,843466
2022,3,면목5동,11260550,96179,704936
