연도,분기,NM,행정동_코드,임대시세_전체,영역_면적
2020,1,서교동,11440660,135153,1678981
2020,1,합정동,11440680,141289,1712389
2020,1,망원1동,11440690,107160,1101005
2020,1,망원2동,11440700,110348,676411
2020,1,연남동,11440710,116702,647438
2020,1,성산1동,11440720,87059,859254
2020,1,성산2동,11440730,95004,1978724
2020,1,상암동,11440740,160164,8402415
2020,2,아현동,11440555,122246,744328
2020,2,공덕동,11440565,91731,1019197
2020,2,도화동,11440585,133013,625018
2020,2,용강동,11440590,132257,790602
2020,2,대흥동,11440600,116912,858570
2020,2,염리동,11440610,111486,491468
2020,2,신수동,11440630,101268,797879
2020,2,서강동,11440655,132710,1478577
2020,2,서교동,11440660,141336,1678981
2020,2,합정동,11440680,129521,1712389
2020,2,망원1동,11440690,118567,1101005
2020,2,망원2동,11440700,102442,676411
2020,2,연남동,11440710,119923,647438
2020,2,성산1동,11440720,88625,859254
2020,2,성산2동,11440730,104181,1978724
2020,2,상암동,11440740,146018,8402415
2020,3,아현동,11440555,126317,744328
2020,3,공덕동,11440565,96182,1019197
2020,3,도화동,11440585,134488,625018
2020,3,용강동,11440590,133192,790602
2020,3,대흥동,11440600,121301,858570
2020,3,염리동,11440610,113757,491468
2020,3,신수동,11440630,107870,797879
2020,3,서강동,11440655,133517,1478577
2020,3,서교동,11440660,144850,1678981
2020,3,합정동,11440680,125590,1712389
2020,3,망원1동,11440690,120077,1101005
2020,3,망원2동,11440700,95993,676411
2020,3,연남동,11440710,118833,647438
2020,3,성산1동,11440720,87966,859254
2020,3,성산2동,11440730,104741,1978724
2020,3,상암동,11440740,149778,8402415
2020,4,아현동,11440555,125270,744328
2020,4,공덕동,11440565,106488,1019197
2020,4,도화동,11440585,144324,625018
2020,4,용강동,11440590,132517,790602
2020,4,대흥동,11440600,119128,858570
2020,4,염리동,11440610,109572,491468
2020,4,신수동,11440630,113788,797879
2020,4,서강동,11440655,133750,1478577
2020,4,서교동,11440660,148538,1678981
2020,4,합정동,11440680,123922,1712389
2020,4,망원1동,11440690,114198,1101005
2020,4,망원2동,11440700,95434,676411
2020,4,연남동,11440710,122363,647438
2020,4,성산1동,11440720,90284,859254
2020,4,성산2동,11440730,98584,1978724
2020,4,상암동,11440740,145298,8402415
2021,1,아현동,11440555,132374,744328
2021,1,공덕동,11440565,113993,1019197
2021,1,도화동,11440585,151212,625018
2021,1,용강동,11440590,132339,790602
2021,1,대흥동,11440600,122244,858570
2021,1,염리동,11440610,120403,491468
2021,1,신수동,11440630,128929,797879
2021,1,서강동,11440655,136242,1478577
2021,1,서교동,11440660,148284,1678981
2021,1,합정동,11440680,123773,1712389
2021,1,망원1동,11440690,114124,1101005
2021,1,망원2동,11440700,98635,676411
2021,1,연남동,11440710,122837,647438
2021,1,성산1동,11440720,90547,859254
2021,1,성산2동,11440730,110603,1978724
2021,1,상암동,11440740,139765,8402415
2021,2,아현동,11440555,142159,744328
2021,2,공덕동,11440565,130104,1019197
2021,2,도화동,11440585,159075,625018
2021,2,용강동,11440590,135703,790602
2021,2,대흥동,11440600,117895,858570
2021,2,염리동,11440610,117749,491468
2021,2,신수동,11440630,139304,797879
2021,2,서강동,11440655,133910,1478577
2021,2,서교동,11440660,151841,1678981
2021,2,합정동,11440680,126439,1712389
2021,2,망원1동,11440690,113542,1101005
2021,2,망원2동,11440700,104789,676411
2021,2,연남동,11440710,119916,647438
2021,2,성산1동,11440720,89112,859254
2021,2,성산2동,11440730,112230,1978724
2021,2,상암동,11440740,142235,8402415
2021,3,아현동,11440555,144497,744328
2021,3,공덕동,11440565,121462,1019197
2021,3,도화동,11440585,160706,625018
2021,3,용강동,11440590,132482,790602
2021,3,대흥동,11440600,118863,858570
2021,3,염리동,11440610,130196,491468
2021,3,신수동,11440630,141222,797879
2021,3,서강동,11440655,135068,1478577
2021,3,서교동,11440660,156701,1678981
2021,3,합정동,11440680,126616,1712389
2021,3,망원1동,11440690,122481,1101005
2021,3,망원2동,11440700,101434,676411
2021,3,연남동,11440710,126896,647438
2021,3,성산1동,11440720,88012,859254
2021,3,성산2동,11440730,126995,1978724
2021,3,상암동,11440740,147794,8402415
2021,4,아현동,11440555,149028,744328
2021,4,공덕동,11440565,118605,1019197
2021,4,도화동,11440585,159880,625018
2021,4,용강동,11440590,143192,790602
2021,4,대흥동,11440600,129232,858570
2021,4,염리동,11440610,140395,491468
2021,4,신수동,11440630,147794,797879
2021,4,서강동,11440655,146519,1478577
2021,4,서교동,11440660,160590,1678981
2021,4,합정동,11440680,127165,1712389
2021,4,망원1동,11440690,134443,1101005
2021,4,망원2동,11440700,106105,676411
2021,4,연남동,11440710,132017,647438
2021,4,성산1동,11440720,90946,859254
2021,4,성산2동,11440730,134936,1978724
2021,4,상암동,11440740,151700,8402415
2022,1,아현동,11440555,150739,744328
2022,1,공덕동,11440565,121128,1019197
2022,1,도화동,11440585,158585,625018
2022,1,용강동,11440590,137815,790602
2022,1,대흥동,11440600,135022,858570
2022,1,염리동,11440610,138016,491468
2022,1,신수동,11440630,145553,797879
2022,1,서강동,11440655,151808,1478577
2022,1,서교동,11440660,161603,1678981
2022,1,합정동,11440680,131301,1712389
2022,1,망원1동,11440690,135592,1101005
2022,1,망원2동,11440700,97684,676411
2022,1,연남동,11440710,141807,647438
2022,1,성산1동,11440720,93226,859254
2022,1,성산2동,11440730,135584,1978724
2022,1,상암동,11440740,150592,8402415
2022,2,아현동,11440555,152550,744328
2022,2,공덕동,11440565,128703,1019197
2022,2,도화동,11440585,146430,625018
2022,2,용강동,11440590,166892,790602
2022,2,대흥동,11440600,154429,858570
2022,2,염리동,11440610,158127,491468
2022,2,신수동,11440630,142908,797879
2022,2,서강동,11440655,173619,1478577
2022,2,서교동,11440660,155220,1678981
2022,2,합정동,11440680,131065,1712389
2022,2,망원1동,11440690,136665,1101005
2022,2,망원2동,11440700,110764,676411
2022,2,연남동,11440710,159504,647438
2022,2,성산1동,11440720,101530,859254
2022,2,성산2동,11440730,140311,1978724
2022,2,상암동,11440740,168863,8402415
2022,3,아현동,11440555,168132,744328
2022,3,공덕동,11440565,128042,1019197
2022,3,도화동,11440585,135110,625018
2022,3,용강동,11440590,140962,790602
2022,3,대흥동,11440600,155713,858570
2022,3,염리동,11440610,193343,491468
2022,3,신수동,11440630,159644,797879
2022,3,서강동,11440655,187627,1478577
2022,3,서교동,11440660,173403,1678981
2022,3,합정동,11440680,160572,1712389
2022,3,망원1동,11440690,148392,1101005
2022,3,망원2동,11440700,130352,676411
2022,3,연남동,11440710,184397,647438
2022,3,성산1동,11440720,131082,859254
2022,3,성산2동,11440730,179759,1978724
2022,3,상암동,11440740,178069,8402415
2022,4,아현동,11440555,165957,744328
2022,4,공덕동,11440565,116441,1019197
2022,4,도화동,11440585,129721,625018
2022,4,용강동,11440590,150036,790602
2022,4,대흥동,11440600,162222,858570
2022,4,염리동,11440610,182486,491468
2022,4,신수동,11440630,134601,797879
2022,4,서강동,11440655,199794,1478577
2022,4,서교동,11440660,181289,1678981
2022,4,합정동,11440680,170941,1712389
2022,4,망원1동,11440690,143817,1101005
2022,4,망원2동,11440700,132228,676411
2022,4,연남동,11440710,172431,647438
2022,4,성산1동,11440720,134727,859254
2022,4,성산2동,11440730,173331,1978724
2022,4,상암동,11440740,171711,8402415
2023,1,아현동,11440555,163786,744328
2023,1,공덕동,11440565,137962,1019197
2023,1,도화동,11440585,129164,625018
2023,1,용강동,11440590,163977,790602
2023,1,대흥동,11440600,167553,858570
2023,1,염리동,11440610,195899,491468
2023,1,신수동,11440630,163170,797879
2023,1,서강동,11440655,190352,1478577
2023,1,서교동,11440660,190553,1678981
2023,1,합정동,11440680,179518,1712389
2023,1,망원1동,11440690,148075,1101005
2023,1,망원2동,11440700,137910,676411
2023,1,연남동,11440710,172207,647438
2023,1,성산1동,11440720,141763,859254
2023,1,성산2동,11440730,183415,1978724
2023,1,상암동,11440740,134175,8402415
2023,2,아현동,11440555,142847,744328
2023,2,공덕동,11440565,101760,1019197
2023,2,도화동,11440585,123912,625018
2023,2,용강동,11440590,165542,790602
2023,2,대흥동,11440600,128478,858570
2023,2,염리동,11440610,178628,491468
2023,2,신수동,11440630,144017,797879
2023,2,서강동,11440655,161160,1478577
2023,2,서교동,11440660,170213,1678981
2023,2,합정동,11440680,148370,1712389
2023,2,망원1동,11440690,129381,1101005
2023,2,망원2동,11440700,117876,676411
2023,2,연남동,11440710,131015,647438
2023,2,성산1동,11440720,108003,859254
2023,2,성산2동,11440730,121662,1978724
2023,2,상암동,11440740,125406,8402415
2023,3,아현동,11440555,129815,744328
2023,3,공덕동,11440565,124235,1019197
2023,3,도화동,11440585,117759,625018
2023,3,용강동,11440590,132545,790602
2023,3,대흥동,11440600,127776,858570
2023,3,염리동,11440610,172571,491468
2023,3,신수동,11440630,148207,797879
2023,3,서강동,11440655,143198,1478577
2023,3,서교동,11440660,157376,1678981
2023,3,합정동,11440680,122173,1712389
2023,3,망원1동,11440690,133894,1101005
2023,3,망원2동,11440700,100690,676411
2023,3,연남동,11440710,133551,647438
2023,3,성산1동,11440720,111399,859254
2023,3,성산2동,11440730,114956,1978724
2023,3,상암동,11440740,134162,8402415
2023,4,아현동,11440555,125448,744328
2023,4,공덕동,11440565,137826,1019197
2023,4,도화동,11440585,119908,625018
2023,4,용강동,11440590,144468,790602
2023,4,대흥동,11440600,122379,858570
2023,4,염리동,11440610,177947,491468
2023,4,신수동,11440630,151650,797879
2023,4,서강동,11440655,138320,1478577
2023,4,서교동,11440660,160213,1678981
2023,4,합정동,11440680,127740,1712389
2023,4,망원1동,11440690,140222,1101005
2023,4,망원2동,11440700,105261,676411
2023,4,연남동,11440710,134870,647438
2023,4,성산1동,11440720,108521,859254
2023,4,성산2동,11440730,127076,1978724
2023,4,상암동,11440740,132843,8402415
2024,1,아현동,11440555,147696,744328
2024,1,공덕동,11440565,133397,1019197
2024,1,도화동,11440585,139356,625018
2024,1,용강동,11440590,157242,790602
2024,1,대흥동,11440600,129828,858570
2024,1,염리동,11440610,172305,491468
2024,1,신수동,11440630,146039,797879
2024,1,서강동,11440655,150697,1478577
2024,1,서교동,11440660,158493,1678981
2024,1,합정동,11440680,125727,1712389
2024,1,망원1동,11440690,143783,1101005
2024,1,망원2동,11440700,101898,676411
2024,1,연남동,11440710,134568,647438
2024,1,성산1동,11440720,106292,859254
2024,1,성산2동,11440730,104248,1978724
2024,1,상암동,11440740,158719,8402415
2024,2,아현동,11440555,151362,744328
2024,2,공덕동,11440565,144970,1019197
2024,2,도화동,11440585,146769,625018
2024,2,용강동,11440590,170977,790602
2024,2,대흥동,11440600,129549,858570
2024,2,염리동,11440610,129254,491468
2024,2,신수동,11440630,133235,797879
2024,2,서강동,11440655,144470,1478577
2024,2,서교동,11440660,158666,1678981
2024,2,합정동,11440680,135133,1712389
2024,2,망원1동,11440690,144848,1101005
2024,2,망원2동,11440700,118904,676411
2024,2,연남동,11440710,136184,647438
2024,2,성산1동,11440720,112803,859254
2024,2,성산2동,11440730,104027,1978724
2024,2,상암동,11440740,156751,8402415
2024,3,아현동,11440555,166482,744328
2024,3,공덕동,11440565,148601,1019197
2024,3,도화동,11440585,139961,625018
2024,3,용강동,11440590,165130,790602
2024,3,대흥동,11440600,128268,858570
2024,3,염리동,11440610,123594,491468
2024,3,신수동,11440630,129651,797879
2024,3,서강동,11440655,140305,1478577
2024,3,서교동,11440660,161695,1678981
2024,3,합정동,11440680,133188,1712389
2024,3,망원1동,11440690,137712,1101005
2024,3,망원2동,11440700,114603,676411
2024,3,연남동,11440710,135277,647438
2024,3,성산1동,11440720,121929,859254
2024,3,성산2동,11440730,105692,1978724
2024,3,상암동,11440740,176250,8402415
2024,4,아현동,11440555,169110,744328
2024,4,공덕동,11440565,138664,1019197
2024,4,도화동,11440585,140688,625018
2024,4,용강동,11440590,167378,790602
2024,4,대흥동,11440600,131267,858570
2024,4,염리동,11440610,135881,491468
2024,4,신수동,11440630,127819,797879
2024,4,서강동,11440655,142219,1478577
2024,4,서교동,11440660,160023,1678981
2024,4,합정동,11440680,134538,1712389
2024,4,망원1동,11440690,138265,1101005
2024,4,망원2동,11440700,105495,676411
2024,4,연남동,11440710,142213,647438
2024,4,성산1동,11440720,124241,859254
2024,4,성산2동,11440730,97151,1978724
2024,4,상암동,11440740,175805,8402415
2025,1,아현동,11440555,175520,744328
2025,1,공덕동,11440565,158716,1019197
2025,1,도화동,11440585,139985,625018
2025,1,용강동,11440590,159877,790602
2025,1,대흥동,11440600,143453,858570
2025,1,염리동,11440610,142788,491468
2025,1,신수동,11440630,132062,797879
2025,1,서강동,11440655,152518,1478577
2025,1,서교동,11440660,177688,1678981
2025,1,합정동,11440680,146167,1712389
2025,1,망원1동,11440690,151435,1101005
2025,1,망원2동,11440700,119134,676411
2025,1,연남동,11440710,154397,647438
2025,1,성산1동,11440720,136724,859254
2025,1,성산2동,11440730,142932,1978724
2025,1,상암동,11440740,172441,8402415
2025,2,아현동,11440555,190084,744328
2025,2,공덕동,11440565,162568,1019197
2025,2,도화동,11440585,148171,625018
2025,2,용강동,11440590,169048,790602
2025,2,대흥동,11440600,159983,858570
2025,2,염리동,11440610,133342,491468
2025,2,신수동,11440630,147808,797879
2025,2,서강동,11440655,201985,1478577
2025,2,서교동,11440660,192206,1678981
2025,2,합정동,11440680,180001,1712389
2025,2,망원1동,11440690,172781,1101005
2025,2,망원2동,11440700,120187,676411
2025,2,연남동,11440710,185194,647438
2025,2,성산1동,11440720,156721,859254
2025,2,성산2동,11440730,180684,1978724
2025,2,상암동,11440740,194015,8402415
2025,3,아현동,11440555,209623,744328
2025,3,공덕동,11440565,166204,1019197
2025,3,도화동,11440585,165670,625018
2025,3,용강동,11440590,186371,790602
2025,3,대흥동,11440600,162061,858570
2025,3,염리동,11440610,146246,491468
2025,3,신수동,11440630,160842,797879
2025,3,서강동,11440655,208456,1478577
2025,3,서교동,11440660,200767,1678981
2025,3,합정동,11440680,189642,1712389
2025,3,망원1동,11440690,188268,1101005
2025,3,망원2동,11440700,127887,676411
2025,3,연남동,11440710,204379,647438
2025,3,성산1동,11440720,174166,859254
2025,3,성산2동,11440730,195102,1978724
2025,3,상암동,11440740,201049,8402415
2025,4,아현동,11440555,,744328
2025,4,공덕동,11440565,,1019197
2025,4,도화동,11440585,,625018
2025,4,용강동,11440590,,790602
2025,4,대흥동,11440600,,858570
2025,4,염리동,11440610,,491468
2025,4,신수동,11440630,,797879
2025,4,서강동,11440655,,1478577
2025,4,서교동,11440660,,1678981
2025,4,합정동,11440680,,1712389
2025,4,망원1동,11440690,,1101005
2025,4,망원2동,11440700,,676411
2025,4,연남동,11440710,,647438
2025,4,성산1동,11440720,,859254
2025,4,성산2동,11440730,,1978724
2025,4,상암동,11440740,,8402415
2020,1,목1동,11470510,129627,1433111
2020,1,목2동,11470520,92050,1021355
2020,1,목3동,11470530,91644,531850
2020,1,목4동,11470540,82134,577493
2020,1,목5동,11470550,147299,1766361
2020,1,신월1동,11470560,66451,622400
2020,1,신월2동,11470570,66109,606811
2020,1,신월3동,11470580,54691,918039
2020,1,신월4동,11470590,64731,469873
2020,1,신월5동,11470600,60529,638302
2020,1,신월6동,11470610,69756,444286
2020,1,신월7동,11470611,69063,1230628
2020,1,신정1동,11470620,82783,747568
2020,1,신정2동,11470630,98022,525899
2020,1,신정3동,11470640,94230,2756536
2020,1,신정4동,11470650,79804,997144
2020,1,신정6동,11470670,139522,940885
2020,1,신정7동,11470680,122215,1234130
2020,2,목1동,11470510,139837,1433111
2020,2,목2동,11470520,101697,1021355
2020,2,목3동,11470530,94707,531850
2020,2,목4동,11470540,78171,577493
2020,2,목5동,11470550,154189,1766361
2020,2,신월1동,11470560,58535,622400
2020,2,신월2동,11470570,68004,606811
2020,2,신월3동,11470580,62315,918039
2020,2,신월4동,11470590,65029,469873
2020,2,신월5동,11470600,63386,638302
2020,2,신월6동,11470610,65246,444286
2020,2,신월7동,11470611,65139,1230628
2020,2,신정1동,11470620,86921,747568
2020,2,신정2동,11470630,88058,525899
2020,2,신정3동,11470640,97468,2756536
2020,2,신정4동,11470650,85416,997144
2020,2,신정6동,11470670,146547,940885
2020,2,신정7동,11470680,110965,1234130
2020,3,목1동,11470510,144892,1433111
2020,3,목2동,11470520,105571,1021355
2020,3,목3동,11470530,90461,531850
2020,3,목4동,11470540,74622,577493
2020,3,목5동,11470550,157633,1766361
2020,3,신월1동,11470560,59904,622400
2020,3,신월2동,11470570,64524,606811
2020,3,신월3동,11470580,69891,918039
2020,3,신월4동,11470590,65844,469873
2020,3,신월5동,11470600,65787,638302
2020,3,신월6동,11470610,78294,444286
2020,3,신월7동,11470611,62774,1230628
2020,3,신정1동,11470620,88086,747568
2020,3,신정2동,11470630,81047,525899
2020,3,신정3동,11470640,97575,2756536
2020,3,신정4동,11470650,85156,997144
2020,3,신정6동,11470670,148749,940885
2020,3,신정7동,11470680,116119,1234130
2020,4,목1동,11470510,143313,1433111
2020,4,목2동,11470520,106037,1021355
2020,4,목3동,11470530,87282,531850
2020,4,목4동,11470540,72028,577493
2020,4,목5동,11470550,157675,1766361
2020,4,신월1동,11470560,60437,622400
2020,4,신월2동,11470570,68253,606811
2020,4,신월3동,11470580,71118,918039
2020,4,신월4동,11470590,64588,469873
2020,4,신월5동,11470600,59930,638302
2020,4,신월6동,11470610,81374,444286
2020,4,신월7동,11470611,60647,1230628
2020,4,신정1동,11470620,93849,747568
2020,4,신정2동,11470630,79661,525899
2020,4,신정3동,11470640,99402,2756536
2020,4,신정4동,11470650,83852,997144
2020,4,신정6동,11470670,149570,940885
2020,4,신정7동,11470680,118575,1234130
2021,1,목1동,11470510,145375,1433111
2021,1,목2동,11470520,101992,1021355
2021,1,목3동,11470530,87871,531850
2021,1,목4동,11470540,71911,577493
2021,1,목5동,11470550,161251,1766361
2021,1,신월1동,11470560,66002,622400
2021,1,신월2동,11470570,67807,606811
2021,1,신월3동,11470580,77508,918039
2021,1,신월4동,11470590,64568,469873
2021,1,신월5동,11470600,64473,638302
2021,1,신월6동,11470610,77692,444286
2021,1,신월7동,11470611,61377,1230628
2021,1,신정1동,11470620,95524,747568
2021,1,신정2동,11470630,76962,525899
2021,1,신정3동,11470640,101099,2756536
2021,1,신정4동,11470650,92856,997144
2021,1,신정6동,11470670,155219,940885
2021,1,신정7동,11470680,116684,1234130
2021,2,목1동,11470510,134112,1433111
2021,2,목2동,11470520,93182,1021355
2021,2,목3동,11470530,99150,531850
2021,2,목4동,11470540,72784,577493
2021,2,목5동,11470550,158767,1766361
2021,2,신월1동,11470560,73716,622400
2021,2,신월2동,11470570,67397,606811
2021,2,신월3동,11470580,90805,918039
2021,2,신월4동,11470590,68415,469873
2021,2,신월5동,11470600,65781,638302
2021,2,신월6동,11470610,88595,444286
2021,2,신월7동,11470611,63874,1230628
2021,2,신정1동,11470620,107965,747568
2021,2,신정2동,11470630,88495,525899
2021,2,신정3동,11470640,102251,2756536
2021,2,신정4동,11470650,94239,997144
2021,2,신정6동,11470670,141346,940885
2021,2,신정7동,11470680,119220,1234130
2021,3,목1동,11470510,147366,1433111
2021,3,목2동,11470520,104452,1021355
2021,3,목3동,11470530,100850,531850
2021,3,목4동,11470540,81841,577493
2021,3,목5동,11470550,156071,1766361
2021,3,신월1동,11470560,72345,622400
2021,3,신월2동,11470570,71310,606811
2021,3,신월3동,11470580,85373,918039
2021,3,신월4동,11470590,71870,469873
2021,3,신월5동,11470600,70161,638302
2021,3,신월6동,11470610,99804,444286
2021,3,신월7동,11470611,62786,1230628
2021,3,신정1동,11470620,101741,747568
2021,3,신정2동,11470630,88031,525899
2021,3,신정3동,11470640,96755,2756536
2021,3,신정4동,11470650,99594,997144
2021,3,신정6동,11470670,151231,940885
2021,3,신정7동,11470680,112028,1234130
2021,4,목1동,11470510,148520,1433111
2021,4,목2동,11470520,106245,1021355
2021,4,목3동,11470530,110616,531850
2021,4,목4동,11470540,90684,577493
2021,4,목5동,11470550,155430,1766361
2021,4,신월1동,11470560,71304,622400
2021,4,신월2동,11470570,74302,606811
2021,4,신월3동,11470580,87144,918039
2021,4,신월4동,11470590,76271,469873
2021,4,신월5동,11470600,71488,638302
2021,4,신월6동,11470610,105611,444286
2021,4,신월7동,11470611,62616,1230628
2021,4,신정1동,11470620,98810,747568
2021,4,신정2동,11470630,97653,525899
2021,4,신정3동,11470640,96612,2756536
2021,4,신정4동,11470650,101165,997144
2021,4,신정6동,11470670,150555,940885
2021,4,신정7동,11470680,94407,1234130
2022,1,목1동,11470510,153427,1433111
2022,1,목2동,11470520,117154,1021355
2022,1,목3동,11470530,114040,531850
2022,1,목4동,11470540,96767,577493
2022,1,목5동,11470550,156006,1766361
2022,1,신월1동,11470560,71749,622400
2022,1,신월2동,11470570,74776,606811
2022,1,신월3동,11470580,91049,918039
2022,1,신월4동,11470590,72238,469873
2022,1,신월5동,11470600,86428,638302
2022,1,신월6동,11470610,111185,444286
2022,1,신월7동,11470611,60330,1230628
2022,1,신정1동,11470620,89752,747568
2022,1,신정2동,11470630,92010,525899
2022,1,신정3동,11470640,101570,2756536
2022,1,신정4동,11470650,105058,997144
2022,1,신정6동,11470670,145722,940885
2022,1,신정7동,11470680,99486,1234130
2022,2,목1동,11470510,133144,1433111
2022,2,목2동,11470520,107766,1021355
2022,2,목3동,11470530,110789,531850
2022,2,목4동,11470540,102858,577493
2022,2,목5동,11470550,188400,1766361
2022,2,신월1동,11470560,77293,622400
2022,2,신월2동,11470570,76971,606811
2022,2,신월3동,11470580,51682,918039
2022,2,신월4동,11470590,66337,469873
2022,2,신월5동,11470600,92908,638302
2022,2,신월6동,11470610,126305,444286
2022,2,신월7동,11470611,55896,1230628
2022,2,신정1동,11470620,85799,747568
2022,2,신정2동,11470630,87786,525899
2022,2,신정3동,11470640,123936,2756536
2022,2,신정4동,11470650,107515,997144
2022,2,신정6동,11470670,130244,940885
2022,2,신정7동,11470680,106379,1234130
2022,3,목1동,11470510,135093,1433111
2022,3,목2동,11470520,128645,1021355
2022,3,목3동,11470530,106860,531850
2022,3,목4동,11470540,87550,577493
2022,3,목5동,11470550,177508,1766361
2022,3,신월1동,11470560,110322,622400
2022,3,신월2동,11470570,70840,606811
2022,3,신월3동,11470580,53871,918039
2022,3,신월4동,11470590,65760,469873
2022,3,신월5동,11470600,97713,638302
2022,3,신월6동,11470610,118260,444286
2022,3,신월7동,11470611,64413,1230628
2022,3,신정1동,11470620,89182,747568
2022,3,신정2동,11470630,96450,525899
2022,3,신정3동,11470640,116297,2756536
2022,3,신정4동,11470650,99334,997144
2022,3,신정6동,11470670,129551,940885
2022,3,신정7동,11470680,107732,1234130
2022,4,목1동,11470510,152909,1433111
2022,4,목2동,11470520,127464,1021355
2022,4,목3동,11470530,99774,531850
2022,4,목4동,11470540,100014,577493
2022,4,목5동,11470550,182760,1766361
2022,4,신월1동,11470560,102701,622400
2022,4,신월2동,11470570,89261,606811
2022,4,신월3동,11470580,74558,918039
2022,4,신월4동,11470590,78892,469873
2022,4,신월5동,11470600,83687,638302
2022,4,신월6동,11470610,116132,444286
2022,4,신월7동,11470611,78537,1230628
2022,4,신정1동,11470620,95922,747568
2022,4,신정2동,11470630,93583,525899
2022,4,신정3동,11470640,115200,2756536
2022,4,신정4동,11470650,112407,997144
2022,4,신정6동,11470670,134661,940885
2022,4,신정7동,11470680,100907,1234130
2023,1,목1동,11470510,142569,1433111
2023,1,목2동,11470520,114852,1021355
2023,1,목3동,11470530,91147,531850
2023,1,목4동,11470540,97843,577493
2023,1,목5동,11470550,166900,1766361
2023,1,신월1동,11470560,107380,622400
2023,1,신월2동,11470570,99271,606811
2023,1,신월3동,11470580,88467,918039
2023,1,신월4동,11470590,97777,469873
2023,1,신월5동,11470600,74969,638302
2023,1,신월6동,11470610,132659,444286
2023,1,신월7동,11470611,77411,1230628
2023,1,신정1동,11470620,107387,747568
2023,1,신정2동,11470630,84983,525899
2023,1,신정3동,11470640,119701,2756536
2023,1,신정4동,11470650,123772,997144
2023,1,신정6동,11470670,84144,940885
2023,1,신정7동,11470680,131718,1234130
2023,2,목1동,11470510,152556,1433111
2023,2,목2동,11470520,110094,1021355
2023,2,목3동,11470530,121643,531850
2023,2,목4동,11470540,121800,577493
2023,2,목5동,11470550,158790,1766361
2023,2,신월1동,11470560,96336,622400
2023,2,신월2동,11470570,131800,606811
2023,2,신월3동,11470580,148040,918039
2023,2,신월4동,11470590,127371,469873
2023,2,신월5동,11470600,74011,638302
2023,2,신월6동,11470610,110743,444286
2023,2,신월7동,11470611,109204,1230628
2023,2,신정1동,11470620,114735,747568
2023,2,신정2동,11470630,89142,525899
2023,2,신정3동,11470640,107392,2756536
2023,2,신정4동,11470650,128719,997144
2023,2,신정6동,11470670,133212,940885
2023,2,신정7동,11470680,114171,1234130
2023,3,목1동,11470510,144385,1433111
2023,3,목2동,11470520,103638,1021355
2023,3,목3동,11470530,141454,531850
2023,3,목4동,11470540,102735,577493
2023,3,목5동,11470550,173137,1766361
2023,3,신월1동,11470560,79360,622400
2023,3,신월2동,11470570,99441,606811
2023,3,신월3동,11470580,147729,918039
2023,3,신월4동,11470590,124359,469873
2023,3,신월5동,11470600,76519,638302
2023,3,신월6동,11470610,116106,444286
2023,3,신월7동,11470611,105669,1230628
2023,3,신정1동,11470620,101267,747568
2023,3,신정2동,11470630,86019,525899
2023,3,신정3동,11470640,107363,2756536
2023,3,신정4동,11470650,128646,997144
2023,3,신정6동,11470670,126232,940885
2023,3,신정7동,11470680,128048,1234130
2023,4,목1동,11470510,141157,1433111
2023,4,목2동,11470520,109529,1021355
2023,4,목3동,11470530,127048,531850
2023,4,목4동,11470540,98053,577493
2023,4,목5동,11470550,163044,1766361
2023,4,신월1동,11470560,91394,622400
2023,4,신월2동,11470570,100624,606811
2023,4,신월3동,11470580,122282,918039
2023,4,신월4동,11470590,124096,469873
2023,4,신월5동,11470600,89506,638302
2023,4,신월6동,11470610,121378,444286
2023,4,신월7동,11470611,92847,1230628
2023,4,신정1동,11470620,99746,747568
2023,4,신정2동,11470630,102747,525899
2023,4,신정3동,11470640,104109,2756536
2023,4,신정4동,11470650,129824,997144
2023,4,신정6동,11470670,123716,940885
2023,4,신정7동,11470680,122604,1234130
2024,1,목1동,11470510,130721,1433111
2024,1,목2동,11470520,109471,1021355
2024,1,목3동,11470530,135755,531850
2024,1,목4동,11470540,104981,577493
2024,1,목5동,11470550,164114,1766361
2024,1,신월1동,11470560,91553,622400
2024,1,신월2동,11470570,98608,606811
2024,1,신월3동,11470580,109293,918039
2024,1,신월4동,11470590,113260,469873
2024,1,신월5동,11470600,87303,638302
2024,1,신월6동,11470610,107950,444286
2024,1,신월7동,11470611,95533,1230628
2024,1,신정1동,11470620,103820,747568
2024,1,신정2동,11470630,102477,525899
2024,1,신정3동,11470640,108440,2756536
2024,1,신정4동,11470650,122335,997144
2024,1,신정6동,11470670,125208,940885
2024,1,신정7동,11470680,97579,1234130
2024,2,목1동,11470510,134545,1433111
2024,2,목2동,11470520,108785,1021355
2024,2,목3동,11470530,123524,531850
2024,2,목4동,11470540,96195,577493
2024,2,목5동,11470550,160888,1766361
2024,2,신월1동,11470560,104983,622400
2024,2,신월2동,11470570,74753,606811
2024,2,신월3동,11470580,51250,918039
2024,2,신월4동,11470590,94996,469873
2024,2,신월5동,11470600,77253,638302
2024,2,신월6동,11470610,103902,444286
2024,2,신월7동,11470611,62397,1230628
2024,2,신정1동,11470620,92673,747568
2024,2,신정2동,11470630,99056,525899
2024,2,신정3동,11470640,120136,2756536
2024,2,신정4동,11470650,119026,997144
2024,2,신정6동,11470670,129746,940885
2024,2,신정7동,11470680,111886,1234130
2024,3,목1동,11470510,139471,1433111
2024,3,목2동,11470520,131953,1021355
